date_obj,Musketeer%20tabard price
2016-10-24,84925
2016-10-25,84925
2016-10-26,85175
2016-10-27,85175
2016-10-28,85175
2016-10-29,85307
2016-10-30,85307
2016-10-31,86072
2016-11-01,86072
2016-11-02,86072
2016-11-03,86262
2016-11-04,86262
2016-11-05,89015
2016-11-06,89015
2016-11-07,88249
2016-11-08,88249
2016-11-09,85895
2016-11-10,85895
2016-11-11,85895
2016-11-12,86050
2016-11-13,86050
2016-11-14,86050
2016-12-07,77285
2016-12-08,76559
2016-12-09,76559
2016-12-10,77665
2016-12-11,77665
2016-12-12,77051
2016-12-13,77051
2016-12-14,76482
2016-12-15,76482
2016-12-16,76482
2016-12-17,75404
2016-12-18,75404
2016-12-19,75404
2016-12-20,76843
2016-12-21,76843
2016-12-22,76843
2016-12-23,77371
2016-12-24,77371
2016-12-25,77371
2016-12-26,77016
2016-12-27,77016
2016-12-28,74047
2016-12-29,74047
2016-12-30,71587
2016-12-31,71587
2017-01-01,69538
2017-01-02,69538
2017-01-03,67370
2017-01-04,67370
2017-01-05,67370
2017-01-06,65939
2017-01-07,65939
2017-01-08,64702
2017-01-09,64702
2017-01-10,65750
2017-01-11,65750
2017-01-12,68858
2017-01-13,68858
2017-01-14,69372
2017-01-15,69372
2017-01-16,70860
2017-01-17,70860
2017-01-18,74035
2017-01-19,74035
2017-01-20,76320
2017-01-21,79459
2017-01-22,79459
2017-01-27,79957
2017-01-28,79527
2017-01-29,79527
2017-01-30,79046
2017-01-31,79046
2017-02-01,78796
2017-02-02,78796
2017-02-03,78796
2017-02-04,76736
2017-02-05,76736
2017-02-06,73726
2017-02-07,73726
2017-02-08,73173
2017-02-09,73173
2017-02-10,73648
2017-02-11,73648
2017-02-12,73648
2017-02-13,72972
2017-02-14,72972
2017-02-15,75211
2017-02-16,75211
2017-02-18,74703
2017-02-19,75671
2017-02-20,75671
2017-02-21,74938
2017-02-22,74938
2017-02-23,74938
2017-02-24,74526
2017-02-25,74526
2017-02-26,74825
2017-02-27,74825
2017-02-28,73472
2017-03-01,73472
2017-03-02,71781
2017-03-03,71781
2017-03-04,74079
2017-03-05,74079
2017-03-06,74165
2017-03-07,74165
2017-03-08,75200
2017-03-09,75200
2017-03-10,75200
2017-03-11,76128
2017-03-12,76128
2017-03-13,77683
2017-03-14,77683
2017-03-15,79780
2017-03-16,79780
2017-03-17,79780
2017-03-18,81187
2017-03-19,81187
2017-03-20,81759
2017-03-21,81759
2017-03-22,81408
2017-03-23,81408
2017-03-24,79800
2017-03-25,79800
2017-03-26,79800
2017-03-27,79240
2017-03-28,79240
2017-03-29,78813
2017-03-30,78813
2017-03-31,77617
2017-04-01,77617
2017-04-02,78904
2017-04-03,79661
2017-04-04,79661
2017-04-12,82358
2017-04-13,81717
2017-04-14,81717
2017-04-15,81502
2017-04-16,81502
2017-04-17,80837
2017-04-18,80837
2017-04-19,79551
2017-04-20,79551
2017-04-21,80058
2017-04-22,80058
2017-04-23,79436
2017-04-24,79436
2017-04-25,78342
2017-04-26,78342
2017-04-27,78342
2017-04-28,77845
2017-04-29,77845
2017-04-30,79969
2017-05-01,79969
2017-05-02,78160
2017-05-03,78160
2017-05-04,76555
2017-05-05,76555
2017-05-06,76276
2017-05-07,76934
2017-05-08,76934
2017-05-09,77594
2017-05-10,77594
2017-05-11,80442
2017-05-12,80442
2017-05-13,82620
2017-05-14,82620
2017-05-15,83932
2017-05-16,83932
2017-05-17,85025
2017-05-18,85025
2017-05-19,85432
2017-05-20,85432
2017-05-21,83543
2017-05-22,83543
2017-05-23,83105
2017-05-24,83105
2017-05-25,82781
2017-05-26,82781
2017-05-27,82576
2017-05-28,82576
2017-05-29,82576
2017-05-30,83766
2017-05-31,83766
2017-06-01,83056
2017-06-02,83056
2017-06-03,82465
2017-06-06,81528
2017-06-07,82376
2017-06-08,82376
2017-06-09,82512
2017-06-10,80484
2017-06-11,80484
2017-06-12,80702
2017-06-13,80702
2017-06-14,79244
2017-06-15,79244
2017-06-16,78122
2017-06-17,78122
2017-06-18,76492
2017-06-19,76492
2017-06-20,74214
2017-06-21,74214
2017-06-22,74214
2017-06-23,76995
2017-06-24,79599
2017-06-25,79599
2017-06-26,78557
2017-06-27,78557
2017-06-28,81788
2017-06-29,81788
2017-06-30,83583
2017-07-01,83583
2017-07-02,84022
2017-07-03,84022
2017-07-04,85235
2017-07-05,85235
2017-07-06,86460
2017-07-07,86460
2017-07-08,86460
2017-07-13,87431
2017-07-14,87731
2017-07-15,87731
2017-07-16,86969
2017-07-17,86969
2017-07-18,85673
2017-07-19,85673
2017-07-20,86164
2017-07-21,86164
2017-07-22,86474
2017-07-23,86474
2017-07-24,86156
2017-07-25,86156
2017-07-26,85494
2017-07-27,85494
2017-07-28,85504
2017-07-29,85504
2017-07-30,84730
2017-07-31,84730
2017-08-01,84730
2017-08-02,83573
2017-08-03,83573
2017-08-04,83573
2017-08-05,83618
2017-08-06,83618
2017-08-09,84874
2017-08-10,85247
2017-08-11,85247
2017-08-12,84392
2017-08-13,84392
2017-08-14,83383
2017-08-15,83383
2017-08-16,81099
2017-08-17,81099
2017-08-18,81031
2017-08-19,81031
2017-08-20,79109
2017-08-22,77782
2017-08-23,77782
2017-08-24,77782
2017-08-25,77215
2017-08-26,76547
2017-08-27,76547
2017-08-28,75180
2017-08-29,75180
2017-08-30,75348
2017-08-31,75348
2017-09-01,75348
2017-09-02,74451
2017-09-03,74451
2017-09-04,74451
2017-09-05,72190
2017-09-06,72190
2017-09-07,70653
2017-09-08,70653
2017-09-09,68774
2017-09-10,68774
2017-09-11,66873
2017-09-12,66873
2017-09-13,65005
2017-09-14,65005
2017-09-15,62303
2017-09-16,62303
2017-09-17,60958
2017-09-19,60958
2017-09-20,59823
2017-09-21,59823
2017-09-22,58526
2017-09-23,58526
2017-09-24,56952
2017-09-25,56952
2017-09-26,54966
2017-09-27,54966
2017-09-28,54109
2017-09-29,54109
2017-09-30,54638
2017-10-01,54638
2017-10-02,54038
2017-10-03,54038
2017-10-04,54038
2017-10-05,53434
2017-10-06,53434
2017-10-07,52845
2017-10-08,52845
2017-10-09,52845
2017-10-10,53067
2017-10-11,53067
2017-10-12,53749
2017-10-13,53749
2017-10-14,54354
2017-10-15,54354
2017-10-16,54792
2017-10-17,54792
2017-10-18,54949
2017-10-19,54949
2017-10-20,54949
2017-10-21,55934
2017-10-22,55934
2017-10-23,56088
2017-10-24,56088
2017-10-25,55725
2017-10-26,55725
2017-10-27,53903
2017-10-28,53903
2017-10-29,52560
2017-10-30,52560
2017-10-31,50739
2017-11-01,50739
2017-11-02,50739
2017-11-03,49335
2017-11-04,48368
2017-11-05,48368
2017-11-06,48368
2017-11-07,46922
2017-11-08,46922
2017-11-09,46470
2017-11-10,46470
2017-11-11,46470
2017-11-12,46283
2017-11-13,46283
2017-11-14,47185
2017-11-15,47185
2017-11-16,46564
2017-11-17,46564
2017-11-18,46564
2017-11-19,45680
2017-11-20,45680
2017-11-21,44363
2017-11-22,44363
2017-11-23,44363
2017-11-24,43913
2017-11-25,43913
2017-11-26,43216
2017-11-27,43216
2017-11-28,43216
2017-11-29,43992
2017-11-30,43992
2017-12-01,44110
2017-12-02,44110
2017-12-03,42728
2017-12-04,42728
2017-12-05,42728
2017-12-06,42924
2017-12-07,42924
2017-12-08,43093
2017-12-09,43093
2017-12-10,42840
2017-12-11,42840
2017-12-12,43748
2017-12-14,45008
2017-12-15,45008
2017-12-17,45500
2017-12-18,43999
2017-12-19,43999
2017-12-20,43999
2017-12-21,43961
2017-12-22,43961
2017-12-23,42998
2017-12-24,42998
2017-12-25,42998
2017-12-26,41959
2017-12-27,41959
2017-12-28,41959
2017-12-29,41559
2017-12-30,42817
2017-12-31,42817
2018-01-01,44581
2018-01-02,44581
2018-01-03,46070
2018-01-04,46070
2018-01-05,47619
2018-01-06,47619
2018-01-07,49886
2018-01-08,49886
2018-01-09,51272
2018-01-10,51272
2018-01-11,51272
2018-01-12,51524
2018-01-13,51524
2018-01-14,52306
2018-01-15,52306
2018-01-16,51411
2018-01-17,51411
2018-01-18,50224
2018-01-19,50224
2018-01-20,49220
2018-01-21,49220
2018-01-22,47112
2018-01-23,47112
2018-01-25,45201
2018-01-26,45201
2018-01-27,44568
2018-01-28,44568
2018-01-29,43008
2018-01-31,41372
2018-02-01,41372
2018-02-02,41372
2018-02-03,39913
2018-02-04,39913
2018-02-05,38208
2018-02-06,38208
2018-02-07,37600
2018-02-08,37600
2018-02-09,36014
2018-02-10,36014
2018-02-11,34777
2018-02-12,34777
2018-02-13,33795
2018-02-14,33795
2018-02-15,32392
2018-02-16,32392
2018-02-17,31585
2018-02-18,31585
2018-02-19,30978
2018-02-20,30978
2018-02-21,30337
2018-02-22,30337
2018-02-23,30165
2018-02-24,30165
2018-02-25,30073
2018-02-26,30073
2018-02-27,29583
2018-03-01,29807
2018-03-02,29807
2018-03-03,30306
2018-03-04,30306
2018-03-05,31001
2018-03-06,31001
2018-03-07,31100
2018-03-08,31100
2018-03-09,31087
2018-03-10,31087
2018-03-11,31358
2018-03-12,31358
2018-03-13,31010
2018-03-14,31010
2018-03-15,30469
2018-03-16,30469
2018-03-17,30757
2018-03-18,30757
2018-03-19,30757
2018-03-20,30402
2018-03-21,30402
2018-03-23,29311
2018-03-24,29311
2018-03-26,28616
2018-03-27,28330
2018-03-28,28330
2018-03-29,28495
2018-03-30,28495
2018-03-31,29878
2018-04-01,29878
2018-04-02,31093
2018-04-03,31093
2018-04-04,32597
2018-04-05,32597
2018-04-06,34183
2018-04-07,34183
2018-04-08,34183
2018-04-09,35510
2018-04-10,35510
2018-04-11,35510
2018-04-12,36096
2018-04-13,36096
2018-04-14,36096
2018-04-15,36762
2018-04-16,36762
2018-04-17,36860
2018-04-18,36860
2018-04-19,36860
2018-04-20,37129
2018-04-21,37129
2018-04-22,38002
2018-04-23,38002
2018-04-24,37872
2018-04-25,37872
2018-04-26,37872
2018-04-27,37424
2018-04-28,37424
2018-04-29,36651
2018-04-30,36651
2018-05-01,36360
2018-05-04,36044
2018-05-05,35894
2018-05-06,35894
2018-05-07,35894
2018-05-08,35232
2018-05-09,35232
2018-05-10,35937
2018-05-11,35937
2018-05-12,37734
2018-05-13,37734
2018-05-14,39145
2018-05-15,39145
2018-05-16,40409
2018-05-17,40409
2018-05-18,41183
2018-05-19,41183
2018-05-20,41183
2018-05-21,40876
2018-05-22,40876
2018-05-23,39370
2018-05-24,39370
2018-05-25,39370
2018-05-26,38931
2018-05-27,38931
2018-05-28,39132
2018-05-29,39132
2018-05-30,41001
2018-05-31,41001
2018-06-01,41001
2018-06-02,42977
2018-06-03,42977
2018-06-04,42977
2018-06-05,44586
2018-06-06,44586
2018-06-07,46816
2018-06-08,46816
2018-06-09,49137
2018-06-10,49137
2018-06-11,49137
2018-06-12,47795
2018-06-13,47795
2018-06-14,45444
2018-06-15,45444
2018-06-16,45444
2018-06-17,43394
2018-06-18,43394
2018-06-19,41819
2018-06-20,41819
2018-06-21,40167
2018-06-22,40167
2018-06-23,38637
2018-06-24,38637
2018-06-25,37456
2018-06-26,37456
2018-06-27,37456
2018-06-28,36215
2018-06-29,36215
2018-06-30,35983
2018-07-01,35983
2018-07-02,35556
2018-07-03,35556
2018-07-04,36596
2018-07-05,36596
2018-07-06,38408
2018-07-07,38408
2018-07-08,38408
2018-07-09,39352
2018-07-10,39352
2018-07-11,40601
2018-07-12,40601
2018-07-13,39727
2018-07-14,39727
2018-07-15,40010
2018-07-16,40010
2018-07-17,39998
2018-07-18,39998
2018-07-19,39998
2018-07-20,39760
2018-07-21,39760
2018-07-22,39456
2018-07-23,39456
2018-07-24,38959
2018-07-25,38959
2018-07-26,37747
2018-07-27,37747
2018-07-28,36531
2018-07-29,36531
2018-07-30,35664
2018-07-31,35664
2018-08-01,35008
2018-08-02,35008
2018-08-03,34818
2018-08-04,34818
2018-08-05,33861
2018-08-06,33861
2018-08-07,32449
2018-08-08,31738
2018-08-09,31738
2018-08-10,31304
2018-08-11,31304
2018-08-12,30888
2018-08-14,30421
2018-08-16,29087
2018-08-17,29087
2018-08-18,29087
2018-08-19,28286
2018-08-20,28286
2018-08-21,27289
2018-08-22,27289
2018-08-23,26240
2018-08-24,26240
2018-08-25,25109
2018-08-26,25109
2018-08-27,25109
2018-08-28,24122
2018-08-29,24122
2018-08-30,23831
2018-08-31,23831
2018-09-01,23945
2018-09-02,23945
2018-09-03,24716
2018-09-04,24716
2018-09-05,24730
2018-09-06,24730
2018-09-07,24328
2018-09-08,24328
2018-09-09,24328
2018-09-10,24822
2018-09-11,24822
2018-09-12,25551
2018-09-13,25551
2018-09-14,26123
2018-09-15,26123
2018-09-16,26990
2018-09-17,26990
2018-09-18,27572
2018-09-19,27572
2018-09-20,28564
2018-09-21,28564
2018-09-22,28936
2018-09-23,28936
2018-09-24,30009
2018-09-25,30009
2018-09-26,30632
2018-09-27,30632
2018-09-28,31944
2018-09-29,31944
2018-09-30,32554
2018-10-02,32877
2018-10-03,33200
2018-10-04,33200
2018-10-05,33200
2018-10-06,34053
2018-10-07,34053
2018-10-08,35104
2018-10-09,35104
2018-10-10,36442
2018-10-11,36442
2018-10-12,36442
2018-10-13,37768
2018-10-14,37768
2018-10-15,38803
2018-10-16,38803
2018-10-17,39465
2018-10-18,39465
2018-10-19,39615
2018-10-20,39615
2018-10-21,39615
2018-10-22,39221
2018-10-23,39221
2018-10-24,38995
2018-10-25,38995
2018-10-26,38946
2018-10-27,38946
2018-10-28,38826
2018-10-29,38826
2018-10-30,38826
2018-10-31,37579
2018-11-01,37579
2018-11-03,38691
2018-11-04,39533
2018-11-05,39397
2018-11-06,39397
2018-11-07,39436
2018-11-08,39436
2018-11-09,40199
2018-11-10,41474
2018-11-11,41474
2018-11-12,42358
2018-11-13,42551
2018-11-15,41711
2018-11-16,40519
2018-11-17,40519
2018-11-18,39791
2018-11-19,39791
2018-11-20,39467
2018-11-21,39467
2018-11-22,40917
2018-11-23,40917
2018-11-24,42067
2018-11-25,42798
2018-11-26,42798
2018-11-27,44624
2018-11-28,44624
2018-11-29,46626
2018-12-01,48763
2018-12-02,50866
2018-12-03,50866
2018-12-04,53036
2018-12-05,55196
2018-12-07,56794
2018-12-09,57915
2018-12-10,57499
2018-12-11,57499
2018-12-13,58280
2018-12-14,55749
2018-12-15,55749
2018-12-16,54527
2018-12-17,54527
2018-12-18,55265
2018-12-19,55265
2018-12-20,53842
2018-12-21,53842
2018-12-22,51391
2018-12-23,50784
2018-12-24,50729
2018-12-25,50729
2018-12-26,50750
2018-12-27,49852
2018-12-28,49852
2018-12-29,48055
2018-12-30,48055
2018-12-31,46757
2019-01-01,46757
2019-01-02,45726
2019-01-03,45726
2019-01-04,44711
2019-01-05,43347
2019-01-06,42963
2019-01-08,41282
2019-01-10,39418
2019-01-11,39418
2019-01-12,38141
2019-01-13,38141
2019-01-14,37675
2019-01-15,36937
2019-01-16,36937
2019-01-17,36462
2019-01-18,37201
2019-01-19,37624
2019-01-20,37624
2019-01-21,38364
2019-01-22,39422
2019-01-23,39422
2019-01-24,39923
2019-01-25,39935
2019-01-26,39935
2019-01-27,39457
2019-01-28,39457
2019-01-29,39017
2019-01-30,38659
2019-01-31,38659
2019-02-01,38254
2019-02-02,38254
2019-02-03,37719
2019-02-04,37719
2019-02-05,37764
2019-02-06,37764
2019-02-07,37546
2019-02-08,37546
2019-02-09,36013
2019-02-10,36013
2019-02-11,34478
2019-02-12,34478
2019-02-13,33866
2019-02-14,33866
2019-02-15,34091
2019-02-16,34091
2019-02-17,33959
2019-02-18,33959
2019-02-19,33451
2019-02-20,33451
2019-02-21,32031
2019-02-22,32031
2019-02-23,30521
2019-02-24,29065
2019-02-25,29065
2019-02-26,27611
2019-02-27,27611
2019-02-28,27611
2019-03-01,26420
2019-03-02,26420
2019-03-03,25670
2019-03-04,25403
2019-03-05,25403
2019-03-06,25124
2019-03-07,25124
2019-03-08,25900
2019-03-09,25900
2019-03-10,26275
2019-03-11,26275
2019-03-12,27559
2019-03-13,27559
2019-03-14,28103
2019-03-15,28103
2019-03-16,29078
2019-03-17,29796
2019-03-18,29796
2019-03-19,30436
2019-03-20,30436
2019-03-21,30543
2019-03-22,30543
2019-03-23,30330
2019-03-24,30330
2019-03-25,31419
2019-03-26,31419
2019-03-27,31952
2019-03-28,31952
2019-03-29,31886
2019-03-30,31886
2019-03-31,32035
2019-04-01,32035
2019-04-02,33185
2019-04-03,34765
2019-04-04,36438
2019-04-05,38111
2019-04-06,38111
2019-04-07,39904
2019-04-08,39904
2019-04-09,41900
2019-04-10,41900
