date_obj,Cyclops%20head price
2017-10-03,4116
2017-10-04,4116
2017-10-05,4116
2017-10-06,4116
2017-10-07,4104
2017-10-08,4104
2017-10-09,4104
2017-10-10,4104
2017-10-11,4104
2017-10-12,4104
2017-10-13,4104
2017-10-14,4132
2017-10-15,4132
2017-10-16,4132
2017-10-17,4132
2017-10-18,4132
2017-10-19,4132
2017-10-20,4132
2017-10-21,4061
2017-10-22,4061
2017-10-23,4061
2017-10-24,4061
2017-10-25,4061
2017-10-26,4061
2017-10-27,4058
2017-10-28,4058
2017-10-29,4058
2017-10-30,4058
2017-10-31,4058
2017-11-01,4058
2017-11-02,4058
2017-11-03,4000
2017-11-04,4000
2017-11-05,4000
2017-11-06,4000
2017-11-07,4000
2017-11-08,4000
2017-11-09,4010
2017-11-10,4010
2017-11-11,4010
2017-11-12,4010
2017-11-13,4010
2017-11-14,4010
2017-11-15,4010
2017-11-16,4099
2017-11-17,4099
2017-11-18,4099
2017-11-19,4099
2017-11-20,4099
2017-11-21,4099
2017-11-22,4099
2017-11-23,4134
2017-11-24,4134
2017-11-25,4134
2017-11-26,4134
2017-11-27,4134
2017-11-28,4134
2017-11-29,4134
2017-11-30,4163
2017-12-01,4163
2017-12-02,4163
2017-12-03,4163
2017-12-04,4163
2017-12-05,4163
2017-12-06,4112
2017-12-07,4112
2017-12-08,4112
2017-12-09,4112
2017-12-10,4112
2017-12-11,4112
2017-12-12,4112
2017-12-13,4033
2017-12-14,4033
2017-12-15,4033
2017-12-16,4033
2017-12-17,4033
2017-12-18,4033
2017-12-19,3925
2017-12-20,3925
2017-12-21,3925
2017-12-22,3925
2017-12-23,3925
2017-12-24,3925
2017-12-25,3793
2017-12-26,3793
2017-12-27,3793
2017-12-28,3793
2017-12-29,3793
2017-12-30,3793
2017-12-31,3625
2018-01-01,3625
2018-01-02,3625
2018-01-03,3625
2018-01-04,3625
2018-01-05,3500
2018-01-06,3500
2018-01-07,3500
2018-01-08,3500
2018-01-09,3500
2018-01-10,3425
2018-01-11,3425
2018-01-12,3425
2018-01-13,3425
2018-01-14,3425
2018-01-15,3299
2018-01-16,3299
2018-01-17,3299
2018-01-18,3299
2018-01-19,3299
2018-01-20,3152
2018-01-21,3152
2018-01-22,3152
2018-01-23,3152
2018-01-24,3003
2018-01-25,3003
2018-01-26,3003
2018-01-27,2894
2018-01-28,2894
2018-01-29,2899
2018-01-30,2899
2018-01-31,2899
2018-02-01,2837
2018-02-02,2837
2018-02-03,2705
2018-02-04,2705
2018-02-05,2705
2018-02-06,2655
2018-02-07,2655
2018-02-08,2655
2018-02-09,2541
2018-02-10,2541
2018-02-11,2541
2018-02-12,2513
2018-02-13,2513
2018-02-14,2513
2018-02-15,2500
2018-02-16,2500
2018-02-17,2518
2018-02-18,2518
2018-02-19,2540
2018-02-20,2540
2018-02-21,2540
2018-02-22,2652
2018-02-23,2652
2018-02-24,2652
2018-02-25,2784
2018-02-26,2784
2018-02-27,2784
2018-02-28,2784
2018-03-01,2874
2018-03-02,2874
2018-03-03,3009
2018-03-04,3009
2018-03-05,3009
2018-03-06,3075
2018-03-07,3075
2018-03-08,3075
2018-03-09,3038
2018-03-10,3038
2018-03-11,3038
2018-03-12,3136
2018-03-13,3136
2018-03-14,3136
2018-03-15,3265
2018-03-16,3265
2018-03-17,3265
2018-03-18,3265
2018-03-19,3426
2018-03-20,3426
2018-03-21,3426
2018-03-23,3595
2018-03-24,3595
2018-03-25,3595
2018-03-26,3672
2018-03-27,3672
2018-03-28,3672
2018-03-29,3700
2018-03-30,3700
2018-03-31,3700
2018-04-01,3700
2018-04-02,3546
2018-04-03,3546
2018-04-04,3546
2018-04-05,3546
2018-04-06,3595
2018-04-07,3595
2018-04-08,3595
2018-04-09,3595
2018-04-10,3602
2018-04-11,3602
2018-04-12,3602
2018-04-13,3752
2018-04-14,3752
2018-04-15,3752
2018-04-16,3752
2018-04-17,3835
2018-04-18,3835
2018-04-19,3835
2018-04-20,3896
2018-04-21,3896
2018-04-22,3896
2018-04-23,3966
2018-04-24,3966
2018-04-25,3966
2018-04-26,3966
2018-04-27,3966
2018-04-28,4053
2018-04-29,4053
2018-04-30,4053
2018-05-01,3883
2018-05-03,3883
2018-05-04,3883
2018-05-05,3868
2018-05-07,3868
2018-05-08,3868
2018-05-09,3784
2018-05-10,3784
2018-05-11,3784
2018-05-12,3611
2018-05-13,3611
2018-05-14,3611
2018-05-15,3611
2018-05-16,3607
2018-05-17,3607
2018-05-18,3607
2018-05-19,3603
2018-05-20,3603
2018-05-21,3603
2018-05-22,3603
2018-05-23,3609
2018-05-24,3609
2018-05-25,3609
2018-05-26,3455
2018-05-27,3455
2018-05-28,3455
2018-05-29,3302
2018-05-30,3302
2018-05-31,3302
2018-06-01,3163
2018-06-02,3163
2018-06-03,3163
2018-06-04,3049
2018-06-05,3049
2018-06-06,2914
2018-06-07,2914
2018-06-08,2914
2018-06-09,2914
2018-06-10,2844
2018-06-11,2844
2018-06-12,2844
2018-06-13,2844
2018-06-14,2794
2018-06-15,2794
2018-06-16,2794
2018-06-17,2794
2018-06-18,2751
2018-06-19,2751
2018-06-20,2751
2018-06-21,2751
2018-06-22,2721
2018-06-23,2721
2018-06-24,2721
2018-06-25,2744
2018-06-26,2744
2018-06-27,2744
2018-06-28,2744
2018-06-29,2757
2018-06-30,2757
2018-07-01,2757
2018-07-02,2757
2018-07-03,2823
2018-07-04,2823
2018-07-05,2823
2018-07-06,2823
2018-07-07,2911
2018-07-08,2911
2018-07-09,2911
2018-07-10,2941
2018-07-11,2941
2018-07-12,2941
2018-07-13,2941
2018-07-14,2963
2018-07-15,2963
2018-07-16,2963
2018-07-17,3041
2018-07-18,3041
2018-07-19,3041
2018-07-20,3041
2018-07-21,3103
2018-07-22,3103
2018-07-23,3075
2018-07-24,3075
2018-07-25,3075
2018-07-26,3112
2018-07-27,3112
2018-07-28,3112
2018-07-29,3103
2018-07-30,3103
2018-07-31,3103
2018-08-01,3103
2018-08-02,3163
2018-08-03,3163
2018-08-04,3163
2018-08-05,3086
2018-08-06,3086
2018-08-07,3086
2018-08-08,2966
2018-08-09,2966
2018-08-10,2966
2018-08-11,2966
2018-08-12,3022
2018-08-14,3022
2018-08-16,3086
2018-08-17,3086
2018-08-18,3086
2018-08-19,3037
2018-08-20,3037
2018-08-21,3037
2018-08-22,3035
2018-08-23,3035
2018-08-24,3035
2018-08-25,3044
2018-08-26,3044
2018-08-27,3044
2018-08-28,3081
2018-08-29,3081
2018-08-30,3081
2018-08-31,3090
2018-09-01,3090
2018-09-02,3090
2018-09-03,3086
2018-09-04,3086
2018-09-05,3086
2018-09-06,3104
2018-09-07,3104
2018-09-08,3104
2018-09-09,3055
2018-09-10,3055
2018-09-11,3055
2018-09-12,3055
2018-09-13,2939
2018-09-14,2939
2018-09-15,2939
2018-09-16,2893
2018-09-17,2893
2018-09-18,2893
2018-09-19,2855
2018-09-20,2855
2018-09-21,2855
2018-09-22,2829
2018-09-23,2829
2018-09-24,2829
2018-09-25,2930
2018-09-26,2930
2018-09-27,2930
2018-09-28,3032
2018-09-29,3032
2018-09-30,3032
2018-10-01,3135
2018-10-02,3135
2018-10-03,3217
2018-10-04,3217
2018-10-05,3217
2018-10-06,3290
2018-10-07,3290
2018-10-08,3290
2018-10-09,3382
2018-10-10,3382
2018-10-11,3382
2018-10-12,3382
2018-10-13,3454
2018-10-14,3454
2018-10-15,3454
2018-10-16,3454
2018-10-17,3508
2018-10-18,3508
2018-10-19,3570
2018-10-20,3570
2018-10-21,3570
2018-10-22,3643
2018-10-23,3643
2018-10-24,3643
2018-10-25,3643
2018-10-26,3795
2018-10-27,3795
2018-10-28,3823
2018-10-29,3823
2018-10-30,3823
2018-10-31,3873
2018-11-01,3873
2018-11-03,3719
2018-11-04,3719
2018-11-05,3550
2018-11-06,3550
2018-11-07,3395
2018-11-08,3395
2018-11-09,3395
2018-11-10,3308
2018-11-11,3308
2018-11-12,3303
2018-11-13,3303
2018-11-14,3303
2018-11-15,3335
2018-11-16,3335
2018-11-17,3334
2018-11-18,3334
2018-11-19,3334
2018-11-20,3287
2018-11-21,3287
2018-11-22,3279
2018-11-23,3279
2018-11-24,3279
2018-11-25,3250
2018-11-26,3250
2018-11-27,3250
2018-11-28,3165
2018-11-29,3165
2018-12-01,3140
2018-12-02,3140
2018-12-03,3140
2018-12-04,3048
2018-12-05,3048
2018-12-07,3078
2018-12-09,3095
2018-12-10,3078
2018-12-11,3078
2018-12-12,3078
2018-12-13,3079
2018-12-14,3079
2018-12-15,3079
2018-12-16,2975
2018-12-17,2975
2018-12-18,2922
2018-12-19,2922
2018-12-20,2922
2018-12-21,2977
2018-12-22,2977
2018-12-23,3073
2018-12-24,3073
2018-12-25,3163
2018-12-26,3163
2018-12-27,3222
2018-12-28,3222
2018-12-29,3242
2018-12-30,3242
2018-12-31,3262
2019-01-01,3262
2019-01-02,3230
2019-01-03,3230
2019-01-04,3191
2019-01-05,3191
2019-01-06,3105
2019-01-08,3105
2019-01-10,2998
2019-01-11,3022
2019-01-12,2886
2019-01-13,2886
2019-01-14,2742
2019-01-15,2742
2019-01-16,2604
2019-01-17,2604
2019-01-18,2476
2019-01-19,2403
2019-01-20,2403
2019-01-21,2355
2019-01-22,2355
2019-01-23,2405
2019-01-24,2405
2019-01-25,2473
2019-01-26,2473
2019-01-27,2538
2019-01-28,2538
2019-01-29,2566
2019-01-30,2566
2019-01-31,2631
2019-02-01,2692
2019-02-02,2692
2019-02-03,2747
2019-02-04,2747
2019-02-05,2846
2019-02-06,2846
2019-02-07,2855
2019-02-08,2855
2019-02-09,2925
2019-02-10,2925
2019-02-11,3041
2019-02-12,3041
2019-02-13,3068
2019-02-14,3068
2019-02-15,3068
2019-02-16,3030
2019-02-17,3030
2019-02-18,3030
2019-02-19,2991
2019-02-20,2991
2019-02-21,3060
2019-02-22,3060
2019-02-23,3200
2019-02-24,3200
2019-02-25,3319
2019-02-26,3319
2019-02-27,3319
2019-02-28,3319
2019-03-01,3319
2019-03-02,3253
2019-03-03,3253
2019-03-04,3367
2019-03-05,3367
2019-03-06,3485
2019-03-07,3485
2019-03-08,3485
2019-03-09,3425
2019-03-10,3425
2019-03-11,3454
2019-03-12,3454
2019-03-13,3566
2019-03-14,3566
2019-03-15,3533
2019-03-16,3533
2019-03-17,3568
2019-03-18,3568
2019-03-19,3568
2019-03-20,3427
2019-03-21,3427
2019-03-22,3427
2019-03-23,3418
2019-03-24,3418
2019-03-25,3418
2019-03-26,3412
2019-03-27,3412
2019-03-28,3412
2019-03-29,3424
2019-03-30,3424
2019-03-31,3424
2019-04-01,3360
2019-04-02,3360
2019-04-03,3418
2019-04-04,3418
2019-04-05,3418
2019-04-06,3556
2019-04-07,3556
2019-04-08,3594
2019-04-09,3594
2019-04-10,3594
2019-04-11,3509
2019-04-12,3509
2019-04-13,3347
2019-04-14,3347
2019-04-15,3199
2019-04-16,3199
2019-04-17,3052
2019-04-18,3052
2019-04-19,2924
2019-04-20,2924
2019-04-21,2965
2019-04-22,2965
2019-04-23,2897
2019-04-24,2897
2019-04-25,2979
2019-04-26,2979
2019-04-27,2979
2019-04-28,2992
2019-04-29,2992
2019-04-30,2891
2019-05-01,2891
2019-05-02,2891
2019-05-03,2890
2019-05-04,2890
2019-05-05,2795
2019-05-06,2795
2019-05-07,2788
2019-05-08,2788
2019-05-09,2788
2019-05-10,2654
2019-05-11,2654
2019-05-12,2672
2019-05-13,2672
2019-05-14,2711
2019-05-15,2711
2019-05-16,2711
2019-05-17,2630
2019-05-18,2630
2019-05-19,2649
2019-05-20,2649
2019-05-21,2649
2019-05-22,2637
2019-05-23,2637
2019-05-24,2700
2019-05-25,2700
2019-05-26,2700
2019-05-27,2728
2019-05-28,2728
2019-05-29,2760
2019-05-30,2760
2019-05-31,2760
2019-06-01,2673
2019-06-02,2673
2019-06-03,2673
2019-06-04,2624
2019-06-05,2624
2019-06-06,2624
2019-06-07,2650
2019-06-08,2650
2019-06-09,2565
2019-06-10,2565
2019-06-11,2565
2019-06-12,2532
2019-06-13,2532
2019-06-14,2501
2019-06-15,2501
2019-06-16,2501
2019-06-17,2593
2019-06-18,2593
2019-06-19,2593
2019-06-20,2664
2019-06-21,2664
2019-06-22,2664
2019-06-23,2619
2019-06-24,2619
2019-06-25,2619
2019-06-26,2494
2019-06-27,2494
2019-06-28,2494
2019-06-29,2423
2019-06-30,2423
2019-07-01,2423
2019-07-02,2344
2019-07-03,2344
2019-07-04,2344
2019-07-05,2339
2019-07-06,2339
2019-07-07,2339
2019-07-08,2351
2019-07-09,2351
2019-07-10,2351
2019-07-11,2423
2019-07-12,2423
2019-07-13,2423
2019-07-14,2416
2019-07-15,2416
2019-07-16,2416
2019-07-17,2483
2019-07-18,2483
2019-07-19,2483
2019-07-20,2554
2019-07-21,2554
2019-07-22,2601
2019-07-23,2601
2019-07-24,2601
2019-07-25,2655
2019-07-26,2655
2019-07-27,2655
2019-07-28,2647
2019-07-29,2647
2019-07-30,2647
2019-07-31,2595
2019-08-01,2595
2019-08-02,2595
2019-08-03,2661
2019-08-04,2661
2019-08-05,2661
2019-08-06,2661
2019-08-07,2677
2019-08-08,2677
2019-08-09,2677
2019-08-10,2707
2019-08-11,2707
2019-08-12,2707
2019-08-13,2710
2019-08-14,2710
2019-08-15,2710
2019-08-16,2786
2019-08-17,2786
2019-08-18,2786
2019-08-19,2893
2019-08-20,2893
2019-08-21,2893
2019-08-22,2893
2019-08-23,2926
2019-08-24,2926
2019-08-24,2926
2019-08-25,2926
2019-08-25,2926
2019-08-26,2897
2019-08-27,2897
2019-08-27,2897
2019-08-28,2897
2019-08-29,2802
2019-08-30,2802
2019-08-31,2802
2019-09-01,2848
2019-09-02,2848
2019-09-03,2848
2019-09-04,2848
2019-09-05,2909
2019-09-06,2909
2019-09-07,2909
2019-09-08,3024
2019-09-09,3024
2019-09-10,3024
2019-09-11,3130
2019-09-12,3130
2019-09-13,3130
2019-09-14,3130
2019-09-15,3138
2019-09-16,3138
2019-09-17,3138
2019-09-18,3217
2019-09-19,3217
2019-09-20,3217
2019-09-21,3217
2019-09-22,3257
2019-09-23,3257
2019-09-24,3257
2019-09-25,3325
2019-09-26,3325
2019-09-27,3325
2019-09-28,3391
2019-09-29,3391
2019-09-30,3391
2019-10-01,3365
2019-10-02,3365
2019-10-03,3365
2019-10-04,3365
2019-10-05,3494
2019-10-06,3494
2019-10-07,3494
2019-10-08,3606
2019-10-09,3606
2019-10-10,3606
2019-10-11,3606
2019-10-12,3554
2019-10-13,3554
2019-10-14,3507
2019-10-15,3507
2019-10-16,3507
2019-10-17,3610
2019-10-18,3610
2019-10-19,3438
2019-10-20,3438
2019-10-21,3279
2019-10-22,3279
2019-10-23,3375
2019-10-24,3375
2019-10-25,3375
2019-10-26,3250
2019-10-27,3250
2019-10-28,3107
2019-10-29,3107
2019-10-30,3107
2019-10-31,2994
2019-11-01,2994
2019-11-02,2994
2019-11-03,2862
2019-11-04,2862
2019-11-05,2862
2019-11-06,2862
2019-11-07,2836
2019-11-08,2836
2019-11-09,2836
2019-11-10,2815
2019-11-11,2815
2019-11-12,2815
2019-11-13,2832
2019-11-14,2832
2019-11-15,2832
2019-11-16,2750
2019-11-17,2750
2019-11-18,2750
2019-11-19,2643
2019-11-20,2643
2019-11-21,2643
2019-11-22,2643
2019-11-23,2625
2019-11-24,2625
2019-11-25,2625
2019-11-26,2625
2019-11-27,2646
2019-11-28,2646
2019-11-29,2646
2019-11-30,2614
2019-12-01,2614
2019-12-02,2614
2019-12-03,2584
2019-12-04,2584
2019-12-05,2584
2019-12-06,2584
2019-12-07,2474
2019-12-08,2474
2019-12-09,2488
2019-12-10,2488
2019-12-11,2488
2019-12-12,2488
2019-12-13,2588
2019-12-14,2588
2019-12-15,2588
2019-12-16,2636
2019-12-17,2636
2019-12-18,2636
2019-12-19,2636
2019-12-20,2672
2019-12-21,2672
2019-12-22,2672
2019-12-23,2723
2019-12-24,2723
2019-12-25,2723
2019-12-26,2723
2019-12-27,2724
2019-12-28,2724
2019-12-29,2724
2019-12-30,2724
2019-12-31,2749
2020-01-01,2749
2020-01-02,2749
2020-01-03,2758
2020-01-04,2758
2020-01-05,2758
2020-01-06,2758
2020-01-07,2842
2020-01-08,2842
2020-01-09,2842
2020-01-10,2901
2020-01-11,2901
2020-01-12,2958
2020-01-13,2958
2020-01-14,2958
2020-01-15,2958
2020-01-16,2954
2020-01-17,2954
2020-01-18,2954
2020-01-19,2945
2020-01-20,2945
2020-01-21,2945
2020-01-22,2945
2020-01-23,2922
2020-01-24,2922
2020-01-25,2922
2020-01-26,2870
2020-01-27,2870
2020-01-28,2870
2020-01-29,2732
2020-01-30,2732
2020-01-31,2732
2020-02-01,2608
2020-02-02,2608
2020-02-03,2552
2020-02-04,2552
2020-02-05,2552
2020-02-06,2549
2020-02-07,2549
2020-02-08,2549
2020-02-09,2502
2020-02-10,2502
2020-02-11,2502
2020-02-12,2508
2020-02-13,2508
2020-02-14,2508
2020-02-15,2502
2020-02-16,2502
2020-02-17,2566
2020-02-18,2566
2020-02-19,2566
2020-02-20,2617
2020-02-21,2617
2020-02-22,2617
2020-02-23,2684
2020-02-24,2684
2020-02-25,2684
2020-02-26,2763
2020-02-27,2763
2020-02-28,2763
2020-02-29,2856
2020-03-01,2856
2020-03-02,2856
2020-03-03,2789
2020-03-04,2789
2020-03-05,2789
2020-03-06,2882
2020-03-07,2882
2020-03-08,2882
2020-03-09,2894
2020-03-10,2894
2020-03-11,2894
2020-03-12,2825
2020-03-13,2825
2020-03-14,2722
2020-03-15,2722
2020-03-16,2722
2020-03-17,2644
2020-03-18,2644
2020-03-19,2604
2020-03-20,2604
2020-03-21,2561
2020-03-22,2561
2020-03-23,2566
2020-03-24,2566
2020-03-25,2545
2020-03-26,2545
2020-03-27,2569
2020-03-28,2569
2020-03-29,2625
2020-03-30,2625
2020-03-31,2699
2020-04-01,2699
2020-04-02,2703
2020-04-03,2703
2020-04-04,2707
2020-04-05,2707
2020-04-06,2765
2020-04-07,2765
2020-04-08,2766
2020-04-09,2766
2020-04-10,2710
2020-04-11,2631
2020-04-12,2631
2020-04-13,2635
2020-04-14,2635
2020-04-15,2530
2020-04-16,2530
2020-04-17,2537
2020-04-18,2603
2020-04-19,2525
2020-04-20,2525
2020-04-21,2531
2020-04-22,2547
2020-04-23,2547
2020-04-24,2554
2020-04-25,2554
2020-04-26,2587
2020-04-27,2587
2020-04-28,2507
2020-04-29,2507
2020-04-30,2562
2020-05-01,2562
2020-05-02,2600
2020-05-03,2600
2020-05-04,2667
2020-05-05,2667
2020-05-06,2782
2020-05-07,2782
2020-05-08,2775
2020-05-09,2775
2020-05-10,2779
2020-05-11,2779
2020-05-12,2847
2020-05-13,2847
