date_obj,Guthan's%20chainskirt price
2019-03-27,737086
2019-03-28,721694
2019-03-29,704011
2019-03-30,690624
2019-03-31,685733
2019-04-01,670970
2019-04-02,660372
2019-04-03,652491
2019-04-04,631250
2019-04-05,617579
2019-04-06,591070
2019-04-07,577261
2019-04-08,580604
2019-04-09,557407
2019-04-10,545713
2019-04-11,528912
2019-04-12,536278
2019-04-13,536197
2019-04-14,541930
2019-04-15,521036
2019-04-16,508828
2019-04-17,485392
2019-04-18,473856
2019-04-19,476796
2019-04-20,484587
2019-04-21,508817
2019-04-22,534257
2019-04-23,557879
2019-04-24,567083
2019-04-25,579134
2019-04-26,571317
2019-04-27,563812
2019-04-28,571870
2019-04-29,560525
2019-04-30,565751
2019-05-01,577657
2019-05-02,574831
2019-05-03,567067
2019-05-04,551396
2019-05-05,545751
2019-05-06,538938
2019-05-07,531853
2019-05-08,518397
2019-05-09,508750
2019-05-10,487313
2019-05-11,477646
2019-05-12,488948
2019-05-13,494987
2019-05-14,489452
2019-05-15,487919
2019-05-16,481201
2019-05-17,480218
2019-05-18,482370
2019-05-19,489328
2019-05-20,497898
2019-05-21,491610
2019-05-22,482122
2019-05-23,470247
2019-05-24,463976
2019-05-25,469949
2019-05-26,475041
2019-05-27,477310
2019-05-28,469276
2019-05-29,458961
2019-05-30,437952
2019-05-31,438015
2019-06-01,437033
2019-06-02,450743
2019-06-03,468654
2019-06-04,481280
2019-06-05,494491
2019-06-06,494041
2019-06-07,489618
2019-06-08,485703
2019-06-09,489566
2019-06-10,490676
2019-06-11,485085
2019-06-12,481676
2019-06-13,481573
2019-06-14,488624
2019-06-15,499678
2019-06-16,523029
2019-06-17,536703
2019-06-18,535673
2019-06-19,528274
2019-06-20,523597
2019-06-21,514425
2019-06-22,509804
2019-06-23,514292
2019-06-24,530189
2019-06-25,534189
2019-06-26,559850
2019-06-27,580405
2019-06-28,609426
2019-06-29,639898
2019-06-30,671744
2019-07-01,705332
2019-07-02,715698
2019-07-03,731522
2019-07-04,699275
2019-07-05,682936
2019-07-06,693505
2019-07-07,683006
2019-07-08,700354
2019-07-09,690293
2019-07-10,682280
2019-07-11,652337
2019-07-12,632802
2019-07-13,622581
2019-07-14,624561
2019-07-15,613775
2019-07-16,607818
2019-07-17,604003
2019-07-18,601762
2019-07-19,572687
2019-07-20,549475
2019-07-21,539539
2019-07-22,520410
2019-07-23,514124
2019-07-24,511143
2019-07-25,503016
2019-07-26,493411
2019-07-27,478149
2019-07-28,471688
2019-07-29,467539
2019-07-30,447829
2019-07-31,431877
2019-08-01,433778
2019-08-02,449657
2019-08-03,470125
2019-08-04,492933
2019-08-05,516037
2019-08-06,503165
2019-08-07,510443
2019-08-08,503032
2019-08-09,498698
2019-08-10,512633
2019-08-11,529904
2019-08-12,521195
2019-08-13,511772
2019-08-14,501741
2019-08-15,497493
2019-08-16,486092
2019-08-17,474989
2019-08-18,470535
2019-08-19,466570
2019-08-20,461581
2019-08-21,451193
2019-08-22,456781
2019-08-23,451737
2019-08-24,442641
2019-08-24,442641
2019-08-25,428025
2019-08-25,428025
2019-08-26,420188
2019-08-26,420188
2019-08-27,416297
2019-08-27,416297
2019-08-28,404253
2019-08-29,402822
2019-08-30,390990
2019-08-31,391597
2019-09-01,394066
2019-09-02,394831
2019-09-03,389210
2019-09-04,377743
2019-09-05,368141
2019-09-06,362738
2019-09-07,356824
2019-09-08,356648
2019-09-09,362766
2019-09-10,350193
2019-09-11,339973
2019-09-12,326373
2019-09-13,321563
2019-09-14,328413
2019-09-15,340600
2019-09-16,357257
2019-09-17,375115
2019-09-18,393871
2019-09-19,413565
2019-09-20,433511
2019-09-21,455187
2019-09-22,477947
2019-09-23,501845
2019-09-24,526938
2019-09-25,553285
2019-09-26,580950
2019-09-27,607931
2019-09-28,627941
2019-09-29,659339
2019-09-30,680754
2019-10-01,677331
2019-10-02,649817
2019-10-03,617326
2019-10-04,586459
2019-10-05,557792
2019-10-06,530382
2019-10-07,507677
2019-10-08,492978
2019-10-09,485380
2019-10-10,479249
2019-10-11,478757
2019-10-12,488584
2019-10-13,488358
2019-10-14,478573
2019-10-15,470948
2019-10-16,454475
2019-10-17,435579
2019-10-18,414752
2019-10-19,400538
2019-10-20,392974
2019-10-21,379577
2019-10-22,376636
2019-10-23,364678
2019-10-24,363191
2019-10-25,359143
2019-10-26,369624
2019-10-27,382919
2019-10-28,379633
2019-10-29,385298
2019-10-30,376841
2019-10-31,367244
2019-11-01,352863
2019-11-02,351844
2019-11-03,344889
2019-11-04,349909
2019-11-05,360594
2019-11-06,374909
2019-11-07,392885
2019-11-08,412467
2019-11-09,432147
2019-11-10,451196
2019-11-11,473623
2019-11-12,496010
2019-11-13,520481
2019-11-14,546506
2019-11-15,563214
2019-11-16,538361
2019-11-17,511442
2019-11-18,485869
2019-11-19,461575
2019-11-20,438496
2019-11-21,416571
2019-11-22,397982
2019-11-23,395976
2019-11-24,394512
2019-11-25,399297
2019-11-26,402929
2019-11-27,407737
2019-11-28,406574
2019-11-29,414157
2019-11-30,414001
2019-12-01,408869
2019-12-02,405249
2019-12-03,395760
2019-12-04,380606
2019-12-05,375858
2019-12-06,376993
2019-12-07,394607
2019-12-08,402180
2019-12-09,421442
2019-12-10,432282
2019-12-11,451567
2019-12-12,473220
2019-12-13,495902
2019-12-14,506852
2019-12-15,528256
2019-12-16,550319
2019-12-17,548653
2019-12-18,521478
2019-12-19,495404
2019-12-20,470633
2019-12-21,447101
2019-12-22,424912
2019-12-23,428441
2019-12-24,423582
2019-12-25,419070
2019-12-26,415927
2019-12-27,417943
2019-12-28,423685
2019-12-29,426666
2019-12-30,432539
2019-12-31,427922
2020-01-01,443832
2020-01-02,458909
2020-01-03,459708
2020-01-04,463458
2020-01-05,465714
2020-01-06,464766
2020-01-07,446122
2020-01-08,436085
2020-01-09,439887
2020-01-10,433429
2020-01-11,446696
2020-01-12,465830
2020-01-13,482404
2020-01-14,470398
2020-01-15,473893
2020-01-16,472490
2020-01-17,468228
2020-01-18,474659
2020-01-19,475752
2020-01-20,475522
2020-01-21,480629
2020-01-22,468133
2020-01-23,447476
2020-01-24,456390
2020-01-25,439581
2020-01-26,445364
2020-01-27,456116
2020-01-28,457639
2020-01-29,460638
2020-01-30,468371
2020-01-31,480290
2020-02-01,504305
2020-02-02,526693
2020-02-03,547478
2020-02-04,560113
2020-02-05,562044
2020-02-06,543531
2020-02-07,516354
2020-02-08,490536
2020-02-09,466009
2020-02-10,457200
2020-02-11,441622
2020-02-12,450933
2020-02-13,462971
2020-02-14,461363
2020-02-15,474368
2020-02-16,483532
2020-02-17,487603
2020-02-18,475665
2020-02-19,468296
2020-02-20,464505
2020-02-21,445775
2020-02-22,445233
2020-02-23,450450
2020-02-24,464328
2020-02-25,452122
2020-02-26,453902
2020-02-27,440163
2020-02-28,440770
2020-02-29,445305
2020-03-01,443537
2020-03-02,444466
2020-03-03,438248
2020-03-04,440551
2020-03-05,435784
2020-03-06,434793
2020-03-07,442415
2020-03-08,425153
2020-03-09,429890
2020-03-10,434036
2020-03-11,434862
2020-03-12,428445
2020-03-13,440604
2020-03-14,448792
2020-03-15,439917
2020-03-16,443159
2020-03-17,435910
2020-03-18,447573
2020-03-19,454637
2020-03-20,475037
2020-03-21,484119
2020-03-22,503965
2020-03-23,523428
2020-03-24,525779
2020-03-25,525824
2020-03-26,510270
2020-03-27,516389
2020-03-28,508276
2020-03-29,503120
2020-03-30,478629
2020-03-31,473075
2020-04-01,466476
2020-04-02,459404
2020-04-03,462875
2020-04-04,456923
2020-04-05,452636
2020-04-06,445365
2020-04-07,440590
2020-04-08,452140
2020-04-09,467082
2020-04-10,466132
2020-04-11,477966
2020-04-12,488448
2020-04-13,485789
2020-04-14,491148
2020-04-15,492533
2020-04-16,473785
2020-04-17,482351
2020-04-18,481956
2020-04-19,475510
2020-04-20,477323
2020-04-21,480631
2020-04-22,495429
2020-04-23,499211
2020-04-24,497361
2020-04-25,486584
2020-04-26,479377
2020-04-27,479165
2020-04-28,474292
2020-04-29,480013
2020-04-30,471533
2020-05-01,473454
2020-05-02,470310
2020-05-03,487866
2020-05-04,484041
2020-05-05,473036
2020-05-06,469327
2020-05-07,483832
2020-05-08,467186
2020-05-09,459485
2020-05-10,459442
2020-05-11,457942
2020-05-12,441491
2020-05-13,443471
