date_obj,Staff%20of%20earth price
2019-04-15,1099
2019-04-16,1050
2019-04-17,1012
2019-04-18,986
2019-04-19,1025
2019-04-20,1058
2019-04-21,1069
2019-04-22,1082
2019-04-23,1094
2019-04-24,1121
2019-04-25,1140
2019-04-26,1131
2019-04-27,1080
2019-04-28,1033
2019-04-29,995
2019-04-30,966
2019-05-01,982
2019-05-02,993
2019-05-03,1033
2019-05-04,1049
2019-05-05,1070
2019-05-06,1063
2019-05-07,1087
2019-05-08,1094
2019-05-09,1121
2019-05-10,1123
2019-05-11,1135
2019-05-12,1122
2019-05-13,1098
2019-05-14,1099
2019-05-15,1085
2019-05-16,1111
2019-05-17,1117
2019-05-18,1151
2019-05-19,1172
2019-05-20,1182
2019-05-21,1180
2019-05-22,1164
2019-05-23,1137
2019-05-24,1138
2019-05-25,1153
2019-05-26,1166
2019-05-27,1141
2019-05-28,1127
2019-05-29,1153
2019-05-30,1184
2019-05-31,1183
2019-06-01,1181
2019-06-02,1147
2019-06-03,1171
2019-06-04,1162
2019-06-05,1141
2019-06-06,1166
2019-06-07,1140
2019-06-08,1123
2019-06-09,1108
2019-06-10,1098
2019-06-11,1125
2019-06-12,1137
2019-06-13,1174
2019-06-14,1189
2019-06-15,1206
2019-06-16,1226
2019-06-17,1268
2019-06-18,1314
2019-06-19,1280
2019-06-20,1329
2019-06-21,1395
2019-06-22,1384
2019-06-23,1413
2019-06-24,1371
2019-06-25,1328
2019-06-26,1279
2019-06-27,1229
2019-06-28,1198
2019-06-29,1158
2019-06-30,1124
2019-07-01,1081
2019-07-02,1041
2019-07-03,1017
2019-07-04,1002
2019-07-05,1017
2019-07-06,1050
2019-07-07,1082
2019-07-08,1111
2019-07-09,1111
2019-07-10,1106
2019-07-11,1101
2019-07-12,1106
2019-07-13,1090
2019-07-14,1072
2019-07-15,1051
2019-07-16,1071
2019-07-17,1092
2019-07-18,1090
2019-07-19,1081
2019-07-20,1045
2019-07-21,1000
2019-07-22,982
2019-07-23,966
2019-07-24,984
2019-07-25,990
2019-07-26,1007
2019-07-27,1002
2019-07-28,1009
2019-07-29,978
2019-07-30,1006
2019-07-31,1005
2019-08-01,1002
2019-08-02,1025
2019-08-03,1027
2019-08-04,1038
2019-08-05,1060
2019-08-06,1064
2019-08-07,1062
2019-08-08,1066
2019-08-09,1060
2019-08-10,1092
2019-08-11,1102
2019-08-12,1105
2019-08-13,1106
2019-08-14,1098
2019-08-15,1118
2019-08-16,1140
2019-08-17,1156
2019-08-18,1199
2019-08-19,1220
2019-08-20,1242
2019-08-21,1255
2019-08-22,1285
2019-08-23,1298
2019-08-24,1252
2019-08-24,1252
2019-08-25,1211
2019-08-25,1211
2019-08-26,1176
2019-08-26,1176
2019-08-27,1130
2019-08-27,1130
2019-08-28,1082
2019-08-29,1077
2019-08-30,1033
2019-08-31,998
2019-09-01,1023
2019-09-02,1072
2019-09-03,1062
2019-09-04,1022
2019-09-05,1038
2019-09-06,1048
2019-09-07,1027
2019-09-08,1038
2019-09-09,1076
2019-09-10,1067
2019-09-11,1073
2019-09-12,1089
2019-09-13,1070
2019-09-14,1059
2019-09-15,1036
2019-09-16,1038
2019-09-17,1044
2019-09-18,1038
2019-09-19,1053
2019-09-20,1099
2019-09-21,1127
2019-09-22,1101
2019-09-23,1084
2019-09-24,1069
2019-09-25,1083
2019-09-26,1082
2019-09-27,1090
2019-09-28,1099
2019-09-29,1073
2019-09-30,1057
2019-10-01,1084
2019-10-02,1045
2019-10-03,1058
2019-10-04,1042
2019-10-05,1046
2019-10-06,1057
2019-10-07,1049
2019-10-08,1089
2019-10-09,1113
2019-10-10,1148
2019-10-11,1138
2019-10-12,1111
2019-10-13,1119
2019-10-14,1086
2019-10-15,1066
2019-10-16,1082
2019-10-17,1082
2019-10-18,1040
2019-10-19,1028
2019-10-20,1062
2019-10-21,1076
2019-10-22,1091
2019-10-23,1088
2019-10-24,1062
2019-10-25,1042
2019-10-26,1055
2019-10-27,1016
2019-10-28,1008
2019-10-29,1035
2019-10-30,1038
2019-10-31,995
2019-11-01,951
2019-11-02,974
2019-11-03,963
2019-11-04,947
2019-11-05,966
2019-11-06,978
2019-11-07,982
2019-11-08,976
2019-11-09,1009
2019-11-10,1029
2019-11-11,1051
2019-11-12,1013
2019-11-13,999
2019-11-14,995
2019-11-15,997
2019-11-16,978
2019-11-17,968
2019-11-18,940
2019-11-19,938
2019-11-20,937
2019-11-21,895
2019-11-22,877
2019-11-23,882
2019-11-24,860
2019-11-25,854
2019-11-26,843
2019-11-27,878
2019-11-28,874
2019-11-29,842
2019-11-30,850
2019-12-01,875
2019-12-02,859
2019-12-03,851
2019-12-04,888
2019-12-05,902
2019-12-06,887
2019-12-07,851
2019-12-08,849
2019-12-09,850
2019-12-10,873
2019-12-11,873
2019-12-12,895
2019-12-13,928
2019-12-14,953
2019-12-15,938
2019-12-16,979
2019-12-17,1024
2019-12-18,1067
2019-12-19,1103
2019-12-20,1159
2019-12-21,1149
2019-12-22,1206
2019-12-23,1223
2019-12-24,1191
2019-12-25,1151
2019-12-26,1102
2019-12-27,1066
2019-12-28,1037
2019-12-29,1029
2019-12-30,985
2019-12-31,948
2020-01-01,927
2020-01-02,914
2020-01-03,932
2020-01-04,948
2020-01-05,927
2020-01-06,894
2020-01-07,872
2020-01-08,885
2020-01-09,874
2020-01-10,848
2020-01-11,813
2020-01-12,795
2020-01-13,804
2020-01-14,776
2020-01-15,761
2020-01-16,776
2020-01-17,781
2020-01-18,773
2020-01-19,784
2020-01-20,800
2020-01-21,817
2020-01-22,840
2020-01-23,866
2020-01-24,885
2020-01-25,904
2020-01-26,900
2020-01-27,905
2020-01-28,896
2020-01-29,911
2020-01-30,912
2020-01-31,910
2020-02-01,904
2020-02-02,877
2020-02-03,856
2020-02-04,839
2020-02-05,865
2020-02-06,859
2020-02-07,836
2020-02-08,822
2020-02-09,846
2020-02-10,881
2020-02-11,862
2020-02-12,901
2020-02-13,898
2020-02-14,917
2020-02-15,912
2020-02-16,883
2020-02-17,861
2020-02-18,840
2020-02-19,813
2020-02-20,808
2020-02-21,809
2020-02-22,809
2020-02-23,796
2020-02-24,784
2020-02-25,779
2020-02-26,769
2020-02-27,793
2020-02-28,833
2020-02-29,875
2020-03-01,914
2020-03-02,910
2020-03-03,940
2020-03-04,949
2020-03-05,945
2020-03-06,929
2020-03-07,940
2020-03-08,926
2020-03-09,901
2020-03-10,855
2020-03-11,861
2020-03-12,897
2020-03-13,942
2020-03-14,990
2020-03-15,1040
2020-03-16,1092
2020-03-17,1147
2020-03-18,1135
2020-03-19,1114
2020-03-20,1168
2020-03-21,1213
2020-03-22,1235
2020-03-23,1242
2020-03-24,1276
2020-03-25,1306
2020-03-26,1362
2020-03-27,1385
2020-03-28,1404
2020-03-29,1424
2020-03-30,1421
2020-03-31,1397
2020-04-01,1407
2020-04-02,1396
2020-04-03,1356
2020-04-04,1345
2020-04-05,1339
2020-04-06,1332
2020-04-07,1314
2020-04-08,1307
2020-04-09,1307
2020-04-10,1339
2020-04-11,1333
2020-04-12,1352
2020-04-13,1385
2020-04-14,1377
2020-04-15,1356
2020-04-16,1319
2020-04-17,1339
2020-04-18,1373
2020-04-19,1334
2020-04-20,1267
2020-04-21,1283
2020-04-22,1319
2020-04-23,1344
2020-04-24,1313
2020-04-25,1276
2020-04-26,1296
2020-04-27,1282
2020-04-28,1285
2020-04-29,1303
2020-04-30,1311
2020-05-01,1344
2020-05-02,1340
2020-05-03,1334
2020-05-04,1309
2020-05-05,1316
2020-05-06,1328
2020-05-07,1322
2020-05-08,1323
2020-05-09,1306
2020-05-10,1275
2020-05-11,1228
2020-05-12,1220
2020-05-13,1201
