date_obj,Black%20platebody%20(g) price
2015-11-29,198863
2015-11-30,198863
2015-12-01,198863
2015-12-02,203069
2015-12-03,203069
2015-12-04,203069
2015-12-05,203069
2015-12-06,203069
2015-12-07,209975
2015-12-08,209975
2015-12-09,209975
2015-12-10,209975
2015-12-11,209975
2015-12-12,216722
2015-12-13,216722
2015-12-14,216722
2015-12-15,216722
2015-12-16,216722
2015-12-17,224970
2015-12-18,224970
2015-12-19,224970
2015-12-20,224970
2015-12-21,224970
2015-12-22,234745
2015-12-23,234745
2015-12-24,234745
2015-12-25,234745
2015-12-26,234745
2015-12-27,241111
2015-12-28,241111
2015-12-29,241111
2015-12-30,241111
2015-12-31,241111
2016-01-01,244911
2016-01-02,244911
2016-01-03,244911
2016-01-04,244911
2016-01-05,244911
2016-01-06,247589
2016-01-07,247589
2016-01-08,247589
2016-01-09,247589
2016-01-10,247589
2016-01-11,243651
2016-01-12,243651
2016-01-13,243651
2016-01-14,243651
2016-01-15,240787
2016-01-16,240787
2016-01-17,240787
2016-01-18,240787
2016-01-19,239861
2016-01-20,239861
2016-01-21,239861
2016-01-22,239861
2016-01-23,237468
2016-01-24,237468
2016-01-25,237468
2016-01-26,237468
2016-01-27,236633
2016-01-28,236633
2016-01-29,236633
2016-01-30,236633
2016-01-31,237194
2016-02-01,237194
2016-02-02,237194
2016-02-03,237194
2016-02-04,240152
2016-02-05,240152
2016-02-06,240152
2016-02-07,240152
2016-02-08,241869
2016-02-09,241869
2016-02-10,241869
2016-02-11,241869
2016-02-12,241869
2016-02-13,244531
2016-02-14,244531
2016-02-15,244531
2016-02-16,244531
2016-02-17,244531
2016-02-18,246561
2016-02-19,246561
2016-02-20,246561
2016-02-21,246561
2016-02-22,243631
2016-02-23,243631
2016-02-24,243631
2016-02-25,243631
2016-02-26,237683
2016-02-27,237683
2016-02-28,237683
2016-02-29,237683
2016-03-01,233622
2016-03-02,233622
2016-03-03,233622
2016-03-04,233622
2016-03-05,233622
2016-03-06,237383
2016-03-07,237383
2016-03-08,237383
2016-03-09,237383
2016-03-10,238151
2016-03-11,238151
2016-03-12,238151
2016-03-13,238151
2016-03-14,235384
2016-03-15,235384
2016-03-16,235384
2016-03-17,235384
2016-03-18,234050
2016-03-19,234050
2016-03-20,234050
2016-03-21,234050
2016-03-22,226726
2016-03-23,226726
2016-03-24,226726
2016-03-25,226726
2016-03-26,224319
2016-03-27,224319
2016-03-28,224319
2016-03-29,215865
2016-03-30,215865
2016-03-31,215865
2016-04-01,215865
2016-04-02,208433
2016-04-03,208433
2016-04-04,208433
2016-04-05,201160
2016-04-06,201160
2016-04-07,201160
2016-04-08,201160
2016-04-09,195432
2016-04-10,195432
2016-04-11,195432
2016-04-12,195432
2016-04-13,189859
2016-04-14,189859
2016-04-15,189859
2016-04-16,189859
2016-04-17,190398
2016-04-18,190398
2016-04-19,190398
2016-04-20,190398
2016-04-21,191818
2016-04-22,191818
2016-04-23,191818
2016-04-24,191818
2016-04-25,191173
2016-04-26,191173
2016-04-27,191173
2016-04-28,191173
2016-04-29,191375
2016-04-30,191375
2016-05-01,191375
2016-05-02,191375
2016-05-03,186313
2016-05-04,186313
2016-05-05,186313
2016-05-06,186313
2016-05-07,183479
2016-05-08,183479
2016-05-09,183479
2016-05-10,183479
2016-05-11,176804
2016-05-12,176804
2016-05-13,176804
2016-05-14,176804
2016-05-15,170990
2016-05-16,170990
2016-05-17,170990
2016-05-18,168677
2016-05-19,168677
2016-05-22,171535
2016-05-23,171535
2016-05-24,171535
2016-05-25,175350
2016-05-26,175350
2016-05-27,175350
2016-05-28,175350
2016-05-29,181504
2016-05-30,181504
2016-05-31,181504
2016-06-01,181504
2016-06-02,184277
2016-06-03,184277
2016-06-04,184277
2016-06-05,184277
2016-06-06,185175
2016-06-07,185175
2016-06-08,185175
2016-06-09,187994
2016-06-10,187994
2016-06-11,187994
2016-06-12,191913
2016-06-13,191913
2016-06-14,191913
2016-06-15,195552
2016-06-16,195552
2016-06-17,195552
2016-06-18,195552
2016-06-19,202246
2016-06-20,202246
2016-06-21,202246
2016-06-22,202246
2016-06-23,200300
2016-06-24,200300
2016-06-25,200300
2016-06-26,200300
2016-06-27,204310
2016-06-28,204310
2016-06-29,204310
2016-06-30,204310
2016-07-01,209539
2016-07-02,209539
2016-07-03,209539
2016-07-04,209539
2016-07-05,207375
2016-07-06,207375
2016-07-07,207375
2016-07-08,197815
2016-07-09,197815
2016-07-10,188531
2016-07-11,188531
2016-07-12,188531
2016-07-13,180146
2016-07-14,180146
2016-07-15,180146
2016-07-16,172334
2016-07-17,172334
2016-07-18,172334
2016-07-23,156424
2016-07-24,156424
2016-07-25,149235
2016-07-26,149235
2016-07-27,149235
2016-07-28,149235
2016-07-29,141773
2016-07-30,141773
2016-07-31,141773
2016-08-01,135124
2016-08-02,135124
2016-08-03,135124
2016-08-04,131777
2016-08-05,131777
2016-08-06,131777
2016-08-07,131777
2016-08-08,126396
2016-08-09,126396
2016-08-10,126396
2016-08-11,120390
2016-08-12,120390
2016-08-13,120390
2016-08-14,120390
2016-08-15,114379
2016-08-16,114379
2016-08-17,114379
2016-08-18,114379
2016-08-19,108886
2016-08-20,108886
2016-08-21,108886
2016-08-22,103693
2016-08-23,103693
2016-08-24,103693
2016-08-25,98846
2016-08-26,98846
2016-08-28,98846
2016-08-31,94362
2016-09-01,91417
2016-09-02,91417
2016-09-03,91417
2016-09-04,89622
2016-09-05,89622
2016-09-06,89622
2016-09-07,88313
2016-09-08,88313
2016-09-09,88313
2016-09-10,88313
2016-09-11,89290
2016-09-12,89290
2016-09-13,89290
2016-09-14,89290
2016-09-15,91832
2016-09-16,91832
2016-09-17,91832
2016-09-18,91832
2016-09-19,94121
2016-09-20,94121
2016-09-21,94121
2016-09-22,94121
2016-09-23,96364
2016-09-24,96364
2016-09-25,96364
2016-09-26,96364
2016-09-27,99504
2016-09-28,99504
2016-09-29,99504
2016-09-30,99504
2016-10-01,100842
2016-10-02,100842
2016-10-03,100842
2016-10-04,100842
2016-10-05,103990
2016-10-06,103990
2016-10-07,103990
2016-10-08,108697
2016-10-09,108697
2016-10-10,108697
2016-10-11,108697
2016-10-12,112935
2016-10-13,112935
2016-10-14,112935
2016-10-15,117893
2016-10-16,117893
2016-10-17,117893
2016-10-18,117893
2016-10-19,122812
2016-10-20,122812
2016-10-21,122812
2016-10-22,122812
2016-10-23,126756
2016-10-24,126756
2016-10-25,126756
2016-10-26,126756
2016-10-27,131257
2016-10-28,131257
2016-10-29,131257
2016-10-30,131257
2016-10-31,135389
2016-11-01,135389
2016-11-02,135389
2016-11-03,135389
2016-11-04,138816
2016-11-05,138816
2016-11-06,138816
2016-11-07,138816
2016-11-08,138816
2016-11-09,143409
2016-11-10,143409
2016-11-11,143409
2016-11-12,143409
2016-11-13,149462
2016-11-14,149462
2016-11-15,149462
2016-12-07,135899
2016-12-08,135899
2016-12-09,133875
2016-12-10,133875
2016-12-11,133875
2016-12-12,133875
2016-12-13,134139
2016-12-14,134139
2016-12-15,134139
2016-12-16,134139
2016-12-17,135770
2016-12-18,135770
2016-12-19,135770
2016-12-20,135770
2016-12-21,138540
2016-12-22,138540
2016-12-23,138540
2016-12-24,138540
2016-12-25,144540
2016-12-26,144540
2016-12-27,144540
2016-12-28,144540
2016-12-29,146507
2016-12-30,146507
2016-12-31,146507
2017-01-01,146507
2017-01-02,150544
2017-01-03,150544
2017-01-04,150544
2017-01-05,150544
2017-01-06,154118
2017-01-07,154118
2017-01-08,154118
2017-01-09,158505
2017-01-10,158505
2017-01-11,158505
2017-01-12,158505
2017-01-13,159090
2017-01-14,159090
2017-01-15,159090
2017-01-16,154153
2017-01-17,154153
2017-01-18,154153
2017-01-19,148629
2017-01-20,148629
2017-01-21,148629
2017-01-22,149114
2017-01-23,149114
2017-01-27,150532
2017-01-28,148826
2017-01-29,148826
2017-01-30,148826
2017-01-31,148826
2017-02-01,146359
2017-02-02,146359
2017-02-03,146359
2017-02-04,146359
2017-02-05,145813
2017-02-06,145813
2017-02-07,145813
2017-02-08,149608
2017-02-09,149608
2017-02-10,149608
2017-02-11,150168
2017-02-12,150168
2017-02-13,150168
2017-02-14,150168
2017-02-15,154971
2017-02-16,154971
2017-02-18,154971
2017-02-19,158320
2017-02-20,158320
2017-02-21,158320
2017-02-22,158320
2017-02-23,154141
2017-02-24,154141
2017-02-25,154141
2017-02-26,154141
2017-02-27,152455
2017-02-28,152455
2017-03-01,152455
2017-03-02,154552
2017-03-03,154552
2017-03-04,154552
2017-03-05,154552
2017-03-06,154068
2017-03-07,154068
2017-03-08,154068
2017-03-09,154068
2017-03-10,154398
2017-03-11,154398
2017-03-12,154398
2017-03-13,156037
2017-03-14,156037
2017-03-15,156037
2017-03-16,158372
2017-03-17,158372
2017-03-18,158372
2017-03-19,158372
2017-03-20,158737
2017-03-21,158737
2017-03-22,158737
2017-03-23,158737
2017-03-24,155697
2017-03-25,155697
2017-03-26,155697
2017-03-27,159684
2017-03-28,159684
2017-03-29,159684
2017-03-30,159684
2017-03-31,157345
2017-04-01,157345
2017-04-02,157345
2017-04-03,157345
2017-04-04,156630
2017-04-12,156265
2017-04-13,156265
2017-04-14,156265
2017-04-15,158876
2017-04-16,158876
2017-04-17,158876
2017-04-18,163417
2017-04-19,163417
2017-04-20,163417
2017-04-21,163417
2017-04-22,166698
2017-04-23,166698
2017-04-24,166698
2017-04-25,167899
2017-04-26,167899
2017-04-27,167899
2017-04-28,167899
2017-04-29,166850
2017-04-30,166850
2017-05-01,166850
2017-05-02,166850
2017-05-03,165960
2017-05-04,165960
2017-05-05,165960
2017-05-06,165960
2017-05-07,163177
2017-05-08,163177
2017-05-09,163177
2017-05-10,163721
2017-05-11,163721
2017-05-12,163721
2017-05-13,163721
2017-05-14,163045
2017-05-15,163045
2017-05-16,163045
2017-05-17,163045
2017-05-18,162209
2017-05-19,162209
2017-05-20,162209
2017-05-21,162209
2017-05-22,162209
2017-05-23,161063
2017-05-24,161063
2017-05-25,161063
2017-05-26,161063
2017-05-27,164986
2017-05-28,164986
2017-05-29,164986
2017-05-30,164986
2017-05-31,166134
2017-06-01,166134
2017-06-02,166134
2017-06-03,166134
2017-06-04,169431
2017-06-05,169431
2017-06-06,169431
2017-06-07,171925
2017-06-08,171925
2017-06-09,171925
2017-06-10,171925
2017-06-11,171036
2017-06-12,171036
2017-06-13,171036
2017-06-14,171036
2017-06-15,171036
2017-06-16,174854
2017-06-17,174854
2017-06-18,174854
2017-06-19,174854
2017-06-20,174854
2017-06-21,173814
2017-06-22,173814
2017-06-23,173814
2017-06-24,173814
2017-06-25,173814
2017-06-26,169296
2017-06-27,169296
2017-06-28,169296
2017-06-29,161711
2017-06-30,161711
2017-07-01,161711
2017-07-02,161711
2017-07-03,154398
2017-07-04,154398
2017-07-05,154398
2017-07-06,154398
2017-07-07,147164
2017-07-08,147164
2017-07-13,141776
2017-07-14,141776
2017-07-15,136632
2017-07-16,136632
2017-07-17,136632
2017-07-18,131994
2017-07-19,131994
2017-07-20,131994
2017-07-21,129479
2017-07-22,129479
2017-07-23,129479
2017-07-24,129479
2017-07-25,130618
2017-07-26,130618
2017-07-27,130618
2017-07-28,130618
2017-07-29,134837
2017-07-30,134837
2017-07-31,134837
2017-08-01,134837
2017-08-02,139903
2017-08-03,139903
2017-08-04,139903
2017-08-05,139903
2017-08-06,143215
2017-08-07,143215
2017-08-08,143215
2017-08-09,143215
2017-08-10,149450
2017-08-11,149450
2017-08-12,149450
2017-08-13,149450
2017-08-14,147508
2017-08-15,147508
2017-08-16,147508
2017-08-17,148343
2017-08-18,148343
2017-08-19,148343
2017-08-20,148343
2017-08-21,153501
2017-08-22,153501
2017-08-23,153501
2017-08-24,155922
2017-08-25,155922
2017-08-26,155922
2017-08-27,156080
2017-08-28,156080
2017-08-29,156080
2017-08-30,156080
2017-08-31,158476
2017-09-01,158476
2017-09-02,158476
2017-09-03,158476
2017-09-04,161241
2017-09-05,161241
2017-09-06,161241
2017-09-07,161241
2017-09-08,161471
2017-09-09,161471
2017-09-10,161471
2017-09-11,161239
2017-09-12,161239
2017-09-13,161239
2017-09-14,161239
2017-09-15,159075
2017-09-16,159075
2017-09-17,159075
2017-09-18,158870
2017-09-19,158870
2017-09-20,158870
2017-09-22,159899
2017-09-23,159899
2017-09-24,159899
2017-09-25,159899
2017-09-26,162561
2017-09-27,162561
2017-09-28,162561
2017-09-29,162561
2017-09-30,163229
2017-10-01,163229
2017-10-02,163229
2017-10-03,163229
2017-10-04,165912
2017-10-05,165912
2017-10-06,165912
2017-10-07,165912
2017-10-08,162491
2017-10-09,162491
2017-10-10,162491
2017-10-11,162491
2017-10-12,159964
2017-10-13,159964
2017-10-14,159964
2017-10-15,159964
2017-10-16,161412
2017-10-17,161412
2017-10-18,161412
2017-10-19,161412
2017-10-20,161412
2017-10-21,158780
2017-10-22,158780
2017-10-23,158780
2017-10-24,158780
2017-10-25,159419
2017-10-26,159419
2017-10-27,159419
2017-10-28,159419
2017-10-29,161818
2017-10-30,161818
2017-10-31,161818
2017-11-01,161818
2017-11-02,161818
2017-11-03,164446
2017-11-04,164446
2017-11-05,164446
2017-11-06,163220
2017-11-07,163220
2017-11-08,163220
2017-11-09,163220
2017-11-10,161230
2017-11-11,161230
2017-11-12,161230
2017-11-13,161230
2017-11-14,161230
2017-11-15,161670
2017-11-16,161670
2017-11-17,161670
2017-11-18,161670
2017-11-19,165726
2017-11-20,165726
2017-11-21,165726
2017-11-22,165726
2017-11-23,169580
2017-11-24,169580
2017-11-25,169580
2017-11-26,169580
2017-11-27,169580
2017-11-28,166397
2017-11-29,166397
2017-11-30,166397
2017-12-01,166397
2017-12-02,165241
2017-12-03,165241
2017-12-04,165241
2017-12-05,165241
2017-12-06,165550
2017-12-07,165550
2017-12-08,165550
2017-12-09,165550
2017-12-10,168800
2017-12-11,168800
2017-12-12,168800
2017-12-13,168800
2017-12-14,168800
2017-12-15,173839
2017-12-16,173839
2017-12-17,173839
2017-12-18,173839
2017-12-19,179211
2017-12-20,179211
2017-12-21,179211
2017-12-22,179211
2017-12-23,179135
2017-12-24,179135
2017-12-25,179135
2017-12-26,179135
2017-12-27,175053
2017-12-28,175053
2017-12-29,175053
2017-12-30,176952
2017-12-31,176952
2018-01-01,176952
2018-01-02,176952
2018-01-03,179749
2018-01-04,179749
2018-01-05,179749
2018-01-06,177803
2018-01-07,177803
2018-01-08,177803
2018-01-09,177803
2018-01-10,178948
2018-01-11,178948
2018-01-12,178948
2018-01-13,178948
2018-01-14,173410
2018-01-15,173410
2018-01-16,173410
2018-01-17,172604
2018-01-18,172604
2018-01-19,172604
2018-01-20,172604
2018-01-21,174065
2018-01-22,174065
2018-01-23,174065
2018-01-24,178417
2018-01-25,178417
2018-01-26,178417
2018-01-27,181391
2018-01-28,181391
2018-01-29,180144
2018-01-30,180144
2018-01-31,180144
2018-02-01,182030
2018-02-02,182030
2018-02-03,186246
2018-02-04,186246
2018-02-05,186020
2018-02-06,186020
2018-02-07,182060
2018-02-08,182060
2018-02-09,177927
2018-02-10,177927
2018-02-11,179449
2018-02-12,179449
2018-02-13,181463
2018-02-14,181463
2018-02-15,182868
2018-02-16,182868
2018-02-17,178963
2018-02-18,178963
2018-02-19,180047
2018-02-20,180047
2018-02-21,183456
2018-02-22,183456
2018-02-23,185593
2018-02-24,185593
2018-02-25,186975
2018-02-26,186975
2018-02-27,187237
2018-02-28,187237
2018-03-01,187237
2018-03-02,183791
2018-03-03,183791
2018-03-04,183791
2018-03-05,186731
2018-03-06,186731
2018-03-07,185394
2018-03-08,185394
2018-03-09,185394
2018-03-10,183622
2018-03-11,183622
2018-03-12,182045
2018-03-13,182045
2018-03-14,183784
2018-03-15,183784
2018-03-16,181386
2018-03-17,181386
2018-03-18,181370
2018-03-20,185420
2018-03-21,185420
2018-03-22,185420
2018-03-23,187974
2018-03-24,187974
2018-03-25,190101
2018-03-26,190101
2018-03-27,196448
2018-03-28,196448
2018-03-29,204903
2018-03-30,204903
2018-03-31,213066
2018-04-01,213066
2018-04-02,221641
2018-04-03,221641
2018-04-04,231558
2018-04-05,231558
2018-04-06,239615
2018-04-07,239615
2018-04-08,248957
2018-04-09,248957
2018-04-10,257675
2018-04-11,257675
2018-04-12,262078
2018-04-13,262078
2018-04-14,262078
2018-04-15,267704
2018-04-16,267704
2018-04-17,267704
2018-04-18,276086
2018-04-19,276086
2018-04-20,276086
2018-04-21,282366
2018-04-22,282366
2018-04-23,282366
2018-04-24,280296
2018-04-25,280296
2018-04-26,280296
2018-04-27,270482
2018-04-28,270482
2018-04-29,259326
2018-04-30,259326
2018-05-01,252524
2018-05-02,252524
2018-05-03,252524
2018-05-04,248765
2018-05-05,248765
2018-05-06,247161
2018-05-07,247161
2018-05-08,247249
2018-05-09,247249
2018-05-10,255237
2018-05-11,255237
2018-05-12,256798
2018-05-13,256798
2018-05-14,256798
2018-05-15,248691
2018-05-16,248691
2018-05-17,242040
2018-05-18,242040
2018-05-19,243120
2018-05-20,243120
2018-05-21,245061
2018-05-22,245061
2018-05-23,245061
2018-05-24,240238
2018-05-25,240238
2018-05-26,235680
2018-05-27,235680
2018-05-28,239210
2018-05-29,239210
2018-05-30,241870
2018-05-31,241870
2018-06-01,236630
2018-06-02,233832
2018-06-03,233832
2018-06-04,233832
2018-06-05,238141
2018-06-06,238141
2018-06-07,234554
2018-06-08,234554
2018-06-09,227782
2018-06-10,227782
2018-06-11,220103
2018-06-12,220103
2018-06-13,220064
2018-06-14,220064
2018-06-15,213813
2018-06-16,213813
2018-06-17,212159
2018-06-18,212159
2018-06-19,214244
2018-06-20,214244
2018-06-21,214244
2018-06-22,209240
2018-06-23,209240
2018-06-24,209240
2018-06-25,206999
2018-06-26,206999
2018-06-27,206999
2018-06-28,201782
2018-06-29,201782
2018-06-30,197489
2018-07-01,197489
2018-07-02,197489
2018-07-03,202224
2018-07-04,202224
2018-07-05,202224
2018-07-06,201699
2018-07-07,201699
2018-07-08,200304
2018-07-09,200304
2018-07-10,197807
2018-07-11,197807
2018-07-12,197807
2018-07-13,194205
2018-07-14,196256
2018-07-15,196256
2018-07-16,197905
2018-07-17,202839
2018-07-18,202839
2018-07-19,202890
2018-07-20,202890
2018-07-21,200197
2018-07-22,200197
2018-07-23,201860
2018-07-24,201860
2018-07-25,203034
2018-07-26,203034
2018-07-27,203930
2018-07-28,203930
2018-07-29,206522
2018-07-30,206522
2018-07-31,207116
2018-08-01,207116
2018-08-02,206187
2018-08-03,206187
2018-08-04,204638
2018-08-05,204638
2018-08-06,205189
2018-08-07,205189
2018-08-08,206001
2018-08-09,206001
2018-08-10,206001
2018-08-11,202254
2018-08-12,202695
2018-08-14,200481
2018-08-16,206265
2018-08-17,206265
2018-08-18,206361
2018-08-19,206361
2018-08-20,210258
2018-08-21,210258
2018-08-22,211163
2018-08-23,211163
2018-08-24,210425
2018-08-25,205847
2018-08-26,205847
2018-08-27,203553
2018-08-28,204516
2018-08-29,204516
2018-08-30,205366
2018-08-31,207253
2018-09-01,209654
2018-09-02,209654
2018-09-03,214808
2018-09-04,219024
2018-09-05,222508
2018-09-06,222508
2018-09-07,222288
2018-09-08,223890
2018-09-09,223890
2018-09-10,229697
2018-09-11,229697
2018-09-12,235480
2018-09-13,235480
2018-09-14,240456
2018-09-15,247197
2018-09-16,247197
2018-09-17,255053
2018-09-18,255053
2018-09-19,259275
2018-09-20,259275
2018-09-21,260592
2018-09-22,258478
2018-09-23,258478
2018-09-24,253778
2018-09-25,253778
2018-09-26,251639
2018-09-27,251639
2018-09-28,249459
2018-09-29,249459
2018-09-30,250312
2018-10-01,250312
2018-10-02,255890
2018-10-03,260598
2018-10-04,260598
2018-10-05,258850
2018-10-06,255833
2018-10-07,255833
2018-10-08,260372
2018-10-09,260372
2018-10-10,258124
2018-10-11,258124
2018-10-12,261744
2018-10-13,258887
2018-10-14,258887
2018-10-15,261600
2018-10-16,261600
2018-10-17,265059
2018-10-18,265059
2018-10-19,267007
2018-10-20,267007
2018-10-21,264180
2018-10-22,261501
2018-10-23,261501
2018-10-24,261734
2018-10-25,261734
2018-10-26,263833
2018-10-27,263833
2018-10-28,262738
2018-10-29,262738
2018-10-30,260081
2018-10-31,264313
2018-11-01,276537
2018-11-03,303060
2018-11-04,318213
2018-11-05,333939
2018-11-06,350636
2018-11-07,366313
2018-11-08,381805
2018-11-09,398611
2018-11-10,418542
2018-11-11,438158
2018-11-12,460066
2018-11-13,483070
2018-11-15,529779
2018-11-16,556268
2018-11-17,580375
2018-11-18,609394
2018-11-19,633414
2018-11-20,659428
2018-11-21,676384
2018-11-22,695708
2018-11-23,706324
2018-11-24,703959
2018-11-25,697018
2018-11-26,697018
2018-11-27,688265
2018-11-28,669244
2018-11-29,654223
2018-12-01,642786
2018-12-02,638970
2018-12-03,638970
2018-12-04,637631
2018-12-05,611767
2018-12-07,601121
2018-12-09,564146
2018-12-10,548916
2018-12-11,538366
2018-12-12,530291
2018-12-13,515856
2018-12-14,495728
2018-12-15,475570
2018-12-16,455020
2018-12-17,455020
2018-12-18,432343
2018-12-19,417578
2018-12-20,405178
2018-12-21,390527
2018-12-22,377772
2018-12-23,373992
2018-12-24,370563
2018-12-25,370563
2018-12-26,367908
2018-12-27,370315
2018-12-28,370315
2018-12-29,367391
2018-12-30,362719
2018-12-31,359410
2019-01-01,359410
2019-01-02,356746
2019-01-03,359563
2019-01-04,361048
2019-01-05,361434
2019-01-06,367637
2019-01-08,374469
2019-01-10,375564
2019-01-11,375564
2019-01-12,365961
2019-01-13,356355
2019-01-14,347768
2019-01-15,343066
2019-01-16,335586
2019-01-17,325306
2019-01-18,325306
2019-01-19,316733
2019-01-20,303282
2019-01-21,292703
2019-01-22,281600
2019-01-23,275003
2019-01-24,276998
2019-01-25,273612
2019-01-26,276172
2019-01-27,277879
2019-01-28,282047
2019-01-29,285125
2019-01-30,287982
2019-01-31,287982
2019-02-01,287743
2019-02-02,287743
2019-02-03,284840
2019-02-04,284840
2019-02-05,285985
2019-02-06,285985
2019-02-07,286643
2019-02-08,288835
2019-02-09,288835
2019-02-10,288335
2019-02-11,292776
2019-02-12,292776
2019-02-13,290412
2019-02-14,290412
2019-02-15,288520
2019-02-16,288520
2019-02-17,287321
2019-02-18,288382
2019-02-19,288382
2019-02-20,291640
2019-02-21,292760
2019-02-22,292760
2019-02-23,294954
2019-02-24,302234
2019-02-25,303055
2019-02-26,311528
2019-02-27,311528
2019-02-28,311528
2019-03-01,312276
2019-03-02,310247
2019-03-03,306453
2019-03-04,299388
2019-03-05,299382
2019-03-06,299110
2019-03-07,300485
2019-03-08,300485
2019-03-09,300669
2019-03-10,299599
2019-03-11,297465
2019-03-12,297701
2019-03-13,297701
2019-03-14,299486
2019-03-15,299486
2019-03-16,299640
2019-03-17,298500
2019-03-18,298500
2019-03-19,298311
2019-03-20,300621
2019-03-21,298735
2019-03-22,298735
2019-03-23,295915
