date_obj,Bat%20bones price
2015-08-22,306
2015-08-23,306
2015-08-24,309
2015-08-25,309
2015-08-26,309
2015-08-27,304
2015-08-28,304
2015-08-29,299
2015-08-30,299
2015-08-31,296
2015-09-01,296
2015-09-02,296
2015-09-03,286
2015-09-04,286
2015-09-05,286
2015-09-06,286
2015-09-07,283
2015-09-08,283
2015-09-09,278
2015-09-10,278
2015-09-11,273
2015-09-12,273
2015-09-13,267
2015-09-14,267
2015-09-15,257
2015-09-16,257
2015-09-17,258
2015-09-18,258
2015-09-19,255
2015-09-20,255
2015-09-21,243
2015-09-22,243
2015-09-23,230
2015-09-24,230
2015-09-25,230
2015-09-27,218
2015-09-28,214
2015-09-29,214
2015-09-30,215
2015-10-05,212
2015-10-06,212
2015-10-07,211
2015-10-08,211
2015-10-09,217
2015-10-10,217
2015-10-11,219
2015-10-12,219
2015-10-13,219
2015-10-14,224
2015-10-15,224
2015-10-16,227
2015-10-17,227
2015-10-18,227
2015-10-19,225
2015-10-20,225
2015-10-22,232
2015-10-23,240
2015-10-24,240
2015-10-25,240
2015-10-26,240
2015-10-27,237
2015-10-28,237
2015-10-29,233
2015-10-30,233
2015-10-31,240
2015-11-01,240
2015-11-02,241
2015-11-03,241
2015-11-04,241
2015-11-05,248
2015-11-06,248
2015-11-07,247
2015-11-08,247
2015-11-09,247
2015-11-10,254
2015-11-11,254
2015-11-12,257
2015-11-13,257
2015-11-14,257
2015-11-15,258
2015-11-16,258
2015-11-17,258
2015-11-18,255
2015-11-19,255
2015-11-20,250
2015-11-21,250
2015-11-22,240
2015-11-23,240
2015-11-24,240
2015-11-25,240
2015-11-26,240
2015-11-27,251
2015-11-28,251
2015-11-29,264
2015-11-30,264
2015-12-01,278
2015-12-02,278
2015-12-03,292
2015-12-04,292
2015-12-05,307
2015-12-06,307
2015-12-07,322
2015-12-08,322
2015-12-09,323
2015-12-10,323
2015-12-11,325
2015-12-12,325
2015-12-13,327
2015-12-14,327
2015-12-15,320
2015-12-16,320
2015-12-17,321
2015-12-18,321
2015-12-19,316
2015-12-20,316
2015-12-21,329
2015-12-22,329
2015-12-23,346
2015-12-24,346
2015-12-25,364
2015-12-26,364
2015-12-27,381
2015-12-28,381
2015-12-29,396
2015-12-30,396
2015-12-31,398
2016-01-01,398
2016-01-02,396
2016-01-03,413
2016-01-04,421
2016-01-05,421
2016-01-06,437
2016-01-07,437
2016-01-08,451
2016-01-09,451
2016-01-10,464
2016-01-11,464
2016-01-12,465
2016-01-13,465
2016-01-14,449
2016-01-15,449
2016-01-16,441
2016-01-17,441
2016-01-18,425
2016-01-19,425
2016-01-20,409
2016-01-21,409
2016-01-22,395
2016-01-23,395
2016-01-24,380
2016-01-25,368
2016-01-26,368
2016-01-27,352
2016-01-28,352
2016-01-29,346
2016-01-30,346
2016-01-31,328
2016-02-01,311
2016-02-02,311
2016-02-03,295
2016-02-04,295
2016-02-05,283
2016-02-06,281
2016-02-07,281
2016-02-08,285
2016-02-09,285
2016-02-10,294
2016-02-11,294
2016-02-12,309
2016-02-13,311
2016-02-14,311
2016-02-15,297
2016-02-16,297
2016-02-17,286
2016-02-18,286
2016-02-19,293
2016-02-20,293
2016-02-21,308
2016-02-22,308
2016-02-23,322
2016-02-24,322
2016-02-25,310
2016-02-26,310
2016-02-27,295
2016-02-28,295
2016-02-29,290
2016-03-01,290
2016-03-02,287
2016-03-03,287
2016-03-04,297
2016-03-05,297
2016-03-06,310
2016-03-07,310
2016-03-08,325
2016-03-09,325
2016-03-10,327
2016-03-11,327
2016-03-12,337
2016-03-13,337
2016-03-14,337
2016-03-15,337
2016-03-16,334
2016-03-17,334
2016-03-18,326
2016-03-19,326
2016-03-20,311
2016-03-21,311
2016-03-22,296
2016-03-23,295
2016-03-24,295
2016-03-25,281
2016-03-26,281
2016-03-27,286
2016-03-28,299
2016-03-29,299
2016-03-30,314
2016-03-31,314
2016-04-01,315
2016-04-02,315
2016-04-03,312
2016-04-04,312
2016-04-05,319
2016-04-06,326
2016-04-07,326
2016-04-08,323
2016-04-09,340
2016-04-10,351
2016-04-11,351
2016-04-12,354
2016-04-13,354
2016-04-14,351
2016-04-15,351
2016-04-16,336
2016-04-17,336
2016-04-18,333
2016-04-19,333
2016-04-20,329
2016-04-21,329
2016-04-22,325
2016-04-23,325
2016-04-24,318
2016-04-25,312
2016-04-26,312
2016-04-27,319
2016-04-28,319
2016-04-29,328
2016-04-30,345
2016-05-01,345
2016-05-02,363
2016-05-03,382
2016-05-04,382
2016-05-05,402
2016-05-06,402
2016-05-07,386
2016-05-08,386
2016-05-09,366
2016-05-10,347
2016-05-11,347
2016-05-12,330
2016-05-13,326
2016-05-14,325
2016-05-15,326
2016-05-16,326
2016-05-17,326
2016-05-18,326
2016-05-19,326
2016-05-22,316
2016-05-23,332
2016-05-24,349
2016-05-25,349
2016-05-26,359
2016-05-27,365
2016-05-28,365
2016-05-29,373
2016-05-30,373
2016-05-31,380
2016-06-01,399
2016-06-02,399
2016-06-03,409
2016-06-04,411
2016-06-05,411
2016-06-06,401
2016-06-07,401
2016-06-08,392
2016-06-09,391
2016-06-10,385
2016-06-11,385
2016-06-12,378
2016-06-13,378
2016-06-14,389
2016-06-15,389
2016-06-16,387
2016-06-17,375
2016-06-18,375
2016-06-19,366
2016-06-20,366
2016-06-21,357
2016-06-22,345
2016-06-23,342
2016-06-24,342
2016-06-25,348
2016-06-26,348
2016-06-27,348
2016-06-28,349
2016-06-29,349
2016-06-30,351
2016-07-01,368
2016-07-02,368
2016-07-03,371
2016-07-04,374
2016-07-05,374
2016-07-06,375
2016-07-07,375
2016-07-08,372
2016-07-09,360
2016-07-10,359
2016-07-11,346
2016-07-12,346
2016-07-13,335
2016-07-14,325
2016-07-15,325
2016-07-16,319
2016-07-17,319
2016-07-18,311
2016-07-23,323
2016-07-24,337
2016-07-25,337
2016-07-26,354
2016-07-27,354
2016-07-28,372
2016-07-29,391
2016-07-30,391
2016-07-31,410
2016-08-01,410
2016-08-02,428
2016-08-03,428
2016-08-04,450
2016-08-05,450
2016-08-06,466
2016-08-07,466
2016-08-08,473
2016-08-09,491
2016-08-10,491
2016-08-11,506
2016-08-12,506
2016-08-13,480
2016-08-14,480
2016-08-15,456
2016-08-16,456
2016-08-17,449
2016-08-18,449
2016-08-19,447
2016-08-20,447
2016-08-21,444
2016-08-22,444
2016-08-23,443
2016-08-24,443
2016-08-25,420
2016-08-26,420
2016-08-28,410
2016-08-31,369
2016-09-01,356
2016-09-02,356
2016-09-03,349
2016-09-04,349
2016-09-05,334
2016-09-06,334
2016-09-07,325
2016-09-08,325
2016-09-09,325
2016-09-10,319
2016-09-11,319
2016-09-12,325
2016-09-13,325
2016-09-14,324
2016-09-15,324
2016-09-16,326
2016-09-17,326
2016-09-18,329
2016-09-19,329
2016-09-20,321
2016-09-21,321
2016-09-22,321
2016-09-23,321
2016-09-24,321
2016-09-25,322
2016-09-26,322
2016-09-27,326
2016-09-28,326
2016-09-29,323
2016-09-30,323
2016-10-01,324
2016-10-02,324
2016-10-03,324
2016-10-04,330
2016-10-05,330
2016-10-06,347
2016-10-07,347
2016-10-08,357
2016-10-09,357
2016-10-10,357
2016-10-11,357
2016-10-12,366
2016-10-13,366
2016-10-14,369
2016-10-15,369
2016-10-16,372
2016-10-17,365
2016-10-18,365
2016-10-19,356
2016-10-20,356
2016-10-21,365
2016-10-22,365
2016-10-23,383
2016-10-24,383
2016-10-25,367
2016-10-26,367
2016-10-27,367
2016-10-28,367
2016-10-29,365
2016-10-30,365
2016-10-31,365
2016-11-01,365
2016-11-02,363
2016-11-03,363
2016-11-04,355
2016-11-05,355
2016-11-06,354
2016-11-07,354
2016-11-08,359
2016-11-09,359
2016-11-10,355
2016-11-11,355
2016-11-12,359
2016-11-13,359
2016-11-14,374
2016-11-15,374
2016-12-07,383
2016-12-08,392
2016-12-09,392
2016-12-10,399
2016-12-11,393
2016-12-12,393
2016-12-13,401
2016-12-14,404
2016-12-15,404
2016-12-16,418
2016-12-17,416
2016-12-18,416
2016-12-19,419
2016-12-20,425
2016-12-21,430
2016-12-22,430
2016-12-23,428
2016-12-24,428
2016-12-25,422
2016-12-26,422
2016-12-27,419
2016-12-28,408
2016-12-29,410
2016-12-30,410
2016-12-31,426
2017-01-01,414
2017-01-02,395
2017-01-03,395
2017-01-04,380
2017-01-05,380
2017-01-06,374
2017-01-07,378
2017-01-08,378
2017-01-09,382
2017-01-10,382
2017-01-11,381
2017-01-12,378
2017-01-13,378
2017-01-14,368
2017-01-15,361
2017-01-16,367
2017-01-17,380
2017-01-18,392
2017-01-19,392
2017-01-20,399
2017-01-21,407
2017-01-23,423
2017-01-27,414
2017-01-28,395
2017-01-29,375
2017-01-30,375
2017-01-31,356
2017-02-01,338
2017-02-02,338
2017-02-03,325
2017-02-04,317
2017-02-05,317
2017-02-06,314
2017-02-07,314
2017-02-08,309
2017-02-09,309
2017-02-10,317
2017-02-11,322
2017-02-12,322
2017-02-13,331
2017-02-14,348
2017-02-15,348
2017-02-16,350
2017-02-18,347
2017-02-19,339
2017-02-20,339
2017-02-21,331
2017-02-22,331
2017-02-23,323
2017-02-24,323
2017-02-25,321
2017-02-26,321
2017-02-27,327
2017-02-28,334
2017-03-01,334
2017-03-02,337
2017-03-03,337
2017-03-04,342
2017-03-05,342
2017-03-06,352
2017-03-07,352
2017-03-08,370
2017-03-09,370
2017-03-10,375
2017-03-11,367
2017-03-12,367
2017-03-13,377
2017-03-14,395
2017-03-15,406
2017-03-16,414
2017-03-17,414
2017-03-18,410
2017-03-19,405
2017-03-20,403
2017-03-21,401
2017-03-22,401
2017-03-23,387
2017-03-24,367
2017-03-25,367
2017-03-26,348
2017-03-27,339
2017-03-28,339
2017-03-29,329
2017-03-30,329
2017-03-31,331
2017-04-01,331
2017-04-02,330
2017-04-03,326
2017-04-04,326
2017-04-12,320
2017-04-13,322
2017-04-14,322
2017-04-15,325
2017-04-16,324
2017-04-17,325
2017-04-18,325
2017-04-19,326
2017-04-20,326
2017-04-21,328
2017-04-22,328
2017-04-23,322
2017-04-24,315
2017-04-25,313
2017-04-26,313
2017-04-27,305
2017-04-28,310
2017-04-29,307
2017-04-30,307
2017-05-01,313
2017-05-02,328
2017-05-03,328
2017-05-04,332
2017-05-05,325
2017-05-06,325
2017-05-07,310
2017-05-08,310
2017-05-09,310
2017-05-10,310
2017-05-11,320
2017-05-12,336
2017-05-13,352
2017-05-14,352
2017-05-15,366
2017-05-16,378
2017-05-17,378
2017-05-18,390
2017-05-19,390
2017-05-20,395
2017-05-21,395
2017-05-22,414
2017-05-23,414
2017-05-24,414
2017-05-25,414
2017-05-26,404
2017-05-27,390
2017-05-28,390
2017-05-29,383
2017-05-30,383
2017-05-31,382
2017-06-01,382
2017-06-02,366
2017-06-03,366
2017-06-04,367
2017-06-05,367
2017-06-06,371
2017-06-07,389
2017-06-08,389
2017-06-09,401
2017-06-10,387
2017-06-11,369
2017-06-12,369
2017-06-13,363
2017-06-14,359
2017-06-15,359
2017-06-16,364
2017-06-17,364
2017-06-18,359
2017-06-19,359
2017-06-20,353
2017-06-21,351
2017-06-22,351
2017-06-23,351
2017-06-24,345
2017-06-25,345
2017-06-26,339
2017-06-27,338
2017-06-28,338
2017-06-29,338
2017-06-30,346
2017-07-01,346
2017-07-02,338
2017-07-03,338
2017-07-04,334
2017-07-05,334
2017-07-06,333
2017-07-07,333
2017-07-08,321
2017-07-09,309
2017-07-13,302
2017-07-14,302
2017-07-15,302
2017-07-16,302
2017-07-17,297
2017-07-18,297
2017-07-19,295
2017-07-20,306
2017-07-21,322
2017-07-22,339
2017-07-23,354
2017-07-24,354
2017-07-25,350
2017-07-26,352
2017-07-27,341
2017-07-28,341
2017-07-29,323
2017-07-30,309
2017-07-31,309
2017-08-01,298
2017-08-02,306
2017-08-03,306
2017-08-04,308
2017-08-05,324
2017-08-06,324
2017-08-07,338
2017-08-08,338
2017-08-09,329
2017-08-10,327
2017-08-11,327
2017-08-12,324
2017-08-13,324
2017-08-14,320
2017-08-15,316
2017-08-16,316
2017-08-17,316
2017-08-18,316
2017-08-19,314
2017-08-20,308
2017-08-21,308
2017-08-22,303
2017-08-23,303
2017-08-24,298
2017-08-25,298
2017-08-26,291
2017-08-27,304
2017-08-28,304
2017-08-29,318
2017-08-30,304
2017-08-31,304
2017-09-01,305
2017-09-02,302
2017-09-03,302
2017-09-04,292
2017-09-05,284
2017-09-06,284
2017-09-07,283
2017-09-08,283
2017-09-09,280
2017-09-10,282
2017-09-11,282
2017-09-12,278
2017-09-13,286
2017-09-14,295
2017-09-15,295
2017-09-16,300
2017-09-17,302
2017-09-18,302
2017-09-19,296
2017-09-20,295
2017-09-22,297
2017-09-23,297
2017-09-24,298
2017-09-25,298
2017-09-26,293
2017-09-27,293
2017-09-28,292
2017-09-29,286
2017-09-30,286
2017-10-01,296
2017-10-02,311
2017-10-03,311
2017-10-04,327
2017-10-05,344
2017-10-06,360
2017-10-07,347
2017-10-08,347
2017-10-09,337
2017-10-10,320
2017-10-11,320
2017-10-12,318
2017-10-13,317
2017-10-14,312
2017-10-15,312
2017-10-16,310
2017-10-17,310
2017-10-18,312
2017-10-19,312
2017-10-20,308
2017-10-21,308
2017-10-22,314
2017-10-23,314
2017-10-24,311
2017-10-25,304
2017-10-26,304
2017-10-27,314
2017-10-28,314
2017-10-29,312
2017-10-30,312
2017-10-31,302
2017-11-01,302
2017-11-02,304
2017-11-03,304
2017-11-04,302
2017-11-05,302
2017-11-06,290
2017-11-07,290
2017-11-08,290
2017-11-09,300
2017-11-10,300
2017-11-11,310
2017-11-12,306
2017-11-13,306
2017-11-14,298
2017-11-15,298
2017-11-16,283
2017-11-17,283
2017-11-18,273
2017-11-19,268
2017-11-20,268
2017-11-21,275
2017-11-22,275
2017-11-23,285
2017-11-24,285
2017-11-25,280
2017-11-26,280
2017-11-27,280
2017-11-28,276
2017-11-29,276
2017-11-30,278
2017-12-01,276
2017-12-02,276
2017-12-03,285
2017-12-04,285
2017-12-05,296
2017-12-06,296
2017-12-07,306
2017-12-08,306
2017-12-09,317
2017-12-10,320
2017-12-11,320
2017-12-12,318
2017-12-13,318
2017-12-14,316
2017-12-15,327
2017-12-16,327
2017-12-17,328
2017-12-18,337
2017-12-19,337
2017-12-20,334
2017-12-21,327
2017-12-22,327
2017-12-23,323
2017-12-24,323
2017-12-25,326
2017-12-26,319
2017-12-27,317
2017-12-28,317
2017-12-29,313
2017-12-30,306
2017-12-31,306
2018-01-01,296
2018-01-02,293
2018-01-03,300
2018-01-04,300
2018-01-05,315
2018-01-06,331
2018-01-07,348
2018-01-08,366
2018-01-09,385
2018-01-10,385
2018-01-11,405
2018-01-12,401
2018-01-13,409
2018-01-14,417
2018-01-15,406
2018-01-16,388
2018-01-17,368
2018-01-18,350
2018-01-19,350
2018-01-20,338
2018-01-21,335
2018-01-22,325
2018-01-23,329
2018-01-24,331
2018-01-25,347
2018-01-26,354
2018-01-27,354
2018-01-28,356
2018-01-29,351
2018-01-30,349
2018-01-31,346
2018-02-01,351
2018-02-02,368
2018-02-03,356
2018-02-04,348
2018-02-05,341
2018-02-06,337
2018-02-07,332
2018-02-08,332
2018-02-09,324
2018-02-10,324
2018-02-11,320
2018-02-12,305
2018-02-13,295
2018-02-14,284
2018-02-15,279
2018-02-16,270
2018-02-17,268
2018-02-18,256
2018-02-19,259
2018-02-20,263
2018-02-21,265
2018-02-22,267
2018-02-23,272
2018-02-24,269
2018-02-25,274
2018-02-26,279
2018-02-27,278
2018-02-28,269
2018-03-01,282
2018-03-02,282
2018-03-03,281
2018-03-04,281
2018-03-05,277
2018-03-06,267
2018-03-07,267
2018-03-08,276
2018-03-09,284
2018-03-10,298
2018-03-11,313
2018-03-12,329
2018-03-13,319
2018-03-14,328
2018-03-15,330
2018-03-16,334
2018-03-17,334
2018-03-18,340
2018-03-20,348
2018-03-21,361
2018-03-22,363
2018-03-23,365
2018-03-24,367
2018-03-25,375
2018-03-26,387
2018-03-27,404
2018-03-28,416
2018-03-29,413
2018-03-30,406
2018-03-31,413
2018-04-01,419
2018-04-02,411
2018-04-03,410
2018-04-04,403
2018-04-05,403
2018-04-06,400
2018-04-07,400
2018-04-08,391
2018-04-09,382
2018-04-10,362
2018-04-11,348
2018-04-12,342
2018-04-13,332
2018-04-14,326
2018-04-15,317
2018-04-16,318
2018-04-17,311
2018-04-18,311
2018-04-19,301
2018-04-20,300
2018-04-21,306
2018-04-22,306
2018-04-23,318
2018-04-24,321
2018-04-25,335
2018-04-26,335
2018-04-27,331
2018-04-28,325
2018-04-29,321
2018-04-30,306
2018-05-01,299
2018-05-02,299
2018-05-03,294
2018-05-04,295
2018-05-05,296
2018-05-06,296
2018-05-07,300
2018-05-08,314
2018-05-09,317
2018-05-10,315
2018-05-11,311
2018-05-12,302
2018-05-13,302
2018-05-14,299
2018-05-15,290
2018-05-16,283
2018-05-17,292
2018-05-18,292
2018-05-19,286
2018-05-20,279
2018-05-21,277
2018-05-22,277
2018-05-23,280
2018-05-24,292
2018-05-25,293
2018-05-26,290
2018-05-27,278
2018-05-28,274
2018-05-29,272
2018-05-30,282
2018-05-31,284
2018-06-01,278
2018-06-02,273
2018-06-03,278
2018-06-04,292
2018-06-05,307
2018-06-06,310
2018-06-07,310
2018-06-08,303
2018-06-09,296
2018-06-10,283
2018-06-11,282
2018-06-12,278
2018-06-13,276
2018-06-14,272
2018-06-15,272
2018-06-16,267
2018-06-17,260
2018-06-18,269
2018-06-19,272
2018-06-20,272
2018-06-21,271
2018-06-22,275
2018-06-23,284
2018-06-24,287
2018-06-25,283
2018-06-26,278
2018-06-27,276
2018-06-28,273
2018-06-29,280
2018-06-30,283
2018-07-01,287
2018-07-02,292
2018-07-03,298
2018-07-04,298
2018-07-05,290
2018-07-06,290
2018-07-07,285
2018-07-08,284
2018-07-09,287
2018-07-10,284
2018-07-11,279
2018-07-12,284
2018-07-13,290
2018-07-14,298
2018-07-15,292
2018-07-16,292
2018-07-17,289
2018-07-18,285
2018-07-19,285
2018-07-20,293
2018-07-21,292
2018-07-22,298
2018-07-23,297
2018-07-24,290
2018-07-25,294
2018-07-26,290
2018-07-27,285
2018-07-28,289
2018-07-29,295
2018-07-30,295
2018-07-31,291
2018-08-01,296
2018-08-02,298
2018-08-03,295
2018-08-04,297
2018-08-05,300
2018-08-06,295
2018-08-07,292
2018-08-08,287
2018-08-09,288
2018-08-10,276
2018-08-11,275
2018-08-12,268
2018-08-14,257
2018-08-16,270
2018-08-17,278
2018-08-18,287
2018-08-19,293
2018-08-20,292
2018-08-21,301
2018-08-22,301
2018-08-23,299
2018-08-24,304
2018-08-25,310
2018-08-26,301
2018-08-27,300
2018-08-28,298
2018-08-29,303
2018-08-30,319
2018-08-31,318
2018-09-01,321
2018-09-02,336
2018-09-03,349
2018-09-04,353
2018-09-05,337
2018-09-06,334
2018-09-07,323
2018-09-08,320
2018-09-09,322
2018-09-10,312
2018-09-11,311
2018-09-12,310
2018-09-13,302
2018-09-14,294
2018-09-15,293
2018-09-16,288
2018-09-17,287
2018-09-18,290
2018-09-19,303
2018-09-20,291
2018-09-21,290
2018-09-22,290
2018-09-23,281
2018-09-24,276
2018-09-25,275
2018-09-26,279
2018-09-27,287
2018-09-28,291
2018-09-29,306
2018-09-30,322
2018-10-01,336
2018-10-02,344
2018-10-03,330
2018-10-04,323
2018-10-05,315
2018-10-06,304
2018-10-07,298
2018-10-08,289
2018-10-09,284
2018-10-10,269
2018-10-11,263
2018-10-12,259
2018-10-13,259
2018-10-14,262
2018-10-15,273
2018-10-16,273
2018-10-17,276
2018-10-18,270
2018-10-19,268
2018-10-20,268
2018-10-21,264
2018-10-22,260
2018-10-23,259
2018-10-24,259
2018-10-25,259
2018-10-26,253
2018-10-27,246
2018-10-28,238
2018-10-29,226
2018-10-30,219
2018-10-31,223
2018-11-01,234
2018-11-03,254
2018-11-04,246
2018-11-05,241
2018-11-06,228
2018-11-07,226
2018-11-08,224
2018-11-09,219
2018-11-10,214
2018-11-11,212
2018-11-12,210
2018-11-13,205
2018-11-15,206
2018-11-16,205
2018-11-17,198
2018-11-18,201
2018-11-19,212
2018-11-20,220
2018-11-21,214
2018-11-22,208
2018-11-23,216
2018-11-24,212
2018-11-25,209
2018-11-26,205
2018-11-27,209
2018-11-28,211
2018-11-29,218
2018-12-01,220
2018-12-02,230
2018-12-03,242
2018-12-04,254
2018-12-05,261
2018-12-07,264
2018-12-09,257
2018-12-10,251
2018-12-11,244
2018-12-12,240
2018-12-13,232
2018-12-14,227
2018-12-15,223
2018-12-16,218
2018-12-17,215
2018-12-18,207
2018-12-19,204
2018-12-20,206
2018-12-21,200
2018-12-22,197
2018-12-23,198
2018-12-24,205
2018-12-25,212
2018-12-26,223
2018-12-27,235
2018-12-28,247
2018-12-29,254
2018-12-30,264
2018-12-31,278
2019-01-01,292
2019-01-02,307
2019-01-03,314
2019-01-04,326
2019-01-05,337
2019-01-06,344
2019-01-08,351
2019-01-10,348
2019-01-11,346
2019-01-12,331
2019-01-13,314
2019-01-14,302
2019-01-15,286
2019-01-16,278
2019-01-17,270
2019-01-18,256
2019-01-19,248
2019-01-20,247
2019-01-21,248
2019-01-22,241
2019-01-23,241
2019-01-24,232
2019-01-25,227
2019-01-26,226
2019-01-27,230
2019-01-28,236
2019-01-29,240
2019-01-30,248
2019-01-31,245
2019-02-01,256
2019-02-02,251
2019-02-03,252
2019-02-04,256
2019-02-05,250
2019-02-06,253
2019-02-07,254
2019-02-08,262
2019-02-09,272
2019-02-10,272
2019-02-11,265
2019-02-12,264
2019-02-13,260
2019-02-14,263
2019-02-15,260
2019-02-16,268
2019-02-17,270
2019-02-18,279
2019-02-19,279
2019-02-20,271
2019-02-21,271
2019-02-22,264
2019-02-23,260
2019-02-24,260
2019-02-25,258
2019-02-26,255
2019-02-27,253
2019-02-28,256
2019-03-01,257
2019-03-02,270
2019-03-03,283
2019-03-04,286
2019-03-05,278
2019-03-06,270
2019-03-07,257
2019-03-08,251
2019-03-09,247
2019-03-10,242
2019-03-11,246
2019-03-12,259
2019-03-13,272
2019-03-14,270
2019-03-15,267
2019-03-16,265
2019-03-17,262
2019-03-18,252
2019-03-19,245
2019-03-20,247
2019-03-21,246
2019-03-22,252
2019-03-23,256
2019-03-24,267
2019-03-25,262
2019-03-26,265
2019-03-27,276
2019-03-28,279
2019-03-29,269
2019-03-30,257
2019-03-31,247
2019-04-01,245
2019-04-02,242
2019-04-03,234
2019-04-04,225
2019-04-05,218
2019-04-06,217
2019-04-07,218
2019-04-08,216
2019-04-09,213
2019-04-10,207
2019-04-11,204
2019-04-12,211
2019-04-13,222
2019-04-14,234
2019-04-15,233
2019-04-16,245
2019-04-17,258
2019-04-18,264
2019-04-19,276
2019-04-20,280
2019-04-21,286
2019-04-22,297
2019-04-23,297
2019-04-24,303
2019-04-25,300
2019-04-26,298
2019-04-27,289
2019-04-28,282
2019-04-29,277
2019-04-30,271
2019-05-01,277
2019-05-02,278
2019-05-03,275
2019-05-04,279
2019-05-05,274
2019-05-06,287
2019-05-07,302
2019-05-08,318
2019-05-09,334
2019-05-10,344
2019-05-11,334
2019-05-12,325
2019-05-13,319
2019-05-14,312
2019-05-15,310
2019-05-16,303
2019-05-17,298
2019-05-18,294
2019-05-19,302
2019-05-20,299
2019-05-21,297
2019-05-22,299
2019-05-23,307
2019-05-24,312
2019-05-25,310
2019-05-26,306
2019-05-27,301
2019-05-28,298
2019-05-29,308
2019-05-30,310
2019-05-31,310
2019-06-01,314
2019-06-02,314
2019-06-03,317
2019-06-04,314
2019-06-05,301
2019-06-06,288
2019-06-07,286
2019-06-08,289
2019-06-09,290
2019-06-10,277
2019-06-11,278
2019-06-12,273
2019-06-13,281
2019-06-14,288
2019-06-15,280
2019-06-16,269
2019-06-17,255
2019-06-18,245
2019-06-19,239
2019-06-20,240
2019-06-21,246
2019-06-22,250
2019-06-23,249
2019-06-24,240
2019-06-25,236
2019-06-26,228
2019-06-27,220
2019-06-28,214
2019-06-29,214
2019-06-30,213
2019-07-01,209
2019-07-02,219
2019-07-03,227
2019-07-04,239
2019-07-05,250
2019-07-06,254
2019-07-07,264
2019-07-08,278
2019-07-09,292
2019-07-10,307
2019-07-11,323
2019-07-12,334
2019-07-13,345
2019-07-14,342
2019-07-15,329
2019-07-16,333
2019-07-17,339
2019-07-18,325
2019-07-19,308
2019-07-20,292
2019-07-21,292
2019-07-22,280
2019-07-23,279
2019-07-24,271
2019-07-25,275
2019-07-26,278
2019-07-27,292
2019-07-28,307
2019-07-29,322
2019-07-30,315
2019-07-31,311
2019-08-01,308
2019-08-02,304
2019-08-03,300
2019-08-04,305
2019-08-05,300
2019-08-06,300
2019-08-07,297
2019-08-08,298
2019-08-09,300
2019-08-10,315
2019-08-11,331
2019-08-12,329
2019-08-13,334
2019-08-14,329
2019-08-15,321
2019-08-16,312
2019-08-17,315
2019-08-18,308
2019-08-19,306
2019-08-20,303
2019-08-21,295
2019-08-22,295
2019-08-23,286
2019-08-24,282
2019-08-24,282
