date_obj,Black%20helm%20(h4) price
2015-03-26,5673
2015-03-27,5673
2015-03-28,5673
2015-03-29,5673
2015-03-30,5422
2015-03-31,5422
2015-04-01,5422
2015-04-02,5187
2015-04-03,5187
2015-04-04,5187
2015-04-05,4958
2015-04-06,4958
2015-04-07,4745
2015-04-08,4745
2015-04-09,4745
2015-04-10,4745
2015-04-11,4520
2015-04-12,4520
2015-04-13,4520
2015-04-14,4313
2015-04-15,4313
2015-04-16,4313
2015-04-17,4104
2015-04-18,4104
2015-04-19,4104
2015-04-20,3923
2015-04-21,3923
2015-04-22,3923
2015-04-23,3741
2015-04-24,3741
2015-04-25,3741
2015-04-26,3741
2015-04-27,3568
2015-04-28,3568
2015-04-29,3568
2015-04-30,3568
2015-05-01,3405
2015-05-02,3405
2015-05-03,3405
2015-05-04,3241
2015-05-05,3241
2015-05-06,3241
2015-05-07,3098
2015-05-08,3098
2015-05-09,3098
2015-05-10,3098
2015-05-11,2956
2015-05-12,2956
2015-05-13,2956
2015-05-14,2822
2015-05-15,2822
2015-05-16,2822
2015-05-17,2691
2015-05-18,2691
2015-05-19,2691
2015-05-20,2563
2015-05-21,2563
2015-05-22,2563
2015-05-23,2447
2015-05-24,2447
2015-05-25,2447
2015-05-26,2345
2015-05-27,2345
2015-05-28,2345
2015-05-29,2265
2015-05-30,2265
2015-05-31,2265
2015-06-01,2241
2015-06-02,2241
2015-06-03,2241
2015-06-04,2241
2015-06-05,2241
2015-06-06,2174
2015-06-07,2174
2015-06-08,2174
2015-06-09,2174
2015-06-10,2077
2015-06-11,2077
2015-06-12,2077
2015-06-13,2077
2015-06-14,1980
2015-06-15,1980
2015-06-16,1980
2015-06-17,1980
2015-06-18,1896
2015-06-19,1896
2015-06-20,1896
2015-06-21,1804
2015-06-22,1804
2015-06-23,1804
2015-06-24,1804
2015-06-25,1844
2015-06-26,1844
2015-06-27,1844
2015-06-28,1844
2015-06-29,1870
2015-06-30,1870
2015-07-01,1870
2015-07-02,1870
2015-07-03,1822
2015-07-04,1822
2015-07-05,1822
2015-07-06,1822
2015-07-07,1770
2015-07-08,1770
2015-07-09,1770
2015-07-10,1770
2015-07-11,1694
2015-07-12,1694
2015-07-13,1694
2015-07-14,1694
2015-07-15,1711
2015-07-16,1711
2015-07-17,1711
2015-07-18,1711
2015-07-19,1711
2015-07-20,1634
2015-07-21,1634
2015-07-22,1634
2015-07-23,1634
2015-07-24,1603
2015-07-25,1603
2015-07-26,1603
2015-07-27,1603
2015-07-28,1541
2015-07-29,1541
2015-07-30,1541
2015-07-31,1541
2015-08-01,1541
2015-08-02,1537
2015-08-03,1537
2015-08-04,1537
2015-08-05,1537
2015-08-06,1537
2015-08-07,1537
2015-08-08,1484
2015-08-09,1484
2015-08-10,1484
2015-08-11,1484
2015-08-12,1484
2015-08-13,1516
2015-08-14,1516
2015-08-15,1516
2015-08-16,1516
2015-08-17,1462
2015-08-18,1462
2015-08-19,1462
2015-08-20,1462
2015-08-21,1432
2015-08-22,1432
2015-08-23,1432
2015-08-24,1432
2015-08-25,1407
2015-08-26,1407
2015-08-27,1407
2015-08-28,1407
2015-08-29,1410
2015-08-30,1410
2015-08-31,1410
2015-09-01,1410
2015-09-02,1410
2015-09-03,1407
2015-09-04,1407
2015-09-05,1407
2015-09-06,1407
2015-09-07,1407
2015-09-08,1367
2015-09-09,1367
2015-09-10,1367
2015-09-11,1367
2015-09-12,1367
2015-09-13,1350
2015-09-14,1350
2015-09-15,1350
2015-09-16,1350
2015-09-17,1388
2015-09-18,1388
2015-09-19,1388
2015-09-20,1388
2015-09-21,1388
2015-09-22,1388
2015-09-23,1351
2015-09-24,1351
2015-09-25,1351
2015-09-27,1351
2015-09-28,1351
2015-09-29,1311
2015-09-30,1311
2015-10-05,1282
2015-10-06,1282
2015-10-07,1282
2015-10-08,1282
2015-10-09,1269
2015-10-10,1269
2015-10-11,1269
2015-10-12,1269
2015-10-13,1231
2015-10-14,1231
2015-10-15,1231
2015-10-16,1231
2015-10-17,1219
2015-10-18,1219
2015-10-19,1219
2015-10-20,1219
2015-10-22,1211
2015-10-23,1211
2015-10-24,1211
2015-10-25,1211
2015-10-26,1211
2015-10-27,1185
2015-10-29,1185
2015-10-30,1185
2015-10-31,1185
2015-11-01,1185
2015-11-02,1185
2015-11-03,1176
2015-11-04,1176
2015-11-05,1176
2015-11-06,1176
2015-11-07,1126
2015-11-08,1126
2015-11-09,1126
2015-11-10,1126
2015-11-11,1126
2015-11-12,1126
2015-11-13,1126
2015-11-14,1158
2015-11-15,1158
2015-11-16,1158
2015-11-17,1158
2015-11-18,1158
2015-11-19,1158
2015-11-20,1112
2015-11-21,1112
2015-11-22,1112
2015-11-23,1112
2015-11-24,1112
2015-11-25,1084
2015-11-26,1084
2015-11-27,1084
2015-11-28,1084
2015-11-29,1084
2015-11-30,1034
2015-12-01,1034
2015-12-02,1034
2015-12-03,1034
2015-12-04,1034
2015-12-05,1034
2015-12-06,1073
2015-12-07,1073
2015-12-08,1073
2015-12-09,1073
2015-12-10,1073
2015-12-11,1073
2015-12-12,1106
2015-12-13,1106
2015-12-14,1106
2015-12-15,1106
2015-12-16,1106
2015-12-17,1085
2015-12-18,1085
2015-12-19,1085
2015-12-20,1085
2015-12-21,1085
2015-12-22,1049
2015-12-23,1049
2015-12-24,1049
2015-12-25,1049
2015-12-26,1049
2015-12-27,1016
2015-12-28,1016
2015-12-29,1016
2015-12-30,1016
2015-12-31,1016
2016-01-01,1039
2016-01-02,1039
2016-01-03,1039
2016-01-04,1050
2016-01-05,1050
2016-01-06,1050
2016-01-07,1050
2016-01-08,1034
2016-01-09,1034
2016-01-10,1034
2016-01-11,1034
2016-01-12,1070
2016-01-13,1070
2016-01-14,1070
2016-01-15,1070
2016-01-16,1066
2016-01-17,1066
2016-01-18,1066
2016-01-19,1066
2016-01-20,1022
2016-01-21,1022
2016-01-22,1022
2016-01-23,1022
2016-01-24,1022
2016-01-25,978
2016-01-26,978
2016-01-27,978
2016-01-28,978
2016-01-29,940
2016-01-30,940
2016-01-31,940
2016-02-01,940
2016-02-02,951
2016-02-03,951
2016-02-04,951
2016-02-05,951
2016-02-06,951
2016-02-07,936
2016-02-08,936
2016-02-09,936
2016-02-10,936
2016-02-11,936
2016-02-12,953
2016-02-13,953
2016-02-14,953
2016-02-15,953
2016-02-16,999
2016-02-17,999
2016-02-18,999
2016-02-19,999
2016-02-20,999
2016-02-21,1046
2016-02-22,1046
2016-02-23,1046
2016-02-24,1046
2016-02-25,1046
