date_obj,Mithril%20platebody price
2016-04-20,2952
2016-04-21,2991
2016-04-22,2934
2016-04-23,2968
2016-04-24,2918
2016-04-25,2921
2016-04-26,2867
2016-04-27,2911
2016-04-28,2969
2016-04-29,2941
2016-04-30,2979
2016-05-01,2942
2016-05-02,3004
2016-05-03,2989
2016-05-04,2969
2016-05-05,2932
2016-05-06,2904
2016-05-07,2879
2016-05-08,2854
2016-05-09,2888
2016-05-10,2853
2016-05-11,2892
2016-05-12,2938
2016-05-13,2928
2016-05-14,2892
2016-05-15,2857
2016-05-16,2901
2016-05-17,2878
2016-05-18,2914
2016-05-19,2942
2016-05-22,2812
2016-05-23,2836
2016-05-24,2859
2016-05-25,2881
2016-05-26,2898
2016-05-27,2927
2016-05-28,2923
2016-05-29,2930
2016-05-30,2957
2016-05-31,2950
2016-06-01,2860
2016-06-02,2860
2016-06-03,2936
2016-06-04,2932
2016-06-05,2883
2016-06-06,2893
2016-06-07,2909
2016-06-08,2904
2016-06-09,2897
2016-06-10,2884
2016-06-11,2883
2016-06-12,2906
2016-06-13,2906
2016-06-14,2886
2016-06-15,2923
2016-06-16,2964
2016-06-17,2951
2016-06-18,2909
2016-06-19,2894
2016-06-20,2862
2016-06-21,2903
2016-06-22,2933
2016-06-23,2927
2016-06-24,2944
2016-06-25,2926
2016-06-26,2905
2016-06-27,2927
2016-06-28,2942
2016-06-29,2914
2016-06-30,2854
2016-07-01,2891
2016-07-02,2905
2016-07-03,2943
2016-07-04,2888
2016-07-05,2851
2016-07-06,2917
2016-07-07,2917
2016-07-08,2910
2016-07-09,2873
2016-07-10,2934
2016-07-11,2890
2016-07-12,2872
2016-07-13,2891
2016-07-14,2890
2016-07-15,2924
2016-07-16,2884
2016-07-17,2867
2016-07-18,2891
2016-07-23,2896
2016-07-24,2897
2016-07-25,2872
2016-07-26,2857
2016-07-27,2847
2016-07-28,2881
2016-07-29,2902
2016-07-30,2871
2016-07-31,2885
2016-08-01,2945
2016-08-02,2926
2016-08-03,2926
2016-08-04,2900
2016-08-05,2860
2016-08-06,2836
2016-08-07,2870
2016-08-08,2864
2016-08-09,2888
2016-08-10,2903
2016-08-11,2892
2016-08-12,2879
2016-08-13,2866
2016-08-14,2844
2016-08-15,2853
2016-08-16,2883
2016-08-17,2880
2016-08-18,2918
2016-08-19,2928
2016-08-20,2928
2016-08-21,2880
2016-08-22,2859
2016-08-23,2890
2016-08-24,2885
2016-08-25,2908
2016-08-26,2899
2016-08-28,2845
2016-08-31,2864
2016-09-01,2884
2016-09-02,2884
2016-09-03,2890
2016-09-04,2889
2016-09-05,2909
2016-09-06,2933
2016-09-07,2923
2016-09-08,2927
2016-09-09,2916
2016-09-10,2862
2016-09-11,2813
2016-09-12,2861
2016-09-13,2859
2016-09-14,2830
2016-09-15,2878
2016-09-16,2884
2016-09-17,2902
2016-09-18,2888
2016-09-19,2917
2016-09-20,2885
2016-09-21,2909
2016-09-22,2911
2016-09-23,2860
2016-09-24,2860
2016-09-25,2881
2016-09-26,2885
2016-09-27,2870
2016-09-28,2859
2016-09-29,2868
2016-09-30,2874
2016-10-01,2793
2016-10-02,2805
2016-10-03,2867
2016-10-04,2846
2016-10-05,2879
2016-10-06,2885
2016-10-07,2863
2016-10-08,2885
2016-10-09,2874
2016-10-10,2904
2016-10-11,2893
2016-10-12,2897
2016-10-13,2919
2016-10-14,2879
2016-10-15,2879
2016-10-16,2863
2016-10-17,2881
2016-10-18,2907
2016-10-19,2920
2016-10-20,2908
2016-10-21,2913
2016-10-22,2917
2016-10-23,2927
2016-10-24,2905
2016-10-25,2914
2016-10-26,2931
2016-10-27,2940
2016-10-28,2909
2016-10-29,2906
2016-10-30,2872
2016-10-31,2896
2016-11-01,2887
2016-11-02,2916
2016-11-03,2947
2016-11-04,2931
2016-11-05,2880
2016-11-06,2918
2016-11-07,2932
2016-11-08,2959
2016-11-09,2948
2016-11-10,2921
2016-11-11,2997
2016-11-12,2932
2016-11-13,2933
2016-11-14,2945
2016-12-07,2969
2016-12-08,2929
2016-12-09,2944
2016-12-10,2927
2016-12-11,2920
2016-12-12,2879
2016-12-13,2914
2016-12-14,2908
2016-12-15,2882
2016-12-16,2923
2016-12-17,2929
2016-12-18,2890
2016-12-19,2895
2016-12-20,2884
2016-12-21,2902
2016-12-22,2925
2016-12-23,2882
2016-12-24,2893
2016-12-25,2888
2016-12-26,2878
2016-12-27,2869
2016-12-28,2871
2016-12-29,2885
2016-12-30,2883
2016-12-31,2892
2017-01-01,2885
2017-01-02,2884
2017-01-03,2875
2017-01-04,2885
2017-01-05,2861
2017-01-06,2867
2017-01-07,2875
2017-01-08,2876
2017-01-09,2897
2017-01-10,2880
2017-01-11,2886
2017-01-12,2892
2017-01-13,2899
2017-01-14,2896
2017-01-15,2899
2017-01-16,2900
2017-01-17,2904
2017-01-18,2910
2017-01-19,2909
2017-01-20,2880
2017-01-21,2896
2017-01-22,2885
2017-01-27,2897
2017-01-28,2872
2017-01-29,2880
2017-01-30,2876
2017-01-31,2891
2017-02-01,2882
2017-02-02,2889
2017-02-03,2885
2017-02-04,2873
2017-02-05,2887
2017-02-06,2905
2017-02-07,2893
2017-02-08,2898
2017-02-09,2887
2017-02-10,2884
2017-02-11,2868
2017-02-12,2880
2017-02-13,2887
2017-02-14,2882
2017-02-15,2870
2017-02-16,2871
2017-02-18,2845
2017-02-19,2855
2017-02-20,2875
2017-02-21,2888
2017-02-22,2877
2017-02-23,2882
2017-02-24,2888
2017-02-25,2879
2017-02-26,2884
2017-02-27,2885
2017-02-28,2887
2017-03-01,2905
2017-03-02,2895
2017-03-03,2910
2017-03-04,2907
2017-03-05,2876
2017-03-06,2893
2017-03-07,2880
2017-03-08,2902
2017-03-09,2910
2017-03-10,2869
2017-03-11,2886
2017-03-12,2899
2017-03-13,2894
2017-03-14,2907
2017-03-15,2896
2017-03-16,2886
2017-03-17,2895
2017-03-18,2855
2017-03-19,2890
2017-03-20,2888
2017-03-21,2896
2017-03-22,2898
2017-03-23,2887
2017-03-24,2883
2017-03-25,2812
2017-03-26,2887
2017-03-27,2898
2017-03-28,2859
2017-03-29,2877
2017-03-30,2889
2017-03-31,2888
2017-04-01,2895
2017-04-02,2898
2017-04-03,2887
2017-04-04,2909
2017-04-12,2887
2017-04-13,2899
2017-04-14,2914
2017-04-15,2917
2017-04-16,2922
2017-04-17,2911
2017-04-18,2924
2017-04-19,2905
2017-04-20,2911
2017-04-21,2894
2017-04-22,2864
2017-04-23,2874
2017-04-24,2866
2017-04-25,2900
2017-04-26,2891
2017-04-27,2896
2017-04-28,2902
2017-04-29,2903
2017-04-30,2901
2017-05-01,2894
2017-05-02,2893
2017-05-03,2903
2017-05-04,2902
2017-05-05,2901
2017-05-06,2893
2017-05-07,2877
2017-05-08,2892
2017-05-09,2891
2017-05-10,2905
2017-05-11,2852
2017-05-12,2875
2017-05-13,2865
2017-05-14,2903
2017-05-15,2891
2017-05-16,2890
2017-05-17,2873
2017-05-18,2884
2017-05-19,2882
2017-05-20,2877
2017-05-21,2882
2017-05-22,2892
2017-05-23,2899
2017-05-24,2897
2017-05-25,2848
2017-05-26,2817
2017-05-27,2850
2017-05-28,2850
2017-05-29,2862
2017-05-30,2890
2017-05-31,2887
2017-06-01,2878
2017-06-02,2835
2017-06-03,2841
2017-06-06,2870
2017-06-07,2825
2017-06-08,2895
2017-06-09,2866
2017-06-10,2857
2017-06-11,2850
2017-06-12,2861
2017-06-13,2850
2017-06-14,2890
2017-06-15,2886
2017-06-16,2878
2017-06-17,2805
2017-06-18,2854
2017-06-19,2875
2017-06-20,2869
2017-06-21,2886
2017-06-22,2882
2017-06-23,2871
2017-06-24,2870
2017-06-25,2864
2017-06-26,2893
2017-06-27,2902
2017-06-28,2905
2017-06-29,2879
2017-06-30,2849
2017-07-01,2894
2017-07-02,2880
2017-07-03,2887
2017-07-04,2884
2017-07-05,2877
2017-07-06,2889
2017-07-07,2835
2017-07-08,2838
2017-07-13,2900
2017-07-14,2900
2017-07-15,2918
2017-07-16,2871
2017-07-17,2886
2017-07-18,2891
2017-07-19,2908
2017-07-20,2905
2017-07-21,2894
2017-07-22,2845
2017-07-23,2899
2017-07-24,2894
2017-07-25,2896
2017-07-26,2891
2017-07-27,2907
2017-07-28,2902
2017-07-29,2905
2017-07-30,2892
2017-07-31,2880
2017-08-01,2907
2017-08-02,2909
2017-08-03,2911
2017-08-04,2915
2017-08-05,2891
2017-08-06,2847
2017-08-09,2874
2017-08-10,2872
2017-08-11,2874
2017-08-12,2867
2017-08-13,2904
2017-08-14,2882
2017-08-15,2899
2017-08-16,2895
2017-08-17,2905
2017-08-18,2863
2017-08-19,2869
2017-08-20,2846
2017-08-21,2867
2017-08-22,2890
2017-08-23,2898
2017-08-24,2890
2017-08-25,2898
2017-08-26,2880
2017-08-27,2872
2017-08-28,2885
2017-08-29,2879
2017-08-30,2891
2017-08-31,2880
2017-09-01,2874
2017-09-02,2832
2017-09-03,2840
2017-09-04,2870
2017-09-05,2890
2017-09-06,2888
2017-09-07,2878
2017-09-08,2868
2017-09-09,2867
2017-09-10,2882
2017-09-11,2903
2017-09-12,2865
2017-09-13,2886
2017-09-14,2883
2017-09-15,2877
2017-09-16,2863
2017-09-17,2862
2017-09-19,2885
2017-09-20,2887
2017-09-21,2910
2017-09-22,2878
2017-09-23,2864
2017-09-24,2879
2017-09-25,2863
2017-09-26,2879
2017-09-27,2895
2017-09-28,2904
2017-09-29,2901
2017-09-30,2881
2017-10-01,2884
2017-10-02,2895
2017-10-03,2884
2017-10-04,2883
2017-10-05,2886
2017-10-06,2865
2017-10-07,2865
2017-10-08,2884
2017-10-09,2873
2017-10-10,2847
2017-10-11,2885
2017-10-12,2891
2017-10-13,2874
2017-10-14,2889
2017-10-15,2894
2017-10-16,2884
2017-10-17,2872
2017-10-18,2859
2017-10-19,2889
2017-10-20,2891
2017-10-21,2878
2017-10-22,2838
2017-10-23,2879
2017-10-24,2874
2017-10-25,2857
2017-10-26,2899
2017-10-27,2851
2017-10-28,2824
2017-10-29,2860
2017-10-30,2886
2017-10-31,2892
2017-11-01,2861
2017-11-02,2877
2017-11-03,2881
2017-11-04,2853
2017-11-05,2877
2017-11-06,2869
2017-11-07,2878
2017-11-08,2874
2017-11-09,2889
2017-11-10,2857
2017-11-11,2857
2017-11-12,2881
2017-11-13,2882
2017-11-14,2888
2017-11-15,2859
2017-11-16,2858
2017-11-17,2838
2017-11-18,2862
2017-11-19,2839
2017-11-20,2826
2017-11-21,2866
2017-11-22,2861
2017-11-23,2841
2017-11-24,2875
2017-11-25,2829
2017-11-26,2863
2017-11-27,2857
2017-11-28,2835
2017-11-29,2858
2017-11-30,2880
2017-12-01,2881
2017-12-02,2879
2017-12-03,2839
2017-12-04,2870
2017-12-05,2815
2017-12-06,2869
2017-12-07,2869
2017-12-08,2831
2017-12-09,2837
2017-12-10,2852
2017-12-11,2859
2017-12-12,2884
2017-12-14,2888
2017-12-15,2866
2017-12-17,2874
2017-12-18,2851
2017-12-19,2878
2017-12-20,2862
2017-12-21,2882
2017-12-22,2854
2017-12-23,2860
2017-12-24,2860
2017-12-25,2883
2017-12-26,2866
2017-12-27,2860
2017-12-28,2875
2017-12-29,2842
2017-12-30,2848
2017-12-31,2853
2018-01-01,2795
2018-01-02,2769
2018-01-03,2809
2018-01-04,2801
2018-01-05,2840
2018-01-06,2799
2018-01-07,2824
2018-01-08,2809
2018-01-09,2829
2018-01-10,2822
2018-01-11,2858
2018-01-12,2842
2018-01-13,2835
2018-01-14,2827
2018-01-15,2822
2018-01-16,2865
2018-01-17,2844
2018-01-18,2865
2018-01-19,2861
2018-01-20,2845
2018-01-21,2840
2018-01-22,2821
2018-01-23,2848
2018-01-25,2753
2018-01-26,2776
2018-01-27,2801
2018-01-28,2844
2018-01-29,2875
2018-01-31,2847
2018-02-01,2814
2018-02-02,2871
2018-02-03,2878
2018-02-04,2883
2018-02-05,2886
2018-02-06,2891
2018-02-07,2884
2018-02-08,2873
2018-02-09,2868
2018-02-10,2849
2018-02-11,2824
2018-02-12,2830
2018-02-13,2838
2018-02-14,2864
2018-02-15,2858
2018-02-16,2850
2018-02-17,2837
2018-02-18,2773
2018-02-19,2783
2018-02-20,2813
2018-02-21,2810
2018-02-22,2832
2018-02-23,2852
2018-02-24,2792
2018-02-25,2824
2018-02-26,2856
2018-02-27,2865
2018-03-01,2861
2018-03-02,2867
2018-03-03,2827
2018-03-04,2840
2018-03-05,2866
2018-03-06,2868
2018-03-07,2868
2018-03-08,2826
2018-03-09,2813
2018-03-10,2824
2018-03-11,2820
2018-03-12,2846
2018-03-13,2851
2018-03-14,2846
2018-03-15,2851
2018-03-16,2827
2018-03-17,2827
2018-03-18,2810
2018-03-19,2828
2018-03-20,2869
2018-03-21,2854
2018-03-23,2854
2018-03-24,2856
2018-03-26,2857
2018-03-27,2862
2018-03-28,2873
2018-03-29,2884
2018-03-30,2886
2018-03-31,2880
2018-04-01,2858
2018-04-02,2875
2018-04-03,2878
2018-04-04,2850
2018-04-05,2902
2018-04-06,2885
2018-04-07,2881
2018-04-08,2895
2018-04-09,2880
2018-04-10,2827
2018-04-11,2876
2018-04-12,2861
2018-04-13,2891
2018-04-14,2876
2018-04-15,2861
2018-04-16,2828
2018-04-17,2859
2018-04-18,2890
2018-04-19,2871
2018-04-20,2889
2018-04-21,2873
2018-04-22,2873
2018-04-23,2888
2018-04-24,2876
2018-04-25,2845
2018-04-26,2864
2018-04-27,2852
2018-04-28,2822
2018-04-29,2883
2018-04-30,2893
2018-05-01,2898
2018-05-04,2897
2018-05-05,2882
2018-05-06,2804
2018-05-07,2833
2018-05-08,2820
2018-05-09,2850
2018-05-10,2841
2018-05-11,2830
2018-05-12,2857
2018-05-13,2845
2018-05-14,2884
2018-05-15,2869
2018-05-16,2878
2018-05-17,2838
2018-05-18,2848
2018-05-19,2865
2018-05-20,2869
2018-05-21,2881
2018-05-22,2828
2018-05-23,2858
2018-05-24,2911
2018-05-25,2888
2018-05-26,2822
2018-05-27,2766
2018-05-28,2835
2018-05-29,2862
2018-05-30,2896
2018-05-31,2875
2018-06-01,2889
2018-06-02,2872
2018-06-03,2834
2018-06-04,2839
2018-06-05,2840
2018-06-06,2883
2018-06-07,2855
2018-06-08,2837
2018-06-09,2829
2018-06-10,2824
2018-06-11,2831
2018-06-12,2848
2018-06-13,2856
2018-06-14,2821
2018-06-15,2797
2018-06-16,2872
2018-06-17,2831
2018-06-18,2830
2018-06-19,2846
2018-06-20,2864
2018-06-21,2878
2018-06-22,2839
2018-06-23,2838
2018-06-24,2829
2018-06-25,2829
2018-06-26,2773
2018-06-27,2851
2018-06-28,2845
2018-06-29,2843
2018-06-30,2830
2018-07-01,2817
2018-07-02,2856
2018-07-03,2857
2018-07-04,2844
2018-07-05,2858
2018-07-06,2856
2018-07-07,2857
2018-07-08,2839
2018-07-09,2848
2018-07-10,2830
2018-07-11,2837
2018-07-12,2830
2018-07-13,2857
2018-07-14,2836
2018-07-15,2833
2018-07-16,2847
2018-07-17,2842
2018-07-18,2828
2018-07-19,2815
2018-07-20,2844
2018-07-21,2841
2018-07-22,2837
2018-07-23,2836
2018-07-24,2822
2018-07-25,2798
2018-07-26,2813
2018-07-27,2822
2018-07-28,2813
2018-07-29,2840
2018-07-30,2827
2018-07-31,2817
2018-08-01,2767
2018-08-02,2808
2018-08-03,2803
2018-08-04,2826
2018-08-05,2838
2018-08-06,2825
2018-08-07,2811
2018-08-08,2860
2018-08-09,2808
2018-08-10,2792
2018-08-11,2772
2018-08-12,2750
2018-08-14,2753
2018-08-16,2739
2018-08-17,2793
2018-08-18,2776
2018-08-19,2754
2018-08-20,2802
2018-08-21,2764
2018-08-22,2797
2018-08-23,2804
2018-08-24,2793
2018-08-25,2760
2018-08-26,2768
2018-08-27,2790
2018-08-28,2802
2018-08-29,2773
2018-08-30,2759
2018-08-31,2799
2018-09-01,2799
2018-09-02,2760
2018-09-03,2775
2018-09-04,2780
2018-09-05,2778
2018-09-06,2805
2018-09-07,2819
2018-09-08,2803
2018-09-09,2802
2018-09-10,2813
2018-09-11,2792
2018-09-12,2831
2018-09-13,2854
2018-09-14,2845
2018-09-15,2829
2018-09-16,2862
2018-09-17,2870
2018-09-18,2859
2018-09-19,2802
2018-09-20,2834
2018-09-21,2828
2018-09-22,2831
2018-09-23,2818
2018-09-24,2850
2018-09-25,2848
2018-09-26,2857
2018-09-27,2842
2018-09-28,2857
2018-09-29,2799
2018-09-30,2813
2018-10-02,2803
2018-10-03,2810
2018-10-04,2819
2018-10-05,2824
2018-10-06,2797
2018-10-07,2819
2018-10-08,2795
2018-10-09,2793
2018-10-10,2816
2018-10-11,2832
2018-10-12,2833
2018-10-13,2808
2018-10-14,2773
2018-10-15,2809
2018-10-16,2804
2018-10-17,2831
2018-10-18,2814
2018-10-19,2822
2018-10-20,2825
2018-10-21,2794
2018-10-22,2839
2018-10-23,2843
2018-10-24,2848
2018-10-25,2853
2018-10-26,2850
2018-10-27,2837
2018-10-28,2830
2018-10-29,2798
2018-10-30,2796
2018-10-31,2831
2018-11-01,2850
2018-11-03,2849
2018-11-04,2815
2018-11-05,2822
2018-11-06,2853
2018-11-07,2850
2018-11-08,2842
2018-11-09,2850
2018-11-10,2850
2018-11-11,2799
2018-11-12,2832
2018-11-13,2839
2018-11-14,2792
2018-11-15,2814
2018-11-16,2777
2018-11-17,2789
2018-11-18,2768
2018-11-19,2811
2018-11-20,2797
2018-11-21,2818
2018-11-22,2813
2018-11-23,2772
2018-11-24,2789
2018-11-25,2825
2018-11-26,2826
2018-11-27,2850
2018-11-28,2843
2018-11-29,2838
2018-12-01,2828
2018-12-02,2816
2018-12-03,2848
2018-12-04,2851
2018-12-05,2812
2018-12-07,2814
2018-12-09,2837
2018-12-10,2825
2018-12-11,2851
2018-12-12,2857
2018-12-13,2857
2018-12-14,2845
2018-12-15,2845
2018-12-16,2836
2018-12-17,2870
2018-12-18,2850
2018-12-19,2840
2018-12-20,2849
2018-12-21,2862
2018-12-22,2854
2018-12-23,2845
2018-12-24,2858
2018-12-25,2856
2018-12-26,2827
2018-12-27,2836
2018-12-28,2836
2018-12-29,2838
2018-12-30,2831
2018-12-31,2810
2019-01-01,2759
2019-01-02,2789
2019-01-03,2812
2019-01-04,2819
2019-01-05,2828
2019-01-06,2819
2019-01-08,2829
2019-01-10,2837
2019-01-11,2844
2019-01-12,2846
2019-01-13,2790
2019-01-14,2798
2019-01-15,2817
2019-01-16,2829
2019-01-17,2834
2019-01-18,2815
2019-01-19,2780
2019-01-20,2818
2019-01-21,2827
2019-01-22,2826
2019-01-23,2810
2019-01-24,2830
2019-01-25,2834
2019-01-26,2826
2019-01-27,2787
2019-01-29,2811
2019-01-30,2821
2019-01-31,2830
2019-02-01,2841
2019-02-02,2841
2019-02-03,2813
2019-02-04,2778
2019-02-05,2805
2019-02-06,2770
2019-02-07,2799
2019-02-08,2799
2019-02-09,2790
2019-02-10,2790
2019-02-11,2825
2019-02-12,2809
2019-02-13,2811
2019-02-14,2810
2019-02-15,2811
2019-02-16,2813
2019-02-17,2780
2019-02-18,2780
2019-02-19,2823
2019-02-20,2813
2019-02-21,2829
2019-02-22,2838
2019-02-23,2814
2019-02-24,2819
2019-02-25,2820
2019-02-26,2813
2019-02-27,2825
2019-02-28,2799
2019-03-01,2824
2019-03-02,2794
2019-03-03,2809
2019-03-04,2809
2019-03-05,2838
2019-03-06,2846
2019-03-07,2830
2019-03-08,2805
2019-03-09,2836
2019-03-10,2794
2019-03-11,2824
2019-03-12,2827
2019-03-13,2835
2019-03-14,2841
2019-03-15,2815
2019-03-16,2822
2019-03-17,2795
2019-03-18,2819
2019-03-19,2822
2019-03-20,2821
2019-03-21,2813
2019-03-22,2823
2019-03-23,2814
2019-03-24,2808
2019-03-25,2809
2019-03-26,2824
2019-03-27,2821
2019-03-28,2833
2019-03-29,2805
2019-03-30,2789
2019-03-31,2779
2019-04-01,2766
2019-04-02,2782
2019-04-03,2801
2019-04-04,2791
2019-04-05,2775
2019-04-06,2777
2019-04-07,2767
