date_obj,Karil's%20crossbow price
2019-04-04,154015
2019-04-05,153704
2019-04-06,153629
2019-04-07,147842
2019-04-08,145727
2019-04-09,143361
2019-04-10,145178
2019-04-11,143579
2019-04-12,140629
2019-04-13,142526
2019-04-14,145112
2019-04-15,151429
2019-04-16,146468
2019-04-17,146772
2019-04-18,144876
2019-04-19,145186
2019-04-20,144079
2019-04-21,143049
2019-04-22,144507
2019-04-23,146876
2019-04-24,148977
2019-04-25,147825
2019-04-26,145021
2019-04-27,144200
2019-04-28,146181
2019-04-29,147153
2019-04-30,144545
2019-05-01,143962
2019-05-02,144221
2019-05-03,145249
2019-05-04,144140
2019-05-05,145431
2019-05-06,144677
2019-05-07,146100
2019-05-08,146239
2019-05-09,145910
2019-05-10,146145
2019-05-11,145044
2019-05-12,143822
2019-05-13,144686
2019-05-14,144874
2019-05-15,144911
2019-05-16,145447
2019-05-17,144127
2019-05-18,145197
2019-05-19,145639
2019-05-20,146707
2019-05-21,146774
2019-05-22,147516
2019-05-23,147069
2019-05-24,145768
2019-05-25,148512
2019-05-26,152101
2019-05-27,149487
2019-05-28,148388
2019-05-29,150798
2019-05-30,150596
2019-05-31,147086
2019-06-01,150244
2019-06-02,157440
2019-06-03,164627
2019-06-04,171806
2019-06-05,168853
2019-06-06,166389
2019-06-07,163357
2019-06-08,157681
2019-06-09,151617
2019-06-10,151586
2019-06-11,153012
2019-06-12,159859
2019-06-13,159662
2019-06-14,160529
2019-06-15,158354
2019-06-16,156352
2019-06-17,157755
2019-06-18,152927
2019-06-19,152293
2019-06-20,150410
2019-06-21,152679
2019-06-22,151053
2019-06-23,149821
2019-06-24,150970
2019-06-25,148714
2019-06-26,150569
2019-06-27,152710
2019-06-28,150147
2019-06-29,152862
2019-06-30,151824
2019-07-01,155457
2019-07-02,151955
2019-07-03,151318
2019-07-04,149607
2019-07-05,150688
2019-07-06,149844
2019-07-07,148513
2019-07-08,148979
2019-07-09,149602
2019-07-10,146003
2019-07-11,145756
2019-07-12,146014
2019-07-13,147739
2019-07-14,148811
2019-07-15,150831
2019-07-16,150211
2019-07-17,146815
2019-07-18,145778
2019-07-19,145658
2019-07-20,148288
2019-07-21,148629
2019-07-22,146802
2019-07-23,149446
2019-07-24,147276
2019-07-25,149613
2019-07-26,147167
2019-07-27,147222
2019-07-28,150958
2019-07-29,148205
2019-07-30,145861
2019-07-31,149618
2019-08-01,153632
2019-08-02,148695
2019-08-03,148971
2019-08-04,148885
2019-08-05,148313
2019-08-06,149290
2019-08-07,149596
2019-08-08,149967
2019-08-09,147650
2019-08-10,150965
2019-08-11,148383
2019-08-12,149420
2019-08-13,149843
2019-08-14,149609
2019-08-15,148027
2019-08-16,151656
2019-08-17,154975
2019-08-18,150720
2019-08-19,151524
2019-08-20,154872
2019-08-21,152121
2019-08-22,150697
2019-08-23,152327
2019-08-24,152033
2019-08-24,152033
2019-08-25,153326
2019-08-25,153326
2019-08-26,155163
2019-08-26,155163
2019-08-27,152677
2019-08-27,152677
2019-08-28,149860
2019-08-29,148498
2019-08-30,149316
2019-08-31,152322
2019-09-01,152420
2019-09-02,149495
2019-09-03,149471
2019-09-04,148861
2019-09-05,149879
2019-09-06,152837
2019-09-07,156433
2019-09-08,153118
2019-09-09,152246
2019-09-10,154713
2019-09-11,153655
2019-09-12,150525
2019-09-13,150874
2019-09-14,151541
2019-09-15,153669
2019-09-16,155277
2019-09-17,152672
2019-09-18,153590
2019-09-19,157450
2019-09-20,157362
2019-09-21,162084
2019-09-22,167529
2019-09-23,166961
2019-09-24,167100
2019-09-25,164393
2019-09-26,160102
2019-09-27,158815
2019-09-28,157618
2019-09-29,153939
2019-09-30,160035
2019-10-01,159724
2019-10-02,165363
2019-10-03,162828
2019-10-04,159826
2019-10-05,156454
2019-10-06,159864
2019-10-07,158958
2019-10-08,157614
2019-10-09,155008
2019-10-10,159293
2019-10-11,165789
2019-10-12,167787
2019-10-13,160948
2019-10-14,155389
2019-10-15,154455
2019-10-16,157679
2019-10-17,157024
2019-10-18,160510
2019-10-19,162418
2019-10-20,155611
2019-10-21,153088
2019-10-22,150711
2019-10-23,146539
2019-10-24,143586
2019-10-25,137841
2019-10-26,135446
2019-10-27,138954
2019-10-28,142095
2019-10-29,144776
2019-10-30,146896
2019-10-31,148838
2019-11-01,144503
2019-11-02,145612
2019-11-03,147358
2019-11-04,143679
2019-11-05,144222
2019-11-06,145179
2019-11-07,144540
2019-11-08,145869
2019-11-09,146858
2019-11-10,145660
2019-11-11,145184
2019-11-12,148285
2019-11-13,151760
2019-11-14,153008
2019-11-15,152343
2019-11-16,148195
2019-11-17,143428
2019-11-18,143155
2019-11-19,147351
2019-11-20,148167
2019-11-21,148984
2019-11-22,144870
2019-11-23,143153
2019-11-24,143983
2019-11-25,144509
2019-11-26,148084
2019-11-27,150678
2019-11-28,154401
2019-11-29,157048
2019-11-30,162766
2019-12-01,160445
2019-12-02,158254
2019-12-03,158270
2019-12-04,163982
2019-12-05,168004
2019-12-06,169005
2019-12-07,171438
2019-12-08,167548
2019-12-09,162350
2019-12-10,158166
2019-12-11,158743
2019-12-12,152000
2019-12-13,149358
2019-12-14,148522
2019-12-15,151967
2019-12-16,150701
2019-12-17,152224
2019-12-18,157903
2019-12-19,162599
2019-12-20,169545
2019-12-21,175400
2019-12-22,173835
2019-12-23,177655
2019-12-24,174018
2019-12-25,168731
2019-12-26,166519
2019-12-27,159246
2019-12-28,162531
2019-12-29,160155
2019-12-30,165581
2019-12-31,165507
2020-01-01,170648
2020-01-02,170113
2020-01-03,174648
2020-01-04,172554
2020-01-05,174440
2020-01-06,167661
2020-01-07,160217
2020-01-08,155711
2020-01-09,152692
2020-01-10,148539
2020-01-11,145312
2020-01-12,145876
2020-01-13,148224
2020-01-14,151724
2020-01-15,157396
2020-01-16,155516
2020-01-17,151430
2020-01-18,152620
2020-01-19,157142
2020-01-20,164910
2020-01-21,165755
2020-01-22,163176
2020-01-23,160247
2020-01-24,158788
2020-01-25,156648
2020-01-26,152632
2020-01-27,150067
2020-01-28,148381
2020-01-29,146155
2020-01-30,149183
2020-01-31,151617
2020-02-01,150283
2020-02-02,148414
2020-02-03,149451
2020-02-04,150060
2020-02-05,152994
2020-02-06,152039
2020-02-07,148993
2020-02-08,144538
2020-02-09,145069
2020-02-10,146010
2020-02-11,144380
2020-02-12,146714
2020-02-13,146202
2020-02-14,149687
2020-02-15,147506
2020-02-16,145538
2020-02-17,147575
2020-02-18,144961
2020-02-19,145063
2020-02-20,145891
2020-02-21,145646
2020-02-22,146727
2020-02-23,150675
2020-02-24,149860
2020-02-25,147666
2020-02-26,146479
2020-02-27,146580
2020-02-28,148735
2020-02-29,146492
2020-03-01,147726
2020-03-02,149543
2020-03-03,148256
2020-03-04,149026
2020-03-05,150794
2020-03-06,149285
2020-03-07,148803
2020-03-08,148773
2020-03-09,148349
2020-03-10,147308
2020-03-11,148752
2020-03-12,154424
2020-03-13,151031
2020-03-14,149402
2020-03-15,149740
2020-03-16,154041
2020-03-17,152584
2020-03-18,150863
2020-03-19,156255
2020-03-20,150731
2020-03-21,147926
2020-03-22,150385
2020-03-23,149482
2020-03-24,151213
2020-03-25,150660
2020-03-26,153393
2020-03-27,148486
2020-03-28,143602
2020-03-29,140594
2020-03-30,144497
2020-03-31,151403
2020-04-01,158684
2020-04-02,155571
2020-04-03,148144
2020-04-04,143985
2020-04-05,143565
2020-04-06,143530
2020-04-07,143231
2020-04-08,142776
2020-04-09,139753
2020-04-10,140422
2020-04-11,142897
2020-04-12,141507
2020-04-13,139608
2020-04-14,136334
2020-04-15,135029
2020-04-16,132508
2020-04-17,133490
2020-04-18,131947
2020-04-19,130375
2020-04-20,131998
2020-04-21,133804
2020-04-22,137168
2020-04-23,140741
2020-04-24,137498
2020-04-25,143117
2020-04-26,141920
2020-04-27,144494
2020-04-28,145885
2020-04-29,149726
2020-04-30,147119
2020-05-01,148665
2020-05-02,148672
2020-05-03,148697
2020-05-04,144336
2020-05-05,144474
2020-05-06,143294
2020-05-07,142203
2020-05-08,140238
2020-05-09,135923
2020-05-10,134750
2020-05-11,131942
2020-05-12,129097
2020-05-13,126262
