date_obj,Karil's%20crossbow price
2015-03-26,226625
2015-03-27,226625
2015-03-28,221321
2015-03-29,214581
2015-03-30,209081
2015-03-31,202754
2015-04-01,200618
2015-04-02,205037
2015-04-03,210401
2015-04-04,205353
2015-04-05,200843
2015-04-06,199274
2015-04-07,196085
2015-04-08,195847
2015-04-09,189961
2015-04-10,187638
2015-04-11,188630
2015-04-12,188997
2015-04-13,188808
2015-04-14,185747
2015-04-15,183371
2015-04-16,178673
2015-04-17,174459
2015-04-18,167712
2015-04-19,161546
2015-04-20,156993
2015-04-21,155178
2015-04-22,153395
2015-04-23,155332
2015-04-24,163083
2015-04-25,171119
2015-04-26,179367
2015-04-27,185921
2015-04-28,180176
2015-04-29,180176
2015-04-30,174063
2015-05-01,170151
2015-05-02,174999
2015-05-03,174999
2015-05-04,179995
2015-05-05,176972
2015-05-06,174188
2015-05-07,166395
2015-05-08,167765
2015-05-09,168928
2015-05-10,162612
2015-05-11,162612
2015-05-12,161291
2015-05-13,167891
2015-05-14,173368
2015-05-15,179507
2015-05-16,184842
2015-05-17,184460
2015-05-18,175829
2015-05-19,167873
2015-05-20,167873
2015-05-21,163649
2015-05-22,164351
2015-05-23,160654
2015-05-24,161165
2015-05-25,161846
2015-05-26,164348
2015-05-27,167783
2015-05-28,171140
2015-05-29,170155
2015-05-30,167505
2015-05-31,164230
2015-06-01,163402
2015-06-02,164407
2015-06-03,166825
2015-06-04,171841
2015-06-05,173049
2015-06-06,173916
2015-06-07,172364
2015-06-08,170178
2015-06-09,167776
2015-06-10,165691
2015-06-11,166590
2015-06-12,165915
2015-06-13,162158
2015-06-14,160528
2015-06-15,159313
2015-06-16,158534
2015-06-17,157466
2015-06-18,161109
2015-06-19,165703
2015-06-20,173721
2015-06-21,181896
2015-06-22,188412
2015-06-23,182376
2015-06-24,178119
2015-06-25,171302
2015-06-26,168555
2015-06-27,172963
2015-06-28,173743
2015-06-29,177593
2015-06-30,185326
2015-07-01,194593
2015-07-02,204136
2015-07-03,198253
2015-07-04,194196
2015-07-05,189062
2015-07-06,179907
2015-07-07,175013
2015-07-08,178276
2015-07-09,180745
2015-07-10,181032
2015-07-11,180988
2015-07-12,189192
2015-07-13,198537
2015-07-14,208359
2015-07-15,204672
2015-07-16,200401
2015-07-17,209056
2015-07-18,208514
2015-07-19,208181
2015-07-20,203992
2015-07-21,199497
2015-07-22,193853
2015-07-23,189377
2015-07-24,183387
2015-07-25,183402
2015-07-26,184272
2015-07-27,188038
2015-07-28,187598
2015-07-29,186031
2015-07-30,185773
2015-07-31,191794
2015-08-01,192685
2015-08-02,196471
2015-08-03,192342
2015-08-04,198885
2015-08-05,197447
2015-08-06,199718
2015-08-07,200854
2015-08-08,199568
2015-08-09,197336
2015-08-10,197712
2015-08-11,190253
2015-08-12,183182
2015-08-13,179013
2015-08-14,174259
2015-08-15,169692
2015-08-16,168875
2015-08-17,172837
2015-08-18,179780
2015-08-19,177753
2015-08-20,173946
2015-08-21,169750
2015-08-22,166154
2015-08-23,163045
2015-08-24,159611
2015-08-25,156097
2015-08-26,158259
2015-08-27,162608
2015-08-28,169425
2015-08-29,166077
2015-08-30,161803
2015-08-31,163941
2015-09-01,168965
2015-09-02,173263
2015-09-03,168583
2015-09-04,169475
2015-09-05,173875
2015-09-06,177981
2015-09-07,180996
2015-09-08,186279
2015-09-09,190388
2015-09-10,189032
2015-09-11,195784
2015-09-12,201041
2015-09-13,192180
2015-09-14,185789
2015-09-15,184956
2015-09-16,189223
2015-09-17,196295
2015-09-18,202154
2015-09-19,202302
2015-09-20,195652
2015-09-21,192731
2015-09-22,194918
2015-09-23,194124
2015-09-24,188140
2015-09-25,186325
2015-09-27,190666
2015-09-28,188354
2015-09-29,185358
2015-09-30,184605
2015-10-05,170829
2015-10-06,176564
2015-10-07,175207
2015-10-08,176786
2015-10-09,183626
2015-10-10,183626
2015-10-11,189694
2015-10-12,184472
2015-10-13,187293
2015-10-14,180596
2015-10-15,177495
2015-10-16,176999
2015-10-17,176999
2015-10-18,174578
2015-10-19,169479
2015-10-20,170153
2015-10-22,176088
2015-10-23,172711
2015-10-24,175991
2015-10-25,179230
2015-10-26,178000
2015-10-27,173449
2015-10-29,179616
2015-10-30,185863
2015-10-31,194565
2015-11-01,195152
2015-11-02,193464
2015-11-03,194888
2015-11-04,189392
2015-11-05,187102
2015-11-06,186042
2015-11-07,188652
2015-11-08,194473
2015-11-09,203921
2015-11-10,213850
2015-11-11,224175
2015-11-12,235331
2015-11-13,247095
2015-11-14,257946
2015-11-15,267900
2015-11-16,278480
2015-11-17,289527
2015-11-18,298569
2015-11-19,309969
2015-11-20,317591
2015-11-21,317591
2015-11-22,330086
2015-11-23,330086
2015-11-24,338876
2015-11-25,340094
2015-11-26,345505
2015-11-27,348234
2015-11-28,341903
2015-11-29,346489
2015-11-30,338903
2015-12-01,331061
2015-12-02,321464
2015-12-03,316505
2015-12-04,312226
2015-12-05,307385
2015-12-06,302193
2015-12-07,305962
2015-12-08,302698
2015-12-09,302371
2015-12-10,308601
2015-12-11,303694
2015-12-12,297763
2015-12-13,295571
2015-12-14,300878
2015-12-15,298868
2015-12-16,298812
2015-12-17,301159
2015-12-18,308333
2015-12-19,321370
2015-12-20,332351
2015-12-21,339767
2015-12-22,352300
2015-12-23,349227
2015-12-24,352283
2015-12-25,346330
2015-12-26,361995
2015-12-27,369552
2015-12-28,364937
2015-12-29,363424
2015-12-30,349618
2015-12-31,333801
2016-01-01,320141
2016-01-02,312092
2016-01-03,307206
2016-01-04,313824
2016-01-05,313218
2016-01-06,308490
2016-01-07,304271
2016-01-08,301978
2016-01-09,296898
2016-01-10,290975
2016-01-11,280248
2016-01-12,273476
2016-01-13,269408
2016-01-14,268405
2016-01-15,266501
2016-01-16,267872
2016-01-17,275438
2016-01-18,284087
2016-01-19,280143
2016-01-20,271480
2016-01-21,258173
2016-01-22,245538
2016-01-23,234920
2016-01-24,223872
2016-01-25,221785
2016-01-26,222051
2016-01-27,231771
2016-01-28,238470
2016-01-29,231755
2016-01-30,228340
2016-01-31,229385
2016-02-01,225454
2016-02-02,218255
2016-02-03,216237
2016-02-04,224570
2016-02-05,221575
2016-02-06,213069
2016-02-07,205384
2016-02-08,201726
2016-02-09,208246
2016-02-10,217955
2016-02-11,227139
2016-02-12,237095
2016-02-13,247948
2016-02-14,248322
2016-02-15,250366
2016-02-16,247546
2016-02-17,239534
2016-02-18,233927
2016-02-19,231043
2016-02-20,226044
2016-02-21,219013
2016-02-22,210190
2016-02-23,208272
2016-02-24,210139
2016-02-25,208794
2016-02-26,214225
2016-02-27,207531
2016-02-28,205944
2016-02-29,203404
2016-03-01,197591
2016-03-02,195508
2016-03-03,202176
2016-03-04,204546
2016-03-05,200235
2016-03-06,199648
2016-03-07,192725
2016-03-08,192495
2016-03-09,191213
2016-03-10,192793
2016-03-11,194467
2016-03-12,195499
2016-03-13,195117
2016-03-14,193850
2016-03-15,188544
2016-03-16,182450
2016-03-17,181928
2016-03-18,184086
2016-03-19,180980
2016-03-20,177778
2016-03-21,175537
2016-03-22,176385
2016-03-23,183625
2016-03-24,184977
2016-03-25,189415
2016-03-26,188007
2016-03-27,192057
2016-03-28,189718
2016-03-29,187603
2016-03-30,191809
2016-03-31,190493
2016-04-01,186798
2016-04-02,182983
2016-04-03,178882
2016-04-04,180786
2016-04-05,176086
2016-04-06,170995
2016-04-07,172998
2016-04-08,177089
2016-04-09,180624
2016-04-10,178720
2016-04-11,178720
2016-04-12,179518
2016-04-13,179630
2016-04-14,176657
2016-04-15,180828
2016-04-16,183264
2016-04-17,185124
2016-04-18,186750
2016-04-19,182924
2016-04-20,178754
2016-04-21,178199
2016-04-22,178740
2016-04-23,180898
2016-04-24,179516
2016-04-25,182402
2016-04-26,187371
2016-04-27,182491
2016-04-28,175573
2016-04-29,173235
2016-04-30,176892
2016-05-01,176669
2016-05-02,177184
2016-05-03,176876
2016-05-04,175563
2016-05-05,174801
2016-05-06,176365
2016-05-07,175451
2016-05-08,173606
2016-05-09,176305
2016-05-10,177143
2016-05-11,174075
2016-05-12,172035
2016-05-13,168933
2016-05-14,164853
2016-05-15,158450
2016-05-16,154662
2016-05-17,160221
2016-05-18,167352
2016-05-19,166082
2016-05-22,159779
2016-05-23,156492
2016-05-24,158698
2016-05-25,160236
2016-05-26,159458
2016-05-27,160918
2016-05-28,161372
2016-05-29,162466
2016-05-30,160990
2016-05-31,161478
2016-06-01,161674
2016-06-02,166920
2016-06-03,172575
2016-06-04,181078
2016-06-05,178953
2016-06-06,172434
2016-06-07,171697
2016-06-08,170633
2016-06-09,175629
2016-06-10,180850
2016-06-11,177202
2016-06-12,173538
2016-06-13,172131
2016-06-14,177691
2016-06-15,175954
2016-06-16,177320
2016-06-17,183691
2016-06-18,189986
2016-06-19,195337
2016-06-20,198527
2016-06-21,197095
2016-06-22,201878
2016-06-23,198919
2016-06-24,198053
2016-06-25,199119
2016-06-26,201668
2016-06-27,199882
2016-06-28,198931
2016-06-29,196786
2016-06-30,197242
2016-07-01,199306
2016-07-02,204566
2016-07-03,212319
2016-07-04,222415
2016-07-05,228240
2016-07-06,225044
2016-07-07,222158
2016-07-08,215341
2016-07-09,211314
2016-07-10,206109
2016-07-11,199005
2016-07-12,200291
2016-07-13,202965
2016-07-14,202666
2016-07-15,202186
2016-07-16,199865
2016-07-17,193179
2016-07-18,185421
2016-07-23,184428
2016-07-24,185023
2016-07-25,185340
2016-07-26,184746
2016-07-27,181534
2016-07-28,176822
2016-07-29,171899
2016-07-30,176489
2016-07-31,171581
2016-08-01,178429
2016-08-02,181121
2016-08-03,177133
2016-08-04,174471
2016-08-05,171179
2016-08-06,164241
2016-08-07,166858
2016-08-08,172338
2016-08-09,174324
2016-08-10,172531
2016-08-11,170394
2016-08-12,167622
2016-08-13,165685
2016-08-14,163129
2016-08-15,165267
2016-08-16,170069
2016-08-17,168589
2016-08-18,169158
2016-08-19,164313
2016-08-20,164816
2016-08-21,166732
2016-08-22,162603
2016-08-23,157852
2016-08-24,163008
2016-08-25,165950
2016-08-26,165950
2016-08-28,174974
2016-08-31,181207
2016-09-01,176300
2016-09-02,176300
2016-09-03,169757
2016-09-04,164786
2016-09-05,169861
2016-09-06,172879
2016-09-07,178395
2016-09-08,175118
2016-09-09,177239
2016-09-10,177584
2016-09-11,183550
2016-09-12,179555
2016-09-13,179249
2016-09-14,177248
2016-09-15,173832
2016-09-16,170016
2016-09-17,171965
2016-09-18,175102
2016-09-19,174757
2016-09-20,174440
2016-09-21,176962
2016-09-22,176354
2016-09-23,176178
2016-09-24,176178
2016-09-25,174012
2016-09-26,173974
2016-09-27,175583
2016-09-28,179545
2016-09-29,182731
2016-09-30,185912
2016-10-01,188431
2016-10-02,186879
2016-10-03,185623
2016-10-04,183485
2016-10-05,180524
2016-10-06,177662
2016-10-07,172797
2016-10-08,169880
2016-10-09,170160
2016-10-10,169240
2016-10-11,168575
2016-10-12,173622
2016-10-13,175932
2016-10-14,178902
2016-10-15,187848
2016-10-16,196796
2016-10-17,206325
2016-10-18,216642
2016-10-19,226569
2016-10-20,225316
2016-10-21,225210
2016-10-22,220009
2016-10-23,225907
2016-10-24,223922
2016-10-25,220312
2016-10-26,221192
2016-10-27,227073
2016-10-28,232646
2016-10-29,231599
2016-10-30,237716
2016-10-31,233746
2016-11-01,229015
2016-11-02,235350
2016-11-03,238345
2016-11-04,243060
2016-11-05,249614
2016-11-06,243676
2016-11-07,232283
2016-11-08,230726
2016-11-09,227607
2016-11-10,225862
2016-11-11,223583
2016-11-12,224494
2016-11-13,217249
2016-11-14,211947
2016-12-07,172825
2016-12-08,174821
2016-12-09,172793
2016-12-10,175341
2016-12-11,174968
2016-12-12,174298
2016-12-13,172322
2016-12-14,173570
2016-12-15,175694
2016-12-16,173014
2016-12-17,173309
2016-12-18,169186
2016-12-19,165404
2016-12-20,164250
2016-12-21,162574
2016-12-22,164976
2016-12-23,163567
2016-12-24,165680
2016-12-25,165642
2016-12-26,167744
2016-12-27,165728
2016-12-28,165353
2016-12-29,165632
2016-12-30,167242
2016-12-31,168185
2017-01-01,168064
2017-01-02,166669
2017-01-03,166595
2017-01-04,167745
2017-01-05,168689
2017-01-06,169114
2017-01-07,168125
2017-01-08,171228
2017-01-09,173657
2017-01-10,169339
2017-01-11,173696
2017-01-12,173841
2017-01-13,172566
2017-01-14,171597
2017-01-15,169813
2017-01-16,171623
2017-01-17,172338
2017-01-18,172076
2017-01-19,171004
2017-01-20,168940
2017-01-21,166959
2017-01-22,162638
2017-01-27,150347
2017-01-28,150764
2017-01-29,154458
2017-01-30,154890
2017-01-31,159597
2017-02-01,165409
2017-02-02,163440
2017-02-03,159523
2017-02-04,157427
2017-02-05,158415
2017-02-06,159101
2017-02-07,162507
2017-02-08,161316
2017-02-09,160263
2017-02-10,163007
2017-02-11,161704
2017-02-12,163845
2017-02-13,171934
2017-02-14,180531
2017-02-15,189558
2017-02-16,197537
2017-02-18,198084
2017-02-19,191537
2017-02-20,183998
2017-02-21,181638
2017-02-22,185364
2017-02-23,180958
2017-02-24,175410
2017-02-25,177707
2017-02-26,176045
2017-02-27,176627
2017-02-28,176222
2017-03-01,171988
2017-03-02,171420
2017-03-03,171611
2017-03-04,170490
2017-03-05,168018
2017-03-06,164236
2017-03-07,168976
2017-03-08,169906
2017-03-09,174832
2017-03-10,178511
2017-03-11,183758
2017-03-12,187266
2017-03-13,182714
2017-03-14,177129
2017-03-15,173153
2017-03-16,170998
2017-03-17,175683
2017-03-18,180149
2017-03-19,181372
2017-03-20,172993
2017-03-21,164719
2017-03-22,161076
2017-03-23,161320
2017-03-24,167908
2017-03-25,174340
2017-03-26,178064
2017-03-27,178114
2017-03-28,180464
2017-03-29,181839
2017-03-30,184090
2017-03-31,188930
2017-04-01,193890
2017-04-02,199696
2017-04-03,201026
2017-04-04,202799
2017-04-12,174086
2017-04-13,167629
2017-04-14,163993
2017-04-15,161533
2017-04-16,158345
2017-04-17,164046
2017-04-18,168684
2017-04-19,164103
2017-04-20,165031
2017-04-21,167245
2017-04-22,173483
2017-04-23,181697
2017-04-24,182955
2017-04-25,178117
2017-04-26,176391
2017-04-27,174575
2017-04-28,170800
2017-04-29,173522
2017-04-30,174908
2017-05-01,172773
2017-05-02,173924
2017-05-03,170290
2017-05-04,170818
2017-05-05,177173
2017-05-06,178315
2017-05-07,175356
2017-05-08,173187
2017-05-09,171629
2017-05-10,172812
2017-05-11,173654
2017-05-12,175894
2017-05-13,173293
2017-05-14,167324
2017-05-15,165105
2017-05-16,162011
2017-05-17,159920
2017-05-18,161108
2017-05-19,160646
2017-05-20,160272
2017-05-21,162956
2017-05-22,162931
2017-05-23,162136
2017-05-24,160463
2017-05-25,162491
2017-05-26,162405
2017-05-27,166790
2017-05-28,164916
2017-05-29,167322
2017-05-30,164900
2017-05-31,162013
2017-06-01,157837
2017-06-02,156564
2017-06-03,157620
2017-06-04,156198
2017-06-06,159214
2017-06-07,159659
2017-06-08,155959
2017-06-09,151003
2017-06-10,153982
2017-06-11,151866
2017-06-12,151942
2017-06-13,153906
2017-06-14,154380
2017-06-15,154943
2017-06-16,157188
2017-06-17,161239
2017-06-18,167455
2017-06-19,170326
2017-06-20,161849
2017-06-21,156225
2017-06-22,152297
2017-06-23,149575
2017-06-24,153990
2017-06-25,156538
2017-06-26,151251
2017-06-27,151776
2017-06-28,153052
2017-06-29,155228
2017-06-30,153529
2017-07-01,151343
2017-07-02,154272
2017-07-03,154697
2017-07-04,154611
2017-07-05,156512
2017-07-06,155867
2017-07-07,152648
2017-07-08,154510
2017-07-13,155449
2017-07-14,157045
2017-07-15,158308
2017-07-16,157993
2017-07-17,154553
2017-07-18,151479
2017-07-19,149302
2017-07-20,151111
2017-07-21,154696
2017-07-22,158052
2017-07-23,158624
2017-07-24,154251
2017-07-25,153101
2017-07-26,152530
2017-07-27,152963
2017-07-28,154028
2017-07-29,153118
2017-07-30,154357
2017-07-31,149584
2017-08-01,149778
2017-08-02,150112
2017-08-03,151786
2017-08-04,149309
2017-08-05,146722
2017-08-06,150596
2017-08-09,149818
2017-08-10,152536
2017-08-11,152643
2017-08-12,153720
2017-08-13,152645
2017-08-14,153800
2017-08-15,153132
2017-08-17,150358
2017-08-18,149245
2017-08-19,150485
2017-08-20,150261
2017-08-21,150949
2017-08-22,150994
2017-08-23,151151
2017-08-24,151158
2017-08-25,150558
2017-08-26,150937
2017-08-27,151862
2017-08-28,155659
2017-08-29,150349
2017-08-30,150335
2017-08-31,148299
2017-09-01,151127
2017-09-02,151368
2017-09-03,150525
2017-09-04,149913
2017-09-05,149161
2017-09-06,147631
2017-09-07,145994
2017-09-08,146394
2017-09-09,149026
2017-09-10,149950
2017-09-11,152276
2017-09-12,151658
2017-09-13,156467
2017-09-14,158193
2017-09-15,158193
2017-09-16,163662
2017-09-17,171568
2017-09-19,165312
2017-09-20,168062
2017-09-21,166548
2017-09-22,164792
2017-09-23,161267
2017-09-24,165321
2017-09-25,164173
2017-09-26,161001
2017-09-27,159131
2017-09-28,159996
2017-09-29,163370
2017-09-30,160275
2017-10-01,156443
2017-10-02,158006
2017-10-03,157551
2017-10-04,154047
2017-10-05,154182
2017-10-06,151572
2017-10-07,152503
2017-10-08,153913
2017-10-09,154401
2017-10-10,150381
2017-10-11,150319
2017-10-12,151207
2017-10-13,153403
2017-10-14,156808
2017-10-15,154991
2017-10-16,152539
2017-10-17,152131
2017-10-18,156113
2017-10-19,161343
2017-10-20,159223
2017-10-21,158416
2017-10-22,161153
2017-10-23,154924
2017-10-24,155254
2017-10-25,156866
2017-10-26,153549
2017-10-27,156993
2017-10-28,156993
2017-10-29,158146
2017-10-30,152924
2017-10-31,153462
2017-11-01,153462
2017-11-02,153789
2017-11-03,155883
2017-11-04,154192
2017-11-05,151897
2017-11-06,150725
2017-11-07,146848
2017-11-08,143413
2017-11-09,144585
2017-11-10,145750
2017-11-11,149145
2017-11-12,149039
2017-11-13,149015
2017-11-14,150025
2017-11-15,150113
2017-11-16,150033
2017-11-17,150660
2017-11-18,151170
2017-11-19,154211
2017-11-20,153785
2017-11-21,153286
2017-11-22,156849
2017-11-23,156406
2017-11-24,154346
2017-11-25,156501
2017-11-26,160255
2017-11-27,160255
2017-11-28,154807
2017-11-29,154749
2017-11-30,152154
2017-12-01,156625
2017-12-02,162486
2017-12-03,166939
2017-12-04,160180
2017-12-05,157489
2017-12-06,156741
2017-12-07,154925
2017-12-08,152377
2017-12-09,153390
2017-12-10,152104
2017-12-11,154307
2017-12-12,153544
2017-12-14,153776
2017-12-15,153352
2017-12-16,157148
2017-12-17,157718
2017-12-18,155987
2017-12-19,155099
2017-12-20,151995
2017-12-21,153299
2017-12-22,159580
2017-12-23,163139
2017-12-24,158311
2017-12-25,161855
2017-12-26,159844
2017-12-27,156991
2017-12-28,155482
2017-12-29,155280
2017-12-30,154000
2017-12-31,150940
2018-01-01,151586
2018-01-02,148357
2018-01-03,151420
2018-01-04,149960
2018-01-05,146619
2018-01-06,143706
2018-01-07,144610
2018-01-08,147593
2018-01-09,150347
2018-01-10,150070
2018-01-11,150676
2018-01-12,151226
2018-01-13,151554
2018-01-14,151154
2018-01-15,150239
2018-01-16,152701
2018-01-17,158594
2018-01-18,154304
2018-01-19,154304
2018-01-20,154255
2018-01-21,153560
2018-01-22,151755
2018-01-23,151828
2018-01-25,150407
2018-01-26,149136
2018-01-27,149291
2018-01-28,151241
2018-01-29,150940
2018-01-31,154580
2018-02-01,156299
2018-02-02,164043
2018-02-03,163618
2018-02-04,162981
2018-02-05,163454
2018-02-06,163630
2018-02-07,166794
2018-02-08,162372
2018-02-09,155275
2018-02-10,154714
2018-02-11,151042
2018-02-12,147784
2018-02-13,144457
2018-02-14,144090
2018-02-15,146664
2018-02-16,147170
2018-02-17,148939
2018-02-18,149265
2018-02-19,155292
2018-02-20,148900
2018-02-21,146020
2018-02-22,146846
2018-02-23,149560
2018-02-24,148416
2018-02-25,148393
2018-02-26,148029
2018-02-27,147535
2018-02-28,146981
2018-03-01,147466
2018-03-02,147016
2018-03-03,146793
2018-03-04,145946
2018-03-05,148071
2018-03-06,148762
2018-03-07,149676
2018-03-08,148623
2018-03-09,146982
2018-03-10,147298
2018-03-11,149679
2018-03-12,150254
2018-03-13,150484
2018-03-14,151919
2018-03-15,148231
2018-03-16,146509
2018-03-17,146178
2018-03-18,146612
2018-03-19,145529
2018-03-20,145446
2018-03-21,145662
2018-03-23,146009
2018-03-24,147219
2018-03-25,147112
2018-03-26,145629
2018-03-27,147548
2018-03-28,147008
2018-03-29,147263
2018-03-30,146661
2018-03-31,146187
2018-04-01,146428
2018-04-02,147388
2018-04-03,146737
2018-04-04,146719
2018-04-05,146840
2018-04-06,147000
2018-04-07,144701
2018-04-08,144256
2018-04-09,145711
2018-04-10,145281
2018-04-11,145805
2018-04-12,143301
2018-04-13,141576
2018-04-14,142368
2018-04-15,142596
2018-04-16,144439
2018-04-17,145087
2018-04-18,145771
2018-04-19,145368
2018-04-20,145287
2018-04-21,142871
2018-04-22,142713
2018-04-23,142032
2018-04-24,141848
2018-04-25,140854
2018-04-26,142224
2018-04-27,141760
2018-04-28,142283
2018-04-29,142780
2018-04-30,141259
2018-05-01,141412
2018-05-04,142245
2018-05-05,142245
2018-05-06,143676
2018-05-07,143677
2018-05-08,143631
2018-05-09,143438
2018-05-10,143118
2018-05-11,143667
2018-05-12,143262
2018-05-13,143795
2018-05-14,142875
2018-05-15,143889
2018-05-16,143966
2018-05-17,144099
2018-05-18,145790
2018-05-19,146011
2018-05-20,143258
2018-05-21,145459
2018-05-22,146068
2018-05-23,150166
2018-05-24,154229
2018-05-25,161293
2018-05-26,168717
2018-05-27,174542
2018-05-28,182133
2018-05-29,175030
2018-05-30,167466
2018-05-31,164786
2018-06-01,162122
2018-06-02,158150
2018-06-03,154267
2018-06-04,154227
2018-06-05,152972
2018-06-06,149799
2018-06-07,147958
2018-06-08,145030
2018-06-09,141067
2018-06-10,139979
2018-06-11,136888
2018-06-12,137954
2018-06-13,139860
2018-06-14,139979
2018-06-15,142792
2018-06-16,143772
2018-06-17,143449
2018-06-18,144885
2018-06-19,148005
2018-06-20,147162
2018-06-21,143676
2018-06-22,143399
2018-06-23,143134
2018-06-24,144821
2018-06-25,148390
2018-06-26,149600
2018-06-27,150702
2018-06-28,151559
2018-06-29,155462
2018-06-30,155728
2018-07-01,157922
2018-07-02,159149
2018-07-03,158904
2018-07-04,154165
2018-07-05,156129
2018-07-06,153482
2018-07-07,151173
2018-07-08,150525
2018-07-09,150972
2018-07-10,149679
2018-07-11,149836
2018-07-12,147363
2018-07-13,148891
2018-07-14,150344
2018-07-15,153699
2018-07-16,150257
2018-07-17,151218
2018-07-18,152547
2018-07-19,150403
2018-07-20,148287
2018-07-21,148250
2018-07-22,146988
2018-07-23,146741
2018-07-24,149750
2018-07-25,150398
2018-07-26,148399
2018-07-27,146591
2018-07-28,145307
2018-07-29,138680
2018-07-30,134669
2018-07-31,135697
2018-08-01,138736
2018-08-02,139174
2018-08-03,140552
2018-08-04,141995
2018-08-05,142648
2018-08-06,143074
2018-08-07,143925
2018-08-08,143292
2018-08-09,143025
2018-08-10,142077
2018-08-11,142110
2018-08-12,142044
2018-08-14,142220
2018-08-16,142918
2018-08-17,144174
2018-08-18,146793
2018-08-19,146186
2018-08-20,146030
2018-08-21,145850
2018-08-22,145222
2018-08-23,147533
2018-08-24,147798
2018-08-25,145674
2018-08-26,145694
2018-08-27,147494
2018-08-28,149384
2018-08-29,154960
2018-08-30,151729
2018-08-31,147982
2018-09-01,151951
2018-09-02,153283
2018-09-03,160948
2018-09-04,157083
2018-09-05,151125
2018-09-06,154367
2018-09-07,151793
2018-09-08,151088
2018-09-09,154706
2018-09-10,154870
2018-09-11,155592
2018-09-12,156957
2018-09-13,152472
2018-09-14,152521
2018-09-15,154815
2018-09-16,152777
2018-09-17,158930
2018-09-18,157371
2018-09-19,155664
2018-09-20,154487
2018-09-21,154851
2018-09-22,153051
2018-09-23,154374
2018-09-24,152966
2018-09-25,151669
2018-09-26,153308
2018-09-27,156451
2018-09-28,154909
2018-09-29,152567
2018-09-30,159049
2018-10-02,156771
2018-10-03,156532
2018-10-04,152411
2018-10-05,152583
2018-10-06,151796
2018-10-07,151174
