date_obj,Double%20eye%20patch price
2016-12-25,266220
2016-12-26,266220
2016-12-27,266220
2016-12-28,266220
2016-12-29,266220
2016-12-30,266220
2016-12-31,266220
2017-01-01,266220
2017-01-02,266220
2017-01-03,266220
2017-01-04,252984
2017-01-05,252984
2017-01-06,252984
2017-01-07,252984
2017-01-08,252984
2017-01-09,252984
2017-01-10,252984
2017-01-11,252984
2017-01-12,252984
2017-01-13,252984
2017-01-14,252984
2017-01-15,252984
2017-01-16,252984
2017-01-17,252984
2017-01-18,252984
2017-01-19,252984
2017-01-20,252984
2017-01-21,252984
2017-01-22,252984
2017-01-23,252984
2017-01-27,252984
2017-01-28,252984
2017-01-29,252984
2017-01-30,252984
2017-01-31,252984
2017-02-01,252984
2017-02-02,252984
2017-02-03,252984
2017-02-04,252984
2017-02-05,252984
2017-02-06,252984
2017-02-07,252984
2017-02-08,240540
2017-02-09,240540
2017-02-10,240540
2017-02-11,240540
2017-02-12,240540
2017-02-13,240540
2017-02-14,240540
2017-02-15,240540
2017-02-16,240540
2017-02-18,240540
2017-02-19,240540
2017-02-20,240540
2017-02-21,240540
2017-02-22,240540
2017-02-23,240540
2017-02-24,240540
2017-02-25,240540
2017-02-26,240540
2017-02-27,240540
2017-02-28,240540
2017-03-01,240540
2017-03-02,240540
2017-03-03,240540
2017-03-04,240540
2017-03-05,240540
2017-03-06,240540
2017-03-07,240540
2017-03-08,240540
2017-03-09,240540
2017-03-10,240540
2017-03-11,240540
2017-03-12,240540
2017-03-13,240540
2017-03-14,240540
2017-03-15,228650
2017-03-16,228650
2017-03-17,228650
2017-03-18,228650
2017-03-19,228650
2017-03-20,228650
2017-03-21,228650
2017-03-22,228650
2017-03-23,228650
2017-03-24,228650
2017-03-25,228650
2017-03-26,228650
2017-03-27,228650
2017-03-28,228650
2017-03-29,228650
2017-03-30,228650
2017-03-31,228650
2017-04-01,228650
2017-04-02,228650
2017-04-03,228650
2017-04-04,228650
2017-04-12,228650
2017-04-13,228650
2017-04-14,228650
2017-04-15,228650
2017-04-16,228650
2017-04-17,228650
2017-04-18,228650
2017-04-19,228650
2017-04-20,228650
2017-04-21,228650
2017-04-22,228650
2017-04-23,217459
2017-04-24,217459
2017-04-25,217459
2017-04-26,217459
2017-04-27,217459
2017-04-28,217459
2017-04-29,217459
2017-04-30,217459
2017-05-01,217459
2017-05-02,217459
2017-05-03,217459
2017-05-04,217459
2017-05-05,217459
2017-05-06,217459
2017-05-07,217459
2017-05-08,217459
2017-05-09,217459
2017-05-10,217459
2017-05-11,217459
2017-05-12,217459
2017-05-13,217459
2017-05-14,217459
2017-05-15,217459
2017-05-16,217459
2017-05-17,217459
2017-05-18,217459
2017-05-19,217459
2017-05-20,217459
2017-05-21,217459
2017-05-22,217459
2017-05-23,217459
2017-05-24,217459
2017-05-25,217459
2017-05-26,217459
2017-05-27,217459
2017-05-28,217459
2017-05-29,217459
2017-05-30,217459
2017-05-31,217459
2017-06-01,217459
2017-06-02,206881
2017-06-03,206881
2017-06-04,206881
2017-06-05,206881
2017-06-06,206881
2017-06-07,206881
2017-06-08,206881
2017-06-09,206881
2017-06-10,206881
2017-06-11,206881
2017-06-12,206881
2017-06-13,206881
2017-06-14,206881
2017-06-15,206881
2017-06-16,206881
2017-06-17,206881
2017-06-18,206881
2017-06-19,206881
2017-06-20,206881
2017-06-21,206881
2017-06-22,206881
2017-06-23,206881
2017-06-24,206881
2017-06-25,206881
2017-06-26,206881
2017-06-27,206881
2017-06-28,206881
2017-06-29,206881
2017-06-30,206881
2017-07-01,206881
2017-07-02,206881
2017-07-03,206881
2017-07-04,206881
2017-07-05,206881
2017-07-06,206881
2017-07-07,206881
2017-07-08,206881
2017-07-13,196794
2017-07-14,196794
2017-07-15,196794
2017-07-16,196794
2017-07-17,196794
2017-07-18,196794
2017-07-19,196794
2017-07-20,196794
2017-07-21,196794
2017-07-22,196794
2017-07-23,196794
2017-07-24,196794
2017-07-25,196794
2017-07-26,196794
2017-07-27,196794
2017-07-28,196794
2017-07-29,196794
2017-07-30,196794
2017-07-31,196794
2017-08-01,196794
2017-08-02,196794
2017-08-03,196794
2017-08-04,196794
2017-08-05,196794
2017-08-06,196794
2017-08-09,196794
2017-08-10,196794
2017-08-11,196794
2017-08-12,196794
2017-08-13,196794
2017-08-14,196794
2017-08-15,196794
2017-08-16,196794
2017-08-17,196794
2017-08-18,196794
2017-08-19,196794
2017-08-20,196794
2017-08-21,187398
2017-08-22,187398
2017-08-23,187398
2017-08-24,187398
2017-08-25,187398
2017-08-26,187398
2017-08-27,187398
2017-08-28,187398
2017-08-29,187398
2017-08-30,187398
2017-08-31,187398
2017-09-01,187398
2017-09-03,187398
2017-09-04,187398
2017-09-05,187398
2017-09-06,187398
2017-09-07,187398
2017-09-08,187398
2017-09-09,187398
2017-09-10,187398
2017-09-11,187398
2017-09-12,187398
2017-09-13,187398
2017-09-14,187398
2017-09-15,187398
2017-09-16,187398
2017-09-17,187398
2017-09-18,187398
2017-09-19,187398
2017-09-20,187398
2017-09-21,187398
2017-09-22,187398
2017-09-23,187398
2017-09-24,187398
2017-09-25,187398
2017-09-26,187398
2017-09-27,187398
2017-09-28,178226
2017-09-29,178226
2017-09-30,178226
2017-10-01,178226
2017-10-02,178226
2017-10-03,178226
2017-10-04,178226
2017-10-05,178226
2017-10-06,178226
2017-10-07,178226
2017-10-08,178226
2017-10-09,178226
2017-10-10,178226
2017-10-11,178226
2017-10-12,178226
2017-10-13,178226
2017-10-14,178226
2017-10-15,178226
2017-10-16,178226
2017-10-17,178226
2017-10-18,178226
2017-10-19,178226
2017-10-20,178226
2017-10-21,178226
2017-10-22,178226
2017-10-23,178226
2017-10-24,178226
2017-10-25,178226
2017-10-26,178226
2017-10-27,178226
2017-10-28,178226
2017-10-29,178226
2017-10-30,178226
2017-10-31,178226
2017-11-01,178226
2017-11-02,178226
2017-11-03,178226
2017-11-04,178226
2017-11-05,178226
2017-11-06,169514
2017-11-07,169514
2017-11-08,169514
2017-11-09,169514
2017-11-10,169514
2017-11-11,169514
2017-11-12,169514
2017-11-13,169514
2017-11-14,169514
2017-11-15,169514
2017-11-16,169514
2017-11-17,169514
2017-11-18,169514
2017-11-19,169514
2017-11-20,169514
2017-11-21,169514
2017-11-22,169514
2017-11-23,169514
2017-11-24,169514
2017-11-25,169514
2017-11-26,169514
2017-11-27,169514
2017-11-28,169514
2017-11-29,169514
2017-11-30,169514
2017-12-01,169514
2017-12-02,169514
2017-12-03,169514
2017-12-04,169514
2017-12-05,169514
2017-12-06,169514
2017-12-07,169514
2017-12-08,169514
2017-12-09,169514
2017-12-10,169514
2017-12-11,169514
2017-12-12,169514
2017-12-13,169514
2017-12-14,161249
2017-12-15,161249
2017-12-16,161249
2017-12-17,161249
2017-12-18,161249
2017-12-19,161249
2017-12-20,161249
2017-12-21,161249
2017-12-22,161249
2017-12-23,161249
2017-12-24,161249
2017-12-25,161249
2017-12-26,161249
2017-12-27,161249
2017-12-28,161249
2017-12-29,161249
2017-12-30,161249
2017-12-31,161249
2018-01-01,161249
2018-01-02,161249
2018-01-03,161249
2018-01-04,161249
2018-01-05,161249
2018-01-06,161249
2018-01-07,161249
2018-01-08,161249
2018-01-09,161249
2018-01-10,161249
2018-01-11,153652
2018-01-12,153652
2018-01-13,153652
2018-01-14,153652
2018-01-15,153652
2018-01-16,153652
2018-01-17,153652
2018-01-18,153652
2018-01-19,153652
2018-01-20,153652
2018-01-21,153652
2018-01-22,153652
2018-01-23,153652
2018-01-25,146190
2018-01-26,146190
2018-01-27,146190
2018-01-28,146190
2018-01-29,146190
2018-01-30,146190
2018-01-31,146190
2018-02-01,146190
2018-02-02,146190
2018-02-03,146190
2018-02-04,146190
2018-02-05,139107
2018-02-06,139107
2018-02-07,139107
2018-02-08,139107
2018-02-09,139107
2018-02-10,139107
2018-02-11,139107
2018-02-12,139107
2018-02-13,139107
2018-02-14,139107
2018-02-15,139107
2018-02-16,132289
2018-02-17,132289
2018-02-18,132289
2018-02-19,132289
2018-02-20,132289
2018-02-21,132289
2018-02-22,132289
2018-02-23,132289
2018-02-24,132289
2018-02-25,132289
2018-02-26,132289
2018-02-27,125890
2018-02-28,125890
2018-03-01,125890
2018-03-02,125890
2018-03-03,125890
2018-03-04,125890
2018-03-05,125890
2018-03-06,125890
2018-03-07,125890
2018-03-08,125890
2018-03-09,125890
2018-03-10,119818
2018-03-11,119818
2018-03-12,119818
2018-03-13,119818
2018-03-14,119818
2018-03-15,119818
2018-03-16,119818
2018-03-17,119818
2018-03-18,119818
2018-03-19,119818
2018-03-20,119818
2018-03-21,119818
2018-03-23,114169
2018-03-24,114169
2018-03-25,114169
2018-03-26,114169
2018-03-27,114169
2018-03-28,114169
2018-03-29,114169
2018-03-30,114169
2018-03-31,114169
2018-04-01,114169
2018-04-02,114169
2018-04-03,108633
2018-04-04,108633
2018-04-05,108633
2018-04-06,108633
2018-04-07,108633
2018-04-08,108633
2018-04-09,108633
2018-04-10,108633
2018-04-11,108633
2018-04-12,108633
2018-04-13,108633
2018-04-14,108633
2018-04-15,108633
2018-04-16,108633
2018-04-17,103368
2018-04-18,103368
2018-04-19,103368
2018-04-20,103368
2018-04-21,103368
2018-04-22,103368
2018-04-23,103368
2018-04-24,103368
2018-04-25,103368
2018-04-26,103368
2018-04-27,103368
2018-04-28,98740
2018-04-29,98740
2018-04-30,98740
2018-05-01,98740
2018-05-03,98740
2018-05-04,98740
2018-05-05,98740
2018-05-07,98740
2018-05-08,94260
2018-05-09,94260
2018-05-10,94260
2018-05-11,94260
2018-05-12,94260
2018-05-13,94260
2018-05-14,94260
2018-05-15,94260
2018-05-16,94260
2018-05-17,94260
2018-05-18,94260
2018-05-19,94260
2018-05-20,94260
2018-05-21,94260
2018-05-22,89895
2018-05-23,89895
2018-05-24,89895
2018-05-25,89895
2018-05-26,89895
2018-05-27,89895
2018-05-28,89895
2018-05-29,89895
2018-05-30,89895
2018-05-31,89895
2018-06-01,89895
2018-06-02,89895
2018-06-03,89895
2018-06-04,89895
2018-06-05,89895
2018-06-06,85585
2018-06-07,85585
2018-06-08,85585
2018-06-09,85585
2018-06-10,85585
2018-06-11,85585
2018-06-12,85585
2018-06-13,85585
2018-06-14,85585
2018-06-15,85585
2018-06-16,85585
2018-06-17,81597
2018-06-18,81597
2018-06-19,81597
2018-06-20,81597
2018-06-21,81597
2018-06-22,81597
2018-06-23,81597
2018-06-24,81597
2018-06-25,81597
2018-06-26,81597
2018-06-27,81597
2018-06-28,81597
2018-06-29,81597
2018-06-30,81597
2018-07-01,77794
2018-07-02,77794
2018-07-03,77794
2018-07-04,77794
2018-07-05,77794
2018-07-06,77794
2018-07-07,77794
2018-07-08,77794
2018-07-09,77794
2018-07-10,77794
2018-07-11,77794
2018-07-12,77794
2018-07-13,77794
2018-07-14,77794
2018-07-15,77794
2018-07-16,77794
2018-07-17,77794
2018-07-18,77794
2018-07-19,77794
2018-07-20,77794
2018-07-21,74278
2018-07-22,74278
2018-07-23,74278
2018-07-24,74278
2018-07-25,74278
2018-07-26,74278
2018-07-27,74278
2018-07-28,74278
2018-07-29,74278
2018-07-30,74278
2018-07-31,74278
2018-08-01,74278
2018-08-02,70872
2018-08-03,70872
2018-08-04,70872
2018-08-05,70872
2018-08-06,70872
2018-08-07,70872
2018-08-08,70872
2018-08-09,70872
2018-08-10,70872
2018-08-11,70872
2018-08-12,70872
2018-08-14,67633
2018-08-16,67633
2018-08-17,67633
2018-08-18,67633
2018-08-19,67633
2018-08-20,67633
2018-08-21,67633
2018-08-22,67633
2018-08-23,67633
2018-08-24,67633
2018-08-25,67633
2018-08-26,64337
2018-08-27,64337
2018-08-28,64337
2018-08-29,64337
2018-08-30,64337
2018-08-31,64337
2018-09-01,64337
2018-09-02,64337
2018-09-03,64337
2018-09-04,64337
2018-09-05,64337
2018-09-06,61416
2018-09-07,61416
2018-09-08,61416
2018-09-09,61416
2018-09-10,61416
2018-09-11,61416
2018-09-12,61416
2018-09-13,61416
2018-09-14,61416
2018-09-15,61416
2018-09-16,61416
2018-09-17,61416
2018-09-18,58508
2018-09-19,58508
2018-09-20,58508
2018-09-21,58508
2018-09-22,58508
2018-09-23,58508
2018-09-24,58508
2018-09-25,58508
2018-09-26,58508
2018-09-27,58508
2018-09-28,58508
2018-09-29,58508
2018-09-30,55803
2018-10-01,55803
2018-10-02,55803
2018-10-03,55803
2018-10-04,55803
2018-10-05,55803
2018-10-06,55803
2018-10-07,55803
2018-10-08,55803
2018-10-09,55803
2018-10-10,55803
2018-10-11,55803
2018-10-12,55803
2018-10-13,53129
2018-10-14,53129
2018-10-15,53129
2018-10-16,53129
2018-10-17,53129
2018-10-18,53129
2018-10-19,53129
2018-10-20,53129
2018-10-21,53129
2018-10-22,53129
2018-10-23,53129
2018-10-24,53129
2018-10-25,53129
2018-10-26,50686
2018-10-27,50686
2018-10-28,50686
2018-10-29,50686
2018-10-30,50686
2018-10-31,50686
2018-11-01,50686
2018-11-03,50686
2018-11-04,50686
2018-11-05,48306
2018-11-06,48306
2018-11-07,48306
2018-11-08,48306
2018-11-09,48306
2018-11-10,48306
2018-11-11,48306
2018-11-12,46002
2018-11-13,46002
2018-11-14,46002
2018-11-15,46002
2018-11-16,46002
2018-11-17,46002
2018-11-18,46002
2018-11-19,46002
2018-11-20,43821
2018-11-21,43821
2018-11-22,43821
2018-11-23,43821
2018-11-24,43821
2018-11-25,43821
2018-11-26,43821
2018-11-27,41740
2018-11-28,41740
2018-11-29,41740
2018-12-01,41740
2018-12-02,41740
2018-12-03,41740
2018-12-04,41740
2018-12-05,42423
2018-12-07,42423
2018-12-09,42423
2018-12-10,42423
2018-12-11,42423
2018-12-12,42423
2018-12-13,42410
2018-12-14,42410
2018-12-15,42410
2018-12-16,42410
2018-12-17,42410
2018-12-18,42410
2018-12-19,42410
2018-12-20,42410
2018-12-21,42842
2018-12-22,42842
2018-12-23,42842
2018-12-24,42842
2018-12-25,42842
2018-12-26,42842
2018-12-27,42842
2018-12-28,42842
2018-12-29,43048
2018-12-30,43048
2018-12-31,43048
2019-01-01,43048
2019-01-02,43048
2019-01-03,43048
2019-01-04,43048
2019-01-05,41724
2019-01-06,41724
2019-01-08,41724
2019-01-10,41724
2019-01-11,41724
2019-01-12,41724
2019-01-13,41724
2019-01-14,39996
2019-01-15,39996
2019-01-16,39996
2019-01-17,39996
2019-01-18,39996
2019-01-19,39996
2019-01-20,39996
2019-01-21,38883
2019-01-22,38883
2019-01-23,38883
2019-01-24,38883
2019-01-25,38883
2019-01-26,38883
2019-01-27,38883
2019-01-28,38069
2019-01-29,38069
2019-01-30,38069
2019-01-31,38069
2019-02-01,38069
2019-02-02,38069
2019-02-03,38069
2019-02-04,38069
2019-02-05,39552
2019-02-06,39552
2019-02-07,39552
2019-02-08,39552
2019-02-09,39552
2019-02-10,39552
2019-02-11,39552
2019-02-12,39552
2019-02-13,39552
2019-02-14,40436
2019-02-15,40436
2019-02-16,40436
2019-02-17,40436
2019-02-18,40436
2019-02-19,40436
2019-02-20,40436
2019-02-21,40436
2019-02-22,38414
2019-02-23,38414
2019-02-24,38414
2019-02-25,38414
2019-02-26,38414
2019-02-27,38414
2019-02-28,38414
2019-03-01,38414
2019-03-02,38414
2019-03-03,38414
2019-03-04,38414
2019-03-05,38414
2019-03-06,38414
2019-03-07,37017
2019-03-08,37017
2019-03-09,37017
2019-03-10,37017
2019-03-11,37017
2019-03-12,37017
2019-03-13,37017
2019-03-14,37017
2019-03-15,37017
2019-03-16,36789
2019-03-17,36789
2019-03-18,36789
2019-03-19,36789
2019-03-20,36789
2019-03-21,36789
2019-03-22,36789
2019-03-23,36789
2019-03-24,36789
2019-03-25,35629
2019-03-26,35629
2019-03-27,35629
2019-03-28,35629
2019-03-29,35629
2019-03-30,35629
2019-03-31,35629
2019-04-01,35629
2019-04-02,35629
2019-04-03,35629
2019-04-04,35629
2019-04-05,35207
2019-04-06,35207
2019-04-07,35207
2019-04-08,35207
2019-04-09,35207
2019-04-10,35207
2019-04-11,35207
2019-04-12,35207
2019-04-13,35207
2019-04-14,34257
2019-04-15,34257
2019-04-16,34257
2019-04-17,34257
2019-04-18,34257
2019-04-19,34257
2019-04-20,34257
2019-04-21,34257
2019-04-22,34257
2019-04-23,34257
2019-04-24,34475
2019-04-25,34475
2019-04-26,34475
2019-04-27,34475
2019-04-28,34475
2019-04-29,34475
2019-04-30,34475
2019-05-01,34475
2019-05-02,34542
2019-05-03,34542
2019-05-04,34542
2019-05-05,34542
2019-05-06,34542
2019-05-07,34542
2019-05-08,34542
2019-05-09,34081
2019-05-10,34081
2019-05-11,34081
2019-05-12,34081
2019-05-13,34081
2019-05-14,34081
2019-05-15,34081
2019-05-16,34081
2019-05-17,34081
2019-05-18,33215
2019-05-19,33215
2019-05-20,33215
2019-05-21,33215
2019-05-22,33215
2019-05-23,33215
2019-05-24,33215
2019-05-25,33215
2019-05-26,33215
2019-05-27,33215
2019-05-28,32318
2019-05-29,32318
2019-05-30,32318
2019-05-31,32318
2019-06-01,32318
2019-06-02,32318
2019-06-03,32318
2019-06-04,32318
2019-06-05,32318
2019-06-06,31488
2019-06-07,31488
2019-06-08,31488
2019-06-09,31488
2019-06-10,31488
2019-06-11,31488
2019-06-12,31488
2019-06-13,31488
2019-06-14,31488
2019-06-15,30028
2019-06-16,30028
2019-06-17,30028
2019-06-18,30028
2019-06-19,30028
2019-06-20,30028
2019-06-21,30028
2019-06-22,30028
2019-06-23,28821
2019-06-24,28821
2019-06-25,28821
2019-06-26,28821
2019-06-27,28821
2019-06-28,28821
2019-06-29,28821
2019-06-30,28821
2019-07-01,28762
2019-07-02,28762
2019-07-03,28762
2019-07-04,28762
2019-07-05,28762
2019-07-06,28762
2019-07-07,28762
2019-07-08,28762
2019-07-09,28762
2019-07-10,28762
2019-07-11,29194
2019-07-12,29194
2019-07-13,29194
2019-07-14,29194
2019-07-15,29194
2019-07-16,29194
2019-07-17,29194
2019-07-18,29194
2019-07-19,29194
2019-07-20,29194
2019-07-21,29710
2019-07-22,29710
2019-07-23,29710
2019-07-24,29710
2019-07-25,29710
2019-07-26,29710
2019-07-27,29710
2019-07-28,29710
2019-07-29,29710
2019-07-30,29710
2019-07-31,29710
2019-08-01,30063
2019-08-02,30063
2019-08-03,30063
2019-08-04,30063
2019-08-05,30063
2019-08-06,30063
2019-08-07,30063
2019-08-08,30063
2019-08-09,30063
2019-08-10,30063
2019-08-11,30439
2019-08-12,30439
2019-08-13,30439
2019-08-14,30439
2019-08-15,30439
2019-08-16,30439
2019-08-17,30439
2019-08-18,30439
2019-08-19,30439
2019-08-20,29327
2019-08-21,29327
2019-08-22,29327
2019-08-23,29327
2019-08-24,29327
2019-08-24,29327
2019-08-25,29327
2019-08-25,29327
2019-08-26,29327
2019-08-27,29327
2019-08-27,29327
2019-08-28,29327
2019-08-29,29407
2019-08-30,29407
2019-08-31,29407
2019-09-01,29407
2019-09-02,29407
2019-09-03,29407
2019-09-04,29407
2019-09-05,29407
2019-09-06,29407
2019-09-07,29407
2019-09-08,30646
2019-09-09,30646
2019-09-10,30646
2019-09-11,30646
2019-09-12,30646
2019-09-13,30646
2019-09-14,30646
2019-09-15,30646
2019-09-16,30646
2019-09-17,30646
2019-09-18,30646
2019-09-19,30588
2019-09-20,30588
2019-09-21,30588
2019-09-22,30588
2019-09-23,30588
2019-09-24,30588
2019-09-25,30588
2019-09-26,30588
2019-09-27,30588
2019-09-28,30588
2019-09-29,30588
2019-09-30,30588
2019-10-01,29107
2019-10-02,29107
2019-10-03,29107
2019-10-04,29107
2019-10-05,29107
2019-10-06,29107
2019-10-07,29107
2019-10-08,29107
2019-10-09,29107
2019-10-10,29107
2019-10-11,29107
2019-10-12,27729
2019-10-13,27729
2019-10-14,27729
2019-10-15,27729
2019-10-16,27729
2019-10-17,27729
2019-10-18,27729
2019-10-19,27729
2019-10-20,27729
2019-10-21,27729
2019-10-22,26735
2019-10-23,26735
2019-10-24,26735
2019-10-25,26735
2019-10-26,26735
2019-10-27,26735
2019-10-28,26735
2019-10-29,26735
2019-10-30,26735
2019-10-31,26735
2019-11-01,26735
2019-11-02,25940
2019-11-03,25940
2019-11-04,25940
2019-11-05,25940
2019-11-06,25940
2019-11-07,25940
2019-11-08,25940
2019-11-09,25940
2019-11-10,25940
2019-11-11,25940
2019-11-12,25940
2019-11-13,25940
2019-11-14,25940
2019-11-15,25940
2019-11-16,25031
2019-11-17,25031
2019-11-18,25031
2019-11-19,25031
2019-11-20,25031
2019-11-21,25031
2019-11-22,25031
2019-11-23,25031
2019-11-24,25031
2019-11-25,25031
2019-11-26,25031
2019-11-27,25031
2019-11-28,25031
2019-11-29,25674
2019-11-30,25674
2019-12-01,25674
2019-12-02,25674
2019-12-03,25674
2019-12-04,25674
2019-12-05,25674
2019-12-06,25674
2019-12-07,25674
2019-12-08,25674
2019-12-09,25674
2019-12-10,25733
2019-12-11,25733
2019-12-12,25733
2019-12-13,25733
2019-12-14,25733
2019-12-15,25733
2019-12-16,25733
2019-12-17,25733
2019-12-18,25733
2019-12-19,25733
2019-12-20,25733
2019-12-21,25733
2019-12-22,25733
2019-12-23,26321
2019-12-24,26321
2019-12-25,26321
2019-12-26,26321
2019-12-27,26321
2019-12-28,26321
2019-12-29,26321
2019-12-30,26321
2019-12-31,26321
2020-01-01,26321
2020-01-02,26321
2020-01-03,26321
2020-01-04,26321
2020-01-05,26818
2020-01-06,26818
2020-01-07,26818
2020-01-08,26818
2020-01-09,26818
2020-01-10,26818
2020-01-11,26818
2020-01-12,26818
2020-01-13,26818
2020-01-14,26818
2020-01-15,26277
2020-01-16,26277
2020-01-17,26277
2020-01-18,26277
2020-01-19,26277
2020-01-20,26277
2020-01-21,26277
2020-01-22,26277
2020-01-23,26733
2020-01-24,26733
2020-01-25,26733
2020-01-26,26733
2020-01-27,26733
2020-01-28,26733
2020-01-29,26733
2020-01-30,26733
2020-01-31,26733
2020-02-01,26733
2020-02-02,26163
2020-02-03,26163
2020-02-04,26163
2020-02-05,26163
2020-02-06,26163
2020-02-07,26163
2020-02-08,26163
2020-02-09,26163
2020-02-10,26163
2020-02-11,26163
2020-02-12,24921
2020-02-13,24921
2020-02-14,24921
2020-02-15,24921
2020-02-16,24921
2020-02-17,24921
2020-02-18,24921
2020-02-19,24921
2020-02-20,24921
2020-02-21,24921
2020-02-22,24921
2020-02-23,24178
2020-02-24,24178
2020-02-25,24178
2020-02-26,24178
2020-02-27,24178
2020-02-28,24178
2020-02-29,24178
2020-03-01,24178
2020-03-02,24178
2020-03-03,23635
2020-03-04,23635
2020-03-05,23635
2020-03-06,23635
2020-03-07,23635
2020-03-08,23635
2020-03-09,23635
2020-03-10,23635
2020-03-11,23635
2020-03-12,23635
2020-03-13,23635
2020-03-14,22551
2020-03-15,22551
2020-03-16,22551
2020-03-17,22551
2020-03-18,22551
2020-03-19,22551
2020-03-20,22551
2020-03-21,22551
2020-03-22,22551
2020-03-23,21877
2020-03-24,21877
2020-03-25,21877
2020-03-26,21877
2020-03-27,21877
2020-03-28,21877
2020-03-29,21877
2020-03-30,21047
2020-03-31,21047
2020-04-01,21047
2020-04-02,21047
2020-04-03,21047
2020-04-04,21047
2020-04-05,21047
2020-04-06,21011
2020-04-07,21011
2020-04-08,21011
2020-04-09,21011
2020-04-10,21011
2020-04-11,21011
2020-04-12,21011
2020-04-13,21011
2020-04-14,21767
2020-04-15,21767
2020-04-16,21767
2020-04-17,21767
2020-04-18,21767
2020-04-19,21767
2020-04-20,21767
2020-04-21,21767
2020-04-22,21807
2020-04-23,21807
2020-04-24,21807
2020-04-25,21807
2020-04-26,21807
2020-04-27,21807
2020-04-28,21807
2020-04-29,21807
2020-04-30,20981
2020-05-01,20981
2020-05-02,20981
2020-05-03,20981
2020-05-04,20981
2020-05-05,20981
2020-05-06,20981
2020-05-07,20291
2020-05-08,20291
2020-05-09,20291
2020-05-10,20291
2020-05-11,20291
2020-05-12,20291
2020-05-13,20291
