date_obj,Ancient%20plateskirt price
2019-03-19,38011
2019-03-20,37919
2019-03-21,37856
2019-03-22,37856
2019-03-23,38386
2019-03-24,39658
2019-03-25,39658
2019-03-26,39333
2019-03-27,39333
2019-03-28,39476
2019-03-29,39056
2019-03-30,39056
2019-03-31,38357
2019-04-01,38627
2019-04-02,38627
2019-04-03,38235
2019-04-04,38676
2019-04-05,38714
2019-04-06,38714
2019-04-07,38436
2019-04-08,39192
2019-04-09,39192
2019-04-10,38357
2019-04-11,38218
2019-04-12,38199
2019-04-13,38452
2019-04-14,38178
2019-04-15,38178
2019-04-16,37990
2019-04-17,38059
2019-04-18,38151
2019-04-19,37837
2019-04-20,38027
2019-04-21,38027
2019-04-22,38240
2019-04-23,38147
2019-04-24,37411
2019-04-25,37628
2019-04-26,37711
2019-04-27,37711
2019-04-28,37984
2019-04-29,37984
2019-04-30,38293
2019-05-01,38293
2019-05-02,37686
2019-05-03,37898
2019-05-04,38182
2019-05-05,38042
2019-05-06,38042
2019-05-07,37854
2019-05-08,38292
2019-05-09,38292
2019-05-10,38145
2019-05-11,38186
2019-05-12,38362
2019-05-13,38427
2019-05-14,38050
2019-05-15,38050
2019-05-16,37806
2019-05-17,37806
2019-05-18,37892
2019-05-19,37892
2019-05-20,38185
2019-05-21,38185
2019-05-22,37855
2019-05-23,37941
2019-05-24,37941
2019-05-25,37905
2019-05-26,37852
2019-05-27,37807
2019-05-28,37807
2019-05-29,38228
2019-05-30,38228
2019-05-31,38133
2019-06-01,38133
2019-06-02,37901
2019-06-03,38071
2019-06-04,38287
2019-06-05,38145
2019-06-06,38145
2019-06-07,38651
2019-06-08,38651
2019-06-09,38965
2019-06-10,38965
2019-06-11,39383
2019-06-12,39383
2019-06-13,39255
2019-06-14,39255
2019-06-15,40057
2019-06-16,40057
2019-06-17,39466
2019-06-18,39466
2019-06-19,39289
2019-06-20,38363
2019-06-21,38363
2019-06-22,38591
2019-06-23,38545
2019-06-24,38545
2019-06-25,38509
2019-06-26,38509
2019-06-27,38781
2019-06-28,38781
2019-06-29,39161
2019-06-30,39234
2019-07-01,39234
2019-07-02,39456
2019-07-03,39456
2019-07-04,39029
2019-07-05,38961
2019-07-06,38961
2019-07-07,39905
2019-07-08,39905
2019-07-09,40596
2019-07-10,40596
2019-07-11,40453
2019-07-12,39359
2019-07-13,39359
2019-07-14,39557
2019-07-15,39557
2019-07-16,39166
2019-07-17,38840
2019-07-18,38840
2019-07-19,38760
2019-07-20,38760
2019-07-21,38527
2019-07-22,38567
2019-07-23,38567
2019-07-24,38333
2019-07-25,38333
2019-07-26,37524
2019-07-27,37633
2019-07-28,37809
2019-07-29,37665
2019-07-30,37665
2019-07-31,37816
2019-08-01,37816
2019-08-02,38114
2019-08-03,38114
2019-08-04,38551
2019-08-05,38551
2019-08-06,38554
2019-08-07,38917
2019-08-08,38917
2019-08-09,38723
2019-08-10,37911
2019-08-11,37911
2019-08-12,36438
2019-08-13,36922
2019-08-14,37318
2019-08-15,37681
2019-08-16,37859
2019-08-17,37859
2019-08-18,38726
2019-08-19,38726
2019-08-20,38224
2019-08-21,38224
2019-08-22,38042
2019-08-23,38042
2019-08-24,37980
2019-08-24,37980
2019-08-25,37980
2019-08-25,37980
2019-08-26,38038
2019-08-27,37858
2019-08-27,37858
2019-08-28,38046
2019-08-29,38046
2019-08-30,38659
2019-08-31,38659
2019-09-01,38329
2019-09-02,38329
2019-09-03,38122
2019-09-04,38122
2019-09-05,37840
2019-09-06,37840
2019-09-07,37826
2019-09-08,38040
2019-09-09,38040
2019-09-10,38109
2019-09-11,38109
2019-09-12,38261
2019-09-13,38261
2019-09-14,38104
2019-09-15,37803
2019-09-16,38382
2019-09-17,38382
2019-09-18,38399
2019-09-19,38399
2019-09-20,38399
2019-09-21,38520
2019-09-22,38520
2019-09-23,37988
2019-09-24,37988
2019-09-25,38153
2019-09-26,38153
2019-09-27,38475
2019-09-28,38005
2019-09-29,38005
2019-09-30,37762
2019-10-01,37741
2019-10-02,37741
2019-10-03,37979
2019-10-04,37979
2019-10-05,38227
2019-10-06,38149
2019-10-07,38149
2019-10-08,38044
2019-10-09,38044
2019-10-10,37906
2019-10-11,37906
2019-10-12,38037
2019-10-13,38037
2019-10-14,38291
2019-10-15,38291
2019-10-16,38025
2019-10-17,38025
2019-10-18,38298
2019-10-19,38298
2019-10-20,38009
2019-10-21,38009
2019-10-22,37846
2019-10-23,37771
2019-10-24,37771
2019-10-25,37889
2019-10-26,37932
2019-10-27,37932
2019-10-28,37852
2019-10-29,37852
2019-10-30,37920
2019-10-31,37920
2019-11-01,38099
2019-11-02,38099
2019-11-03,38166
2019-11-04,38166
2019-11-05,38406
2019-11-06,38406
2019-11-07,38445
2019-11-08,38487
2019-11-09,38924
2019-11-10,38503
2019-11-11,38503
2019-11-12,38983
2019-11-13,38983
2019-11-14,38488
2019-11-15,38488
2019-11-16,37652
2019-11-17,37652
2019-11-18,38177
2019-11-19,38177
2019-11-20,38231
2019-11-21,38231
2019-11-22,38565
2019-11-23,38596
2019-11-24,38596
2019-11-25,38488
2019-11-26,38163
2019-11-27,38163
2019-11-28,38351
2019-11-29,38351
2019-11-30,38539
2019-12-01,38539
2019-12-02,38490
2019-12-03,38490
2019-12-04,38067
2019-12-05,38067
2019-12-06,37892
2019-12-07,37892
2019-12-08,37850
2019-12-09,37850
2019-12-10,37836
2019-12-11,37836
2019-12-12,38030
2019-12-13,38030
2019-12-14,37812
2019-12-15,37661
2019-12-16,37661
2019-12-17,37752
2019-12-18,37752
2019-12-19,37833
2019-12-20,37833
2019-12-21,38092
2019-12-22,37883
2019-12-23,37883
2019-12-24,37623
2019-12-25,37623
2019-12-26,37706
2019-12-27,37706
2019-12-28,37772
2019-12-29,37772
2019-12-30,37874
2019-12-31,37874
2020-01-01,37960
2020-01-02,38032
2020-01-03,38032
2020-01-04,37890
2020-01-05,37689
2020-01-06,37689
2020-01-07,37824
2020-01-08,37824
2020-01-09,37765
2020-01-10,37870
2020-01-11,37824
2020-01-12,37824
2020-01-13,37915
2020-01-14,37915
2020-01-15,37819
2020-01-16,37675
2020-01-17,37801
2020-01-18,37801
2020-01-19,37853
2020-01-20,37853
2020-01-21,37940
2020-01-22,37940
2020-01-23,37993
2020-01-24,37785
2020-01-25,37785
2020-01-26,37775
2020-01-27,37775
2020-01-28,37980
2020-01-29,37980
2020-01-30,37854
2020-01-31,37854
2020-02-01,37944
2020-02-02,37926
2020-02-03,37926
2020-02-04,37893
2020-02-05,37893
2020-02-06,37775
2020-02-07,37775
2020-02-08,37918
2020-02-09,37918
2020-02-10,37713
2020-02-11,37713
2020-02-12,37799
2020-02-13,37799
2020-02-14,37719
2020-02-15,37719
2020-02-16,38010
2020-02-17,38003
2020-02-18,37594
2020-02-19,37594
2020-02-20,38002
2020-02-21,38002
2020-02-22,38026
2020-02-23,38026
2020-02-24,37795
2020-02-25,37795
2020-02-26,37438
2020-02-27,37438
2020-02-28,37959
2020-02-29,37959
2020-03-01,37755
2020-03-02,37755
2020-03-03,37782
2020-03-04,37782
2020-03-05,37596
2020-03-06,36755
2020-03-07,36755
2020-03-08,37272
2020-03-09,37512
2020-03-10,37709
2020-03-11,37709
2020-03-12,37833
2020-03-13,37833
2020-03-14,37813
2020-03-15,37813
2020-03-16,37763
2020-03-17,37763
2020-03-18,37786
2020-03-19,37833
2020-03-20,37773
2020-03-21,37879
2020-03-22,37732
2020-03-23,37827
2020-03-24,37664
2020-03-25,37872
2020-03-26,38703
2020-03-27,38861
2020-03-28,38861
2020-03-29,37738
2020-03-30,37824
2020-03-31,37909
2020-04-01,37793
2020-04-02,38090
2020-04-03,38090
2020-04-04,37664
2020-04-05,37431
2020-04-06,37614
2020-04-07,38106
2020-04-08,38064
2020-04-09,38064
2020-04-10,37891
2020-04-11,38078
2020-04-12,38078
2020-04-13,37690
2020-04-14,37103
2020-04-15,37454
2020-04-16,37454
2020-04-17,37795
2020-04-18,38411
2020-04-19,38548
2020-04-20,38245
2020-04-21,37857
2020-04-22,37871
2020-04-23,38073
2020-04-24,37948
2020-04-25,37924
2020-04-26,38284
2020-04-27,38714
2020-04-28,38720
2020-04-29,38771
2020-04-30,38481
2020-05-01,38481
2020-05-02,38212
2020-05-03,38202
2020-05-04,38202
2020-05-05,37996
2020-05-06,38005
2020-05-07,38023
2020-05-08,38029
2020-05-09,37861
2020-05-10,37315
2020-05-11,37676
2020-05-12,37787
2020-05-13,37892
