date_obj,Iron%20bar price
2017-12-09,166
2017-12-10,160
2017-12-11,158
2017-12-12,159
2017-12-13,160
2017-12-14,160
2017-12-15,162
2017-12-16,165
2017-12-17,169
2017-12-18,168
2017-12-19,168
2017-12-20,167
2017-12-21,169
2017-12-22,169
2017-12-23,173
2017-12-24,180
2017-12-25,188
2017-12-26,191
2017-12-27,189
2017-12-28,186
2017-12-29,186
2017-12-30,186
2017-12-31,188
2018-01-01,189
2018-01-02,191
2018-01-03,188
2018-01-04,188
2018-01-05,182
2018-01-06,179
2018-01-07,176
2018-01-08,172
2018-01-09,172
2018-01-10,176
2018-01-11,178
2018-01-12,177
2018-01-13,179
2018-01-14,182
2018-01-15,181
2018-01-16,177
2018-01-17,175
2018-01-18,171
2018-01-19,169
2018-01-20,165
2018-01-21,166
2018-01-22,167
2018-01-23,166
2018-01-25,163
2018-01-26,163
2018-01-27,163
2018-01-28,166
2018-01-29,167
2018-01-30,165
2018-01-31,164
2018-02-01,164
2018-02-02,164
2018-02-03,169
2018-02-04,173
2018-02-05,176
2018-02-06,173
2018-02-07,173
2018-02-08,173
2018-02-09,175
2018-02-10,179
2018-02-11,186
2018-02-12,195
2018-02-13,197
2018-02-14,203
2018-02-15,204
2018-02-16,204
2018-02-17,209
2018-02-18,210
2018-02-19,209
2018-02-20,209
2018-02-21,209
2018-02-22,206
2018-02-23,211
2018-02-24,219
2018-02-25,215
2018-02-26,219
2018-02-27,225
2018-02-28,217
2018-03-01,219
2018-03-02,228
2018-03-03,239
2018-03-04,249
2018-03-05,258
2018-03-06,251
2018-03-07,240
2018-03-08,230
2018-03-09,226
2018-03-10,223
2018-03-11,223
2018-03-12,225
2018-03-13,226
2018-03-14,227
2018-03-15,224
2018-03-16,223
2018-03-17,221
2018-03-18,218
2018-03-19,216
2018-03-20,218
2018-03-21,222
2018-03-23,226
2018-03-24,221
2018-03-25,219
2018-03-26,216
2018-03-27,210
2018-03-28,208
2018-03-29,205
2018-03-30,208
2018-03-31,207
2018-04-01,210
2018-04-02,216
2018-04-03,223
2018-04-04,226
2018-04-05,228
2018-04-06,223
2018-04-07,213
2018-04-08,212
2018-04-09,214
2018-04-10,211
2018-04-11,211
2018-04-12,208
2018-04-13,205
2018-04-14,202
2018-04-15,202
2018-04-16,199
2018-04-17,200
2018-04-18,199
2018-04-19,201
2018-04-20,202
2018-04-21,198
2018-04-22,199
2018-04-23,198
2018-04-24,198
2018-04-25,198
2018-04-26,198
2018-04-27,197
2018-04-28,196
2018-04-29,193
2018-04-30,194
2018-05-01,196
2018-05-04,203
2018-05-05,206
2018-05-06,202
2018-05-07,201
2018-05-08,206
2018-05-09,206
2018-05-10,210
2018-05-11,211
2018-05-12,213
2018-05-13,219
2018-05-14,226
2018-05-15,228
2018-05-16,225
2018-05-17,221
2018-05-18,217
2018-05-19,216
2018-05-20,213
2018-05-21,212
2018-05-22,218
2018-05-23,216
2018-05-24,215
2018-05-25,215
2018-05-26,220
2018-05-27,228
2018-05-28,240
2018-05-29,252
2018-05-30,265
2018-05-31,264
2018-06-01,266
2018-06-02,278
2018-06-03,284
2018-06-04,296
2018-06-05,299
2018-06-06,299
2018-06-07,307
2018-06-08,302
2018-06-09,292
2018-06-10,283
2018-06-11,272
2018-06-12,258
2018-06-13,245
2018-06-14,238
2018-06-15,234
2018-06-16,232
2018-06-17,239
2018-06-18,241
2018-06-19,240
2018-06-20,237
2018-06-21,239
2018-06-22,245
2018-06-23,244
2018-06-24,250
2018-06-25,259
2018-06-26,271
2018-06-27,285
2018-06-28,298
2018-06-29,293
2018-06-30,285
2018-07-01,279
2018-07-02,275
2018-07-03,275
2018-07-04,272
2018-07-05,265
2018-07-06,264
2018-07-07,266
2018-07-08,267
2018-07-09,278
2018-07-10,290
2018-07-11,289
2018-07-12,284
2018-07-13,282
2018-07-14,288
2018-07-15,292
2018-07-16,298
2018-07-17,295
2018-07-18,290
2018-07-19,293
2018-07-20,299
2018-07-21,309
2018-07-22,317
2018-07-23,332
2018-07-24,336
2018-07-25,340
2018-07-26,351
2018-07-27,346
2018-07-28,329
2018-07-29,316
2018-07-30,312
2018-07-31,308
2018-08-01,300
2018-08-02,295
2018-08-03,290
2018-08-04,290
2018-08-05,295
2018-08-06,307
2018-08-07,320
2018-08-08,326
2018-08-09,328
2018-08-10,336
2018-08-11,339
2018-08-12,335
2018-08-14,334
2018-08-16,329
2018-08-17,321
2018-08-18,314
2018-08-19,317
2018-08-20,315
2018-08-21,322
2018-08-22,325
2018-08-23,334
2018-08-24,343
2018-08-25,343
2018-08-26,329
2018-08-27,315
2018-08-28,316
2018-08-29,325
2018-08-30,329
2018-08-31,321
2018-09-01,329
2018-09-02,331
2018-09-03,346
2018-09-04,343
2018-09-05,334
2018-09-06,322
2018-09-07,328
2018-09-08,326
2018-09-09,324
2018-09-10,320
2018-09-11,313
2018-09-12,302
2018-09-13,295
2018-09-14,290
2018-09-15,288
2018-09-16,286
2018-09-17,294
2018-09-18,294
2018-09-19,297
2018-09-20,299
2018-09-21,306
2018-09-22,308
2018-09-23,305
2018-09-24,303
2018-09-25,302
2018-09-26,305
2018-09-27,305
2018-09-28,303
2018-09-29,305
2018-09-30,308
2018-10-01,308
2018-10-02,306
2018-10-03,303
2018-10-04,301
2018-10-05,299
2018-10-06,296
2018-10-07,292
2018-10-08,294
2018-10-09,298
2018-10-10,296
2018-10-11,294
2018-10-12,288
2018-10-13,286
2018-10-14,290
2018-10-15,292
2018-10-16,292
2018-10-17,293
2018-10-18,292
2018-10-19,293
2018-10-20,292
2018-10-21,296
2018-10-22,298
2018-10-23,297
2018-10-24,299
2018-10-25,294
2018-10-26,291
2018-10-27,286
2018-10-28,288
2018-10-29,283
2018-10-30,283
2018-10-31,282
2018-11-01,284
2018-11-03,279
2018-11-04,277
2018-11-05,274
2018-11-06,270
2018-11-07,269
2018-11-08,271
2018-11-09,281
2018-11-10,289
2018-11-11,288
2018-11-12,287
2018-11-13,285
2018-11-14,282
2018-11-15,272
2018-11-16,263
2018-11-17,258
2018-11-18,253
2018-11-19,250
2018-11-20,249
2018-11-21,254
2018-11-22,256
2018-11-23,257
2018-11-24,254
2018-11-25,252
2018-11-26,251
2018-11-27,248
2018-11-28,245
2018-11-29,244
2018-12-01,252
2018-12-02,258
2018-12-03,264
2018-12-05,262
2018-12-07,255
2018-12-09,248
2018-12-10,247
2018-12-11,246
2018-12-12,246
2018-12-13,245
2018-12-14,249
2018-12-15,251
2018-12-16,254
2018-12-17,253
2018-12-18,252
2018-12-19,251
2018-12-20,249
2018-12-21,247
2018-12-22,248
2018-12-23,246
2018-12-24,245
2018-12-25,246
2018-12-26,245
2018-12-27,243
2018-12-28,238
2018-12-29,228
2018-12-30,216
2018-12-31,209
2019-01-01,207
2019-01-02,214
2019-01-03,223
2019-01-04,231
2019-01-05,236
2019-01-06,242
2019-01-08,247
2019-01-10,250
2019-01-11,251
2019-01-12,255
2019-01-13,261
2019-01-14,260
2019-01-15,254
2019-01-16,247
2019-01-17,238
2019-01-18,232
2019-01-19,234
2019-01-20,237
2019-01-21,239
2019-01-22,239
2019-01-23,244
2019-01-24,250
2019-01-25,247
2019-01-26,246
2019-01-27,243
2019-01-28,245
2019-01-29,243
2019-01-30,237
2019-01-31,231
2019-02-01,223
2019-02-02,223
2019-02-03,227
2019-02-04,228
2019-02-05,225
2019-02-06,218
2019-02-07,210
2019-02-08,199
2019-02-09,194
2019-02-10,188
2019-02-11,186
2019-02-12,187
2019-02-13,183
2019-02-14,179
2019-02-15,185
2019-02-16,183
2019-02-17,181
2019-02-18,187
2019-02-19,195
2019-02-20,197
2019-02-21,191
2019-02-22,184
2019-02-23,177
2019-02-24,175
2019-02-25,174
2019-02-26,176
2019-02-27,177
2019-02-28,175
2019-03-01,174
2019-03-02,175
2019-03-03,173
2019-03-04,175
2019-03-05,179
2019-03-06,183
2019-03-07,185
2019-03-08,189
2019-03-09,191
2019-03-10,188
2019-03-11,191
2019-03-12,191
2019-03-13,185
2019-03-14,179
2019-03-15,173
2019-03-16,169
2019-03-17,173
2019-03-18,180
2019-03-19,182
2019-03-20,179
2019-03-21,179
2019-03-22,179
2019-03-23,177
2019-03-24,177
2019-03-25,177
2019-03-26,183
2019-03-27,192
2019-03-28,189
2019-03-29,186
2019-03-30,182
2019-03-31,178
2019-04-01,175
2019-04-02,174
2019-04-03,175
2019-04-04,174
2019-04-05,179
2019-04-06,179
2019-04-07,176
2019-04-08,175
2019-04-09,174
2019-04-10,174
2019-04-11,172
2019-04-12,172
2019-04-13,169
2019-04-14,166
2019-04-15,161
2019-04-16,155
2019-04-17,151
2019-04-18,154
2019-04-19,154
2019-04-20,152
2019-04-21,155
2019-04-22,158
2019-04-23,155
2019-04-24,151
2019-04-25,150
2019-04-26,152
2019-04-27,153
2019-04-28,155
2019-04-29,156
2019-04-30,155
2019-05-01,154
2019-05-02,152
2019-05-03,151
2019-05-04,149
2019-05-05,150
2019-05-06,149
2019-05-07,148
2019-05-08,147
2019-05-09,146
2019-05-10,146
2019-05-11,147
2019-05-12,146
2019-05-13,146
2019-05-14,145
2019-05-15,145
2019-05-16,146
2019-05-17,145
2019-05-18,143
2019-05-19,138
2019-05-20,135
2019-05-21,131
2019-05-22,128
2019-05-23,129
2019-05-24,127
2019-05-25,126
2019-05-26,128
2019-05-27,127
2019-05-28,125
2019-05-29,124
2019-05-30,123
2019-05-31,125
2019-06-01,125
2019-06-02,125
2019-06-03,130
2019-06-04,133
2019-06-05,135
2019-06-06,136
2019-06-07,135
2019-06-08,137
2019-06-09,133
2019-06-10,130
2019-06-11,128
2019-06-12,125
2019-06-13,121
2019-06-14,117
2019-06-15,117
2019-06-16,118
2019-06-17,120
2019-06-18,120
2019-06-19,124
2019-06-20,128
2019-06-21,132
2019-06-22,132
2019-06-23,133
2019-06-24,133
2019-06-25,132
2019-06-26,132
2019-06-27,136
2019-06-28,134
2019-06-29,128
2019-06-30,121
2019-07-01,116
2019-07-02,117
2019-07-03,121
2019-07-04,121
2019-07-05,120
2019-07-06,124
2019-07-07,127
2019-07-08,133
2019-07-09,135
2019-07-10,131
2019-07-11,130
2019-07-12,132
2019-07-13,138
2019-07-14,143
2019-07-15,145
2019-07-16,144
2019-07-17,146
2019-07-18,144
2019-07-19,142
2019-07-20,146
2019-07-21,149
2019-07-22,152
2019-07-23,154
2019-07-24,152
2019-07-25,148
2019-07-26,140
2019-07-27,133
2019-07-28,126
2019-07-29,119
2019-07-30,115
2019-07-31,118
2019-08-01,119
2019-08-02,120
2019-08-03,122
2019-08-04,122
2019-08-05,123
2019-08-06,122
2019-08-07,119
2019-08-08,118
2019-08-09,120
2019-08-10,121
2019-08-11,121
2019-08-12,124
2019-08-13,122
2019-08-14,120
2019-08-15,119
2019-08-16,122
2019-08-17,125
2019-08-18,123
2019-08-19,126
2019-08-20,131
2019-08-21,128
2019-08-22,132
2019-08-23,131
2019-08-24,129
2019-08-24,129
2019-08-25,127
2019-08-25,127
2019-08-26,125
2019-08-26,125
2019-08-27,124
2019-08-27,124
2019-08-28,125
2019-08-29,124
2019-08-30,123
2019-08-31,124
2019-09-01,127
2019-09-02,128
