date_obj,Iron%20bar price
2015-03-26,213
2015-03-27,214
2015-03-28,216
2015-03-29,218
2015-03-30,217
2015-03-31,212
2015-04-01,212
2015-04-02,216
2015-04-03,219
2015-04-04,216
2015-04-05,209
2015-04-06,204
2015-04-07,202
2015-04-08,199
2015-04-09,202
2015-04-10,207
2015-04-11,212
2015-04-12,216
2015-04-13,215
2015-04-14,213
2015-04-15,212
2015-04-16,212
2015-04-17,212
2015-04-18,213
2015-04-19,211
2015-04-20,210
2015-04-21,214
2015-04-22,221
2015-04-23,230
2015-04-24,238
2015-04-25,245
2015-04-26,233
2015-04-27,233
2015-04-28,239
2015-04-29,240
2015-04-30,244
2015-05-01,251
2015-05-02,248
2015-05-03,241
2015-05-04,235
2015-05-05,230
2015-05-06,228
2015-05-07,231
2015-05-08,226
2015-05-09,219
2015-05-10,224
2015-05-11,222
2015-05-12,218
2015-05-13,220
2015-05-14,218
2015-05-15,214
2015-05-16,212
2015-05-17,210
2015-05-18,205
2015-05-19,201
2015-05-20,203
2015-05-21,205
2015-05-22,208
2015-05-23,212
2015-05-24,221
2015-05-25,224
2015-05-26,222
2015-05-27,217
2015-05-28,215
2015-05-29,215
2015-05-30,219
2015-05-31,223
2015-06-01,232
2015-06-02,232
2015-06-03,231
2015-06-04,235
2015-06-05,244
2015-06-06,255
2015-06-07,263
2015-06-08,261
2015-06-09,255
2015-06-10,251
2015-06-11,248
2015-06-12,244
2015-06-13,233
2015-06-14,231
2015-06-15,238
2015-06-16,247
2015-06-17,253
2015-06-18,256
2015-06-19,262
2015-06-20,262
2015-06-21,263
2015-06-22,263
2015-06-23,262
2015-06-24,255
2015-06-25,246
2015-06-26,233
2015-06-27,222
2015-06-28,226
2015-06-29,224
2015-06-30,226
2015-07-01,225
2015-07-02,224
2015-07-03,223
2015-07-04,213
2015-07-05,215
2015-07-06,218
2015-07-07,216
2015-07-08,220
2015-07-09,221
2015-07-10,226
2015-07-11,219
2015-07-12,215
2015-07-13,213
2015-07-14,218
2015-07-15,215
2015-07-16,208
2015-07-17,203
2015-07-18,200
2015-07-19,192
2015-07-20,193
2015-07-21,196
2015-07-22,194
2015-07-23,202
2015-07-24,212
2015-07-25,212
2015-07-26,218
2015-07-27,225
2015-07-28,235
2015-07-29,241
2015-07-30,230
2015-07-31,227
2015-08-01,231
2015-08-02,235
2015-08-03,228
2015-08-04,219
2015-08-05,217
2015-08-06,225
2015-08-07,228
2015-08-08,224
2015-08-09,223
2015-08-10,219
2015-08-11,215
2015-08-12,207
2015-08-13,201
2015-08-14,191
2015-08-15,191
2015-08-16,194
2015-08-17,202
2015-08-18,210
2015-08-19,219
2015-08-20,229
2015-08-21,234
2015-08-22,233
2015-08-23,234
2015-08-24,237
2015-08-25,242
2015-08-26,242
2015-08-27,233
2015-08-28,233
2015-08-29,230
2015-08-30,233
2015-08-31,223
2015-09-01,222
2015-09-02,226
2015-09-03,232
2015-09-04,223
2015-09-05,212
2015-09-06,201
2015-09-07,195
2015-09-08,198
2015-09-09,205
2015-09-10,208
2015-09-11,212
2015-09-12,219
2015-09-13,225
2015-09-14,224
2015-09-15,216
2015-09-16,214
2015-09-17,208
2015-09-18,213
2015-09-19,210
2015-09-20,207
2015-09-21,201
2015-09-22,204
2015-09-23,207
2015-09-24,211
2015-09-25,218
2015-09-27,225
2015-09-28,221
2015-09-29,218
2015-09-30,219
2015-10-05,218
2015-10-06,222
2015-10-07,216
2015-10-08,208
2015-10-09,209
2015-10-10,202
2015-10-11,211
2015-10-12,221
2015-10-13,231
2015-10-14,237
2015-10-15,235
2015-10-16,226
2015-10-17,220
2015-10-18,216
2015-10-19,219
2015-10-20,227
2015-10-22,248
2015-10-23,245
2015-10-24,245
2015-10-25,249
2015-10-26,249
2015-10-27,258
2015-10-29,255
2015-10-30,256
2015-10-31,268
2015-11-01,280
2015-11-02,288
2015-11-03,285
2015-11-04,291
2015-11-05,288
2015-11-06,287
2015-11-07,278
2015-11-08,267
2015-11-09,259
2015-11-10,248
2015-11-11,245
2015-11-12,246
2015-11-13,255
2015-11-14,266
2015-11-15,263
2015-11-16,257
2015-11-17,253
2015-11-18,263
2015-11-19,273
2015-11-20,278
2015-11-21,281
2015-11-22,292
2015-11-23,295
2015-11-24,299
2015-11-25,309
2015-11-26,321
2015-11-27,332
2015-11-28,340
2015-11-29,355
2015-11-30,356
2015-12-01,361
2015-12-02,366
2015-12-03,370
2015-12-04,383
2015-12-05,385
2015-12-06,392
2015-12-07,384
2015-12-08,373
2015-12-10,358
2015-12-11,347
2015-12-12,337
2015-12-13,327
2015-12-14,318
2015-12-15,310
2015-12-16,322
2015-12-17,319
2015-12-18,305
2015-12-19,291
2015-12-20,285
2015-12-21,300
2015-12-22,313
2015-12-23,322
2015-12-24,335
2015-12-25,348
2015-12-26,358
2015-12-27,357
2015-12-28,342
2015-12-29,324
2015-12-31,293
2016-01-01,296
2016-01-02,288
2016-01-03,296
2016-01-04,303
2016-01-05,300
2016-01-06,296
2016-01-07,285
2016-01-08,277
2016-01-09,284
2016-01-10,293
2016-01-11,291
2016-01-12,293
2016-01-13,292
2016-01-14,279
2016-01-15,281
2016-01-16,288
2016-01-17,292
2016-01-18,299
2016-01-19,299
2016-01-20,305
2016-01-21,314
2016-01-22,312
2016-01-23,319
2016-01-24,330
2016-01-25,345
2016-01-26,363
2016-01-27,373
2016-01-28,369
2016-01-29,373
2016-01-30,389
2016-01-31,389
2016-02-01,376
2016-02-02,374
2016-02-03,384
2016-02-04,389
2016-02-05,374
2016-02-06,360
2016-02-07,362
2016-02-08,368
2016-02-09,372
2016-02-10,372
2016-02-11,355
2016-02-12,348
2016-02-13,338
2016-02-14,338
2016-02-15,325
2016-02-16,323
2016-02-17,337
2016-02-18,344
2016-02-19,335
2016-02-20,333
2016-02-21,342
2016-02-22,359
2016-02-23,371
2016-02-24,375
2016-02-25,370
2016-02-26,364
2016-02-27,354
2016-02-28,346
2016-02-29,342
2016-03-01,341
2016-03-02,359
2016-03-03,374
2016-03-04,389
2016-03-05,378
2016-03-06,375
2016-03-07,380
2016-03-08,383
2016-03-09,370
2016-03-10,353
2016-03-11,347
2016-03-12,347
2016-03-13,356
2016-03-14,358
2016-03-15,368
2016-03-16,371
2016-03-17,372
2016-03-18,360
2016-03-19,357
2016-03-20,351
2016-03-22,351
2016-03-23,352
2016-03-24,344
2016-03-25,344
2016-03-26,332
2016-03-27,326
2016-03-28,321
2016-03-29,310
2016-03-30,299
2016-03-31,304
2016-04-01,296
2016-04-02,294
2016-04-03,300
2016-04-04,314
2016-04-05,322
2016-04-06,321
2016-04-07,325
2016-04-08,312
2016-04-09,323
2016-04-10,338
2016-04-11,346
2016-04-12,349
2016-04-13,348
2016-04-14,336
2016-04-15,331
2016-04-16,342
2016-04-17,351
2016-04-18,355
2016-04-19,343
2016-04-20,344
2016-04-21,339
2016-04-22,333
2016-04-23,332
2016-04-24,342
2016-04-25,345
2016-04-26,343
2016-04-27,332
2016-04-28,321
2016-04-29,320
2016-04-30,329
2016-05-01,334
2016-05-02,326
2016-05-03,325
2016-05-04,322
2016-05-05,313
2016-05-06,300
2016-05-07,292
2016-05-08,297
2016-05-09,311
2016-05-10,322
2016-05-11,333
2016-05-12,349
2016-05-13,336
2016-05-14,319
2016-05-15,310
2016-05-16,307
2016-05-17,303
2016-05-18,300
2016-05-19,314
2016-05-22,344
2016-05-23,340
2016-05-24,341
2016-05-25,343
2016-05-26,347
2016-05-27,341
2016-05-28,336
2016-05-29,332
2016-05-30,340
2016-05-31,346
2016-06-01,332
2016-06-02,327
2016-06-03,317
2016-06-04,316
2016-06-05,315
2016-06-06,318
2016-06-07,318
2016-06-08,318
2016-06-09,320
2016-06-10,321
2016-06-11,323
2016-06-12,323
2016-06-13,322
2016-06-14,318
2016-06-15,316
2016-06-16,321
2016-06-17,319
2016-06-18,320
2016-06-19,322
2016-06-20,321
2016-06-21,318
2016-06-22,320
2016-06-23,319
2016-06-24,312
2016-06-25,314
2016-06-26,314
2016-06-27,320
2016-06-28,319
2016-06-29,317
2016-06-30,321
2016-07-01,317
2016-07-02,315
2016-07-03,315
2016-07-04,314
2016-07-05,311
2016-07-06,316
2016-07-07,318
2016-07-08,323
2016-07-09,331
2016-07-10,331
2016-07-11,329
2016-07-12,325
2016-07-13,321
2016-07-14,317
2016-07-15,318
2016-07-16,324
2016-07-17,332
2016-07-18,336
2016-07-23,327
2016-07-24,318
2016-07-25,323
2016-07-26,332
2016-07-27,333
2016-07-28,324
2016-07-29,315
2016-07-30,305
2016-07-31,306
2016-08-01,301
2016-08-02,295
2016-08-03,302
2016-08-04,307
2016-08-05,306
2016-08-06,314
2016-08-07,318
2016-08-08,312
2016-08-09,306
2016-08-10,297
2016-08-11,304
2016-08-12,298
2016-08-13,296
2016-08-14,292
2016-08-15,293
2016-08-16,297
2016-08-17,301
2016-08-18,310
2016-08-19,312
2016-08-20,303
2016-08-21,296
2016-08-22,289
2016-08-23,290
2016-08-24,276
2016-08-25,262
2016-08-26,252
2016-08-28,237
2016-08-31,261
2016-09-01,254
2016-09-02,254
2016-09-03,248
2016-09-04,248
2016-09-05,252
2016-09-06,256
2016-09-07,253
2016-09-08,258
2016-09-09,249
2016-09-10,238
2016-09-11,239
2016-09-12,229
2016-09-13,226
2016-09-14,237
2016-09-15,243
2016-09-16,240
2016-09-17,234
2016-09-18,227
2016-09-19,229
2016-09-20,231
2016-09-21,229
2016-09-22,224
2016-09-23,216
2016-09-24,216
2016-09-25,221
2016-09-26,225
2016-09-27,232
2016-09-28,236
2016-09-29,232
2016-09-30,232
2016-10-01,229
2016-10-02,231
2016-10-03,231
2016-10-04,234
2016-10-05,244
2016-10-06,245
2016-10-07,238
2016-10-08,242
2016-10-09,240
2016-10-10,239
2016-10-11,240
2016-10-12,245
2016-10-13,249
2016-10-14,258
2016-10-15,262
2016-10-16,254
2016-10-17,264
2016-10-18,266
2016-10-19,271
2016-10-20,268
2016-10-21,264
2016-10-22,263
2016-10-23,254
2016-10-24,243
2016-10-25,243
2016-10-26,249
2016-10-27,244
2016-10-28,244
2016-10-29,237
2016-10-30,236
2016-10-31,240
2016-11-01,246
2016-11-02,247
2016-11-03,245
2016-11-04,238
2016-11-05,228
2016-11-06,238
2016-11-07,243
2016-11-08,247
2016-11-09,257
2016-11-10,263
2016-11-11,273
2016-11-12,276
2016-11-13,273
2016-11-14,264
2016-12-07,313
2016-12-08,316
2016-12-09,310
2016-12-10,304
2016-12-11,303
2016-12-12,303
2016-12-13,298
2016-12-14,296
2016-12-15,293
2016-12-16,291
2016-12-17,289
2016-12-18,286
2016-12-19,286
2016-12-20,290
2016-12-21,288
2016-12-22,289
2016-12-23,286
2016-12-24,286
2016-12-25,282
2016-12-26,286
2016-12-27,293
2016-12-28,301
2016-12-29,293
2016-12-30,290
2016-12-31,284
2017-01-01,284
2017-01-02,285
2017-01-03,291
2017-01-04,286
2017-01-05,281
2017-01-06,276
2017-01-07,280
2017-01-08,281
2017-01-09,281
2017-01-10,282
2017-01-11,288
2017-01-12,291
2017-01-13,292
2017-01-14,290
2017-01-15,287
2017-01-16,285
2017-01-17,283
2017-01-18,295
2017-01-19,294
2017-01-20,295
2017-01-21,288
2017-01-22,277
2017-01-23,274
2017-01-27,280
2017-01-28,276
2017-01-29,271
2017-01-30,272
2017-01-31,277
2017-02-01,283
2017-02-02,287
2017-02-03,291
2017-02-04,280
2017-02-05,267
2017-02-06,259
2017-02-07,262
2017-02-08,272
2017-02-09,286
2017-02-10,293
2017-02-11,291
2017-02-12,293
2017-02-13,289
2017-02-14,303
2017-02-15,313
2017-02-16,327
2017-02-18,320
2017-02-19,310
2017-02-20,301
2017-02-21,298
2017-02-22,308
2017-02-23,313
2017-02-24,317
2017-02-25,331
2017-02-26,340
2017-02-27,343
2017-02-28,330
2017-03-01,319
2017-03-02,319
2017-03-03,331
2017-03-04,334
2017-03-05,334
2017-03-06,342
2017-03-07,336
2017-03-08,340
2017-03-09,336
2017-03-10,328
2017-03-11,311
2017-03-12,300
2017-03-13,286
2017-03-14,280
2017-03-15,280
2017-03-16,277
2017-03-17,282
2017-03-18,271
2017-03-19,270
2017-03-20,279
2017-03-21,283
2017-03-22,293
2017-03-23,306
2017-03-24,305
2017-03-25,299
2017-03-26,291
2017-03-27,288
2017-03-28,280
2017-03-29,288
2017-03-30,300
2017-03-31,293
2017-04-01,284
2017-04-02,281
2017-04-04,280
2017-04-12,282
2017-04-13,282
2017-04-14,282
2017-04-15,280
2017-04-16,278
2017-04-17,274
2017-04-18,275
2017-04-19,281
2017-04-20,288
2017-04-21,279
2017-04-22,276
2017-04-23,275
2017-04-24,279
2017-04-25,275
2017-04-26,271
2017-04-27,273
2017-04-28,278
2017-04-29,271
2017-04-30,273
2017-05-01,274
2017-05-02,277
2017-05-03,277
2017-05-04,273
2017-05-05,270
2017-05-06,269
2017-05-07,268
2017-05-08,273
2017-05-09,275
2017-05-10,273
2017-05-11,274
2017-05-12,272
2017-05-13,273
2017-05-14,277
2017-05-15,277
2017-05-16,287
2017-05-17,278
2017-05-18,269
2017-05-19,267
2017-05-20,264
2017-05-21,271
2017-05-22,279
2017-05-23,278
2017-05-24,269
2017-05-25,266
2017-05-26,268
2017-05-27,275
2017-05-28,267
2017-05-29,265
2017-05-30,262
2017-05-31,258
2017-06-01,247
2017-06-02,245
2017-06-03,242
2017-06-04,240
2017-06-06,243
2017-06-07,237
2017-06-08,245
2017-06-09,246
2017-06-10,245
2017-06-11,244
2017-06-12,243
2017-06-13,243
2017-06-14,238
2017-06-15,235
2017-06-16,231
2017-06-17,229
2017-06-18,223
2017-06-19,221
2017-06-20,219
2017-06-21,220
2017-06-22,220
2017-06-23,220
2017-06-24,219
2017-06-25,215
2017-06-26,209
2017-06-27,199
2017-06-28,196
2017-06-29,191
2017-06-30,181
2017-07-01,179
2017-07-02,179
2017-07-03,180
2017-07-04,184
2017-07-05,183
2017-07-06,175
2017-07-07,170
2017-07-08,168
2017-07-13,163
2017-07-14,169
2017-07-15,167
2017-07-16,162
2017-07-17,159
2017-07-18,159
2017-07-19,160
2017-07-20,167
2017-07-21,171
2017-07-22,171
2017-07-23,170
2017-07-24,174
2017-07-25,179
2017-07-26,184
2017-07-27,193
2017-07-28,193
2017-07-29,186
2017-07-30,182
2017-07-31,181
2017-08-01,181
2017-08-02,185
2017-08-03,187
2017-08-04,192
2017-08-05,183
2017-08-06,179
2017-08-09,179
2017-08-10,180
2017-08-11,188
2017-08-12,195
2017-08-13,200
2017-08-14,209
2017-08-15,212
2017-08-16,210
2017-08-17,207
2017-08-18,205
2017-08-19,206
2017-08-20,215
2017-08-21,222
2017-08-22,217
2017-08-23,212
2017-08-24,210
2017-08-25,208
2017-08-26,208
2017-08-27,206
2017-08-28,201
2017-08-29,197
2017-08-30,194
2017-08-31,192
2017-09-01,191
2017-09-02,192
2017-09-03,197
2017-09-04,203
2017-09-05,200
2017-09-06,200
2017-09-07,205
2017-09-08,206
2017-09-09,206
2017-09-10,202
2017-09-11,198
2017-09-12,197
2017-09-13,196
2017-09-14,196
2017-09-15,190
2017-09-16,191
2017-09-17,195
2017-09-19,204
2017-09-20,212
2017-09-21,214
2017-09-22,207
2017-09-23,200
2017-09-24,197
2017-09-25,193
2017-09-26,193
2017-09-27,198
2017-09-28,200
2017-09-29,205
2017-09-30,208
2017-10-01,211
2017-10-02,209
2017-10-03,209
2017-10-04,206
2017-10-05,202
2017-10-06,198
2017-10-07,194
2017-10-08,198
2017-10-09,197
2017-10-10,194
2017-10-11,190
2017-10-12,192
2017-10-13,196
2017-10-14,195
2017-10-15,193
2017-10-16,198
2017-10-17,205
2017-10-18,213
2017-10-19,210
2017-10-20,209
2017-10-21,204
2017-10-22,205
2017-10-23,199
2017-10-24,194
2017-10-25,188
2017-10-26,180
2017-10-27,171
2017-10-28,168
2017-10-29,171
2017-10-30,174
2017-10-31,174
2017-11-01,176
2017-11-02,177
2017-11-03,176
2017-11-04,168
2017-11-05,164
2017-11-06,164
2017-11-07,163
2017-11-08,163
2017-11-09,166
2017-11-10,170
2017-11-11,168
2017-11-12,173
2017-11-13,175
2017-11-14,173
2017-11-15,172
2017-11-16,174
2017-11-17,173
2017-11-18,168
2017-11-19,168
2017-11-20,168
2017-11-21,167
2017-11-22,166
2017-11-23,168
2017-11-24,164
2017-11-25,160
2017-11-26,162
2017-11-27,160
2017-11-28,161
2017-11-29,161
2017-11-30,161
2017-12-01,162
2017-12-02,164
2017-12-03,165
2017-12-04,169
2017-12-05,172
2017-12-06,170
2017-12-07,168
2017-12-08,168
