date_obj,Armadyl%20page%203 price
2015-07-07,231145
2015-07-08,231145
2015-07-09,227091
2015-07-10,227091
2015-07-11,229551
2015-07-12,229551
2015-07-13,222355
2015-07-14,222355
2015-07-15,217254
2015-07-16,217254
2015-07-17,213426
2015-07-18,213426
2015-07-19,210536
2015-07-20,210536
2015-07-21,211744
2015-07-22,217865
2015-07-23,217865
2015-07-24,227537
2015-07-25,227537
2015-07-26,237723
2015-07-27,237723
2015-07-28,241543
2015-07-29,246553
2015-07-30,246553
2015-07-31,253028
2015-08-01,253028
2015-08-02,255988
2015-08-03,255988
2015-08-04,257537
2015-08-05,259377
2015-08-06,259377
2015-08-07,272252
2015-08-08,272252
2015-08-09,284760
2015-08-10,284760
2015-08-11,283611
2015-08-12,283611
2015-08-13,292985
2015-08-14,291185
2015-08-15,291185
2015-08-16,288636
2015-08-17,288636
2015-08-18,276507
2015-08-19,276507
2015-08-20,270343
2015-08-21,270343
2015-08-22,259904
2015-08-23,259904
2015-08-24,247538
2015-08-25,247538
2015-08-26,236360
2015-08-27,224720
2015-08-28,224720
2015-08-29,214592
2015-08-30,214592
2015-08-31,204629
2015-09-01,204629
2015-09-02,194397
2015-09-03,194397
2015-09-04,185834
2015-09-05,185834
2015-09-06,181626
2015-09-07,181626
2015-09-08,176163
2015-09-09,176163
2015-09-10,170862
2015-09-11,170862
2015-09-12,173621
2015-09-13,179311
2015-09-14,179311
2015-09-15,185661
2015-09-16,185661
2015-09-17,186681
2015-09-18,186681
2015-09-19,190536
2015-09-20,190536
2015-09-21,197059
2015-09-22,197059
2015-09-23,202357
2015-09-24,202357
2015-09-25,202357
2015-09-27,201589
2015-09-28,195187
2015-09-29,195187
2015-09-30,191816
2015-10-05,190380
2015-10-06,183299
2015-10-07,183299
2015-10-08,182992
2015-10-09,182992
2015-10-10,177653
2015-10-11,182380
2015-10-12,182380
2015-10-13,182380
2015-10-14,184578
2015-10-15,184578
2015-10-16,187872
2015-10-17,187872
2015-10-18,183901
2015-10-19,183901
2015-10-20,187501
2015-10-22,187501
2015-10-23,194814
2015-10-24,194814
2015-10-25,204101
2015-10-26,204101
2015-10-27,214134
2015-10-28,214134
2015-10-29,224841
2015-10-30,224841
2015-10-31,236084
2015-11-01,236084
2015-11-02,246846
2015-11-03,246846
2015-11-04,258626
2015-11-05,258626
2015-11-06,271319
2015-11-07,283846
2015-11-08,283846
2015-11-09,283846
2015-11-10,294894
2015-11-11,294894
2015-11-12,289807
2015-11-13,289807
2015-11-14,280076
2015-11-15,280076
2015-11-16,282944
2015-11-17,282944
2015-11-18,283386
2015-11-19,283386
2015-11-20,283176
2015-11-21,283176
2015-11-22,279276
2015-11-23,279276
2015-11-24,280404
2015-11-25,280404
2015-11-26,286156
2015-11-27,286156
2015-11-28,279922
2015-11-29,279922
2015-11-30,270307
2015-12-01,270307
2015-12-02,262954
2015-12-03,262954
2015-12-04,252927
2015-12-05,252927
2015-12-06,243478
2015-12-07,243478
2015-12-08,234319
2015-12-09,225722
2015-12-10,225722
2015-12-11,220053
2015-12-12,220053
2015-12-13,215670
2015-12-14,215670
2015-12-15,207722
2015-12-16,207722
2015-12-17,201163
2015-12-18,204858
2015-12-19,204858
2015-12-20,207228
2015-12-21,207228
2015-12-22,215907
2015-12-23,215907
2015-12-24,226659
2015-12-25,226659
2015-12-26,237992
2015-12-27,248949
2015-12-28,248949
2015-12-29,260830
2015-12-30,260830
2015-12-31,273302
2016-01-01,273302
2016-01-02,285655
2016-01-03,296977
2016-01-04,310164
2016-01-05,310164
2016-01-06,323670
2016-01-07,323670
2016-01-08,314992
2016-01-09,314992
2016-01-10,309313
2016-01-11,309313
2016-01-12,296689
2016-01-13,296689
2016-01-14,282766
2016-01-15,271982
2016-01-16,271982
2016-01-17,264128
2016-01-18,254115
2016-01-19,254115
2016-01-20,243848
2016-01-21,243848
2016-01-22,231655
2016-01-23,231655
2016-01-24,221201
2016-01-25,216673
2016-01-26,216673
2016-01-27,210683
2016-01-28,210683
2016-01-29,207109
2016-01-30,207109
2016-01-31,211264
2016-02-01,215989
2016-02-02,215989
2016-02-03,218973
2016-02-04,218973
2016-02-05,216373
2016-02-06,214108
2016-02-07,214108
2016-02-08,214980
2016-02-09,214980
2016-02-10,213106
2016-02-11,213106
2016-02-12,203591
2016-02-13,195978
2016-02-14,195978
2016-02-15,188290
2016-02-16,188290
2016-02-17,192279
2016-02-18,192279
2016-02-19,201808
2016-02-20,201808
2016-02-21,211899
2016-02-22,211899
2016-02-23,222494
2016-02-24,222494
2016-02-25,233354
2016-02-26,233354
2016-02-27,243918
2016-02-28,243918
2016-02-29,255936
2016-03-01,264213
2016-03-02,264213
2016-03-03,273135
2016-03-04,285569
2016-03-05,299848
2016-03-06,314841
2016-03-07,314841
2016-03-08,330584
2016-03-09,346086
2016-03-10,363391
2016-03-11,363391
2016-03-12,380667
2016-03-13,380667
2016-03-14,390538
2016-03-15,404985
2016-03-16,422116
2016-03-17,422116
2016-03-18,443222
2016-03-19,443222
2016-03-20,459521
2016-03-21,459521
2016-03-22,465178
2016-03-23,444940
2016-03-24,444940
2016-03-25,430667
2016-03-26,450725
2016-03-27,450725
2016-03-28,442957
2016-03-29,427561
2016-03-30,427561
2016-03-31,407902
2016-04-01,407902
2016-04-02,390927
2016-04-03,372372
2016-04-04,354939
2016-04-05,354939
2016-04-06,340454
2016-04-07,340454
2016-04-08,326602
2016-04-09,320621
2016-04-10,327814
2016-04-11,327814
2016-04-12,335355
2016-04-13,335355
2016-04-14,338440
2016-04-15,339745
2016-04-16,351540
2016-04-17,367788
2016-04-18,381851
2016-04-19,381851
2016-04-20,371705
2016-04-21,371705
2016-04-22,367316
2016-04-23,359585
2016-04-24,345591
2016-04-25,340967
2016-04-26,340967
2016-04-27,328949
2016-04-28,328949
2016-04-29,319255
2016-04-30,310496
2016-05-01,310496
2016-05-02,304400
2016-05-03,296053
2016-05-04,296053
2016-05-05,282356
2016-05-06,282356
2016-05-07,273401
2016-05-08,273401
2016-05-09,260345
2016-05-10,254542
2016-05-11,254542
2016-05-12,255588
2016-05-13,265807
2016-05-14,265807
2016-05-15,272311
2016-05-16,272311
2016-05-17,284862
2016-05-18,299106
2016-05-19,299106
2016-05-22,326132
2016-05-23,328862
2016-05-24,320026
2016-05-25,320026
2016-05-26,321335
2016-05-27,326631
2016-05-28,326631
2016-05-29,325611
2016-05-30,325611
2016-05-31,311525
2016-06-01,305122
2016-06-02,305122
2016-06-03,296572
2016-06-04,292621
2016-06-05,292621
2016-06-06,288622
2016-06-07,288622
2016-06-08,281760
2016-06-09,269657
2016-06-10,260066
2016-06-11,260066
2016-06-12,256906
2016-06-13,256906
2016-06-14,253102
2016-06-15,253102
2016-06-16,244358
2016-06-17,233327
2016-06-18,233327
2016-06-19,223303
2016-06-20,214306
2016-06-21,206565
2016-06-22,211183
2016-06-23,218101
2016-06-24,218101
2016-06-25,225725
2016-06-26,225725
2016-06-27,235817
2016-06-28,245984
2016-06-29,245984
2016-06-30,257904
2016-07-01,270800
2016-07-02,270800
2016-07-03,284340
2016-07-04,297946
2016-07-05,297946
2016-07-06,294714
2016-07-07,279978
2016-07-08,265979
2016-07-09,252680
2016-07-10,240046
2016-07-11,228043
2016-07-12,216640
2016-07-13,205808
2016-07-14,201899
2016-07-15,199789
2016-07-16,197347
2016-07-17,198449
2016-07-18,197372
2016-07-23,231615
2016-07-24,243163
2016-07-25,251867
2016-07-26,251867
2016-07-27,260300
2016-07-28,260300
2016-07-29,265498
2016-07-30,267215
2016-07-31,267215
2016-08-01,277239
2016-08-02,287046
2016-08-03,279885
2016-08-04,279885
2016-08-05,269665
2016-08-06,259017
2016-08-07,250423
2016-08-08,250423
2016-08-09,245213
2016-08-10,235401
2016-08-11,235401
2016-08-12,223636
2016-08-13,223636
2016-08-14,221888
2016-08-15,225586
2016-08-16,225586
2016-08-17,232179
2016-08-18,232179
2016-08-19,233759
2016-08-20,222072
2016-08-21,222072
2016-08-22,211350
2016-08-23,201487
2016-08-24,201487
2016-08-25,192864
2016-08-26,192864
2016-08-28,193994
2016-08-31,213281
2016-09-01,223946
2016-09-02,223946
2016-09-03,235144
2016-09-04,246902
2016-09-05,258728
2016-09-06,258728
2016-09-07,271665
2016-09-08,271665
2016-09-09,281765
2016-09-10,295551
2016-09-11,295551
2016-09-12,310329
2016-09-13,323756
2016-09-14,323756
2016-09-15,336758
2016-09-16,336758
2016-09-17,348999
2016-09-18,348999
2016-09-19,353987
2016-09-20,353987
2016-09-21,338966
2016-09-22,330361
2016-09-23,330361
2016-09-24,332911
2016-09-25,335655
2016-09-26,335655
2016-09-27,350465
2016-09-28,350465
2016-09-29,366694
2016-09-30,379893
2016-10-01,363796
2016-10-02,363796
2016-10-03,350317
2016-10-04,350317
2016-10-05,356516
2016-10-06,356516
2016-10-07,348789
2016-10-08,357085
2016-10-09,357085
2016-10-10,362729
2016-10-11,362729
2016-10-12,358181
2016-10-13,358181
2016-10-14,351656
2016-10-15,351656
2016-10-16,350428
2016-10-17,354140
2016-10-18,354140
2016-10-19,361447
2016-10-20,361447
2016-10-21,359371
2016-10-22,359371
2016-10-23,355201
2016-10-24,352223
2016-10-25,352223
2016-10-26,341889
2016-10-27,341889
2016-10-28,328763
2016-10-29,314682
2016-10-30,314682
2016-10-31,316393
2016-11-01,316393
2016-11-02,326098
2016-11-03,326098
2016-11-04,339981
2016-11-05,339981
2016-11-06,351662
2016-11-07,351662
2016-11-08,359548
2016-11-09,359548
2016-11-10,354788
2016-11-11,354788
2016-11-12,347596
2016-11-13,347596
2016-11-14,336917
2016-11-15,336917
2016-12-07,446523
2016-12-08,429627
2016-12-09,412331
2016-12-10,412331
2016-12-11,392326
2016-12-12,388549
2016-12-13,388549
2016-12-14,388805
2016-12-15,388805
2016-12-16,402709
2016-12-17,407376
2016-12-18,407376
2016-12-19,392318
2016-12-20,381852
2016-12-21,372289
2016-12-22,372289
2016-12-23,357974
2016-12-24,357974
2016-12-25,353320
2016-12-26,353320
2016-12-27,358686
2016-12-28,369890
2016-12-29,386879
2016-12-30,404001
2016-12-31,422261
2017-01-01,430089
2017-01-02,439040
2017-01-03,439040
2017-01-04,438981
2017-01-05,438981
2017-01-06,418716
2017-01-07,400661
2017-01-08,387220
2017-01-09,374917
2017-01-10,379786
2017-01-11,387296
2017-01-12,402965
2017-01-13,402965
2017-01-14,415036
2017-01-15,431689
2017-01-16,436013
2017-01-17,439731
2017-01-18,460338
2017-01-19,460338
2017-01-20,476643
2017-01-21,497802
2017-01-22,511403
2017-01-23,504012
2017-01-27,474026
2017-01-28,461489
2017-01-29,450562
2017-01-30,450562
2017-01-31,439730
2017-02-01,420578
2017-02-02,420578
2017-02-03,402379
2017-02-04,386483
2017-02-05,380663
2017-02-06,383493
2017-02-07,383493
2017-02-08,397799
2017-02-09,397799
2017-02-10,406109
2017-02-11,407308
2017-02-12,407308
2017-02-13,398421
2017-02-14,392965
2017-02-15,392965
2017-02-16,387569
2017-02-18,375495
2017-02-19,381378
2017-02-20,381378
2017-02-21,381837
2017-02-22,381837
2017-02-23,377262
2017-02-24,377262
2017-02-25,371353
2017-02-26,371353
2017-02-27,361038
2017-02-28,344562
2017-03-01,332395
2017-03-02,324610
2017-03-03,324610
2017-03-04,319896
2017-03-05,331827
2017-03-06,330642
2017-03-07,330642
2017-03-08,315618
2017-03-09,315618
2017-03-10,304988
2017-03-11,301227
2017-03-12,301227
2017-03-13,298468
2017-03-14,301332
2017-03-15,296124
2017-03-16,296124
2017-03-17,295950
2017-03-18,295950
2017-03-19,294120
2017-03-20,296134
2017-03-21,290711
2017-03-22,290711
2017-03-23,299016
2017-03-24,304277
2017-03-25,304277
2017-03-26,314061
2017-03-27,314253
2017-03-28,314253
2017-03-29,317670
2017-03-30,323474
2017-03-31,322365
2017-04-01,330191
2017-04-02,330191
2017-04-03,342412
2017-04-04,342412
2017-04-05,351869
2017-04-12,332388
2017-04-13,332480
2017-04-14,332480
2017-04-15,324208
2017-04-16,322349
2017-04-17,322818
2017-04-18,322818
2017-04-19,318542
2017-04-20,318542
2017-04-21,315018
2017-04-22,315018
2017-04-23,312210
2017-04-24,303538
2017-04-25,296204
2017-04-26,296204
2017-04-27,290323
2017-04-28,287664
2017-04-29,286388
2017-04-30,289698
2017-05-01,289698
2017-05-02,283046
2017-05-03,283046
2017-05-04,270860
2017-05-05,257383
2017-05-06,245966
2017-05-07,234718
2017-05-08,229604
2017-05-09,225641
2017-05-10,225641
2017-05-11,222695
2017-05-12,220952
2017-05-13,225847
2017-05-14,224324
2017-05-15,224324
2017-05-16,234026
2017-05-17,234026
2017-05-18,237600
2017-05-19,237600
2017-05-20,233512
2017-05-21,233512
2017-05-22,235629
2017-05-23,235629
2017-05-24,232544
2017-05-25,232544
2017-05-26,228687
2017-05-27,227840
2017-05-28,227840
2017-05-29,227202
2017-05-30,231982
2017-05-31,233553
2017-06-01,242103
2017-06-02,254209
2017-06-03,254209
2017-06-04,258503
2017-06-05,258503
2017-06-06,258015
2017-06-07,267528
2017-06-08,267528
2017-06-09,268006
2017-06-10,261690
2017-06-11,260336
2017-06-12,260336
2017-06-13,268318
2017-06-14,265154
2017-06-15,265154
2017-06-16,259899
2017-06-17,259899
2017-06-18,258516
2017-06-19,258516
2017-06-20,259643
2017-06-21,263724
2017-06-22,263724
2017-06-23,262383
2017-06-24,270440
2017-06-25,270440
2017-06-26,282216
2017-06-27,291887
2017-06-28,291887
2017-06-29,302576
2017-06-30,302576
2017-07-01,315227
2017-07-02,315227
2017-07-03,330645
2017-07-04,347178
2017-07-05,347178
2017-07-06,364537
2017-07-07,364537
2017-07-08,382764
2017-07-09,401903
2017-07-13,443099
2017-07-14,436732
2017-07-15,436732
2017-07-16,418572
2017-07-17,400008
2017-07-18,400008
2017-07-19,381637
2017-07-20,365854
2017-07-21,348802
2017-07-22,331361
2017-07-23,315116
2017-07-24,315116
2017-07-25,301326
2017-07-26,288270
2017-07-27,279648
2017-07-28,279648
2017-07-29,269690
2017-07-30,271131
2017-07-31,271131
2017-08-01,264865
2017-08-02,254408
2017-08-03,254408
2017-08-04,243816
2017-08-05,236620
2017-08-06,236620
2017-08-07,229700
2017-08-08,229700
2017-08-09,231066
2017-08-10,238368
2017-08-11,238368
2017-08-12,238629
2017-08-13,238629
2017-08-14,231016
2017-08-15,232352
2017-08-16,232352
2017-08-17,243230
2017-08-18,243230
2017-08-19,254698
2017-08-20,255015
2017-08-21,255015
2017-08-22,259039
2017-08-23,259039
2017-08-24,255120
2017-08-25,255120
2017-08-26,251810
2017-08-27,240178
2017-08-28,240178
2017-08-29,229471
2017-08-30,231795
2017-08-31,231795
2017-09-01,226756
2017-09-02,218300
2017-09-03,218300
2017-09-04,215782
2017-09-05,212591
2017-09-06,212591
2017-09-07,213965
2017-09-08,213965
2017-09-09,207184
2017-09-10,199701
2017-09-11,199701
2017-09-12,192359
2017-09-13,193218
2017-09-14,192299
2017-09-15,192299
2017-09-16,194161
2017-09-17,191040
2017-09-18,191040
2017-09-19,194099
2017-09-20,201461
2017-09-22,202556
2017-09-23,202556
2017-09-24,199688
2017-09-25,199688
2017-09-26,195007
2017-09-27,195007
2017-09-28,194207
2017-09-29,195811
2017-09-30,195811
2017-10-01,202261
2017-10-02,208339
2017-10-03,208339
2017-10-04,206588
2017-10-05,202783
2017-10-06,194411
2017-10-07,193692
2017-10-08,193692
2017-10-09,194808
2017-10-10,203480
2017-10-11,203480
2017-10-12,210324
2017-10-13,209411
2017-10-14,200547
2017-10-15,200547
2017-10-16,193877
2017-10-17,193877
2017-10-18,196293
2017-10-19,196293
2017-10-20,192452
2017-10-21,192452
2017-10-22,183752
2017-10-23,183752
2017-10-24,175064
2017-10-25,171454
2017-10-26,171454
2017-10-27,170286
2017-10-28,170286
2017-10-29,170474
2017-10-30,168382
2017-10-31,161284
2017-11-01,161284
2017-11-02,153453
2017-11-03,153453
2017-11-04,147172
2017-11-05,147172
2017-11-06,144004
2017-11-07,144004
2017-11-08,141872
2017-11-09,135720
2017-11-10,135720
2017-11-11,130786
2017-11-12,127215
2017-11-13,127215
2017-11-14,123407
2017-11-15,123407
2017-11-16,123564
2017-11-17,127290
2017-11-18,127290
2017-11-19,128345
2017-11-20,132274
2017-11-21,138749
2017-11-22,138749
2017-11-23,143187
2017-11-24,143187
2017-11-25,149269
2017-11-26,156733
2017-11-27,156733
2017-11-28,164570
2017-11-29,164570
2017-11-30,172755
2017-12-01,181206
2017-12-02,181206
2017-12-03,186322
2017-12-04,186322
2017-12-05,192073
2017-12-06,192073
2017-12-07,192759
2017-12-08,192759
2017-12-09,195456
2017-12-10,204719
2017-12-11,213142
2017-12-12,213142
2017-12-13,217076
2017-12-14,217076
2017-12-15,210017
2017-12-16,210017
2017-12-17,199516
2017-12-18,189753
2017-12-19,189753
2017-12-20,180774
2017-12-21,184334
2017-12-22,184334
2017-12-23,185935
2017-12-24,185935
2017-12-25,194014
2017-12-26,203715
2017-12-27,213497
2017-12-28,213497
2017-12-29,214589
2017-12-30,215700
2017-12-31,215700
2018-01-01,225066
2018-01-02,229765
2018-01-03,227541
2018-01-04,227541
2018-01-05,227818
2018-01-06,237733
2018-01-07,249436
2018-01-08,254438
2018-01-09,266777
2018-01-10,266777
2018-01-11,264244
2018-01-12,258998
2018-01-13,257755
2018-01-14,267433
2018-01-15,273067
2018-01-16,260978
2018-01-17,248814
2018-01-18,237998
2018-01-19,237998
2018-01-20,228719
2018-01-21,219295
2018-01-22,210881
2018-01-23,202492
2018-01-24,201489
2018-01-25,202159
2018-01-26,206592
2018-01-27,205591
2018-01-28,213246
2018-01-29,209111
2018-01-30,208214
2018-01-31,207285
2018-02-01,208079
2018-02-02,210234
2018-02-03,205114
2018-02-04,201882
2018-02-05,196442
2018-02-06,191972
2018-02-07,190854
2018-02-08,183545
2018-02-09,175557
2018-02-10,167326
2018-02-11,159147
2018-02-12,155423
2018-02-13,154741
2018-02-14,149326
2018-02-15,149151
2018-02-16,148572
2018-02-17,153450
2018-02-18,152705
2018-02-19,153872
2018-02-20,156084
2018-02-21,154902
2018-02-22,158012
2018-02-23,162032
2018-02-24,161885
2018-02-25,162640
2018-02-26,169821
2018-02-27,172864
2018-02-28,178328
2018-03-01,180586
2018-03-02,182949
2018-03-03,191518
2018-03-04,191518
2018-03-05,200788
2018-03-06,208633
2018-03-07,215490
2018-03-08,217966
2018-03-09,212062
2018-03-10,203943
2018-03-11,202520
2018-03-12,199958
2018-03-13,193329
2018-03-14,189836
2018-03-15,190166
2018-03-16,183956
2018-03-17,190516
2018-03-18,195683
2018-03-20,195094
2018-03-22,176446
2018-03-23,168919
2018-03-24,162236
2018-03-25,158685
2018-03-26,157604
2018-03-27,160555
2018-03-28,168583
2018-03-29,176619
2018-03-30,184686
2018-03-31,193821
2018-04-01,203130
2018-04-02,212040
2018-04-03,216649
2018-04-04,211254
2018-04-05,201461
2018-04-06,195869
2018-04-07,192844
2018-04-08,185924
2018-04-09,183974
2018-04-10,183970
2018-04-11,184357
2018-04-12,183895
2018-04-13,186230
2018-04-14,188617
2018-04-15,190450
2018-04-16,192654
2018-04-17,193259
2018-04-18,188754
2018-04-19,186666
2018-04-20,180900
2018-04-21,174134
2018-04-22,176074
2018-04-23,174149
2018-04-24,167228
2018-04-25,163767
2018-04-26,157607
2018-04-27,151415
2018-04-28,146402
2018-04-29,141354
2018-04-30,144755
2018-05-01,151661
2018-05-02,159164
2018-05-03,165202
2018-05-04,169228
2018-05-05,173435
2018-05-06,168491
2018-05-07,163027
2018-05-08,157191
2018-05-09,149626
2018-05-10,143334
2018-05-11,137222
2018-05-12,134295
2018-05-13,134421
2018-05-14,135201
2018-05-15,135855
2018-05-16,135425
2018-05-17,142095
2018-05-18,148622
2018-05-19,155602
2018-05-20,158936
2018-05-21,163170
2018-05-22,170523
2018-05-23,179050
2018-05-24,186039
2018-05-25,194740
2018-05-26,201018
2018-05-27,197056
2018-05-28,198468
2018-05-29,196615
2018-05-30,194859
2018-05-31,197378
2018-06-01,192469
2018-06-02,189872
2018-06-03,184166
2018-06-04,181411
2018-06-05,180617
2018-06-06,175214
2018-06-07,169147
2018-06-08,170350
2018-06-09,172791
2018-06-10,174926
2018-06-11,180440
2018-06-12,180707
2018-06-13,181775
2018-06-14,187467
2018-06-15,186122
2018-06-16,185629
2018-06-17,182543
2018-06-18,179165
2018-06-19,181996
2018-06-20,181996
2018-06-21,180660
2018-06-22,177312
2018-06-23,174832
2018-06-24,171847
2018-06-25,170110
2018-06-26,172573
2018-06-27,179157
2018-06-28,181319
2018-06-29,187715
2018-06-30,187497
2018-07-01,185792
2018-07-02,190792
2018-07-03,190676
2018-07-04,197948
2018-07-05,202253
2018-07-06,197624
2018-07-07,196601
2018-07-08,197263
2018-07-09,195381
2018-07-10,200158
2018-07-11,206423
2018-07-12,213770
2018-07-13,223174
2018-07-14,234286
2018-07-15,244076
2018-07-16,256231
2018-07-17,268886
2018-07-18,282331
2018-07-19,296448
2018-07-20,310689
2018-07-21,325329
2018-07-22,333394
2018-07-23,326602
2018-07-24,321229
2018-07-25,308941
2018-07-26,302120
2018-07-27,294031
2018-07-28,280692
2018-07-29,268662
2018-07-30,258936
2018-07-31,246544
2018-08-01,234216
2018-08-02,224253
2018-08-03,217757
2018-08-04,212669
2018-08-05,210327
2018-08-06,204021
2018-08-07,199074
2018-08-08,198736
2018-08-09,201136
2018-08-10,201373
2018-08-11,205758
2018-08-12,214508
2018-08-14,221889
2018-08-16,227936
2018-08-17,236860
2018-08-18,246543
2018-08-19,258504
2018-08-20,271418
2018-08-21,278082
2018-08-22,267957
2018-08-23,259029
2018-08-24,248873
2018-08-25,245165
2018-08-26,238276
2018-08-27,236379
2018-08-28,230783
2018-08-29,230247
2018-08-30,232023
2018-08-31,230761
2018-09-01,224885
2018-09-02,226043
2018-09-03,226527
2018-09-04,222876
2018-09-05,217394
2018-09-06,209950
2018-09-07,202901
2018-09-08,199100
2018-09-09,195037
2018-09-10,194637
2018-09-11,197290
2018-09-12,198326
2018-09-13,204148
2018-09-14,206948
2018-09-15,210211
2018-09-16,218408
2018-09-17,222554
2018-09-18,228633
2018-09-19,227460
2018-09-20,224328
2018-09-21,222437
2018-09-22,224692
2018-09-23,229946
2018-09-24,228202
2018-09-25,228339
2018-09-26,223536
2018-09-27,223081
2018-09-28,231170
2018-09-29,235033
2018-09-30,237810
2018-10-01,240069
2018-10-02,245126
2018-10-03,250368
2018-10-04,246904
2018-10-05,244940
2018-10-06,244688
2018-10-07,238510
2018-10-08,232145
2018-10-09,229571
2018-10-10,224631
2018-10-11,228795
2018-10-12,230922
2018-10-13,234232
2018-10-14,232645
2018-10-15,228974
2018-10-16,219917
2018-10-17,217281
2018-10-18,221642
2018-10-19,224740
2018-10-20,231345
2018-10-21,233310
2018-10-22,236267
2018-10-23,235213
2018-10-24,235205
2018-10-25,227993
2018-10-26,221011
2018-10-27,220473
2018-10-28,219895
2018-10-29,214212
2018-10-30,218971
2018-10-31,216989
2018-11-01,215731
2018-11-03,219503
2018-11-04,220106
2018-11-05,224127
2018-11-06,231036
2018-11-07,234671
2018-11-08,238255
2018-11-09,248197
2018-11-10,247283
2018-11-11,250541
2018-11-12,261264
2018-11-13,272230
2018-11-14,284605
2018-11-15,298097
2018-11-16,310113
2018-11-18,335183
2018-11-19,348473
2018-11-20,354433
2018-11-21,346453
2018-11-22,333721
2018-11-23,328596
2018-11-24,317795
2018-11-25,313579
2018-11-26,322056
2018-11-27,316172
2018-11-28,316793
2018-11-29,326200
2018-12-01,350809
2018-12-02,365236
2018-12-03,366462
2018-12-04,361899
2018-12-05,369710
2018-12-07,357514
2018-12-09,356287
2018-12-10,354098
2018-12-11,358755
2018-12-12,370399
2018-12-13,373519
2018-12-14,367206
2018-12-15,366139
2018-12-16,371954
2018-12-17,373389
2018-12-18,375265
2018-12-19,366200
2018-12-20,359036
2018-12-21,353873
2018-12-22,348127
2018-12-23,358493
2018-12-24,375894
2018-12-25,392200
2018-12-26,402620
2018-12-27,406030
2018-12-28,395314
2018-12-29,387891
2018-12-30,377737
2018-12-31,367525
2019-01-01,363256
2019-01-02,357257
2019-01-03,346381
2019-01-04,340624
2019-01-05,329482
2019-01-06,318440
2019-01-08,304010
2019-01-10,281445
2019-01-11,268214
2019-01-12,256806
2019-01-13,260701
2019-01-14,269012
2019-01-15,282164
2019-01-16,295983
2019-01-17,309905
2019-01-18,325399
2019-01-19,341424
2019-01-20,358249
2019-01-21,376125
2019-01-22,394932
2019-01-23,414487
2019-01-24,432892
2019-01-25,444280
2019-01-26,456250
2019-01-27,476725
2019-01-28,471720
2019-01-29,469389
2019-01-30,455102
2019-01-31,455000
2019-02-01,443213
2019-02-02,426015
2019-02-03,417725
2019-02-04,418649
2019-02-05,413840
2019-02-06,406014
2019-02-07,396310
2019-02-08,384027
2019-02-09,387357
2019-02-10,402229
2019-02-11,422236
2019-02-12,430253
2019-02-13,426016
2019-02-14,411096
2019-02-15,400211
2019-02-16,401011
2019-02-17,394973
2019-02-18,385186
2019-02-19,376428
2019-02-20,370093
2019-02-21,354629
2019-02-22,348308
2019-02-23,342210
2019-02-24,336522
2019-02-25,331760
2019-02-26,329086
2019-02-27,328828
2019-02-28,320165
2019-03-01,315441
2019-03-02,313151
2019-03-03,302510
2019-03-04,290927
2019-03-05,284105
2019-03-06,276350
2019-03-07,267022
2019-03-08,259720
2019-03-09,253836
2019-03-10,243640
2019-03-11,237081
2019-03-12,238581
2019-03-13,244382
2019-03-14,241009
2019-03-15,237532
2019-03-16,246602
2019-03-17,252996
2019-03-18,250888
2019-03-19,255242
2019-03-20,259666
2019-03-21,259025
