date_obj,Dragon%20chainbody price
2016-09-24,1136018
2016-09-25,1155852
2016-09-26,1189197
2016-09-27,1149151
2016-09-28,1125153
2016-09-29,1088854
2016-09-30,1055663
2016-10-01,1057331
2016-10-02,1034202
2016-10-03,1067367
2016-10-04,1120736
2016-10-05,1158740
2016-10-06,1174945
2016-10-07,1155368
2016-10-08,1112218
2016-10-09,1082758
2016-10-10,1065738
2016-10-11,1068470
2016-10-12,1085630
2016-10-13,1076134
2016-10-14,1086443
2016-10-15,1063727
2016-10-16,1076005
2016-10-17,1083183
2016-10-18,1082406
2016-10-19,1079497
2016-10-20,1105484
2016-10-21,1113524
2016-10-22,1130879
2016-10-23,1138290
2016-10-24,1176129
2016-10-25,1176129
2016-10-26,1171213
2016-10-27,1160066
2016-10-28,1127758
2016-10-29,1122874
2016-10-30,1116935
2016-10-31,1125507
2016-11-01,1125507
2016-11-02,1128441
2016-11-03,1123999
2016-11-04,1121440
2016-11-05,1118683
2016-11-06,1099145
2016-11-07,1083446
2016-11-08,1070925
2016-11-09,1070940
2016-11-10,1047978
2016-11-11,1048252
2016-11-12,1030232
2016-11-13,1042978
2016-11-14,1046225
2016-11-15,1035171
2016-12-07,1029599
2016-12-08,1015300
2016-12-09,1010410
2016-12-10,1013257
2016-12-11,1009627
2016-12-12,1015311
2016-12-13,1026312
2016-12-14,1030789
2016-12-15,1040436
2016-12-16,1046764
2016-12-17,1049934
2016-12-18,1053805
2016-12-19,1057314
2016-12-20,1067501
2016-12-21,1100197
2016-12-22,1128273
2016-12-23,1139315
2016-12-24,1133884
2016-12-25,1155036
2016-12-26,1170831
2016-12-27,1221873
2016-12-28,1227184
2016-12-29,1232449
2016-12-30,1219346
2016-12-31,1211734
2017-01-01,1202386
2017-01-02,1199412
2017-01-03,1156355
2017-01-04,1117048
2017-01-05,1062001
2017-01-06,1013009
2017-01-07,1002469
2017-01-08,1019735
2017-01-09,1022668
2017-01-10,1055119
2017-01-11,1044444
2017-01-12,1053213
2017-01-13,1066098
2017-01-14,1072656
2017-01-15,1096624
2017-01-16,1151118
2017-01-17,1208674
2017-01-18,1269108
2017-01-19,1332072
2017-01-20,1396902
2017-01-21,1393358
2017-01-22,1368357
2017-01-23,1343818
2017-01-27,1258489
2017-01-28,1251931
2017-01-29,1230675
2017-01-30,1215944
2017-01-31,1192176
2017-02-01,1147716
2017-02-02,1101827
2017-02-03,1079296
2017-02-04,1081913
2017-02-05,1072458
2017-02-06,1097642
2017-02-07,1083542
2017-02-08,1124678
2017-02-09,1178446
2017-02-10,1173800
2017-02-11,1118903
2017-02-12,1084531
2017-02-13,1073599
2017-02-14,1046160
2017-02-15,1038513
2017-02-16,1028409
2017-02-18,1044238
2017-02-19,1036812
2017-02-20,1018478
2017-02-21,1006680
2017-02-22,1001272
2017-02-23,971812
2017-02-24,924768
2017-02-25,912838
2017-02-26,909578
2017-02-27,911078
2017-02-28,930703
2017-03-01,973585
2017-03-02,985777
2017-03-03,981152
2017-03-04,983737
2017-03-05,985791
2017-03-06,979369
2017-03-07,975555
2017-03-08,968747
2017-03-09,954039
2017-03-10,963413
2017-03-11,947848
2017-03-12,930445
2017-03-13,906015
2017-03-14,911269
2017-03-15,914809
2017-03-16,918777
2017-03-17,903981
2017-03-18,895187
2017-03-19,889711
2017-03-20,876752
2017-03-21,848524
2017-03-22,845642
2017-03-23,838131
2017-03-24,830644
2017-03-25,841154
2017-03-26,849906
2017-03-27,845484
2017-03-28,849413
2017-03-29,868927
2017-03-30,903448
2017-03-31,936763
2017-04-01,974479
2017-04-02,1004629
2017-04-03,983993
2017-04-04,977358
2017-04-12,959072
2017-04-13,949655
2017-04-14,940552
2017-04-15,948234
2017-04-16,940372
2017-04-17,918487
2017-04-18,912662
2017-04-19,907910
2017-04-20,912717
2017-04-21,918519
2017-04-22,911883
2017-04-23,904932
2017-04-24,897865
2017-04-25,908590
2017-04-26,934958
2017-04-27,933971
2017-04-28,924431
2017-04-29,936154
2017-04-30,924991
2017-05-01,910909
2017-05-02,904769
2017-05-03,887828
2017-05-04,872877
2017-05-05,847274
2017-05-06,804910
2017-05-07,764664
2017-05-08,730875
2017-05-09,727764
2017-05-10,723508
2017-05-11,733065
2017-05-12,739165
2017-05-13,706418
2017-05-14,703836
2017-05-15,729081
2017-05-16,749192
2017-05-17,762740
2017-05-18,766428
2017-05-19,783155
2017-05-20,775449
2017-05-21,767711
2017-05-22,772178
2017-05-23,756593
2017-05-24,742581
2017-05-25,710460
2017-05-26,712638
2017-05-27,741191
2017-05-28,753226
2017-05-29,780570
2017-05-30,798185
2017-05-31,810426
2017-06-01,822255
2017-06-02,794327
2017-06-03,754977
2017-06-04,730507
2017-06-05,698970
2017-06-06,665828
2017-06-07,637768
2017-06-08,627225
2017-06-09,636920
2017-06-10,633226
2017-06-11,619083
2017-06-12,591180
2017-06-13,585752
2017-06-14,580925
2017-06-15,572041
2017-06-16,597750
2017-06-17,627638
2017-06-18,646806
2017-06-19,646806
2017-06-20,617235
2017-06-21,593655
2017-06-22,577204
2017-06-23,587775
2017-06-24,579684
2017-06-25,560588
2017-06-26,545142
2017-06-27,558983
2017-06-28,582967
2017-06-29,597038
2017-06-30,626543
2017-07-01,634860
2017-07-02,628959
2017-07-03,614020
2017-07-04,600114
2017-07-05,615638
2017-07-06,622170
2017-07-07,652704
2017-07-08,682340
2017-07-13,625985
2017-07-14,609253
2017-07-15,604616
2017-07-16,610030
2017-07-17,617831
2017-07-18,639274
2017-07-19,667867
2017-07-20,679870
2017-07-21,700195
2017-07-22,703073
2017-07-23,727027
2017-07-24,736387
2017-07-25,746149
2017-07-26,746503
2017-07-27,746489
2017-07-28,732926
2017-07-29,725564
2017-07-30,714646
2017-07-31,707990
2017-08-01,687690
2017-08-02,682609
2017-08-03,678410
2017-08-04,676182
2017-08-05,669918
2017-08-06,676918
2017-08-09,689502
2017-08-10,698646
2017-08-11,709673
2017-08-12,714039
2017-08-13,713210
2017-08-14,713665
2017-08-15,707951
2017-08-16,692281
2017-08-17,685025
2017-08-18,676524
2017-08-19,664920
2017-08-20,667718
2017-08-21,681018
2017-08-22,683599
2017-08-23,664564
2017-08-24,657415
2017-08-25,652912
2017-08-26,643006
2017-08-27,638752
2017-08-28,650026
2017-08-29,662850
2017-08-30,668648
2017-08-31,654534
2017-09-01,640185
2017-09-03,632738
2017-09-04,618902
2017-09-05,611303
2017-09-06,606419
2017-09-07,617009
2017-09-08,637665
2017-09-09,649895
2017-09-10,642580
2017-09-11,651838
2017-09-12,651030
2017-09-13,647367
2017-09-14,631201
2017-09-15,620411
2017-09-16,611866
2017-09-17,614251
2017-09-18,595385
2017-09-19,589569
2017-09-20,600791
2017-09-21,602589
2017-09-22,600337
2017-09-23,606207
2017-09-24,619533
2017-09-25,641298
2017-09-26,673363
2017-09-27,707032
2017-09-28,742374
2017-09-29,779493
2017-09-30,818468
2017-10-01,859392
2017-10-02,902362
2017-10-03,947481
2017-10-04,994804
2017-10-05,1044003
2017-10-06,1064104
2017-10-07,1076582
2017-10-08,1048842
2017-10-09,1002990
2017-10-10,955619
2017-10-11,946550
2017-10-12,919900
2017-10-13,916130
2017-10-14,894787
2017-10-15,858514
2017-10-16,818126
2017-10-17,801749
2017-10-18,829771
2017-10-19,833739
2017-10-20,836972
2017-10-21,859764
2017-10-22,882271
2017-10-23,926385
2017-10-24,971449
2017-10-25,999777
2017-10-26,976112
2017-10-27,967704
2017-10-28,967704
2017-10-29,959089
2017-10-30,954890
2017-10-31,940126
2017-11-01,925528
2017-11-02,888139
2017-11-03,851171
2017-11-04,829919
2017-11-05,801745
2017-11-06,797187
2017-11-07,775963
2017-11-08,742894
2017-11-09,714632
2017-11-10,704621
2017-11-11,680913
2017-11-12,664099
2017-11-13,683950
2017-11-14,717555
2017-11-15,752092
2017-11-16,786857
2017-11-17,810783
2017-11-18,808785
2017-11-19,779258
2017-11-20,743217
2017-11-21,706472
2017-11-22,733036
2017-11-23,719759
2017-11-24,737671
2017-11-25,771273
2017-11-26,809821
2017-11-27,845203
2017-11-28,886917
2017-11-29,875987
2017-11-30,841774
2017-12-01,874975
2017-12-02,918724
2017-12-03,964644
2017-12-04,1007998
2017-12-05,1056607
2017-12-06,1108292
2017-12-07,1162918
2017-12-08,1221064
2017-12-09,1281683
2017-12-10,1345735
2017-12-11,1412420
2017-12-12,1470889
2017-12-13,1403341
2017-12-14,1350980
2017-12-15,1303003
2017-12-16,1312282
2017-12-17,1330127
2017-12-18,1284938
2017-12-19,1223488
2017-12-20,1236482
2017-12-21,1294746
2017-12-22,1255541
2017-12-23,1199118
2017-12-24,1162156
2017-12-25,1119241
2017-12-26,1108782
2017-12-27,1149321
2017-12-28,1197221
2017-12-29,1252070
2017-12-30,1278288
2017-12-31,1282883
2018-01-01,1241082
2018-01-02,1181437
2018-01-03,1125968
2018-01-04,1069669
2018-01-05,1016185
2018-01-06,965375
2018-01-07,917106
2018-01-08,871250
2018-01-09,827687
2018-01-10,786302
2018-01-11,746986
2018-01-12,709721
2018-01-13,674234
2018-01-14,640522
2018-01-15,608495
2018-01-16,578097
2018-01-17,549192
2018-01-18,521732
2018-01-19,513789
2018-01-20,536981
2018-01-21,562971
2018-01-22,562848
2018-01-23,534832
2018-01-25,501164
2018-01-26,511958
2018-01-27,506799
2018-01-28,509098
2018-01-29,508599
2018-01-30,505530
2018-01-31,493953
2018-02-01,495127
2018-02-02,497620
2018-02-03,494171
2018-02-04,489017
2018-02-05,485912
2018-02-06,464422
2018-02-07,450878
2018-02-08,436755
2018-02-09,450349
2018-02-10,470133
2018-02-11,454948
2018-02-12,462216
2018-02-13,460571
2018-02-14,457138
2018-02-15,450421
2018-02-16,445484
2018-02-17,450427
2018-02-18,454442
2018-02-19,454280
2018-02-20,463718
2018-02-21,465627
2018-02-22,458252
2018-02-23,455882
2018-02-24,461438
2018-02-25,458674
2018-02-26,470141
2018-02-27,474770
2018-02-28,489822
2018-03-01,495693
2018-03-02,486052
2018-03-03,487867
2018-03-04,482126
2018-03-05,474600
2018-03-06,454904
2018-03-07,451064
2018-03-08,462880
2018-03-09,467060
2018-03-10,470437
2018-03-11,458674
2018-03-12,454818
2018-03-13,462346
2018-03-14,460022
2018-03-15,461448
2018-03-16,459415
2018-03-17,453381
2018-03-18,454685
2018-03-20,451572
2018-03-21,445746
2018-03-23,440069
2018-03-24,436084
2018-03-25,436539
2018-03-26,441288
2018-03-27,433503
2018-03-28,428856
2018-03-29,442315
2018-03-30,444721
2018-03-31,447709
2018-04-01,440756
2018-04-02,434236
2018-04-03,432689
2018-04-04,440565
2018-04-05,442177
2018-04-06,438601
2018-04-07,428524
2018-04-08,425311
2018-04-09,435374
2018-04-10,431662
2018-04-11,424232
2018-04-12,420011
2018-04-13,426156
2018-04-14,426911
2018-04-15,421992
2018-04-16,426331
2018-04-17,425248
2018-04-18,424500
2018-04-19,422787
2018-04-20,428208
2018-04-21,421966
2018-04-22,421901
2018-04-23,425153
2018-04-24,426452
2018-04-25,428761
2018-04-26,430194
2018-04-27,431379
2018-04-28,430383
2018-04-29,433225
2018-04-30,428497
2018-05-01,427541
2018-05-03,426378
2018-05-04,430185
2018-05-05,429865
2018-05-07,427000
2018-05-08,426144
2018-05-09,429509
2018-05-10,425384
2018-05-11,416644
2018-05-12,408788
2018-05-13,408322
2018-05-14,413721
2018-05-15,408403
2018-05-16,412162
2018-05-17,415326
2018-05-18,409861
2018-05-19,406146
2018-05-20,412457
2018-05-21,414029
2018-05-22,414153
2018-05-23,415658
2018-05-24,418782
2018-05-25,412351
2018-05-26,416126
2018-05-27,412167
2018-05-28,412504
2018-05-29,416795
2018-05-30,425377
2018-05-31,418880
2018-06-01,428872
2018-06-02,434258
2018-06-03,450150
2018-06-04,451775
2018-06-05,464756
2018-06-06,465668
2018-06-07,468726
2018-06-08,481137
2018-06-09,472250
2018-06-10,449063
2018-06-11,435914
2018-06-12,424863
2018-06-13,409525
2018-06-14,409051
2018-06-15,404159
2018-06-16,390312
2018-06-17,371540
2018-06-18,358226
2018-06-19,365573
2018-06-20,362872
2018-06-21,353373
2018-06-22,348347
2018-06-23,340501
2018-06-24,346516
2018-06-25,358209
2018-06-26,353571
2018-06-27,360125
2018-06-28,364460
2018-06-29,369719
2018-06-30,361174
2018-07-01,353594
2018-07-02,353457
2018-07-03,352492
2018-07-04,353926
2018-07-05,359425
2018-07-06,358316
2018-07-07,374903
2018-07-08,384262
2018-07-09,391021
2018-07-10,393947
2018-07-11,410073
2018-07-12,415239
2018-07-13,434601
2018-07-14,428049
2018-07-15,433859
2018-07-16,447200
2018-07-17,461888
2018-07-18,470698
2018-07-19,466761
2018-07-20,465479
2018-07-21,483705
2018-07-22,482299
2018-07-23,497834
2018-07-24,521914
2018-07-25,503024
2018-07-26,489467
2018-07-27,480568
2018-07-28,480970
2018-07-29,483432
2018-07-30,481444
2018-07-31,501385
2018-08-01,521243
2018-08-02,538489
2018-08-03,540120
2018-08-04,532733
2018-08-05,532330
2018-08-06,542497
2018-08-07,558564
2018-08-08,561806
2018-08-09,557987
2018-08-10,545242
2018-08-11,539013
2018-08-12,540412
2018-08-14,532955
2018-08-16,528700
2018-08-17,519214
2018-08-18,497237
2018-08-19,507597
2018-08-20,530712
2018-08-21,557248
2018-08-22,585111
2018-08-23,591993
2018-08-24,585187
2018-08-25,586297
2018-08-26,592219
2018-08-27,607356
2018-08-28,609037
2018-08-29,593048
2018-08-30,583631
2018-08-31,589326
2018-09-01,584759
2018-09-02,584796
2018-09-03,587999
2018-09-04,610464
2018-09-05,629349
2018-09-06,625715
2018-09-07,614791
2018-09-08,591867
2018-09-09,580542
2018-09-10,590880
2018-09-11,588931
2018-09-12,592258
2018-09-13,591223
2018-09-14,617005
2018-09-15,627614
2018-09-16,643310
2018-09-17,654848
2018-09-18,640859
2018-09-19,671161
2018-09-20,673893
2018-09-21,689220
2018-09-22,679920
2018-09-23,671624
2018-09-24,678045
2018-09-25,685276
2018-09-26,682195
2018-09-27,687544
2018-09-28,699285
2018-09-29,720060
2018-09-30,712229
2018-10-01,710190
2018-10-02,696960
2018-10-03,695494
2018-10-04,705608
2018-10-05,706769
2018-10-06,722769
2018-10-07,710989
2018-10-08,699573
2018-10-09,699508
2018-10-10,691726
2018-10-11,692507
2018-10-12,703902
2018-10-13,723769
2018-10-14,726394
2018-10-15,714933
2018-10-16,705726
2018-10-17,697637
2018-10-18,675536
2018-10-19,671925
2018-10-20,643379
2018-10-21,635619
2018-10-22,638904
2018-10-23,629052
2018-10-24,652231
2018-10-25,654960
2018-10-26,663036
2018-10-27,671912
2018-10-28,690228
2018-10-29,684355
2018-10-30,682247
2018-10-31,683010
2018-11-01,708957
2018-11-03,767483
2018-11-04,804387
2018-11-05,796897
2018-11-06,790799
2018-11-07,782880
2018-11-08,773831
2018-11-09,773020
2018-11-10,780261
2018-11-11,817616
2018-11-12,858497
2018-11-13,901422
2018-11-14,946475
2018-11-15,993728
2018-11-16,1043415
2018-11-17,1095586
2018-11-18,1149876
2018-11-19,1207370
2018-11-20,1267739
2018-11-21,1290592
2018-11-22,1298867
2018-11-23,1278153
2018-11-24,1248953
2018-11-25,1218220
2018-11-26,1217058
2018-11-27,1189650
2018-11-28,1183316
2018-11-29,1172832
2018-12-01,1087353
2018-12-02,1034267
2018-12-03,1004640
2018-12-04,985184
2018-12-05,981241
2018-12-07,985297
2018-12-09,1055191
2018-12-10,1107916
2018-12-11,1158836
2018-12-12,1165025
2018-12-13,1178736
2018-12-14,1231375
2018-12-15,1261663
2018-12-16,1269845
2018-12-17,1286887
2018-12-18,1284709
2018-12-19,1280660
2018-12-20,1287453
2018-12-21,1304557
2018-12-22,1299947
2018-12-23,1308035
2018-12-24,1352534
2018-12-25,1325800
2018-12-26,1322428
2018-12-27,1315016
2018-12-28,1326620
2018-12-29,1356525
2018-12-30,1364893
2018-12-31,1410309
2019-01-01,1389321
2019-01-02,1360294
2019-01-03,1356511
2019-01-04,1343785
2019-01-05,1316111
2019-01-06,1304976
2019-01-08,1300610
2019-01-10,1231406
2019-01-11,1199066
2019-01-12,1168123
