date_obj,Dragon%20chainbody price
2015-03-26,2497417
2015-03-27,2497417
2015-03-28,2480637
2015-03-29,2480637
2015-03-30,2421946
2015-03-31,2421946
2015-04-01,2403057
2015-04-02,2403057
2015-04-03,2345983
2015-04-04,2317001
2015-04-05,2317001
2015-04-06,2271358
2015-04-07,2271358
2015-04-08,2312076
2015-04-09,2312076
2015-04-10,2293278
2015-04-11,2293278
2015-04-12,2301980
2015-04-13,2301980
2015-04-14,2321008
2015-04-15,2321008
2015-04-16,2277971
2015-04-17,2277971
2015-04-18,2284773
2015-04-19,2284773
2015-04-20,2301423
2015-04-21,2301423
2015-04-22,2290802
2015-04-23,2290802
2015-04-24,2267915
2015-04-25,2267915
2015-04-26,2247453
2015-04-27,2216186
2015-04-28,2216186
2015-04-29,2205613
2015-04-30,2205613
2015-05-01,2183833
2015-05-02,2183833
2015-05-03,2170532
2015-05-04,2170532
2015-05-05,2159168
2015-05-06,2159168
2015-05-07,2175871
2015-05-08,2175871
2015-05-09,2198629
2015-05-10,2198629
2015-05-11,2218139
2015-05-12,2192972
2015-05-13,2192972
2015-05-14,2157142
2015-05-15,2157142
2015-05-16,2123176
2015-05-17,2095782
2015-05-18,2095782
2015-05-19,2044183
2015-05-20,2044183
2015-05-21,2044183
2015-05-22,2014543
2015-05-23,2014543
2015-05-24,2029970
2015-05-25,2026422
2015-05-26,2026422
2015-05-27,1989574
2015-05-28,1973476
2015-05-29,1955938
2015-05-30,1930568
2015-05-31,1930568
2015-06-01,1919829
2015-06-02,1919829
2015-06-03,1944954
2015-06-04,1934626
2015-06-05,1947822
2015-06-06,1999453
2015-06-07,2050096
2015-06-08,2046620
2015-06-09,2074607
2015-06-10,2159018
2015-06-11,2159018
2015-06-12,2156531
2015-06-13,2173452
2015-06-14,2146055
2015-06-15,2093354
2015-06-16,2001883
2015-06-17,1941537
2015-06-18,1877341
2015-06-19,1807650
2015-06-20,1752856
2015-06-21,1752856
2015-06-22,1763139
2015-06-23,1798347
2015-06-24,1774286
2015-06-25,1774286
2015-06-26,1751911
2015-06-27,1751911
2015-06-28,1770850
2015-06-29,1790110
2015-06-30,1828480
2015-07-01,1903590
2015-07-02,1903590
2015-07-03,1907888
2015-07-04,1894040
2015-07-05,1881271
2015-07-06,1895351
2015-07-07,1916945
2015-07-08,1953091
2015-07-09,1953091
2015-07-10,1956937
2015-07-11,1956937
2015-07-12,1959215
2015-07-13,1940613
2015-07-14,1918451
2015-07-15,1921773
2015-07-16,1923159
2015-07-17,1925865
2015-07-18,1925865
2015-07-19,1956671
2015-07-20,1943790
2015-07-21,1943790
2015-07-22,1911705
2015-07-23,1911705
2015-07-24,1882804
2015-07-25,1875883
2015-07-26,1868624
2015-07-27,1847777
2015-07-28,1825526
2015-07-29,1845086
2015-07-30,1860323
2015-07-31,1857792
2015-08-01,1881802
2015-08-02,1889242
2015-08-03,1907016
2015-08-04,1912899
2015-08-05,1907855
2015-08-06,1916594
2015-08-07,1943579
2015-08-08,1957092
2015-08-09,1935818
2015-08-10,1924741
2015-08-11,1927579
2015-08-12,1927579
2015-08-13,1938056
2015-08-14,1919243
2015-08-15,1919520
2015-08-16,1899237
2015-08-17,1873739
2015-08-18,1857878
2015-08-19,1839666
2015-08-20,1844796
2015-08-21,1873908
2015-08-22,1905186
2015-08-23,1871976
2015-08-24,1852505
2015-08-25,1852505
2015-08-26,1823959
2015-08-27,1810172
2015-08-28,1784367
2015-08-29,1776505
2015-08-30,1811968
2015-08-31,1791575
2015-09-01,1832019
2015-09-02,1832019
2015-09-03,1869132
2015-09-04,1891553
2015-09-05,1891553
2015-09-06,1948649
2015-09-07,1939897
2015-09-08,1871255
2015-09-09,1849806
2015-09-10,1842247
2015-09-11,1823533
2015-09-12,1804914
2015-09-13,1816228
2015-09-14,1882945
2015-09-15,1912349
2015-09-16,1912349
2015-09-17,1896730
2015-09-18,1896730
2015-09-19,1892096
2015-09-20,1900787
2015-09-21,1955712
2015-09-22,1905252
2015-09-23,1929109
2015-09-24,1929109
2015-09-25,1922254
2015-09-27,1870381
2015-09-28,1853150
2015-09-29,1853150
2015-09-30,1844584
2015-10-05,1874426
2015-10-06,1923141
2015-10-07,1923141
2015-10-08,1935554
2015-10-09,1949824
2015-10-10,1949824
2015-10-11,1932085
2015-10-12,1935571
2015-10-13,1935571
2015-10-14,1913532
2015-10-15,1903804
2015-10-16,1925992
2015-10-17,1925992
2015-10-18,1909914
2015-10-19,1904180
2015-10-20,1926309
2015-10-22,1921286
2015-10-23,1932675
2015-10-24,1873987
2015-10-25,1849746
2015-10-26,1847130
2015-10-27,1847130
2015-10-29,1870742
2015-10-30,1875848
2015-10-31,1851169
2015-11-01,1851169
2015-11-02,1836644
2015-11-03,1836644
2015-11-04,1843720
2015-11-05,1840742
2015-11-06,1840742
2015-11-07,1856931
2015-11-08,1856931
2015-11-09,1845594
2015-11-10,1845594
2015-11-11,1872537
2015-11-12,1872537
2015-11-13,1884765
2015-11-14,1884765
2015-11-15,1910051
2015-11-16,1910051
2015-11-17,1940947
2015-11-18,1940947
2015-11-19,1976258
2015-11-20,2044632
2015-11-21,2044632
2015-11-22,2015842
2015-11-23,2015842
2015-11-24,2065248
2015-11-25,2132071
2015-11-26,2132071
2015-11-27,2170049
2015-11-28,2198015
2015-11-29,2152351
2015-11-30,2087570
2015-12-01,2087570
2015-12-02,2042076
2015-12-03,2030327
2015-12-04,2030327
2015-12-05,2021920
2015-12-06,2028656
2015-12-07,1986737
2015-12-08,1962175
2015-12-09,2005852
2015-12-10,2032178
2015-12-11,2030124
2015-12-12,2056326
2015-12-13,2052234
2015-12-14,2052234
2015-12-15,2042185
2015-12-16,2054608
2015-12-17,2054608
2015-12-18,2058852
2015-12-19,2026486
2015-12-20,2018732
2015-12-21,2007340
2015-12-22,1997479
2015-12-23,1975988
2015-12-24,2018609
2015-12-25,2031152
2015-12-26,2049147
2015-12-27,2062844
2015-12-28,2103478
2015-12-29,2072359
2015-12-30,2050980
2015-12-31,2043210
2016-01-01,2043210
2016-01-02,1965843
2016-01-03,1948184
2016-01-04,1908613
2016-01-05,1897882
2016-01-06,1880496
2016-01-07,1878989
2016-01-08,1903528
2016-01-09,1926173
2016-01-10,1971749
2016-01-11,1941858
2016-01-12,1910461
2016-01-13,1883737
2016-01-14,1850141
2016-01-15,1826460
2016-01-16,1846341
2016-01-17,1850628
2016-01-18,1879293
2016-01-19,1865244
2016-01-20,1844747
2016-01-21,1792954
2016-01-22,1754720
2016-01-23,1732158
2016-01-24,1671077
2016-01-25,1693809
2016-01-26,1718383
2016-01-27,1725220
2016-01-28,1725220
2016-01-29,1734516
2016-01-30,1734516
2016-01-31,1779028
2016-02-01,1788072
2016-02-02,1825166
2016-02-03,1849015
2016-02-04,1848477
2016-02-05,1837011
2016-02-06,1849462
2016-02-07,1895142
2016-02-08,1868730
2016-02-09,1897763
2016-02-10,1892600
2016-02-11,1869431
2016-02-12,1846460
2016-02-13,1809387
2016-02-14,1770793
2016-02-15,1736645
2016-02-16,1706406
2016-02-17,1669057
2016-02-18,1655489
2016-02-19,1700208
2016-02-20,1728645
2016-02-21,1702589
2016-02-22,1702589
2016-02-23,1681084
2016-02-24,1665770
2016-02-25,1666186
2016-02-26,1666186
2016-02-27,1674382
2016-02-28,1643772
2016-02-29,1619781
2016-03-01,1665797
2016-03-02,1679499
2016-03-03,1733425
2016-03-04,1721373
2016-03-05,1701546
2016-03-06,1690829
2016-03-07,1685305
2016-03-08,1672834
2016-03-09,1636376
2016-03-10,1590409
2016-03-11,1573397
2016-03-12,1589480
2016-03-13,1580569
2016-03-14,1590406
2016-03-15,1589901
2016-03-16,1595761
2016-03-17,1546222
2016-03-18,1511539
2016-03-19,1545256
2016-03-20,1550811
2016-03-21,1557826
2016-03-22,1580857
2016-03-23,1587334
2016-03-24,1595069
2016-03-25,1619050
2016-03-26,1569009
2016-03-27,1601175
2016-03-28,1583705
2016-03-29,1567448
2016-03-30,1567448
2016-03-31,1561971
2016-04-01,1560465
2016-04-02,1568962
2016-04-03,1565640
2016-04-04,1571222
2016-04-05,1573332
2016-04-06,1566225
2016-04-07,1564074
2016-04-08,1570926
2016-04-09,1553737
2016-04-10,1537064
2016-04-11,1537064
2016-04-12,1492563
2016-04-13,1494545
2016-04-14,1502180
2016-04-15,1547021
2016-04-16,1579367
2016-04-17,1562958
2016-04-18,1571542
2016-04-19,1568078
2016-04-20,1566500
2016-04-21,1617469
2016-04-22,1673441
2016-04-23,1677686
2016-04-24,1686480
2016-04-25,1680966
2016-04-26,1678800
2016-04-27,1706160
2016-04-28,1735817
2016-04-29,1746543
2016-04-30,1760573
2016-05-01,1763635
2016-05-02,1751414
2016-05-03,1723941
2016-05-04,1646699
2016-05-05,1576812
2016-05-06,1576812
2016-05-07,1524260
2016-05-08,1497761
2016-05-09,1490166
2016-05-10,1490279
2016-05-11,1505788
2016-05-12,1509321
2016-05-13,1503428
2016-05-14,1497643
2016-05-15,1490482
2016-05-16,1483723
2016-05-17,1479070
2016-05-18,1468475
2016-05-19,1465779
2016-05-22,1449786
2016-05-23,1440840
2016-05-24,1440776
2016-05-25,1437436
2016-05-26,1453213
2016-05-27,1470865
2016-05-28,1421591
2016-05-29,1376089
2016-05-30,1375287
2016-05-31,1390377
2016-06-01,1386833
2016-06-02,1388294
2016-06-03,1401684
2016-06-04,1405823
2016-06-05,1388867
2016-06-06,1397398
2016-06-07,1348667
2016-06-08,1325192
2016-06-09,1343323
2016-06-10,1350314
2016-06-11,1369312
2016-06-12,1359839
2016-06-13,1336620
2016-06-14,1319322
2016-06-15,1313784
2016-06-16,1303764
2016-06-17,1280858
2016-06-18,1276710
2016-06-19,1274316
2016-06-20,1284590
2016-06-21,1315106
2016-06-22,1336480
2016-06-23,1325055
2016-06-24,1335878
2016-06-25,1328624
2016-06-26,1319705
2016-06-27,1315460
2016-06-28,1343029
2016-06-29,1410163
2016-06-30,1378871
2016-07-01,1412997
2016-07-02,1482993
2016-07-03,1487028
2016-07-04,1537913
2016-07-05,1597912
2016-07-06,1675985
2016-07-07,1753314
2016-07-08,1840980
2016-07-09,1933029
2016-07-10,2027102
2016-07-11,2118269
2016-07-12,2127951
2016-07-13,2209149
2016-07-14,2257971
2016-07-15,2146784
2016-07-16,2040338
2016-07-17,1938321
2016-07-18,1843045
2016-07-23,1922117
2016-07-24,1878605
2016-07-25,1841407
2016-07-26,1836115
2016-07-27,1837189
2016-07-28,1896989
2016-07-29,1906299
2016-07-30,1846251
2016-07-31,1854036
2016-08-01,1837815
2016-08-02,1835196
2016-08-03,1846630
2016-08-04,1884975
2016-08-05,1901514
2016-08-06,1917870
2016-08-07,1883439
2016-08-08,1821909
2016-08-09,1872936
2016-08-10,1833329
2016-08-11,1821059
2016-08-12,1757560
2016-08-13,1700773
2016-08-14,1627695
2016-08-15,1647742
2016-08-16,1582765
2016-08-17,1503626
2016-08-18,1428444
2016-08-19,1357021
2016-08-20,1289504
2016-08-21,1234071
2016-08-22,1210062
2016-08-23,1166301
2016-08-24,1127811
2016-08-25,1077854
2016-08-26,1077854
2016-08-28,1152206
2016-08-31,1259514
2016-09-01,1282835
2016-09-02,1282835
2016-09-03,1287493
2016-09-04,1314145
2016-09-05,1333003
2016-09-06,1309809
2016-09-07,1292117
2016-09-08,1251706
2016-09-09,1265142
2016-09-10,1244855
2016-09-11,1227240
2016-09-12,1265656
2016-09-13,1264555
2016-09-14,1202034
2016-09-15,1180414
2016-09-16,1180414
2016-09-17,1168521
2016-09-18,1170450
2016-09-19,1166779
2016-09-20,1172090
2016-09-21,1164905
2016-09-22,1154060
2016-09-23,1136018
