date_obj,Menaphite%20red%20top price
2015-03-05,21000
2015-03-06,21000
2015-03-07,21000
2015-03-08,21000
2015-03-09,21000
2015-03-10,21000
2015-03-11,21000
2015-03-12,21000
2015-03-13,21000
2015-03-14,21000
2015-03-15,21000
2015-03-16,21000
2015-03-17,21000
2015-03-18,21000
2015-03-19,21000
2015-03-20,21000
2015-03-21,21000
2015-03-22,19968
2015-03-23,19968
2015-03-24,19968
2015-03-25,19968
2015-03-26,19968
2015-03-27,19968
2015-03-28,19968
2015-03-29,19968
2015-03-30,19968
2015-03-31,19968
2015-04-01,19968
2015-04-02,19968
2015-04-03,19968
2015-04-04,19968
2015-04-05,19968
2015-04-06,19968
2015-04-07,18979
2015-04-08,18979
2015-04-09,18979
2015-04-10,18979
2015-04-11,18979
2015-04-12,18979
2015-04-13,18979
2015-04-14,18979
2015-04-15,18979
2015-04-16,18979
2015-04-17,18979
2015-04-18,18979
2015-04-19,18979
2015-04-20,18979
2015-04-21,18979
2015-04-22,18979
2015-04-23,18979
2015-04-24,18979
2015-04-25,18979
2015-04-26,18979
2015-04-27,18034
2015-04-28,18034
2015-04-29,18034
2015-04-30,18034
2015-05-01,18034
2015-05-02,18034
2015-05-03,18034
2015-05-04,18034
2015-05-05,18034
2015-05-06,18034
2015-05-07,18034
2015-05-08,18034
2015-05-09,18034
2015-05-10,18034
2015-05-11,18034
2015-05-12,18034
2015-05-13,18034
2015-05-14,18034
2015-05-15,18034
2015-05-16,18034
2015-05-17,18034
2015-05-18,18034
2015-05-19,18034
2015-05-20,18034
2015-05-21,17169
2015-05-22,17169
2015-05-23,17169
2015-05-24,17169
2015-05-25,17169
2015-05-26,17169
2015-05-27,17169
2015-05-28,17169
2015-05-29,17169
2015-05-30,17169
2015-05-31,17169
2015-06-01,17169
2015-06-02,17169
2015-06-03,17169
2015-06-04,16452
2015-06-05,16452
2015-06-06,16452
2015-06-07,16452
2015-06-08,16452
2015-06-09,16452
2015-06-10,16452
2015-06-11,16452
2015-06-12,16452
2015-06-13,16452
2015-06-14,16452
2015-06-15,16452
2015-06-16,16452
2015-06-17,16452
2015-06-18,16452
2015-06-19,15761
2015-06-20,15761
2015-06-21,15761
2015-06-22,15761
2015-06-23,15761
2015-06-24,15761
2015-06-25,15761
2015-06-26,15761
2015-06-27,15761
2015-06-28,15761
2015-06-29,15761
2015-06-30,15761
2015-07-01,15761
2015-07-02,15761
2015-07-03,15761
2015-07-04,15761
2015-07-05,15220
2015-07-06,15220
2015-07-07,15220
2015-07-08,15220
2015-07-09,15220
2015-07-10,15220
2015-07-11,15220
2015-07-12,15220
2015-07-13,15220
2015-07-14,15220
2015-07-15,15220
2015-07-16,15220
2015-07-17,15220
2015-07-18,15220
2015-07-19,15220
2015-07-20,15220
2015-07-21,15220
2015-07-22,14934
2015-07-23,14934
2015-07-24,14934
2015-07-25,14934
2015-07-26,14934
2015-07-27,14934
2015-07-28,14934
2015-07-29,14934
2015-07-30,14934
2015-07-31,14934
2015-08-01,14934
2015-08-02,14454
2015-08-03,14454
2015-08-04,14454
2015-08-05,14454
2015-08-06,14454
2015-08-07,14454
2015-08-08,14454
2015-08-09,14454
2015-08-10,14454
2015-08-11,14454
2015-08-12,14454
2015-08-13,14454
2015-08-14,14454
2015-08-15,13874
2015-08-16,13874
2015-08-17,13874
2015-08-18,13874
2015-08-19,13874
2015-08-20,13874
2015-08-21,13874
2015-08-22,13874
2015-08-23,13874
2015-08-24,13874
2015-08-25,13874
2015-08-26,13874
2015-08-27,13222
2015-08-28,13222
2015-08-29,13222
2015-08-30,13222
2015-08-31,13222
2015-09-02,13222
2015-09-07,13222
2015-09-08,12567
2015-09-10,12567
2015-09-14,12567
2015-09-16,12567
2015-09-22,12069
2015-09-23,12069
2015-09-24,12069
2015-09-25,12069
2015-09-27,12069
2015-09-28,12069
2015-09-29,12069
2015-09-30,11483
2015-10-05,11483
2015-10-06,11483
2015-10-07,11483
2015-10-08,11483
2015-10-09,11483
2015-10-10,11483
2015-10-11,10934
2015-10-12,10934
2015-10-13,10934
2015-10-14,10934
2015-10-15,10934
2015-10-16,10934
2015-10-17,10934
2015-10-18,10934
2015-10-19,10934
2015-10-20,10934
2015-10-22,10472
2015-10-23,10472
2015-10-24,10472
2015-10-25,10472
2015-10-26,10472
2015-10-27,10472
2015-10-29,10472
2015-10-30,10472
2015-10-31,9954
2015-11-01,9954
2015-11-02,9954
2015-11-03,9954
2015-11-04,9954
2015-11-05,9954
2015-11-06,9954
2015-11-07,9954
2015-11-08,9954
2015-11-09,9954
2015-11-10,9954
2015-11-11,9954
2015-11-12,9494
2015-11-13,9494
2015-11-14,9494
2015-11-15,9494
2015-11-16,9494
2015-11-17,9494
2015-11-18,9494
2015-11-19,9494
2015-11-20,9494
2015-11-21,9494
2015-11-22,9494
2015-11-23,9494
2015-11-24,9025
2015-11-25,9025
2015-11-26,9025
2015-11-27,9025
2015-11-28,9025
2015-11-29,9025
2015-11-30,9025
2015-12-01,9025
2015-12-02,9025
2015-12-03,9025
2015-12-04,9025
2015-12-05,9025
2015-12-06,8664
2015-12-07,8664
2015-12-08,8664
2015-12-09,8664
2015-12-10,8664
2015-12-11,8664
2015-12-12,8664
2015-12-13,8664
2015-12-14,8664
2015-12-15,8240
2015-12-16,8240
2015-12-17,8240
2015-12-18,8240
2015-12-19,8240
2015-12-20,8240
2015-12-21,8240
2015-12-22,8240
2015-12-23,8240
2015-12-24,8240
2015-12-25,8240
2015-12-26,8240
2015-12-27,7832
2015-12-28,7832
2015-12-29,7832
2015-12-30,7832
2015-12-31,7832
2016-01-01,7832
2016-01-02,7832
2016-01-03,7832
2016-01-04,7448
2016-01-05,7448
2016-01-06,7448
2016-01-07,7448
2016-01-08,7448
2016-01-09,7448
2016-01-10,7448
2016-01-11,7448
2016-01-12,7082
2016-01-13,7082
2016-01-14,7082
2016-01-15,7082
2016-01-16,7082
2016-01-17,7082
2016-01-18,7082
2016-01-19,7082
2016-01-20,7082
2016-01-21,6735
2016-01-22,6735
2016-01-23,6735
2016-01-24,6735
2016-01-25,6735
2016-01-26,6735
2016-01-27,6735
2016-01-28,6735
2016-01-29,6402
2016-01-30,6402
2016-01-31,6402
2016-02-01,6402
2016-02-02,6402
2016-02-03,6402
2016-02-04,6402
2016-02-05,6402
2016-02-06,6103
2016-02-07,6103
2016-02-08,6103
2016-02-09,6103
2016-02-10,6103
2016-02-11,6103
2016-02-12,6103
2016-02-13,6103
2016-02-14,6103
2016-02-15,5801
2016-02-16,5801
2016-02-17,5801
2016-02-18,5801
2016-02-19,5801
2016-02-20,5801
2016-02-21,5801
2016-02-22,5801
2016-02-23,5801
2016-02-24,5557
2016-02-25,5557
2016-02-26,5557
2016-02-27,5557
2016-02-28,5557
2016-02-29,5557
2016-03-01,5557
2016-03-02,5557
2016-03-03,5557
2016-03-04,5293
2016-03-05,5293
2016-03-06,5293
2016-03-07,5293
2016-03-08,5293
2016-03-09,5293
2016-03-10,5293
2016-03-11,5293
2016-03-12,5035
2016-03-13,5035
2016-03-14,5035
2016-03-15,5035
2016-03-16,5035
2016-03-17,5035
2016-03-18,5035
2016-03-19,5035
2016-03-20,4832
2016-03-21,4832
2016-03-22,4832
2016-03-23,4832
2016-03-24,4832
2016-03-25,4832
2016-03-26,4832
2016-03-27,4832
2016-03-28,4832
2016-03-29,4692
2016-03-30,4692
2016-03-31,4692
2016-04-01,4692
2016-04-02,4692
2016-04-03,4692
2016-04-04,4692
2016-04-05,4692
2016-04-06,4692
2016-04-07,4692
2016-04-08,4692
2016-04-09,4692
2016-04-10,4517
2016-04-11,4517
2016-04-12,4517
2016-04-13,4517
2016-04-14,4517
2016-04-15,4517
2016-04-16,4517
2016-04-17,4517
2016-04-18,4517
2016-04-19,4517
2016-04-20,4295
2016-04-21,4295
2016-04-22,4295
2016-04-23,4295
2016-04-24,4295
2016-04-25,4295
2016-04-26,4295
2016-04-27,4295
2016-04-28,4295
2016-04-29,4295
2016-04-30,4295
2016-05-01,4295
2016-05-02,4196
2016-05-03,4196
2016-05-04,4196
2016-05-05,4196
2016-05-06,4196
2016-05-07,4196
2016-05-08,4196
2016-05-09,4196
2016-05-10,4196
2016-05-11,4196
2016-05-12,4196
2016-05-13,4065
2016-05-14,4065
2016-05-15,4065
2016-05-16,4065
2016-05-17,4065
2016-05-18,4065
2016-05-19,4065
2016-05-22,4065
2016-05-23,3932
2016-05-24,3932
2016-05-25,3932
2016-05-26,3932
2016-05-27,3932
2016-05-28,3932
2016-05-29,3932
2016-05-30,3932
2016-05-31,3932
2016-06-01,3805
2016-06-02,3805
2016-06-03,3805
2016-06-04,3805
2016-06-05,3805
2016-06-06,3805
2016-06-07,3805
2016-06-08,3805
2016-06-09,3805
2016-06-10,3805
2016-06-11,3805
2016-06-12,3662
2016-06-13,3662
2016-06-14,3662
2016-06-15,3662
2016-06-16,3662
2016-06-17,3662
2016-06-18,3662
2016-06-19,3662
2016-06-20,3662
2016-06-21,3662
2016-06-22,3662
2016-06-23,3662
2016-06-24,3481
2016-06-25,3481
2016-06-26,3481
2016-06-27,3481
2016-06-28,3481
2016-06-29,3481
2016-06-30,3481
2016-07-01,3481
2016-07-02,3481
2016-07-03,3481
2016-07-04,3481
2016-07-05,3481
2016-07-06,3360
2016-07-07,3360
2016-07-08,3360
2016-07-09,3360
2016-07-10,3360
2016-07-11,3360
2016-07-12,3360
2016-07-13,3270
2016-07-14,3270
2016-07-15,3270
2016-07-16,3270
2016-07-17,3270
2016-07-18,3270
2016-07-23,3127
2016-07-24,3127
2016-07-25,3127
2016-07-26,3127
2016-07-27,3127
2016-07-28,3127
2016-07-29,3127
2016-07-30,3127
2016-07-31,3127
2016-08-01,3127
2016-08-02,3127
2016-08-03,3028
2016-08-04,3028
2016-08-05,3028
2016-08-06,3028
2016-08-07,3028
2016-08-08,3028
2016-08-09,3028
2016-08-10,3028
2016-08-11,3028
2016-08-12,3028
2016-08-13,2889
2016-08-14,2889
2016-08-15,2889
2016-08-16,2889
2016-08-17,2889
2016-08-18,2889
2016-08-19,2889
2016-08-20,2889
2016-08-21,2857
2016-08-22,2857
2016-08-23,2857
2016-08-24,2857
2016-08-25,2857
2016-08-26,2857
2016-08-28,2857
2016-08-31,2857
2016-09-01,2820
2016-09-02,2820
2016-09-03,2820
2016-09-04,2820
2016-09-05,2820
2016-09-06,2820
2016-09-07,2820
2016-09-08,2820
2016-09-09,2820
2016-09-10,2820
2016-09-11,2820
2016-09-12,2700
2016-09-13,2700
2016-09-14,2700
2016-09-15,2700
2016-09-16,2700
2016-09-17,2700
2016-09-18,2700
2016-09-19,2700
2016-09-20,2700
2016-09-21,2700
2016-09-22,2665
2016-09-23,2665
2016-09-24,2665
2016-09-25,2665
2016-09-26,2665
2016-09-27,2665
2016-09-28,2665
2016-09-29,2665
2016-09-30,2665
2016-10-01,2665
2016-10-02,2665
2016-10-03,2665
2016-10-04,2607
2016-10-05,2607
2016-10-06,2607
2016-10-07,2607
2016-10-08,2607
2016-10-09,2607
2016-10-10,2607
2016-10-11,2607
2016-10-12,2607
2016-10-13,2607
2016-10-14,2607
2016-10-15,2503
2016-10-16,2503
2016-10-17,2503
2016-10-18,2503
2016-10-19,2503
2016-10-20,2503
2016-10-21,2503
2016-10-22,2503
2016-10-23,2495
2016-10-24,2495
2016-10-25,2495
2016-10-26,2495
2016-10-27,2495
2016-10-28,2495
2016-10-29,2495
2016-10-30,2495
2016-10-31,2495
2016-11-01,2495
2016-11-02,2495
2016-11-03,2409
2016-11-04,2409
2016-11-05,2409
2016-11-06,2409
2016-11-07,2409
2016-11-08,2409
2016-11-09,2409
2016-11-10,2409
2016-11-11,2409
2016-11-12,2409
2016-11-13,2409
2016-11-14,2289
2016-12-07,2291
2016-12-08,2291
2016-12-09,2291
2016-12-10,2291
2016-12-11,2291
2016-12-12,2305
2016-12-13,2305
2016-12-14,2305
2016-12-15,2305
2016-12-16,2305
2016-12-17,2305
2016-12-18,2305
