date_obj,Zamorak%20stole price
2016-04-14,5576
2016-04-15,5407
2016-04-16,5254
2016-04-17,5077
2016-04-18,4947
2016-04-19,4881
2016-04-20,4833
2016-04-21,4753
2016-04-22,4753
2016-04-23,4863
2016-04-24,5076
2016-04-25,5176
2016-04-26,5192
2016-04-27,5315
2016-04-28,5378
2016-04-29,5306
2016-04-30,5270
2016-05-01,5152
2016-05-02,5191
2016-05-03,5250
2016-05-04,5156
2016-05-05,5091
2016-05-06,5091
2016-05-07,5248
2016-05-08,5366
2016-05-09,5580
2016-05-10,5667
2016-05-11,5667
2016-05-12,5951
2016-05-13,6249
2016-05-14,6553
2016-05-15,6863
2016-05-16,7207
2016-05-17,7533
2016-05-18,7214
2016-05-19,6952
2016-05-22,6871
2016-05-23,7085
2016-05-24,7424
2016-05-25,7529
2016-05-26,7680
2016-05-27,7743
2016-05-28,7743
2016-05-29,7800
2016-05-30,7800
2016-05-31,7786
2016-06-01,7805
2016-06-02,7924
2016-06-03,8118
2016-06-04,8162
2016-06-05,8228
2016-06-06,7911
2016-06-07,7911
2016-06-08,7994
2016-06-09,8194
2016-06-10,8291
2016-06-11,8134
2016-06-12,8390
2016-06-13,8518
2016-06-14,8633
2016-06-15,8823
2016-06-16,8756
2016-06-17,8543
2016-06-18,8269
2016-06-19,8016
2016-06-20,7633
2016-06-21,7319
2016-06-22,7035
2016-06-23,6824
2016-06-24,6538
2016-06-25,6211
2016-06-26,5978
2016-06-27,5679
2016-06-28,5570
2016-06-29,5515
2016-06-30,5641
2016-07-01,5631
2016-07-02,5631
2016-07-03,5447
2016-07-04,5403
2016-07-05,5403
2016-07-06,5269
2016-07-07,5264
2016-07-08,5278
2016-07-09,5328
2016-07-10,5412
2016-07-11,5468
2016-07-12,5549
2016-07-13,5752
2016-07-14,5984
2016-07-15,6239
2016-07-16,6466
2016-07-17,6782
2016-07-18,7112
2016-07-24,8215
2016-07-25,8245
2016-07-26,8516
2016-07-27,8454
2016-07-28,8213
2016-07-29,8209
2016-07-30,8061
2016-07-31,8061
2016-08-01,7983
2016-08-02,7924
2016-08-03,7627
2016-08-04,7627
2016-08-05,7245
2016-08-06,6882
2016-08-07,6664
2016-08-08,6664
2016-08-09,6707
2016-08-10,6562
2016-08-11,6562
2016-08-12,6505
2016-08-13,6499
2016-08-14,6365
2016-08-15,6245
2016-08-16,6084
2016-08-17,5966
2016-08-18,5966
2016-08-19,5756
2016-08-20,5683
2016-08-21,5568
2016-08-22,5533
2016-08-23,5499
2016-08-24,5499
2016-08-25,5378
2016-08-26,5378
2016-08-28,5263
2016-08-31,5313
2016-09-01,5398
2016-09-02,5398
2016-09-03,5415
2016-09-04,5337
2016-09-05,5246
2016-09-06,5218
2016-09-07,5218
2016-09-08,5313
2016-09-09,5529
2016-09-10,5594
2016-09-11,5594
2016-09-12,5509
2016-09-13,5396
2016-09-14,5396
2016-09-15,5309
2016-09-16,5309
2016-09-17,5315
2016-09-18,5465
2016-09-19,5729
2016-09-20,5729
2016-09-21,5620
2016-09-22,5626
2016-09-23,5513
2016-09-24,5513
2016-09-25,5480
2016-09-26,5480
2016-09-27,5458
2016-09-28,5673
2016-09-29,5673
2016-09-30,5616
2016-10-01,5504
2016-10-02,5504
2016-10-03,5713
2016-10-04,5909
2016-10-05,6080
2016-10-06,6230
2016-10-07,6230
2016-10-08,6538
2016-10-09,6538
2016-10-10,6600
2016-10-11,6853
2016-10-12,7095
2016-10-13,7024
2016-10-14,7279
2016-10-15,7454
2016-10-16,7732
2016-10-17,7954
2016-10-18,8214
2016-10-19,8214
2016-10-20,8423
2016-10-21,8456
2016-10-22,8456
2016-10-23,8425
2016-10-24,8590
2016-10-25,8590
2016-10-26,8784
2016-10-27,9129
2016-10-28,9129
2016-10-29,9393
2016-10-30,9554
2016-10-31,9665
2016-11-01,9665
2016-11-02,9633
2016-11-03,9666
2016-11-04,9584
2016-11-05,9584
2016-11-06,9521
2016-11-07,9556
2016-11-08,9565
2016-11-09,9471
2016-11-10,9297
2016-11-11,9331
2016-11-12,9634
2016-11-13,9634
2016-11-14,9655
2016-12-08,6292
2016-12-09,6204
2016-12-10,6129
2016-12-11,6047
2016-12-12,5931
2016-12-13,6002
2016-12-14,6160
2016-12-15,6160
2016-12-16,6380
2016-12-17,6555
2016-12-18,6555
2016-12-19,6668
2016-12-20,6827
2016-12-21,7075
2016-12-22,7239
2016-12-23,7386
2016-12-24,7386
2016-12-25,7147
2016-12-26,6938
2016-12-27,6917
2016-12-28,6810
2016-12-29,6742
2016-12-30,6742
2016-12-31,6694
2017-01-01,6560
2017-01-02,6425
2017-01-03,6364
2017-01-04,6194
2017-01-05,6038
2017-01-06,5927
2017-01-07,5908
2017-01-08,6006
2017-01-09,5962
2017-01-10,5932
2017-01-11,5916
2017-01-12,5752
2017-01-13,5646
2017-01-14,5421
2017-01-15,5273
2017-01-16,5009
2017-01-17,4944
2017-01-18,4873
2017-01-19,4783
2017-01-20,4557
2017-01-21,4582
2017-01-22,4570
2017-01-27,5374
2017-01-28,5609
2017-01-29,5807
2017-01-30,5893
2017-01-31,5998
2017-02-01,6286
2017-02-02,6578
2017-02-03,6891
2017-02-04,7191
2017-02-05,7444
2017-02-06,7594
2017-02-07,7946
2017-02-08,8344
2017-02-09,8344
2017-02-10,8437
2017-02-11,8743
2017-02-12,8927
2017-02-13,9052
2017-02-14,9200
2017-02-15,8988
2017-02-16,9275
2017-02-18,9629
2017-02-19,9843
2017-02-20,9728
2017-02-21,9699
2017-02-22,9606
2017-02-23,9825
2017-02-24,9759
2017-02-25,9616
2017-02-26,9515
2017-02-27,9524
2017-02-28,9608
2017-03-01,9279
2017-03-02,8992
2017-03-03,8579
2017-03-04,8444
2017-03-05,8277
2017-03-06,8102
2017-03-07,7801
2017-03-08,7914
2017-03-09,8065
2017-03-10,8144
2017-03-11,8171
2017-03-12,7967
2017-03-13,7798
2017-03-14,7584
2017-03-15,7662
2017-03-16,7661
2017-03-17,7637
2017-03-18,7711
2017-03-19,7852
2017-03-20,7845
2017-03-21,7972
2017-03-22,8153
2017-03-23,8022
2017-03-24,8131
2017-03-25,8131
2017-03-26,8097
2017-03-27,8063
2017-03-28,8155
2017-03-29,8324
2017-03-30,8552
2017-03-31,8709
2017-04-01,8922
2017-04-02,9189
2017-04-03,9240
2017-04-04,9454
2017-04-12,9210
2017-04-13,9207
2017-04-14,9100
2017-04-15,9038
2017-04-16,8942
2017-04-17,8772
2017-04-18,8707
2017-04-19,8607
2017-04-20,8607
2017-04-21,8500
2017-04-22,8492
2017-04-23,8578
2017-04-24,8410
2017-04-25,8522
2017-04-26,8522
2017-04-27,8479
2017-04-28,8284
2017-04-29,8196
2017-04-30,8094
2017-05-01,7961
2017-05-02,8000
2017-05-03,7986
2017-05-04,7923
2017-05-05,7802
2017-05-06,7863
2017-05-07,7781
2017-05-08,7879
2017-05-09,7824
2017-05-10,7880
2017-05-11,7852
2017-05-12,7925
2017-05-13,7921
2017-05-14,7929
2017-05-15,8160
2017-05-16,8335
2017-05-17,8391
2017-05-18,8698
2017-05-19,8936
2017-05-20,9047
2017-05-21,9047
2017-05-22,9130
2017-05-23,9088
2017-05-24,8837
2017-05-25,8710
2017-05-26,8674
2017-05-27,8517
2017-05-28,8520
2017-05-29,8522
2017-05-30,8311
2017-05-31,7964
2017-06-01,7757
2017-06-02,7481
2017-06-03,7217
2017-06-06,6521
2017-06-07,6247
2017-06-08,6019
2017-06-09,5754
2017-06-10,5518
2017-06-11,5346
2017-06-12,5089
2017-06-13,4923
2017-06-14,4788
2017-06-15,4650
2017-06-16,4596
2017-06-17,4528
2017-06-18,4438
2017-06-19,4438
2017-06-20,4366
2017-06-21,4317
2017-06-22,4268
2017-06-23,4268
2017-06-24,4262
2017-06-25,4108
2017-06-26,3946
2017-06-27,3861
2017-06-28,3760
2017-06-29,3704
2017-06-30,3619
2017-07-01,3619
2017-07-02,3585
2017-07-03,3616
2017-07-04,3639
2017-07-05,3639
2017-07-06,3641
2017-07-07,3641
2017-07-08,3660
2017-07-13,4119
2017-07-14,4262
2017-07-15,4418
2017-07-16,4528
2017-07-17,4742
2017-07-18,4916
2017-07-19,5103
2017-07-20,5095
2017-07-21,5228
2017-07-22,5481
2017-07-23,5756
2017-07-24,5756
2017-07-25,6032
2017-07-26,6334
2017-07-27,6651
2017-07-28,6984
2017-07-29,7246
2017-07-30,7597
2017-07-31,7597
2017-08-01,7844
2017-08-02,8118
2017-08-03,8231
2017-08-04,8231
2017-08-05,8063
2017-08-06,7944
2017-08-09,7354
2017-08-10,7062
2017-08-11,6889
2017-08-12,6739
2017-08-13,6647
2017-08-14,6611
2017-08-15,6499
2017-08-16,6334
2017-08-17,6222
2017-08-18,6222
2017-08-19,5957
2017-08-20,5869
2017-08-21,5768
2017-08-22,5518
2017-08-23,5279
2017-08-24,5279
2017-08-25,5271
2017-08-26,5530
2017-08-27,5807
2017-08-28,5948
2017-08-29,6184
2017-08-30,6418
2017-08-31,6705
2017-09-01,7032
2017-09-02,7350
2017-09-03,7350
2017-09-04,7691
2017-09-05,8059
2017-09-06,8462
2017-09-07,8721
2017-09-08,8721
2017-09-09,8971
2017-09-10,8835
2017-09-11,8826
2017-09-12,8826
2017-09-13,8697
2017-09-14,8611
2017-09-15,8611
2017-09-16,8399
2017-09-17,8064
2017-09-18,7976
2017-09-19,7976
2017-09-20,7585
2017-09-21,7370
2017-09-22,7009
2017-09-23,7009
2017-09-24,6855
2017-09-25,7028
2017-09-26,7055
2017-09-27,7055
2017-09-28,7136
2017-09-29,7349
2017-09-30,7577
2017-10-01,7543
2017-10-02,7810
2017-10-03,7810
2017-10-04,7747
2017-10-05,7748
2017-10-06,7930
2017-10-07,7823
2017-10-08,7749
2017-10-09,7748
2017-10-10,7712
2017-10-11,7712
2017-10-12,7545
2017-10-13,7484
2017-10-14,7326
2017-10-15,7326
2017-10-16,7311
2017-10-17,7311
2017-10-18,7114
2017-10-19,7015
2017-10-20,6818
2017-10-21,6798
2017-10-22,6741
2017-10-23,6620
2017-10-24,6393
2017-10-25,6328
2017-10-26,6168
2017-10-27,6053
2017-10-28,6053
2017-10-29,6028
2017-10-30,5932
2017-10-31,5988
2017-11-01,5988
2017-11-02,6109
2017-11-03,5969
2017-11-04,6208
2017-11-05,6357
2017-11-06,6355
2017-11-07,6442
2017-11-08,6591
2017-11-09,6651
2017-11-10,6816
2017-11-11,6906
2017-11-12,7101
2017-11-13,7147
2017-11-14,7147
2017-11-15,7200
2017-11-16,7168
2017-11-17,6986
2017-11-18,6986
2017-11-19,6875
2017-11-20,6741
2017-11-21,6617
2017-11-22,6683
2017-11-23,6650
2017-11-24,6433
2017-11-25,6266
2017-11-26,6119
2017-11-27,6119
2017-11-28,5841
2017-11-29,5599
2017-11-30,5394
2017-12-01,5223
2017-12-02,5223
2017-12-03,5093
2017-12-04,5093
2017-12-05,5023
2017-12-06,4883
2017-12-07,4896
2017-12-08,4896
2017-12-09,5009
2017-12-10,5198
2017-12-11,5289
2017-12-12,5370
2017-12-13,5311
2017-12-14,5165
2017-12-15,5017
2017-12-16,5017
2017-12-17,4887
2017-12-18,4877
2017-12-19,4877
2017-12-20,5026
2017-12-21,5061
2017-12-22,5075
2017-12-23,4856
2017-12-24,4636
2017-12-25,4575
2017-12-26,4426
2017-12-27,4347
2017-12-28,4403
2017-12-29,4400
2017-12-30,4571
2017-12-31,4780
2018-01-01,4900
2018-01-02,4952
2018-01-03,5001
2018-01-04,4998
2018-01-05,5059
2018-01-06,5122
2018-01-07,5005
2018-01-08,4928
2018-01-09,4900
2018-01-10,4900
2018-01-11,4860
2018-01-12,4745
2018-01-13,4741
2018-01-14,4683
2018-01-15,4636
2018-01-16,4750
2018-01-17,4861
2018-01-18,4970
2018-01-19,4970
2018-01-20,5039
2018-01-21,5103
2018-01-22,5056
2018-01-23,5167
2018-01-24,5034
2018-01-25,5015
2018-01-26,5096
2018-01-27,5117
2018-01-28,4996
2018-01-29,5112
2018-01-30,5285
2018-02-01,5509
2018-02-02,5373
2018-02-03,5485
2018-02-04,5629
2018-02-05,5691
2018-02-06,5690
2018-02-07,5862
2018-02-08,5862
2018-02-09,6009
2018-02-10,6009
2018-02-11,6156
2018-02-12,6242
2018-02-13,6242
2018-02-14,6407
2018-02-15,6590
2018-02-16,6675
2018-02-17,6815
2018-02-18,6905
2018-02-19,7124
2018-02-20,7124
2018-02-21,7385
2018-02-22,7735
2018-02-23,7923
2018-02-24,7923
2018-02-25,7862
2018-02-26,7758
2018-02-27,7660
2018-02-28,7660
2018-03-01,7277
2018-03-02,6941
2018-03-03,6648
2018-03-04,6648
2018-03-05,6480
2018-03-06,6266
2018-03-07,6056
2018-03-08,6056
2018-03-09,5902
2018-03-10,5902
2018-03-11,5677
2018-03-12,5536
2018-03-13,5472
2018-03-14,5385
2018-03-15,5268
2018-03-16,5268
2018-03-17,5105
2018-03-18,5124
2018-03-20,5220
2018-03-21,5389
2018-03-23,5578
2018-03-24,5672
2018-03-26,5713
2018-03-27,5787
2018-03-28,5840
2018-03-29,5998
2018-03-30,6015
2018-03-31,6011
2018-04-01,5942
2018-04-02,6044
2018-04-03,5887
2018-04-04,5875
2018-04-05,5875
2018-04-06,6061
2018-04-08,6297
2018-04-09,6025
2018-04-10,5734
2018-04-11,5705
2018-04-12,5836
2018-04-13,5836
2018-04-14,5920
2018-04-16,6057
2018-04-17,6102
2018-04-18,6102
2018-04-19,6204
2018-04-20,6349
2018-04-21,6606
2018-04-22,6606
2018-04-23,6880
2018-04-24,7163
2018-04-25,7507
2018-04-26,7507
2018-04-27,7822
2018-04-28,8101
2018-04-29,8275
2018-04-30,8105
2018-05-02,8250
2018-05-03,8114
2018-05-04,8023
2018-05-05,7884
2018-05-06,7884
2018-05-07,7821
2018-05-08,7821
2018-05-09,7676
2018-05-10,7483
2018-05-11,7483
2018-05-12,7274
2018-05-13,7274
2018-05-14,7038
2018-05-15,7038
2018-05-16,6834
2018-05-17,6660
2018-05-18,6542
2018-05-19,6291
2018-05-20,6291
2018-05-21,6250
2018-05-22,6250
2018-05-23,5990
2018-05-24,5853
2018-05-25,5853
2018-05-26,5731
2018-05-27,5731
2018-05-28,5563
2018-05-29,5449
2018-05-30,5350
2018-05-31,5283
2018-06-01,5253
2018-06-02,5226
2018-06-03,5156
2018-06-04,5067
2018-06-05,4962
2018-06-06,4817
2018-06-07,4817
2018-06-08,4760
2018-06-09,4821
2018-06-10,4929
2018-06-11,4895
2018-06-12,5032
2018-06-13,5102
2018-06-14,5213
2018-06-15,5213
2018-06-16,5194
2018-06-17,5137
2018-06-18,5041
2018-06-19,4968
2018-06-20,4968
2018-06-21,4868
2018-06-22,4968
2018-06-23,4968
2018-06-24,4838
2018-06-25,4687
2018-06-26,4684
2018-06-27,4857
2018-06-28,4943
2018-06-29,5121
2018-06-30,5268
2018-07-01,5453
2018-07-02,5558
2018-07-03,5832
2018-07-04,6051
2018-07-05,6284
2018-07-06,6372
2018-07-07,6501
2018-07-08,6494
2018-07-09,6633
2018-07-10,6958
2018-07-11,7217
2018-07-12,7312
2018-07-13,7295
2018-07-14,7191
2018-07-15,6920
2018-07-16,6806
2018-07-17,6873
2018-07-18,6641
2018-07-19,6641
2018-07-20,6523
2018-07-21,6451
2018-07-22,6286
2018-07-23,6309
2018-07-24,6446
2018-07-25,6554
2018-07-26,6649
2018-07-27,6637
2018-07-28,6639
2018-07-29,6677
2018-07-30,6662
2018-07-31,6680
2018-08-01,6680
2018-08-02,6647
2018-08-03,6727
2018-08-04,6963
2018-08-05,7305
2018-08-06,7381
2018-08-07,7463
2018-08-08,7496
2018-08-09,7496
2018-08-10,7526
2018-08-11,7444
2018-08-12,7515
2018-08-14,7822
2018-08-16,7952
2018-08-17,7824
2018-08-18,7564
2018-08-19,7571
2018-08-20,7523
2018-08-21,7710
2018-08-22,7430
2018-08-23,7340
2018-08-24,7284
2018-08-25,7257
2018-08-26,7243
2018-08-27,7244
2018-08-28,7222
2018-08-29,7320
2018-08-30,7686
2018-08-31,7674
2018-09-01,7631
2018-09-02,7716
2018-09-03,7605
2018-09-04,7501
2018-09-05,7377
2018-09-06,7377
2018-09-07,7233
2018-09-08,7090
2018-09-09,6857
2018-09-10,6720
2018-09-11,6760
2018-09-12,6685
2018-09-13,6591
2018-09-14,6528
2018-09-15,6515
2018-09-16,6515
2018-09-17,6320
2018-09-18,6180
2018-09-19,6180
2018-09-20,6214
2018-09-21,6101
2018-09-22,6081
2018-09-23,6029
2018-09-24,5972
2018-09-25,5972
2018-09-26,5991
2018-09-27,5991
2018-09-28,5929
2018-09-29,5951
2018-09-30,5668
2018-10-02,5904
2018-10-03,5967
2018-10-04,5967
2018-10-05,6033
2018-10-06,6182
2018-10-07,6375
2018-10-08,6694
2018-10-09,6924
2018-10-10,7271
2018-10-11,7635
2018-10-12,8014
2018-10-13,8378
2018-10-14,8718
2018-10-15,8902
2018-10-16,9076
2018-10-17,9252
2018-10-18,9537
2018-10-19,9840
2018-10-20,9840
2018-10-21,9806
2018-10-22,10227
2018-10-23,10227
2018-10-24,10487
2018-10-25,10271
2018-10-26,10007
2018-10-27,9894
2018-10-28,9666
2018-10-29,9666
2018-10-30,9479
2018-10-31,9214
2018-11-01,9020
2018-11-03,9215
2018-11-04,9664
2018-11-05,10130
2018-11-06,10637
2018-11-07,11169
2018-11-08,11664
2018-11-09,12230
2018-11-10,12832
2018-11-11,13474
2018-11-12,13933
2018-11-13,14509
2018-11-14,14509
2018-11-15,14440
2018-11-16,14503
2018-11-17,14567
2018-11-18,14716
2018-11-19,15015
2018-11-20,15267
2018-11-21,15556
2018-11-22,15417
2018-11-23,15003
2018-11-24,14943
2018-11-25,15116
2018-11-26,15330
2018-11-27,15659
2018-11-28,15639
2018-11-29,16063
2018-12-01,16089
2018-12-02,16117
2018-12-03,16117
2018-12-04,16108
2018-12-05,15816
2018-12-07,15467
2018-12-09,14422
2018-12-10,13759
2018-12-11,13250
2018-12-12,12655
2018-12-13,12350
2018-12-14,11962
2018-12-15,11579
2018-12-16,11385
2018-12-17,10989
2018-12-18,10585
2018-12-19,10835
2018-12-20,11155
2018-12-21,10773
2018-12-22,10234
2018-12-23,9754
2018-12-24,9458
2018-12-25,9231
2018-12-26,8910
2018-12-27,8464
2018-12-28,8116
2018-12-29,7758
2018-12-30,7580
2018-12-31,7471
2019-01-01,7411
2019-01-02,7235
2019-01-03,6977
2019-01-04,6759
2019-01-05,6537
2019-01-06,6279
2019-01-08,6132
2019-01-10,5879
2019-01-11,6034
2019-01-12,6145
2019-01-13,6284
2019-01-14,6459
2019-01-15,6508
2019-01-16,6690
2019-01-17,6785
2019-01-18,7100
2019-01-19,7314
2019-01-20,7630
2019-01-21,7640
2019-01-22,7846
2019-01-23,8008
2019-01-24,8277
2019-01-25,8667
2019-01-26,9075
2019-01-27,9455
2019-01-28,9726
2019-01-29,9934
2019-01-30,9900
2019-01-31,9740
2019-02-01,9755
2019-02-02,9687
2019-02-03,9587
2019-02-04,9497
2019-02-05,9613
2019-02-06,9436
2019-02-07,9514
2019-02-08,9389
2019-02-09,9411
2019-02-10,9261
2019-02-11,9369
2019-02-12,9486
2019-02-13,9369
2019-02-14,9126
2019-02-15,9067
2019-02-16,9157
2019-02-17,9152
2019-02-18,9367
2019-02-19,9501
2019-02-20,9664
2019-02-21,9771
2019-02-22,9712
2019-02-23,9669
2019-02-24,9698
2019-02-25,9500
2019-02-26,9321
2019-02-27,9355
2019-02-28,9279
2019-03-01,9493
2019-03-02,9887
2019-03-03,9975
2019-03-04,9968
2019-03-05,9898
2019-03-06,9961
2019-03-07,10023
2019-03-08,9900
2019-03-09,9599
2019-03-10,9432
2019-03-11,9498
2019-03-12,9495
2019-03-13,9265
2019-03-14,9159
2019-03-15,9076
2019-03-16,8919
2019-03-17,8810
2019-03-18,8717
2019-03-19,8615
2019-03-20,8587
2019-03-21,8456
2019-03-22,8355
2019-03-23,8157
2019-03-24,8144
2019-03-25,8210
2019-03-26,8416
2019-03-27,8799
2019-03-28,9007
2019-03-29,9148
2019-03-30,9168
2019-03-31,9406
2019-04-01,9506
2019-04-02,9574
2019-04-03,9476
2019-04-04,9301
2019-04-05,9123
2019-04-06,8924
2019-04-07,8777
