date_obj,Holy%20wraps price
2016-10-13,1652718
2016-10-14,1652718
2016-10-15,1652718
2016-10-16,1681862
2016-10-17,1681862
2016-10-18,1614854
2016-10-19,1614854
2016-10-20,1614854
2016-10-21,1558483
2016-10-22,1558483
2016-10-23,1558483
2016-10-24,1536199
2016-10-25,1536199
2016-10-26,1536199
2016-10-27,1539141
2016-10-28,1539141
2016-10-29,1539141
2016-10-30,1539141
2016-10-31,1525949
2016-11-01,1525949
2016-11-02,1525949
2016-11-03,1525949
2016-11-04,1521769
2016-11-05,1521769
2016-11-06,1521769
2016-11-07,1505458
2016-11-08,1505458
2016-11-09,1490571
2016-11-10,1490571
2016-11-11,1490571
2016-11-12,1455799
2016-11-13,1455799
2016-11-14,1455799
2016-11-15,1385027
2016-12-07,1043124
2016-12-08,1055466
2016-12-09,1055466
2016-12-10,1019132
2016-12-11,1019132
2016-12-12,986359
2016-12-13,986359
2016-12-14,944940
2016-12-15,944940
2016-12-16,944940
2016-12-17,919579
2016-12-18,919579
2016-12-19,919579
2016-12-20,898338
2016-12-21,898338
2016-12-22,907263
2016-12-23,937068
2016-12-24,937068
2016-12-25,965009
2016-12-26,965009
2016-12-27,1011320
2016-12-28,1011320
2016-12-29,1060089
2016-12-30,1060089
2016-12-31,1099331
2017-01-01,1099331
2017-01-02,1117411
2017-01-03,1117411
2017-01-04,1110114
2017-01-05,1110114
2017-01-06,1080994
2017-01-07,1053485
2017-01-08,1053485
2017-01-09,1030580
2017-01-10,1030580
2017-01-11,998993
2017-01-12,973191
2017-01-13,973191
2017-01-14,969255
2017-01-15,968007
2017-01-16,968007
2017-01-17,956024
2017-01-18,956024
2017-01-19,940822
2017-01-20,940822
2017-01-21,953175
2017-01-22,953175
2017-01-23,977726
2017-01-27,963143
2017-01-28,963143
2017-01-29,951265
2017-01-30,951265
2017-01-31,942214
2017-02-01,938920
2017-02-02,938920
2017-02-03,934005
2017-02-04,934005
2017-02-05,933634
2017-02-06,933634
2017-02-07,924215
2017-02-08,923664
2017-02-09,923664
2017-02-10,917499
2017-02-11,894176
2017-02-12,894176
2017-02-13,875812
2017-02-14,875812
2017-02-15,868017
2017-02-16,865337
2017-02-18,873374
2017-02-19,870334
2017-02-20,870334
2017-02-21,854596
2017-02-22,854596
2017-02-23,832125
2017-02-24,832125
2017-02-25,808418
2017-02-26,808418
2017-02-27,781265
2017-02-28,762551
2017-03-01,762551
2017-03-02,747658
2017-03-03,747658
2017-03-04,740107
2017-03-05,740107
2017-03-06,736383
2017-03-07,736383
2017-03-08,719616
2017-03-09,719616
2017-03-10,692682
2017-03-11,674438
2017-03-12,674438
2017-03-13,651657
2017-03-14,625309
2017-03-15,625309
2017-03-16,603815
2017-03-17,603815
2017-03-18,597476
2017-03-19,601253
2017-03-20,604670
2017-03-21,598610
2017-03-22,598610
2017-03-23,614257
2017-03-24,622285
2017-03-25,622285
2017-03-26,628370
2017-03-27,633485
2017-03-28,633485
2017-03-29,626978
2017-03-30,626978
2017-03-31,634396
2017-04-01,634396
2017-04-02,646194
2017-04-03,668051
2017-04-04,668051
2017-04-12,819134
2017-04-13,832957
2017-04-14,832957
2017-04-15,851248
2017-04-16,872853
2017-04-17,888885
2017-04-18,888885
2017-04-19,912206
2017-04-20,912206
2017-04-21,909954
2017-04-22,909954
2017-04-23,889780
2017-04-24,889780
2017-04-25,852065
2017-04-26,852065
2017-04-27,833746
2017-04-28,859743
2017-04-29,885881
2017-04-30,907448
2017-05-01,907448
2017-05-02,928319
2017-05-03,928319
2017-05-04,968297
2017-05-05,1011636
2017-05-06,1011636
2017-05-07,1040121
2017-05-08,1040121
2017-05-09,1042579
2017-05-10,1042579
2017-05-11,1033199
2017-05-12,1012936
2017-05-13,972354
2017-05-14,972354
2017-05-15,924650
2017-05-16,891529
2017-05-17,891529
2017-05-18,878225
2017-05-19,878225
2017-05-20,859731
2017-05-21,859731
2017-05-22,832802
2017-05-23,832802
2017-05-24,830282
2017-05-25,830282
2017-05-26,800468
2017-05-27,787510
2017-05-28,787510
2017-05-29,756541
2017-05-30,756541
2017-05-31,743539
2017-06-01,741153
2017-06-02,718088
2017-06-03,718088
2017-06-04,686238
2017-06-06,666821
2017-06-07,671926
2017-06-08,671926
2017-06-09,674644
2017-06-10,671327
2017-06-11,671327
2017-06-12,668615
2017-06-13,675373
2017-06-14,665421
2017-06-15,665421
2017-06-16,686531
2017-06-17,686531
2017-06-18,715461
2017-06-19,715461
2017-06-20,734958
2017-06-21,766307
2017-06-22,766307
2017-06-23,793166
2017-06-24,793166
2017-06-25,830004
2017-06-26,865962
2017-06-27,904770
2017-06-28,904770
2017-06-29,945337
2017-06-30,945337
2017-07-01,972454
2017-07-02,972454
2017-07-03,1000946
2017-07-04,1000946
2017-07-05,1022113
2017-07-06,1022113
2017-07-07,1027293
2017-07-08,1027293
2017-07-13,970349
2017-07-14,936229
2017-07-15,936229
2017-07-16,930870
2017-07-17,953365
2017-07-18,953365
2017-07-19,958824
2017-07-20,958824
2017-07-21,966646
2017-07-22,982842
2017-07-23,991172
2017-07-24,991172
2017-07-25,958686
2017-07-26,923316
2017-07-27,899101
2017-07-28,899101
2017-07-29,884916
2017-07-30,861241
2017-07-31,861241
2017-08-01,829716
2017-08-02,795701
2017-08-03,795701
2017-08-04,757044
2017-08-05,747572
2017-08-06,747572
2017-08-09,689375
2017-08-10,698195
2017-08-11,698195
2017-08-12,704752
2017-08-13,726349
2017-08-14,758076
2017-08-15,791581
2017-08-16,791581
2017-08-17,821277
2017-08-18,821277
2017-08-19,849061
2017-08-20,847465
2017-08-21,847465
2017-08-22,857889
2017-08-23,857889
2017-08-24,846841
2017-08-25,846841
2017-08-26,813861
2017-08-27,813861
2017-08-28,789854
2017-08-29,789854
2017-08-30,750361
2017-08-31,750361
2017-09-01,720054
2017-09-02,697533
2017-09-03,697533
2017-09-04,664064
2017-09-05,633098
2017-09-06,633098
2017-09-07,620591
2017-09-08,620591
2017-09-09,643807
2017-09-10,655065
2017-09-11,655065
2017-09-12,656550
2017-09-13,669800
2017-09-14,688164
2017-09-15,688164
2017-09-16,695174
2017-09-17,707579
2017-09-18,707579
2017-09-19,719274
2017-09-20,745925
2017-09-21,745925
2017-09-22,744880
2017-09-23,744880
2017-09-24,730938
2017-09-25,730938
2017-09-26,715429
2017-09-27,715429
2017-09-28,686144
2017-09-29,658120
2017-09-30,641711
2017-10-01,619719
2017-10-02,611445
2017-10-03,611445
2017-10-04,593759
2017-10-05,593802
2017-10-06,611360
2017-10-07,632524
2017-10-08,651948
2017-10-09,651948
2017-10-10,667858
2017-10-11,667858
2017-10-12,695508
2017-10-13,718638
2017-10-14,732802
2017-10-15,732802
2017-10-16,742833
2017-10-17,742833
2017-10-18,736757
2017-10-19,736757
2017-10-20,724285
2017-10-21,724285
2017-10-22,714627
2017-10-23,714627
2017-10-24,702855
2017-10-25,703211
2017-10-26,703211
2017-10-27,688479
2017-10-28,688479
2017-10-29,692955
2017-10-30,721003
2017-10-31,734872
2017-11-01,734872
2017-11-02,748087
2017-11-03,723834
2017-11-04,725493
2017-11-05,725493
2017-11-06,736522
2017-11-07,736522
2017-11-08,733998
2017-11-09,723036
2017-11-10,723036
2017-11-11,725913
2017-11-12,721373
2017-11-13,721373
2017-11-14,702869
2017-11-15,702869
2017-11-16,683380
2017-11-17,665145
2017-11-18,665145
2017-11-19,671821
2017-11-20,671821
2017-11-21,653258
2017-11-22,653258
2017-11-23,633616
2017-11-24,633616
2017-11-25,613968
2017-11-26,605495
2017-11-27,605495
2017-11-28,590810
2017-11-29,590810
2017-11-30,586056
2017-12-01,583595
2017-12-02,583595
2017-12-03,589804
2017-12-04,589804
2017-12-05,597664
2017-12-06,607801
2017-12-07,595513
2017-12-08,595513
2017-12-09,591075
2017-12-10,580126
2017-12-11,582345
2017-12-12,582345
2017-12-13,577360
2017-12-14,577360
2017-12-15,567861
2017-12-16,567861
2017-12-17,557255
2017-12-18,555018
2017-12-19,555018
2017-12-20,581763
2017-12-21,600604
2017-12-22,627228
2017-12-23,657387
2017-12-24,687400
2017-12-25,687400
2017-12-26,721419
2017-12-27,728050
2017-12-28,728050
2017-12-29,702972
2017-12-30,685266
2017-12-31,685266
2018-01-01,656274
2018-01-02,627573
2018-01-03,601675
2018-01-04,601675
2018-01-05,580700
2018-01-06,555576
2018-01-07,543129
2018-01-08,517660
2018-01-09,497387
2018-01-10,497387
2018-01-11,479548
2018-01-12,455570
2018-01-13,433523
2018-01-14,421952
2018-01-15,417649
2018-01-16,413078
2018-01-17,420648
2018-01-18,433533
2018-01-19,433533
2018-01-20,447451
2018-01-21,455684
2018-01-22,470247
2018-01-23,489204
2018-01-25,502565
2018-01-26,507394
2018-01-27,517173
2018-01-28,523871
2018-01-29,540788
2018-01-30,561776
2018-01-31,581809
2018-02-01,597606
2018-02-02,624055
2018-02-03,642396
2018-02-04,670751
2018-02-05,670751
2018-02-06,679987
2018-02-07,696817
2018-02-08,696817
2018-02-09,724544
2018-02-10,724544
2018-02-11,724114
2018-02-12,703213
2018-02-13,703213
2018-02-14,672692
2018-02-15,668024
2018-02-16,649837
2018-02-17,643092
2018-02-18,626327
2018-02-19,627551
2018-02-20,635352
2018-02-21,638099
2018-02-22,638099
2018-02-23,639218
2018-02-24,639218
2018-02-25,633907
2018-02-26,629726
2018-02-27,634197
2018-02-28,634197
2018-03-01,628861
2018-03-02,641874
2018-03-03,646691
2018-03-04,646691
2018-03-05,638776
2018-03-06,642703
2018-03-07,659996
2018-03-08,659996
2018-03-09,668775
2018-03-10,691807
2018-03-11,723123
2018-03-12,749888
2018-03-13,786337
2018-03-14,824937
2018-03-15,824937
2018-03-16,860924
2018-03-17,886396
2018-03-18,920551
2018-03-19,957429
2018-03-20,1004914
2018-03-21,1005083
2018-03-23,957505
2018-03-24,910194
2018-03-25,864684
2018-03-26,824310
2018-03-27,783493
2018-03-28,783493
2018-03-29,747272
2018-03-30,725147
2018-03-31,720689
2018-04-01,718855
2018-04-02,714347
2018-04-03,712840
2018-04-04,714912
2018-04-05,714912
2018-04-06,716750
2018-04-07,716750
2018-04-08,717875
2018-04-09,719791
2018-04-10,720844
2018-04-11,726786
2018-04-12,726900
2018-04-13,726900
2018-04-14,741102
2018-04-15,760396
2018-04-16,760396
2018-04-17,771873
2018-04-18,771873
2018-04-19,778307
2018-04-20,792009
2018-04-21,813796
2018-04-22,813796
2018-04-23,845445
2018-04-24,845445
2018-04-25,879819
2018-04-26,879819
2018-04-27,870078
2018-04-28,857188
2018-04-29,850301
2018-04-30,837781
2018-05-01,824301
2018-05-03,798051
2018-05-04,798051
2018-05-05,781531
2018-05-06,781531
2018-05-07,775520
2018-05-08,775520
2018-05-09,765737
2018-05-10,743251
2018-05-11,743251
2018-05-12,727916
2018-05-13,727916
2018-05-14,740601
2018-05-15,740601
2018-05-16,725006
2018-05-17,729337
2018-05-18,724641
2018-05-19,731040
2018-05-20,731040
2018-05-21,729603
2018-05-22,729603
2018-05-23,722916
2018-05-24,735784
2018-05-25,735784
2018-05-26,738942
2018-05-27,738942
2018-05-28,748201
2018-05-29,761297
2018-05-30,779181
2018-05-31,783909
2018-06-01,803446
2018-06-02,796497
2018-06-03,796497
2018-06-04,780395
2018-06-05,755421
2018-06-06,749521
2018-06-07,749521
2018-06-08,756174
2018-06-09,756174
2018-06-10,747002
2018-06-11,723489
2018-06-12,710820
2018-06-13,684669
2018-06-14,650707
2018-06-15,650707
2018-06-16,632359
2018-06-17,617441
2018-06-18,622700
2018-06-19,635327
2018-06-20,635327
2018-06-21,665259
2018-06-22,695600
2018-06-23,695600
2018-06-24,727006
2018-06-25,763250
2018-06-26,782860
2018-06-27,788587
2018-06-28,772186
2018-06-29,747084
2018-06-30,747084
2018-07-01,748760
2018-07-02,748760
2018-07-03,739381
2018-07-04,739381
2018-07-05,730812
2018-07-06,745960
2018-07-07,764273
2018-07-08,758920
2018-07-09,728820
2018-07-10,710297
2018-07-11,699633
2018-07-12,694665
2018-07-13,711024
2018-07-14,712716
2018-07-15,712400
2018-07-16,709607
2018-07-17,695442
2018-07-18,697185
2018-07-19,697185
2018-07-20,692662
2018-07-21,703417
2018-07-22,712391
2018-07-23,727811
2018-07-24,727811
2018-07-25,728684
2018-07-26,744030
2018-07-27,743514
2018-07-28,744508
2018-07-29,763162
2018-07-30,772820
2018-07-31,790785
2018-08-01,790785
2018-08-02,807478
2018-08-03,789549
2018-08-04,767287
2018-08-05,773808
2018-08-06,768042
2018-08-07,761835
2018-08-08,744251
2018-08-09,744251
2018-08-10,740425
2018-08-11,743083
2018-08-12,750396
2018-08-14,798222
2018-08-16,837249
2018-08-17,848402
2018-08-18,848402
2018-08-19,850369
2018-08-20,874706
2018-08-21,880828
2018-08-22,889014
2018-08-23,904390
2018-08-24,920647
2018-08-25,934636
2018-08-26,934636
2018-08-27,939745
2018-08-28,932957
2018-08-29,910709
2018-08-30,890691
2018-08-31,901795
2018-09-01,915006
2018-09-02,923692
2018-09-03,918715
2018-09-04,932881
2018-09-05,925023
2018-09-06,925023
2018-09-07,914894
2018-09-08,899194
2018-09-09,881297
2018-09-10,891779
2018-09-11,891779
2018-09-12,884489
2018-09-13,867609
2018-09-14,878848
2018-09-15,908773
2018-09-16,908773
2018-09-17,895599
2018-09-18,892898
2018-09-19,894475
2018-09-20,875167
2018-09-21,859152
2018-09-22,877722
2018-09-23,881072
2018-09-24,904248
2018-09-25,904248
2018-09-26,918637
2018-09-27,918637
2018-09-28,906999
2018-09-29,917898
2018-09-30,918607
2018-10-01,916240
2018-10-02,899894
2018-10-03,905790
2018-10-04,885511
2018-10-05,862170
2018-10-06,838020
2018-10-07,813965
2018-10-08,832369
2018-10-09,822018
2018-10-10,812618
2018-10-11,807704
2018-10-12,808702
2018-10-13,823523
2018-10-14,845905
2018-10-15,858302
2018-10-16,868919
2018-10-17,894228
2018-10-18,904694
2018-10-19,910534
2018-10-20,910534
2018-10-21,929913
2018-10-22,920264
2018-10-23,939284
2018-10-24,953149
2018-10-25,950875
2018-10-26,937143
2018-10-27,926773
2018-10-28,947666
2018-10-29,947666
2018-10-30,937131
2018-10-31,903272
2018-11-01,886585
2018-11-03,894697
2018-11-04,891272
2018-11-05,893530
2018-11-06,899633
2018-11-07,893992
2018-11-08,903273
2018-11-09,910511
2018-11-10,888146
2018-11-11,916473
2018-11-12,952714
2018-11-13,983044
2018-11-14,987749
2018-11-15,984505
2018-11-16,1021359
2018-11-17,1063797
2018-11-18,1110866
2018-11-19,1142918
2018-11-20,1187753
2018-11-21,1183554
2018-11-22,1161956
2018-11-23,1138337
2018-11-24,1118966
2018-11-25,1110727
2018-11-26,1099295
2018-11-27,1110485
2018-11-28,1109824
2018-11-29,1120809
2018-12-01,1087480
2018-12-02,1038828
2018-12-03,1038828
2018-12-04,1029957
2018-12-05,1029071
2018-12-07,1005589
2018-12-09,969366
2018-12-10,940547
2018-12-11,938793
2018-12-12,953648
2018-12-13,935129
2018-12-14,939678
2018-12-15,938365
2018-12-16,938171
2018-12-17,939917
2018-12-18,964853
2018-12-19,1000179
2018-12-20,1014363
2018-12-21,1015010
2018-12-22,1004847
2018-12-23,1004399
2018-12-24,1008954
2018-12-25,1001770
2018-12-26,1008926
2018-12-27,1015496
2018-12-28,994443
2018-12-29,979165
2018-12-30,984502
2018-12-31,982709
2019-01-01,967650
2019-01-02,955958
2019-01-03,932081
2019-01-04,897425
2019-01-05,872726
2019-01-06,845045
2019-01-08,829310
2019-01-10,797719
2019-01-11,778947
2019-01-12,792778
2019-01-13,789895
2019-01-14,799775
2019-01-15,825836
2019-01-16,864314
2019-01-17,905969
2019-01-18,935854
2019-01-19,959964
2019-01-20,967526
2019-01-21,975073
2019-01-22,1002476
2019-01-23,1018883
2019-01-24,1011941
2019-01-25,1050304
2019-01-26,1055508
2019-01-27,1060233
2019-01-28,1085408
2019-01-29,1095006
2019-01-30,1142797
2019-01-31,1199578
2019-02-01,1187396
2019-02-02,1137206
2019-02-03,1092042
2019-02-04,1088318
2019-02-05,1063090
2019-02-06,1039904
2019-02-07,1035522
2019-02-08,1047252
2019-02-09,1098806
2019-02-10,1113511
2019-02-11,1143718
2019-02-12,1138006
2019-02-13,1138468
2019-02-14,1155275
2019-02-15,1166252
2019-02-16,1129910
2019-02-17,1108677
2019-02-18,1129769
2019-02-19,1140825
2019-02-20,1166975
2019-02-21,1156963
2019-02-22,1115259
2019-02-23,1087844
2019-02-24,1093205
2019-02-25,1114880
2019-02-26,1118504
2019-02-27,1121636
2019-02-28,1129048
2019-03-01,1142666
2019-03-02,1155122
2019-03-03,1157143
2019-03-04,1141735
2019-03-05,1122990
2019-03-06,1112109
2019-03-07,1085490
2019-03-08,1075383
2019-03-09,1073808
2019-03-10,1071400
2019-03-11,1053210
2019-03-12,1074250
2019-03-13,1086587
2019-03-14,1124991
2019-03-15,1154999
2019-03-16,1175471
2019-03-17,1190578
2019-03-18,1190578
2019-03-19,1200994
2019-03-20,1196457
2019-03-21,1203934
2019-03-22,1237273
2019-03-23,1234716
2019-03-24,1236476
2019-03-25,1247931
2019-03-26,1239449
2019-03-27,1249053
2019-03-28,1236346
2019-03-29,1218632
2019-03-30,1227175
2019-03-31,1206939
2019-04-01,1220546
2019-04-02,1228194
2019-04-03,1247273
2019-04-04,1284333
2019-04-05,1313178
2019-04-06,1349558
2019-04-07,1344811
2019-04-08,1339278
2019-04-09,1341455
2019-04-10,1351063
2019-04-11,1343824
2019-04-12,1328606
2019-04-13,1307146
2019-04-14,1299121
2019-04-15,1289830
2019-04-16,1258524
2019-04-17,1228427
2019-04-18,1192286
2019-04-19,1167629
2019-04-20,1136702
2019-04-21,1115744
2019-04-22,1081380
2019-04-23,1043428
2019-04-24,1019111
2019-04-25,985913
2019-04-26,957646
2019-04-27,939991
2019-04-28,928447
2019-04-29,917156
2019-04-30,901765
2019-05-01,898586
2019-05-02,891724
2019-05-03,878015
2019-05-04,886134
2019-05-05,901427
2019-05-06,912261
2019-05-07,905550
2019-05-08,920984
2019-05-09,959859
2019-05-10,986671
2019-05-11,998035
2019-05-12,1015225
2019-05-13,1026660
2019-05-14,1029691
2019-05-15,1013828
2019-05-16,1003235
2019-05-17,990908
2019-05-18,964906
2019-05-19,964349
2019-05-20,942075
2019-05-21,935555
2019-05-22,946347
2019-05-23,960806
2019-05-24,991017
2019-05-25,1025036
2019-05-26,1044433
2019-05-27,1052205
2019-05-28,1064994
2019-05-29,1079452
2019-05-30,1097776
2019-05-31,1088527
2019-06-01,1103322
2019-06-02,1101356
2019-06-03,1093975
2019-06-04,1093557
2019-06-05,1099043
2019-06-06,1096120
2019-06-07,1081681
2019-06-08,1053399
2019-06-09,1024196
2019-06-10,1024196
2019-06-11,985322
2019-06-12,962158
2019-06-13,942564
2019-06-14,931072
2019-06-15,917717
2019-06-16,912490
2019-06-17,921537
2019-06-18,910965
2019-06-19,902765
2019-06-20,890035
2019-06-21,873093
2019-06-22,866568
2019-06-23,856383
2019-06-24,851857
2019-06-25,835599
2019-06-26,829684
2019-06-27,828257
2019-06-28,846542
2019-06-29,861088
2019-06-30,858291
2019-07-01,854599
2019-07-02,849340
2019-07-03,854019
2019-07-04,854122
2019-07-05,873874
2019-07-06,895915
2019-07-07,903615
2019-07-08,913036
2019-07-09,916985
2019-07-10,945582
2019-07-11,973527
2019-07-12,967644
2019-07-13,941315
2019-07-14,925746
2019-07-15,941985
2019-07-16,955596
2019-07-17,944924
2019-07-18,932526
2019-07-19,907589
2019-07-20,887937
2019-07-21,904850
2019-07-22,888229
2019-07-23,889304
2019-07-24,901166
2019-07-25,910569
2019-07-26,925552
2019-07-27,931397
2019-07-28,931505
2019-07-29,926288
2019-07-30,906729
2019-07-31,889529
2019-08-01,891112
2019-08-02,869336
2019-08-03,845686
2019-08-04,845843
2019-08-05,854605
2019-08-06,865955
2019-08-07,855035
2019-08-08,843148
2019-08-09,845661
2019-08-10,833114
2019-08-11,822628
2019-08-12,798963
2019-08-13,778448
2019-08-14,763318
2019-08-15,742343
2019-08-16,719876
2019-08-17,691199
2019-08-18,685935
2019-08-19,689539
2019-08-20,693114
2019-08-21,689384
2019-08-22,702255
2019-08-23,714573
2019-08-24,726786
2019-08-24,726786
2019-08-25,737048
2019-08-25,737048
2019-08-26,734336
2019-08-26,734336
2019-08-27,756440
2019-08-27,756440
2019-08-28,774680
2019-08-29,798743
2019-08-30,811920
2019-08-31,825454
2019-09-01,832325
2019-09-02,862860
2019-09-03,880606
2019-09-04,896095
2019-09-05,915347
2019-09-06,930905
2019-09-07,938672
2019-09-08,954966
2019-09-09,962929
2019-09-10,972697
2019-09-11,988517
2019-09-12,1009196
2019-09-13,1027077
2019-09-14,1011946
2019-09-15,981783
2019-09-16,957280
2019-09-17,948435
2019-09-18,921997
2019-09-19,914947
2019-09-20,897359
2019-09-21,878178
2019-09-22,884406
2019-09-23,890879
2019-09-24,886013
2019-09-25,866033
2019-09-26,843363
2019-09-27,824491
2019-09-28,828956
2019-09-29,819141
2019-09-30,818261
2019-10-01,806794
2019-10-02,780730
2019-10-03,753151
2019-10-04,727691
2019-10-05,702247
2019-10-06,688462
2019-10-07,677661
2019-10-08,689312
2019-10-09,720078
2019-10-10,754330
2019-10-11,772491
2019-10-12,790002
2019-10-13,778486
2019-10-14,762296
2019-10-15,753428
2019-10-16,748955
2019-10-17,759124
2019-10-18,756997
2019-10-19,749940
2019-10-20,756006
2019-10-21,770282
2019-10-22,775842
2019-10-23,792842
2019-10-24,801884
2019-10-25,804182
2019-10-26,801894
2019-10-27,799825
2019-10-28,789361
2019-10-29,790588
2019-10-30,797904
2019-10-31,802362
2019-11-01,801737
2019-11-02,799811
2019-11-03,798540
2019-11-04,787834
2019-11-05,785705
2019-11-06,791548
2019-11-07,789311
2019-11-08,786280
2019-11-09,790474
2019-11-10,800808
2019-11-11,804119
2019-11-12,801105
2019-11-13,797829
2019-11-14,798721
2019-11-15,808676
2019-11-16,823652
2019-11-17,823652
2019-11-18,818335
2019-11-19,830573
2019-11-20,838217
2019-11-21,838217
2019-11-22,858772
2019-11-23,893781
2019-11-24,937077
2019-11-25,965854
2019-11-26,997484
2019-11-27,1000783
2019-11-28,1004988
2019-11-29,1003703
2019-11-30,989413
2019-12-01,1000840
2019-12-02,1010013
2019-12-03,991894
2019-12-04,983979
2019-12-05,987208
2019-12-06,981245
2019-12-07,988506
2019-12-08,985091
2019-12-09,989823
2019-12-10,1003882
2019-12-11,997012
2019-12-12,991937
2019-12-13,993178
2019-12-14,1006519
2019-12-15,1009916
2019-12-16,997793
2019-12-17,1003367
2019-12-18,1020999
2019-12-19,1039973
2019-12-20,1072065
2019-12-21,1081395
2019-12-22,1075034
2019-12-23,1093576
2019-12-24,1116007
2019-12-25,1138337
2019-12-26,1141869
2019-12-27,1132635
2019-12-28,1119120
2019-12-29,1100743
2019-12-30,1076996
2019-12-31,1044962
2020-01-01,1016814
2020-01-02,1002167
2020-01-03,984520
2020-01-04,986809
2020-01-05,1019863
2020-01-06,1044742
2020-01-07,1073095
2020-01-08,1079359
2020-01-09,1051336
2020-01-10,1047406
2020-01-11,1043782
2020-01-12,1020790
2020-01-13,1016575
2020-01-14,1031244
2020-01-15,1027990
2020-01-16,1003305
2020-01-17,991984
2020-01-18,985246
2020-01-19,976590
2020-01-20,980460
2020-01-21,978638
2020-01-22,991923
2020-01-23,1001072
2020-01-24,994916
2020-01-25,1000132
2020-01-26,1000420
2020-01-27,994217
2020-01-28,984990
2020-01-29,987026
2020-01-30,987242
2020-01-31,994987
2020-02-01,1000583
2020-02-02,1004851
2020-02-03,1004450
2020-02-04,1006029
2020-02-05,1024100
2020-02-06,1040694
2020-02-07,1048161
2020-02-08,1050528
2020-02-09,1056015
2020-02-10,1052675
2020-02-11,1050266
2020-02-12,1058184
2020-02-13,1044780
2020-02-14,1041833
2020-02-15,1050028
2020-02-16,1046486
2020-02-17,1050615
2020-02-18,1043758
2020-02-19,1050560
2020-02-20,1054701
2020-02-21,1058712
2020-02-22,1059881
2020-02-23,1061139
2020-02-24,1058321
2020-02-25,1052187
2020-02-26,1044821
2020-02-27,1043965
2020-02-28,1051798
2020-02-29,1051798
2020-03-01,1049723
2020-03-02,1048146
2020-03-03,1047635
2020-03-04,1042873
2020-03-05,1043644
2020-03-06,1016851
2020-03-07,983293
2020-03-08,967008
2020-03-09,937203
2020-03-10,918570
2020-03-11,925229
2020-03-12,923875
2020-03-13,908160
2020-03-14,881283
2020-03-15,877216
2020-03-16,888171
2020-03-17,880079
2020-03-18,892252
2020-03-19,899618
2020-03-20,892735
2020-03-21,902275
2020-03-22,896952
2020-03-23,899959
2020-03-24,896422
2020-03-25,897105
2020-03-26,899998
2020-03-27,901044
2020-03-28,898343
2020-03-29,895640
2020-03-30,906392
2020-03-31,899271
2020-04-01,902294
2020-04-02,919200
2020-04-03,921504
2020-04-04,922866
2020-04-05,915630
2020-04-06,914444
2020-04-07,916766
2020-04-08,925101
2020-04-09,923856
2020-04-10,917208
2020-04-11,912640
2020-04-12,922043
2020-04-13,930079
2020-04-14,935468
2020-04-15,947582
2020-04-16,950823
2020-04-17,942714
2020-04-18,937471
2020-04-19,936549
2020-04-20,934002
2020-04-21,941165
2020-04-22,957423
2020-04-23,957588
2020-04-24,970556
2020-04-25,977858
2020-04-26,976291
2020-04-27,976917
2020-04-28,976671
2020-04-29,964514
2020-04-30,948971
2020-05-01,934390
2020-05-02,917581
2020-05-03,914884
2020-05-04,925753
2020-05-05,938480
2020-05-06,948821
2020-05-07,954823
2020-05-08,944705
2020-05-09,964515
2020-05-10,966120
2020-05-11,960951
2020-05-12,953059
2020-05-13,957493
