date_obj,Kwuarm%20seed price
2015-08-11,2565
2015-08-12,2684
2015-08-13,2746
2015-08-14,2858
2015-08-15,2897
2015-08-16,2894
2015-08-17,2827
2015-08-18,2853
2015-08-19,2851
2015-08-20,2927
2015-08-21,2946
2015-08-22,2945
2015-08-23,2879
2015-08-24,2765
2015-08-25,2680
2015-08-26,2580
2015-08-27,2460
2015-08-28,2349
2015-08-29,2260
2015-08-30,2158
2015-08-31,2158
2015-09-02,1858
2015-09-07,1523
2015-09-08,1456
2015-09-10,1413
2015-09-14,1422
2015-09-16,1462
2015-09-22,1694
2015-09-23,1777
2015-09-24,1818
2015-09-25,1862
2015-09-27,1745
2015-09-28,1743
2015-09-29,1811
2015-09-30,1821
2015-10-05,1636
2015-10-06,1625
2015-10-07,1677
2015-10-08,1699
2015-10-09,1663
2015-10-10,1663
2015-10-11,1663
2015-10-12,1603
2015-10-13,1592
2015-10-14,1586
2015-10-15,1658
2015-10-16,1741
2015-10-17,1822
2015-10-18,1891
2015-10-19,1960
2015-10-20,2026
2015-10-22,2078
2015-10-23,2148
2015-10-24,2227
2015-10-25,2331
2015-10-26,2426
2015-10-27,2548
2015-10-29,2743
2015-10-30,2866
2015-10-31,2981
2015-11-01,3086
2015-11-02,3237
2015-11-03,3323
2015-11-04,3392
2015-11-05,3533
2015-11-06,3666
2015-11-07,3843
2015-11-08,3999
2015-11-09,4125
2015-11-10,4332
2015-11-11,4546
2015-11-12,4708
2015-11-13,4919
2015-11-14,5137
2015-11-15,5376
2015-11-16,5637
2015-11-17,5775
2015-11-18,5978
2015-11-19,6196
2015-11-20,6287
2015-11-21,6228
2015-11-22,5937
2015-11-23,5703
2015-11-24,5463
2015-11-25,5460
2015-11-26,5481
2015-11-27,5350
2015-11-28,5150
2015-11-29,4962
2015-11-30,4990
2015-12-01,5071
2015-12-02,5263
2015-12-03,5511
2015-12-04,5738
2015-12-05,5839
2015-12-06,5911
2015-12-07,5911
2015-12-08,6055
2015-12-09,6074
2015-12-10,6023
2015-12-11,6263
2015-12-12,6393
2015-12-13,6584
2015-12-14,6617
2015-12-15,6452
2015-12-16,6175
2015-12-17,5896
2015-12-18,5628
2015-12-19,5614
2015-12-20,5593
2015-12-21,5710
2015-12-22,5808
2015-12-23,5702
2015-12-24,5642
2015-12-25,5502
2015-12-26,5307
2015-12-27,5059
2015-12-28,4806
2015-12-29,4571
2015-12-30,4353
2015-12-31,4135
2016-01-01,3928
2016-01-02,3751
2016-01-03,3606
2016-01-04,3447
2016-01-05,3285
2016-01-06,3122
2016-01-07,2965
2016-01-08,2820
2016-01-09,2710
2016-01-10,2614
2016-01-11,2576
2016-01-12,2675
2016-01-13,2758
2016-01-14,2883
2016-01-15,2954
2016-01-16,3025
2016-01-17,3086
2016-01-18,3062
2016-01-19,3068
2016-01-20,3087
2016-01-21,3069
2016-01-22,3135
2016-01-23,3227
2016-01-24,3325
2016-01-25,3305
2016-01-26,3228
2016-01-27,3191
2016-01-28,3140
2016-01-29,3110
2016-01-30,3003
2016-01-31,2937
2016-02-01,2982
2016-02-02,3002
2016-02-03,3119
2016-02-04,3197
2016-02-05,3290
2016-02-06,3388
2016-02-07,3494
2016-02-08,3625
2016-02-09,3740
2016-02-10,3801
2016-02-11,3896
2016-02-12,4033
2016-02-13,4213
2016-02-14,4212
2016-02-15,4084
2016-02-16,3941
2016-02-17,3913
2016-02-18,4039
2016-02-19,4130
2016-02-20,4199
2016-02-21,4241
2016-02-22,4124
2016-02-23,4131
2016-02-24,3993
2016-02-25,3943
2016-02-26,3813
2016-02-27,3812
2016-02-28,3806
2016-02-29,3718
2016-03-01,3810
2016-03-02,3856
2016-03-03,3926
2016-03-04,4034
2016-03-05,3952
2016-03-06,3788
2016-03-07,3598
2016-03-08,3457
2016-03-09,3319
2016-03-10,3260
2016-03-11,3299
2016-03-12,3323
2016-03-13,3370
2016-03-14,3454
2016-03-15,3505
2016-03-16,3500
2016-03-17,3451
2016-03-18,3366
2016-03-19,3413
2016-03-20,3428
2016-03-21,3385
2016-03-22,3472
2016-03-23,3612
2016-03-24,3643
2016-03-25,3572
2016-03-26,3420
2016-03-27,3267
2016-03-28,3115
2016-03-29,3093
2016-03-30,3053
2016-03-31,3072
2016-04-01,3056
2016-04-02,2962
2016-04-03,2954
2016-04-04,2907
2016-04-05,2976
2016-04-06,3057
2016-04-07,3055
2016-04-08,2966
2016-04-09,2882
2016-04-10,2848
2016-04-11,2874
2016-04-12,2892
2016-04-13,2896
2016-04-14,2919
2016-04-15,2930
2016-04-16,2876
2016-04-17,2873
2016-04-18,2885
2016-04-19,2891
2016-04-20,2885
2016-04-21,2886
2016-04-22,2879
2016-04-23,2809
2016-04-24,2738
2016-04-25,2717
2016-04-26,2584
2016-04-27,2521
2016-04-28,2448
2016-04-29,2396
2016-04-30,2330
2016-05-01,2303
2016-05-02,2208
2016-05-03,2144
2016-05-04,2075
2016-05-05,2009
2016-05-06,1924
2016-05-07,1864
2016-05-08,1868
2016-05-09,1824
2016-05-10,1750
2016-05-11,1678
2016-05-12,1626
2016-05-13,1604
2016-05-14,1629
2016-05-15,1633
2016-05-16,1649
2016-05-17,1652
2016-05-18,1595
2016-05-19,1524
2016-05-22,1390
2016-05-23,1394
2016-05-24,1457
2016-05-25,1427
2016-05-26,1387
2016-05-27,1368
2016-05-28,1326
2016-05-29,1333
2016-05-30,1341
2016-05-31,1364
2016-06-01,1432
2016-06-02,1491
2016-06-03,1539
2016-06-04,1586
2016-06-05,1563
2016-06-06,1612
2016-06-07,1611
2016-06-08,1665
2016-06-09,1743
2016-06-10,1797
2016-06-11,1861
2016-06-12,1909
2016-06-13,1896
2016-06-14,1921
2016-06-15,1957
2016-06-16,1939
2016-06-17,1893
2016-06-18,1874
2016-06-19,1864
2016-06-20,1845
2016-06-21,1884
2016-06-22,1942
2016-06-23,1985
2016-06-24,1946
2016-06-25,1925
2016-06-26,1892
2016-06-27,1901
2016-06-28,1850
2016-06-29,1823
2016-06-30,1754
2016-07-01,1711
2016-07-02,1708
2016-07-03,1679
2016-07-04,1647
2016-07-05,1643
2016-07-06,1702
2016-07-07,1758
2016-07-08,1788
2016-07-09,1760
2016-07-10,1768
2016-07-11,1810
2016-07-12,1763
2016-07-13,1740
2016-07-14,1753
2016-07-15,1726
2016-07-16,1728
2016-07-17,1726
2016-07-18,1732
2016-07-23,1885
2016-07-24,1946
2016-07-25,1968
2016-07-26,2045
2016-07-27,2111
2016-07-28,2190
2016-07-29,2247
2016-07-30,2199
2016-07-31,2108
2016-08-01,2149
2016-08-02,2201
2016-08-03,2300
2016-08-04,2376
2016-08-05,2432
2016-08-06,2461
2016-08-07,2462
2016-08-08,2490
2016-08-09,2519
2016-08-10,2526
2016-08-11,2446
2016-08-12,2360
2016-08-13,2290
2016-08-14,2207
2016-08-15,2123
2016-08-16,2061
2016-08-17,1981
2016-08-18,1896
2016-08-19,1886
2016-08-20,1913
2016-08-21,1876
2016-08-22,1883
2016-08-23,1960
2016-08-24,1942
2016-08-25,1944
2016-08-26,1919
2016-08-28,2038
2016-08-31,2262
2016-09-01,2297
2016-09-02,2216
2016-09-03,2269
2016-09-04,2368
2016-09-05,2477
2016-09-06,2536
2016-09-07,2577
2016-09-08,2452
2016-09-09,2329
2016-09-10,2216
2016-09-11,2105
2016-09-12,1999
2016-09-13,2022
2016-09-14,2061
2016-09-15,1974
2016-09-16,1899
2016-09-17,1831
2016-09-18,1760
2016-09-19,1690
2016-09-20,1606
2016-09-21,1525
2016-09-22,1449
2016-09-23,1376
2016-09-24,1308
2016-09-25,1242
2016-09-26,1211
2016-09-27,1184
2016-09-28,1208
2016-09-29,1237
2016-09-30,1251
2016-10-01,1246
2016-10-02,1248
2016-10-03,1258
2016-10-04,1302
2016-10-05,1368
2016-10-06,1437
2016-10-07,1503
2016-10-08,1565
2016-10-09,1624
2016-10-10,1691
2016-10-11,1768
2016-10-12,1840
2016-10-13,1855
2016-10-14,1864
2016-10-15,1900
2016-10-16,1949
2016-10-17,2026
2016-10-18,2060
2016-10-19,2095
2016-10-20,2198
2016-10-21,2265
2016-10-22,2379
2016-10-23,2498
2016-10-24,2623
2016-10-25,2755
2016-10-26,2874
2016-10-27,2935
2016-10-28,3065
2016-10-29,3216
2016-10-30,3377
2016-10-31,3546
2016-11-01,3695
2016-11-02,3880
2016-11-03,4074
2016-11-04,4250
2016-11-05,4458
2016-11-06,4676
2016-11-07,4910
2016-11-08,5151
2016-11-09,5372
2016-11-10,5466
2016-11-11,5740
2016-11-12,5929
2016-11-13,5863
2016-11-14,6028
2016-12-07,3643
2016-12-08,3581
2016-12-09,3528
2016-12-10,3433
2016-12-11,3288
2016-12-12,3123
2016-12-13,2966
2016-12-14,2823
2016-12-15,2681
2016-12-16,2576
2016-12-17,2483
2016-12-18,2368
2016-12-19,2249
2016-12-20,2159
2016-12-21,2114
2016-12-22,2174
2016-12-23,2249
2016-12-24,2345
2016-12-25,2386
2016-12-26,2433
2016-12-27,2475
2016-12-28,2430
2016-12-29,2383
2016-12-30,2449
2016-12-31,2478
2017-01-01,2453
2017-01-02,2448
2017-01-03,2382
2017-01-04,2372
2017-01-05,2272
2017-01-06,2258
2017-01-07,2348
2017-01-08,2416
2017-01-09,2518
2017-01-10,2643
2017-01-11,2770
2017-01-12,2886
2017-01-13,2964
2017-01-14,3013
2017-01-15,2968
2017-01-16,3016
2017-01-17,3024
2017-01-18,2945
2017-01-19,3007
2017-01-20,3016
2017-01-21,2965
2017-01-22,2939
2017-01-27,3186
2017-01-28,3153
2017-01-29,3088
2017-01-30,2945
2017-01-31,2913
2017-02-01,2844
2017-02-02,2782
2017-02-03,2745
2017-02-04,2737
2017-02-05,2780
2017-02-06,2811
2017-02-07,2778
2017-02-08,2807
2017-02-09,2863
2017-02-10,2955
2017-02-11,2947
2017-02-12,2904
2017-02-13,2880
2017-02-14,2912
2017-02-15,2915
2017-02-16,2888
2017-02-18,2716
2017-02-19,2600
2017-02-20,2473
2017-02-21,2351
2017-02-22,2262
2017-02-23,2155
2017-02-24,2067
2017-02-25,1989
2017-02-26,1913
2017-02-27,1934
2017-02-28,1921
2017-03-01,1847
2017-03-02,1783
2017-03-03,1729
2017-03-04,1681
2017-03-05,1711
2017-03-06,1767
2017-03-07,1844
2017-03-08,1935
2017-03-09,1974
2017-03-10,1972
2017-03-11,1919
2017-03-12,1922
2017-03-13,1901
2017-03-14,1838
2017-03-15,1817
2017-03-16,1865
2017-03-17,1837
2017-03-18,1808
2017-03-19,1812
2017-03-20,1846
2017-03-21,1849
2017-03-22,1823
2017-03-23,1849
2017-03-24,1863
2017-03-25,1901
2017-03-26,1852
2017-03-27,1841
2017-03-28,1840
2017-03-29,1783
2017-03-30,1706
2017-03-31,1645
2017-04-01,1585
2017-04-02,1510
2017-04-03,1448
2017-04-04,1398
2017-04-12,1029
2017-04-13,988
2017-04-14,964
2017-04-15,942
2017-04-16,899
2017-04-17,908
2017-04-18,885
2017-04-19,852
2017-04-20,827
2017-04-21,804
2017-04-22,780
2017-04-23,774
2017-04-24,771
2017-04-25,784
2017-04-26,784
2017-04-27,771
2017-04-28,764
2017-04-29,733
2017-04-30,696
2017-05-01,669
2017-05-02,662
2017-05-03,644
2017-05-04,639
2017-05-05,631
2017-05-06,631
2017-05-07,625
2017-05-08,638
2017-05-09,662
2017-05-10,696
2017-05-11,731
2017-05-12,767
2017-05-13,804
2017-05-14,838
2017-05-15,873
2017-05-16,916
2017-05-17,957
2017-05-18,997
2017-05-19,1041
2017-05-20,1089
2017-05-21,1112
2017-05-22,1151
2017-05-23,1155
2017-05-24,1207
2017-05-25,1242
2017-05-26,1292
2017-05-27,1346
2017-05-28,1397
2017-05-29,1423
2017-05-30,1462
2017-05-31,1445
2017-06-01,1452
2017-06-02,1441
2017-06-03,1414
2017-06-04,1425
2017-06-06,1395
2017-06-07,1356
2017-06-08,1301
2017-06-09,1258
2017-06-10,1199
2017-06-11,1140
2017-06-12,1085
2017-06-13,1042
2017-06-14,1055
2017-06-15,1039
2017-06-16,1027
2017-06-17,1013
2017-06-18,1041
2017-06-19,1078
2017-06-20,1071
2017-06-21,1096
2017-06-22,1147
2017-06-23,1195
2017-06-24,1252
2017-06-25,1288
2017-06-26,1327
2017-06-27,1297
2017-06-28,1269
2017-06-29,1243
2017-06-30,1256
2017-07-01,1299
2017-07-02,1292
2017-07-03,1281
2017-07-04,1243
2017-07-05,1240
2017-07-06,1229
2017-07-07,1167
2017-07-08,1146
2017-07-13,1223
2017-07-14,1266
2017-07-15,1296
2017-07-16,1296
2017-07-17,1322
2017-07-18,1350
2017-07-19,1405
2017-07-20,1449
2017-07-21,1459
2017-07-22,1496
2017-07-23,1539
2017-07-24,1565
2017-07-25,1578
2017-07-26,1610
2017-07-27,1666
2017-07-28,1703
2017-07-29,1771
2017-07-30,1855
2017-07-31,1939
2017-08-01,1983
2017-08-02,2006
2017-08-03,2023
2017-08-04,1973
2017-08-05,1962
2017-08-06,1872
2017-08-09,1858
2017-08-10,1883
2017-08-11,1892
2017-08-12,1844
2017-08-13,1804
2017-08-14,1774
2017-08-15,1772
2017-08-17,1804
2017-08-18,1792
2017-08-19,1801
2017-08-20,1831
2017-08-21,1846
2017-08-22,1882
2017-08-23,1893
2017-08-24,1912
2017-08-25,1871
2017-08-26,1854
2017-08-27,1862
2017-08-28,1870
2017-08-29,1889
2017-08-30,1907
2017-08-31,1910
2017-09-01,1920
2017-09-02,1898
2017-09-03,1886
2017-09-04,1873
2017-09-05,1863
2017-09-06,1825
2017-09-07,1824
2017-09-08,1811
2017-09-09,1807
2017-09-10,1774
2017-09-11,1685
2017-09-12,1632
2017-09-13,1642
2017-09-14,1703
2017-09-15,1771
2017-09-16,1817
2017-09-17,1835
2017-09-19,1886
2017-09-20,1928
2017-09-21,1963
2017-09-22,1997
2017-09-23,1987
2017-09-24,1985
2017-09-25,1942
2017-09-26,1893
2017-09-27,1886
2017-09-28,1846
2017-09-29,1831
2017-09-30,1812
2017-10-01,1807
2017-10-02,1835
2017-10-03,1844
2017-10-04,1843
2017-10-05,1888
2017-10-06,1864
2017-10-07,1865
2017-10-08,1851
2017-10-09,1845
2017-10-10,1847
2017-10-11,1824
2017-10-12,1834
2017-10-13,1814
2017-10-14,1782
2017-10-15,1710
2017-10-16,1693
2017-10-17,1681
2017-10-18,1641
2017-10-19,1613
2017-10-20,1597
2017-10-21,1605
2017-10-22,1599
2017-10-23,1586
2017-10-24,1569
2017-10-25,1584
2017-10-26,1553
2017-10-27,1539
2017-10-28,1535
2017-10-29,1569
2017-10-30,1567
2017-10-31,1595
2017-11-01,1579
2017-11-02,1596
2017-11-03,1577
2017-11-04,1592
2017-11-05,1588
2017-11-06,1599
2017-11-07,1615
2017-11-08,1652
2017-11-09,1706
2017-11-10,1723
2017-11-11,1729
2017-11-12,1766
2017-11-13,1738
2017-11-14,1766
2017-11-15,1787
2017-11-16,1831
2017-11-17,1909
2017-11-18,1984
2017-11-19,2046
2017-11-20,2091
2017-11-21,2162
2017-11-22,2223
2017-11-23,2298
2017-11-24,2297
2017-11-25,2357
2017-11-26,2407
2017-11-27,2436
2017-11-28,2456
2017-11-29,2423
2017-11-30,2473
2017-12-01,2430
2017-12-02,2363
2017-12-03,2327
2017-12-04,2276
2017-12-05,2264
2017-12-06,2242
2017-12-07,2209
2017-12-08,2193
2017-12-09,2173
2017-12-10,2108
2017-12-11,2028
2017-12-12,1954
2017-12-14,1844
2017-12-15,1836
2017-12-16,1847
2017-12-17,1793
2017-12-18,1769
2017-12-19,1710
2017-12-20,1732
2017-12-21,1698
2017-12-22,1680
2017-12-23,1687
2017-12-24,1721
2017-12-25,1740
2017-12-26,1734
2017-12-27,1770
2017-12-28,1730
2017-12-29,1716
2017-12-30,1679
2017-12-31,1646
2018-01-01,1602
2018-01-02,1558
2018-01-03,1538
2018-01-04,1513
2018-01-05,1496
2018-01-06,1470
2018-01-07,1446
2018-01-08,1440
2018-01-09,1423
2018-01-10,1399
2018-01-11,1344
2018-01-12,1328
2018-01-13,1325
2018-01-14,1323
2018-01-15,1337
2018-01-16,1324
2018-01-17,1315
2018-01-18,1336
2018-01-19,1298
2018-01-20,1273
2018-01-21,1284
2018-01-22,1314
2018-01-23,1352
2018-01-25,1412
2018-01-26,1463
2018-01-27,1495
2018-01-28,1509
2018-01-29,1532
2018-01-31,1579
2018-02-01,1621
2018-02-02,1605
2018-02-03,1646
2018-02-04,1662
2018-02-05,1695
2018-02-06,1726
2018-02-07,1801
2018-02-08,1891
2018-02-09,1986
2018-02-10,2085
2018-02-11,2143
2018-02-12,2125
2018-02-13,2076
2018-02-14,2107
2018-02-15,2141
2018-02-16,2126
2018-02-17,2051
2018-02-18,2001
2018-02-19,1990
2018-02-20,1935
2018-02-21,1904
2018-02-22,1867
2018-02-23,1881
2018-02-24,1901
2018-02-25,1914
2018-02-26,1932
2018-02-27,1900
2018-02-28,1897
2018-03-01,1849
2018-03-02,1840
2018-03-03,1810
2018-03-04,1790
2018-03-05,1797
2018-03-06,1789
2018-03-07,1819
2018-03-08,1807
2018-03-09,1789
2018-03-10,1778
2018-03-11,1753
2018-03-12,1736
2018-03-13,1707
2018-03-14,1692
2018-03-15,1648
2018-03-16,1587
2018-03-17,1552
2018-03-18,1510
2018-03-19,1507
2018-03-20,1491
2018-03-21,1494
2018-03-23,1422
2018-03-24,1404
2018-03-25,1413
2018-03-26,1423
2018-03-27,1400
2018-03-28,1382
2018-03-29,1365
2018-03-30,1355
2018-03-31,1373
2018-04-01,1350
2018-04-02,1362
2018-04-03,1383
2018-04-04,1422
2018-04-05,1422
2018-04-06,1435
2018-04-07,1428
2018-04-08,1425
2018-04-09,1428
2018-04-10,1451
2018-04-11,1477
2018-04-12,1463
2018-04-13,1439
2018-04-14,1412
2018-04-15,1391
2018-04-16,1354
2018-04-17,1340
2018-04-18,1306
2018-04-19,1311
2018-04-20,1325
2018-04-21,1325
2018-04-22,1340
2018-04-23,1333
2018-04-24,1333
2018-04-25,1322
2018-04-26,1302
2018-04-27,1299
2018-04-28,1307
2018-04-29,1276
2018-04-30,1277
2018-05-01,1245
2018-05-04,1208
2018-05-05,1176
2018-05-06,1186
2018-05-08,1157
2018-05-09,1161
2018-05-10,1132
2018-05-11,1100
2018-05-12,1097
2018-05-13,1062
2018-05-14,1047
2018-05-15,1017
2018-05-16,1026
2018-05-17,1039
2018-05-18,1032
2018-05-19,1007
2018-05-20,993
2018-05-21,992
2018-05-22,1006
2018-05-23,1001
2018-05-24,983
2018-05-25,958
2018-05-26,974
2018-05-27,984
2018-05-28,998
2018-05-29,1013
2018-05-30,1023
2018-05-31,1036
2018-06-01,1074
2018-06-02,1102
2018-06-03,1107
2018-06-04,1101
2018-06-05,1078
2018-06-06,1072
2018-06-07,1062
2018-06-08,1039
2018-06-09,1002
2018-06-10,987
2018-06-11,975
2018-06-12,968
2018-06-13,954
2018-06-14,954
2018-06-15,959
2018-06-16,963
2018-06-17,943
2018-06-18,955
2018-06-19,951
2018-06-20,957
2018-06-21,954
2018-06-22,949
2018-06-23,927
2018-06-24,942
2018-06-25,982
2018-06-26,995
2018-06-27,998
2018-06-28,1006
2018-06-29,1016
2018-06-30,1032
2018-07-01,1027
2018-07-02,1042
2018-07-03,1066
2018-07-04,1063
2018-07-05,1069
2018-07-06,1071
2018-07-07,1054
2018-07-08,1022
2018-07-09,988
2018-07-10,992
2018-07-11,1015
2018-07-12,1033
2018-07-13,1069
2018-07-14,1067
2018-07-15,1049
2018-07-16,1041
2018-07-17,1044
2018-07-18,1012
2018-07-19,1010
2018-07-20,1005
2018-07-21,996
2018-07-22,994
2018-07-23,1017
2018-07-24,1059
2018-07-25,1076
2018-07-26,1104
2018-07-27,1096
2018-07-28,1074
2018-07-29,1065
2018-07-30,1069
2018-07-31,1085
2018-08-01,1114
2018-08-02,1132
2018-08-03,1108
2018-08-04,1091
2018-08-05,1092
2018-08-06,1085
2018-08-07,1083
2018-08-08,1090
2018-08-09,1083
2018-08-10,1084
2018-08-11,1061
2018-08-12,1040
2018-08-14,1016
2018-08-16,1005
2018-08-17,1012
2018-08-18,991
2018-08-19,962
2018-08-20,985
2018-08-21,971
2018-08-22,976
2018-08-23,1008
2018-08-24,1029
2018-08-25,1031
2018-08-26,1034
2018-08-27,1063
2018-08-28,1091
2018-08-29,1087
2018-08-30,1098
2018-08-31,1128
2018-09-01,1127
2018-09-02,1139
2018-09-03,1155
2018-09-04,1154
2018-09-05,1170
2018-09-06,1195
2018-09-07,1250
2018-09-08,1243
2018-09-09,1188
2018-09-10,1128
2018-09-11,1093
2018-09-12,1079
2018-09-13,1062
2018-09-14,1113
2018-09-15,1143
2018-09-16,1163
2018-09-17,1162
2018-09-18,1168
2018-09-19,1194
2018-09-20,1236
2018-09-21,1226
2018-09-22,1194
2018-09-23,1153
2018-09-24,1119
2018-09-25,1075
2018-09-26,1075
2018-09-27,1057
2018-09-28,1054
2018-09-29,1022
2018-09-30,1021
2018-10-02,1024
2018-10-03,1010
2018-10-04,1005
2018-10-05,976
2018-10-06,981
2018-10-07,1003
2018-10-08,995
2018-10-09,1001
2018-10-10,1003
2018-10-11,1024
2018-10-12,1042
2018-10-13,1057
2018-10-14,1062
2018-10-15,1079
2018-10-16,1100
2018-10-17,1114
2018-10-18,1106
2018-10-19,1093
2018-10-20,1094
2018-10-21,1088
2018-10-22,1058
2018-10-23,1024
2018-10-24,972
2018-10-25,923
2018-10-26,916
2018-10-27,919
2018-10-28,940
2018-10-29,950
2018-10-30,954
2018-10-31,971
2018-11-01,982
2018-11-03,978
2018-11-04,993
2018-11-05,985
2018-11-06,996
2018-11-07,992
2018-11-08,999
2018-11-09,996
2018-11-10,994
2018-11-11,984
2018-11-12,973
2018-11-13,990
2018-11-14,995
2018-11-15,1002
2018-11-16,1002
2018-11-17,978
2018-11-18,958
2018-11-19,937
2018-11-20,945
2018-11-21,916
2018-11-22,934
2018-11-23,948
2018-11-24,957
2018-11-25,968
2018-11-26,997
2018-11-27,1018
2018-11-28,1054
2018-11-29,1074
2018-12-01,1053
2018-12-02,1026
2018-12-03,1000
2018-12-04,995
2018-12-05,978
2018-12-07,973
2018-12-09,941
2018-12-10,915
2018-12-11,893
2018-12-12,888
2018-12-13,897
2018-12-14,885
2018-12-15,879
2018-12-16,896
2018-12-17,871
2018-12-18,866
2018-12-19,844
2018-12-20,859
2018-12-21,859
2018-12-22,845
2018-12-23,827
2018-12-24,817
2018-12-25,816
2018-12-26,788
2018-12-27,783
2018-12-28,762
2018-12-29,788
2018-12-30,807
2018-12-31,809
2019-01-01,804
2019-01-02,826
2019-01-03,845
2019-01-04,863
2019-01-05,874
2019-01-06,907
2019-01-08,977
2019-01-10,1008
2019-01-11,986
2019-01-12,995
2019-01-13,983
2019-01-14,977
2019-01-15,977
2019-01-16,959
2019-01-17,960
2019-01-18,962
2019-01-19,973
2019-01-20,988
2019-01-22,979
2019-01-23,982
2019-01-24,960
2019-01-25,929
2019-01-26,891
2019-01-28,827
2019-01-29,835
2019-01-30,827
2019-01-31,831
2019-02-01,831
2019-02-02,821
2019-02-03,805
2019-02-04,792
2019-02-05,776
2019-02-06,774
2019-02-07,762
2019-02-08,746
2019-02-09,719
2019-02-10,687
2019-02-11,669
2019-02-12,642
2019-02-13,617
2019-02-14,596
2019-02-15,576
2019-02-16,547
2019-02-17,519
2019-02-18,494
2019-02-19,470
2019-02-20,471
2019-02-21,462
2019-02-22,445
2019-02-23,435
2019-02-24,430
2019-02-25,435
2019-02-26,439
2019-02-27,418
2019-02-28,411
2019-03-01,422
2019-03-02,431
2019-03-03,429
2019-03-04,439
2019-03-05,445
2019-03-06,459
2019-03-07,478
2019-03-08,501
2019-03-09,510
2019-03-10,523
2019-03-11,533
2019-03-12,542
2019-03-13,542
2019-03-14,551
2019-03-15,548
2019-03-16,549
2019-03-17,533
2019-03-18,516
2019-03-19,501
2019-03-20,485
2019-03-21,484
2019-03-22,481
2019-03-23,464
2019-03-24,442
2019-03-25,419
2019-03-26,405
2019-03-27,396
2019-03-28,394
2019-03-29,397
2019-03-30,404
2019-03-31,401
2019-04-01,395
2019-04-02,383
2019-04-03,377
2019-04-04,383
2019-04-05,388
2019-04-06,377
2019-04-07,376
2019-04-08,371
2019-04-09,375
2019-04-10,387
2019-04-11,399
2019-04-12,400
2019-04-13,399
2019-04-14,388
2019-04-15,392
2019-04-16,391
2019-04-17,397
2019-04-18,408
2019-04-19,407
2019-04-20,392
2019-04-21,393
2019-04-22,388
2019-04-23,384
2019-04-24,392
2019-04-25,401
2019-04-26,393
2019-04-27,384
2019-04-28,378
2019-04-29,372
2019-04-30,365
2019-05-01,361
