date_obj,Charcoal price
2016-04-25,335
2016-04-26,331
2016-04-27,338
2016-04-28,336
2016-04-29,320
2016-04-30,308
2016-05-01,313
2016-05-02,321
2016-05-03,313
2016-05-04,312
2016-05-05,309
2016-05-06,308
2016-05-07,312
2016-05-08,313
2016-05-09,306
2016-05-10,306
2016-05-11,306
2016-05-12,308
2016-05-13,308
2016-05-14,292
2016-05-15,281
2016-05-16,284
2016-05-17,289
2016-05-18,286
2016-05-19,293
2016-05-22,288
2016-05-23,284
2016-05-24,281
2016-05-25,289
2016-05-26,297
2016-05-27,300
2016-05-28,296
2016-05-29,302
2016-05-30,315
2016-05-31,329
2016-06-01,329
2016-06-02,312
2016-06-03,296
2016-06-04,281
2016-06-05,267
2016-06-06,253
2016-06-07,249
2016-06-08,240
2016-06-09,243
2016-06-10,248
2016-06-11,249
2016-06-12,253
2016-06-13,265
2016-06-14,271
2016-06-15,269
2016-06-16,258
2016-06-17,254
2016-06-18,253
2016-06-19,242
2016-06-20,246
2016-06-21,239
2016-06-22,241
2016-06-23,238
2016-06-24,246
2016-06-25,244
2016-06-26,236
2016-06-27,237
2016-06-28,245
2016-06-29,239
2016-06-30,243
2016-07-01,255
2016-07-02,256
2016-07-03,254
2016-07-04,245
2016-07-05,236
2016-07-06,232
2016-07-07,228
2016-07-08,222
2016-07-09,220
2016-07-10,215
2016-07-11,225
2016-07-12,229
2016-07-13,221
2016-07-14,231
2016-07-15,243
2016-07-16,256
2016-07-17,260
2016-07-18,273
2016-07-23,307
2016-07-24,313
2016-07-25,303
2016-07-26,307
2016-07-27,305
2016-07-28,316
2016-07-29,315
2016-07-30,315
2016-07-31,320
2016-08-01,321
2016-08-02,316
2016-08-03,313
2016-08-04,314
2016-08-05,303
2016-08-06,304
2016-08-07,298
2016-08-08,303
2016-08-09,288
2016-08-10,273
2016-08-11,269
2016-08-12,255
2016-08-13,244
2016-08-14,251
2016-08-15,262
2016-08-16,269
2016-08-17,279
2016-08-18,286
2016-08-19,294
2016-08-20,301
2016-08-21,314
2016-08-22,320
2016-08-23,330
2016-08-24,326
2016-08-25,340
2016-08-26,341
2016-08-28,306
2016-08-31,292
2016-09-01,279
2016-09-02,279
2016-09-03,266
2016-09-04,263
2016-09-05,255
2016-09-06,260
2016-09-07,258
2016-09-08,270
2016-09-09,260
2016-09-10,266
2016-09-11,276
2016-09-12,278
2016-09-13,286
2016-09-14,296
2016-09-15,305
2016-09-16,315
2016-09-17,329
2016-09-18,333
2016-09-19,335
2016-09-20,346
2016-09-21,362
2016-09-22,369
2016-09-23,359
2016-09-24,359
2016-09-25,358
2016-09-26,365
2016-09-27,376
2016-09-28,395
2016-09-29,415
2016-09-30,430
2016-10-01,415
2016-10-02,402
2016-10-03,382
2016-10-04,363
2016-10-05,344
2016-10-06,328
2016-10-07,322
2016-10-08,326
2016-10-09,321
2016-10-10,320
2016-10-11,314
2016-10-12,300
2016-10-13,285
2016-10-14,271
2016-10-15,262
2016-10-16,264
2016-10-17,265
2016-10-18,268
2016-10-19,267
2016-10-20,261
2016-10-21,261
2016-10-22,274
2016-10-23,283
2016-10-24,298
2016-10-25,312
2016-10-26,313
2016-10-27,313
2016-10-28,324
2016-10-29,319
2016-10-30,332
2016-10-31,343
2016-11-01,350
2016-11-02,340
2016-11-03,355
2016-11-04,346
2016-11-05,360
2016-11-06,352
2016-11-07,350
2016-11-08,344
2016-11-09,340
2016-11-10,347
2016-11-11,345
2016-11-12,340
2016-11-13,351
2016-11-14,352
2016-11-15,346
2016-12-07,322
2016-12-08,319
2016-12-09,309
2016-12-10,295
2016-12-11,290
2016-12-12,276
2016-12-13,283
2016-12-14,297
2016-12-15,308
2016-12-16,320
2016-12-17,314
2016-12-18,320
2016-12-19,335
2016-12-20,352
2016-12-21,344
2016-12-22,329
2016-12-23,334
2016-12-24,347
2016-12-25,355
2016-12-26,357
2016-12-27,355
2016-12-28,361
2016-12-29,347
2016-12-30,337
2016-12-31,335
2017-01-01,327
2017-01-02,322
2017-01-03,309
2017-01-04,314
2017-01-05,298
2017-01-06,290
2017-01-07,286
2017-01-08,288
2017-01-09,288
2017-01-10,289
2017-01-11,296
2017-01-12,295
2017-01-13,294
2017-01-14,294
2017-01-15,298
2017-01-16,284
2017-01-17,278
2017-01-18,288
2017-01-19,293
2017-01-20,294
2017-01-21,305
2017-01-22,309
2017-01-23,312
2017-01-27,278
2017-01-28,283
2017-01-29,287
2017-01-30,288
2017-01-31,284
2017-02-01,287
2017-02-02,288
2017-02-03,287
2017-02-04,294
2017-02-05,286
2017-02-06,282
2017-02-07,285
2017-02-08,284
2017-02-09,297
2017-02-10,284
2017-02-11,281
2017-02-12,266
2017-02-13,252
2017-02-14,239
2017-02-15,229
2017-02-16,217
2017-02-18,202
2017-02-19,191
2017-02-20,181
2017-02-21,172
2017-02-22,166
2017-02-23,161
2017-02-24,160
2017-02-25,155
2017-02-26,154
2017-02-27,153
2017-02-28,158
2017-03-01,161
2017-03-02,164
2017-03-03,170
2017-03-04,178
2017-03-05,186
2017-03-06,190
2017-03-07,198
2017-03-08,199
2017-03-09,192
2017-03-10,199
2017-03-11,207
2017-03-12,218
2017-03-13,229
2017-03-14,241
2017-03-15,253
2017-03-16,264
2017-03-17,276
2017-03-18,280
2017-03-19,288
2017-03-20,290
2017-03-21,285
2017-03-22,273
2017-03-23,273
2017-03-24,259
2017-03-25,246
2017-03-26,233
2017-03-27,221
2017-03-28,209
2017-03-29,199
2017-03-30,191
2017-03-31,186
2017-04-01,186
2017-04-02,189
2017-04-03,195
2017-04-04,186
2017-04-12,233
2017-04-13,240
2017-04-14,244
2017-04-15,252
2017-04-16,264
2017-04-17,273
2017-04-18,268
2017-04-19,259
2017-04-20,261
2017-04-21,254
2017-04-22,254
2017-04-23,247
2017-04-24,257
2017-04-25,265
2017-04-26,278
2017-04-27,281
2017-04-28,273
2017-04-29,275
2017-04-30,282
2017-05-01,297
2017-05-02,309
2017-05-03,319
2017-05-04,328
2017-05-05,345
2017-05-06,358
2017-05-07,376
2017-05-08,388
2017-05-09,372
2017-05-10,359
2017-05-11,349
2017-05-12,355
2017-05-13,339
2017-05-14,343
2017-05-15,360
2017-05-16,359
2017-05-17,367
2017-05-18,373
2017-05-19,379
2017-05-20,380
2017-05-21,364
2017-05-22,348
2017-05-23,358
2017-05-24,349
2017-05-25,349
2017-05-26,343
2017-05-27,349
2017-05-28,355
2017-05-29,342
2017-05-30,328
2017-05-31,323
2017-06-01,323
2017-06-02,328
2017-06-03,327
2017-06-04,340
2017-06-05,339
2017-06-06,336
2017-06-07,337
2017-06-08,338
2017-06-09,340
2017-06-10,350
2017-06-11,357
2017-06-12,356
2017-06-13,345
2017-06-14,342
2017-06-15,324
2017-06-16,308
2017-06-17,311
2017-06-18,304
2017-06-19,297
2017-06-20,293
2017-06-21,279
2017-06-22,289
2017-06-23,290
2017-06-24,304
2017-06-25,313
2017-06-26,304
2017-06-27,301
2017-06-28,288
2017-06-29,282
2017-06-30,279
2017-07-01,274
2017-07-02,270
2017-07-03,273
2017-07-04,278
2017-07-05,266
2017-07-06,258
2017-07-07,258
2017-07-08,252
2017-07-13,296
2017-07-14,307
2017-07-15,323
2017-07-16,336
2017-07-17,346
2017-07-18,356
2017-07-19,374
2017-07-20,362
2017-07-21,344
2017-07-22,326
2017-07-23,311
2017-07-24,314
2017-07-25,316
2017-07-26,308
2017-07-27,310
2017-07-28,313
2017-07-29,311
2017-07-30,308
2017-07-31,293
2017-08-01,289
2017-08-02,286
2017-08-03,279
2017-08-04,277
2017-08-05,281
2017-08-06,287
2017-08-09,253
2017-08-10,262
2017-08-11,271
2017-08-12,274
2017-08-13,272
2017-08-14,271
2017-08-15,273
2017-08-16,287
2017-08-17,286
2017-08-18,293
2017-08-19,299
2017-08-20,302
2017-08-21,314
2017-08-22,315
2017-08-23,317
2017-08-24,332
2017-08-25,323
2017-08-26,306
2017-08-27,293
2017-08-28,308
2017-08-29,324
2017-08-30,341
2017-08-31,355
2017-09-01,342
2017-09-02,336
2017-09-03,340
2017-09-04,342
2017-09-05,338
2017-09-06,332
2017-09-07,323
2017-09-08,317
2017-09-09,312
2017-09-10,316
2017-09-11,319
2017-09-12,319
2017-09-13,317
2017-09-14,322
2017-09-15,334
2017-09-16,345
2017-09-17,334
2017-09-18,324
2017-09-19,316
2017-09-20,317
2017-09-21,305
2017-09-22,306
2017-09-23,311
2017-09-24,319
2017-09-25,313
2017-09-26,320
2017-09-27,330
2017-09-28,322
2017-09-29,331
2017-09-30,329
2017-10-01,338
2017-10-02,346
2017-10-03,344
2017-10-04,357
2017-10-05,368
2017-10-06,358
2017-10-07,360
2017-10-08,360
2017-10-09,355
2017-10-10,353
2017-10-11,347
2017-10-12,343
2017-10-13,339
2017-10-14,347
2017-10-15,340
2017-10-16,336
2017-10-17,346
2017-10-18,344
2017-10-19,350
2017-10-20,338
2017-10-21,321
2017-10-22,309
2017-10-23,303
2017-10-24,307
2017-10-25,300
2017-10-26,309
2017-10-27,320
2017-10-28,335
2017-10-29,329
2017-10-30,346
2017-10-31,364
2017-11-01,383
2017-11-02,400
2017-11-03,401
2017-11-04,383
2017-11-05,363
2017-11-06,344
2017-11-07,347
2017-11-08,338
2017-11-09,333
2017-11-10,332
2017-11-11,328
2017-11-12,327
2017-11-13,338
2017-11-14,333
2017-11-15,325
2017-11-16,322
2017-11-17,328
2017-11-18,316
2017-11-19,319
2017-11-20,331
2017-11-21,336
2017-11-22,341
2017-11-23,342
2017-11-24,355
2017-11-25,361
2017-11-26,360
2017-11-27,370
2017-11-28,386
2017-11-29,406
2017-11-30,427
2017-12-01,449
2017-12-02,470
2017-12-03,456
2017-12-04,443
2017-12-05,439
2017-12-06,439
2017-12-07,445
2017-12-08,435
2017-12-09,449
2017-12-10,440
2017-12-11,426
2017-12-12,416
2017-12-13,403
2017-12-14,387
2017-12-15,390
2017-12-16,387
2017-12-17,387
2017-12-18,381
2017-12-19,375
2017-12-20,360
2017-12-21,354
2017-12-22,344
2017-12-23,334
2017-12-24,320
2017-12-25,314
2017-12-26,307
2017-12-27,311
2017-12-28,310
2017-12-29,314
2017-12-30,320
2017-12-31,329
2018-01-01,337
2018-01-02,354
2018-01-03,372
2018-01-04,391
2018-01-05,392
2018-01-06,377
2018-01-07,358
2018-01-08,340
2018-01-09,323
2018-01-10,306
2018-01-11,290
2018-01-12,275
2018-01-13,261
2018-01-14,267
2018-01-15,280
2018-01-16,294
2018-01-17,295
2018-01-18,297
2018-01-19,309
2018-01-20,301
2018-01-21,303
2018-01-22,294
2018-01-23,291
2018-01-24,277
2018-01-25,269
2018-01-26,263
2018-01-27,257
2018-01-28,252
2018-01-29,263
2018-01-30,269
2018-01-31,276
2018-02-01,281
2018-02-02,292
2018-02-03,287
2018-02-04,295
2018-02-05,304
2018-02-06,307
2018-02-07,311
2018-02-08,322
2018-02-09,333
2018-02-10,329
2018-02-11,332
2018-02-12,337
2018-02-13,328
2018-02-14,323
2018-02-15,322
2018-02-16,315
2018-02-17,304
2018-02-18,297
2018-02-19,293
2018-02-20,302
2018-02-21,318
2018-02-22,323
2018-02-23,319
2018-02-24,318
2018-02-25,322
2018-02-26,327
2018-02-27,333
2018-02-28,342
2018-03-01,357
2018-03-02,368
2018-03-03,364
2018-03-04,348
2018-03-05,330
2018-03-06,323
2018-03-07,316
2018-03-08,310
2018-03-09,317
2018-03-10,310
2018-03-11,321
2018-03-12,321
2018-03-13,321
2018-03-14,320
2018-03-15,330
2018-03-16,332
2018-03-17,330
2018-03-18,331
2018-03-20,330
2018-03-21,333
2018-03-23,332
2018-03-24,331
2018-03-25,325
2018-03-26,319
2018-03-27,305
2018-03-28,297
2018-03-29,288
2018-03-30,278
2018-03-31,277
2018-04-01,281
2018-04-02,278
2018-04-03,274
2018-04-04,276
2018-04-05,274
2018-04-06,277
2018-04-07,289
2018-04-08,303
2018-04-09,319
2018-04-10,321
2018-04-11,310
2018-04-12,316
2018-04-13,319
2018-04-14,330
2018-04-15,324
2018-04-16,315
2018-04-17,310
2018-04-18,314
2018-04-19,315
2018-04-20,308
2018-04-21,293
2018-04-22,293
2018-04-23,285
2018-04-24,291
2018-04-25,296
2018-04-26,299
2018-04-27,303
2018-04-28,310
2018-04-29,319
2018-04-30,320
2018-05-01,329
2018-05-03,334
2018-05-04,346
2018-05-05,354
2018-05-07,353
2018-05-08,366
2018-05-09,361
2018-05-10,370
2018-05-11,375
2018-05-12,380
2018-05-13,378
2018-05-14,383
2018-05-15,397
2018-05-16,409
2018-05-17,409
2018-05-18,396
2018-05-19,378
2018-05-20,367
2018-05-21,361
2018-05-22,360
2018-05-23,348
2018-05-24,335
2018-05-25,325
2018-05-26,310
2018-05-27,299
2018-05-28,285
2018-05-29,287
2018-05-30,291
2018-05-31,292
2018-06-01,288
2018-06-02,301
2018-06-03,312
2018-06-04,320
2018-06-05,334
2018-06-06,342
2018-06-07,348
2018-06-08,338
2018-06-09,321
2018-06-10,309
2018-06-11,299
2018-06-12,291
2018-06-13,292
2018-06-14,301
2018-06-15,313
2018-06-16,311
2018-06-17,317
2018-06-18,328
2018-06-19,319
2018-06-20,332
2018-06-21,338
2018-06-22,348
2018-06-23,365
2018-06-24,367
2018-06-25,380
2018-06-26,393
2018-06-27,382
2018-06-28,372
2018-06-29,364
2018-06-30,347
2018-07-01,331
2018-07-02,319
2018-07-03,307
2018-07-04,291
2018-07-05,276
2018-07-06,270
2018-07-07,272
2018-07-08,280
2018-07-09,290
2018-07-10,298
2018-07-11,301
2018-07-12,301
2018-07-13,313
2018-07-14,326
2018-07-15,335
2018-07-16,351
2018-07-17,369
2018-07-18,388
2018-07-19,396
2018-07-20,396
2018-07-21,398
2018-07-22,387
2018-07-23,379
2018-07-24,367
2018-07-25,375
2018-07-26,394
2018-07-27,409
2018-07-28,413
2018-07-29,405
2018-07-30,392
2018-07-31,381
2018-08-01,365
2018-08-02,360
2018-08-03,357
2018-08-04,356
2018-08-05,360
2018-08-06,356
2018-08-07,338
2018-08-08,325
2018-08-09,315
2018-08-10,318
2018-08-11,316
2018-08-12,323
2018-08-14,356
2018-08-16,389
2018-08-17,391
2018-08-18,397
2018-08-19,409
2018-08-20,395
2018-08-21,388
2018-08-22,370
2018-08-23,378
2018-08-24,377
2018-08-25,389
2018-08-26,396
2018-08-27,406
2018-08-28,421
2018-08-29,408
2018-08-30,396
2018-08-31,392
2018-09-01,404
2018-09-02,416
2018-09-03,421
2018-09-04,406
2018-09-05,401
2018-09-06,404
2018-09-07,394
2018-09-08,395
2018-09-09,397
2018-09-10,399
2018-09-11,403
2018-09-12,416
2018-09-13,419
2018-09-14,428
2018-09-15,449
2018-09-16,444
2018-09-17,430
2018-09-18,421
2018-09-19,402
2018-09-20,388
2018-09-21,395
2018-09-22,390
2018-09-23,370
2018-09-24,351
2018-09-25,333
2018-09-26,319
2018-09-27,308
2018-09-28,305
2018-09-29,316
2018-09-30,309
2018-10-01,307
2018-10-02,296
2018-10-03,307
2018-10-04,320
2018-10-05,310
2018-10-06,312
2018-10-07,319
2018-10-08,326
2018-10-09,339
2018-10-10,340
2018-10-11,334
2018-10-12,319
2018-10-13,306
2018-10-14,303
2018-10-15,304
2018-10-16,304
2018-10-17,314
2018-10-18,315
2018-10-19,311
2018-10-20,309
2018-10-21,318
2018-10-22,315
2018-10-23,311
2018-10-24,296
2018-10-25,291
2018-10-26,283
2018-10-27,287
2018-10-28,275
2018-10-29,274
2018-10-30,267
2018-10-31,268
2018-11-01,282
2018-11-03,307
2018-11-04,315
2018-11-05,330
2018-11-06,337
2018-11-07,349
2018-11-08,363
2018-11-09,365
2018-11-10,359
2018-11-11,352
2018-11-12,351
2018-11-13,365
2018-11-14,375
2018-11-15,374
2018-11-16,393
2018-11-17,389
2018-11-18,400
2018-11-19,395
2018-11-20,393
2018-11-21,388
2018-11-22,405
2018-11-23,400
2018-11-24,381
2018-11-25,361
2018-11-26,344
2018-11-27,332
2018-11-28,324
2018-11-29,315
2018-12-01,296
2018-12-02,310
2018-12-03,326
2018-12-04,343
2018-12-05,355
2018-12-07,392
2018-12-09,398
2018-12-10,394
2018-12-11,374
2018-12-12,364
2018-12-13,353
2018-12-14,335
2018-12-15,318
2018-12-16,302
2018-12-17,298
2018-12-18,295
2018-12-19,287
2018-12-20,287
2018-12-21,292
2018-12-22,296
2018-12-23,295
2018-12-24,288
2018-12-25,283
2018-12-26,272
2018-12-27,276
2018-12-28,270
2018-12-29,271
2018-12-30,265
2018-12-31,262
2019-01-01,262
2019-01-02,263
2019-01-03,261
2019-01-04,263
2019-01-05,262
2019-01-06,262
2019-01-08,271
2019-01-10,267
2019-01-11,265
2019-01-12,279
2019-01-13,293
2019-01-14,304
2019-01-15,315
2019-01-16,316
2019-01-17,319
2019-01-18,324
2019-01-19,336
2019-01-20,329
2019-01-21,322
2019-01-22,314
2019-01-23,302
2019-01-24,310
2019-01-25,307
2019-01-26,302
2019-01-27,296
2019-01-28,293
2019-01-29,290
2019-01-30,285
2019-01-31,286
2019-02-01,284
2019-02-02,279
2019-02-03,274
2019-02-04,262
2019-02-05,252
2019-02-06,243
2019-02-07,237
2019-02-08,228
2019-02-09,223
2019-02-10,226
2019-02-11,234
2019-02-12,239
2019-02-13,234
2019-02-14,235
2019-02-15,229
2019-02-16,217
2019-02-17,207
2019-02-18,204
2019-02-19,203
2019-02-20,205
2019-02-21,207
2019-02-22,209
2019-02-23,205
2019-02-24,197
2019-02-25,195
2019-02-26,190
2019-02-27,190
2019-02-28,185
2019-03-01,182
2019-03-02,181
2019-03-03,178
2019-03-04,186
2019-03-05,191
2019-03-06,194
2019-03-07,199
2019-03-08,207
2019-03-09,211
2019-03-10,219
2019-03-11,225
2019-03-12,220
2019-03-13,223
2019-03-14,226
2019-03-15,219
2019-03-16,213
2019-03-17,207
2019-03-18,197
2019-03-19,188
2019-03-20,179
2019-03-21,182
2019-03-22,189
2019-03-23,185
2019-03-24,178
2019-03-25,172
2019-03-26,175
2019-03-27,180
2019-03-28,184
2019-03-29,180
2019-03-30,188
2019-03-31,194
2019-04-01,196
2019-04-02,204
2019-04-03,214
2019-04-04,218
2019-04-05,225
2019-04-06,221
2019-04-07,222
2019-04-08,218
2019-04-09,215
2019-04-10,215
2019-04-11,213
2019-04-12,212
2019-04-13,209
2019-04-14,209
2019-04-15,212
2019-04-16,212
2019-04-17,212
2019-04-18,216
2019-04-19,217
2019-04-20,215
2019-04-21,221
2019-04-22,229
2019-04-23,238
2019-04-24,236
2019-04-25,239
2019-04-26,239
2019-04-27,235
2019-04-28,233
2019-04-29,233
2019-04-30,245
2019-05-01,251
2019-05-02,258
2019-05-03,262
2019-05-04,265
2019-05-05,271
2019-05-06,275
2019-05-07,275
2019-05-08,282
2019-05-09,290
2019-05-10,285
2019-05-11,273
2019-05-12,263
2019-05-13,252
2019-05-14,257
2019-05-15,245
2019-05-16,235
2019-05-17,227
2019-05-18,217
2019-05-19,219
2019-05-20,221
2019-05-21,220
2019-05-22,228
2019-05-23,230
2019-05-24,227
2019-05-25,225
2019-05-26,226
2019-05-27,234
2019-05-28,240
2019-05-29,243
2019-05-30,246
2019-05-31,254
2019-06-01,249
2019-06-02,248
2019-06-03,245
2019-06-04,245
2019-06-05,233
2019-06-06,232
2019-06-07,231
2019-06-08,240
2019-06-09,246
2019-06-10,246
2019-06-11,241
2019-06-12,244
2019-06-13,244
2019-06-14,241
2019-06-15,245
2019-06-16,248
2019-06-17,249
2019-06-18,247
2019-06-19,246
2019-06-20,254
2019-06-21,266
2019-06-22,276
2019-06-23,279
2019-06-24,280
2019-06-25,279
2019-06-26,274
2019-06-27,273
2019-06-28,271
2019-06-29,270
2019-06-30,261
2019-07-01,259
2019-07-02,266
2019-07-03,267
2019-07-04,265
2019-07-05,263
2019-07-06,257
2019-07-07,263
2019-07-08,262
2019-07-09,263
2019-07-10,266
2019-07-11,275
2019-07-12,273
2019-07-13,273
2019-07-14,272
2019-07-15,274
2019-07-16,275
2019-07-17,273
2019-07-18,276
2019-07-19,281
2019-07-20,278
2019-07-21,287
2019-07-22,295
2019-07-23,289
2019-07-24,300
2019-07-25,295
2019-07-26,289
2019-07-27,285
2019-07-28,285
2019-07-29,283
2019-07-30,283
2019-07-31,284
2019-08-01,282
2019-08-02,277
2019-08-03,272
2019-08-04,269
2019-08-05,257
2019-08-06,255
2019-08-07,252
2019-08-08,260
2019-08-09,266
2019-08-10,273
2019-08-11,285
2019-08-12,287
2019-08-13,283
2019-08-14,280
2019-08-15,276
2019-08-16,283
2019-08-17,280
2019-08-18,276
2019-08-19,285
2019-08-20,290
2019-08-21,295
2019-08-22,288
2019-08-23,273
2019-08-24,279
2019-08-24,279
2019-08-25,291
2019-08-25,291
2019-08-26,302
