date_obj,Strawberry%20seed price
2016-07-31,260
2016-08-01,267
2016-08-02,266
2016-08-03,270
2016-08-04,280
2016-08-05,290
2016-08-06,291
2016-08-07,287
2016-08-08,296
2016-08-09,296
2016-08-10,296
2016-08-11,292
2016-08-12,293
2016-08-13,291
2016-08-14,291
2016-08-15,290
2016-08-16,285
2016-08-17,282
2016-08-18,276
2016-08-19,277
2016-08-20,282
2016-08-21,276
2016-08-22,270
2016-08-23,260
2016-08-24,254
2016-08-25,243
2016-08-26,243
2016-08-28,238
2016-08-31,226
2016-09-01,224
2016-09-02,224
2016-09-03,215
2016-09-04,211
2016-09-05,200
2016-09-06,191
2016-09-07,181
2016-09-08,176
2016-09-09,169
2016-09-10,161
2016-09-11,161
2016-09-12,158
2016-09-13,154
2016-09-14,154
2016-09-15,150
2016-09-16,150
2016-09-17,147
2016-09-18,151
2016-09-19,155
2016-09-20,155
2016-09-21,158
2016-09-22,158
2016-09-23,152
2016-09-24,152
2016-09-25,150
2016-09-26,150
2016-09-27,142
2016-09-28,134
2016-09-29,128
2016-09-30,124
2016-10-01,122
2016-10-02,122
2016-10-03,117
2016-10-04,116
2016-10-05,113
2016-10-06,112
2016-10-07,111
2016-10-08,106
2016-10-09,106
2016-10-10,104
2016-10-11,99
2016-10-12,95
2016-10-13,94
2016-10-14,92
2016-10-15,93
2016-10-16,93
2016-10-17,91
2016-10-18,87
2016-10-19,86
2016-10-20,82
2016-10-21,78
2016-10-22,78
2016-10-23,76
2016-10-24,74
2016-10-25,74
2016-10-26,71
2016-10-27,67
2016-10-28,63
2016-10-29,59
2016-10-30,56
2016-10-31,55
2016-11-01,55
2016-11-02,53
2016-11-03,53
2016-11-04,52
2016-11-05,52
2016-11-06,52
2016-11-07,51
2016-11-08,52
2016-11-09,52
2016-11-10,52
2016-11-11,53
2016-11-12,52
2016-11-13,53
2016-11-14,52
2016-12-08,84
2016-12-09,82
2016-12-10,81
2016-12-11,82
2016-12-12,83
2016-12-13,82
2016-12-14,84
2016-12-15,84
2016-12-16,86
2016-12-17,88
2016-12-18,89
2016-12-19,91
2016-12-20,91
2016-12-21,93
2016-12-22,95
2016-12-23,97
2016-12-24,98
2016-12-25,97
2016-12-26,96
2016-12-27,94
2016-12-28,93
2016-12-29,92
2016-12-30,92
2016-12-31,91
2017-01-01,89
2017-01-02,88
2017-01-03,86
2017-01-04,84
2017-01-05,83
2017-01-06,81
2017-01-07,81
2017-01-08,79
2017-01-09,78
2017-01-10,78
2017-01-11,77
2017-01-12,77
2017-01-13,77
2017-01-14,77
2017-01-15,77
2017-01-16,74
2017-01-17,75
2017-01-18,75
2017-01-19,74
2017-01-20,75
2017-01-21,75
2017-01-22,74
2017-01-27,74
2017-01-28,74
2017-01-29,73
2017-01-30,73
2017-01-31,71
2017-02-01,70
2017-02-02,68
2017-02-03,66
2017-02-04,65
2017-02-05,66
2017-02-06,67
2017-02-07,66
2017-02-08,65
2017-02-09,65
2017-02-10,65
2017-02-11,65
2017-02-12,65
2017-02-13,63
2017-02-14,61
2017-02-15,58
2017-02-16,55
2017-02-18,54
2017-02-19,53
2017-02-20,51
2017-02-21,50
2017-02-22,50
2017-02-23,49
2017-02-24,47
2017-02-25,45
2017-02-26,44
2017-02-27,42
2017-02-28,41
2017-03-01,40
2017-03-02,39
2017-03-03,38
2017-03-04,38
2017-03-05,38
2017-03-06,38
2017-03-07,39
2017-03-08,39
2017-03-09,39
2017-03-10,38
2017-03-11,37
2017-03-12,36
2017-03-13,34
2017-03-14,33
2017-03-15,31
2017-03-16,31
2017-03-17,30
2017-03-18,28
2017-03-19,26
2017-03-20,25
2017-03-21,24
2017-03-22,23
2017-03-23,22
2017-03-24,20
2017-03-25,19
2017-03-26,18
2017-03-27,18
2017-03-28,17
2017-03-29,17
2017-03-30,17
2017-03-31,17
2017-04-01,17
2017-04-02,17
2017-04-03,16
2017-04-04,15
2017-04-12,14
2017-04-13,14
2017-04-14,14
2017-04-15,14
2017-04-16,14
2017-04-17,15
2017-04-18,15
2017-04-19,15
2017-04-20,15
2017-04-21,15
2017-04-22,15
2017-04-23,15
2017-04-24,15
2017-04-25,14
2017-04-26,13
2017-04-27,12
2017-04-28,12
2017-04-29,12
2017-04-30,12
2017-05-01,12
2017-05-02,12
2017-05-03,12
2017-05-04,12
2017-05-05,12
2017-05-06,12
2017-05-07,12
2017-05-08,13
2017-05-09,13
2017-05-10,12
2017-05-11,12
2017-05-12,12
2017-05-13,12
2017-05-14,12
2017-05-15,12
2017-05-16,12
2017-05-17,12
2017-05-18,12
2017-05-19,12
2017-05-20,12
2017-05-21,12
2017-05-22,12
2017-05-23,12
2017-05-24,12
2017-05-25,12
2017-05-26,12
2017-05-27,11
2017-05-28,11
2017-05-29,11
2017-05-30,11
2017-05-31,11
2017-06-01,11
2017-06-02,11
2017-06-03,10
2017-06-06,8
2017-06-07,8
2017-06-08,8
2017-06-09,8
2017-06-10,8
2017-06-11,8
2017-06-12,8
2017-06-13,8
2017-06-14,8
2017-06-15,8
2017-06-16,8
2017-06-17,8
2017-06-18,8
2017-06-19,8
2017-06-20,8
2017-06-21,8
2017-06-22,8
2017-06-23,8
2017-06-24,8
2017-06-25,8
2017-06-26,8
2017-06-27,8
2017-06-28,8
2017-06-29,8
2017-06-30,8
2017-07-01,8
2017-07-02,8
2017-07-03,8
2017-07-04,8
2017-07-05,8
2017-07-06,8
2017-07-07,8
2017-07-08,8
2017-07-13,8
2017-07-14,8
2017-07-15,8
2017-07-16,7
2017-07-17,7
2017-07-18,7
2017-07-19,7
2017-07-20,7
2017-07-21,7
2017-07-22,7
2017-07-23,7
2017-07-24,7
2017-07-25,6
2017-07-26,6
2017-07-27,6
2017-07-28,6
2017-07-29,6
2017-07-30,6
2017-07-31,6
2017-08-01,6
2017-08-02,5
2017-08-03,5
2017-08-04,5
2017-08-05,5
2017-08-06,5
2017-08-09,5
2017-08-10,5
2017-08-11,5
2017-08-12,5
2017-08-13,6
2017-08-14,6
2017-08-15,6
2017-08-17,6
2017-08-18,6
2017-08-19,6
2017-08-20,6
2017-08-21,6
2017-08-22,6
2017-08-23,6
2017-08-24,6
2017-08-25,6
2017-08-26,6
2017-08-27,6
2017-08-28,6
2017-08-29,6
2017-08-30,6
2017-08-31,6
2017-09-01,6
2017-09-02,6
2017-09-03,6
2017-09-04,6
2017-09-05,6
2017-09-06,6
2017-09-07,6
2017-09-08,6
2017-09-09,6
2017-09-10,6
2017-09-11,5
2017-09-12,4
2017-09-13,5
2017-09-14,5
2017-09-15,5
2017-09-16,5
2017-09-17,5
2017-09-19,5
2017-09-20,5
2017-09-21,5
2017-09-22,5
2017-09-23,5
2017-09-24,5
2017-09-25,5
2017-09-26,5
2017-09-27,5
2017-09-28,5
2017-09-29,5
2017-09-30,5
2017-10-01,5
2017-10-02,6
2017-10-03,7
2017-10-04,7
2017-10-05,7
2017-10-06,7
2017-10-07,7
2017-10-08,7
2017-10-09,7
2017-10-10,7
2017-10-11,7
2017-10-12,7
2017-10-13,7
2017-10-14,7
2017-10-15,7
2017-10-16,7
2017-10-17,7
2017-10-18,7
2017-10-19,7
2017-10-20,6
2017-10-21,6
2017-10-22,6
2017-10-23,6
2017-10-24,6
2017-10-25,6
2017-10-26,6
2017-10-27,6
2017-10-28,6
2017-10-29,6
2017-10-30,6
2017-10-31,6
2017-11-01,6
2017-11-02,6
2017-11-03,6
2017-11-04,6
2017-11-05,6
2017-11-06,6
2017-11-07,6
2017-11-08,5
2017-11-09,5
2017-11-10,5
2017-11-11,5
2017-11-12,5
2017-11-13,5
2017-11-14,5
2017-11-15,5
2017-11-16,5
2017-11-17,5
2017-11-18,5
2017-11-19,5
2017-11-20,5
2017-11-21,5
2017-11-22,5
2017-11-23,5
2017-11-24,5
2017-11-25,5
2017-11-26,5
2017-11-27,5
2017-11-28,5
2017-11-29,5
2017-11-30,5
2017-12-01,5
2017-12-02,5
2017-12-03,5
2017-12-04,5
2017-12-05,5
2017-12-06,5
2017-12-07,4
2017-12-08,4
2017-12-09,4
2017-12-10,4
2017-12-11,4
2017-12-12,4
2017-12-13,4
2017-12-14,4
2017-12-15,4
2017-12-16,3
2017-12-17,3
2017-12-18,3
2017-12-19,3
2017-12-20,3
2017-12-21,3
2017-12-22,3
2017-12-23,3
2017-12-24,3
2017-12-25,3
2017-12-26,3
2017-12-27,3
2017-12-28,3
2017-12-29,3
2017-12-30,3
2017-12-31,3
2018-01-01,3
2018-01-02,3
2018-01-03,3
2018-01-04,3
2018-01-05,3
2018-01-06,3
2018-01-07,3
2018-01-08,3
2018-01-09,3
2018-01-10,3
2018-01-11,3
2018-01-12,3
2018-01-13,3
2018-01-14,3
2018-01-15,3
2018-01-16,3
2018-01-17,3
2018-01-18,3
2018-01-19,3
2018-01-20,3
2018-01-21,3
2018-01-22,3
2018-01-23,3
2018-01-24,3
2018-01-25,3
2018-01-26,3
2018-01-27,3
2018-01-28,3
2018-01-29,3
2018-01-30,3
2018-02-01,3
2018-02-02,4
2018-02-03,4
2018-02-04,4
2018-02-05,4
2018-02-06,4
2018-02-07,4
2018-02-08,4
2018-02-09,4
2018-02-10,4
2018-02-11,4
2018-02-12,4
2018-02-13,4
2018-02-14,5
2018-02-15,5
2018-02-16,5
2018-02-17,5
2018-02-18,5
2018-02-19,5
2018-02-20,5
2018-02-21,5
2018-02-22,5
2018-02-23,5
2018-02-24,4
2018-02-25,4
2018-02-26,4
2018-02-27,5
2018-02-28,5
2018-03-01,5
2018-03-02,5
2018-03-03,5
2018-03-04,5
2018-03-05,5
2018-03-06,5
2018-03-07,5
2018-03-08,5
2018-03-09,5
2018-03-10,5
2018-03-11,5
2018-03-12,5
2018-03-13,5
2018-03-14,5
2018-03-15,5
2018-03-16,5
2018-03-17,5
2018-03-18,5
2018-03-19,5
2018-03-20,5
2018-03-21,5
2018-03-23,6
2018-03-24,6
2018-03-26,6
2018-03-27,6
2018-03-28,6
2018-03-29,6
2018-03-30,6
2018-03-31,6
2018-04-01,6
2018-04-02,6
2018-04-03,6
2018-04-04,6
2018-04-05,6
2018-04-06,6
2018-04-08,6
2018-04-09,6
2018-04-10,6
2018-04-11,6
2018-04-12,6
2018-04-13,6
2018-04-14,6
2018-04-16,4
2018-04-17,4
2018-04-18,4
2018-04-19,4
2018-04-20,4
2018-04-21,4
2018-04-22,4
2018-04-23,4
2018-04-24,4
2018-04-25,4
2018-04-26,4
2018-04-27,4
2018-04-28,4
2018-04-29,4
2018-04-30,4
2018-05-01,4
2018-05-02,4
2018-05-03,4
2018-05-04,4
2018-05-05,4
2018-05-06,4
2018-05-07,4
2018-05-08,4
2018-05-09,4
2018-05-10,4
2018-05-11,4
2018-05-12,4
2018-05-13,4
2018-05-14,4
2018-05-15,4
2018-05-16,5
2018-05-17,5
2018-05-18,5
2018-05-19,5
2018-05-20,5
2018-05-21,5
2018-05-22,5
2018-05-23,5
2018-05-24,5
2018-05-25,5
2018-05-26,6
2018-05-27,5
2018-05-28,5
2018-05-29,6
2018-05-30,6
2018-05-31,7
2018-06-01,7
2018-06-02,7
2018-06-03,7
2018-06-04,7
2018-06-05,7
2018-06-06,7
2018-06-07,7
2018-06-08,6
2018-06-09,6
2018-06-10,6
2018-06-11,6
2018-06-12,6
2018-06-13,6
2018-06-14,6
2018-06-15,6
2018-06-16,6
2018-06-17,6
2018-06-18,6
2018-06-19,6
2018-06-20,6
2018-06-21,6
2018-06-22,6
2018-06-23,6
2018-06-24,6
2018-06-25,7
2018-06-26,7
2018-06-27,7
2018-06-28,7
2018-06-29,7
2018-06-30,7
2018-07-01,7
2018-07-02,8
2018-07-03,8
2018-07-04,8
2018-07-05,8
2018-07-06,8
2018-07-07,8
2018-07-08,8
2018-07-09,8
2018-07-10,8
2018-07-11,8
2018-07-12,8
2018-07-13,8
2018-07-14,8
2018-07-15,8
2018-07-16,8
2018-07-17,8
2018-07-18,8
2018-07-19,8
2018-07-20,8
2018-07-21,8
2018-07-22,8
2018-07-23,8
2018-07-24,9
2018-07-25,9
2018-07-26,9
2018-07-27,9
2018-07-28,9
2018-07-29,9
2018-07-30,10
2018-07-31,10
2018-08-01,10
2018-08-02,10
2018-08-03,10
2018-08-04,10
2018-08-05,10
2018-08-06,10
2018-08-07,10
2018-08-08,10
2018-08-09,10
2018-08-10,10
2018-08-11,10
2018-08-12,10
2018-08-14,10
2018-08-16,10
2018-08-17,10
2018-08-18,10
2018-08-19,10
2018-08-20,10
2018-08-21,10
2018-08-22,10
2018-08-23,10
2018-08-24,9
2018-08-25,8
2018-08-26,7
2018-08-27,7
2018-08-28,7
2018-08-29,7
2018-08-30,7
2018-08-31,8
2018-09-01,9
2018-09-02,10
2018-09-03,10
2018-09-04,11
2018-09-05,12
2018-09-06,12
2018-09-07,12
2018-09-08,12
2018-09-09,13
2018-09-10,13
2018-09-11,14
2018-09-12,14
2018-09-13,14
2018-09-14,15
2018-09-15,16
2018-09-16,16
2018-09-17,17
2018-09-18,18
2018-09-19,19
2018-09-20,19
2018-09-21,20
2018-09-22,20
2018-09-23,21
2018-09-24,22
2018-09-25,24
2018-09-26,25
2018-09-27,26
2018-09-28,26
2018-09-29,26
2018-09-30,26
2018-10-02,22
2018-10-03,22
2018-10-04,23
2018-10-05,24
2018-10-06,23
2018-10-07,22
2018-10-08,22
2018-10-09,22
2018-10-10,22
2018-10-11,22
2018-10-12,23
2018-10-13,24
2018-10-14,25
2018-10-15,25
2018-10-16,25
2018-10-17,26
2018-10-18,26
2018-10-19,26
2018-10-20,26
2018-10-21,26
2018-10-22,27
2018-10-23,27
2018-10-24,27
2018-10-25,28
2018-10-26,28
2018-10-27,28
2018-10-28,28
2018-10-29,27
2018-10-30,26
2018-10-31,27
2018-11-01,27
2018-11-03,25
2018-11-04,25
2018-11-05,25
2018-11-06,25
2018-11-07,25
2018-11-08,25
2018-11-09,25
2018-11-10,25
2018-11-11,25
2018-11-12,24
2018-11-13,23
2018-11-14,23
2018-11-15,22
2018-11-16,21
2018-11-17,21
2018-11-18,22
2018-11-19,21
2018-11-20,22
2018-11-21,23
2018-11-22,23
2018-11-23,24
2018-11-24,24
2018-11-25,24
2018-11-26,24
2018-11-27,25
2018-11-28,26
2018-11-29,26
2018-12-01,26
2018-12-02,27
2018-12-03,27
2018-12-04,27
2018-12-05,27
2018-12-07,27
2018-12-09,27
2018-12-10,26
2018-12-11,26
2018-12-12,26
2018-12-13,26
2018-12-14,26
2018-12-15,26
2018-12-16,26
2018-12-17,26
2018-12-18,26
2018-12-19,27
2018-12-20,28
2018-12-21,28
2018-12-22,27
2018-12-23,26
2018-12-24,26
2018-12-25,26
2018-12-26,24
2018-12-27,24
2018-12-28,25
2018-12-29,24
2018-12-30,24
2018-12-31,25
2019-01-01,26
2019-01-02,25
2019-01-03,24
2019-01-04,24
2019-01-05,26
2019-01-06,27
2019-01-08,28
2019-01-10,28
2019-01-11,27
2019-01-12,26
2019-01-13,26
2019-01-14,26
2019-01-15,27
2019-01-16,26
2019-01-17,26
2019-01-18,26
2019-01-19,26
2019-01-20,27
2019-01-21,27
2019-01-22,27
2019-01-23,27
2019-01-24,27
2019-01-25,26
2019-01-26,25
2019-01-27,24
2019-01-28,24
2019-01-29,23
2019-01-30,23
2019-01-31,23
2019-02-01,23
2019-02-02,23
2019-02-03,23
2019-02-04,23
2019-02-05,23
2019-02-06,22
2019-02-07,21
2019-02-08,20
2019-02-09,20
2019-02-10,20
2019-02-11,20
2019-02-12,20
2019-02-13,20
2019-02-14,19
2019-02-15,19
2019-02-16,19
2019-02-17,19
2019-02-18,19
2019-02-19,20
2019-02-20,21
2019-02-21,21
2019-02-22,20
2019-02-23,20
2019-02-24,20
2019-02-25,20
2019-02-26,21
2019-02-27,21
2019-02-28,21
2019-03-01,21
2019-03-02,21
2019-03-03,21
2019-03-04,22
2019-03-05,23
2019-03-06,23
2019-03-07,24
2019-03-08,24
2019-03-09,25
2019-03-10,27
2019-03-11,28
2019-03-12,29
2019-03-13,30
2019-03-14,31
2019-03-15,31
2019-03-16,32
2019-03-17,31
2019-03-18,30
2019-03-19,30
2019-03-20,29
2019-03-21,28
2019-03-22,27
2019-03-23,25
2019-03-24,24
2019-03-25,23
2019-03-26,22
2019-03-27,22
2019-03-28,21
2019-03-29,21
2019-03-30,22
2019-03-31,22
2019-04-01,22
2019-04-02,21
2019-04-03,20
2019-04-04,20
2019-04-05,20
2019-04-06,20
2019-04-07,20
2019-04-08,20
2019-04-09,20
2019-04-10,20
2019-04-11,20
2019-04-12,20
2019-04-13,20
2019-04-14,20
2019-04-15,19
2019-04-16,18
2019-04-17,18
2019-04-18,18
2019-04-19,18
2019-04-20,18
2019-04-21,18
2019-04-22,18
2019-04-23,17
2019-04-24,16
2019-04-25,16
2019-04-26,16
2019-04-27,16
2019-04-28,16
2019-04-29,16
2019-04-30,17
2019-05-01,18
2019-05-02,19
2019-05-03,19
2019-05-04,19
2019-05-05,19
2019-05-06,19
2019-05-07,19
2019-05-08,19
2019-05-09,19
2019-05-10,20
2019-05-11,20
2019-05-12,20
2019-05-13,20
2019-05-14,20
2019-05-15,20
2019-05-16,20
2019-05-17,20
2019-05-18,20
2019-05-19,20
2019-05-20,20
2019-05-21,20
2019-05-22,21
2019-05-23,22
2019-05-24,22
2019-05-25,22
2019-05-26,22
2019-05-27,22
2019-05-28,23
2019-05-29,24
2019-05-30,24
2019-05-31,24
2019-06-01,24
2019-06-02,24
2019-06-03,24
2019-06-04,25
2019-06-05,25
2019-06-06,26
2019-06-07,27
2019-06-08,26
2019-06-09,26
2019-06-10,26
2019-06-11,26
2019-06-12,26
2019-06-13,27
2019-06-14,27
2019-06-15,27
2019-06-16,27
2019-06-17,27
2019-06-18,27
2019-06-19,26
2019-06-20,25
2019-06-21,24
2019-06-22,23
2019-06-23,23
2019-06-24,23
2019-06-25,22
2019-06-26,22
2019-06-27,22
2019-06-28,21
2019-06-29,20
2019-06-30,20
2019-07-01,20
2019-07-02,20
2019-07-03,20
2019-07-04,20
2019-07-05,20
2019-07-06,20
2019-07-07,19
2019-07-08,18
2019-07-09,17
2019-07-10,16
2019-07-11,16
2019-07-12,16
2019-07-13,16
2019-07-14,16
2019-07-15,16
2019-07-16,16
2019-07-17,16
2019-07-18,16
2019-07-19,15
2019-07-20,14
2019-07-21,14
2019-07-22,14
2019-07-23,14
2019-07-24,13
2019-07-25,13
2019-07-26,13
2019-07-27,12
2019-07-28,12
2019-07-29,12
2019-07-30,12
2019-07-31,12
2019-08-01,12
2019-08-02,13
2019-08-03,13
2019-08-04,13
2019-08-05,12
2019-08-06,12
2019-08-07,12
2019-08-08,13
2019-08-09,13
2019-08-10,12
2019-08-11,12
2019-08-12,11
2019-08-13,11
2019-08-14,10
2019-08-15,9
2019-08-16,9
2019-08-17,9
2019-08-18,9
2019-08-19,9
2019-08-20,9
2019-08-21,9
2019-08-22,9
2019-08-23,9
2019-08-24,9
2019-08-24,9
2019-08-25,10
2019-08-25,10
2019-08-26,10
2019-08-26,10
2019-08-27,9
2019-08-27,9
2019-08-28,9
2019-08-29,9
2019-08-30,9
