date_obj,Wooden%20shield%20(g) price
2016-07-06,4947207
2016-07-07,4947207
2016-07-08,4699846
2016-07-09,4699846
2016-07-10,4464853
2016-07-11,4464853
2016-07-12,4241610
2016-07-13,4241610
2016-07-14,4033359
2016-07-15,4033359
2016-07-16,3837034
2016-07-17,3837034
2016-07-18,3837034
2016-07-24,3296103
2016-07-25,3296103
2016-07-26,3296103
2016-07-27,3131297
2016-07-28,3131297
2016-07-29,2977390
2016-07-30,2977390
2016-07-31,2830850
2016-08-01,2830850
2016-08-02,2690297
2016-08-03,2690297
2016-08-04,2690297
2016-08-05,2558038
2016-08-06,2558038
2016-08-07,2432181
2016-08-08,2432181
2016-08-09,2432181
2016-08-10,2310571
2016-08-11,2310571
2016-08-12,2310571
2016-08-13,2197344
2016-08-14,2197344
2016-08-15,2089561
2016-08-16,2089561
2016-08-17,2089561
2016-08-18,1986687
2016-08-19,1986687
2016-08-20,1986687
2016-08-21,1888410
2016-08-22,1888410
2016-08-23,1888410
2016-08-24,1795243
2016-08-25,1795243
2016-08-26,1795243
2016-08-28,1709132
2016-08-31,1624521
2016-09-01,1624521
2016-09-02,1624521
2016-09-03,1543294
2016-09-04,1543294
2016-09-05,1543294
2016-09-06,1466634
2016-09-07,1466634
2016-09-08,1466634
2016-09-09,1466634
2016-09-10,1393302
2016-09-11,1393302
2016-09-12,1393302
2016-09-13,1324287
2016-09-14,1324287
2016-09-15,1324287
2016-09-16,1324287
2016-09-17,1258072
2016-09-18,1258072
2016-09-19,1258072
2016-09-20,1258072
2016-09-21,1195876
2016-09-22,1195876
2016-09-23,1195876
2016-09-24,1195876
2016-09-25,1136082
2016-09-26,1136082
2016-09-27,1136082
2016-09-28,1136082
2016-09-29,1136082
2016-09-30,1079277
2016-10-01,1079277
2016-10-02,1079277
2016-10-03,1079277
2016-10-04,1026377
2016-10-05,1026377
2016-10-06,1026377
2016-10-07,1026377
2016-10-08,975058
2016-10-09,975058
2016-10-10,975058
2016-10-11,975058
2016-10-12,927128
2016-10-13,927128
2016-10-14,927128
2016-10-15,927128
2016-10-16,881897
2016-10-17,881897
2016-10-18,881897
2016-10-19,881897
2016-10-20,838730
2016-10-21,838730
2016-10-22,838730
2016-10-23,838730
2016-10-24,798037
2016-10-25,798037
2016-10-26,798037
2016-10-27,798037
2016-10-28,798037
2016-10-29,759004
2016-10-30,759004
2016-10-31,759004
2016-11-01,759004
2016-11-02,759004
2016-11-03,722042
2016-11-04,722042
2016-11-05,722042
2016-11-06,722042
2016-11-07,686219
2016-11-08,686219
2016-11-09,686219
2016-11-10,686219
2016-11-11,651908
2016-11-12,651908
2016-11-13,651908
2016-11-14,651908
2016-12-08,457714
2016-12-09,457714
2016-12-10,457714
2016-12-11,457714
2016-12-12,435710
2016-12-13,435710
2016-12-14,435710
2016-12-15,414549
2016-12-16,414549
2016-12-17,414549
2016-12-18,394936
2016-12-19,394936
2016-12-20,394936
2016-12-21,375189
2016-12-22,375189
2016-12-23,375189
2016-12-24,357218
2016-12-25,357218
2016-12-26,357218
2016-12-27,340033
2016-12-28,340033
2016-12-29,340033
2016-12-30,340033
2016-12-31,323031
2017-01-01,323031
2017-01-02,323031
2017-01-03,307403
2017-01-04,307403
2017-01-05,307403
2017-01-06,292944
2017-01-07,292944
2017-01-08,278819
2017-01-09,278819
2017-01-10,278819
2017-01-11,272814
2017-01-12,272814
2017-01-13,272814
2017-01-14,268180
2017-01-15,268180
2017-01-16,268180
2017-01-17,261795
2017-01-18,261795
2017-01-19,261795
2017-01-20,256860
2017-01-21,256860
2017-01-22,256860
2017-01-27,248920
2017-01-28,248920
2017-01-29,240480
2017-01-30,240480
2017-01-31,240480
2017-02-01,232934
2017-02-02,232934
2017-02-03,232934
2017-02-04,223890
2017-02-05,223890
2017-02-06,223890
2017-02-07,214522
2017-02-08,214522
2017-02-09,214522
2017-02-10,204503
2017-02-11,204503
2017-02-12,204503
2017-02-13,195032
2017-02-14,195032
2017-02-15,195032
2017-02-16,186052
2017-02-18,186052
2017-02-19,179670
2017-02-20,179670
2017-02-21,179670
2017-02-22,175107
2017-02-23,175107
2017-02-24,175107
2017-02-25,173149
2017-02-26,173149
2017-02-27,173149
2017-02-28,174225
2017-03-01,174225
2017-03-02,174225
2017-03-03,182311
2017-03-04,182311
2017-03-05,182311
2017-03-06,189131
2017-03-07,189131
2017-03-08,189131
2017-03-09,183211
2017-03-10,183211
2017-03-11,176055
2017-03-12,176055
2017-03-13,176055
2017-03-14,169264
2017-03-15,169264
2017-03-16,167081
2017-03-17,167081
2017-03-18,167081
2017-03-19,173297
2017-03-20,173297
2017-03-21,173297
2017-03-22,177576
2017-03-23,177576
2017-03-24,177576
2017-03-25,171730
2017-03-26,171730
2017-03-27,171730
2017-03-28,168045
2017-03-29,168045
2017-03-30,168045
2017-03-31,169936
2017-04-01,169936
2017-04-02,169936
2017-04-03,172108
2017-04-04,172108
2017-04-12,167592
2017-04-13,167592
2017-04-14,167592
2017-04-15,163507
2017-04-16,163507
2017-04-17,162995
2017-04-18,162995
2017-04-19,162995
2017-04-20,160431
2017-04-21,160431
2017-04-22,160431
2017-04-23,165020
2017-04-24,165020
2017-04-25,165020
2017-04-26,166149
2017-04-27,166149
2017-04-28,166149
2017-04-29,167219
2017-04-30,167219
2017-05-01,167219
2017-05-02,172925
2017-05-03,172925
2017-05-04,172925
2017-05-05,178267
2017-05-06,178267
2017-05-07,178267
2017-05-08,178267
2017-05-09,181444
2017-05-10,181444
2017-05-11,181444
2017-05-12,181444
2017-05-13,176775
2017-05-14,176775
2017-05-15,176775
2017-05-16,176775
2017-05-17,174875
2017-05-18,174875
2017-05-19,174875
2017-05-20,178015
2017-05-21,178015
2017-05-22,178015
2017-05-23,178015
2017-05-24,180196
2017-05-25,180196
2017-05-26,180196
2017-05-27,180196
2017-05-28,175107
2017-05-29,175107
2017-05-30,175107
2017-05-31,175107
2017-06-01,173112
2017-06-02,173112
2017-06-03,173112
2017-06-06,173419
2017-06-07,171643
2017-06-08,171643
2017-06-09,171643
2017-06-10,171002
2017-06-11,171002
2017-06-12,171002
2017-06-13,171002
2017-06-14,169431
2017-06-15,169431
2017-06-16,169431
2017-06-17,169431
2017-06-18,171795
2017-06-19,171795
2017-06-20,171795
2017-06-21,171795
2017-06-22,171026
2017-06-23,171026
2017-06-24,171026
2017-06-25,171026
2017-06-26,163682
2017-06-27,163682
2017-06-28,163682
2017-06-29,158729
2017-06-30,158729
2017-07-01,158729
2017-07-02,158729
2017-07-03,152801
2017-07-04,152801
2017-07-05,152801
2017-07-06,152801
2017-07-07,148405
2017-07-08,148405
2017-07-13,148418
2017-07-14,149830
2017-07-15,149830
2017-07-16,149830
2017-07-17,148581
2017-07-18,148581
2017-07-19,148581
2017-07-20,154797
2017-07-21,154797
2017-07-22,154797
2017-07-23,162000
2017-07-24,162000
2017-07-25,162000
2017-07-26,162000
2017-07-27,168844
2017-07-28,168844
2017-07-29,168844
2017-07-30,175024
2017-07-31,175024
2017-08-01,175024
2017-08-02,175024
2017-08-03,181076
2017-08-04,181076
2017-08-05,181076
2017-08-06,187360
2017-08-09,187360
2017-08-10,192481
2017-08-11,192481
2017-08-12,192481
2017-08-13,192481
2017-08-14,192262
2017-08-15,192262
2017-08-16,192262
2017-08-17,193475
2017-08-18,193475
2017-08-19,193475
2017-08-20,193475
2017-08-21,192238
2017-08-22,192238
2017-08-23,192238
2017-08-24,192238
2017-08-25,192628
2017-08-26,192628
2017-08-27,192628
2017-08-28,193605
2017-08-29,193605
2017-08-30,193605
2017-08-31,193605
2017-09-01,200038
2017-09-02,200038
2017-09-03,200038
2017-09-04,204673
2017-09-05,204673
2017-09-06,204673
2017-09-07,202664
2017-09-08,202664
2017-09-09,202664
2017-09-10,200733
2017-09-11,200733
2017-09-12,200733
2017-09-13,207210
2017-09-14,207210
2017-09-15,207210
2017-09-16,212774
2017-09-17,212774
2017-09-18,212774
2017-09-19,216341
2017-09-20,216341
2017-09-21,216341
2017-09-22,219934
2017-09-23,219934
2017-09-24,219934
2017-09-25,219934
2017-09-26,225089
2017-09-27,225089
2017-09-28,225089
2017-09-29,230742
2017-09-30,230742
2017-10-01,230742
2017-10-02,230742
2017-10-03,233446
2017-10-04,233446
2017-10-05,233446
2017-10-06,233446
2017-10-07,239162
2017-10-08,239162
2017-10-09,239162
2017-10-10,239474
2017-10-11,239474
2017-10-12,239474
2017-10-13,239474
2017-10-14,232091
2017-10-15,232091
2017-10-16,232091
2017-10-17,232091
2017-10-18,224606
2017-10-19,224606
2017-10-20,224606
2017-10-21,224606
2017-10-22,221045
2017-10-23,221045
2017-10-24,221045
2017-10-25,216844
2017-10-26,216844
2017-10-27,216844
2017-10-28,216844
2017-10-29,211829
2017-10-30,211829
2017-10-31,211829
2017-11-01,211829
2017-11-02,203916
2017-11-03,203916
2017-11-04,203916
2017-11-05,203916
2017-11-06,194275
2017-11-07,194275
2017-11-08,194275
2017-11-09,194275
2017-11-10,185968
2017-11-11,185968
2017-11-12,185968
2017-11-13,185968
2017-11-14,185993
2017-11-15,185993
2017-11-16,185993
2017-11-17,188681
2017-11-18,188681
2017-11-19,188681
2017-11-20,188681
2017-11-21,190272
2017-11-22,190272
2017-11-23,190272
2017-11-24,190272
2017-11-25,188959
2017-11-26,188959
2017-11-27,188959
2017-11-28,188959
2017-11-29,187885
2017-11-30,187885
2017-12-01,187885
2017-12-02,187885
2017-12-03,183697
2017-12-04,183697
2017-12-05,183697
2017-12-06,183697
2017-12-07,186169
2017-12-08,186169
2017-12-09,186169
2017-12-10,186169
2017-12-11,186143
2017-12-12,186143
2017-12-13,186143
2017-12-14,186143
2017-12-15,181803
2017-12-16,181803
2017-12-17,181803
2017-12-18,174647
2017-12-19,174647
2017-12-20,174647
2017-12-21,174647
2017-12-22,166871
2017-12-23,166871
2017-12-24,166871
2017-12-25,160730
2017-12-26,160730
2017-12-27,160730
2017-12-28,157794
2017-12-29,157794
2017-12-30,157794
2017-12-31,163066
2018-01-01,163066
2018-01-02,163066
2018-01-03,164718
2018-01-04,164718
2018-01-05,164718
2018-01-06,157575
2018-01-07,157575
2018-01-08,157575
2018-01-09,149932
2018-01-10,149932
2018-01-11,149932
2018-01-12,146784
2018-01-13,146784
2018-01-14,146784
2018-01-15,147602
2018-01-16,147602
2018-01-17,147602
2018-01-18,151303
2018-01-19,151303
2018-01-20,151303
2018-01-21,151303
2018-01-22,153649
2018-01-23,153649
2018-01-24,153913
2018-01-25,153913
2018-01-26,154636
2018-01-27,154636
2018-01-28,153568
2018-01-29,153568
2018-01-30,161247
2018-02-01,169010
2018-02-02,169010
2018-02-03,177461
2018-02-04,177461
2018-02-05,177461
2018-02-06,179533
2018-02-07,179533
2018-02-08,172563
2018-02-09,172563
2018-02-10,167415
2018-02-11,163344
2018-02-12,163344
2018-02-13,157723
2018-02-14,157723
2018-02-15,155850
2018-02-16,155850
2018-02-17,155379
2018-02-18,155379
2018-02-19,157544
2018-02-20,157544
2018-02-21,159593
2018-02-22,159593
2018-02-23,162295
2018-02-24,162295
2018-02-25,163516
2018-02-26,163516
2018-02-27,164426
2018-02-28,164426
2018-03-01,164426
2018-03-02,160145
2018-03-03,160145
2018-03-04,155297
2018-03-05,155297
2018-03-06,155349
2018-03-07,155349
2018-03-08,156262
2018-03-09,156262
2018-03-10,158865
2018-03-11,158865
2018-03-12,156232
2018-03-13,156232
2018-03-14,155984
2018-03-15,155984
2018-03-16,155984
2018-03-17,156471
2018-03-18,156471
2018-03-20,156344
2018-03-21,156344
2018-03-23,158977
2018-03-24,158977
2018-03-26,162372
2018-03-27,163193
2018-03-28,163193
2018-03-29,163031
2018-03-30,163031
2018-03-31,163818
2018-04-01,163818
2018-04-02,167963
2018-04-03,167963
2018-04-04,169753
2018-04-05,169753
2018-04-06,169753
2018-04-08,170608
2018-04-09,169334
2018-04-10,169334
2018-04-11,165483
2018-04-12,165483
2018-04-13,165483
2018-04-14,168160
2018-04-16,167204
2018-04-17,167204
2018-04-18,167204
2018-04-19,168540
2018-04-20,168540
2018-04-21,169140
2018-04-22,169140
2018-04-23,167580
2018-04-24,167580
2018-04-25,166479
2018-04-26,166479
2018-04-27,166479
2018-04-28,167698
2018-04-29,167698
2018-04-30,168492
2018-05-02,171451
2018-05-03,171451
2018-05-04,171451
2018-05-05,174363
2018-05-06,174363
2018-05-07,179794
2018-05-08,179794
2018-05-09,188056
2018-05-10,188056
2018-05-11,188056
2018-05-12,191276
2018-05-13,191276
2018-05-14,188161
2018-05-15,188161
2018-05-16,188161
2018-05-17,184657
2018-05-18,182298
2018-05-19,182298
2018-05-20,177432
2018-05-21,177432
2018-05-22,180242
2018-05-23,180242
2018-05-24,179769
2018-05-25,179769
2018-05-26,179140
2018-05-27,179140
2018-05-28,173233
2018-05-29,173233
2018-05-30,174795
2018-05-31,174795
2018-06-01,175354
2018-06-02,175354
2018-06-03,176569
2018-06-04,176569
2018-06-05,172887
2018-06-06,172887
2018-06-07,171019
2018-06-08,171019
2018-06-09,171019
2018-06-10,170920
2018-06-11,170920
2018-06-12,170920
2018-06-13,169726
2018-06-14,169726
2018-06-15,169726
2018-06-16,169387
2018-06-17,169387
2018-06-18,165732
2018-06-19,165732
2018-06-20,165732
2018-06-21,160557
2018-06-22,160557
2018-06-23,158447
2018-06-24,158447
2018-06-25,156682
2018-06-26,156682
2018-06-27,156682
2018-06-28,153465
2018-06-29,153465
2018-06-30,148218
2018-07-01,148218
2018-07-02,141834
2018-07-03,141834
2018-07-04,137048
2018-07-05,137048
2018-07-06,133921
2018-07-07,133921
2018-07-08,129488
2018-07-09,129488
2018-07-10,128050
2018-07-11,128050
2018-07-12,128050
2018-07-13,124498
2018-07-14,124010
2018-07-15,124010
2018-07-16,119810
2018-07-17,118969
2018-07-18,118969
2018-07-19,118274
2018-07-20,118274
2018-07-21,116678
2018-07-22,116678
2018-07-23,116162
2018-07-24,116162
2018-07-25,116682
2018-07-26,116682
2018-07-27,115177
2018-07-28,115177
2018-07-29,115373
2018-07-30,115373
2018-07-31,113786
2018-08-01,113786
2018-08-02,113568
2018-08-03,113568
2018-08-04,112808
2018-08-05,112808
2018-08-06,113073
2018-08-07,113073
2018-08-08,115813
2018-08-09,115813
2018-08-10,118992
2018-08-11,118992
2018-08-12,119121
2018-08-14,118829
2018-08-16,118589
2018-08-17,118589
2018-08-18,118459
2018-08-19,118459
2018-08-20,118358
2018-08-21,118358
2018-08-22,118816
2018-08-23,118816
2018-08-24,118072
2018-08-25,116345
2018-08-26,116345
2018-08-27,115000
2018-08-28,114462
2018-08-29,114462
2018-08-30,113352
2018-08-31,113352
2018-09-01,113346
2018-09-02,113346
2018-09-03,113124
2018-09-04,112520
2018-09-05,112520
2018-09-06,112420
2018-09-07,112934
2018-09-08,115515
2018-09-09,115515
2018-09-10,118856
2018-09-11,118856
2018-09-12,118856
2018-09-13,119053
2018-09-14,119053
2018-09-15,122197
2018-09-16,122197
2018-09-17,125198
2018-09-18,125198
2018-09-19,123483
2018-09-20,123483
2018-09-21,120453
2018-09-22,118110
2018-09-23,118110
2018-09-24,116741
2018-09-25,116741
2018-09-26,118551
2018-09-27,118551
2018-09-28,119117
2018-09-29,119117
2018-09-30,121295
2018-10-02,122921
2018-10-03,122921
2018-10-04,126242
2018-10-05,126242
2018-10-06,123933
2018-10-07,123933
2018-10-08,122951
2018-10-09,122951
2018-10-10,125884
2018-10-11,125884
2018-10-12,125703
2018-10-13,125703
2018-10-14,122716
2018-10-15,122716
2018-10-16,118464
2018-10-17,118464
2018-10-18,117024
2018-10-19,117024
2018-10-20,115713
2018-10-21,115713
2018-10-22,114956
2018-10-23,114956
2018-10-24,118768
2018-10-25,118768
2018-10-26,119843
2018-10-27,119843
2018-10-28,118434
2018-10-29,118434
2018-10-30,118390
2018-10-31,118650
2018-11-01,119965
2018-11-03,123185
2018-11-04,122779
2018-11-05,123297
2018-11-06,125763
2018-11-07,131489
2018-11-08,137589
2018-11-09,143811
2018-11-10,151002
2018-11-11,158010
2018-11-12,164684
2018-11-13,171282
2018-11-14,177251
2018-11-15,186109
2018-11-16,190782
2018-11-17,189587
2018-11-18,193054
2018-11-19,193054
2018-11-20,186193
2018-11-21,186193
2018-11-22,180388
2018-11-23,174136
2018-11-24,169833
2018-11-25,169779
2018-11-26,169779
2018-11-27,170320
2018-11-28,169812
2018-11-29,166560
2018-12-01,153844
2018-12-02,146169
2018-12-03,146169
2018-12-04,138893
2018-12-05,131948
2018-12-07,127331
2018-12-09,127065
2018-12-10,125902
2018-12-11,122671
2018-12-12,120472
2018-12-13,121833
2018-12-14,118901
2018-12-15,118901
2018-12-16,118294
2018-12-17,118294
2018-12-18,119486
2018-12-19,119486
2018-12-20,119682
2018-12-21,122162
2018-12-22,122162
2018-12-23,120067
2018-12-24,117666
2018-12-25,117666
2018-12-26,115740
2018-12-27,115950
2018-12-28,115950
2018-12-29,117690
2018-12-30,117690
2018-12-31,116373
2019-01-01,116373
2019-01-02,114380
2019-01-03,114380
2019-01-04,113377
2019-01-05,113273
2019-01-06,115009
2019-01-08,115075
2019-01-10,115957
2019-01-11,115957
2019-01-12,115837
