date_obj,Wooden%20shield%20(g) price
2019-01-13,116266
2019-01-14,117272
2019-01-15,113451
2019-01-16,113451
2019-01-17,110550
2019-01-18,108550
2019-01-19,110724
2019-01-20,108020
2019-01-21,108020
2019-01-22,107471
2019-01-23,107732
2019-01-24,111192
2019-01-25,115390
2019-01-26,115390
2019-01-27,120479
2019-01-28,125700
2019-01-29,131174
2019-01-30,135516
2019-01-31,135516
2019-02-01,138640
2019-02-02,138640
2019-02-03,133196
2019-02-04,133196
2019-02-05,126560
2019-02-06,126560
2019-02-07,120624
2019-02-08,115763
2019-02-09,113948
2019-02-10,113948
2019-02-11,111067
2019-02-12,111067
2019-02-13,108463
2019-02-14,108463
2019-02-15,106040
2019-02-16,103666
2019-02-17,103666
2019-02-18,102529
2019-02-19,102529
2019-02-20,100373
2019-02-21,99743
2019-02-22,99743
2019-02-23,99843
2019-02-24,99918
2019-02-25,100300
2019-02-26,100300
2019-02-27,98212
2019-02-28,98212
2019-03-01,98347
2019-03-02,98268
2019-03-03,95545
2019-03-04,93937
2019-03-05,93936
2019-03-06,93495
2019-03-07,93495
2019-03-08,94604
2019-03-09,94604
2019-03-10,94878
2019-03-11,94878
2019-03-12,92830
2019-03-13,92830
2019-03-14,89842
2019-03-15,89842
2019-03-16,88806
2019-03-17,88757
2019-03-18,88757
2019-03-19,88471
2019-03-20,88746
2019-03-21,88832
2019-03-22,88832
2019-03-23,88029
2019-03-24,86975
2019-03-25,86975
2019-03-26,87052
2019-03-27,87052
2019-03-28,85975
2019-03-29,86531
2019-03-30,86531
2019-03-31,86480
2019-04-01,85527
2019-04-02,85527
2019-04-03,85523
2019-04-04,85523
2019-04-05,85642
2019-04-06,85642
2019-04-07,86459
2019-04-08,86423
2019-04-09,86423
2019-04-10,85459
2019-04-11,82840
2019-04-12,81331
2019-04-13,79975
2019-04-14,79209
2019-04-15,77078
2019-04-16,74028
2019-04-17,71516
2019-04-18,68162
2019-04-19,65616
2019-04-20,63842
2019-04-21,63842
2019-04-22,63546
2019-04-23,60907
2019-04-24,58595
2019-04-25,55665
2019-04-26,53445
2019-04-27,52272
2019-04-28,50198
2019-04-29,49534
2019-04-30,48774
2019-05-01,48774
2019-05-02,46378
2019-05-03,44862
2019-05-04,44313
2019-05-05,44313
2019-05-06,44867
2019-05-07,45584
2019-05-08,45348
2019-05-09,45348
2019-05-10,45242
2019-05-11,45242
2019-05-12,44746
2019-05-13,45084
2019-05-14,45142
2019-05-15,45142
2019-05-16,44341
2019-05-17,44341
2019-05-18,44709
2019-05-19,44709
2019-05-20,44909
2019-05-21,44909
2019-05-22,44954
2019-05-23,45292
2019-05-24,45292
2019-05-25,45928
2019-05-26,45928
2019-05-27,46286
2019-05-28,46524
2019-05-29,48130
2019-05-30,48130
2019-05-31,50460
2019-06-01,50460
2019-06-02,50374
2019-06-03,50374
2019-06-04,50102
2019-06-05,49252
2019-06-06,49354
2019-06-07,51121
2019-06-08,53146
2019-06-09,55804
2019-06-10,55804
2019-06-11,58595
2019-06-12,61391
2019-06-13,63967
2019-06-14,67005
2019-06-15,67005
2019-06-16,67814
2019-06-17,67814
2019-06-18,68209
2019-06-19,68209
2019-06-20,67190
2019-06-21,67190
2019-06-22,67927
2019-06-23,70616
2019-06-24,70616
2019-06-25,73595
2019-06-26,73595
2019-06-27,77067
2019-06-28,77067
2019-06-29,80801
2019-06-30,84153
2019-07-01,84153
2019-07-02,87067
2019-07-03,87067
2019-07-04,89640
2019-07-05,89640
2019-07-06,92403
2019-07-07,92403
2019-07-08,96759
2019-07-09,100750
2019-07-10,100750
2019-07-11,105767
2019-07-12,109104
2019-07-13,109104
2019-07-14,112639
2019-07-15,112639
2019-07-16,115710
2019-07-17,119019
2019-07-18,119019
2019-07-19,124293
2019-07-20,124293
2019-07-21,130470
2019-07-22,130470
2019-07-23,136115
2019-07-24,136115
2019-07-25,142744
2019-07-26,142744
2019-07-27,145308
2019-07-28,145308
2019-07-29,138763
2019-07-30,133011
2019-07-31,133011
2019-08-01,129237
2019-08-02,129237
2019-08-03,124240
2019-08-04,124240
2019-08-05,119015
2019-08-06,119015
2019-08-07,113988
2019-08-08,113988
2019-08-09,109291
2019-08-10,104877
2019-08-11,104877
2019-08-12,101541
2019-08-13,101541
2019-08-14,99685
2019-08-15,99685
2019-08-16,95860
2019-08-17,95860
2019-08-18,91067
2019-08-19,86772
2019-08-20,86772
2019-08-21,82433
2019-08-22,79177
2019-08-23,79177
2019-08-24,75965
2019-08-24,75965
2019-08-25,75965
2019-08-25,75965
2019-08-26,72176
2019-08-26,72176
2019-08-27,68904
2019-08-27,68904
2019-08-28,65829
2019-08-29,65829
2019-08-30,62537
2019-08-31,62537
2019-09-01,59410
2019-09-02,59410
2019-09-03,56586
2019-09-04,56586
2019-09-05,54338
2019-09-06,54338
2019-09-07,53743
2019-09-08,53336
2019-09-09,53336
2019-09-10,55182
2019-09-11,57084
2019-09-12,57084
2019-09-13,59524
2019-09-14,59524
2019-09-15,60887
2019-09-16,63219
2019-09-17,63219
2019-09-18,65970
2019-09-19,65970
2019-09-20,69269
2019-09-21,71648
2019-09-22,71648
2019-09-23,75221
2019-09-24,75221
2019-09-25,76794
2019-09-26,76794
2019-09-27,75793
2019-09-28,75793
2019-09-29,74852
2019-09-30,74852
2019-10-01,72583
2019-10-02,72583
2019-10-03,71076
2019-10-04,71076
2019-10-05,70655
2019-10-06,70386
2019-10-07,70386
2019-10-08,68648
2019-10-09,68648
2019-10-10,67507
2019-10-11,67507
2019-10-12,66462
2019-10-13,66240
2019-10-14,66240
2019-10-15,66136
2019-10-16,66136
2019-10-17,65836
2019-10-18,65836
2019-10-19,65774
2019-10-20,65774
2019-10-21,65453
2019-10-22,65453
2019-10-23,66202
2019-10-24,66202
2019-10-25,67453
2019-10-26,67453
2019-10-27,68914
2019-10-28,68914
2019-10-29,69711
2019-10-30,69711
2019-10-31,70344
2019-11-01,70344
2019-11-02,72060
2019-11-03,72060
2019-11-04,71995
2019-11-05,71995
2019-11-06,71995
2019-11-07,71411
2019-11-08,71411
2019-11-09,70433
2019-11-10,70433
2019-11-11,71187
2019-11-12,71187
2019-11-13,74323
2019-11-14,74323
2019-11-15,77819
2019-11-16,77202
2019-11-17,77202
2019-11-18,78504
2019-11-19,78504
2019-11-20,80172
2019-11-21,80172
2019-11-22,81016
2019-11-23,81016
2019-11-24,81620
2019-11-25,81620
2019-11-26,82990
2019-11-27,82990
2019-11-28,85778
2019-11-29,85778
2019-11-30,85599
2019-12-01,85599
2019-12-02,86777
2019-12-03,86777
2019-12-04,89885
2019-12-05,89885
2019-12-06,91480
2019-12-07,91480
2019-12-08,94425
2019-12-09,94425
2019-12-10,96101
2019-12-11,96101
2019-12-12,95453
2019-12-13,95453
2019-12-14,98679
2019-12-15,103289
2019-12-16,103289
2019-12-17,105050
2019-12-18,105050
2019-12-19,104653
2019-12-20,104653
2019-12-21,105836
2019-12-22,106627
2019-12-23,106627
2019-12-24,107088
2019-12-25,107088
2019-12-26,108138
2019-12-27,108138
2019-12-28,106653
2019-12-29,106653
2019-12-30,106349
2019-12-31,106349
2020-01-01,106943
2020-01-02,106943
2020-01-03,104984
2020-01-04,104984
2020-01-05,103276
2020-01-06,103276
2020-01-07,100442
2020-01-08,100442
2020-01-09,98929
2020-01-10,98929
2020-01-11,97285
2020-01-12,97285
2020-01-13,96249
2020-01-14,96249
2020-01-15,96214
2020-01-16,96214
2020-01-17,95369
2020-01-18,95369
2020-01-19,98387
2020-01-20,98387
2020-01-21,102252
2020-01-22,107290
2020-01-23,111072
2020-01-24,111072
2020-01-25,110016
2020-01-26,108531
2020-01-27,108531
2020-01-28,106721
2020-01-29,106721
2020-01-30,106673
2020-01-31,106673
2020-02-01,109477
2020-02-02,105763
2020-02-03,105763
2020-02-04,100474
2020-02-05,100474
2020-02-06,98274
2020-02-07,98274
2020-02-08,94801
2020-02-09,94801
2020-02-10,91408
2020-02-11,91408
2020-02-12,90511
2020-02-13,90511
2020-02-14,91030
2020-02-15,91030
2020-02-16,89914
2020-02-17,90348
2020-02-18,90348
2020-02-19,90201
2020-02-20,90201
2020-02-21,90030
2020-02-22,91029
2020-02-23,91029
2020-02-24,91438
2020-02-25,91438
2020-02-26,91061
2020-02-27,91061
2020-02-28,91939
2020-02-29,91939
2020-03-01,93797
2020-03-02,93797
2020-03-03,94852
2020-03-04,94852
2020-03-05,97165
2020-03-06,97165
2020-03-07,100513
2020-03-08,100513
2020-03-09,103219
2020-03-10,103219
2020-03-11,106555
2020-03-12,106555
2020-03-13,105473
2020-03-14,105473
2020-03-15,105282
2020-03-16,105282
2020-03-17,104559
2020-03-18,104559
2020-03-19,100327
2020-03-20,98245
2020-03-21,98245
2020-03-22,101090
2020-03-23,101090
2020-03-24,105129
2020-03-25,105129
2020-03-26,109996
2020-03-27,109996
2020-03-28,112683
2020-03-29,113676
2020-03-30,109246
2020-03-31,109246
2020-04-01,105072
2020-04-02,101024
2020-04-03,101024
2020-04-04,97145
2020-04-05,97145
2020-04-06,92398
2020-04-07,88368
2020-04-08,84338
2020-04-09,83857
2020-04-10,83857
2020-04-11,84652
2020-04-12,83328
2020-04-13,83328
2020-04-14,81588
2020-04-15,82705
2020-04-16,82705
2020-04-17,82524
2020-04-18,81886
2020-04-19,80946
2020-04-20,81100
2020-04-21,81100
2020-04-22,80297
2020-04-23,80297
2020-04-24,78759
2020-04-25,78759
2020-04-26,75496
2020-04-27,71721
2020-04-28,68134
2020-04-29,68134
2020-04-30,65014
2020-05-01,65014
2020-05-02,63700
2020-05-03,61997
2020-05-04,61997
2020-05-05,60704
2020-05-06,60518
2020-05-07,60518
2020-05-08,58667
2020-05-09,59029
2020-05-10,58571
2020-05-11,58571
2020-05-12,58158
2020-05-13,58031
