date_obj,Ring%20of%20stone price
2018-11-26,2947650
2018-11-27,2947650
2018-11-28,2947650
2018-11-29,2947650
2018-12-01,2836518
2018-12-02,2836518
2018-12-03,2836518
2018-12-04,2836518
2018-12-05,2836518
2018-12-07,2837138
2018-12-09,2837138
2018-12-10,2837138
2018-12-11,2747374
2018-12-12,2747374
2018-12-13,2747374
2018-12-14,2747374
2018-12-15,2747374
2018-12-16,2682778
2018-12-17,2682778
2018-12-18,2682778
2018-12-19,2682778
2018-12-20,2682778
2018-12-21,2682778
2018-12-22,2658452
2018-12-23,2658452
2018-12-24,2658452
2018-12-25,2767446
2018-12-26,2767446
2018-12-27,2767446
2018-12-28,2767446
2018-12-29,2861513
2018-12-30,2861513
2018-12-31,2861513
2019-01-01,2861513
2019-01-02,2933569
2019-01-03,2933569
2019-01-04,2933569
2019-01-05,2933569
2019-01-06,2824219
2019-01-08,2824219
2019-01-10,2824219
2019-01-11,2762116
2019-01-12,2762116
2019-01-13,2762116
2019-01-14,2762116
2019-01-15,2629042
2019-01-16,2629042
2019-01-17,2629042
2019-01-18,2629042
2019-01-19,2497589
2019-01-20,2497589
2019-01-21,2497589
2019-01-22,2497589
2019-01-23,2372709
2019-01-24,2372709
2019-01-25,2372709
2019-01-26,2254812
2019-01-27,2254812
2019-01-28,2254812
2019-01-29,2254812
2019-01-30,2188283
2019-01-31,2188283
2019-02-01,2188283
2019-02-02,2188283
2019-02-03,2108755
2019-02-04,2108755
2019-02-05,2108755
2019-02-06,2108755
2019-02-07,2108755
2019-02-08,2035368
2019-02-09,2035368
2019-02-10,2035368
2019-02-11,2035368
2019-02-12,1947870
2019-02-13,1947870
2019-02-14,1947870
2019-02-15,1947870
2019-02-16,1932960
2019-02-17,1932960
2019-02-18,1932960
2019-02-19,1932960
2019-02-20,1944390
2019-02-21,1944390
2019-02-22,1944390
2019-02-23,1977808
2019-02-24,1977808
2019-02-25,1977808
2019-02-26,2048572
2019-02-27,2048572
2019-02-28,2048572
2019-03-01,2048572
2019-03-02,2117718
2019-03-03,2117718
2019-03-04,2117718
2019-03-05,2117718
2019-03-06,2106800
2019-03-07,2106800
2019-03-08,2106800
2019-03-09,2106800
2019-03-10,2106800
2019-03-11,2141641
2019-03-12,2141641
2019-03-13,2141641
2019-03-14,2141641
2019-03-15,2141641
2019-03-16,2137782
2019-03-17,2137782
2019-03-18,2137782
2019-03-19,2137782
2019-03-20,2137782
2019-03-21,2165776
2019-03-22,2165776
2019-03-23,2165776
2019-03-24,2165776
2019-03-25,2238162
2019-03-26,2238162
2019-03-27,2238162
2019-03-28,2238162
2019-03-29,2206934
2019-03-30,2206934
2019-03-31,2206934
2019-04-01,2206934
2019-04-02,2206934
2019-04-03,2178247
2019-04-04,2178247
2019-04-05,2178247
2019-04-06,2178247
2019-04-07,2131278
2019-04-08,2131278
2019-04-09,2131278
2019-04-10,2131278
2019-04-11,2217227
2019-04-12,2217227
2019-04-13,2217227
2019-04-14,2264218
2019-04-15,2264218
2019-04-16,2264218
2019-04-17,2264218
2019-04-18,2264218
2019-04-19,2264218
2019-04-20,2348943
2019-04-21,2348943
2019-04-22,2348943
2019-04-23,2348943
2019-04-24,2348943
2019-04-25,2269375
2019-04-26,2269375
2019-04-27,2269375
2019-04-28,2269375
2019-04-29,2269375
2019-04-30,2269375
2019-05-01,2189625
2019-05-02,2189625
2019-05-03,2189625
2019-05-04,2189625
2019-05-05,2210560
2019-05-06,2210560
2019-05-07,2210560
2019-05-08,2210560
2019-05-09,2210560
2019-05-10,2210560
2019-05-11,2272438
2019-05-12,2272438
2019-05-13,2272438
2019-05-14,2272438
2019-05-15,2272438
2019-05-16,2224008
2019-05-17,2224008
2019-05-18,2224008
2019-05-19,2224008
2019-05-20,2224008
2019-05-21,2224008
2019-05-22,2164493
2019-05-23,2164493
2019-05-24,2164493
2019-05-25,2164493
2019-05-26,2164493
2019-05-27,2164493
2019-05-28,2108757
2019-05-29,2108757
2019-05-30,2108757
2019-05-31,2108757
2019-06-01,2108757
2019-06-02,2108757
2019-06-03,2021891
2019-06-04,2021891
2019-06-05,2021891
2019-06-06,2021891
2019-06-07,2021891
2019-06-08,2021891
2019-06-09,1954311
2019-06-10,1954311
2019-06-11,1954311
2019-06-12,1954311
2019-06-13,1954311
2019-06-14,1954311
2019-06-15,1954311
2019-06-16,1919958
2019-06-17,1919958
2019-06-18,1919958
2019-06-19,1919958
2019-06-20,1919958
2019-06-21,1929728
2019-06-22,1929728
2019-06-23,1929728
2019-06-24,1929728
2019-06-25,1929728
2019-06-26,1929728
2019-06-27,1949341
2019-06-28,1949341
2019-06-29,1949341
2019-06-30,1949341
2019-07-01,1949341
2019-07-02,1949341
2019-07-03,1934850
2019-07-04,1934850
2019-07-05,1934850
2019-07-06,1934850
2019-07-07,1934850
2019-07-08,1934850
2019-07-09,1958276
2019-07-10,1958276
2019-07-11,1958276
2019-07-12,1958276
2019-07-13,1958276
2019-07-14,2011821
2019-07-15,2011821
2019-07-16,2011821
2019-07-17,2011821
2019-07-18,2011821
2019-07-19,2011821
2019-07-20,2100733
2019-07-21,2100733
2019-07-22,2100733
2019-07-23,2100733
2019-07-24,2100733
2019-07-25,2100733
2019-07-26,2100733
2019-07-27,2187636
2019-07-28,2187636
2019-07-29,2187636
2019-07-30,2187636
2019-07-31,2282763
2019-08-01,2282763
2019-08-02,2282763
2019-08-03,2282763
2019-08-04,2282763
2019-08-05,2282763
2019-08-06,2342181
2019-08-07,2342181
2019-08-08,2342181
2019-08-09,2342181
2019-08-10,2342181
2019-08-11,2342181
2019-08-12,2262693
2019-08-13,2262693
2019-08-14,2262693
2019-08-15,2262693
2019-08-16,2262693
2019-08-17,2156657
2019-08-18,2156657
2019-08-19,2156657
2019-08-20,2052742
2019-08-21,2052742
2019-08-22,2052742
2019-08-23,2052742
2019-08-24,1950104
2019-08-24,1950104
2019-08-25,1950104
2019-08-25,1950104
2019-08-26,1950104
2019-08-26,1950104
2019-08-27,1950104
2019-08-27,1950104
2019-08-28,1855970
2019-08-29,1855970
2019-08-30,1855970
2019-08-31,1855970
2019-09-01,1768417
2019-09-02,1768417
2019-09-03,1768417
2019-09-04,1844311
2019-09-05,1844311
2019-09-06,1844311
2019-09-07,1844311
2019-09-08,1931880
2019-09-09,1931880
2019-09-10,1931880
2019-09-11,1931880
2019-09-12,1966994
2019-09-13,1966994
2019-09-14,1966994
2019-09-15,1966994
2019-09-16,1868644
2019-09-17,1868644
2019-09-18,1868644
2019-09-19,1868644
2019-09-20,1868644
2019-09-21,1781704
2019-09-22,1781704
2019-09-23,1781704
2019-09-24,1781704
2019-09-25,1781704
2019-09-26,1698134
2019-09-27,1698134
2019-09-28,1698134
2019-09-29,1698134
2019-09-30,1698134
2019-10-01,1698134
2019-10-02,1636035
2019-10-03,1636035
2019-10-04,1636035
2019-10-05,1636035
2019-10-06,1636035
2019-10-07,1588510
2019-10-08,1588510
2019-10-09,1588510
2019-10-10,1588510
2019-10-11,1588510
2019-10-12,1588510
2019-10-13,1535803
2019-10-14,1535803
2019-10-15,1535803
2019-10-16,1535803
2019-10-17,1535803
2019-10-18,1492587
2019-10-19,1492587
2019-10-20,1492587
2019-10-21,1492587
2019-10-22,1492587
2019-10-23,1491307
2019-10-24,1491307
2019-10-25,1491307
2019-10-26,1491307
2019-10-27,1491307
2019-10-28,1453853
2019-10-29,1453853
2019-10-30,1453853
2019-10-31,1453853
2019-11-01,1453853
2019-11-02,1453853
2019-11-03,1423395
2019-11-04,1423395
2019-11-05,1423395
2019-11-06,1423395
2019-11-07,1423395
2019-11-08,1423395
2019-11-09,1363390
2019-11-10,1363390
2019-11-11,1363390
2019-11-12,1363390
2019-11-13,1363390
2019-11-14,1306563
2019-11-15,1306563
2019-11-16,1306563
2019-11-17,1306563
2019-11-18,1279589
2019-11-19,1279589
2019-11-20,1279589
2019-11-21,1279589
2019-11-22,1279589
2019-11-23,1221917
2019-11-24,1221917
2019-11-25,1221917
2019-11-26,1221917
2019-11-27,1221917
2019-11-28,1172449
2019-11-29,1172449
2019-11-30,1172449
2019-12-01,1172449
2019-12-02,1172449
2019-12-03,1140953
2019-12-04,1140953
2019-12-05,1140953
2019-12-06,1140953
2019-12-07,1140953
2019-12-08,1103424
2019-12-09,1103424
2019-12-10,1103424
2019-12-11,1103424
2019-12-12,1103424
2019-12-13,1062517
2019-12-14,1062517
2019-12-15,1062517
2019-12-16,1062517
2019-12-17,1031327
2019-12-18,1031327
2019-12-19,1031327
2019-12-20,1031327
2019-12-21,1031327
2019-12-22,1047018
2019-12-23,1047018
2019-12-24,1047018
2019-12-25,1047018
2019-12-26,1047018
2019-12-27,1054715
2019-12-28,1054715
2019-12-29,1054715
2019-12-30,1054715
2019-12-31,1012938
2020-01-01,1012938
2020-01-02,1012938
2020-01-03,1012938
2020-01-04,964601
2020-01-05,964601
2020-01-06,964601
2020-01-07,964601
2020-01-08,959463
2020-01-09,959463
2020-01-10,959463
2020-01-11,959463
2020-01-12,970087
2020-01-13,970087
2020-01-14,970087
2020-01-15,970087
2020-01-16,970087
2020-01-17,936863
2020-01-18,936863
2020-01-19,936863
2020-01-20,936863
2020-01-21,936863
2020-01-22,914825
2020-01-23,914825
2020-01-24,914825
2020-01-25,914825
2020-01-26,919000
2020-01-27,919000
2020-01-28,919000
2020-01-29,946524
2020-01-30,946524
2020-01-31,946524
2020-02-01,992654
2020-02-02,992654
2020-02-03,992654
2020-02-04,1039437
2020-02-05,1039437
2020-02-06,1039437
2020-02-07,1039437
2020-02-08,1007322
2020-02-09,1007322
2020-02-10,1007322
2020-02-11,1007322
2020-02-12,966029
2020-02-13,966029
2020-02-14,966029
2020-02-15,1008112
2020-02-16,1008112
2020-02-17,1008112
2020-02-18,1008112
2020-02-19,988059
2020-02-20,988059
2020-02-21,988059
2020-02-22,988059
2020-02-23,938998
2020-02-24,938998
2020-02-25,938998
2020-02-26,938998
2020-02-27,912147
2020-02-28,912147
2020-02-29,912147
2020-03-01,912147
2020-03-02,910326
2020-03-03,910326
2020-03-04,910326
2020-03-05,910326
2020-03-06,931081
2020-03-07,931081
2020-03-08,931081
2020-03-09,931081
2020-03-10,972128
2020-03-11,972128
2020-03-12,972128
2020-03-13,972128
2020-03-14,972128
2020-03-15,1000942
2020-03-16,1000942
2020-03-17,1000942
2020-03-18,1000942
2020-03-19,1000942
2020-03-20,1033443
2020-03-21,1033443
2020-03-22,1033443
2020-03-23,1048258
2020-03-24,1048258
2020-03-25,1048258
2020-03-26,1012299
2020-03-27,1012299
2020-03-28,1012299
2020-03-29,1016110
2020-03-30,1016110
2020-03-31,1016110
2020-04-01,1016110
2020-04-02,1008930
2020-04-03,1008930
2020-04-04,1008930
2020-04-05,1008930
2020-04-06,1022680
2020-04-07,1022680
2020-04-08,1022680
2020-04-09,1046334
2020-04-10,1046334
2020-04-11,1046334
2020-04-12,1046334
2020-04-13,1051597
2020-04-14,1051597
2020-04-15,1051597
2020-04-16,1008018
2020-04-17,1008018
2020-04-18,1008018
2020-04-19,1036861
2020-04-20,1036861
2020-04-21,1036861
2020-04-22,1039820
2020-04-23,1039820
2020-04-24,1039820
2020-04-25,1039820
2020-04-26,1023896
2020-04-27,1023896
2020-04-28,1023896
2020-04-29,1023896
2020-04-30,1031252
2020-05-01,1031252
2020-05-02,1031252
2020-05-03,1031252
2020-05-04,1019436
2020-05-05,1019436
2020-05-06,1019436
2020-05-07,1019436
2020-05-08,1030853
2020-05-09,1030853
2020-05-10,1030853
2020-05-11,1030853
2020-05-12,1030853
2020-05-13,1057935
