date_obj,Black%20d'hide%20vambraces price
2019-03-23,2373
2019-03-24,2432
2019-03-25,2456
2019-03-26,2429
2019-03-27,2450
2019-03-28,2419
2019-03-29,2343
2019-03-30,2337
2019-03-31,2306
2019-04-01,2337
2019-04-02,2344
2019-04-03,2363
2019-04-04,2373
2019-04-05,2409
2019-04-06,2433
2019-04-07,2443
2019-04-08,2474
2019-04-09,2496
2019-04-10,2487
2019-04-11,2474
2019-04-12,2496
2019-04-13,2463
2019-04-14,2440
2019-04-15,2427
2019-04-16,2401
2019-04-17,2378
2019-04-18,2381
2019-04-19,2383
2019-04-20,2400
2019-04-21,2402
2019-04-22,2380
2019-04-23,2422
2019-04-24,2423
2019-04-25,2460
2019-04-26,2411
2019-04-27,2416
2019-04-28,2398
2019-04-29,2413
2019-04-30,2440
2019-05-01,2427
2019-05-02,2396
2019-05-03,2400
2019-05-04,2380
2019-05-05,2413
2019-05-06,2411
2019-05-07,2396
2019-05-08,2397
2019-05-09,2376
2019-05-10,2411
2019-05-11,2414
2019-05-12,2358
2019-05-13,2411
2019-05-14,2458
2019-05-15,2402
2019-05-16,2459
2019-05-17,2500
2019-05-18,2561
2019-05-19,2553
2019-05-20,2540
2019-05-21,2474
2019-05-22,2457
2019-05-23,2453
2019-05-24,2451
2019-05-25,2461
2019-05-26,2448
2019-05-27,2433
2019-05-28,2358
2019-05-29,2345
2019-05-30,2372
2019-05-31,2347
2019-06-01,2387
2019-06-02,2382
2019-06-03,2393
2019-06-04,2386
2019-06-05,2379
2019-06-06,2430
2019-06-07,2426
2019-06-08,2399
2019-06-09,2401
2019-06-10,2405
2019-06-11,2399
2019-06-12,2318
2019-06-13,2351
2019-06-14,2367
2019-06-15,2384
2019-06-16,2397
2019-06-17,2319
2019-06-18,2319
2019-06-19,2374
2019-06-20,2433
2019-06-21,2443
2019-06-22,2466
2019-06-23,2441
2019-06-24,2480
2019-06-25,2523
2019-06-26,2518
2019-06-27,2475
2019-06-28,2419
2019-06-29,2425
2019-06-30,2427
2019-07-01,2367
2019-07-02,2357
2019-07-03,2344
2019-07-04,2368
2019-07-05,2385
2019-07-06,2417
2019-07-07,2406
2019-07-08,2385
2019-07-09,2326
2019-07-10,2303
2019-07-11,2306
2019-07-12,2279
2019-07-13,2262
2019-07-14,2260
2019-07-15,2335
2019-07-16,2343
2019-07-17,2342
2019-07-18,2296
2019-07-19,2370
2019-07-20,2348
2019-07-21,2365
2019-07-22,2430
2019-07-23,2421
2019-07-24,2456
2019-07-25,2434
2019-07-26,2355
2019-07-27,2358
2019-07-28,2360
2019-07-29,2377
2019-07-30,2429
2019-07-31,2448
2019-08-01,2481
2019-08-02,2465
2019-08-03,2430
2019-08-04,2412
2019-08-05,2420
2019-08-06,2311
2019-08-07,2342
2019-08-08,2396
2019-08-09,2426
2019-08-10,2462
2019-08-11,2411
2019-08-12,2335
2019-08-13,2275
2019-08-14,2269
2019-08-15,2226
2019-08-16,2235
2019-08-17,2144
2019-08-18,2191
2019-08-19,2241
2019-08-20,2245
2019-08-21,2258
2019-08-22,2311
2019-08-23,2242
2019-08-24,2309
2019-08-24,2309
2019-08-25,2273
2019-08-25,2273
2019-08-26,2266
2019-08-27,2303
2019-08-27,2303
2019-08-28,2322
2019-08-29,2350
2019-08-30,2386
2019-08-31,2414
2019-09-01,2457
2019-09-02,2462
2019-09-03,2490
2019-09-04,2519
2019-09-05,2488
2019-09-06,2386
2019-09-07,2347
2019-09-08,2290
2019-09-09,2345
2019-09-10,2328
2019-09-11,2328
2019-09-12,2329
2019-09-13,2295
2019-09-14,2270
2019-09-15,2235
2019-09-16,2296
2019-09-17,2373
2019-09-18,2438
2019-09-19,2428
2019-09-20,2429
2019-09-21,2460
2019-09-22,2390
2019-09-23,2408
2019-09-24,2311
2019-09-25,2333
2019-09-26,2317
2019-09-27,2295
2019-09-28,2275
2019-09-29,2323
2019-09-30,2283
2019-10-01,2329
2019-10-02,2370
2019-10-03,2400
2019-10-04,2363
2019-10-05,2408
2019-10-06,2387
2019-10-07,2407
2019-10-08,2409
2019-10-09,2416
2019-10-10,2407
2019-10-11,2370
2019-10-12,2296
2019-10-13,2316
2019-10-14,2338
2019-10-15,2247
2019-10-16,2305
2019-10-17,2293
2019-10-18,2314
2019-10-19,2331
2019-10-20,2344
2019-10-21,2355
2019-10-22,2352
2019-10-23,2365
2019-10-24,2353
2019-10-25,2334
2019-10-26,2351
2019-10-27,2333
2019-10-28,2323
2019-10-29,2312
2019-10-30,2322
2019-10-31,2365
2019-11-01,2346
2019-11-02,2374
2019-11-03,2360
2019-11-04,2363
2019-11-05,2351
2019-11-06,2346
2019-11-07,2364
2019-11-08,2311
2019-11-09,2278
2019-11-10,2260
2019-11-11,2308
2019-11-12,2347
2019-11-13,2311
2019-11-14,2344
2019-11-15,2353
2019-11-16,2320
2019-11-17,2328
2019-11-18,2308
2019-11-19,2310
2019-11-20,2328
2019-11-21,2336
2019-11-22,2351
2019-11-23,2358
2019-11-24,2321
2019-11-25,2338
2019-11-26,2336
2019-11-27,2341
2019-11-28,2355
2019-11-29,2341
2019-11-30,2317
2019-12-01,2281
2019-12-02,2238
2019-12-03,2271
2019-12-04,2304
2019-12-05,2276
2019-12-06,2322
2019-12-07,2330
2019-12-08,2308
2019-12-09,2273
2019-12-10,2281
2019-12-11,2252
2019-12-12,2264
2019-12-13,2257
2019-12-14,2260
2019-12-15,2271
2019-12-16,2291
2019-12-17,2293
2019-12-18,2250
2019-12-19,2269
2019-12-20,2268
2019-12-21,2227
2019-12-22,2255
2019-12-23,2211
2019-12-24,2253
2019-12-25,2286
2019-12-26,2286
2019-12-27,2275
2019-12-28,2264
2019-12-29,2213
2019-12-30,2252
2019-12-31,2255
2020-01-01,2263
2020-01-02,2316
2020-01-03,2323
2020-01-04,2281
2020-01-05,2306
2020-01-06,2290
2020-01-07,2279
2020-01-08,2287
2020-01-09,2307
2020-01-10,2350
2020-01-11,2375
2020-01-12,2386
2020-01-13,2428
2020-01-14,2458
2020-01-15,2491
2020-01-16,2480
2020-01-17,2476
2020-01-18,2480
2020-01-19,2466
2020-01-20,2530
2020-01-21,2497
2020-01-22,2431
2020-01-23,2425
2020-01-24,2372
2020-01-25,2297
2020-01-26,2249
2020-01-27,2216
2020-01-28,2258
2020-01-29,2272
2020-01-30,2256
2020-01-31,2302
2020-02-01,2254
2020-02-02,2235
2020-02-03,2255
2020-02-04,2290
2020-02-05,2269
2020-02-06,2279
2020-02-07,2239
2020-02-08,2253
2020-02-09,2226
2020-02-10,2292
2020-02-11,2330
2020-02-12,2342
2020-02-13,2350
2020-02-14,2329
2020-02-15,2273
2020-02-16,2250
2020-02-17,2172
2020-02-18,2205
2020-02-19,2184
2020-02-20,2233
2020-02-21,2271
2020-02-22,2200
2020-02-23,2200
2020-02-24,2229
2020-02-25,2240
2020-02-26,2234
2020-02-27,2232
2020-02-28,2216
2020-02-29,2218
2020-03-01,2200
2020-03-02,2195
2020-03-03,2206
2020-03-04,2214
2020-03-05,2201
2020-03-06,2228
2020-03-07,2265
2020-03-08,2262
2020-03-09,2252
2020-03-10,2255
2020-03-11,2298
2020-03-12,2277
2020-03-13,2264
2020-03-14,2238
2020-03-15,2271
2020-03-16,2292
2020-03-17,2281
2020-03-18,2286
2020-03-19,2264
2020-03-20,2279
2020-03-21,2286
2020-03-22,2297
2020-03-23,2325
2020-03-24,2323
2020-03-25,2339
2020-03-26,2304
2020-03-27,2322
2020-03-28,2247
2020-03-29,2218
2020-03-30,2248
2020-03-31,2284
2020-04-01,2296
2020-04-02,2264
2020-04-03,2238
2020-04-04,2231
2020-04-05,2182
2020-04-06,2232
2020-04-07,2254
2020-04-08,2281
2020-04-09,2265
2020-04-10,2192
2020-04-11,2235
2020-04-12,2251
2020-04-13,2291
2020-04-14,2308
2020-04-15,2280
2020-04-16,2224
2020-04-17,2249
2020-04-18,2285
2020-04-19,2270
2020-04-20,2267
2020-04-21,2333
2020-04-22,2321
2020-04-23,2291
2020-04-24,2305
2020-04-25,2337
2020-04-26,2351
2020-04-27,2362
2020-04-28,2348
2020-04-29,2341
2020-04-30,2319
2020-05-01,2350
2020-05-02,2377
2020-05-03,2415
2020-05-04,2477
2020-05-05,2470
2020-05-06,2498
2020-05-07,2413
2020-05-08,2401
2020-05-09,2374
2020-05-10,2399
2020-05-11,2416
2020-05-12,2413
2020-05-13,2404
