date_obj,Torag's%20platelegs price
2019-04-06,293260
2019-04-07,296256
2019-04-08,301230
2019-04-09,294963
2019-04-10,301129
2019-04-11,292582
2019-04-12,289034
2019-04-13,288157
2019-04-14,288404
2019-04-15,285227
2019-04-16,287487
2019-04-17,286652
2019-04-18,284141
2019-04-19,286345
2019-04-20,287191
2019-04-21,295272
2019-04-22,303547
2019-04-23,298881
2019-04-24,301848
2019-04-25,298043
2019-04-26,302459
2019-04-27,303789
2019-04-28,305653
2019-04-29,320896
2019-04-30,335621
2019-05-01,349998
2019-05-02,363340
2019-05-03,375554
2019-05-04,390816
2019-05-05,394764
2019-05-06,377212
2019-05-07,365018
2019-05-08,353609
2019-05-09,346267
2019-05-10,340256
2019-05-11,338824
2019-05-12,348087
2019-05-13,355196
2019-05-14,349765
2019-05-15,361599
2019-05-16,354673
2019-05-17,353332
2019-05-18,355233
2019-05-19,359142
2019-05-20,360205
2019-05-21,350861
2019-05-22,351921
2019-05-23,353953
2019-05-24,355620
2019-05-25,363092
2019-05-26,357159
2019-05-27,352099
2019-05-28,354716
2019-05-29,358516
2019-05-30,357053
2019-05-31,355594
2019-06-01,362834
2019-06-02,377989
2019-06-03,376459
2019-06-04,388747
2019-06-05,391533
2019-06-06,396033
2019-06-07,397243
2019-06-08,391016
2019-06-09,393254
2019-06-10,387313
2019-06-11,388377
2019-06-12,380838
2019-06-13,376110
2019-06-14,366992
2019-06-15,367350
2019-06-16,357954
2019-06-17,351844
2019-06-18,346996
2019-06-19,346519
2019-06-20,343385
2019-06-21,341697
2019-06-22,341693
2019-06-23,337032
2019-06-24,340272
2019-06-25,326484
2019-06-26,317810
2019-06-27,314267
2019-06-28,315220
2019-06-29,320946
2019-06-30,333781
2019-07-01,331742
2019-07-02,344909
2019-07-03,341013
2019-07-04,340871
2019-07-05,357453
2019-07-06,367466
2019-07-07,371700
2019-07-08,369874
2019-07-09,363519
2019-07-10,372718
2019-07-11,387706
2019-07-12,381179
2019-07-13,377411
2019-07-14,391775
2019-07-15,399809
2019-07-16,417735
2019-07-17,410614
2019-07-18,403998
2019-07-19,398503
2019-07-20,395665
2019-07-21,398818
2019-07-22,412230
2019-07-23,401338
2019-07-24,391017
2019-07-25,380058
2019-07-26,375382
2019-07-27,376155
2019-07-28,377184
2019-07-29,375958
2019-07-30,371778
2019-07-31,372008
2019-08-01,377162
2019-08-02,371135
2019-08-03,368097
2019-08-04,378824
2019-08-05,376174
2019-08-06,371269
2019-08-07,370148
2019-08-08,371406
2019-08-09,374074
2019-08-10,379311
2019-08-11,384087
2019-08-12,383122
2019-08-13,383115
2019-08-14,393801
2019-08-15,394451
2019-08-16,393589
2019-08-17,398605
2019-08-18,398743
2019-08-19,390522
2019-08-20,391315
2019-08-21,390158
2019-08-22,397008
2019-08-23,413166
2019-08-24,411295
2019-08-24,411295
2019-08-25,408201
2019-08-25,408201
2019-08-26,404618
2019-08-26,404618
2019-08-27,414655
2019-08-27,414655
2019-08-28,414712
2019-08-29,426478
2019-08-30,421017
2019-08-31,410535
2019-09-01,405798
2019-09-02,406874
2019-09-03,386530
2019-09-04,379071
2019-09-05,372994
2019-09-06,372396
2019-09-07,366826
2019-09-08,375766
2019-09-09,376798
2019-09-10,374999
2019-09-11,371298
2019-09-12,371566
2019-09-13,366690
2019-09-14,371311
2019-09-15,371000
2019-09-16,370754
2019-09-17,373850
2019-09-18,374821
2019-09-19,377070
2019-09-20,377004
2019-09-21,376650
2019-09-22,375876
2019-09-23,372474
2019-09-24,368910
2019-09-25,376209
2019-09-26,375786
2019-09-27,376580
2019-09-28,376704
2019-09-29,379446
2019-09-30,379659
2019-10-01,378819
2019-10-02,378672
2019-10-03,376885
2019-10-04,378564
2019-10-05,378302
2019-10-06,372954
2019-10-07,377020
2019-10-08,375318
2019-10-09,373833
2019-10-10,374608
2019-10-11,374606
2019-10-12,371513
2019-10-13,374373
2019-10-14,373079
2019-10-15,374137
2019-10-16,374031
2019-10-17,372708
2019-10-18,371064
2019-10-19,369975
2019-10-20,369755
2019-10-21,360731
2019-10-22,358070
2019-10-23,364940
2019-10-24,359749
2019-10-25,355458
2019-10-26,355439
2019-10-27,350799
2019-10-28,343522
2019-10-29,339442
2019-10-30,334141
2019-10-31,333302
2019-11-01,320123
2019-11-02,313244
2019-11-03,309269
2019-11-04,320834
2019-11-05,327209
2019-11-06,328757
2019-11-07,326824
2019-11-08,323527
2019-11-09,326087
2019-11-10,324321
2019-11-11,321487
2019-11-12,320867
2019-11-13,320366
2019-11-14,316843
2019-11-15,308951
2019-11-16,312118
2019-11-17,325701
2019-11-18,314724
2019-11-19,309349
2019-11-20,300140
2019-11-21,302089
2019-11-22,292801
2019-11-23,287380
2019-11-24,299681
2019-11-25,300571
2019-11-26,298911
2019-11-27,298936
2019-11-28,291994
2019-11-29,284139
2019-11-30,291188
2019-12-01,290902
2019-12-02,288262
2019-12-03,287677
2019-12-04,283175
2019-12-05,276517
2019-12-06,272298
2019-12-07,272875
2019-12-08,263378
2019-12-09,254679
2019-12-10,243188
2019-12-11,245599
2019-12-12,249498
2019-12-13,254438
2019-12-14,255884
2019-12-15,252361
2019-12-16,256796
2019-12-17,251508
2019-12-18,255264
2019-12-19,256653
2019-12-20,260005
2019-12-21,258345
2019-12-22,254028
2019-12-23,255845
2019-12-24,259631
2019-12-25,259401
2019-12-26,256173
2019-12-27,263058
2019-12-28,271953
2019-12-29,274043
2019-12-30,267028
2019-12-31,275639
2020-01-01,276597
2020-01-02,277045
2020-01-03,277099
2020-01-04,276805
2020-01-05,277982
2020-01-06,273862
2020-01-07,272473
2020-01-08,276961
2020-01-09,275913
2020-01-10,278622
2020-01-11,281972
2020-01-12,290198
2020-01-13,288703
2020-01-14,286060
2020-01-15,292869
2020-01-16,287989
2020-01-17,282146
2020-01-18,278323
2020-01-19,273050
2020-01-20,272768
2020-01-21,269016
2020-01-22,275180
2020-01-23,279784
2020-01-24,275990
2020-01-25,272917
2020-01-26,271470
2020-01-27,271901
2020-01-28,271587
2020-01-29,271468
2020-01-30,266660
2020-01-31,268545
2020-02-01,263949
2020-02-02,265034
2020-02-03,268116
2020-02-04,269319
2020-02-05,270461
2020-02-06,268642
2020-02-07,267454
2020-02-08,267037
2020-02-09,266871
2020-02-10,270263
2020-02-11,264607
2020-02-12,267676
2020-02-13,270040
2020-02-14,270271
2020-02-15,269029
2020-02-16,269273
2020-02-17,265809
2020-02-18,261979
2020-02-19,260903
2020-02-20,261047
2020-02-21,268130
2020-02-22,271495
2020-02-23,275272
2020-02-24,267761
2020-02-25,265343
2020-02-26,263118
2020-02-27,263194
2020-02-28,261384
2020-02-29,257477
2020-03-01,257877
2020-03-02,259536
2020-03-03,257006
2020-03-04,255681
2020-03-05,256515
2020-03-06,254539
2020-03-07,258324
2020-03-08,267674
2020-03-09,273989
2020-03-10,283391
2020-03-11,290793
2020-03-12,283728
2020-03-13,279226
2020-03-14,272885
2020-03-15,273079
2020-03-16,272827
2020-03-17,266496
2020-03-18,267060
2020-03-19,269862
2020-03-20,273774
2020-03-21,272207
2020-03-22,271839
2020-03-23,268977
2020-03-24,267044
2020-03-25,264648
2020-03-26,263515
2020-03-27,260747
2020-03-28,256485
2020-03-29,252787
2020-03-30,251586
2020-03-31,257085
2020-04-01,254637
2020-04-02,247015
2020-04-03,244789
2020-04-04,242533
2020-04-05,243547
2020-04-06,240017
2020-04-07,238863
2020-04-08,236775
2020-04-09,234031
2020-04-10,235145
2020-04-11,234210
2020-04-12,233135
2020-04-13,228615
2020-04-14,230741
2020-04-15,232884
2020-04-16,231776
2020-04-17,233698
2020-04-18,234501
2020-04-19,232147
2020-04-20,232817
2020-04-21,234674
2020-04-22,235014
2020-04-23,237093
2020-04-24,238820
2020-04-25,240843
2020-04-26,245463
2020-04-27,242928
2020-04-28,240472
2020-04-29,238805
2020-04-30,237018
2020-05-01,236008
2020-05-02,232965
2020-05-03,227560
2020-05-04,226124
2020-05-05,220842
2020-05-06,217255
2020-05-07,218423
2020-05-08,219694
2020-05-09,224285
2020-05-10,223381
2020-05-11,219895
2020-05-12,215320
2020-05-13,213305
