date_obj,Grimy%20irit%20leaf price
2017-12-29,905
2017-12-30,872
2017-12-31,839
2018-01-01,844
2018-01-02,855
2018-01-03,868
2018-01-04,877
2018-01-05,882
2018-01-06,887
2018-01-07,890
2018-01-08,881
2018-01-09,888
2018-01-10,884
2018-01-11,881
2018-01-12,890
2018-01-13,856
2018-01-14,830
2018-01-15,825
2018-01-16,841
2018-01-17,843
2018-01-18,842
2018-01-19,846
2018-01-20,853
2018-01-21,871
2018-01-22,898
2018-01-23,928
2018-01-25,880
2018-01-26,893
2018-01-27,877
2018-01-28,871
2018-01-29,890
2018-01-30,898
2018-01-31,903
2018-02-01,915
2018-02-02,911
2018-02-03,909
2018-02-04,931
2018-02-05,969
2018-02-06,991
2018-02-07,959
2018-02-08,930
2018-02-09,924
2018-02-10,926
2018-02-11,926
2018-02-12,954
2018-02-13,990
2018-02-14,996
2018-02-15,1007
2018-02-16,1043
2018-02-17,1048
2018-02-18,1056
2018-02-19,1064
2018-02-20,1074
2018-02-21,1062
2018-02-22,1065
2018-02-23,1073
2018-02-24,1061
2018-02-25,1051
2018-02-26,1047
2018-02-27,1028
2018-02-28,1020
2018-03-01,1024
2018-03-02,1027
2018-03-03,1045
2018-03-04,1054
2018-03-05,1062
2018-03-06,1055
2018-03-07,1043
2018-03-08,1033
2018-03-09,1028
2018-03-10,1011
2018-03-11,995
2018-03-12,1006
2018-03-13,1002
2018-03-14,992
2018-03-15,976
2018-03-16,971
2018-03-17,938
2018-03-18,931
2018-03-19,946
2018-03-20,957
2018-03-21,972
2018-03-23,964
2018-03-24,969
2018-03-25,959
2018-03-26,974
2018-03-27,988
2018-03-28,986
2018-03-29,989
2018-03-30,976
2018-03-31,961
2018-04-01,947
2018-04-02,938
2018-04-03,961
2018-04-04,970
2018-04-05,988
2018-04-06,995
2018-04-07,977
2018-04-08,969
2018-04-09,967
2018-04-10,979
2018-04-11,990
2018-04-12,1013
2018-04-13,1011
2018-04-14,999
2018-04-15,986
2018-04-16,982
2018-04-17,968
2018-04-18,960
2018-04-19,964
2018-04-20,979
2018-04-21,977
2018-04-22,949
2018-04-23,958
2018-04-24,963
2018-04-25,976
2018-04-26,1002
2018-04-27,985
2018-04-28,975
2018-04-29,941
2018-04-30,923
2018-05-01,927
2018-05-03,930
2018-05-04,936
2018-05-05,947
2018-05-06,953
2018-05-07,958
2018-05-08,963
2018-05-09,966
2018-05-10,982
2018-05-11,980
2018-05-12,974
2018-05-13,983
2018-05-14,978
2018-05-15,979
2018-05-16,984
2018-05-17,975
2018-05-18,966
2018-05-19,956
2018-05-20,953
2018-05-21,985
2018-05-22,991
2018-05-23,982
2018-05-24,967
2018-05-25,959
2018-05-26,963
2018-05-27,952
2018-05-28,964
2018-05-29,965
2018-05-30,963
2018-05-31,960
2018-06-01,963
2018-06-02,957
2018-06-03,935
2018-06-04,936
2018-06-05,917
2018-06-06,894
2018-06-07,853
2018-06-08,829
2018-06-09,841
2018-06-10,830
2018-06-11,838
2018-06-12,844
2018-06-13,838
2018-06-14,853
2018-06-15,883
2018-06-16,896
2018-06-17,884
2018-06-18,880
2018-06-19,906
2018-06-20,911
2018-06-21,912
2018-06-22,905
2018-06-23,884
2018-06-24,876
2018-06-25,891
2018-06-26,903
2018-06-27,901
2018-06-28,900
2018-06-29,886
2018-06-30,892
2018-07-01,902
2018-07-02,904
2018-07-03,896
2018-07-04,892
2018-07-05,905
2018-07-06,902
2018-07-07,903
2018-07-08,899
2018-07-09,891
2018-07-10,884
2018-07-11,889
2018-07-12,888
2018-07-13,889
2018-07-14,892
2018-07-15,892
2018-07-16,901
2018-07-17,905
2018-07-18,906
2018-07-19,907
2018-07-20,906
2018-07-21,904
2018-07-22,910
2018-07-23,916
2018-07-24,918
2018-07-25,916
2018-07-26,912
2018-07-27,914
2018-07-28,909
2018-07-29,920
2018-07-30,918
2018-07-31,915
2018-08-01,922
2018-08-02,922
2018-08-03,923
2018-08-04,900
2018-08-05,898
2018-08-06,898
2018-08-07,903
2018-08-08,910
2018-08-09,901
2018-08-10,908
2018-08-11,905
2018-08-12,907
2018-08-14,911
2018-08-16,891
2018-08-17,900
2018-08-18,898
2018-08-19,896
2018-08-20,889
2018-08-21,887
2018-08-22,876
2018-08-23,874
2018-08-24,884
2018-08-25,899
2018-08-26,899
2018-08-27,901
2018-08-28,891
2018-08-29,898
2018-08-30,890
2018-08-31,879
2018-09-01,872
2018-09-02,863
2018-09-03,842
2018-09-04,837
2018-09-05,861
2018-09-06,880
2018-09-07,890
2018-09-08,896
2018-09-09,901
2018-09-10,887
2018-09-11,878
2018-09-12,864
2018-09-13,866
2018-09-14,875
2018-09-15,883
2018-09-16,884
2018-09-17,871
2018-09-18,880
2018-09-19,881
2018-09-20,879
2018-09-21,871
2018-09-22,866
2018-09-23,860
2018-09-24,847
2018-09-25,816
2018-09-26,830
2018-09-27,857
2018-09-28,878
2018-09-29,886
2018-09-30,892
2018-10-01,881
2018-10-02,895
2018-10-03,913
2018-10-04,899
2018-10-05,918
2018-10-06,928
2018-10-07,927
2018-10-08,940
2018-10-09,934
2018-10-10,915
2018-10-11,900
2018-10-12,904
2018-10-13,895
2018-10-14,907
2018-10-15,908
2018-10-16,916
2018-10-17,927
2018-10-18,930
2018-10-19,939
2018-10-20,944
2018-10-21,937
2018-10-22,944
2018-10-23,956
2018-10-24,966
2018-10-25,961
2018-10-26,939
2018-10-27,912
2018-10-28,895
2018-10-29,903
2018-10-30,898
2018-10-31,915
2018-11-01,927
2018-11-03,927
2018-11-04,916
2018-11-05,919
2018-11-06,937
2018-11-07,976
2018-11-08,996
2018-11-09,989
2018-11-10,981
2018-11-11,986
2018-11-12,998
2018-11-13,1012
2018-11-14,1002
2018-11-15,974
2018-11-16,956
2018-11-17,949
2018-11-18,929
2018-11-19,912
2018-11-20,902
2018-11-21,890
2018-11-22,890
2018-11-23,870
2018-11-24,873
2018-11-25,885
2018-11-26,891
2018-11-27,896
2018-11-28,903
2018-11-29,920
2018-12-01,925
2018-12-02,915
2018-12-03,917
2018-12-04,930
2018-12-05,926
2018-12-07,907
2018-12-09,891
2018-12-10,891
2018-12-11,896
2018-12-12,900
2018-12-13,909
2018-12-14,920
2018-12-15,929
2018-12-16,916
2018-12-17,923
2018-12-18,926
2018-12-19,921
2018-12-20,928
2018-12-21,928
2018-12-22,929
2018-12-23,929
2018-12-24,920
2018-12-25,907
2018-12-26,908
2018-12-27,904
2018-12-28,902
2018-12-29,908
2018-12-30,910
2018-12-31,914
2019-01-01,915
2019-01-02,913
2019-01-03,911
2019-01-04,917
2019-01-05,933
2019-01-06,944
2019-01-08,958
2019-01-10,920
2019-01-11,901
2019-01-12,890
2019-01-13,895
2019-01-14,897
2019-01-15,900
2019-01-16,913
2019-01-17,930
2019-01-18,921
2019-01-19,919
2019-01-20,903
2019-01-21,903
2019-01-22,916
2019-01-23,932
2019-01-24,948
2019-01-25,960
2019-01-26,958
2019-01-27,936
2019-01-28,932
2019-01-29,945
2019-01-30,947
2019-01-31,955
2019-02-01,962
2019-02-02,942
2019-02-03,939
2019-02-04,947
2019-02-05,932
2019-02-06,908
2019-02-07,903
2019-02-08,882
2019-02-09,875
2019-02-10,860
2019-02-11,834
2019-02-12,837
2019-02-13,833
2019-02-14,832
2019-02-15,830
2019-02-16,810
2019-02-17,803
2019-02-18,817
2019-02-19,820
2019-02-20,823
2019-02-21,832
2019-02-22,838
2019-02-23,846
2019-02-24,839
2019-02-25,839
2019-02-26,830
2019-02-27,829
2019-02-28,833
2019-03-01,845
2019-03-02,847
2019-03-03,836
2019-03-04,845
2019-03-05,849
2019-03-06,858
2019-03-07,862
2019-03-08,846
2019-03-09,838
2019-03-10,838
2019-03-11,846
2019-03-12,848
2019-03-13,840
2019-03-14,856
2019-03-15,846
2019-03-16,855
2019-03-17,846
2019-03-18,831
2019-03-19,828
2019-03-20,833
2019-03-21,842
2019-03-22,842
2019-03-23,816
2019-03-24,790
2019-03-25,783
2019-03-26,793
2019-03-27,801
2019-03-28,814
2019-03-29,809
2019-03-30,811
2019-03-31,793
2019-04-01,791
2019-04-02,782
2019-04-03,764
2019-04-04,769
2019-04-05,768
2019-04-06,768
2019-04-07,776
2019-04-08,786
2019-04-09,805
2019-04-10,817
2019-04-11,833
2019-04-12,832
2019-04-13,813
2019-04-14,802
2019-04-15,787
2019-04-16,782
2019-04-17,779
2019-04-18,770
2019-04-19,766
2019-04-20,766
2019-04-21,755
2019-04-22,742
2019-04-23,749
2019-04-24,754
2019-04-25,770
2019-04-26,781
2019-04-27,777
2019-04-28,760
2019-04-29,752
2019-04-30,753
2019-05-01,743
2019-05-02,740
2019-05-03,740
2019-05-04,749
2019-05-05,755
2019-05-06,778
2019-05-07,801
2019-05-08,820
2019-05-09,827
2019-05-10,820
2019-05-11,816
2019-05-12,821
2019-05-13,808
2019-05-14,802
2019-05-15,796
2019-05-16,779
2019-05-17,783
2019-05-18,774
2019-05-19,753
2019-05-20,752
2019-05-21,754
2019-05-22,748
2019-05-23,746
2019-05-24,730
2019-05-25,738
2019-05-26,743
2019-05-27,742
2019-05-28,744
2019-05-29,757
2019-05-30,769
2019-05-31,768
2019-06-01,760
2019-06-02,742
2019-06-03,728
2019-06-04,736
2019-06-05,741
2019-06-06,745
2019-06-07,767
2019-06-08,775
2019-06-09,777
2019-06-10,784
2019-06-11,794
2019-06-12,791
2019-06-13,788
