date_obj,Grimy%20irit%20leaf price
2015-03-26,797
2015-03-27,783
2015-03-28,761
2015-03-29,750
2015-03-30,742
2015-03-31,775
2015-04-01,807
2015-04-02,840
2015-04-03,873
2015-04-04,858
2015-04-05,843
2015-04-06,852
2015-04-07,836
2015-04-08,802
2015-04-09,780
2015-04-10,785
2015-04-11,805
2015-04-12,812
2015-04-13,816
2015-04-14,816
2015-04-15,824
2015-04-16,850
2015-04-17,868
2015-04-18,825
2015-04-19,806
2015-04-20,812
2015-04-21,828
2015-04-22,841
2015-04-23,843
2015-04-24,853
2015-04-25,851
2015-04-26,830
2015-04-27,809
2015-04-28,818
2015-04-29,850
2015-04-30,845
2015-05-01,870
2015-05-02,877
2015-05-03,889
2015-05-04,920
2015-05-05,928
2015-05-06,907
2015-05-07,907
2015-05-08,904
2015-05-09,901
2015-05-10,876
2015-05-11,873
2015-05-12,853
2015-05-13,832
2015-05-14,812
2015-05-15,805
2015-05-16,827
2015-05-17,831
2015-05-18,840
2015-05-19,829
2015-05-20,803
2015-05-21,817
2015-05-22,827
2015-05-23,816
2015-05-24,839
2015-05-25,855
2015-05-26,896
2015-05-27,940
2015-05-28,974
2015-05-29,990
2015-05-30,1004
2015-05-31,975
2015-06-01,947
2015-06-02,948
2015-06-03,942
2015-06-04,920
2015-06-05,927
2015-06-06,918
2015-06-07,920
2015-06-08,927
2015-06-09,946
2015-06-10,973
2015-06-11,1008
2015-06-12,1015
2015-06-13,1026
2015-06-14,994
2015-06-15,973
2015-06-16,944
2015-06-17,934
2015-06-18,907
2015-06-19,873
2015-06-20,871
2015-06-21,881
2015-06-22,880
2015-06-23,906
2015-06-24,876
2015-06-25,857
2015-06-26,851
2015-06-27,833
2015-06-28,817
2015-06-29,810
2015-06-30,804
2015-07-01,785
2015-07-02,789
2015-07-03,801
2015-07-04,773
2015-07-05,763
2015-07-06,752
2015-07-07,775
2015-07-08,798
2015-07-09,812
2015-07-10,809
2015-07-11,807
2015-07-12,819
2015-07-13,821
2015-07-14,826
2015-07-15,846
2015-07-16,836
2015-07-17,830
2015-07-18,848
2015-07-19,820
2015-07-20,817
2015-07-21,845
2015-07-22,866
2015-07-23,865
2015-07-24,857
2015-07-25,832
2015-07-26,864
2015-07-27,876
2015-07-28,894
2015-07-29,915
2015-07-30,927
2015-07-31,951
2015-08-01,948
2015-08-02,917
2015-08-03,901
2015-08-04,896
2015-08-05,886
2015-08-06,903
2015-08-07,908
2015-08-08,900
2015-08-09,893
2015-08-10,907
2015-08-11,919
2015-08-12,938
2015-08-13,952
2015-08-14,941
2015-08-15,914
2015-08-16,929
2015-08-17,930
2015-08-18,953
2015-08-19,970
2015-08-20,986
2015-08-21,970
2015-08-22,979
2015-08-23,972
2015-08-24,984
2015-08-25,989
2015-08-26,972
2015-08-27,997
2015-08-28,1013
2015-08-29,977
2015-08-30,978
2015-08-31,1003
2015-09-01,1041
2015-09-02,1020
2015-09-03,1040
2015-09-04,1050
2015-09-05,1038
2015-09-06,1026
2015-09-07,1006
2015-09-08,991
2015-09-09,963
2015-09-10,991
2015-09-11,997
2015-09-12,959
2015-09-13,924
2015-09-14,905
2015-09-15,889
2015-09-16,880
2015-09-17,903
2015-09-18,893
2015-09-19,877
2015-09-20,838
2015-09-21,801
2015-09-22,822
2015-09-23,860
2015-09-24,880
2015-09-25,890
2015-09-27,909
2015-09-28,926
2015-09-29,949
2015-09-30,941
2015-10-05,960
2015-10-06,953
2015-10-07,969
2015-10-08,991
2015-10-09,965
2015-10-10,954
2015-10-11,917
2015-10-12,929
2015-10-13,958
2015-10-14,965
2015-10-15,952
2015-10-16,983
2015-10-17,1003
2015-10-18,1014
2015-10-19,1003
2015-10-20,1008
2015-10-22,1047
2015-10-23,1051
2015-10-24,1068
2015-10-25,1067
2015-10-26,1071
2015-10-27,1068
2015-10-29,1092
2015-10-30,1097
2015-10-31,1083
2015-11-01,1094
2015-11-02,1087
2015-11-03,1117
2015-11-04,1142
2015-11-05,1176
2015-11-06,1220
2015-11-07,1275
2015-11-08,1320
2015-11-09,1358
2015-11-10,1404
2015-11-11,1420
2015-11-12,1438
2015-11-13,1422
2015-11-14,1387
2015-11-15,1328
2015-11-16,1318
2015-11-17,1308
2015-11-18,1365
2015-11-19,1385
2015-11-20,1390
2015-11-21,1445
2015-11-22,1476
2015-11-23,1501
2015-11-24,1522
2015-11-25,1567
2015-11-26,1621
2015-11-27,1611
2015-11-28,1580
2015-11-29,1546
2015-11-30,1582
2015-12-01,1645
2015-12-02,1611
2015-12-03,1618
2015-12-04,1635
2015-12-05,1606
2015-12-06,1568
2015-12-07,1626
2015-12-08,1622
2015-12-09,1658
2015-12-10,1721
2015-12-11,1750
2015-12-12,1745
2015-12-13,1676
2015-12-14,1679
2015-12-15,1653
2015-12-16,1625
2015-12-17,1608
2015-12-18,1591
2015-12-19,1586
2015-12-20,1562
2015-12-21,1604
2015-12-22,1598
2015-12-23,1594
2015-12-24,1588
2015-12-25,1593
2015-12-26,1549
2015-12-27,1544
2015-12-28,1483
2015-12-29,1449
2015-12-30,1455
2015-12-31,1483
2016-01-01,1428
2016-01-02,1369
2016-01-03,1305
2016-01-04,1279
2016-01-05,1313
2016-01-06,1369
2016-01-07,1421
2016-01-08,1434
2016-01-09,1401
2016-01-10,1359
2016-01-11,1321
2016-01-12,1352
2016-01-13,1418
2016-01-14,1479
2016-01-15,1478
2016-01-16,1450
2016-01-17,1487
2016-01-18,1509
2016-01-19,1469
2016-01-20,1489
2016-01-21,1506
2016-01-22,1475
2016-01-23,1407
2016-01-24,1374
2016-01-25,1331
2016-01-26,1364
2016-01-27,1395
2016-01-28,1459
2016-01-29,1491
2016-01-30,1506
2016-01-31,1470
2016-02-01,1454
2016-02-02,1507
2016-02-03,1573
2016-02-04,1600
2016-02-05,1621
2016-02-06,1629
2016-02-07,1600
2016-02-08,1639
2016-02-09,1703
2016-02-10,1745
2016-02-11,1778
2016-02-12,1806
2016-02-13,1855
2016-02-14,1864
2016-02-15,1849
2016-02-16,1886
2016-02-17,1923
2016-02-18,2003
2016-02-19,2014
2016-02-20,2000
2016-02-21,1949
2016-02-22,1956
2016-02-23,1949
2016-02-24,1930
2016-02-25,1896
2016-02-26,1945
2016-02-27,1895
2016-02-28,1844
2016-02-29,1793
2016-03-01,1738
2016-03-02,1671
2016-03-03,1722
2016-03-04,1783
2016-03-05,1721
2016-03-06,1662
2016-03-07,1613
2016-03-08,1566
2016-03-09,1566
2016-03-10,1549
2016-03-11,1485
2016-03-12,1442
2016-03-13,1404
2016-03-14,1359
2016-03-15,1318
2016-03-16,1297
2016-03-17,1343
2016-03-18,1342
2016-03-19,1304
2016-03-20,1264
2016-03-21,1293
2016-03-22,1355
2016-03-23,1402
2016-03-24,1423
2016-03-25,1416
2016-03-26,1381
2016-03-27,1361
2016-03-28,1302
2016-03-29,1289
2016-03-30,1322
2016-03-31,1360
2016-04-01,1405
2016-04-02,1407
2016-04-03,1336
2016-04-04,1333
2016-04-05,1320
2016-04-06,1340
2016-04-07,1357
2016-04-08,1336
2016-04-09,1307
2016-04-10,1278
2016-04-11,1306
2016-04-12,1353
2016-04-13,1398
2016-04-14,1424
2016-04-15,1440
2016-04-16,1389
2016-04-17,1345
2016-04-18,1322
2016-04-19,1288
2016-04-20,1274
2016-04-21,1296
2016-04-22,1294
2016-04-23,1270
2016-04-24,1235
2016-04-25,1234
2016-04-26,1244
2016-04-27,1240
2016-04-28,1247
2016-04-29,1209
2016-04-30,1203
2016-05-01,1243
2016-05-02,1233
2016-05-03,1270
2016-05-04,1314
2016-05-05,1291
2016-05-06,1314
2016-05-07,1257
2016-05-08,1205
2016-05-09,1149
2016-05-10,1098
2016-05-11,1108
2016-05-12,1102
2016-05-13,1078
2016-05-14,1067
2016-05-15,1081
2016-05-16,1115
2016-05-17,1121
2016-05-18,1106
2016-05-19,1101
2016-05-22,1110
2016-05-23,1118
2016-05-24,1161
2016-05-25,1196
2016-05-26,1201
2016-05-27,1174
2016-05-28,1134
2016-05-29,1130
2016-05-30,1149
2016-05-31,1143
2016-06-01,1114
2016-06-02,1112
2016-06-03,1155
2016-06-04,1175
2016-06-05,1182
2016-06-06,1194
2016-06-07,1248
2016-06-08,1274
2016-06-09,1287
2016-06-10,1258
2016-06-11,1242
2016-06-12,1260
2016-06-13,1304
2016-06-14,1344
2016-06-15,1353
2016-06-16,1348
2016-06-17,1334
2016-06-18,1352
2016-06-19,1325
2016-06-20,1317
2016-06-21,1309
2016-06-22,1355
2016-06-23,1371
2016-06-24,1341
2016-06-25,1335
2016-06-26,1289
2016-06-27,1328
2016-06-28,1364
2016-06-29,1390
2016-06-30,1426
2016-07-01,1422
2016-07-02,1396
2016-07-03,1383
2016-07-04,1362
2016-07-05,1334
2016-07-06,1322
2016-07-07,1324
2016-07-08,1308
2016-07-09,1325
2016-07-10,1326
2016-07-11,1364
2016-07-12,1424
2016-07-13,1449
2016-07-14,1451
2016-07-15,1429
2016-07-16,1420
2016-07-17,1412
2016-07-18,1389
2016-07-23,1349
2016-07-24,1338
2016-07-25,1364
2016-07-26,1373
2016-07-27,1367
2016-07-28,1371
2016-07-29,1372
2016-07-30,1365
2016-07-31,1349
2016-08-01,1345
2016-08-02,1341
2016-08-03,1314
2016-08-04,1305
2016-08-05,1293
2016-08-06,1268
2016-08-07,1266
2016-08-08,1257
2016-08-09,1222
2016-08-10,1222
2016-08-11,1232
2016-08-12,1223
2016-08-13,1193
2016-08-14,1170
2016-08-15,1163
2016-08-16,1199
2016-08-17,1226
2016-08-18,1216
2016-08-19,1179
2016-08-20,1120
2016-08-21,1068
2016-08-22,1032
2016-08-23,1037
2016-08-24,1066
2016-08-25,1052
2016-08-26,1028
2016-08-28,972
2016-08-31,952
2016-09-01,940
2016-09-02,945
2016-09-03,933
2016-09-04,928
2016-09-05,943
2016-09-06,952
2016-09-07,955
2016-09-08,964
2016-09-09,959
2016-09-10,964
2016-09-11,957
2016-09-12,943
2016-09-13,940
2016-09-14,945
2016-09-15,959
2016-09-16,966
2016-09-17,943
2016-09-18,946
2016-09-19,969
2016-09-20,991
2016-09-21,996
2016-09-22,986
2016-09-23,956
2016-09-24,969
2016-09-25,983
2016-09-26,985
2016-09-27,1007
2016-09-28,1048
2016-09-29,1101
2016-09-30,1131
2016-10-01,1188
2016-10-02,1223
2016-10-03,1224
2016-10-04,1200
2016-10-05,1194
2016-10-06,1221
2016-10-07,1242
2016-10-08,1186
2016-10-09,1138
2016-10-10,1119
2016-10-11,1126
2016-10-12,1131
2016-10-13,1159
2016-10-14,1177
2016-10-15,1203
2016-10-16,1232
2016-10-17,1242
2016-10-18,1227
2016-10-19,1214
2016-10-20,1237
2016-10-21,1225
2016-10-22,1188
2016-10-23,1158
2016-10-24,1178
2016-10-25,1154
2016-10-26,1145
2016-10-27,1169
2016-10-28,1184
2016-10-29,1199
2016-10-30,1205
2016-10-31,1207
2016-11-01,1187
2016-11-02,1212
2016-11-03,1254
2016-11-04,1307
2016-11-05,1367
2016-11-06,1414
2016-11-07,1466
2016-11-08,1481
2016-11-09,1444
2016-11-10,1446
2016-11-11,1478
2016-11-12,1537
2016-11-13,1563
2016-11-14,1596
2016-11-15,1577
2016-12-07,1517
2016-12-08,1552
2016-12-09,1545
2016-12-10,1592
2016-12-11,1597
2016-12-12,1604
2016-12-13,1616
2016-12-14,1631
2016-12-15,1583
2016-12-16,1551
2016-12-17,1512
2016-12-18,1485
2016-12-19,1512
2016-12-20,1546
2016-12-21,1572
2016-12-22,1599
2016-12-23,1577
2016-12-24,1586
2016-12-25,1526
2016-12-26,1537
2016-12-27,1539
2016-12-28,1540
2016-12-29,1514
2016-12-30,1495
2016-12-31,1438
2017-01-01,1388
2017-01-02,1349
2017-01-03,1382
2017-01-04,1433
2017-01-05,1492
2017-01-06,1567
2017-01-07,1646
2017-01-08,1729
2017-01-09,1806
2017-01-10,1897
2017-01-11,1992
2017-01-12,1959
2017-01-13,1864
2017-01-14,1772
2017-01-15,1683
2017-01-16,1604
2017-01-17,1525
2017-01-18,1509
2017-01-19,1549
2017-01-20,1517
2017-01-21,1444
2017-01-22,1371
2017-01-23,1329
2017-01-27,1297
2017-01-28,1326
2017-01-29,1346
2017-01-30,1307
2017-01-31,1272
2017-02-01,1257
2017-02-02,1223
2017-02-03,1217
2017-02-04,1236
2017-02-05,1229
2017-02-06,1190
2017-02-07,1130
2017-02-08,1133
2017-02-09,1176
2017-02-10,1170
2017-02-11,1154
2017-02-12,1161
2017-02-13,1112
2017-02-14,1064
2017-02-15,1076
2017-02-16,1099
2017-02-18,1068
2017-02-19,1041
2017-02-20,1068
2017-02-21,1093
2017-02-22,1128
2017-02-23,1148
2017-02-24,1192
2017-02-25,1153
2017-02-26,1139
2017-02-27,1144
2017-02-28,1155
2017-03-01,1171
2017-03-02,1213
2017-03-03,1255
2017-03-04,1245
2017-03-05,1187
2017-03-06,1127
2017-03-07,1103
2017-03-08,1103
2017-03-09,1095
2017-03-10,1085
2017-03-11,1041
2017-03-12,1032
2017-03-13,993
2017-03-14,1024
2017-03-15,1040
2017-03-16,1013
2017-03-17,1016
2017-03-18,1020
2017-03-19,1036
2017-03-20,1063
2017-03-21,1035
2017-03-22,1006
2017-03-23,981
2017-03-24,988
2017-03-25,1013
2017-03-26,1025
2017-03-27,1012
2017-03-28,998
2017-03-29,982
2017-03-30,1020
2017-03-31,1031
2017-04-01,1023
2017-04-02,1041
2017-04-03,1049
2017-04-04,1051
2017-04-12,935
2017-04-13,910
2017-04-14,885
2017-04-15,872
2017-04-16,874
2017-04-17,894
2017-04-18,907
2017-04-19,915
2017-04-20,897
2017-04-21,908
2017-04-22,909
2017-04-23,897
2017-04-24,899
2017-04-25,920
2017-04-26,922
2017-04-27,922
2017-04-28,916
2017-04-29,923
2017-04-30,931
2017-05-01,962
2017-05-02,987
2017-05-03,1018
2017-05-04,991
2017-05-05,1001
2017-05-06,1000
2017-05-07,970
2017-05-08,1012
2017-05-09,1044
2017-05-10,1058
2017-05-11,1046
2017-05-12,1080
2017-05-13,1096
2017-05-14,1094
2017-05-15,1053
2017-05-16,1077
2017-05-17,1102
2017-05-18,1112
2017-05-19,1115
2017-05-20,1141
2017-05-21,1124
2017-05-22,1093
2017-05-23,1061
2017-05-24,1079
2017-05-25,1070
2017-05-26,1114
2017-05-27,1156
2017-05-28,1124
2017-05-29,1125
2017-05-30,1095
2017-05-31,1093
2017-06-01,1071
2017-06-02,1068
2017-06-03,1044
2017-06-04,1064
2017-06-05,1060
2017-06-06,1076
2017-06-07,1123
2017-06-08,1144
2017-06-09,1125
2017-06-10,1094
2017-06-11,1066
2017-06-12,1078
2017-06-13,1061
2017-06-14,1052
2017-06-15,1046
2017-06-16,1031
2017-06-17,1005
2017-06-18,976
2017-06-19,987
2017-06-20,1019
2017-06-21,1068
2017-06-22,1064
2017-06-23,1036
2017-06-24,1030
2017-06-25,1030
2017-06-26,1052
2017-06-27,1080
2017-06-28,1072
2017-06-29,1061
2017-06-30,1063
2017-07-01,1053
2017-07-02,1051
2017-07-03,1070
2017-07-04,1074
2017-07-05,1060
2017-07-06,1042
2017-07-07,1053
2017-07-08,1045
2017-07-13,1065
2017-07-14,1051
2017-07-15,1050
2017-07-16,1065
2017-07-17,1076
2017-07-18,1081
2017-07-19,1076
2017-07-20,1096
2017-07-21,1137
2017-07-22,1112
2017-07-23,1089
2017-07-24,1085
2017-07-25,1095
2017-07-26,1104
2017-07-27,1126
2017-07-28,1169
2017-07-29,1184
2017-07-30,1134
2017-07-31,1128
2017-08-01,1106
2017-08-02,1101
2017-08-03,1105
2017-08-04,1149
2017-08-05,1154
2017-08-06,1122
2017-08-09,1148
2017-08-10,1154
2017-08-11,1132
2017-08-12,1127
2017-08-13,1096
2017-08-14,1075
2017-08-15,1111
2017-08-16,1113
2017-08-17,1121
2017-08-18,1095
2017-08-19,1061
2017-08-20,1060
2017-08-21,1075
2017-08-22,1065
2017-08-23,1081
2017-08-24,1095
2017-08-25,1086
2017-08-26,1089
2017-08-27,1059
2017-08-28,1063
2017-08-29,1055
2017-08-30,1079
2017-08-31,1085
2017-09-01,1088
2017-09-02,1072
2017-09-03,1057
2017-09-04,1056
2017-09-05,1059
2017-09-06,1060
2017-09-07,1049
2017-09-08,1050
2017-09-09,1026
2017-09-10,1015
2017-09-11,1039
2017-09-12,1049
2017-09-13,1048
2017-09-14,1049
2017-09-15,1036
2017-09-16,1037
2017-09-17,1042
2017-09-18,1047
2017-09-19,1057
2017-09-20,1060
2017-09-21,1047
2017-09-22,1053
2017-09-23,1047
2017-09-24,1051
2017-09-25,1045
2017-09-26,1047
2017-09-27,1060
2017-09-28,1061
2017-09-29,1035
2017-09-30,1026
2017-10-01,1027
2017-10-02,1051
2017-10-03,1066
2017-10-04,1056
2017-10-05,1050
2017-10-06,1047
2017-10-07,1045
2017-10-08,1049
2017-10-09,1042
2017-10-10,1040
2017-10-11,1043
2017-10-12,1023
2017-10-13,978
2017-10-14,929
2017-10-15,936
2017-10-16,956
2017-10-17,962
2017-10-18,956
2017-10-19,950
2017-10-20,962
2017-10-21,957
2017-10-22,981
2017-10-23,1025
2017-10-24,1011
2017-10-25,1018
2017-10-26,1015
2017-10-27,981
2017-10-28,937
2017-10-29,940
2017-10-30,941
2017-10-31,974
2017-11-01,982
2017-11-02,976
2017-11-03,974
2017-11-04,960
2017-11-05,959
2017-11-06,978
2017-11-07,992
2017-11-08,982
2017-11-09,989
2017-11-10,995
2017-11-11,983
2017-11-12,985
2017-11-13,992
2017-11-14,995
2017-11-15,992
2017-11-16,970
2017-11-17,942
2017-11-18,930
2017-11-19,935
2017-11-20,947
2017-11-21,957
2017-11-22,962
2017-11-23,953
2017-11-24,949
2017-11-25,919
2017-11-26,893
2017-11-27,913
2017-11-28,930
2017-11-29,951
2017-11-30,963
2017-12-01,949
2017-12-02,945
2017-12-03,929
2017-12-04,920
2017-12-05,939
2017-12-06,958
2017-12-07,964
2017-12-08,958
2017-12-09,949
2017-12-10,929
2017-12-11,942
2017-12-12,956
2017-12-13,953
2017-12-14,955
2017-12-15,960
2017-12-16,946
2017-12-17,933
2017-12-18,944
2017-12-19,950
2017-12-20,943
2017-12-21,938
2017-12-22,923
2017-12-23,933
2017-12-24,938
2017-12-25,940
2017-12-26,931
2017-12-27,912
2017-12-28,918
