date_obj,Greenman's%20ale price
2015-08-04,746
2015-08-05,721
2015-08-06,698
2015-08-07,695
2015-08-08,698
2015-08-09,705
2015-08-10,685
2015-08-11,696
2015-08-12,696
2015-08-13,690
2015-08-14,709
2015-08-15,709
2015-08-16,729
2015-08-17,751
2015-08-18,780
2015-08-19,818
2015-08-20,818
2015-08-21,833
2015-08-22,828
2015-08-23,828
2015-08-24,832
2015-08-25,832
2015-08-26,828
2015-08-27,826
2015-08-28,826
2015-08-29,833
2015-08-30,833
2015-08-31,855
2015-09-01,850
2015-09-02,850
2015-09-03,876
2015-09-04,889
2015-09-05,889
2015-09-06,891
2015-09-07,918
2015-09-08,880
2015-09-09,875
2015-09-10,883
2015-09-11,922
2015-09-12,969
2015-09-13,1001
2015-09-14,1001
2015-09-15,1003
2015-09-16,1003
2015-09-17,991
2015-09-18,991
2015-09-19,946
2015-09-20,946
2015-09-21,902
2015-09-22,856
2015-09-23,813
2015-09-24,813
2015-09-25,814
2015-09-27,869
2015-09-28,825
2015-09-29,825
2015-09-30,807
2015-10-05,843
2015-10-06,859
2015-10-07,859
2015-10-08,870
2015-10-09,844
2015-10-10,844
2015-10-11,828
2015-10-12,830
2015-10-13,830
2015-10-14,853
2015-10-15,865
2015-10-16,872
2015-10-17,872
2015-10-18,894
2015-10-19,867
2015-10-20,843
2015-10-22,824
2015-10-23,805
2015-10-24,805
2015-10-25,764
2015-10-26,725
2015-10-27,725
2015-10-29,688
2015-10-30,653
2015-10-31,620
2015-11-01,620
2015-11-02,589
2015-11-03,589
2015-11-04,586
2015-11-05,608
2015-11-06,608
2015-11-07,611
2015-11-08,611
2015-11-09,590
2015-11-10,590
2015-11-11,611
2015-11-12,611
2015-11-13,597
2015-11-14,597
2015-11-15,567
2015-11-16,567
2015-11-17,543
2015-11-18,543
2015-11-19,515
2015-11-20,489
2015-11-21,489
2015-11-22,494
2015-11-23,494
2015-11-24,513
2015-11-25,530
2015-11-26,530
2015-11-27,547
2015-11-28,543
2015-11-29,515
2015-11-30,489
2015-12-01,489
2015-12-02,469
2015-12-03,468
2015-12-04,468
2015-12-05,486
2015-12-06,506
2015-12-07,506
2015-12-08,527
2015-12-09,554
2015-12-10,582
2015-12-11,607
2015-12-12,607
2015-12-13,613
2015-12-14,613
2015-12-15,599
2015-12-16,627
2015-12-17,627
2015-12-18,646
2015-12-19,668
2015-12-20,692
2015-12-21,709
2015-12-22,718
2015-12-23,730
2015-12-24,730
2015-12-25,746
2015-12-26,761
2015-12-27,787
2015-12-28,801
2015-12-29,831
2015-12-30,827
2015-12-31,791
2016-01-01,791
2016-01-02,792
2016-01-03,808
2016-01-04,829
2016-01-05,848
2016-01-06,863
2016-01-07,877
2016-01-08,833
2016-01-09,793
2016-01-10,812
2016-01-11,835
2016-01-12,849
2016-01-13,849
2016-01-14,861
2016-01-15,874
2016-01-16,896
2016-01-17,909
2016-01-18,926
2016-01-19,926
2016-01-20,956
2016-01-21,956
2016-01-22,946
2016-01-23,930
2016-01-24,892
2016-01-25,847
2016-01-26,834
2016-01-27,850
2016-01-28,850
2016-01-29,877
2016-01-30,877
2016-01-31,883
2016-02-01,851
2016-02-02,852
2016-02-03,850
2016-02-04,870
2016-02-05,870
2016-02-06,862
2016-02-07,862
2016-02-08,854
2016-02-09,892
2016-02-10,851
2016-02-11,825
2016-02-12,825
2016-02-13,836
2016-02-14,836
2016-02-15,860
2016-02-16,866
2016-02-17,867
2016-02-18,867
2016-02-19,849
2016-02-20,864
2016-02-21,888
2016-02-22,888
2016-02-23,910
2016-02-24,910
2016-02-25,928
2016-02-26,928
2016-02-27,924
2016-02-28,924
2016-02-29,900
2016-03-01,915
2016-03-02,915
2016-03-03,944
2016-03-04,981
2016-03-05,1009
2016-03-06,975
2016-03-07,975
2016-03-08,1001
2016-03-09,1022
2016-03-10,988
2016-03-11,1014
2016-03-12,1025
2016-03-13,1025
2016-03-14,1026
2016-03-15,1040
2016-03-16,1040
2016-03-17,1024
2016-03-18,1009
2016-03-19,1022
2016-03-20,1016
2016-03-21,1043
2016-03-22,1043
2016-03-23,997
2016-03-24,954
2016-03-25,948
2016-03-26,956
2016-03-27,1002
2016-03-28,1008
2016-03-29,970
2016-03-30,970
2016-03-31,986
2016-04-01,989
2016-04-02,997
2016-04-03,1015
2016-04-04,970
2016-04-05,929
2016-04-06,901
2016-04-07,855
2016-04-08,812
2016-04-09,773
2016-04-10,734
2016-04-11,734
2016-04-12,741
2016-04-13,759
2016-04-14,784
2016-04-15,817
2016-04-16,856
2016-04-17,895
2016-04-18,894
2016-04-19,849
2016-04-20,806
2016-04-21,787
2016-04-22,787
2016-04-23,798
2016-04-24,806
2016-04-25,783
2016-04-26,755
2016-04-27,760
2016-04-28,752
2016-04-29,752
2016-04-30,749
2016-05-01,751
2016-05-02,754
2016-05-03,740
2016-05-04,732
2016-05-05,700
2016-05-06,700
2016-05-07,684
2016-05-08,690
2016-05-09,706
2016-05-10,716
2016-05-11,716
2016-05-12,719
2016-05-13,737
2016-05-14,728
2016-05-15,738
2016-05-16,770
2016-05-17,782
2016-05-18,778
2016-05-19,765
2016-05-22,710
2016-05-23,692
2016-05-24,720
2016-05-25,736
2016-05-26,771
2016-05-27,772
2016-05-28,772
2016-05-29,751
2016-05-30,751
2016-05-31,778
2016-06-01,770
2016-06-02,758
2016-06-03,729
2016-06-04,692
2016-06-05,657
2016-06-06,624
2016-06-07,624
2016-06-08,604
2016-06-09,610
2016-06-10,612
2016-06-11,616
2016-06-12,611
2016-06-13,611
2016-06-14,615
2016-06-15,620
2016-06-16,620
2016-06-17,632
2016-06-18,632
2016-06-19,640
2016-06-20,625
2016-06-21,635
2016-06-22,653
2016-06-23,660
2016-06-24,661
2016-06-25,678
2016-06-26,692
2016-06-27,686
2016-06-28,657
2016-06-29,653
2016-06-30,673
2016-07-01,691
2016-07-02,718
2016-07-03,732
2016-07-04,728
2016-07-05,744
2016-07-06,764
2016-07-07,751
2016-07-08,736
2016-07-09,719
2016-07-10,715
2016-07-11,697
2016-07-12,684
2016-07-13,683
2016-07-14,689
2016-07-15,704
2016-07-16,710
2016-07-17,713
2016-07-18,717
2016-07-23,705
2016-07-24,724
2016-07-25,732
2016-07-26,732
2016-07-27,729
2016-07-28,742
2016-07-29,761
2016-07-30,779
2016-07-31,779
2016-08-01,790
2016-08-02,786
2016-08-03,759
2016-08-04,743
2016-08-05,743
2016-08-06,738
2016-08-07,737
2016-08-08,737
2016-08-09,758
2016-08-10,732
2016-08-11,732
2016-08-12,713
2016-08-13,732
2016-08-14,733
2016-08-15,738
2016-08-16,725
2016-08-17,725
2016-08-18,731
2016-08-19,713
2016-08-20,729
2016-08-21,736
2016-08-22,759
2016-08-23,753
2016-08-24,771
2016-08-25,786
2016-08-26,786
2016-08-28,791
2016-08-31,779
2016-09-01,763
2016-09-02,763
2016-09-03,734
2016-09-04,735
2016-09-05,721
2016-09-06,716
2016-09-07,716
2016-09-08,711
2016-09-09,711
2016-09-10,719
2016-09-11,719
2016-09-12,735
2016-09-13,757
2016-09-14,757
2016-09-15,740
2016-09-16,740
2016-09-17,760
2016-09-18,785
2016-09-19,816
2016-09-20,816
2016-09-21,837
2016-09-22,828
2016-09-23,835
2016-09-24,835
2016-09-25,833
2016-09-26,833
2016-09-27,827
2016-09-28,827
2016-09-29,832
2016-09-30,837
2016-10-01,868
2016-10-02,868
2016-10-03,885
2016-10-04,885
2016-10-05,878
2016-10-06,847
2016-10-07,847
2016-10-08,856
2016-10-09,856
2016-10-10,864
2016-10-11,870
2016-10-12,870
2016-10-13,871
2016-10-14,890
2016-10-15,901
2016-10-16,901
2016-10-17,861
2016-10-18,861
2016-10-19,885
2016-10-20,885
2016-10-21,930
2016-10-22,930
2016-10-23,939
2016-10-24,892
2016-10-25,892
2016-10-26,850
2016-10-27,850
2016-10-28,828
2016-10-29,821
2016-10-30,836
2016-10-31,845
2016-11-01,845
2016-11-02,840
2016-11-03,840
2016-11-04,857
2016-11-05,857
2016-11-06,854
2016-11-07,839
2016-11-08,867
2016-11-09,889
2016-11-10,905
2016-11-11,905
2016-11-12,896
2016-11-13,925
2016-11-14,898
2016-11-15,860
2016-12-07,833
2016-12-08,839
2016-12-09,860
2016-12-10,885
2016-12-11,908
2016-12-12,922
2016-12-13,947
2016-12-14,907
2016-12-15,907
2016-12-16,861
2016-12-17,852
2016-12-18,852
2016-12-19,818
2016-12-20,789
2016-12-21,776
2016-12-22,776
2016-12-23,737
2016-12-24,737
2016-12-25,700
2016-12-26,671
2016-12-27,676
2016-12-28,679
2016-12-29,684
2016-12-30,705
2016-12-31,674
2017-01-01,643
2017-01-02,643
2017-01-03,656
2017-01-04,660
2017-01-05,660
2017-01-06,656
2017-01-07,674
2017-01-08,694
2017-01-09,687
2017-01-10,708
2017-01-11,701
2017-01-12,713
2017-01-13,713
2017-01-14,701
2017-01-15,689
2017-01-16,680
2017-01-17,669
2017-01-18,672
2017-01-19,697
2017-01-20,731
2017-01-21,715
2017-01-22,682
2017-01-23,656
2017-01-27,594
2017-01-28,573
2017-01-29,550
2017-01-30,561
2017-01-31,561
2017-02-01,561
2017-02-02,557
2017-02-03,576
2017-02-04,567
2017-02-05,540
2017-02-06,541
2017-02-07,553
2017-02-08,566
2017-02-09,566
2017-02-10,537
2017-02-11,522
2017-02-12,541
2017-02-13,547
2017-02-14,550
2017-02-15,562
2017-02-16,570
2017-02-18,581
2017-02-19,598
2017-02-20,587
2017-02-21,591
2017-02-22,599
2017-02-23,605
2017-02-24,635
2017-02-25,655
2017-02-26,685
2017-02-27,696
2017-02-28,704
2017-03-01,721
2017-03-02,731
2017-03-03,707
2017-03-04,713
2017-03-05,700
2017-03-06,712
2017-03-07,712
2017-03-08,736
2017-03-09,751
2017-03-10,761
2017-03-11,764
2017-03-12,730
2017-03-13,709
2017-03-14,719
2017-03-15,740
2017-03-16,723
2017-03-17,734
2017-03-18,747
2017-03-19,751
2017-03-20,758
2017-03-21,757
2017-03-22,744
2017-03-23,746
2017-03-24,769
2017-03-25,769
2017-03-26,793
2017-03-27,762
2017-03-28,730
2017-03-29,745
2017-03-30,745
2017-03-31,762
2017-04-01,781
2017-04-02,789
2017-04-03,787
2017-04-04,770
2017-04-12,639
2017-04-13,641
2017-04-14,631
2017-04-15,600
2017-04-16,580
2017-04-17,551
2017-04-18,523
2017-04-19,496
2017-04-20,476
2017-04-21,462
2017-04-22,478
2017-04-23,495
2017-04-24,496
2017-04-25,511
2017-04-26,511
2017-04-27,509
2017-04-28,529
2017-04-29,555
2017-04-30,553
2017-05-01,561
2017-05-02,573
2017-05-03,562
2017-05-04,563
2017-05-05,569
2017-05-06,548
2017-05-07,569
2017-05-08,582
2017-05-09,600
2017-05-10,592
2017-05-11,585
2017-05-12,592
2017-05-13,608
2017-05-14,584
2017-05-15,611
2017-05-16,619
2017-05-17,626
2017-05-18,632
2017-05-19,632
2017-05-20,647
2017-05-21,647
2017-05-22,631
2017-05-23,607
2017-05-24,576
2017-05-25,562
2017-05-26,533
2017-05-27,520
2017-05-28,521
2017-05-29,525
2017-05-30,543
2017-05-31,551
2017-06-01,542
2017-06-02,545
2017-06-03,545
2017-06-04,539
2017-06-05,549
2017-06-06,558
2017-06-07,566
2017-06-08,566
2017-06-09,578
2017-06-10,565
2017-06-11,586
2017-06-12,594
2017-06-13,604
2017-06-14,608
2017-06-15,617
2017-06-16,603
2017-06-17,614
2017-06-18,607
2017-06-19,607
2017-06-20,620
2017-06-21,620
2017-06-22,620
2017-06-23,627
2017-06-24,629
2017-06-25,645
2017-06-26,653
2017-06-27,673
2017-06-28,686
2017-06-29,697
2017-06-30,707
2017-07-01,707
2017-07-02,727
2017-07-03,727
2017-07-04,712
2017-07-05,712
2017-07-06,730
2017-07-07,730
2017-07-08,757
2017-07-13,778
2017-07-14,796
2017-07-15,796
2017-07-16,816
2017-07-17,813
2017-07-18,807
2017-07-19,837
2017-07-20,842
2017-07-21,804
2017-07-22,795
2017-07-23,777
2017-07-24,792
2017-07-25,809
2017-07-26,810
2017-07-27,793
2017-07-28,784
2017-07-29,798
2017-07-30,773
2017-07-31,773
2017-08-01,778
2017-08-02,777
2017-08-03,761
2017-08-04,761
2017-08-05,742
2017-08-06,727
2017-08-09,685
2017-08-10,689
2017-08-11,701
2017-08-12,707
2017-08-13,688
2017-08-14,670
2017-08-15,679
2017-08-16,680
2017-08-17,662
2017-08-18,662
2017-08-19,664
2017-08-20,654
2017-08-21,648
2017-08-22,640
2017-08-23,648
2017-08-24,673
2017-08-25,684
2017-08-26,696
2017-08-27,678
2017-08-28,682
2017-08-29,682
2017-08-30,675
2017-08-31,655
2017-09-01,655
2017-09-02,628
2017-09-03,628
2017-09-04,642
2017-09-05,654
2017-09-06,680
2017-09-07,714
2017-09-08,714
2017-09-09,697
2017-09-10,698
2017-09-11,721
2017-09-12,721
2017-09-13,722
2017-09-14,709
2017-09-15,709
2017-09-16,693
2017-09-17,687
2017-09-18,673
2017-09-19,673
2017-09-20,658
2017-09-21,627
2017-09-22,609
2017-09-23,609
2017-09-24,608
2017-09-25,618
2017-09-26,587
2017-09-27,587
2017-09-28,588
2017-09-29,577
2017-09-30,572
2017-10-01,564
2017-10-02,559
2017-10-03,559
2017-10-04,566
2017-10-05,580
2017-10-06,580
2017-10-07,572
2017-10-08,598
2017-10-09,594
2017-10-10,582
2017-10-11,582
2017-10-12,571
2017-10-13,562
2017-10-14,550
2017-10-15,550
2017-10-16,553
2017-10-17,553
2017-10-18,547
2017-10-19,528
2017-10-20,532
2017-10-21,531
2017-10-22,523
2017-10-23,525
2017-10-24,516
2017-10-25,517
2017-10-26,509
2017-10-27,518
2017-10-28,518
2017-10-29,514
2017-10-30,525
2017-10-31,511
2017-11-01,511
2017-11-02,519
2017-11-03,522
2017-11-04,522
2017-11-05,518
2017-11-06,523
2017-11-07,523
2017-11-08,526
2017-11-09,530
2017-11-10,510
2017-11-11,498
2017-11-12,511
2017-11-13,508
2017-11-14,508
2017-11-15,493
2017-11-16,499
2017-11-17,509
2017-11-18,509
2017-11-19,495
2017-11-20,497
2017-11-21,498
2017-11-22,498
2017-11-23,511
2017-11-24,511
2017-11-25,515
2017-11-26,515
2017-11-27,515
2017-11-28,514
2017-11-29,516
2017-11-30,516
2017-12-01,515
2017-12-02,515
2017-12-03,520
2017-12-04,520
2017-12-05,497
2017-12-06,503
2017-12-07,510
2017-12-08,510
2017-12-09,514
2017-12-10,521
2017-12-11,531
2017-12-12,535
2017-12-13,530
2017-12-14,539
2017-12-15,554
2017-12-16,560
2017-12-17,545
2017-12-18,563
2017-12-19,584
2017-12-20,604
2017-12-21,630
2017-12-22,637
2017-12-23,652
2017-12-24,663
2017-12-25,669
2017-12-26,687
2017-12-27,663
2017-12-28,630
2017-12-29,623
2017-12-30,636
2017-12-31,636
2018-01-01,637
2018-01-02,649
2018-01-03,651
2018-01-04,669
2018-01-05,651
2018-01-06,631
2018-01-07,600
2018-01-08,605
2018-01-09,618
2018-01-10,620
2018-01-11,622
2018-01-12,595
2018-01-13,592
2018-01-14,596
2018-01-15,605
2018-01-16,616
2018-01-17,634
2018-01-18,638
2018-01-19,638
2018-01-20,634
2018-01-21,627
2018-01-22,622
2018-01-23,596
2018-01-25,551
2018-01-26,523
2018-01-27,528
2018-01-28,522
2018-01-29,505
2018-01-30,496
2018-01-31,503
2018-02-01,517
2018-02-02,522
2018-02-03,517
2018-02-04,534
2018-02-05,561
2018-02-06,563
2018-02-07,562
2018-02-08,572
2018-02-09,581
2018-02-10,559
2018-02-11,573
2018-02-12,571
2018-02-13,574
2018-02-14,590
2018-02-15,591
2018-02-16,572
2018-02-17,548
2018-02-18,544
2018-02-19,537
2018-02-20,548
2018-02-21,557
2018-02-22,585
2018-02-23,614
2018-02-24,638
2018-02-25,651
2018-02-26,670
2018-02-27,676
2018-02-28,681
2018-03-01,685
2018-03-02,701
2018-03-03,699
2018-03-04,678
2018-03-05,673
2018-03-06,654
2018-03-07,639
2018-03-08,644
2018-03-09,635
2018-03-10,638
2018-03-11,645
2018-03-12,649
2018-03-13,658
2018-03-14,648
2018-03-15,636
2018-03-16,635
2018-03-17,631
2018-03-18,638
2018-03-19,646
2018-03-20,657
2018-03-21,677
2018-03-23,710
2018-03-24,703
2018-03-25,722
2018-03-26,729
2018-03-27,729
2018-03-28,724
2018-03-29,695
2018-03-30,678
2018-03-31,644
2018-04-01,638
2018-04-02,634
2018-04-03,608
2018-04-04,610
2018-04-05,608
2018-04-06,613
2018-04-07,618
2018-04-08,608
2018-04-09,609
2018-04-10,578
2018-04-11,549
2018-04-12,551
2018-04-13,542
2018-04-14,539
2018-04-15,527
2018-04-16,544
2018-04-17,571
2018-04-18,566
2018-04-19,576
2018-04-20,568
2018-04-21,572
2018-04-22,559
2018-04-23,568
2018-04-24,572
2018-04-25,555
2018-04-26,575
2018-04-27,587
2018-04-28,574
2018-04-29,594
2018-04-30,596
2018-05-01,609
2018-05-03,577
2018-05-04,588
2018-05-05,608
2018-05-06,608
2018-05-07,637
2018-05-08,669
2018-05-09,703
2018-05-10,739
2018-05-11,776
2018-05-12,780
2018-05-13,775
2018-05-14,746
2018-05-15,708
2018-05-16,683
2018-05-17,670
2018-05-18,656
2018-05-19,640
2018-05-20,630
2018-05-21,636
2018-05-22,604
2018-05-23,607
2018-05-24,623
2018-05-25,643
2018-05-26,634
2018-05-27,644
2018-05-28,660
2018-05-29,662
2018-05-30,673
2018-05-31,684
2018-06-01,701
2018-06-02,707
2018-06-03,701
2018-06-04,690
2018-06-05,657
2018-06-06,624
2018-06-07,592
2018-06-08,562
2018-06-09,541
2018-06-10,536
2018-06-11,543
2018-06-12,556
2018-06-13,558
2018-06-14,560
2018-06-15,570
2018-06-16,572
2018-06-17,583
2018-06-18,592
2018-06-19,605
2018-06-20,618
2018-06-21,628
2018-06-22,620
2018-06-23,619
2018-06-24,603
2018-06-25,585
2018-06-26,570
2018-06-27,577
2018-06-28,592
2018-06-29,596
2018-06-30,625
2018-07-01,641
2018-07-02,643
2018-07-03,653
2018-07-04,651
2018-07-05,667
2018-07-06,675
2018-07-07,694
2018-07-08,660
2018-07-09,629
2018-07-10,610
2018-07-11,598
2018-07-12,605
2018-07-13,598
2018-07-14,611
2018-07-15,623
2018-07-16,628
2018-07-17,628
2018-07-18,621
2018-07-19,589
2018-07-20,568
2018-07-21,580
2018-07-22,600
2018-07-23,629
2018-07-24,657
2018-07-25,680
2018-07-26,682
2018-07-27,689
2018-07-28,718
2018-07-29,742
2018-07-30,743
2018-07-31,736
2018-08-01,726
2018-08-02,734
2018-08-03,721
2018-08-04,712
2018-08-05,681
2018-08-06,659
2018-08-07,678
2018-08-08,677
2018-08-09,656
2018-08-10,626
2018-08-11,594
2018-08-12,566
2018-08-14,510
2018-08-16,495
2018-08-17,502
2018-08-18,518
2018-08-19,514
2018-08-20,518
2018-08-21,492
2018-08-22,468
2018-08-23,468
2018-08-24,482
2018-08-25,489
2018-08-26,506
2018-08-27,521
2018-08-28,544
2018-08-29,549
2018-08-30,563
2018-08-31,566
2018-09-01,581
2018-09-02,584
2018-09-03,575
2018-09-04,577
2018-09-05,580
2018-09-06,588
2018-09-07,603
2018-09-08,621
2018-09-09,639
2018-09-10,649
2018-09-11,653
2018-09-12,642
2018-09-13,636
2018-09-14,664
2018-09-15,640
2018-09-16,653
2018-09-17,663
2018-09-18,632
2018-09-19,603
2018-09-20,590
2018-09-21,590
2018-09-22,590
2018-09-23,594
2018-09-24,595
2018-09-25,576
2018-09-26,547
2018-09-27,519
2018-09-28,499
2018-09-29,513
2018-09-30,528
2018-10-01,538
2018-10-02,543
2018-10-03,555
2018-10-04,558
2018-10-05,576
2018-10-06,579
2018-10-07,555
2018-10-08,571
2018-10-09,578
2018-10-10,577
2018-10-11,571
2018-10-12,585
2018-10-13,593
2018-10-14,601
2018-10-15,603
2018-10-16,601
2018-10-17,581
2018-10-18,584
2018-10-19,589
2018-10-20,581
2018-10-21,587
2018-10-22,596
2018-10-23,602
2018-10-24,614
2018-10-25,628
2018-10-26,625
2018-10-27,641
2018-10-28,648
2018-10-29,669
2018-10-30,677
2018-10-31,687
2018-11-01,690
2018-11-03,706
2018-11-04,718
2018-11-05,734
2018-11-06,743
2018-11-07,721
2018-11-08,727
2018-11-09,697
2018-11-10,721
2018-11-11,691
2018-11-12,656
2018-11-13,629
2018-11-14,618
2018-11-15,624
2018-11-16,601
2018-11-17,598
2018-11-18,589
2018-11-19,577
2018-11-20,564
2018-11-21,561
2018-11-22,554
2018-11-23,526
2018-11-24,515
2018-11-25,522
2018-11-26,545
2018-11-27,558
2018-11-28,542
2018-11-29,548
2018-12-01,576
2018-12-02,565
2018-12-03,536
2018-12-05,522
2018-12-07,536
2018-12-09,565
2018-12-10,562
2018-12-11,580
2018-12-12,594
2018-12-13,590
2018-12-14,575
2018-12-15,567
2018-12-16,547
2018-12-17,557
2018-12-18,561
2018-12-19,570
2018-12-20,587
2018-12-21,559
2018-12-22,531
2018-12-23,512
2018-12-24,512
2018-12-25,532
2018-12-26,559
2018-12-27,567
2018-12-28,590
2018-12-29,583
2018-12-30,563
2018-12-31,566
2019-01-01,553
2019-01-02,548
2019-01-03,546
2019-01-04,562
2019-01-05,579
2019-01-06,593
2019-01-08,616
2019-01-10,619
2019-01-11,588
2019-01-12,558
2019-01-13,530
2019-01-14,503
2019-01-15,477
2019-01-16,453
2019-01-17,430
2019-01-18,408
2019-01-19,390
2019-01-20,395
2019-01-21,400
2019-01-22,400
2019-01-23,390
2019-01-25,361
2019-01-26,364
2019-01-28,376
2019-01-29,361
2019-01-30,348
2019-01-31,347
2019-02-01,352
2019-02-02,363
2019-02-03,381
2019-02-04,397
2019-02-05,399
2019-02-06,394
2019-02-07,407
2019-02-08,428
2019-02-09,448
2019-02-10,453
2019-02-11,449
2019-02-12,436
2019-02-13,418
2019-02-14,399
2019-02-15,403
2019-02-16,395
2019-02-17,375
2019-02-18,356
2019-02-19,338
2019-02-20,322
2019-02-21,308
2019-02-22,297
2019-02-23,282
2019-02-24,271
2019-02-25,273
2019-02-26,270
2019-02-27,269
2019-02-28,269
2019-03-01,257
2019-03-02,249
2019-03-03,246
2019-03-04,243
2019-03-05,245
2019-03-06,242
2019-03-07,247
2019-03-08,253
2019-03-09,260
2019-03-10,267
2019-03-11,275
2019-03-12,284
2019-03-13,290
2019-03-14,298
2019-03-15,304
2019-03-16,299
2019-03-17,300
2019-03-18,306
2019-03-19,311
2019-03-20,311
2019-03-21,310
2019-03-22,320
2019-03-23,330
2019-03-24,337
2019-03-25,344
2019-03-26,337
2019-03-27,349
2019-03-28,358
2019-03-29,370
2019-03-30,381
2019-03-31,386
2019-04-01,391
2019-04-02,393
2019-04-03,387
2019-04-04,397
2019-04-05,409
2019-04-06,395
2019-04-07,385
2019-04-08,387
2019-04-09,382
2019-04-10,402
2019-04-11,416
2019-04-12,416
2019-04-13,402
2019-04-14,398
2019-04-15,401
2019-04-16,381
2019-04-17,361
2019-04-18,343
2019-04-19,340
2019-04-20,346
2019-04-21,358
2019-04-22,364
2019-04-23,359
2019-04-24,372
2019-04-25,385
2019-04-26,397
2019-04-27,410
2019-04-28,408
2019-04-29,412
2019-04-30,425
2019-05-01,432
2019-05-02,435
2019-05-03,434
2019-05-04,442
2019-05-05,446
2019-05-06,450
2019-05-07,468
2019-05-08,490
2019-05-09,511
2019-05-10,504
2019-05-11,525
2019-05-12,546
2019-05-13,552
2019-05-14,543
2019-05-15,528
2019-05-16,501
2019-05-17,475
2019-05-18,452
2019-05-19,429
2019-05-20,407
2019-05-21,398
2019-05-22,394
2019-05-23,397
2019-05-24,397
2019-05-25,379
2019-05-26,377
2019-05-27,377
2019-05-28,380
2019-05-29,372
2019-05-30,354
2019-05-31,336
2019-06-01,319
2019-06-02,310
2019-06-03,294
2019-06-04,291
2019-06-05,289
2019-06-06,290
2019-06-07,299
2019-06-08,302
2019-06-09,309
2019-06-10,317
2019-06-11,307
2019-06-12,294
2019-06-13,286
2019-06-14,300
2019-06-15,313
2019-06-16,323
2019-06-17,329
2019-06-18,328
2019-06-19,334
2019-06-20,350
2019-06-21,361
2019-06-22,373
2019-06-23,384
2019-06-24,376
2019-06-25,388
2019-06-26,368
2019-06-27,359
2019-06-28,361
2019-06-29,374
2019-06-30,386
2019-07-01,394
2019-07-02,405
2019-07-03,417
2019-07-04,433
2019-07-05,418
2019-07-06,430
2019-07-07,424
2019-07-08,440
2019-07-09,456
2019-07-10,464
2019-07-11,471
2019-07-12,474
2019-07-13,494
2019-07-14,507
2019-07-15,504
2019-07-16,514
2019-07-17,523
2019-07-18,510
2019-07-19,493
2019-07-20,509
2019-07-21,518
2019-07-22,533
2019-07-23,537
2019-07-24,554
2019-07-25,560
2019-07-26,561
2019-07-27,552
2019-07-28,532
2019-07-29,507
2019-07-30,495
2019-07-31,483
2019-08-01,491
2019-08-02,491
2019-08-03,487
2019-08-04,485
2019-08-05,479
2019-08-06,488
2019-08-07,492
2019-08-08,467
2019-08-09,475
2019-08-10,477
2019-08-11,489
2019-08-12,476
2019-08-13,469
2019-08-14,456
2019-08-15,469
2019-08-16,483
2019-08-17,501
2019-08-18,505
2019-08-19,504
2019-08-20,521
2019-08-21,522
2019-08-22,529
2019-08-23,541
2019-08-24,553
2019-08-24,553
2019-08-25,571
2019-08-25,571
2019-08-26,580
