date_obj,Mystic%20robe%20bottom%20(dark) price
2016-07-02,53669
2016-07-03,52852
2016-07-04,53434
2016-07-05,53941
2016-07-06,53995
2016-07-07,54252
2016-07-08,54880
2016-07-09,54485
2016-07-10,54249
2016-07-11,54748
2016-07-12,54307
2016-07-13,54123
2016-07-14,54313
2016-07-15,54517
2016-07-16,54359
2016-07-17,54403
2016-07-18,54359
2016-07-23,53870
2016-07-24,54028
2016-07-25,54005
2016-07-26,53804
2016-07-27,53976
2016-07-28,53581
2016-07-29,53908
2016-07-30,53826
2016-07-31,54055
2016-08-01,54047
2016-08-02,55540
2016-08-03,55036
2016-08-04,54616
2016-08-05,54346
2016-08-06,54282
2016-08-07,54133
2016-08-08,53628
2016-08-09,53743
2016-08-10,53770
2016-08-11,53716
2016-08-12,54282
2016-08-13,53302
2016-08-14,53618
2016-08-15,53686
2016-08-16,54392
2016-08-17,54241
2016-08-18,53609
2016-08-19,52924
2016-08-20,52978
2016-08-21,52638
2016-08-22,53716
2016-08-23,53716
2016-08-24,53782
2016-08-25,53714
2016-08-26,53714
2016-08-28,54025
2016-08-31,54530
2016-09-01,54531
2016-09-02,54531
2016-09-03,54808
2016-09-04,54021
2016-09-05,53898
2016-09-06,53587
2016-09-07,54093
2016-09-08,54020
2016-09-09,53941
2016-09-10,53911
2016-09-11,53661
2016-09-12,53871
2016-09-13,54817
2016-09-14,55940
2016-09-15,55282
2016-09-16,55497
2016-09-17,54768
2016-09-18,53161
2016-09-19,53350
2016-09-20,53956
2016-09-21,54288
2016-09-22,55386
2016-09-23,55596
2016-09-24,55596
2016-09-25,54098
2016-09-26,53721
2016-09-27,54865
2016-09-28,54787
2016-09-29,54637
2016-09-30,54409
2016-10-01,53741
2016-10-02,54361
2016-10-03,54902
2016-10-04,53993
2016-10-05,54595
2016-10-06,53593
2016-10-07,52933
2016-10-08,53403
2016-10-09,53490
2016-10-10,54498
2016-10-11,53506
2016-10-12,53858
2016-10-13,53708
2016-10-14,54788
2016-10-15,56024
2016-10-16,55062
2016-10-17,54486
2016-10-18,54768
2016-10-19,55399
2016-10-20,54356
2016-10-21,54611
2016-10-22,55372
2016-10-23,55756
2016-10-24,55121
2016-10-25,54703
2016-10-26,54591
2016-10-27,54314
2016-10-28,54176
2016-10-29,54124
2016-10-30,54006
2016-10-31,53756
2016-11-01,53292
2016-11-02,54200
2016-11-03,55015
2016-11-04,53781
2016-11-05,54169
2016-11-06,54222
2016-11-07,53367
2016-11-08,53833
2016-11-09,53762
2016-11-10,53880
2016-11-11,54152
2016-11-12,53973
2016-11-13,54748
2016-11-14,55269
2016-12-07,53882
2016-12-08,54364
2016-12-09,54997
2016-12-10,54608
2016-12-11,54695
2016-12-12,54265
2016-12-13,53997
2016-12-14,54882
2016-12-15,54289
2016-12-16,54710
2016-12-17,55570
2016-12-18,54336
2016-12-19,53358
2016-12-20,53097
2016-12-21,53589
2016-12-22,54164
2016-12-23,53788
2016-12-24,53908
2016-12-25,54467
2016-12-26,55092
2016-12-27,54925
2016-12-28,55315
2016-12-29,54387
2016-12-30,53332
2016-12-31,53564
2017-01-01,53745
2017-01-02,53464
2017-01-03,53603
2017-01-04,53399
2017-01-05,52590
2017-01-06,52506
2017-01-07,52287
2017-01-08,51767
2017-01-09,52652
2017-01-10,53604
2017-01-11,53796
2017-01-12,54394
2017-01-13,53750
2017-01-14,54592
2017-01-15,55102
2017-01-16,54263
2017-01-17,54795
2017-01-18,54964
2017-01-19,55189
2017-01-20,55721
2017-01-21,55920
2017-01-22,54783
2017-01-27,54373
2017-01-28,54369
2017-01-29,54723
2017-01-30,54821
2017-01-31,55052
2017-02-01,53994
2017-02-02,53795
2017-02-03,54275
2017-02-04,54760
2017-02-05,54680
2017-02-06,53790
2017-02-07,54547
2017-02-08,54700
2017-02-09,53086
2017-02-10,54000
2017-02-11,53513
2017-02-12,53964
2017-02-13,54269
2017-02-14,53843
2017-02-15,53714
2017-02-16,53310
2017-02-18,54852
2017-02-19,54757
2017-02-20,54299
2017-02-21,54123
2017-02-22,54423
2017-02-23,54383
2017-02-24,54176
2017-02-25,54536
2017-02-26,54283
2017-02-27,54528
2017-02-28,54564
2017-03-01,54999
2017-03-02,55244
2017-03-03,55186
2017-03-04,55802
2017-03-05,56080
2017-03-06,55366
2017-03-07,55882
2017-03-08,56299
2017-03-09,56638
2017-03-10,55719
2017-03-11,54782
2017-03-12,54709
2017-03-13,54451
2017-03-14,53747
2017-03-15,53748
2017-03-16,54370
2017-03-17,54602
2017-03-18,53610
2017-03-19,53350
2017-03-20,54446
2017-03-21,55238
2017-03-22,55277
2017-03-23,55186
2017-03-24,54166
2017-03-25,54432
2017-03-26,54640
2017-03-27,55051
2017-03-28,55461
2017-03-29,56079
2017-03-30,54620
2017-03-31,55550
2017-04-01,55996
2017-04-02,55224
2017-04-03,54444
2017-04-04,54019
2017-04-12,54578
2017-04-13,55396
2017-04-14,54507
2017-04-15,54536
2017-04-16,54595
2017-04-17,55030
2017-04-18,55307
2017-04-19,55061
2017-04-20,54194
2017-04-21,53934
2017-04-22,52977
2017-04-23,51556
2017-04-24,51174
2017-04-25,50841
2017-04-26,50474
2017-04-27,51216
2017-04-28,52137
2017-04-29,52327
2017-04-30,52222
2017-05-01,53446
2017-05-02,53770
2017-05-03,53244
2017-05-04,53456
2017-05-05,53842
2017-05-06,53783
2017-05-07,53745
2017-05-08,53244
2017-05-09,53029
2017-05-10,53189
2017-05-11,53553
2017-05-12,52515
2017-05-13,52481
2017-05-14,53245
2017-05-15,53410
2017-05-16,53744
2017-05-17,54367
2017-05-18,54721
2017-05-19,54289
2017-05-20,54433
2017-05-21,54121
2017-05-22,54109
2017-05-23,55088
2017-05-24,54869
2017-05-25,52737
2017-05-26,51009
2017-05-27,49439
2017-05-28,48138
2017-05-29,48409
2017-05-30,47718
2017-05-31,47362
2017-06-01,47617
2017-06-02,48433
2017-06-03,48144
2017-06-06,47964
2017-06-07,48020
2017-06-08,47471
2017-06-09,47791
2017-06-10,48017
2017-06-11,48740
2017-06-12,48208
2017-06-13,48028
2017-06-14,48029
2017-06-15,47847
2017-06-16,47580
2017-06-17,47647
2017-06-18,47542
2017-06-19,47664
2017-06-20,47509
2017-06-21,47407
2017-06-22,47509
2017-06-23,47481
2017-06-24,48551
2017-06-25,47903
2017-06-26,48265
2017-06-27,48218
2017-06-28,48149
2017-06-29,48551
2017-06-30,48439
2017-07-01,47786
2017-07-02,47697
2017-07-03,47930
2017-07-04,47578
2017-07-05,47505
2017-07-06,47531
2017-07-07,47535
2017-07-08,47696
2017-07-13,48053
2017-07-14,47922
2017-07-15,47559
2017-07-16,47754
2017-07-17,47755
2017-07-18,47938
2017-07-19,47601
2017-07-20,47694
2017-07-21,47619
2017-07-22,47990
2017-07-23,48207
2017-07-24,48394
2017-07-25,48699
2017-07-26,48627
2017-07-27,47707
2017-07-28,47662
2017-07-29,47601
2017-07-30,47503
2017-07-31,47647
2017-08-01,48092
2017-08-02,48297
2017-08-03,47883
2017-08-04,47739
2017-08-05,47543
2017-08-06,47229
2017-08-09,48064
2017-08-10,48257
2017-08-11,48046
2017-08-12,47747
2017-08-13,48312
2017-08-14,48980
2017-08-15,49144
2017-08-16,48240
2017-08-17,48120
2017-08-18,47662
2017-08-19,47959
2017-08-20,48368
2017-08-22,48278
2017-08-23,48230
2017-08-24,48727
2017-08-25,48276
2017-08-26,47828
2017-08-27,48002
2017-08-28,48436
2017-08-29,48634
2017-08-30,48224
2017-08-31,48090
2017-09-01,48447
2017-09-02,48362
2017-09-03,48522
2017-09-04,48146
2017-09-05,48193
2017-09-06,48116
2017-09-07,48214
2017-09-08,48342
2017-09-09,47938
2017-09-10,48205
2017-09-11,47655
2017-09-12,48127
2017-09-13,47968
2017-09-14,47988
2017-09-15,47368
2017-09-16,47140
2017-09-17,47566
2017-09-19,47766
2017-09-20,47771
2017-09-21,47993
2017-09-22,47917
2017-09-23,47712
2017-09-24,47814
2017-09-25,48122
2017-09-26,47835
2017-09-27,48095
2017-09-28,47839
2017-09-29,47822
2017-09-30,47775
2017-10-01,47390
2017-10-02,47551
2017-10-03,47521
2017-10-04,47538
2017-10-05,47562
2017-10-06,48308
2017-10-07,48418
2017-10-08,47811
2017-10-09,47641
2017-10-10,48023
2017-10-11,47730
2017-10-12,48399
2017-10-13,48105
2017-10-14,47602
2017-10-15,47653
2017-10-16,47570
2017-10-17,47154
2017-10-18,47533
2017-10-19,47635
2017-10-20,47547
2017-10-21,47536
2017-10-22,47470
2017-10-23,47842
2017-10-24,47836
2017-10-25,47388
2017-10-26,47497
2017-10-27,48616
2017-10-28,48911
2017-10-29,48558
2017-10-30,48430
2017-10-31,47614
2017-11-01,47431
2017-11-02,47587
2017-11-03,47469
2017-11-04,47753
2017-11-05,47599
2017-11-06,47609
2017-11-07,47784
2017-11-08,47709
2017-11-09,47542
2017-11-10,48151
2017-11-11,47826
2017-11-12,47414
2017-11-13,47282
2017-11-14,47470
2017-11-15,48070
2017-11-16,47778
2017-11-17,47668
2017-11-18,47683
2017-11-19,48015
2017-11-20,48016
2017-11-21,48762
2017-11-22,48718
2017-11-23,49034
2017-11-24,49129
2017-11-25,47916
2017-11-26,48514
2017-11-27,49019
2017-11-28,49206
2017-11-29,49238
2017-11-30,48143
2017-12-01,47865
2017-12-02,47436
2017-12-03,47786
2017-12-04,48144
2017-12-05,48342
2017-12-06,47900
2017-12-07,48081
2017-12-08,47728
2017-12-09,47858
2017-12-10,47728
2017-12-11,47709
2017-12-12,47759
2017-12-14,47484
2017-12-15,47891
2017-12-17,47540
2017-12-18,47884
2017-12-19,48178
2017-12-20,47977
2017-12-21,48204
2017-12-22,48183
2017-12-23,47856
2017-12-24,47912
2017-12-25,47898
2017-12-26,47774
2017-12-27,47969
2017-12-28,48326
2017-12-29,49027
2017-12-30,48765
2017-12-31,48070
2018-01-01,48293
2018-01-02,48163
2018-01-03,47771
2018-01-04,47635
2018-01-05,47643
2018-01-06,47560
2018-01-07,48156
2018-01-08,47678
2018-01-09,47835
2018-01-10,48567
2018-01-11,48186
2018-01-12,48364
2018-01-13,48598
2018-01-14,47878
2018-01-15,48242
2018-01-16,47885
2018-01-17,47745
2018-01-18,47720
2018-01-19,47448
2018-01-20,47803
2018-01-21,48073
2018-01-22,48331
2018-01-23,47962
2018-01-25,47969
2018-01-26,47733
2018-01-27,48089
2018-01-28,48152
2018-01-29,48086
2018-01-31,48407
2018-02-01,47643
2018-02-02,47856
2018-02-03,48020
2018-02-04,48369
2018-02-05,47689
2018-02-06,47825
2018-02-07,47768
2018-02-08,47649
2018-02-09,47803
2018-02-10,47611
2018-02-11,48125
2018-02-12,48615
2018-02-13,47989
2018-02-14,48687
2018-02-15,48385
2018-02-16,48941
2018-02-17,48860
2018-02-18,48030
2018-02-19,48318
2018-02-20,48219
2018-02-21,47985
2018-02-22,48191
2018-02-23,48726
2018-02-24,48174
2018-02-25,48084
2018-02-26,47886
2018-02-27,47818
2018-03-01,47693
2018-03-02,47792
2018-03-03,47786
2018-03-04,47841
2018-03-05,48288
2018-03-06,47781
2018-03-07,47769
2018-03-08,47830
2018-03-09,47804
2018-03-10,47747
2018-03-11,47814
2018-03-12,48098
2018-03-13,48889
2018-03-14,48516
2018-03-15,48660
2018-03-16,48415
2018-03-17,47830
2018-03-18,47659
2018-03-19,47630
2018-03-20,47787
2018-03-21,48102
2018-03-23,47888
2018-03-24,48025
2018-03-26,47876
2018-03-27,48361
2018-03-28,47729
2018-03-29,47841
2018-03-30,48256
2018-03-31,48250
2018-04-01,47980
2018-04-02,47870
2018-04-03,48017
2018-04-04,48091
2018-04-05,49200
2018-04-06,48587
2018-04-07,48411
2018-04-08,48675
2018-04-09,48436
2018-04-10,48446
2018-04-11,47912
2018-04-12,48976
2018-04-13,50614
2018-04-14,52011
2018-04-15,52393
2018-04-16,54772
2018-04-17,53620
2018-04-18,53661
2018-04-19,51494
2018-04-20,50429
2018-04-21,49330
2018-04-22,49318
2018-04-23,49937
2018-04-24,50046
2018-04-25,49562
2018-04-26,49399
2018-04-27,49501
2018-04-28,49348
2018-04-29,49290
2018-04-30,47909
2018-05-01,48396
2018-05-04,47937
2018-05-05,48570
2018-05-06,48725
2018-05-07,48767
2018-05-08,48122
2018-05-09,48564
2018-05-10,48531
2018-05-11,48292
2018-05-12,48140
2018-05-13,47914
2018-05-14,48557
2018-05-15,48392
2018-05-16,47827
2018-05-17,47937
2018-05-18,48081
2018-05-19,48857
2018-05-20,48687
2018-05-21,48883
2018-05-22,49024
2018-05-23,49572
2018-05-24,50346
2018-05-25,52013
2018-05-26,50733
2018-05-27,49418
2018-05-28,48446
2018-05-29,49100
2018-05-30,48519
2018-05-31,47943
2018-06-01,47853
2018-06-02,47881
2018-06-03,48021
2018-06-04,48330
2018-06-05,48237
2018-06-06,47366
2018-06-07,47534
2018-06-08,47120
2018-06-09,47325
2018-06-10,47384
2018-06-11,47412
2018-06-12,47731
2018-06-13,47680
2018-06-14,47713
2018-06-15,48055
2018-06-16,47922
2018-06-17,47772
2018-06-18,47522
2018-06-19,47762
2018-06-20,47638
2018-06-21,47775
2018-06-22,47473
2018-06-23,47722
2018-06-24,47690
2018-06-25,47785
2018-06-26,47724
2018-06-27,47576
2018-06-28,47747
2018-06-29,48079
2018-06-30,47752
2018-07-01,48106
2018-07-02,47821
2018-07-03,47617
2018-07-04,48136
2018-07-05,47955
2018-07-06,47890
2018-07-07,47700
2018-07-08,47549
2018-07-09,47888
2018-07-10,48251
2018-07-11,47684
2018-07-12,47898
2018-07-13,48257
2018-07-14,48147
2018-07-15,48520
2018-07-16,48435
2018-07-17,48496
2018-07-18,48831
2018-07-19,48661
2018-07-20,48691
2018-07-21,49167
2018-07-22,48811
2018-07-23,48525
2018-07-24,48183
2018-07-25,48309
2018-07-26,48128
2018-07-27,47929
2018-07-28,47761
2018-07-29,47871
2018-07-30,47730
2018-07-31,47897
2018-08-01,47933
2018-08-02,48114
2018-08-03,48313
2018-08-04,48628
2018-08-05,49647
2018-08-06,50107
2018-08-07,49670
2018-08-08,49695
2018-08-09,49831
2018-08-10,49503
2018-08-11,49435
2018-08-12,50124
2018-08-14,49091
2018-08-16,48385
2018-08-17,48200
2018-08-18,48009
2018-08-19,47886
2018-08-20,47908
2018-08-21,47270
2018-08-22,48113
2018-08-23,48443
2018-08-24,48097
2018-08-25,48504
2018-08-26,48392
2018-08-27,48104
2018-08-28,48090
2018-08-29,47908
2018-08-30,47869
2018-08-31,47748
2018-09-01,47722
2018-09-02,47596
2018-09-03,47828
2018-09-04,48748
2018-09-05,48884
2018-09-06,48686
2018-09-07,48599
2018-09-08,48318
2018-09-09,47979
2018-09-10,47928
2018-09-11,47727
2018-09-12,47991
2018-09-13,48091
2018-09-14,48242
2018-09-15,47952
2018-09-16,47821
2018-09-17,47907
2018-09-18,47917
2018-09-19,47590
2018-09-20,47671
2018-09-21,47547
2018-09-22,47607
2018-09-23,47592
2018-09-24,47786
2018-09-25,47891
2018-09-26,47884
2018-09-27,47866
2018-09-28,48214
2018-09-29,48979
2018-09-30,48130
2018-10-02,47999
2018-10-03,47858
2018-10-04,48226
2018-10-05,48038
2018-10-06,48097
2018-10-07,48688
2018-10-08,48506
2018-10-09,48726
2018-10-10,48019
2018-10-11,47932
2018-10-12,47029
2018-10-13,47917
2018-10-14,47673
2018-10-15,47827
2018-10-16,47904
2018-10-17,47896
2018-10-18,47887
2018-10-19,47916
2018-10-20,48234
2018-10-21,48161
2018-10-22,48052
2018-10-23,48011
2018-10-24,47809
2018-10-25,47826
2018-10-26,47723
2018-10-27,47567
2018-10-28,47654
2018-10-29,47849
2018-10-30,47942
2018-10-31,47916
2018-11-01,48070
2018-11-03,48221
2018-11-04,48034
2018-11-05,47934
2018-11-06,47807
2018-11-07,47999
2018-11-08,48021
2018-11-09,47874
2018-11-10,47931
2018-11-11,48008
2018-11-12,47974
2018-11-13,47937
2018-11-15,47712
2018-11-16,47724
2018-11-17,47638
2018-11-18,47694
2018-11-19,47700
2018-11-20,47716
2018-11-21,47713
2018-11-22,47744
2018-11-23,47627
2018-11-24,47656
2018-11-25,47616
2018-11-26,47810
2018-11-27,48765
2018-11-28,49312
2018-11-29,48617
2018-12-01,48162
2018-12-02,48112
2018-12-03,47794
2018-12-04,47781
2018-12-05,47894
2018-12-07,48739
2018-12-09,49143
2018-12-10,48808
2018-12-11,48824
2018-12-12,49453
2018-12-13,49074
2018-12-14,48460
2018-12-15,48161
2018-12-16,47853
2018-12-17,47659
2018-12-18,48004
2018-12-19,48011
2018-12-20,48053
2018-12-21,47927
2018-12-22,47745
2018-12-23,47847
2018-12-24,47835
2018-12-25,47864
2018-12-26,47667
2018-12-27,47683
2018-12-28,47737
2018-12-29,47980
2018-12-30,47983
2018-12-31,47810
2019-01-01,47685
2019-01-02,47807
2019-01-03,47727
2019-01-04,47582
2019-01-05,47771
2019-01-06,47614
2019-01-08,47704
2019-01-10,47462
2019-01-11,47581
2019-01-12,47658
2019-01-13,47594
2019-01-14,47908
2019-01-15,47906
2019-01-16,47932
2019-01-17,47819
2019-01-18,47730
2019-01-19,47885
2019-01-20,48029
2019-01-21,47931
2019-01-22,47963
2019-01-23,47827
2019-01-24,47955
2019-01-25,48117
2019-01-26,48334
2019-01-27,47802
2019-01-28,47850
2019-01-29,47865
2019-01-30,47866
2019-01-31,47606
2019-02-01,47818
2019-02-02,47760
2019-02-03,47754
2019-02-04,47707
2019-02-05,47824
2019-02-06,47642
2019-02-07,47896
2019-02-08,47898
2019-02-09,47890
2019-02-10,48240
2019-02-11,48030
2019-02-12,48024
2019-02-13,48130
2019-02-14,48481
2019-02-15,48419
2019-02-16,48179
2019-02-17,48056
2019-02-18,48002
2019-02-19,47981
2019-02-20,47874
2019-02-21,47770
2019-02-22,47616
2019-02-23,47613
2019-02-24,47753
2019-02-25,48023
2019-02-26,48188
2019-02-27,47883
2019-02-28,48226
2019-03-01,47998
2019-03-02,47703
2019-03-03,48084
2019-03-04,48080
2019-03-05,47920
2019-03-06,48117
2019-03-07,48012
2019-03-08,48236
2019-03-09,48175
2019-03-10,48124
2019-03-11,48159
2019-03-12,48080
2019-03-13,48074
2019-03-14,48182
2019-03-15,47728
2019-03-16,47713
2019-03-17,47973
2019-03-18,48047
2019-03-19,47802
2019-03-20,48147
2019-03-21,48078
2019-03-22,48032
2019-03-23,48064
2019-03-24,47736
2019-03-25,47734
2019-03-26,47809
2019-03-27,47701
2019-03-28,47084
2019-03-29,47883
2019-03-30,47523
