date_obj,Guthix%20coif price
2019-03-28,65875
2019-03-29,63981
2019-03-30,61547
2019-03-31,59344
2019-04-01,58973
2019-04-02,60498
2019-04-03,60589
2019-04-04,62075
2019-04-05,63124
2019-04-06,62806
2019-04-07,62947
2019-04-08,62931
2019-04-09,63263
2019-04-10,63900
2019-04-11,64168
2019-04-12,63282
2019-04-13,63374
2019-04-14,62971
2019-04-15,62866
2019-04-16,62750
2019-04-17,62510
2019-04-18,62791
2019-04-19,62452
2019-04-20,62439
2019-04-21,62325
2019-04-22,62299
2019-04-23,62778
2019-04-24,62938
2019-04-25,62946
2019-04-26,63666
2019-04-27,63665
2019-04-28,64081
2019-04-29,64701
2019-04-30,64885
2019-05-01,64453
2019-05-02,64092
2019-05-03,64462
2019-05-04,63822
2019-05-05,64445
2019-05-06,65113
2019-05-07,65226
2019-05-08,64410
2019-05-09,64725
2019-05-10,64578
2019-05-11,64676
2019-05-12,64611
2019-05-13,64585
2019-05-14,64526
2019-05-15,64041
2019-05-16,63831
2019-05-17,64433
2019-05-18,64467
2019-05-19,63868
2019-05-20,63703
2019-05-21,63842
2019-05-22,63225
2019-05-23,63599
2019-05-24,63036
2019-05-25,62773
2019-05-26,62488
2019-05-27,62469
2019-05-28,63049
2019-05-29,63298
2019-05-30,62955
2019-05-31,62596
2019-06-01,63136
2019-06-02,63521
2019-06-03,62955
2019-06-04,63445
2019-06-05,64319
2019-06-06,65988
2019-06-07,65913
2019-06-08,67228
2019-06-09,67485
2019-06-10,65716
2019-06-11,65583
2019-06-12,65677
2019-06-13,65750
2019-06-14,65445
2019-06-15,65975
2019-06-16,65313
2019-06-17,64491
2019-06-18,63595
2019-06-19,63969
2019-06-20,64604
2019-06-21,65507
2019-06-22,67275
2019-06-23,67148
2019-06-24,67932
2019-06-25,68539
2019-06-26,69127
2019-06-27,69904
2019-06-28,69821
2019-06-29,69621
2019-06-30,69229
2019-07-01,68718
2019-07-02,67851
2019-07-03,67783
2019-07-04,67686
2019-07-05,67377
2019-07-06,67152
2019-07-07,67237
2019-07-08,66043
2019-07-09,67418
2019-07-10,68075
2019-07-11,67814
2019-07-12,68769
2019-07-13,69298
2019-07-14,68729
2019-07-15,68662
2019-07-16,69408
2019-07-17,69659
2019-07-18,69702
2019-07-19,70421
2019-07-20,70338
2019-07-21,70528
2019-07-22,70384
2019-07-23,69411
2019-07-24,68604
2019-07-25,69120
2019-07-26,70238
2019-07-27,69715
2019-07-28,68938
2019-07-29,68991
2019-07-30,68921
2019-07-31,69799
2019-08-01,70031
2019-08-02,70369
2019-08-03,70304
2019-08-04,69674
2019-08-05,69877
2019-08-06,69474
2019-08-07,70386
2019-08-08,70961
2019-08-09,70737
2019-08-10,71309
2019-08-11,71441
2019-08-12,71324
2019-08-13,71225
2019-08-14,70930
2019-08-15,70812
2019-08-16,71161
2019-08-17,70878
2019-08-18,70214
2019-08-19,70726
2019-08-20,71662
2019-08-21,71916
2019-08-22,71750
2019-08-23,71734
2019-08-24,71896
2019-08-24,71896
2019-08-25,71581
2019-08-25,71581
2019-08-26,72026
2019-08-26,72026
2019-08-27,71766
2019-08-27,71766
2019-08-28,72291
2019-08-29,71984
2019-08-30,72555
2019-08-31,72759
2019-09-01,72754
2019-09-02,72648
2019-09-03,72997
2019-09-04,73767
2019-09-05,75219
2019-09-06,77857
2019-09-07,79723
2019-09-08,78275
2019-09-09,78339
2019-09-10,77687
2019-09-11,76189
2019-09-12,74474
2019-09-13,73503
2019-09-14,72419
2019-09-15,71811
2019-09-16,72142
2019-09-17,71955
2019-09-18,72164
2019-09-19,73006
2019-09-20,73383
2019-09-21,73887
2019-09-22,73517
2019-09-23,73605
2019-09-24,72982
2019-09-25,72598
2019-09-26,72306
2019-09-27,72490
2019-09-28,71831
2019-09-29,72264
2019-09-30,72140
2019-10-01,71263
2019-10-02,69750
2019-10-03,68149
2019-10-04,67097
2019-10-05,65850
2019-10-06,64687
2019-10-07,64253
2019-10-08,63129
2019-10-09,61819
2019-10-10,61155
2019-10-11,60132
2019-10-12,59245
2019-10-13,57897
2019-10-14,58098
2019-10-15,56738
2019-10-16,55638
2019-10-17,54773
2019-10-18,54073
2019-10-19,53528
2019-10-20,52440
2019-10-21,51420
2019-10-22,50734
2019-10-23,50325
2019-10-24,50955
2019-10-25,52346
2019-10-26,51952
2019-10-27,50783
2019-10-28,50304
2019-10-29,50215
2019-10-30,49890
2019-10-31,49056
2019-11-01,49233
2019-11-02,49959
2019-11-03,51391
2019-11-04,51496
2019-11-05,50531
2019-11-06,50239
2019-11-07,50101
2019-11-08,50314
2019-11-09,50666
2019-11-10,50489
2019-11-11,50722
2019-11-12,51549
2019-11-13,51604
2019-11-14,52535
2019-11-15,53371
2019-11-16,53998
2019-11-17,54128
2019-11-18,55741
2019-11-19,56693
2019-11-20,58152
2019-11-21,57824
2019-11-22,58425
2019-11-23,58601
2019-11-24,59472
2019-11-25,60222
2019-11-26,62065
2019-11-27,62400
2019-11-28,63457
2019-11-29,63717
2019-11-30,63445
2019-12-01,63935
2019-12-02,63910
2019-12-03,63416
2019-12-04,63454
2019-12-05,63286
2019-12-06,62803
2019-12-07,62857
2019-12-08,60922
2019-12-09,60506
2019-12-10,60196
2019-12-11,61884
2019-12-12,64237
2019-12-13,64690
2019-12-14,63596
2019-12-15,63641
2019-12-16,64590
2019-12-17,65995
2019-12-18,64267
2019-12-19,63243
2019-12-20,63504
2019-12-21,63849
2019-12-22,62455
2019-12-23,62613
2019-12-24,62792
2019-12-25,61554
2019-12-26,61941
2019-12-27,61703
2019-12-28,61845
2019-12-29,61553
2019-12-30,61743
2019-12-31,61170
2020-01-01,61203
2020-01-02,60715
2020-01-03,61092
2020-01-04,60774
2020-01-05,60152
2020-01-06,60497
2020-01-07,61047
2020-01-08,61315
2020-01-09,60827
2020-01-10,60502
2020-01-11,60525
2020-01-12,59159
2020-01-13,58619
2020-01-14,58840
2020-01-15,58199
2020-01-16,58385
2020-01-17,57913
2020-01-18,56552
2020-01-19,56689
2020-01-20,57747
2020-01-21,56737
2020-01-22,55671
2020-01-23,55481
2020-01-24,56737
2020-01-25,58026
2020-01-26,57419
2020-01-27,58165
2020-01-28,58574
2020-01-29,58994
2020-01-30,58811
2020-01-31,59977
2020-02-01,59833
2020-02-02,59235
2020-02-03,58946
2020-02-04,58871
2020-02-05,59165
2020-02-06,58288
2020-02-07,58144
2020-02-08,57767
2020-02-09,57571
2020-02-10,57903
2020-02-11,57462
2020-02-12,57980
2020-02-13,58229
2020-02-14,57849
2020-02-15,57764
2020-02-16,57869
2020-02-17,57236
2020-02-18,56689
2020-02-19,56302
2020-02-20,55905
2020-02-21,55888
2020-02-22,55924
2020-02-23,55310
2020-02-24,56166
2020-02-25,56459
2020-02-26,56524
2020-02-27,56242
2020-02-28,56703
2020-02-29,57340
2020-03-01,57114
2020-03-02,57526
2020-03-03,57833
2020-03-04,58621
2020-03-05,59811
2020-03-06,61115
2020-03-07,62718
2020-03-08,62639
2020-03-09,62608
2020-03-10,63412
2020-03-11,64056
2020-03-12,64852
2020-03-13,65650
2020-03-14,64456
2020-03-15,64499
2020-03-16,64525
2020-03-17,64440
2020-03-18,64810
2020-03-19,65373
2020-03-20,65669
2020-03-21,66443
2020-03-22,66745
2020-03-23,67415
2020-03-24,67364
2020-03-25,68207
2020-03-26,67500
2020-03-27,66713
2020-03-28,65974
2020-03-29,65280
2020-03-30,63591
2020-03-31,62767
2020-04-01,61842
2020-04-02,60902
2020-04-03,59982
2020-04-04,60161
2020-04-05,60629
2020-04-06,60298
2020-04-07,59959
2020-04-08,60203
2020-04-09,60640
2020-04-10,60398
2020-04-11,60789
2020-04-12,60312
2020-04-13,60902
2020-04-14,60974
2020-04-15,61753
2020-04-16,61042
2020-04-17,61332
2020-04-18,62360
2020-04-19,63043
2020-04-20,64718
2020-04-21,65504
2020-04-22,66473
2020-04-23,67785
2020-04-24,68831
2020-04-25,69905
2020-04-26,71399
2020-04-27,72120
2020-04-28,72818
2020-04-29,73709
2020-04-30,72471
2020-05-01,71479
2020-05-02,71539
2020-05-03,71069
2020-05-04,70582
2020-05-05,70071
2020-05-06,67798
2020-05-07,66449
2020-05-08,65821
2020-05-09,65706
2020-05-10,65442
2020-05-11,65086
2020-05-12,65576
2020-05-13,66457
