date_obj,Skeletal%20helm price
2015-09-12,71011
2015-09-13,71011
2015-09-14,71011
2015-09-15,71011
2015-09-16,71011
2015-09-17,71011
2015-09-18,71011
2015-09-19,71011
2015-09-20,67532
2015-09-21,67532
2015-09-22,67532
2015-09-23,67532
2015-09-24,67532
2015-09-25,67532
2015-09-27,67532
2015-09-28,67532
2015-09-29,67532
2015-09-30,67532
2015-10-05,67532
2015-10-06,67532
2015-10-07,67532
2015-10-08,67532
2015-10-09,65803
2015-10-10,65803
2015-10-11,65803
2015-10-12,65803
2015-10-13,65803
2015-10-14,65803
2015-10-15,65803
2015-10-16,65803
2015-10-17,65803
2015-10-18,65803
2015-10-19,65803
2015-10-20,65803
2015-10-22,65803
2015-10-23,65803
2015-10-24,65803
2015-10-25,65803
2015-10-26,65803
2015-10-27,65803
2015-10-29,64282
2015-10-30,64282
2015-10-31,64282
2015-11-01,64282
2015-11-02,64282
2015-11-03,64282
2015-11-04,64282
2015-11-05,64282
2015-11-06,64282
2015-11-07,64282
2015-11-08,64282
2015-11-09,64282
2015-11-10,64282
2015-11-11,64282
2015-11-12,64282
2015-11-13,64282
2015-11-14,64282
2015-11-15,64282
2015-11-16,64282
2015-11-17,64282
2015-11-18,64282
2015-11-19,64282
2015-11-20,64282
2015-11-21,66150
2015-11-22,66150
2015-11-23,66150
2015-11-24,66150
2015-11-25,66150
2015-11-26,66150
2015-11-27,66150
2015-11-28,66150
2015-11-29,66150
2015-11-30,66150
2015-12-01,66150
2015-12-02,66150
2015-12-03,66150
2015-12-04,66150
2015-12-05,66150
2015-12-06,66150
2015-12-07,66150
2015-12-08,66150
2015-12-09,66150
2015-12-10,66150
2015-12-11,66150
2015-12-12,66150
2015-12-13,66150
2015-12-14,66150
2015-12-15,66150
2015-12-16,66150
2015-12-17,66150
2015-12-18,67131
2015-12-19,67131
2015-12-20,67131
2015-12-21,67131
2015-12-22,67131
2015-12-23,67131
2015-12-24,67131
2015-12-25,67131
2015-12-26,67131
2015-12-27,67131
2015-12-28,67131
2015-12-29,67131
2015-12-30,67131
2015-12-31,67131
2016-01-01,67131
2016-01-02,67131
2016-01-03,67131
2016-01-04,67131
2016-01-05,67131
2016-01-06,67131
2016-01-07,67131
2016-01-08,67131
2016-01-09,67131
2016-01-10,67131
2016-01-11,68260
2016-01-12,68260
2016-01-13,68260
2016-01-14,68260
2016-01-15,68260
2016-01-16,68260
2016-01-17,68260
2016-01-18,68260
2016-01-19,68260
2016-01-20,68260
2016-01-21,68260
2016-01-22,68260
2016-01-23,68260
2016-01-24,68260
2016-01-25,68260
2016-01-26,68260
2016-01-27,68260
2016-01-28,68260
2016-01-29,68791
2016-01-30,68791
2016-01-31,68791
2016-02-01,68791
2016-02-02,68791
2016-02-03,68791
2016-02-04,68791
2016-02-05,68791
2016-02-06,68791
2016-02-07,68791
2016-02-08,68791
2016-02-09,68791
2016-02-10,68791
2016-02-11,68791
2016-02-12,68791
2016-02-13,68791
2016-02-14,68791
2016-02-15,68791
2016-02-16,68791
2016-02-17,68791
2016-02-18,68791
2016-02-19,67765
2016-02-20,67765
2016-02-21,67765
2016-02-22,67765
2016-02-23,67765
2016-02-24,67765
2016-02-25,67765
2016-02-26,67765
2016-02-27,67765
2016-02-28,67765
2016-02-29,67765
2016-03-01,67765
2016-03-02,67765
2016-03-03,67765
2016-03-04,67765
2016-03-05,67765
2016-03-06,67765
2016-03-07,67765
2016-03-08,67765
2016-03-09,67765
2016-03-10,68056
2016-03-11,68056
2016-03-12,68056
2016-03-13,68056
2016-03-14,68056
2016-03-15,68056
2016-03-16,68056
2016-03-17,68056
2016-03-18,68056
2016-03-19,68056
2016-03-20,68056
2016-03-21,68056
2016-03-22,68056
2016-03-23,68056
2016-03-24,68056
2016-03-25,68056
2016-03-26,68056
2016-03-27,68056
2016-03-28,68056
2016-03-29,68056
2016-03-30,68056
2016-03-31,66585
2016-04-01,66585
2016-04-02,66585
2016-04-03,66585
2016-04-04,66585
2016-04-05,66585
2016-04-06,66585
2016-04-07,66585
2016-04-08,66585
2016-04-09,66585
2016-04-10,66585
2016-04-11,66585
2016-04-12,66585
2016-04-13,66585
2016-04-14,66585
2016-04-15,66585
2016-04-16,66585
2016-04-17,66585
2016-04-18,66585
2016-04-19,63447
2016-04-20,63447
2016-04-21,63447
2016-04-22,63447
2016-04-23,63447
2016-04-24,63447
2016-04-25,63447
2016-04-26,63447
2016-04-27,63447
2016-04-28,63447
2016-04-29,63447
2016-04-30,63447
2016-05-01,63447
2016-05-02,63447
2016-05-03,63447
2016-05-04,63447
2016-05-05,63447
2016-05-06,63447
2016-05-07,60348
2016-05-08,60348
2016-05-09,60348
2016-05-10,60348
2016-05-11,60348
2016-05-12,60348
2016-05-13,60348
2016-05-14,60348
2016-05-15,60348
2016-05-16,60348
2016-05-17,60348
2016-05-18,60348
2016-05-19,60348
2016-05-22,57436
2016-05-23,57436
2016-05-24,57436
2016-05-25,57436
2016-05-26,57436
2016-05-27,57436
2016-05-28,57436
2016-05-29,57436
2016-05-30,57436
2016-05-31,57436
2016-06-01,57436
2016-06-02,57436
2016-06-03,57436
2016-06-04,57436
2016-06-05,57436
2016-06-06,54601
2016-06-07,54601
2016-06-08,54601
2016-06-09,54601
2016-06-10,54601
2016-06-11,54601
2016-06-12,54601
2016-06-13,54601
2016-06-14,54601
2016-06-15,54601
2016-06-16,54601
2016-06-17,54601
2016-06-18,54601
2016-06-19,54601
2016-06-20,54601
2016-06-21,54601
2016-06-22,51953
2016-06-23,51953
2016-06-24,51953
2016-06-25,51953
2016-06-26,51953
2016-06-27,51953
2016-06-28,51953
2016-06-29,51953
2016-06-30,51953
2016-07-01,51953
2016-07-02,51953
2016-07-03,51953
2016-07-04,51953
2016-07-05,51953
2016-07-06,51953
2016-07-07,51375
2016-07-08,51375
2016-07-09,51375
2016-07-10,51375
2016-07-11,51375
2016-07-12,51375
2016-07-13,51375
2016-07-14,51375
2016-07-15,51375
2016-07-16,51375
2016-07-17,51375
2016-07-18,51375
2016-07-24,51375
2016-07-25,51375
2016-07-26,51375
2016-07-27,51375
2016-07-28,51375
2016-07-29,52338
2016-07-30,52338
2016-07-31,52338
2016-08-01,52338
2016-08-02,52338
2016-08-03,52338
2016-08-04,52338
2016-08-05,52338
2016-08-06,52338
2016-08-07,52338
2016-08-08,52338
2016-08-09,52338
2016-08-10,52338
2016-08-11,52338
2016-08-12,52338
2016-08-13,52338
2016-08-14,52338
2016-08-15,52338
2016-08-16,52338
2016-08-17,52338
2016-08-18,52338
2016-08-19,52338
2016-08-20,52338
2016-08-21,52338
2016-08-22,52338
2016-08-23,52997
2016-08-24,52997
2016-08-25,52997
2016-08-26,52997
2016-08-28,52997
2016-08-31,52997
2016-09-01,52997
2016-09-02,52997
2016-09-03,52997
2016-09-04,52997
2016-09-05,52997
2016-09-06,52997
2016-09-07,52997
2016-09-08,52997
2016-09-09,52997
2016-09-10,52997
2016-09-11,52997
2016-09-12,52997
2016-09-13,52997
2016-09-14,52997
2016-09-15,52997
2016-09-16,52997
2016-09-17,52997
2016-09-18,52997
2016-09-19,54425
2016-09-20,54425
2016-09-21,54425
2016-09-22,54425
2016-09-23,54425
2016-09-24,54425
2016-09-25,54425
2016-09-26,54425
2016-09-27,54425
2016-09-28,54425
2016-09-29,54425
2016-09-30,54425
2016-10-01,54425
2016-10-02,54425
2016-10-03,54425
2016-10-04,54425
2016-10-05,54425
2016-10-06,54425
2016-10-07,54425
2016-10-08,54425
2016-10-09,54425
2016-10-11,54425
2016-10-12,54425
2016-10-13,54425
2016-10-14,54425
2016-10-15,55870
2016-10-16,55870
2016-10-17,55870
2016-10-18,55870
2016-10-19,55870
2016-10-20,55870
2016-10-21,55870
2016-10-22,55870
2016-10-23,55870
2016-10-24,55870
2016-10-25,55870
2016-10-26,55870
2016-10-27,55870
2016-10-28,55870
2016-10-29,55870
2016-10-30,55870
2016-10-31,55870
2016-11-01,55870
2016-11-02,55870
2016-11-03,55870
2016-11-04,55870
2016-11-05,55870
2016-11-06,55870
2016-11-07,58315
2016-11-08,58315
2016-11-09,58315
2016-11-10,58315
2016-11-11,58315
2016-11-12,58315
2016-11-13,58315
2016-11-14,58315
2016-12-08,60421
2016-12-09,60421
2016-12-10,60421
2016-12-11,60421
2016-12-12,60421
2016-12-13,60421
2016-12-14,60421
2016-12-15,60421
2016-12-16,60421
2016-12-17,60421
2016-12-18,62670
2016-12-19,62670
2016-12-20,62670
2016-12-21,62670
2016-12-22,62670
2016-12-23,62670
2016-12-24,62670
2016-12-25,62670
2016-12-26,62670
2016-12-27,62670
2016-12-28,62670
2016-12-29,62670
2016-12-30,62670
2016-12-31,62670
2017-01-01,62670
2017-01-02,62670
2017-01-03,62670
2017-01-04,62670
2017-01-05,62670
2017-01-06,62670
2017-01-07,64460
2017-01-08,64460
2017-01-09,64460
2017-01-10,64460
2017-01-11,64460
2017-01-12,64460
2017-01-13,64460
2017-01-14,64460
2017-01-15,64460
2017-01-16,64460
2017-01-17,64460
2017-01-18,64460
2017-01-19,64460
2017-01-20,64460
2017-01-21,64460
2017-01-22,66697
2017-01-27,66697
2017-01-28,66697
2017-01-29,66697
2017-01-30,66697
2017-01-31,66697
2017-02-01,66697
2017-02-02,66697
2017-02-03,66697
2017-02-04,66697
2017-02-05,66697
2017-02-06,67239
2017-02-07,67239
2017-02-08,67239
2017-02-09,67239
2017-02-10,67239
2017-02-11,67239
2017-02-12,67239
2017-02-13,67239
2017-02-14,67239
2017-02-15,67239
2017-02-16,67239
2017-02-18,67239
2017-02-19,67239
2017-02-20,67239
2017-02-21,67239
2017-02-22,67239
2017-02-23,67239
2017-02-24,67239
2017-02-25,67239
2017-02-26,68813
2017-02-27,68813
2017-02-28,68813
2017-03-01,68813
2017-03-02,68813
2017-03-03,68813
2017-03-04,68813
2017-03-05,68813
2017-03-06,68813
2017-03-07,68813
2017-03-08,68813
2017-03-09,68813
2017-03-10,68813
2017-03-11,68813
2017-03-12,68813
2017-03-13,68813
2017-03-14,69484
2017-03-15,69484
2017-03-16,69484
2017-03-17,69484
2017-03-18,69484
2017-03-19,69484
2017-03-20,69484
2017-03-21,69484
2017-03-22,69484
2017-03-23,69484
2017-03-24,69484
2017-03-25,69484
2017-03-26,69484
2017-03-27,69484
2017-03-28,69484
2017-03-29,69484
2017-03-30,69484
2017-03-31,69484
2017-04-01,69484
2017-04-02,69852
2017-04-03,69852
2017-04-04,69852
2017-04-12,69852
2017-04-13,69852
2017-04-14,69852
2017-04-15,69852
2017-04-16,69852
2017-04-17,69852
2017-04-18,67632
2017-04-19,67632
2017-04-20,67632
2017-04-21,67632
2017-04-22,67632
2017-04-23,67632
2017-04-24,67632
2017-04-25,67632
2017-04-26,67632
2017-04-27,67632
2017-04-28,67632
2017-04-29,67632
2017-04-30,67632
2017-05-01,67632
2017-05-02,67632
2017-05-03,65881
2017-05-04,65881
2017-05-05,65881
2017-05-06,65881
2017-05-07,65881
2017-05-08,65881
2017-05-09,65881
2017-05-10,65881
2017-05-11,65881
2017-05-12,65881
2017-05-13,65881
2017-05-14,65881
2017-05-15,65881
2017-05-16,65881
2017-05-17,65881
2017-05-18,65881
2017-05-19,65881
2017-05-20,63564
2017-05-21,63564
2017-05-22,63564
2017-05-23,63564
2017-05-24,63564
2017-05-25,63564
2017-05-26,63564
2017-05-27,63564
2017-05-28,63564
2017-05-29,63564
2017-05-30,63564
2017-05-31,63564
2017-06-01,63564
2017-06-02,63564
2017-06-03,63564
2017-06-06,64123
2017-06-07,64123
2017-06-08,64123
2017-06-09,64123
2017-06-10,64123
2017-06-11,64123
2017-06-12,64123
2017-06-13,64123
2017-06-14,64123
2017-06-15,64123
2017-06-16,64123
2017-06-17,64123
2017-06-18,64123
2017-06-19,64883
2017-06-20,64883
2017-06-21,64883
2017-06-22,64883
2017-06-23,64883
2017-06-24,64883
2017-06-25,64883
2017-06-26,64883
2017-06-27,64883
2017-06-28,64883
2017-06-29,64883
2017-06-30,64883
2017-07-01,64883
2017-07-02,64883
2017-07-03,64883
2017-07-04,64883
2017-07-05,64883
2017-07-06,64883
2017-07-07,64883
2017-07-08,64883
2017-07-13,65633
2017-07-14,65633
2017-07-15,65633
2017-07-16,65633
2017-07-17,65633
2017-07-18,65633
2017-07-19,65633
2017-07-20,65633
2017-07-21,65633
2017-07-22,65633
2017-07-23,65633
2017-07-24,65633
2017-07-25,65633
2017-07-26,65633
2017-07-27,67058
2017-07-28,67058
2017-07-29,67058
2017-07-30,67058
2017-07-31,67058
2017-08-01,67058
2017-08-02,67058
2017-08-03,67058
2017-08-04,67058
2017-08-05,67058
2017-08-06,67058
2017-08-09,67058
2017-08-10,67058
2017-08-11,67058
2017-08-12,69678
2017-08-13,69678
2017-08-14,69678
2017-08-15,69678
2017-08-17,69678
2017-08-18,69678
2017-08-19,69678
2017-08-20,69678
2017-08-21,69678
2017-08-22,69678
2017-08-23,69678
2017-08-24,69678
2017-08-25,69678
2017-08-26,69678
2017-08-27,69678
2017-08-28,69678
2017-08-29,69678
2017-08-30,69678
2017-08-31,69375
2017-09-01,69375
2017-09-02,69375
2017-09-03,69375
2017-09-04,69375
2017-09-05,69375
2017-09-06,69375
2017-09-07,69375
2017-09-08,69375
2017-09-09,69375
2017-09-10,69375
2017-09-11,69375
2017-09-12,69375
2017-09-13,69375
2017-09-14,69375
2017-09-15,69375
2017-09-16,69375
2017-09-17,68494
2017-09-19,68494
2017-09-20,68494
2017-09-21,68494
2017-09-22,68494
2017-09-23,68494
2017-09-24,68494
2017-09-25,68494
2017-09-26,68494
2017-09-27,68494
2017-09-28,68494
2017-09-29,68494
2017-09-30,68494
2017-10-01,68494
2017-10-02,68494
2017-10-03,68494
2017-10-04,66352
2017-10-05,66352
2017-10-06,66352
2017-10-07,66352
2017-10-08,66352
2017-10-09,66352
2017-10-10,66352
2017-10-11,66352
2017-10-12,66352
2017-10-13,66352
2017-10-14,66352
2017-10-15,66352
2017-10-16,66352
2017-10-17,66352
2017-10-18,66352
2017-10-19,66352
2017-10-20,66352
2017-10-21,65135
2017-10-22,65135
2017-10-23,65135
2017-10-24,65135
2017-10-25,65135
2017-10-26,65135
2017-10-27,65135
2017-10-28,65135
2017-10-29,65135
2017-10-30,65135
2017-10-31,65135
2017-11-01,65135
2017-11-02,65135
2017-11-03,65135
2017-11-04,65135
2017-11-05,65135
2017-11-06,65135
2017-11-07,62622
2017-11-08,62622
2017-11-09,62622
2017-11-10,62622
2017-11-11,62622
2017-11-12,62622
2017-11-13,62622
2017-11-14,62622
2017-11-15,62622
2017-11-16,62622
2017-11-17,62622
2017-11-18,62622
2017-11-19,62622
2017-11-20,62622
2017-11-21,62622
2017-11-22,62622
2017-11-23,62622
2017-11-24,62622
2017-11-25,62175
2017-11-26,62175
2017-11-27,62175
2017-11-28,62175
2017-11-29,62175
2017-11-30,62175
2017-12-01,62175
2017-12-02,62175
2017-12-03,62175
2017-12-04,62175
2017-12-05,62175
2017-12-06,62175
2017-12-07,62175
2017-12-08,62175
2017-12-09,62175
2017-12-10,62175
2017-12-11,62175
2017-12-12,59421
2017-12-13,59421
2017-12-14,59421
2017-12-15,59421
2017-12-16,59421
2017-12-17,59421
2017-12-18,59421
2017-12-19,59421
2017-12-20,59421
2017-12-21,59421
2017-12-22,59421
2017-12-23,59421
2017-12-24,59421
2017-12-25,59421
2017-12-26,59421
2017-12-27,56504
2017-12-28,56504
2017-12-29,56504
2017-12-30,56504
2017-12-31,56504
2018-01-01,56504
2018-01-02,56504
2018-01-03,56504
2018-01-04,56504
2018-01-05,56504
2018-01-06,56504
2018-01-07,53800
2018-01-08,53800
2018-01-09,53800
2018-01-10,53800
2018-01-11,53800
2018-01-12,53800
2018-01-13,53800
2018-01-14,53800
2018-01-15,53800
2018-01-16,53800
2018-01-17,53800
2018-01-18,53544
2018-01-19,53544
2018-01-20,53544
2018-01-21,53544
2018-01-22,53544
2018-01-23,53544
2018-01-24,55477
2018-01-25,55477
2018-01-26,55477
2018-01-27,55477
2018-01-28,55477
2018-01-29,55477
2018-01-30,54862
2018-01-31,54862
2018-02-01,54862
2018-02-02,54862
2018-02-03,54862
2018-02-04,54862
2018-02-05,54862
2018-02-06,55576
2018-02-07,55576
2018-02-08,55576
2018-02-09,55576
2018-02-10,55576
2018-02-11,55576
2018-02-12,55576
2018-02-13,55781
2018-02-14,55781
2018-02-15,55781
2018-02-16,55781
2018-02-17,55781
2018-02-18,56392
2018-02-19,56392
2018-02-20,56392
2018-02-21,56392
2018-02-22,56392
2018-02-23,56392
2018-02-24,56392
2018-02-25,55323
2018-02-26,55323
2018-02-27,55323
2018-02-28,55323
2018-03-01,55323
2018-03-02,55323
2018-03-03,55323
2018-03-04,55323
2018-03-05,56672
2018-03-06,56672
2018-03-07,56672
2018-03-08,56672
2018-03-09,56672
2018-03-10,56672
2018-03-11,56672
2018-03-12,58776
2018-03-13,58776
2018-03-14,58776
2018-03-15,58776
2018-03-16,58776
2018-03-17,58776
2018-03-18,58776
2018-03-19,58776
2018-03-20,59776
2018-03-21,59776
2018-03-23,59776
2018-03-24,59776
2018-03-26,59776
2018-03-27,59776
2018-03-28,60032
2018-03-29,60032
2018-03-30,60032
2018-03-31,60032
2018-04-01,60032
2018-04-02,60032
2018-04-03,60032
2018-04-04,60032
2018-04-05,60988
2018-04-06,60988
2018-04-08,60988
2018-04-09,60988
2018-04-10,60988
2018-04-11,60988
2018-04-12,60988
2018-04-13,60988
2018-04-14,62870
2018-04-16,62870
2018-04-17,62870
2018-04-18,62870
2018-04-19,62870
2018-04-20,62870
2018-04-21,62870
2018-04-22,62870
2018-04-23,64749
2018-04-24,64749
2018-04-25,64749
2018-04-26,64749
2018-04-27,64749
2018-04-28,64749
2018-04-29,64749
2018-04-30,64749
2018-05-01,64749
2018-05-02,66645
2018-05-03,66645
2018-05-04,66645
2018-05-05,66645
2018-05-06,66645
2018-05-07,66645
2018-05-08,66645
2018-05-09,66645
2018-05-10,66645
2018-05-11,66645
2018-05-12,68890
2018-05-13,68890
2018-05-14,68890
2018-05-15,68890
2018-05-16,68890
2018-05-17,68890
2018-05-18,68890
2018-05-19,68890
2018-05-20,68890
2018-05-21,70400
2018-05-22,70400
2018-05-23,70400
2018-05-24,70400
2018-05-25,70400
2018-05-26,70400
2018-05-27,70400
2018-05-28,70400
2018-05-29,70400
2018-05-30,70400
2018-05-31,71461
2018-06-01,71461
2018-06-02,71461
2018-06-03,71461
2018-06-04,71461
2018-06-05,71461
2018-06-06,71461
2018-06-07,71461
2018-06-08,71461
2018-06-09,71461
2018-06-10,72858
2018-06-11,72858
2018-06-12,72858
2018-06-13,72858
2018-06-14,72858
2018-06-15,72858
2018-06-16,72858
2018-06-17,72858
2018-06-18,74970
2018-06-19,74970
2018-06-20,74970
2018-06-21,74970
2018-06-22,74970
2018-06-23,74970
2018-06-24,74970
2018-06-25,74970
2018-06-26,74970
2018-06-27,74970
2018-06-28,77634
2018-06-29,77634
2018-06-30,77634
2018-07-01,77634
2018-07-02,77634
2018-07-03,77634
2018-07-04,77634
2018-07-05,77634
2018-07-06,77634
2018-07-07,77634
2018-07-08,78327
2018-07-09,78327
2018-07-10,78327
2018-07-11,78327
2018-07-12,78327
2018-07-13,78327
2018-07-14,78327
2018-07-15,78327
2018-07-16,78327
2018-07-17,79754
2018-07-18,79754
2018-07-19,79754
2018-07-20,79754
2018-07-21,79754
2018-07-22,79754
2018-07-23,76749
2018-07-24,76749
2018-07-25,76749
2018-07-26,76749
2018-07-27,76749
2018-07-28,76749
2018-07-29,76749
2018-07-30,76825
2018-07-31,76825
2018-08-01,76825
2018-08-02,76825
2018-08-03,76825
2018-08-04,78882
2018-08-05,78882
2018-08-06,78882
2018-08-07,78882
2018-08-08,78882
2018-08-09,78882
2018-08-10,75126
2018-08-11,75126
2018-08-12,75126
2018-08-14,75126
2018-08-16,75126
2018-08-17,72385
2018-08-18,72385
2018-08-19,72385
2018-08-20,72385
2018-08-21,72385
2018-08-22,70564
2018-08-23,70564
2018-08-24,70564
2018-08-25,70564
2018-08-26,70564
2018-08-27,68893
2018-08-28,68893
2018-08-29,68893
2018-08-30,68893
2018-08-31,70726
2018-09-01,70726
2018-09-02,70726
2018-09-03,70726
2018-09-04,70726
2018-09-05,73214
2018-09-06,73214
2018-09-07,73214
2018-09-08,73214
2018-09-09,73214
2018-09-10,76680
2018-09-11,76680
2018-09-12,76680
2018-09-13,76680
2018-09-14,76680
2018-09-15,76680
2018-09-16,80029
2018-09-17,80029
2018-09-18,80029
2018-09-19,80029
2018-09-20,80029
2018-09-21,80029
2018-09-22,83577
2018-09-23,83577
2018-09-24,83577
2018-09-25,83577
2018-09-26,83577
2018-09-27,83577
2018-09-28,87163
2018-09-29,87163
2018-09-30,87163
2018-10-02,87163
2018-10-03,89446
2018-10-04,89446
2018-10-05,89446
2018-10-06,92986
2018-10-07,92986
2018-10-08,92986
2018-10-09,92986
2018-10-10,92986
2018-10-11,96099
2018-10-12,96099
2018-10-13,96099
2018-10-14,96099
2018-10-15,96099
2018-10-16,96099
2018-10-17,94841
2018-10-18,94841
2018-10-19,94841
2018-10-20,94841
2018-10-21,94841
2018-10-22,94245
2018-10-23,94245
2018-10-24,94245
2018-10-25,94245
2018-10-26,94245
2018-10-27,92537
2018-10-28,92537
2018-10-29,92537
2018-10-30,92537
2018-10-31,88564
2018-11-01,88564
2018-11-03,88564
2018-11-04,85214
2018-11-05,85214
2018-11-06,85214
2018-11-07,84387
2018-11-08,84387
2018-11-09,84387
2018-11-10,84387
2018-11-11,85121
2018-11-12,85121
2018-11-13,85121
2018-11-14,85947
2018-11-15,85947
2018-11-16,86632
2018-11-17,86632
2018-11-18,86632
2018-11-19,89465
2018-11-20,89465
2018-11-21,89465
2018-11-22,90085
2018-11-23,90085
2018-11-24,86987
2018-11-25,86987
2018-11-26,85210
2018-11-27,85210
2018-11-28,82430
2018-11-29,82430
2018-12-01,82005
2018-12-02,82005
2018-12-03,82005
2018-12-04,80160
2018-12-05,80160
2018-12-07,79211
2018-12-09,77184
2018-12-10,73988
2018-12-11,73988
2018-12-12,73783
2018-12-13,73783
2018-12-14,72360
2018-12-15,72360
2018-12-16,70577
2018-12-17,70577
2018-12-18,70577
2018-12-19,68083
2018-12-20,68083
2018-12-21,68083
2018-12-22,66892
2018-12-23,66892
2018-12-24,66616
2018-12-25,66616
2018-12-26,66616
2018-12-27,65339
2018-12-28,65339
2018-12-29,65339
2018-12-30,64026
2018-12-31,64026
2019-01-01,63029
2019-01-02,63029
2019-01-03,61970
2019-01-04,61970
2019-01-05,61970
2019-01-06,60219
2019-01-08,60219
2019-01-10,60660
2019-01-11,60660
2019-01-12,59070
2019-01-13,59070
2019-01-14,59070
2019-01-15,57791
2019-01-16,57791
2019-01-17,57791
2019-01-18,57505
2019-01-19,57505
2019-01-20,58033
2019-01-21,58033
2019-01-22,58033
2019-01-23,57689
2019-01-24,57689
2019-01-25,57689
2019-01-26,57932
2019-01-27,57932
2019-01-28,58163
2019-01-29,58163
2019-01-30,57214
2019-01-31,57214
2019-02-01,57214
2019-02-02,56879
2019-02-03,56879
2019-02-04,56879
2019-02-05,56851
2019-02-06,56851
2019-02-07,56851
2019-02-08,57550
2019-02-09,57550
2019-02-10,57550
2019-02-11,56453
2019-02-12,56453
2019-02-13,56453
2019-02-14,56671
2019-02-15,56671
2019-02-16,56671
2019-02-17,56639
2019-02-18,56639
2019-02-19,56639
2019-02-20,56513
2019-02-21,56513
2019-02-22,56513
2019-02-23,56234
2019-02-24,56234
2019-02-25,56234
2019-02-26,55069
2019-02-27,55069
2019-02-28,55069
2019-03-01,55069
2019-03-02,55069
2019-03-03,52887
2019-03-04,52887
2019-03-05,52887
2019-03-06,50242
2019-03-07,50242
2019-03-08,50242
2019-03-09,50242
2019-03-10,48096
2019-03-11,48096
2019-03-12,48096
2019-03-13,47337
2019-03-14,47337
2019-03-15,47337
2019-03-16,47337
2019-03-17,46007
2019-03-18,46007
2019-03-19,46007
2019-03-20,46007
2019-03-21,44772
2019-03-22,44772
2019-03-23,44772
2019-03-24,43574
2019-03-25,43574
2019-03-26,43574
2019-03-27,43574
2019-03-28,42951
2019-03-29,42951
2019-03-30,42951
2019-03-31,42951
2019-04-01,42401
2019-04-02,42401
2019-04-03,42401
2019-04-04,42401
2019-04-05,41470
