date_obj,Rosemary price
2015-03-26,159
2015-03-27,159
2015-03-28,159
2015-03-29,159
2015-03-30,159
2015-03-31,159
2015-04-01,159
2015-04-02,159
2015-04-03,159
2015-04-04,159
2015-04-05,159
2015-04-06,159
2015-04-07,153
2015-04-08,153
2015-04-09,153
2015-04-10,153
2015-04-11,153
2015-04-12,153
2015-04-13,153
2015-04-14,153
2015-04-15,153
2015-04-16,153
2015-04-17,153
2015-04-18,153
2015-04-19,153
2015-04-20,153
2015-04-21,146
2015-04-22,146
2015-04-23,146
2015-04-24,146
2015-04-25,146
2015-04-26,146
2015-04-27,146
2015-04-28,146
2015-04-29,146
2015-04-30,146
2015-05-01,146
2015-05-02,146
2015-05-03,146
2015-05-04,139
2015-05-05,139
2015-05-06,139
2015-05-07,139
2015-05-08,139
2015-05-09,139
2015-05-10,139
2015-05-11,139
2015-05-12,139
2015-05-13,139
2015-05-14,139
2015-05-15,139
2015-05-16,139
2015-05-17,139
2015-05-18,133
2015-05-19,133
2015-05-20,133
2015-05-21,133
2015-05-22,133
2015-05-23,133
2015-05-24,133
2015-05-25,133
2015-05-26,133
2015-05-27,133
2015-05-28,127
2015-05-29,127
2015-05-30,127
2015-05-31,127
2015-06-01,127
2015-06-02,127
2015-06-03,127
2015-06-04,127
2015-06-05,121
2015-06-06,121
2015-06-07,121
2015-06-08,121
2015-06-09,121
2015-06-10,121
2015-06-11,121
2015-06-12,121
2015-06-13,121
2015-06-14,121
2015-06-15,121
2015-06-16,121
2015-06-17,121
2015-06-18,114
2015-06-19,114
2015-06-20,114
2015-06-21,114
2015-06-22,114
2015-06-23,114
2015-06-24,114
2015-06-25,114
2015-06-26,114
2015-06-27,114
2015-06-28,114
2015-06-29,114
2015-06-30,109
2015-07-01,109
2015-07-02,109
2015-07-03,109
2015-07-04,109
2015-07-05,109
2015-07-06,109
2015-07-07,109
2015-07-08,109
2015-07-09,104
2015-07-10,104
2015-07-11,104
2015-07-12,104
2015-07-13,104
2015-07-14,104
2015-07-15,104
2015-07-16,104
2015-07-17,104
2015-07-18,104
2015-07-19,99
2015-07-20,99
2015-07-21,99
2015-07-22,99
2015-07-23,99
2015-07-24,99
2015-07-25,99
2015-07-26,99
2015-07-27,99
2015-07-28,99
2015-07-29,95
2015-07-30,95
2015-07-31,95
2015-08-01,95
2015-08-02,95
2015-08-03,95
2015-08-04,95
2015-08-05,95
2015-08-06,95
2015-08-07,95
2015-08-08,95
2015-08-09,95
2015-08-10,93
2015-08-11,93
2015-08-12,93
2015-08-13,93
2015-08-14,93
2015-08-15,93
2015-08-16,93
2015-08-17,93
2015-08-18,93
2015-08-19,93
2015-08-20,93
2015-08-21,94
2015-08-22,94
2015-08-23,94
2015-08-24,94
2015-08-25,94
2015-08-26,94
2015-08-27,94
2015-08-28,94
2015-08-29,94
2015-08-30,94
2015-08-31,94
2015-09-01,90
2015-09-02,90
2015-09-03,90
2015-09-04,90
2015-09-05,90
2015-09-06,90
2015-09-07,90
2015-09-08,90
2015-09-09,90
2015-09-10,90
2015-09-11,90
2015-09-12,90
2015-09-13,85
2015-09-14,85
2015-09-15,85
2015-09-16,85
2015-09-17,85
2015-09-18,85
2015-09-19,85
2015-09-20,85
2015-09-21,85
2015-09-22,85
2015-09-23,85
2015-09-24,85
2015-09-25,85
2015-09-27,81
2015-09-28,81
2015-09-29,81
2015-09-30,81
2015-10-05,81
2015-10-06,81
2015-10-07,81
2015-10-08,81
2015-10-09,81
2015-10-10,81
2015-10-11,81
2015-10-12,81
2015-10-13,81
2015-10-14,78
2015-10-15,78
2015-10-16,78
2015-10-17,78
2015-10-18,78
2015-10-19,78
2015-10-20,78
2015-10-22,78
2015-10-23,78
2015-10-24,78
2015-10-25,78
2015-10-26,78
2015-10-27,78
2015-10-29,76
2015-10-30,76
2015-10-31,76
2015-11-01,76
2015-11-02,76
2015-11-03,76
2015-11-04,76
2015-11-05,76
2015-11-06,76
2015-11-07,76
2015-11-08,76
2015-11-09,76
2015-11-10,76
2015-11-11,76
2015-11-12,76
2015-11-13,76
2015-11-14,72
2015-11-15,72
2015-11-16,72
2015-11-17,72
2015-11-18,72
2015-11-19,72
2015-11-20,72
2015-11-21,72
2015-11-22,72
2015-11-23,72
2015-11-24,72
2015-11-25,72
2015-11-26,72
2015-11-27,72
2015-11-28,69
2015-11-29,69
2015-11-30,69
2015-12-01,69
2015-12-02,69
2015-12-03,69
2015-12-04,69
2015-12-05,69
2015-12-06,69
2015-12-07,69
2015-12-08,69
2015-12-09,66
2015-12-10,66
2015-12-11,66
2015-12-12,66
2015-12-13,66
2015-12-14,66
2015-12-15,66
2015-12-16,66
2015-12-17,66
2015-12-18,66
2015-12-19,66
2015-12-20,66
2015-12-21,66
2015-12-22,62
2015-12-23,62
2015-12-24,62
2015-12-25,62
2015-12-26,62
2015-12-27,62
2015-12-28,62
2015-12-29,62
2015-12-30,62
2015-12-31,62
2016-01-01,62
2016-01-02,59
2016-01-03,59
2016-01-04,59
2016-01-05,59
2016-01-06,59
2016-01-07,59
2016-01-08,59
2016-01-09,59
2016-01-10,59
2016-01-11,59
2016-01-12,57
2016-01-13,57
2016-01-14,57
2016-01-15,57
2016-01-16,57
2016-01-17,57
2016-01-18,57
2016-01-19,57
2016-01-20,57
2016-01-21,57
2016-01-22,57
2016-01-23,54
2016-01-24,54
2016-01-25,54
2016-01-26,54
2016-01-27,54
2016-01-28,54
2016-01-29,54
2016-01-30,54
2016-01-31,54
2016-02-01,54
2016-02-02,51
2016-02-03,51
2016-02-04,51
2016-02-05,51
2016-02-06,51
2016-02-07,51
2016-02-08,51
2016-02-09,51
2016-02-10,51
2016-02-11,51
2016-02-12,48
2016-02-13,48
2016-02-14,48
2016-02-15,48
2016-02-16,48
2016-02-17,48
2016-02-18,48
2016-02-19,48
2016-02-20,48
2016-02-21,46
2016-02-22,46
2016-02-23,46
2016-02-24,46
2016-02-25,46
2016-02-26,46
2016-02-27,46
2016-02-28,46
2016-02-29,46
2016-03-01,46
2016-03-02,46
2016-03-03,44
2016-03-04,44
2016-03-05,44
2016-03-06,44
2016-03-07,44
2016-03-08,44
2016-03-09,44
2016-03-10,44
2016-03-11,44
2016-03-12,44
2016-03-13,42
2016-03-14,42
2016-03-15,42
2016-03-16,42
2016-03-17,42
2016-03-18,42
2016-03-19,42
2016-03-20,42
2016-03-21,42
2016-03-22,42
2016-03-23,40
2016-03-24,40
2016-03-25,40
2016-03-26,40
2016-03-27,40
2016-03-28,40
2016-03-29,40
2016-03-30,40
2016-03-31,40
2016-04-01,40
2016-04-02,38
2016-04-03,38
2016-04-04,38
2016-04-05,38
2016-04-06,38
2016-04-07,38
2016-04-08,38
2016-04-09,38
2016-04-10,38
2016-04-11,38
2016-04-12,38
2016-04-13,37
2016-04-14,37
2016-04-15,37
2016-04-16,37
2016-04-17,37
2016-04-18,37
2016-04-19,37
2016-04-20,37
2016-04-21,37
2016-04-22,37
2016-04-23,37
2016-04-24,35
2016-04-25,35
2016-04-26,35
2016-04-27,35
2016-04-28,35
2016-04-29,35
2016-04-30,35
2016-05-01,35
2016-05-02,35
2016-05-03,35
2016-05-04,34
2016-05-05,34
2016-05-06,34
2016-05-07,34
2016-05-08,34
2016-05-09,34
2016-05-10,34
2016-05-11,34
2016-05-12,34
2016-05-13,34
2016-05-14,34
2016-05-15,32
2016-05-16,32
2016-05-17,32
2016-05-18,32
2016-05-19,32
2016-05-22,32
2016-05-23,32
2016-05-24,32
2016-05-25,32
2016-05-26,32
2016-05-27,32
2016-05-28,32
2016-05-29,32
2016-05-30,32
2016-05-31,32
2016-06-01,32
2016-06-02,32
2016-06-03,32
2016-06-04,32
2016-06-05,32
2016-06-06,32
2016-06-07,34
2016-06-08,34
2016-06-09,34
2016-06-10,34
2016-06-11,34
2016-06-12,34
2016-06-13,34
2016-06-14,34
2016-06-15,34
2016-06-16,34
2016-06-17,34
2016-06-18,36
2016-06-19,36
2016-06-20,36
2016-06-21,36
2016-06-22,36
2016-06-23,36
2016-06-24,36
2016-06-25,36
2016-06-26,36
2016-06-27,36
2016-06-28,36
2016-06-29,36
2016-06-30,38
2016-07-01,38
2016-07-02,38
2016-07-03,38
2016-07-04,38
2016-07-05,38
2016-07-06,38
2016-07-07,38
2016-07-08,38
2016-07-09,38
2016-07-10,38
2016-07-11,39
2016-07-12,39
2016-07-13,39
2016-07-14,39
2016-07-15,39
2016-07-16,39
2016-07-17,39
2016-07-18,39
2016-07-23,37
2016-07-24,37
2016-07-25,37
2016-07-26,37
2016-07-27,37
2016-07-28,37
2016-07-29,37
2016-07-30,37
2016-07-31,37
2016-08-01,37
2016-08-02,35
2016-08-03,35
2016-08-04,35
2016-08-05,35
2016-08-06,35
2016-08-07,35
2016-08-08,35
2016-08-09,35
2016-08-10,35
2016-08-11,35
2016-08-12,35
2016-08-13,35
2016-08-14,35
2016-08-15,33
2016-08-16,33
2016-08-17,33
2016-08-18,33
2016-08-19,33
2016-08-20,33
2016-08-21,33
2016-08-22,33
2016-08-23,33
2016-08-24,33
2016-08-25,33
2016-08-26,33
2016-08-28,33
2016-08-31,31
2016-09-01,31
2016-09-02,31
2016-09-03,31
2016-09-04,31
2016-09-05,31
2016-09-06,31
2016-09-07,31
2016-09-08,31
2016-09-09,31
2016-09-10,31
2016-09-11,31
2016-09-12,31
2016-09-13,30
2016-09-14,30
2016-09-15,30
2016-09-16,30
2016-09-17,30
2016-09-18,30
2016-09-19,30
2016-09-20,30
2016-09-21,30
2016-09-22,30
2016-09-23,30
2016-09-24,30
2016-09-25,30
2016-09-26,30
2016-09-27,30
2016-09-28,28
2016-09-29,28
2016-09-30,28
2016-10-01,28
2016-10-02,28
2016-10-03,28
2016-10-04,28
2016-10-05,28
2016-10-06,28
2016-10-07,28
2016-10-08,28
2016-10-09,28
2016-10-10,28
2016-10-11,28
2016-10-12,27
2016-10-13,27
2016-10-14,27
2016-10-15,27
2016-10-16,27
2016-10-17,27
2016-10-18,27
2016-10-19,27
2016-10-20,27
2016-10-21,27
2016-10-22,27
2016-10-23,27
2016-10-24,26
2016-10-25,26
2016-10-26,26
2016-10-27,26
2016-10-28,26
2016-10-29,26
2016-10-30,26
2016-10-31,26
2016-11-01,26
2016-11-02,26
2016-11-03,26
2016-11-04,26
2016-11-05,24
2016-11-06,24
2016-11-07,24
2016-11-08,24
2016-11-09,24
2016-11-10,24
2016-11-11,24
2016-11-12,24
2016-11-13,24
2016-11-14,24
2016-12-08,23
2016-12-09,23
2016-12-10,23
2016-12-11,23
2016-12-12,23
2016-12-13,23
2016-12-14,23
2016-12-15,24
2016-12-16,24
2016-12-17,24
2016-12-18,24
2016-12-19,24
2016-12-20,24
2016-12-21,24
2016-12-22,24
2016-12-23,24
2016-12-24,24
2016-12-25,23
2016-12-26,23
2016-12-27,23
2016-12-28,23
2016-12-29,23
2016-12-30,23
2016-12-31,23
2017-01-01,23
2017-01-02,23
2017-01-03,21
2017-01-04,21
2017-01-05,21
2017-01-06,21
2017-01-07,21
2017-01-08,21
2017-01-09,21
2017-01-10,21
2017-01-11,21
2017-01-12,21
2017-01-13,21
2017-01-14,21
2017-01-15,21
2017-01-16,21
2017-01-17,21
2017-01-18,21
2017-01-19,21
2017-01-20,21
2017-01-21,21
2017-01-22,21
2017-01-27,19
2017-01-28,19
2017-01-29,19
2017-01-30,19
2017-01-31,19
2017-02-01,18
2017-02-02,18
2017-02-03,18
2017-02-04,18
2017-02-05,18
2017-02-06,18
2017-02-07,18
2017-02-08,18
2017-02-09,18
2017-02-10,18
2017-02-11,17
2017-02-12,17
2017-02-13,17
2017-02-14,17
2017-02-15,17
2017-02-16,17
2017-02-18,17
2017-02-19,17
2017-02-20,16
2017-02-21,16
2017-02-22,16
2017-02-23,16
2017-02-24,16
2017-02-25,16
2017-02-26,16
2017-02-27,16
2017-02-28,16
2017-03-01,16
2017-03-02,16
2017-03-03,16
2017-03-04,15
2017-03-05,15
2017-03-06,15
2017-03-07,15
2017-03-08,15
2017-03-09,15
2017-03-10,15
2017-03-11,15
2017-03-12,15
2017-03-13,14
2017-03-14,14
2017-03-15,14
2017-03-16,14
2017-03-17,14
2017-03-18,14
2017-03-19,14
2017-03-20,14
2017-03-21,13
2017-03-22,13
2017-03-23,13
2017-03-24,13
2017-03-25,13
2017-03-26,13
2017-03-27,13
2017-03-28,13
2017-03-29,13
2017-03-30,13
2017-03-31,12
2017-04-01,12
2017-04-02,12
2017-04-03,12
2017-04-04,12
2017-04-12,11
2017-04-13,11
2017-04-14,11
2017-04-15,11
2017-04-16,11
2017-04-17,11
2017-04-18,11
2017-04-19,10
2017-04-20,10
2017-04-21,10
2017-04-22,10
2017-04-23,10
2017-04-24,10
2017-04-25,10
2017-04-26,10
2017-04-27,10
2017-04-28,10
2017-04-29,10
2017-04-30,10
2017-05-01,10
2017-05-02,10
2017-05-03,10
2017-05-04,10
2017-05-05,10
2017-05-06,10
2017-05-07,10
2017-05-08,10
2017-05-09,10
2017-05-10,10
2017-05-11,10
2017-05-12,10
2017-05-13,10
2017-05-14,10
2017-05-15,10
2017-05-16,10
2017-05-17,10
2017-05-18,10
2017-05-19,10
2017-05-20,9
2017-05-21,9
2017-05-22,9
2017-05-23,9
2017-05-24,9
2017-05-25,9
2017-05-26,9
2017-05-27,9
2017-05-28,9
2017-05-29,9
2017-05-30,9
2017-05-31,9
2017-06-01,9
2017-06-02,9
2017-06-03,9
2017-06-06,9
2017-06-07,9
2017-06-08,9
2017-06-09,9
2017-06-10,9
2017-06-11,9
2017-06-12,9
2017-06-13,9
2017-06-14,9
2017-06-15,9
2017-06-16,9
2017-06-17,9
2017-06-18,9
2017-06-19,9
2017-06-20,8
2017-06-21,8
2017-06-22,8
2017-06-23,8
2017-06-24,8
2017-06-25,8
2017-06-26,8
2017-06-27,8
2017-06-28,8
2017-06-29,8
2017-06-30,8
2017-07-01,8
2017-07-02,8
2017-07-03,8
2017-07-04,8
2017-07-05,8
2017-07-06,8
2017-07-07,8
2017-07-08,8
2017-07-13,8
2017-07-14,8
2017-07-15,8
2017-07-16,8
2017-07-17,8
2017-07-18,8
2017-07-19,8
2017-07-20,8
2017-07-21,8
2017-07-22,8
2017-07-23,8
2017-07-24,8
2017-07-25,8
2017-07-26,8
2017-07-27,8
2017-07-28,8
2017-07-29,8
2017-07-30,8
2017-07-31,8
2017-08-01,8
2017-08-02,8
2017-08-03,8
2017-08-04,8
2017-08-05,8
2017-08-06,8
2017-08-09,8
2017-08-10,8
2017-08-11,8
2017-08-12,8
2017-08-13,8
2017-08-14,8
2017-08-15,8
2017-08-17,8
2017-08-18,8
2017-08-19,8
2017-08-20,8
2017-08-21,8
2017-08-22,8
2017-08-23,8
2017-08-24,9
2017-08-25,9
2017-08-26,9
2017-08-27,9
2017-08-28,9
2017-08-29,9
2017-08-30,9
2017-08-31,9
2017-09-01,9
2017-09-02,9
2017-09-03,9
2017-09-04,9
2017-09-05,10
2017-09-06,10
2017-09-07,10
2017-09-08,10
2017-09-09,10
2017-09-10,10
2017-09-11,10
2017-09-12,10
2017-09-13,10
2017-09-14,10
2017-09-15,11
2017-09-16,11
2017-09-17,11
2017-09-19,11
2017-09-20,11
2017-09-21,11
2017-09-22,11
2017-09-23,11
2017-09-24,11
2017-09-25,11
2017-09-26,12
2017-09-27,12
2017-09-28,12
2017-09-29,12
2017-09-30,12
2017-10-01,12
2017-10-02,12
2017-10-03,12
2017-10-04,12
2017-10-05,12
2017-10-06,12
2017-10-07,12
2017-10-08,12
2017-10-09,12
2017-10-10,12
