date_obj,Guthix%20d'hide%20body price
2019-03-28,310076
2019-03-29,306401
2019-03-30,311219
2019-03-31,305709
2019-04-01,304105
2019-04-02,306106
2019-04-03,308332
2019-04-04,311063
2019-04-05,309332
2019-04-06,308027
2019-04-07,320077
2019-04-08,325004
2019-04-09,326623
2019-04-10,328938
2019-04-11,330035
2019-04-12,329422
2019-04-13,332450
2019-04-14,334542
2019-04-15,332692
2019-04-16,327789
2019-04-17,325871
2019-04-18,326346
2019-04-19,321160
2019-04-20,317515
2019-04-21,311610
2019-04-22,302703
2019-04-23,288258
2019-04-24,274013
2019-04-25,264660
2019-04-26,272510
2019-04-27,275598
2019-04-28,281203
2019-04-29,277390
2019-04-30,280273
2019-05-01,274394
2019-05-02,271139
2019-05-03,270540
2019-05-04,274900
2019-05-05,278588
2019-05-06,280683
2019-05-07,283332
2019-05-08,285980
2019-05-09,287981
2019-05-10,287888
2019-05-11,285497
2019-05-12,279693
2019-05-13,278498
2019-05-14,271283
2019-05-15,271406
2019-05-16,271637
2019-05-17,268354
2019-05-18,266566
2019-05-19,259824
2019-05-20,257170
2019-05-21,254235
2019-05-22,250664
2019-05-23,256035
2019-05-24,255213
2019-05-25,250426
2019-05-26,246883
2019-05-27,245518
2019-05-28,245335
2019-05-29,241728
2019-05-30,238036
2019-05-31,238281
2019-06-01,242368
2019-06-02,245051
2019-06-03,248154
2019-06-04,253169
2019-06-05,263779
2019-06-06,270727
2019-06-07,273584
2019-06-08,276591
2019-06-09,274905
2019-06-10,271619
2019-06-11,271327
2019-06-12,266806
2019-06-13,268440
2019-06-14,268737
2019-06-15,267216
2019-06-16,266794
2019-06-17,260831
2019-06-18,260147
2019-06-19,259089
2019-06-20,256876
2019-06-21,254817
2019-06-22,250754
2019-06-23,241499
2019-06-24,235659
2019-06-25,234266
2019-06-26,239105
2019-06-27,235651
2019-06-28,229515
2019-06-29,222419
2019-06-30,214173
2019-07-01,213135
2019-07-02,220091
2019-07-03,225032
2019-07-04,225720
2019-07-05,224904
2019-07-06,224507
2019-07-07,223964
2019-07-08,219952
2019-07-09,213019
2019-07-10,206992
2019-07-11,206565
2019-07-12,206300
2019-07-13,208043
2019-07-14,208330
2019-07-15,208776
2019-07-16,208129
2019-07-17,206688
2019-07-18,206289
2019-07-19,206650
2019-07-20,206341
2019-07-21,207554
2019-07-22,209341
2019-07-23,203146
2019-07-24,199424
2019-07-25,199936
2019-07-26,200317
2019-07-27,199532
2019-07-28,197072
2019-07-29,192582
2019-07-30,187035
2019-07-31,183436
2019-08-01,185696
2019-08-02,184578
2019-08-03,186944
2019-08-04,189812
2019-08-05,190310
2019-08-06,192731
2019-08-07,195082
2019-08-08,199723
2019-08-09,200674
2019-08-10,203834
2019-08-11,198436
2019-08-12,202550
2019-08-13,211136
2019-08-14,217220
2019-08-15,223742
2019-08-16,232243
2019-08-17,237669
2019-08-18,243371
2019-08-19,247201
2019-08-20,247855
2019-08-21,250234
2019-08-22,256356
2019-08-23,255679
2019-08-24,259457
2019-08-24,259457
2019-08-25,260265
2019-08-25,260265
2019-08-26,265354
2019-08-26,265354
2019-08-27,267173
2019-08-27,267173
2019-08-28,270734
2019-08-29,271822
2019-08-30,275454
2019-08-31,276195
2019-09-01,281357
2019-09-02,281060
2019-09-03,284506
2019-09-04,286176
2019-09-05,286462
2019-09-06,283850
2019-09-07,283811
2019-09-08,284150
2019-09-09,284895
2019-09-10,285249
2019-09-11,290436
2019-09-12,288316
2019-09-13,288225
2019-09-14,288010
2019-09-15,291479
2019-09-16,290953
2019-09-17,284522
2019-09-18,283968
2019-09-19,285026
2019-09-20,293058
2019-09-21,300307
2019-09-22,304511
2019-09-23,298896
2019-09-24,295194
2019-09-25,290371
2019-09-26,291681
2019-09-27,299585
2019-09-28,300406
2019-09-29,300929
2019-09-30,292897
2019-10-01,295498
2019-10-02,294816
2019-10-03,290662
2019-10-04,289704
2019-10-05,290832
2019-10-06,295116
2019-10-07,294395
2019-10-08,293980
2019-10-09,294119
2019-10-10,297271
2019-10-11,300013
2019-10-12,297627
2019-10-13,297396
2019-10-14,298695
2019-10-15,294702
2019-10-16,296606
2019-10-17,296989
2019-10-18,299538
2019-10-19,297175
2019-10-20,295962
2019-10-21,294457
2019-10-22,295438
2019-10-23,287752
2019-10-24,281833
2019-10-25,285865
2019-10-26,289101
2019-10-27,286448
2019-10-28,287936
2019-10-29,288020
2019-10-30,284564
2019-10-31,279977
2019-11-01,284656
2019-11-02,280235
2019-11-03,280058
2019-11-04,280647
2019-11-05,274103
2019-11-06,275788
2019-11-07,274212
2019-11-08,277260
2019-11-09,271699
2019-11-10,273163
2019-11-11,271488
2019-11-12,272017
2019-11-13,270367
2019-11-14,272215
2019-11-15,275018
2019-11-16,268765
2019-11-17,263691
2019-11-18,259189
2019-11-19,259355
2019-11-20,261603
2019-11-21,259065
2019-11-22,259925
2019-11-23,259444
2019-11-24,257883
2019-11-25,259616
2019-11-26,259096
2019-11-27,260444
2019-11-28,261646
2019-11-29,269895
2019-11-30,269791
2019-12-01,274332
2019-12-02,279302
2019-12-03,281361
2019-12-04,286538
2019-12-05,289234
2019-12-06,298238
2019-12-07,304676
2019-12-08,302747
2019-12-09,298980
2019-12-10,297113
2019-12-11,297866
2019-12-12,300613
2019-12-13,302057
2019-12-14,306770
2019-12-15,308012
2019-12-16,306065
2019-12-17,310639
2019-12-18,311213
2019-12-19,306579
2019-12-20,303695
2019-12-21,305638
2019-12-22,310005
2019-12-23,313232
2019-12-24,322732
2019-12-25,325361
2019-12-26,331904
2019-12-27,337406
2019-12-28,331372
2019-12-29,332669
2019-12-30,326680
2019-12-31,324726
2020-01-01,327127
2020-01-02,334936
2020-01-03,329551
2020-01-04,337328
2020-01-05,341317
2020-01-06,332834
2020-01-07,339194
2020-01-08,343464
2020-01-09,340191
2020-01-10,333315
2020-01-11,328448
2020-01-12,316292
2020-01-13,312754
2020-01-14,317933
2020-01-15,317859
2020-01-16,318447
2020-01-17,318692
2020-01-18,316561
2020-01-19,309981
2020-01-20,306268
2020-01-21,304876
2020-01-22,299582
2020-01-23,288651
2020-01-24,292348
2020-01-25,296150
2020-01-26,288231
2020-01-27,277272
2020-01-28,276313
2020-01-29,272731
2020-01-30,267372
2020-01-31,269964
2020-02-01,271703
2020-02-02,268847
2020-02-03,265186
2020-02-04,257401
2020-02-05,252926
2020-02-06,249314
2020-02-07,245859
2020-02-08,239367
2020-02-09,234622
2020-02-10,238463
2020-02-11,240670
2020-02-12,240509
2020-02-13,239991
2020-02-14,237176
2020-02-15,231240
2020-02-16,233562
2020-02-17,227655
2020-02-18,225716
2020-02-19,227967
2020-02-20,225734
2020-02-21,223786
2020-02-22,221161
2020-02-23,219323
2020-02-24,213826
2020-02-25,214780
2020-02-26,210475
2020-02-27,210583
2020-02-28,213554
2020-02-29,218362
2020-03-01,219770
2020-03-02,219489
2020-03-03,230138
2020-03-04,236025
2020-03-05,237727
2020-03-06,241787
2020-03-07,241541
2020-03-08,240711
2020-03-09,239930
2020-03-10,241241
2020-03-11,238314
2020-03-12,241192
2020-03-13,241044
2020-03-14,238399
2020-03-15,235341
2020-03-16,234249
2020-03-17,231739
2020-03-18,231364
2020-03-19,228069
2020-03-20,223170
2020-03-21,222161
2020-03-22,221809
2020-03-23,219309
2020-03-24,225166
2020-03-25,229021
2020-03-26,237307
2020-03-27,239677
2020-03-28,239908
2020-03-29,249006
2020-03-30,254033
2020-03-31,259897
2020-04-01,263471
2020-04-02,259727
2020-04-03,263375
2020-04-04,266985
2020-04-05,270998
2020-04-06,270978
2020-04-07,269404
2020-04-08,269187
2020-04-09,272393
2020-04-10,280235
2020-04-11,276720
2020-04-12,270164
2020-04-13,269836
2020-04-14,266460
2020-04-15,268471
2020-04-16,269256
2020-04-17,274290
2020-04-18,282543
2020-04-19,292369
2020-04-20,292385
2020-04-21,294715
2020-04-22,294485
2020-04-23,296211
2020-04-24,293019
2020-04-25,298380
2020-04-26,298423
2020-04-27,299971
2020-04-28,306161
2020-04-29,310611
2020-04-30,311626
2020-05-01,311987
2020-05-02,316256
2020-05-03,308883
2020-05-04,306423
2020-05-05,305741
2020-05-06,302744
2020-05-07,297535
2020-05-08,299789
2020-05-09,302506
2020-05-10,307199
2020-05-11,304923
2020-05-12,307393
2020-05-13,307941
