date_obj,Stripy%20pirate%20shirt%20(brown) price
2015-12-01,15756
2015-12-02,15756
2015-12-03,15756
2015-12-04,15756
2015-12-05,15756
2015-12-06,15756
2015-12-07,15756
2015-12-08,15756
2015-12-09,15756
2015-12-10,15756
2015-12-11,15756
2015-12-12,15756
2015-12-13,15756
2015-12-14,15756
2015-12-15,15756
2015-12-16,15756
2015-12-17,15756
2015-12-18,15756
2015-12-19,15009
2015-12-20,15009
2015-12-21,15009
2015-12-22,15009
2015-12-23,15009
2015-12-24,15009
2015-12-25,15009
2015-12-26,15009
2015-12-27,15009
2015-12-28,15009
2015-12-29,15009
2015-12-30,15009
2015-12-31,15009
2016-01-01,15009
2016-01-02,15009
2016-01-03,14269
2016-01-04,14269
2016-01-05,14269
2016-01-06,14269
2016-01-07,14269
2016-01-08,14269
2016-01-09,14269
2016-01-10,14269
2016-01-11,14269
2016-01-12,14269
2016-01-13,14269
2016-01-14,14269
2016-01-15,14269
2016-01-16,14269
2016-01-17,14269
2016-01-18,14269
2016-01-19,14269
2016-01-20,13570
2016-01-21,13570
2016-01-22,13570
2016-01-23,13570
2016-01-24,13570
2016-01-25,13570
2016-01-26,13570
2016-01-27,13570
2016-01-28,13570
2016-01-29,13570
2016-01-30,13570
2016-01-31,13570
2016-02-01,13570
2016-02-02,13570
2016-02-03,13570
2016-02-04,12907
2016-02-05,12907
2016-02-06,12907
2016-02-07,12907
2016-02-08,12907
2016-02-09,12907
2016-02-10,12907
2016-02-11,12907
2016-02-12,12907
2016-02-13,12907
2016-02-14,12907
2016-02-15,12907
2016-02-16,12907
2016-02-17,12269
2016-02-18,12269
2016-02-19,12269
2016-02-20,12269
2016-02-21,12269
2016-02-22,12269
2016-02-23,12269
2016-02-24,12269
2016-02-25,12269
2016-02-26,12269
2016-02-27,12269
2016-02-28,12269
2016-02-29,12269
2016-03-01,11664
2016-03-02,11664
2016-03-03,11664
2016-03-04,11664
2016-03-05,11664
2016-03-06,11664
2016-03-07,11664
2016-03-08,11664
2016-03-09,11664
2016-03-10,11664
2016-03-11,11664
2016-03-12,11664
2016-03-13,11144
2016-03-14,11144
2016-03-15,11144
2016-03-16,11144
2016-03-17,11144
2016-03-18,11144
2016-03-19,11144
2016-03-20,11144
2016-03-21,11144
2016-03-22,11144
2016-03-23,10669
2016-03-24,10669
2016-03-25,10669
2016-03-26,10669
2016-03-27,10669
2016-03-28,10669
2016-03-29,10669
2016-03-30,10669
2016-03-31,10669
2016-04-01,10669
2016-04-02,10669
2016-04-03,10669
2016-04-04,10669
2016-04-05,10669
2016-04-06,10669
2016-04-07,10216
2016-04-08,10216
2016-04-09,10216
2016-04-10,10216
2016-04-11,10216
2016-04-12,10216
2016-04-13,10216
2016-04-14,10216
2016-04-15,10216
2016-04-16,10216
2016-04-17,10216
2016-04-18,10216
2016-04-19,10216
2016-04-20,10216
2016-04-21,9719
2016-04-22,9719
2016-04-23,9719
2016-04-24,9719
2016-04-25,9719
2016-04-26,9719
2016-04-27,9719
2016-04-28,9719
2016-04-29,9719
2016-04-30,9719
2016-05-01,9719
2016-05-02,9719
2016-05-03,9719
2016-05-04,9719
2016-05-05,9289
2016-05-06,9289
2016-05-07,9289
2016-05-08,9289
2016-05-09,9289
2016-05-10,9289
2016-05-11,9289
2016-05-12,9289
2016-05-13,9289
2016-05-14,9289
2016-05-15,9289
2016-05-16,9289
2016-05-17,9289
2016-05-18,9289
2016-05-19,9289
2016-05-20,9289
2016-05-21,8866
2016-05-22,8866
2016-05-23,8866
2016-05-24,8866
2016-05-25,8866
2016-05-26,8866
2016-05-27,8866
2016-05-28,8866
2016-05-29,8866
2016-05-30,8866
2016-05-31,8866
2016-06-01,8866
2016-06-02,8866
2016-06-03,8429
2016-06-04,8429
2016-06-05,8429
2016-06-06,8429
2016-06-07,8429
2016-06-08,8429
2016-06-09,8429
2016-06-10,8429
2016-06-11,8429
2016-06-12,8429
2016-06-13,8429
2016-06-14,8124
2016-06-15,8124
2016-06-16,8124
2016-06-17,8124
2016-06-18,8124
2016-06-19,8124
2016-06-20,8124
2016-06-21,8124
2016-06-22,8124
2016-06-23,8124
2016-06-24,8124
2016-06-25,8124
2016-06-26,7846
2016-06-27,7846
2016-06-28,7846
2016-06-29,7846
2016-06-30,7846
2016-07-01,7846
2016-07-02,7846
2016-07-03,7846
2016-07-04,7846
2016-07-05,7846
2016-07-06,7846
2016-07-07,7846
2016-07-08,7846
2016-07-09,7505
2016-07-10,7505
2016-07-11,7505
2016-07-12,7505
2016-07-13,7505
2016-07-14,7505
2016-07-15,7505
2016-07-16,7505
2016-07-17,7505
2016-07-18,7505
2016-07-19,7505
2016-07-20,7505
2016-07-21,7505
2016-07-22,7505
2016-07-23,7505
2016-07-24,7505
2016-07-25,7140
2016-07-26,7140
2016-07-27,7140
2016-07-28,7140
2016-07-29,7140
2016-07-30,7140
2016-07-31,7140
2016-08-01,7140
2016-08-02,7140
2016-08-03,7140
2016-08-04,7140
2016-08-05,7140
2016-08-06,7140
2016-08-07,7140
2016-08-08,7140
2016-08-09,7140
2016-08-10,7140
2016-08-11,7140
2016-08-12,6796
2016-08-13,6796
2016-08-14,6796
2016-08-15,6796
2016-08-16,6796
2016-08-17,6796
2016-08-18,6796
2016-08-19,6796
2016-08-20,6796
2016-08-21,6796
2016-08-22,6796
2016-08-23,6796
2016-08-24,6796
2016-08-25,6796
2016-08-26,6796
2016-08-27,6501
2016-08-28,6501
2016-08-29,6501
2016-08-30,6501
2016-08-31,6501
2016-09-01,6501
2016-09-02,6501
2016-09-03,6501
2016-09-04,6501
2016-09-05,6501
2016-09-06,6501
2016-09-07,6501
2016-09-08,6501
2016-09-09,6501
2016-09-10,6501
2016-09-11,6501
2016-09-12,6501
2016-09-13,6179
2016-09-14,6179
2016-09-15,6179
2016-09-16,6179
2016-09-17,6179
2016-09-18,6179
2016-09-19,6179
2016-09-20,6179
2016-09-21,6179
2016-09-22,6179
2016-09-23,6179
2016-09-24,6179
2016-09-25,6179
2016-09-26,6179
2016-09-27,6179
2016-09-28,6179
2016-09-29,6179
2016-09-30,5872
2016-10-01,5872
2016-10-02,5872
2016-10-03,5872
2016-10-04,5872
2016-10-05,5872
2016-10-06,5872
2016-10-07,5872
2016-10-08,5872
2016-10-09,5872
2016-10-10,5872
2016-10-11,5872
2016-10-12,5872
2016-10-13,5872
2016-10-14,5872
2016-10-15,5872
2016-10-16,5872
2016-10-17,5872
2016-10-18,5872
2016-10-19,5582
2016-10-20,5582
2016-10-21,5582
2016-10-22,5582
2016-10-23,5582
2016-10-24,5582
2016-10-25,5582
2016-10-26,5582
2016-10-27,5582
2016-10-28,5582
2016-10-29,5582
2016-10-30,5582
2016-10-31,5582
2016-11-01,5582
2016-11-02,5582
2016-11-03,5582
2016-11-04,5582
2016-11-05,5582
2016-11-06,5305
2016-11-07,5305
2016-11-08,5305
2016-11-09,5305
2016-11-10,5305
2016-11-11,5305
2016-11-12,5305
2016-11-13,5305
2016-11-14,5305
2016-11-15,5305
2016-11-16,5305
2016-11-17,5305
2016-11-18,5305
2016-11-19,5305
2016-11-20,5305
2016-11-21,5305
2016-11-22,5305
2016-11-23,5305
2016-11-24,5045
2016-11-25,5045
2016-11-26,5045
2016-11-27,5045
2016-11-28,5045
2016-11-29,5045
2016-11-30,5045
2016-12-01,5045
2016-12-02,5045
2016-12-03,5045
2016-12-04,5045
2016-12-05,5045
2016-12-06,5045
2016-12-07,5045
2016-12-08,5045
2016-12-09,4794
2016-12-10,4794
2016-12-11,4794
2016-12-12,4794
2016-12-13,4794
2016-12-14,4794
2016-12-15,4794
2016-12-16,4794
2016-12-17,4794
2016-12-18,4794
2016-12-19,4794
2016-12-20,4794
2016-12-21,4794
2016-12-22,4794
2016-12-23,4794
2016-12-24,4794
2016-12-25,4794
2016-12-26,4794
2016-12-27,4794
2016-12-28,4794
2016-12-29,4794
2016-12-30,4557
2016-12-31,4557
2017-01-01,4557
2017-01-02,4557
2017-01-03,4557
2017-01-04,4557
2017-01-05,4557
2017-01-06,4557
2017-01-07,4557
2017-01-08,4557
2017-01-09,4557
2017-01-10,4557
2017-01-11,4557
2017-01-12,4557
2017-01-13,4557
2017-01-14,4557
2017-01-15,4332
2017-01-16,4332
2017-01-17,4332
2017-01-18,4332
2017-01-19,4332
2017-01-20,4332
2017-01-21,4332
2017-01-22,4332
2017-01-23,4332
2017-01-24,4332
2017-01-25,4332
2017-01-26,4121
2017-01-27,4121
2017-01-28,4121
2017-01-29,4121
2017-01-30,4121
2017-01-31,4121
2017-02-01,4121
2017-02-02,4121
2017-02-03,4121
2017-02-04,4121
2017-02-05,4121
2017-02-06,4121
2017-02-07,4121
2017-02-08,4121
2017-02-09,3951
2017-02-10,3951
2017-02-11,3951
2017-02-12,3951
2017-02-13,3951
2017-02-14,3951
2017-02-15,3951
2017-02-16,3951
2017-02-17,3951
2017-02-18,3951
2017-02-19,3951
2017-02-20,3951
2017-02-21,3778
2017-02-22,3778
2017-02-23,3778
2017-02-24,3778
2017-02-25,3778
2017-02-26,3778
2017-02-27,3778
2017-02-28,3778
2017-03-01,3778
2017-03-02,3778
2017-03-03,3778
2017-03-04,3778
2017-03-05,3778
2017-03-06,3778
2017-03-07,3659
2017-03-08,3659
2017-03-09,3659
2017-03-10,3659
2017-03-11,3659
2017-03-12,3659
2017-03-13,3659
2017-03-14,3659
2017-03-15,3659
2017-03-16,3659
2017-03-17,3659
2017-03-18,3659
2017-03-19,3659
2017-03-20,3480
2017-03-21,3480
2017-03-22,3480
2017-03-23,3480
2017-03-24,3480
2017-03-25,3480
2017-03-26,3480
2017-03-27,3480
2017-03-28,3480
2017-03-29,3480
2017-03-30,3480
2017-03-31,3480
2017-04-01,3480
2017-04-02,3480
2017-04-03,3310
2017-04-04,3310
2017-04-05,3310
2017-04-06,3310
2017-04-07,3310
2017-04-08,3310
2017-04-09,3310
2017-04-10,3310
2017-04-11,3310
2017-04-12,3310
2017-04-13,3310
2017-04-14,3310
2017-04-15,3310
2017-04-16,3310
2017-04-17,3310
2017-04-18,3159
2017-04-19,3159
2017-04-20,3159
2017-04-21,3159
2017-04-22,3159
2017-04-23,3159
2017-04-24,3159
2017-04-25,3159
2017-04-26,3159
2017-04-27,3159
2017-04-28,3159
2017-04-29,3159
2017-04-30,3159
2017-05-01,3159
2017-05-02,3064
2017-05-03,3064
2017-05-04,3064
2017-05-05,3064
2017-05-06,3064
2017-05-07,3064
2017-05-08,3064
2017-05-09,3064
2017-05-10,3064
2017-05-11,3064
2017-05-12,3064
2017-05-13,3064
2017-05-14,3064
2017-05-15,3064
2017-05-16,2926
2017-05-17,2926
2017-05-18,2926
2017-05-19,2926
2017-05-20,2926
2017-05-21,2926
2017-05-22,2926
2017-05-23,2926
2017-05-24,2926
2017-05-25,2926
2017-05-26,2926
2017-05-27,2926
2017-05-28,2926
2017-05-29,2849
2017-05-30,2849
2017-05-31,2849
2017-06-01,2849
2017-06-02,2849
2017-06-03,2849
2017-06-04,2849
2017-06-05,2849
2017-06-06,2849
2017-06-07,2849
2017-06-08,2849
2017-06-09,2849
2017-06-10,2788
2017-06-11,2788
2017-06-12,2788
2017-06-13,2788
2017-06-14,2788
2017-06-15,2788
2017-06-16,2788
2017-06-17,2788
2017-06-18,2788
2017-06-19,2788
2017-06-20,2788
2017-06-21,2788
2017-06-22,2788
2017-06-23,2788
2017-06-24,2788
2017-06-25,2658
2017-06-26,2658
2017-06-27,2658
2017-06-28,2658
2017-06-29,2658
2017-06-30,2658
2017-07-01,2658
2017-07-02,2658
2017-07-03,2658
2017-07-04,2658
2017-07-05,2658
2017-07-06,2658
2017-07-07,2658
2017-07-08,2658
2017-07-09,2658
2017-07-10,2544
2017-07-11,2544
2017-07-12,2544
2017-07-13,2544
2017-07-14,2544
2017-07-15,2544
2017-07-16,2544
2017-07-17,2544
2017-07-18,2544
2017-07-19,2544
2017-07-20,2544
2017-07-21,2544
2017-07-22,2544
2017-07-23,2544
2017-07-24,2544
2017-07-25,2443
2017-07-26,2443
2017-07-27,2443
2017-07-28,2443
2017-07-29,2443
2017-07-30,2443
2017-07-31,2443
2017-08-01,2443
2017-08-02,2443
2017-08-03,2443
2017-08-04,2443
2017-08-05,2443
2017-08-06,2443
2017-08-07,2403
2017-08-08,2403
2017-08-09,2403
2017-08-10,2403
2017-08-11,2403
2017-08-12,2403
2017-08-13,2403
2017-08-14,2403
2017-08-15,2403
2017-08-16,2403
2017-08-17,2403
2017-08-18,2403
2017-08-19,2403
2017-08-20,2403
2017-08-21,2403
2017-08-22,2317
2017-08-23,2317
2017-08-24,2317
2017-08-25,2317
2017-08-26,2317
2017-08-27,2317
2017-08-28,2317
2017-08-29,2317
2017-08-30,2317
2017-08-31,2317
2017-09-01,2317
2017-09-02,2317
2017-09-03,2317
2017-09-04,2317
2017-09-05,2317
2017-09-06,2317
2017-09-07,2232
2017-09-08,2232
2017-09-09,2232
2017-09-11,2232
2017-09-12,2232
2017-09-13,2232
2017-09-14,2232
2017-09-15,2232
2017-09-16,2232
2017-09-17,2232
2017-09-18,2232
2017-09-19,2232
2017-09-20,2232
2017-09-21,2232
2017-09-22,2152
2017-09-23,2152
2017-09-24,2152
2017-09-25,2152
2017-09-26,2152
2017-09-27,2152
2017-09-28,2152
2017-09-29,2152
2017-09-30,2152
2017-10-01,2152
2017-10-02,2152
2017-10-03,2152
2017-10-04,2152
2017-10-05,2152
2017-10-06,2152
2017-10-07,2152
2017-10-08,2064
2017-10-09,2064
2017-10-10,2064
2017-10-11,2064
2017-10-12,2064
2017-10-13,2064
2017-10-14,2064
2017-10-15,2064
2017-10-16,2064
2017-10-17,2064
2017-10-18,2064
2017-10-19,1982
2017-10-20,1982
2017-10-21,1982
2017-10-22,1982
2017-10-23,1982
2017-10-24,1982
2017-10-25,1982
2017-10-26,1982
2017-10-27,1982
2017-10-28,1982
2017-10-29,1982
2017-10-30,1982
2017-10-31,1982
2017-11-01,1915
2017-11-02,1915
2017-11-03,1915
2017-11-04,1915
2017-11-05,1915
2017-11-06,1915
2017-11-07,1915
2017-11-08,1915
2017-11-09,1915
2017-11-10,1915
2017-11-11,1915
2017-11-12,1915
2017-11-13,1915
2017-11-14,1863
2017-11-15,1863
2017-11-16,1863
2017-11-17,1863
2017-11-18,1863
2017-11-19,1863
2017-11-20,1863
2017-11-21,1863
2017-11-22,1863
2017-11-23,1863
2017-11-24,1863
2017-11-25,1863
2017-11-26,1779
2017-11-27,1779
2017-11-28,1779
2017-11-29,1779
2017-11-30,1779
2017-12-01,1779
2017-12-02,1779
2017-12-03,1779
2017-12-04,1779
2017-12-05,1779
2017-12-06,1779
2017-12-07,1779
2017-12-08,1779
2017-12-09,1779
2017-12-10,1779
2017-12-11,1779
2017-12-12,1747
2017-12-13,1747
2017-12-14,1747
2017-12-15,1747
2017-12-16,1747
2017-12-17,1747
2017-12-18,1747
2017-12-19,1747
2017-12-20,1747
2017-12-21,1747
2017-12-22,1747
2017-12-23,1747
2017-12-24,1747
2017-12-25,1747
2017-12-26,1747
2017-12-27,1747
2017-12-28,1747
2017-12-29,1747
2017-12-30,1672
2017-12-31,1672
2018-01-01,1672
2018-01-02,1672
2018-01-03,1672
2018-01-04,1672
2018-01-05,1672
2018-01-06,1672
2018-01-07,1672
2018-01-08,1672
2018-01-09,1672
2018-01-10,1672
2018-01-11,1672
2018-01-12,1672
2018-01-13,1672
2018-01-14,1672
2018-01-15,1672
2018-01-16,1672
2018-01-17,1672
2018-01-18,1659
2018-01-19,1659
2018-01-20,1659
2018-01-21,1659
2018-01-22,1659
2018-01-23,1659
2018-01-24,1659
2018-01-25,1659
2018-01-26,1657
2018-01-27,1657
2018-01-28,1657
2018-01-29,1657
2018-01-30,1657
2018-02-01,1657
2018-02-02,1657
2018-02-03,1621
2018-02-04,1621
2018-02-05,1621
2018-02-06,1621
2018-02-07,1621
2018-02-08,1621
2018-02-09,1621
2018-02-10,1652
2018-02-11,1652
2018-02-12,1652
2018-02-13,1652
2018-02-14,1652
2018-02-15,1652
2018-02-16,1652
2018-02-17,1591
2018-02-18,1591
2018-02-19,1591
2018-02-20,1591
2018-02-21,1591
2018-02-22,1591
2018-02-23,1591
2018-02-24,1591
2018-02-25,1525
2018-02-26,1525
2018-02-27,1525
2018-02-28,1525
2018-03-01,1525
2018-03-02,1525
2018-03-03,1525
2018-03-04,1525
2018-03-05,1525
2018-03-06,1531
2018-03-07,1531
2018-03-08,1531
2018-03-09,1531
2018-03-10,1531
2018-03-11,1531
2018-03-12,1531
2018-03-13,1531
2018-03-14,1531
2018-03-15,1531
2018-03-16,1468
2018-03-17,1468
2018-03-18,1468
2018-03-19,1468
2018-03-20,1468
2018-03-21,1468
2018-03-23,1468
2018-03-24,1468
2018-03-26,1404
2018-03-27,1404
2018-03-28,1404
2018-03-29,1404
2018-03-30,1404
2018-03-31,1404
2018-04-01,1404
2018-04-02,1404
2018-04-03,1464
2018-04-04,1464
2018-04-05,1464
2018-04-06,1464
2018-04-08,1464
2018-04-09,1464
2018-04-10,1464
2018-04-11,1464
2018-04-12,1464
2018-04-13,1464
2018-04-14,1464
2018-04-16,1432
2018-04-17,1432
2018-04-18,1432
2018-04-19,1432
2018-04-20,1432
2018-04-21,1432
2018-04-22,1432
2018-04-23,1432
2018-04-24,1366
2018-04-25,1366
2018-04-26,1366
2018-04-27,1366
2018-04-28,1366
2018-04-29,1366
2018-04-30,1366
2018-05-01,1366
2018-05-02,1366
2018-05-03,1406
2018-05-04,1406
2018-05-05,1406
2018-05-06,1406
2018-05-07,1406
2018-05-08,1406
2018-05-09,1406
2018-05-10,1406
2018-05-11,1416
2018-05-12,1416
2018-05-13,1416
2018-05-14,1416
2018-05-15,1416
2018-05-16,1416
2018-05-17,1416
2018-05-18,1416
2018-05-19,1416
2018-05-20,1430
2018-05-21,1430
2018-05-22,1430
2018-05-23,1430
2018-05-24,1430
2018-05-25,1430
2018-05-26,1430
2018-05-27,1430
2018-05-28,1430
2018-05-29,1383
2018-05-30,1383
2018-05-31,1383
2018-06-01,1383
2018-06-02,1383
2018-06-03,1383
2018-06-04,1383
2018-06-05,1317
2018-06-06,1317
2018-06-07,1317
2018-06-08,1317
2018-06-09,1317
2018-06-10,1317
2018-06-11,1317
2018-06-12,1317
2018-06-13,1253
2018-06-14,1253
2018-06-15,1253
2018-06-16,1253
2018-06-17,1253
2018-06-18,1253
2018-06-19,1253
2018-06-20,1253
2018-06-21,1193
2018-06-22,1193
2018-06-23,1193
2018-06-24,1193
2018-06-25,1193
2018-06-26,1193
2018-06-27,1193
2018-06-28,1193
2018-06-29,1193
2018-06-30,1146
2018-07-01,1146
2018-07-02,1146
2018-07-03,1146
2018-07-04,1146
2018-07-05,1146
2018-07-06,1146
2018-07-07,1146
2018-07-08,1146
2018-07-09,1169
2018-07-10,1169
2018-07-11,1169
2018-07-12,1169
2018-07-13,1169
2018-07-14,1169
2018-07-15,1169
2018-07-16,1169
2018-07-17,1169
2018-07-18,1158
2018-07-19,1158
2018-07-20,1158
2018-07-21,1158
2018-07-22,1158
2018-07-23,1158
2018-07-24,1158
2018-07-25,1158
2018-07-26,1158
2018-07-27,1177
2018-07-28,1177
2018-07-29,1177
2018-07-30,1177
2018-07-31,1177
2018-08-01,1177
2018-08-02,1177
2018-08-03,1177
2018-08-04,1177
2018-08-05,1162
2018-08-06,1162
2018-08-07,1162
2018-08-08,1162
2018-08-09,1162
2018-08-10,1162
2018-08-11,1134
2018-08-12,1134
2018-08-14,1134
2018-08-16,1134
2018-08-17,1134
2018-08-18,1138
2018-08-19,1138
2018-08-20,1138
2018-08-21,1138
2018-08-22,1138
2018-08-23,1138
2018-08-24,1119
2018-08-25,1119
2018-08-26,1119
2018-08-27,1119
2018-08-28,1119
2018-08-29,1119
2018-08-30,1119
2018-08-31,1126
2018-09-01,1126
2018-09-02,1126
2018-09-03,1126
2018-09-04,1126
2018-09-05,1126
2018-09-06,1071
2018-09-07,1071
2018-09-08,1071
2018-09-09,1071
2018-09-10,1071
2018-09-11,1071
2018-09-12,1063
2018-09-13,1063
2018-09-14,1063
2018-09-15,1063
2018-09-16,1063
2018-09-17,1063
2018-09-18,1012
2018-09-19,1012
2018-09-20,1012
2018-09-21,1012
2018-09-22,1012
2018-09-23,1012
2018-09-24,1012
2018-09-25,1012
2018-09-26,970
2018-09-27,970
2018-09-28,970
2018-09-29,970
2018-09-30,970
2018-10-02,970
2018-10-03,970
2018-10-04,957
2018-10-05,957
2018-10-06,957
2018-10-07,957
2018-10-08,957
2018-10-09,957
2018-10-10,957
2018-10-11,957
2018-10-12,995
2018-10-13,995
2018-10-14,995
2018-10-15,995
2018-10-16,995
2018-10-17,995
2018-10-18,995
2018-10-19,995
2018-10-20,995
2018-10-21,1011
2018-10-22,1011
2018-10-23,1011
2018-10-24,1011
2018-10-25,1011
2018-10-26,1011
2018-10-27,1011
2018-10-28,1040
2018-10-29,1040
2018-10-30,1040
2018-10-31,1040
2018-11-01,1040
2018-11-03,1040
2018-11-04,1011
2018-11-05,1011
2018-11-06,1011
2018-11-07,1011
2018-11-08,1011
2018-11-09,986
2018-11-10,986
2018-11-11,986
2018-11-12,986
2018-11-13,986
2018-11-14,1009
2018-11-15,1009
2018-11-16,1009
2018-11-17,1009
2018-11-18,1009
2018-11-19,995
2018-11-20,995
2018-11-21,995
2018-11-22,995
2018-11-23,995
2018-11-24,983
2018-11-25,983
2018-11-26,983
2018-11-27,983
2018-11-28,983
2018-11-29,1020
2018-12-01,1020
2018-12-02,1020
2018-12-03,1020
2018-12-04,1017
2018-12-05,1017
2018-12-07,1017
2018-12-09,1000
2018-12-10,1000
2018-12-11,1000
2018-12-12,1000
2018-12-13,1000
2018-12-14,986
2018-12-15,986
2018-12-16,986
2018-12-17,986
2018-12-18,986
2018-12-19,1013
2018-12-20,1013
2018-12-21,1013
2018-12-22,1013
2018-12-23,1013
2018-12-24,1005
2018-12-25,1005
2018-12-26,1005
2018-12-27,1005
2018-12-28,1005
2018-12-29,1005
2018-12-30,987
2018-12-31,987
2019-01-01,987
2019-01-02,987
2019-01-03,987
2019-01-04,987
2019-01-05,983
2019-01-06,983
