date_obj,Zamorak%20kiteshield price
2016-06-19,80230
2016-06-20,78447
2016-06-21,75774
2016-06-22,74223
2016-06-23,73623
2016-06-24,73623
2016-06-25,74845
2016-06-26,74845
2016-06-27,73831
2016-06-28,74726
2016-06-29,74648
2016-06-30,74722
2016-07-01,75501
2016-07-02,75501
2016-07-03,76163
2016-07-04,77576
2016-07-05,77576
2016-07-06,76818
2016-07-07,76818
2016-07-08,75444
2016-07-09,72860
2016-07-10,71146
2016-07-11,70629
2016-07-12,70629
2016-07-13,70945
2016-07-14,69225
2016-07-15,69225
2016-07-16,67846
2016-07-17,67846
2016-07-18,65952
2016-07-24,62348
2016-07-25,62348
2016-07-26,61786
2016-07-27,61454
2016-07-28,61454
2016-07-29,61567
2016-07-30,61283
2016-07-31,61283
2016-08-01,59282
2016-08-02,58908
2016-08-03,58247
2016-08-04,58247
2016-08-05,58052
2016-08-06,58052
2016-08-07,57384
2016-08-08,57384
2016-08-09,56089
2016-08-10,56089
2016-08-11,56902
2016-08-12,56902
2016-08-13,56266
2016-08-14,56266
2016-08-15,56257
2016-08-16,56257
2016-08-17,55651
2016-08-18,55651
2016-08-19,55819
2016-08-20,55509
2016-08-21,55509
2016-08-22,54389
2016-08-23,54800
2016-08-24,54800
2016-08-25,53972
2016-08-26,53972
2016-08-28,53155
2016-08-31,53008
2016-09-01,52345
2016-09-02,52345
2016-09-03,52044
2016-09-04,52651
2016-09-05,52651
2016-09-06,53213
2016-09-07,53213
2016-09-08,53256
2016-09-09,53256
2016-09-10,54290
2016-09-11,54290
2016-09-12,54893
2016-09-13,55105
2016-09-14,55105
2016-09-15,55500
2016-09-16,55500
2016-09-17,56248
2016-09-18,56248
2016-09-19,56919
2016-09-20,56919
2016-09-21,58514
2016-09-22,59110
2016-09-23,59110
2016-09-24,60542
2016-09-25,61912
2016-09-26,61912
2016-09-27,64430
2016-09-28,64430
2016-09-29,66419
2016-09-30,66064
2016-10-01,66064
2016-10-02,67051
2016-10-03,67051
2016-10-04,66954
2016-10-05,66954
2016-10-06,67651
2016-10-07,67651
2016-10-08,68403
2016-10-09,68403
2016-10-10,68107
2016-10-11,66827
2016-10-12,66827
2016-10-13,65733
2016-10-14,64156
2016-10-15,64156
2016-10-16,63707
2016-10-17,62136
2016-10-18,62136
2016-10-19,62598
2016-10-20,62598
2016-10-21,62947
2016-10-22,62947
2016-10-23,64030
2016-10-24,64299
2016-10-25,64299
2016-10-26,63977
2016-10-27,63977
2016-10-28,64861
2016-10-29,64639
2016-10-30,64639
2016-10-31,64763
2016-11-01,64763
2016-11-02,65839
2016-11-03,65839
2016-11-04,67454
2016-11-05,67454
2016-11-06,67347
2016-11-07,67347
2016-11-08,68532
2016-11-09,68532
2016-11-10,68413
2016-11-11,68413
2016-11-12,68391
2016-11-13,68391
2016-11-14,68279
2016-12-08,70638
2016-12-09,70217
2016-12-10,70217
2016-12-11,69630
2016-12-12,69630
2016-12-13,70861
2016-12-14,71544
2016-12-15,71544
2016-12-16,71989
2016-12-17,72600
2016-12-18,72600
2016-12-19,73644
2016-12-20,74357
2016-12-21,74357
2016-12-22,72809
2016-12-23,72669
2016-12-24,72669
2016-12-25,73482
2016-12-26,73482
2016-12-27,73828
2016-12-28,73828
2016-12-29,74788
2016-12-30,74788
2016-12-31,76092
2017-01-01,78082
2017-01-02,79436
2017-01-03,79436
2017-01-04,78856
2017-01-05,78856
2017-01-06,76714
2017-01-07,76541
2017-01-08,76896
2017-01-09,77421
2017-01-10,77859
2017-01-11,77780
2017-01-12,76980
2017-01-13,76980
2017-01-14,75985
2017-01-15,74627
2017-01-16,72815
2017-01-17,70930
2017-01-18,70040
2017-01-19,70040
2017-01-20,69017
2017-01-21,69173
2017-01-22,69469
2017-01-27,71542
2017-01-28,72724
2017-01-29,72897
2017-01-30,72897
2017-01-31,73726
2017-02-01,73927
2017-02-02,73927
2017-02-03,74191
2017-02-04,73775
2017-02-05,74303
2017-02-06,74303
2017-02-07,74108
2017-02-08,74048
2017-02-09,74048
2017-02-10,73771
2017-02-11,73772
2017-02-12,73772
2017-02-13,72507
2017-02-14,72762
2017-02-15,72762
2017-02-16,71085
2017-02-18,69986
2017-02-19,69705
2017-02-20,69705
2017-02-21,68630
2017-02-22,68630
2017-02-23,65922
2017-02-24,65922
2017-02-25,64830
2017-02-26,64830
2017-02-27,63659
2017-02-28,63399
2017-03-01,63386
2017-03-02,63857
2017-03-03,63857
2017-03-04,64617
2017-03-05,64617
2017-03-06,65152
2017-03-07,65152
2017-03-08,65989
2017-03-09,65989
2017-03-10,65155
2017-03-11,63136
2017-03-12,63136
2017-03-13,62585
2017-03-14,63092
2017-03-15,62117
2017-03-16,62117
2017-03-17,60819
2017-03-18,60819
2017-03-19,60051
2017-03-20,57294
2017-03-21,55319
2017-03-22,55962
2017-03-23,56424
2017-03-24,56353
2017-03-25,56353
2017-03-26,56038
2017-03-27,55331
2017-03-28,55331
2017-03-29,55998
2017-03-30,55397
2017-03-31,56311
2017-04-01,56311
2017-04-02,56079
2017-04-03,56124
2017-04-04,55825
2017-04-12,56934
2017-04-13,55858
2017-04-14,55858
2017-04-15,55582
2017-04-16,55354
2017-04-17,55414
2017-04-18,55414
2017-04-19,55913
2017-04-20,55913
2017-04-21,56678
2017-04-22,56678
2017-04-23,57197
2017-04-24,57197
2017-04-25,56878
2017-04-26,56878
2017-04-27,57128
2017-04-28,57096
2017-04-29,57208
2017-04-30,57208
2017-05-01,57234
2017-05-02,56722
2017-05-03,56722
2017-05-04,57010
2017-05-05,57010
2017-05-06,56981
2017-05-07,56479
2017-05-08,56479
2017-05-09,56581
2017-05-10,56581
2017-05-11,56866
2017-05-12,56492
2017-05-13,56531
2017-05-14,56531
2017-05-15,56778
2017-05-16,56737
2017-05-17,56737
2017-05-18,56508
2017-05-19,56508
2017-05-20,56234
2017-05-21,56234
2017-05-22,56848
2017-05-23,56848
2017-05-24,56785
2017-05-25,56785
2017-05-26,56819
2017-05-27,57096
2017-05-28,57096
2017-05-29,57575
2017-05-30,57575
2017-05-31,56969
2017-06-01,57195
2017-06-02,58083
2017-06-03,58083
2017-06-06,58008
2017-06-07,58392
2017-06-08,58392
2017-06-09,57684
2017-06-10,57654
2017-06-11,57327
2017-06-12,57327
2017-06-13,57713
2017-06-14,57275
2017-06-15,57275
2017-06-16,57906
2017-06-17,57906
2017-06-18,57314
2017-06-19,57314
2017-06-20,57084
2017-06-21,57699
2017-06-22,57699
2017-06-23,57693
2017-06-24,58358
2017-06-25,58358
2017-06-26,57630
2017-06-27,56947
2017-06-28,56947
2017-06-29,56711
2017-06-30,56711
2017-07-01,57039
2017-07-02,57039
2017-07-03,57746
2017-07-04,57252
2017-07-05,57252
2017-07-06,57447
2017-07-07,57447
2017-07-08,57782
2017-07-13,58403
2017-07-14,57527
2017-07-15,57527
2017-07-16,57470
2017-07-17,57651
2017-07-18,57707
2017-07-19,58381
2017-07-20,59472
2017-07-21,60947
2017-07-22,61181
2017-07-23,62211
2017-07-24,62211
2017-07-25,64326
2017-07-26,65903
2017-07-27,68034
2017-07-28,68034
2017-07-29,69553
2017-07-30,70540
2017-07-31,70540
2017-08-01,70083
2017-08-02,69979
2017-08-03,69979
2017-08-04,70431
2017-08-05,69586
2017-08-06,69586
2017-08-09,69410
2017-08-10,68737
2017-08-11,68737
2017-08-12,67248
2017-08-13,67248
2017-08-14,66231
2017-08-15,65018
2017-08-16,65018
2017-08-17,64772
2017-08-18,64772
2017-08-19,65887
2017-08-20,66656
2017-08-21,66656
2017-08-22,67681
2017-08-23,67681
2017-08-24,67213
2017-08-25,67213
2017-08-26,66947
2017-08-27,67710
2017-08-28,67710
2017-08-29,67542
2017-08-30,66044
2017-08-31,66044
2017-09-01,65434
2017-09-02,64061
2017-09-03,64061
2017-09-04,63329
2017-09-05,62930
2017-09-06,62930
2017-09-07,63478
2017-09-08,63478
2017-09-09,62935
2017-09-10,63046
2017-09-11,63046
2017-09-12,62823
2017-09-13,62787
2017-09-14,62273
2017-09-15,62273
2017-09-16,60411
2017-09-17,58810
2017-09-18,58810
2017-09-19,57309
2017-09-20,57075
2017-09-21,56338
2017-09-22,56303
2017-09-23,56303
2017-09-24,57432
2017-09-25,57432
2017-09-26,58369
2017-09-27,58369
2017-09-28,58872
2017-09-29,58429
2017-09-30,58429
2017-10-01,58212
2017-10-02,57039
2017-10-03,57039
2017-10-04,57344
2017-10-05,57962
2017-10-06,58639
2017-10-07,58751
2017-10-08,58751
2017-10-09,59419
2017-10-10,59121
2017-10-11,59121
2017-10-12,58854
2017-10-13,58868
2017-10-14,59298
2017-10-15,59298
2017-10-16,58713
2017-10-17,58713
2017-10-18,58117
2017-10-19,58117
2017-10-20,58380
2017-10-21,57900
2017-10-22,57935
2017-10-23,57935
2017-10-24,58405
2017-10-25,58384
2017-10-26,58384
2017-10-27,58565
2017-10-28,58565
2017-10-29,59076
2017-10-30,59023
2017-10-31,58493
2017-11-01,58493
2017-11-02,58755
2017-11-03,58755
2017-11-04,58796
2017-11-05,58796
2017-11-06,58762
2017-11-07,58762
2017-11-08,58505
2017-11-09,58038
2017-11-10,58038
2017-11-11,58386
2017-11-12,58213
2017-11-13,58213
2017-11-14,58435
2017-11-15,58435
2017-11-16,58763
2017-11-17,58042
2017-11-18,58042
2017-11-19,57783
2017-11-20,57996
2017-11-21,58209
2017-11-22,58209
2017-11-23,58150
2017-11-24,58150
2017-11-25,57395
2017-11-26,56449
2017-11-27,56449
2017-11-28,57396
2017-11-29,57678
2017-11-30,57678
2017-12-01,57617
2017-12-02,57617
2017-12-03,57683
2017-12-04,57683
2017-12-05,57738
2017-12-06,57744
2017-12-07,58560
2017-12-08,58560
2017-12-09,58952
2017-12-10,58473
2017-12-11,58765
2017-12-12,59949
2017-12-13,59021
2017-12-14,59021
2017-12-15,58463
2017-12-16,58463
2017-12-17,57844
2017-12-18,57668
2017-12-19,57668
2017-12-20,57998
2017-12-21,58263
2017-12-22,58263
2017-12-23,58512
2017-12-24,58832
2017-12-25,58959
2017-12-26,58395
2017-12-27,58346
2017-12-28,58346
2017-12-29,59362
2017-12-30,60218
2017-12-31,60218
2018-01-01,61133
2018-01-02,61646
2018-01-03,62628
2018-01-04,62628
2018-01-05,62360
2018-01-06,62266
2018-01-07,62266
2018-01-08,61973
2018-01-09,62227
2018-01-10,62227
2018-01-11,61582
2018-01-12,61516
2018-01-13,61044
2018-01-14,61026
2018-01-15,61801
2018-01-16,61703
2018-01-17,61982
2018-01-18,61394
2018-01-19,61394
2018-01-20,61565
2018-01-21,60557
2018-01-22,60519
2018-01-23,60715
2018-01-24,61318
2018-01-25,61345
2018-01-26,61877
2018-01-27,61760
2018-01-28,62291
2018-01-29,62323
2018-01-30,62968
2018-02-01,63997
2018-02-02,65185
2018-02-03,66164
2018-02-04,67299
2018-02-05,69123
2018-02-06,70428
2018-02-07,69999
2018-02-08,69999
2018-02-09,68026
2018-02-10,66041
2018-02-11,65419
2018-02-12,65003
2018-02-13,64260
2018-02-14,63623
2018-02-15,64463
2018-02-16,63778
2018-02-17,64867
2018-02-18,66003
2018-02-19,67321
2018-02-20,68113
2018-02-21,71005
2018-02-22,72648
2018-02-23,72547
2018-02-24,72675
2018-02-25,73905
2018-02-26,74519
2018-02-27,73742
2018-02-28,73831
2018-03-01,72069
2018-03-02,71424
2018-03-03,71885
2018-03-04,71885
2018-03-05,71537
2018-03-06,70425
2018-03-07,70212
2018-03-08,71734
2018-03-09,71887
2018-03-10,70985
2018-03-11,69596
2018-03-12,69071
2018-03-13,66882
2018-03-14,67369
2018-03-15,67275
2018-03-16,67426
2018-03-17,67287
2018-03-18,68206
2018-03-20,70334
2018-03-21,71607
2018-03-23,70954
2018-03-24,71267
2018-03-26,70703
2018-03-27,70574
2018-03-28,71595
2018-03-29,70368
2018-03-30,69470
2018-03-31,68746
2018-04-01,69217
2018-04-02,69616
2018-04-03,69801
2018-04-04,68669
2018-04-05,68586
2018-04-06,69084
2018-04-08,69857
2018-04-09,69554
2018-04-10,69383
2018-04-11,69907
2018-04-12,70462
2018-04-13,70987
2018-04-14,70583
2018-04-16,70650
2018-04-17,69836
2018-04-18,69918
2018-04-19,69127
2018-04-20,68974
2018-04-21,68026
2018-04-22,67267
2018-04-23,67802
2018-04-24,67619
2018-04-25,67629
2018-04-26,67629
2018-04-27,67584
2018-04-28,67937
2018-04-29,68502
2018-04-30,67146
2018-05-02,66718
2018-05-03,67084
2018-05-04,66865
2018-05-05,66597
2018-05-06,66597
2018-05-08,66725
2018-05-09,66600
2018-05-10,66282
2018-05-11,66604
2018-05-12,66818
2018-05-13,66449
2018-05-14,65453
2018-05-15,65332
2018-05-16,65584
2018-05-17,65952
2018-05-18,66195
2018-05-19,67398
2018-05-20,68249
2018-05-21,68239
2018-05-22,68458
2018-05-23,68820
2018-05-24,70576
2018-05-25,69527
2018-05-26,69544
2018-05-27,69270
2018-05-28,68837
2018-05-29,69070
2018-05-30,68550
2018-05-31,68827
2018-06-01,69037
2018-06-02,68256
2018-06-03,68039
2018-06-04,66750
2018-06-05,66895
2018-06-06,66738
2018-06-07,66073
2018-06-08,67670
2018-06-09,66179
2018-06-10,65254
2018-06-11,63688
2018-06-12,62706
2018-06-13,61785
2018-06-14,62357
2018-06-15,63008
2018-06-16,62578
2018-06-17,61945
2018-06-18,60332
2018-06-19,58581
2018-06-20,58581
2018-06-21,57006
2018-06-22,54504
2018-06-23,53534
2018-06-24,52222
2018-06-25,50599
2018-06-26,49207
2018-06-27,48274
2018-06-28,48329
2018-06-29,48242
2018-06-30,47342
2018-07-01,48467
2018-07-02,49578
2018-07-03,51303
2018-07-04,52277
2018-07-05,53446
2018-07-06,54218
2018-07-07,55471
2018-07-08,55907
2018-07-09,56600
2018-07-10,56818
2018-07-11,57507
2018-07-12,57889
2018-07-13,58437
2018-07-14,58397
2018-07-15,56702
2018-07-16,54952
2018-07-17,55160
2018-07-18,54507
2018-07-19,53987
2018-07-20,53666
2018-07-21,53690
2018-07-22,52803
2018-07-23,52782
2018-07-24,52817
2018-07-25,54046
2018-07-26,55690
2018-07-27,57179
2018-07-28,59032
2018-07-29,60247
2018-07-30,61362
2018-07-31,62836
2018-08-01,64245
2018-08-02,65353
2018-08-03,65093
2018-08-04,64158
2018-08-05,63357
2018-08-06,63542
2018-08-07,64664
2018-08-08,65428
2018-08-09,65447
2018-08-10,66534
2018-08-11,67143
2018-08-12,65759
2018-08-14,65240
2018-08-16,64702
2018-08-17,67382
2018-08-18,70119
2018-08-19,71901
2018-08-20,74266
2018-08-21,76929
2018-08-22,80275
2018-08-23,82398
2018-08-24,83328
2018-08-25,84505
2018-08-26,86344
2018-08-27,87450
2018-08-28,90474
2018-08-29,94676
2018-08-30,98534
2018-08-31,97874
2018-09-01,99537
2018-09-02,99935
2018-09-03,102390
2018-09-04,105176
2018-09-05,106853
2018-09-06,106853
2018-09-07,108450
2018-09-08,112095
2018-09-09,114187
2018-09-10,119244
2018-09-11,122712
2018-09-12,126903
2018-09-13,130185
2018-09-14,133208
2018-09-15,137153
2018-09-16,142116
2018-09-17,148299
2018-09-18,155246
2018-09-19,160816
2018-09-20,168144
2018-09-21,176459
2018-09-22,183385
2018-09-23,189710
2018-09-24,196573
2018-09-25,200137
2018-09-26,205568
2018-09-27,209853
2018-09-28,213112
2018-09-29,218056
2018-09-30,219675
2018-10-02,217271
2018-10-03,206731
2018-10-04,198132
2018-10-05,188225
2018-10-06,178813
2018-10-07,169872
2018-10-08,161378
2018-10-09,153309
2018-10-10,145643
2018-10-11,138795
2018-10-12,134210
2018-10-13,129793
2018-10-14,125514
2018-10-15,120639
2018-10-16,116307
2018-10-17,112232
2018-10-18,108337
2018-10-19,103432
2018-10-20,98528
2018-10-21,94288
2018-10-22,89892
2018-10-23,85804
2018-10-24,85534
2018-10-25,85747
2018-10-26,87952
2018-10-27,87340
2018-10-28,87038
2018-10-29,86408
2018-10-30,86495
2018-10-31,87081
2018-11-01,89620
2018-11-03,97252
2018-11-04,101782
2018-11-05,106872
2018-11-06,112196
2018-11-07,117806
2018-11-08,123697
2018-11-09,129882
2018-11-10,136377
2018-11-11,143196
2018-11-12,150338
2018-11-13,157855
2018-11-14,165622
2018-11-15,173870
2018-11-16,182564
2018-11-17,191683
2018-11-18,201234
2018-11-19,211296
2018-11-20,221861
2018-11-21,232955
2018-11-22,244603
2018-11-23,256834
2018-11-24,269628
2018-11-25,282959
2018-11-26,296438
2018-11-27,310799
2018-11-28,318522
2018-11-29,320214
2018-12-01,314290
2018-12-02,308892
2018-12-03,303381
2018-12-04,292989
2018-12-05,283071
2018-12-07,269463
2018-12-09,266066
2018-12-10,261997
2018-12-11,262989
2018-12-12,259830
2018-12-13,261870
2018-12-14,269863
2018-12-15,276383
2018-12-16,282870
2018-12-17,282826
2018-12-18,284851
2018-12-19,286587
2018-12-20,288195
2018-12-21,288007
2018-12-22,286813
2018-12-23,289715
2018-12-24,291085
2018-12-25,290244
2018-12-26,283497
2018-12-27,281044
2018-12-28,282988
2018-12-29,282071
2018-12-30,279376
2018-12-31,273112
2019-01-01,264179
2019-01-02,254694
2019-01-03,245430
2019-01-04,236635
2019-01-05,228041
2019-01-06,222397
2019-01-08,214186
2019-01-10,207127
2019-01-11,201972
2019-01-12,195517
2019-01-13,190697
2019-01-14,185096
2019-01-15,181786
2019-01-16,176858
2019-01-17,176183
2019-01-18,175239
2019-01-19,175971
2019-01-20,173748
2019-01-21,171428
2019-01-22,171452
2019-01-23,171743
2019-01-24,169205
2019-01-25,167270
2019-01-26,163774
2019-01-27,160699
2019-01-28,162608
2019-01-29,165489
2019-01-30,164973
2019-01-31,164926
2019-02-01,169283
2019-02-02,173101
2019-02-03,175600
2019-02-04,176295
2019-02-05,174201
2019-02-06,172625
2019-02-07,171478
2019-02-08,168645
2019-02-09,164761
2019-02-10,163460
2019-02-11,160604
2019-02-12,161861
2019-02-13,159981
2019-02-14,155173
2019-02-15,151086
2019-02-16,146942
2019-02-17,142060
2019-02-18,139195
2019-02-19,138692
2019-02-20,137440
2019-02-21,136534
2019-02-22,137799
2019-02-23,138487
2019-02-24,135008
2019-02-25,132195
2019-02-26,127862
2019-02-27,124419
2019-02-28,122853
2019-03-01,123695
2019-03-02,118486
2019-03-03,115217
2019-03-04,113309
2019-03-05,111572
2019-03-06,109564
2019-03-07,107246
2019-03-08,105401
2019-03-09,103862
2019-03-10,100513
2019-03-11,97214
2019-03-12,94843
2019-03-13,91937
2019-03-14,89484
2019-03-15,87694
2019-03-16,86252
2019-03-17,87675
2019-03-18,89961
2019-03-19,91393
2019-03-20,92650
2019-03-21,94937
2019-03-22,96276
2019-03-23,98859
2019-03-24,100950
2019-03-25,101656
2019-03-26,103619
2019-03-27,105303
2019-03-28,101850
2019-03-29,97463
2019-03-30,94582
2019-03-31,92281
2019-04-01,91934
2019-04-02,89032
2019-04-03,87666
2019-04-04,88925
2019-04-05,87390
2019-04-06,86396
2019-04-07,86142
2019-04-08,85867
