date_obj,Unholy%20book%20page%20set price
2015-06-23,4028395
2015-06-24,4028395
2015-06-25,4028395
2015-06-26,4028395
2015-06-27,4076823
2015-06-28,4076823
2015-06-29,4076823
2015-06-30,4076823
2015-07-01,4136264
2015-07-02,4136264
2015-07-03,4136264
2015-07-04,4136264
2015-07-05,4314718
2015-07-06,4314718
2015-07-07,4314718
2015-07-08,4314718
2015-07-09,4314718
2015-07-10,4407446
2015-07-11,4407446
2015-07-12,4407446
2015-07-13,4407446
2015-07-14,4488252
2015-07-15,4488252
2015-07-16,4488252
2015-07-17,4488252
2015-07-18,4651369
2015-07-19,4651369
2015-07-20,4651369
2015-07-21,4651369
2015-07-22,4855197
2015-07-23,4855197
2015-07-24,4855197
2015-07-25,4855197
2015-07-26,5036617
2015-07-27,5036617
2015-07-28,5036617
2015-07-29,5198420
2015-07-30,5198420
2015-07-31,5198420
2015-08-01,5198420
2015-08-02,5198420
2015-08-03,5212236
2015-08-04,5212236
2015-08-05,5212236
2015-08-06,5212236
2015-08-07,5212236
2015-08-08,5364727
2015-08-09,5364727
2015-08-10,5364727
2015-08-11,5364727
2015-08-12,5310849
2015-08-13,5310849
2015-08-14,5310849
2015-08-15,5310849
2015-08-16,5310849
2015-08-17,5095489
2015-08-18,5095489
2015-08-19,5095489
2015-08-20,5095489
2015-08-21,4961568
2015-08-22,4961568
2015-08-23,4961568
2015-08-24,4961568
2015-08-25,4961568
2015-08-26,4906835
2015-08-27,4906835
2015-08-28,4906835
2015-08-29,4906835
2015-08-30,4915661
2015-08-31,4915661
2015-09-01,4915661
2015-09-02,4915661
2015-09-03,4931348
2015-09-04,4931348
2015-09-05,4931348
2015-09-06,4931348
2015-09-07,5134193
2015-09-08,5134193
2015-09-09,5134193
2015-09-10,5134193
2015-09-11,5340362
2015-09-12,5340362
2015-09-13,5340362
2015-09-14,5340362
2015-09-15,5197661
2015-09-16,5197661
2015-09-17,5197661
2015-09-18,5197661
2015-09-19,5105260
2015-09-20,5105260
2015-09-21,5105260
2015-09-22,5105260
2015-09-23,5105260
2015-09-24,5026685
2015-09-25,5026685
2015-09-27,5026685
2015-09-28,4875051
2015-09-29,4875051
2015-09-30,4875051
2015-10-05,4855445
2015-10-06,4762965
2015-10-07,4762965
2015-10-08,4762965
2015-10-09,4762965
2015-10-10,4762965
2015-10-11,4762019
2015-10-12,4762019
2015-10-13,4762019
2015-10-14,4762019
2015-10-15,4819343
2015-10-16,4819343
2015-10-17,4819343
2015-10-18,4819343
2015-10-19,4819343
2015-10-20,5012812
2015-10-22,5012812
2015-10-23,5012812
2015-10-24,5012812
2015-10-25,5226020
2015-10-26,5226020
2015-10-27,5226020
2015-10-29,5226020
2015-10-30,5320082
2015-10-31,5320082
2015-11-01,5320082
2015-11-02,5320082
2015-11-03,5320082
2015-11-04,5320082
2015-11-05,5198185
2015-11-06,5198185
2015-11-07,5198185
2015-11-08,5198185
2015-11-09,5198185
2015-11-10,5198185
2015-11-11,5337514
2015-11-12,5337514
2015-11-13,5337514
2015-11-14,5337514
2015-11-15,5337514
2015-11-16,5571189
2015-11-17,5571189
2015-11-18,5571189
2015-11-19,5571189
2015-11-20,5813788
2015-11-21,5813788
2015-11-22,5813788
2015-11-23,5813788
2015-11-24,5813788
2015-11-25,6058537
2015-11-26,6058537
2015-11-27,6058537
2015-11-28,6058537
2015-11-29,6058537
2015-11-30,6142207
2015-12-01,6142207
2015-12-02,6142207
2015-12-03,6142207
2015-12-04,6142207
2015-12-05,5949911
2015-12-06,5949911
2015-12-07,5949911
2015-12-08,5949911
2015-12-09,5753084
2015-12-10,5753084
2015-12-11,5753084
2015-12-13,5753084
2015-12-14,5597415
2015-12-15,5597415
2015-12-16,5597415
2015-12-17,5597415
2015-12-18,5765232
2015-12-19,5765232
2015-12-20,5765232
2015-12-21,5765232
2015-12-22,5894075
2015-12-23,5894075
2015-12-24,5894075
2015-12-25,5894075
2015-12-26,5998663
2015-12-27,5998663
2015-12-28,5998663
2015-12-29,5998663
2015-12-30,5927756
2015-12-31,5927756
2016-01-01,5927756
2016-01-02,5927756
2016-01-03,5908080
2016-01-04,5908080
2016-01-05,5908080
2016-01-06,5908080
2016-01-07,5908080
2016-01-08,5911939
2016-01-09,5911939
2016-01-10,5911939
2016-01-11,5911939
2016-01-12,5691001
2016-01-13,5691001
2016-01-14,5691001
2016-01-15,5691001
2016-01-16,5409384
2016-01-17,5409384
2016-01-18,5409384
2016-01-19,5409384
2016-01-20,5144021
2016-01-21,5144021
2016-01-22,5144021
2016-01-23,5144021
2016-01-24,5052254
2016-01-25,5052254
2016-01-26,5052254
2016-01-27,5000276
2016-01-28,5000276
2016-01-29,5000276
2016-01-30,5000276
2016-01-31,4923674
2016-02-01,4923674
2016-02-02,4923674
2016-02-03,4923674
2016-02-04,4885975
2016-02-05,4885975
2016-02-06,4885975
2016-02-07,4885975
2016-02-08,4762246
2016-02-09,4762246
2016-02-10,4762246
2016-02-11,4592867
2016-02-12,4592867
2016-02-13,4592867
2016-02-14,4592867
2016-02-15,4530648
2016-02-16,4530648
2016-02-17,4530648
2016-02-18,4530648
2016-02-19,4683138
2016-02-20,4683138
2016-02-21,4683138
2016-02-22,4505145
2016-02-23,4505145
2016-02-24,4505145
2016-02-25,4455505
2016-02-26,4455505
2016-02-27,4455505
2016-02-28,4437749
2016-02-29,4437749
2016-03-01,4437749
2016-03-02,4437749
2016-03-03,4386254
2016-03-04,4386254
2016-03-05,4386254
2016-03-06,4376499
2016-03-07,4376499
2016-03-08,4376499
2016-03-09,4376499
2016-03-10,4279007
2016-03-11,4279007
2016-03-12,4279007
2016-03-13,4089185
2016-03-14,4089185
2016-03-15,4089185
2016-03-16,3890549
2016-03-17,3890549
2016-03-18,3890549
2016-03-19,3700881
2016-03-20,3700881
2016-03-21,3700881
2016-03-22,3700881
2016-03-23,3515836
2016-03-24,3515836
2016-03-25,3515836
2016-03-26,3511034
2016-03-27,3511034
2016-03-28,3511034
2016-03-29,3533116
2016-03-30,3533116
2016-03-31,3533116
2016-04-01,3533116
2016-04-02,3425946
2016-04-03,3425946
2016-04-04,3425946
2016-04-05,3442660
2016-04-06,3442660
2016-04-07,3442660
2016-04-08,3508885
2016-04-09,3508885
2016-04-10,3508885
2016-04-11,3594862
2016-04-12,3594862
2016-04-13,3594862
2016-04-14,3578553
2016-04-15,3578553
2016-04-16,3578553
2016-04-17,3692189
2016-04-18,3692189
2016-04-19,3692189
2016-04-20,3664397
2016-04-21,3664397
2016-04-22,3664397
2016-04-23,3664397
2016-04-24,3495061
2016-04-25,3495061
2016-04-26,3495061
2016-04-27,3320307
2016-04-28,3320307
2016-04-29,3320307
2016-04-30,3154291
2016-05-01,3154291
2016-05-02,3154291
2016-05-03,2998820
2016-05-04,2998820
2016-05-05,2998820
2016-05-06,2998820
2016-05-07,2910969
2016-05-08,2910969
2016-05-09,2910969
2016-05-10,2980396
2016-05-11,2980396
2016-05-12,2980396
2016-05-13,2925838
2016-05-14,2925838
2016-05-15,2925838
2016-05-16,2944283
2016-05-17,2944283
2016-05-18,2944283
2016-05-19,2980192
2016-05-22,3068262
2016-05-23,3068262
2016-05-24,3068262
2016-05-25,3171855
2016-05-26,3171855
2016-05-27,3171855
2016-05-28,3138841
2016-05-29,3138841
2016-05-30,3138841
2016-05-31,3233854
2016-06-01,3233854
2016-06-02,3233854
2016-06-03,3185002
2016-06-04,3185002
2016-06-05,3185002
2016-06-06,3079145
2016-06-07,3079145
2016-06-08,3079145
2016-06-09,2984574
2016-06-10,2984574
2016-06-11,2984574
2016-06-12,2902896
2016-06-13,2902896
2016-06-14,2902896
2016-06-15,2863472
2016-06-16,2863472
2016-06-17,2863472
2016-06-18,2795431
2016-06-19,2795431
2016-06-20,2795431
2016-06-21,2679836
2016-06-22,2679836
2016-06-23,2679836
2016-06-24,2624917
2016-06-25,2624917
2016-06-26,2624917
2016-06-27,2720368
2016-06-28,2720368
2016-06-29,2720368
2016-06-30,2838949
2016-07-01,2838949
2016-07-02,2838949
2016-07-03,2958495
2016-07-04,2958495
2016-07-05,2958495
2016-07-06,3043234
2016-07-07,3043234
2016-07-08,3043234
2016-07-09,2891072
2016-07-10,2891072
2016-07-11,2746518
2016-07-12,2746518
2016-07-13,2746518
2016-07-14,2609192
2016-07-15,2609192
2016-07-16,2482309
2016-07-17,2482309
2016-07-18,2482309
2016-07-24,2152589
2016-07-25,2152589
2016-07-26,2152589
2016-07-27,2186407
2016-07-28,2186407
2016-07-29,2280277
2016-07-30,2280277
2016-07-31,2280277
2016-08-01,2375396
2016-08-02,2375396
2016-08-03,2375396
2016-08-04,2484767
2016-08-05,2484767
2016-08-06,2484767
2016-08-07,2531535
2016-08-08,2531535
2016-08-09,2531535
2016-08-10,2473351
2016-08-11,2473351
2016-08-12,2473351
2016-08-13,2473351
2016-08-14,2386802
2016-08-15,2386802
2016-08-16,2386802
2016-08-17,2286150
2016-08-18,2286150
2016-08-19,2286150
2016-08-20,2181779
2016-08-21,2181779
2016-08-22,2181779
2016-08-23,2074523
2016-08-24,2074523
2016-08-25,2074523
2016-08-26,2074523
2016-08-28,2000960
2016-08-31,2079527
2016-09-01,2079527
2016-09-02,2079527
2016-09-03,2173645
2016-09-04,2173645
2016-09-05,2173645
2016-09-06,2264460
2016-09-07,2264460
2016-09-08,2264460
2016-09-09,2264460
2016-09-10,2295477
2016-09-11,2295477
2016-09-12,2295477
2016-09-13,2295477
2016-09-14,2345727
2016-09-15,2345727
2016-09-16,2345727
2016-09-17,2345727
2016-09-18,2447537
2016-09-19,2447537
2016-09-20,2447537
2016-09-21,2447537
2016-09-22,2431912
2016-09-23,2431912
2016-09-24,2431912
2016-09-25,2431912
2016-09-26,2431912
2016-09-27,2346454
2016-09-28,2346454
2016-09-29,2346454
2016-09-30,2346454
2016-10-01,2322001
2016-10-02,2322001
2016-10-03,2322001
2016-10-04,2322001
2016-10-05,2280799
2016-10-06,2280799
2016-10-07,2280799
2016-10-08,2309392
2016-10-09,2309392
2016-10-10,2309392
2016-10-11,2309392
2016-10-12,2389268
2016-10-13,2389268
2016-10-14,2389268
2016-10-15,2489112
2016-10-16,2489112
2016-10-17,2489112
2016-10-18,2599766
2016-10-19,2599766
2016-10-20,2599766
2016-10-21,2599766
2016-10-22,2707310
2016-10-23,2707310
2016-10-24,2707310
2016-10-25,2700946
2016-10-26,2700946
2016-10-27,2700946
2016-10-28,2700946
2016-10-29,2704642
2016-10-30,2704642
2016-10-31,2704642
2016-11-01,2704642
2016-11-02,2609498
2016-11-03,2609498
2016-11-04,2609498
2016-11-05,2609498
2016-11-06,2508065
2016-11-07,2508065
2016-11-08,2508065
2016-11-09,2508065
2016-11-10,2476253
2016-11-11,2476253
2016-11-12,2476253
2016-11-13,2476253
2016-11-14,2424579
2016-12-08,2314535
2016-12-09,2314535
2016-12-10,2279646
2016-12-11,2279646
2016-12-12,2279646
2016-12-13,2186444
2016-12-14,2186444
2016-12-15,2186444
2016-12-16,2163830
2016-12-17,2163830
2016-12-18,2163830
2016-12-19,2174266
2016-12-20,2174266
2016-12-21,2174266
2016-12-22,2095895
2016-12-23,2095895
2016-12-24,2095895
2016-12-25,2139869
2016-12-26,2139869
2016-12-27,2139869
2016-12-28,2197983
2016-12-29,2197983
2016-12-30,2197983
2016-12-31,2290366
2017-01-01,2290366
2017-01-02,2283511
2017-01-03,2283511
2017-01-04,2283511
2017-01-05,2300870
2017-01-06,2300870
2017-01-07,2331370
2017-01-08,2331370
2017-01-09,2331370
2017-01-10,2316414
2017-01-11,2316414
2017-01-12,2292718
2017-01-13,2292718
2017-01-14,2292718
2017-01-15,2332006
2017-01-16,2332006
2017-01-17,2371519
2017-01-18,2371519
2017-01-19,2371519
2017-01-20,2456996
2017-01-21,2456996
2017-01-22,2568256
2017-01-27,2775914
2017-01-28,2736702
2017-01-29,2736702
2017-01-30,2736702
2017-01-31,2691316
2017-02-01,2691316
2017-02-02,2703723
2017-02-03,2703723
2017-02-04,2703723
2017-02-05,2676447
2017-02-06,2676447
2017-02-07,2676447
2017-02-08,2554467
2017-02-09,2554467
2017-02-10,2554467
2017-02-11,2446393
2017-02-12,2446393
2017-02-13,2446393
2017-02-14,2411516
2017-02-15,2411516
2017-02-16,2411516
2017-02-18,2384771
2017-02-19,2372670
2017-02-20,2372670
2017-02-21,2372670
2017-02-22,2326537
2017-02-23,2326537
2017-02-24,2326537
2017-02-25,2234826
2017-02-26,2234826
2017-02-27,2234826
2017-02-28,2137986
2017-03-01,2137986
2017-03-02,2041165
2017-03-03,2041165
2017-03-04,2018203
2017-03-05,2018203
2017-03-06,2069689
2017-03-07,2069689
2017-03-08,2069689
2017-03-09,2150264
2017-03-10,2150264
2017-03-11,2202123
2017-03-12,2202123
2017-03-13,2261764
2017-03-14,2261764
2017-03-15,2299557
2017-03-16,2299557
2017-03-17,2299557
2017-03-18,2246206
2017-03-19,2246206
2017-03-20,2155274
2017-03-21,2155274
2017-03-22,2155274
2017-03-23,2145100
2017-03-24,2145100
2017-03-25,2145100
2017-03-26,2211470
2017-03-27,2211470
2017-03-28,2310981
2017-03-29,2310981
2017-03-30,2410345
2017-03-31,2410345
2017-04-01,2516314
2017-04-02,2516314
2017-04-03,2621546
2017-04-04,2621546
2017-04-12,2662529
2017-04-13,2662529
2017-04-14,2662529
2017-04-15,2625779
2017-04-16,2625779
2017-04-17,2617530
2017-04-18,2617530
2017-04-19,2617530
2017-04-20,2666022
2017-04-21,2666022
2017-04-22,2666022
2017-04-23,2710203
2017-04-24,2710203
2017-04-25,2669505
2017-04-26,2669505
2017-04-27,2669505
2017-04-28,2642933
2017-04-29,2642933
2017-04-30,2582935
2017-05-01,2582935
2017-05-02,2582935
2017-05-03,2482039
2017-05-04,2482039
2017-05-05,2379500
2017-05-06,2379500
2017-05-07,2266874
2017-05-08,2266874
2017-05-09,2153530
2017-05-10,2153530
2017-05-11,2153530
2017-05-12,2045853
2017-05-13,2045853
2017-05-14,1943560
2017-05-15,1943560
2017-05-16,1858876
2017-05-17,1858876
2017-05-18,1858876
2017-05-19,1799996
2017-05-20,1799996
2017-05-21,1799996
2017-05-22,1834318
2017-05-23,1834318
2017-05-24,1834318
2017-05-25,1882919
2017-05-26,1882919
2017-05-27,1837585
2017-05-28,1837585
2017-05-29,1837585
2017-05-30,1776113
2017-05-31,1776113
2017-06-01,1697267
2017-06-02,1697267
2017-06-03,1660121
2017-06-06,1578186
2017-06-07,1583935
2017-06-08,1583935
2017-06-09,1583935
2017-06-10,1655038
2017-06-11,1655038
2017-06-12,1700817
2017-06-13,1700817
2017-06-14,1677922
2017-06-15,1677922
2017-06-16,1662391
2017-06-17,1662391
2017-06-18,1698497
2017-06-19,1698497
2017-06-20,1751345
2017-06-21,1751345
2017-06-22,1751345
2017-06-23,1768900
2017-06-24,1768900
2017-06-25,1847877
2017-06-26,1847877
2017-06-27,1895287
2017-06-28,1895287
2017-06-29,1895287
2017-06-30,1906672
2017-07-01,1906672
2017-07-02,1906672
2017-07-03,1949087
2017-07-04,1949087
2017-07-05,1949087
2017-07-06,1988727
2017-07-07,1988727
2017-07-08,1988727
2017-07-13,2158650
2017-07-14,2158650
2017-07-15,2069368
2017-07-16,2069368
2017-07-17,1970359
2017-07-18,1970359
2017-07-19,1970359
2017-07-20,1872295
2017-07-21,1872295
2017-07-22,1797789
2017-07-23,1797789
2017-07-24,1819305
2017-07-25,1819305
2017-07-26,1789041
2017-07-27,1789041
2017-07-28,1855525
2017-07-29,1855525
2017-07-30,1936787
2017-07-31,1936787
2017-08-01,1936787
2017-08-02,1978001
2017-08-03,1978001
2017-08-04,1978001
2017-08-05,2018561
2017-08-06,2018561
2017-08-09,2057692
2017-08-10,2057692
2017-08-11,1989606
2017-08-12,1989606
2017-08-13,1989606
2017-08-14,1890195
2017-08-15,1890195
2017-08-16,1890195
2017-08-17,1857385
2017-08-18,1857385
2017-08-19,1857385
2017-08-20,1890782
2017-08-21,1890782
2017-08-22,1965202
2017-08-23,1965202
2017-08-24,1965202
2017-08-25,1930336
2017-08-26,1930336
2017-08-27,1840318
2017-08-28,1840318
2017-08-29,1840318
2017-08-30,1771475
2017-08-31,1771475
2017-09-01,1771475
2017-09-02,1756956
2017-09-03,1756956
2017-09-04,1756956
2017-09-05,1807646
2017-09-06,1807646
2017-09-07,1807646
2017-09-08,1782126
2017-09-09,1782126
2017-09-10,1858021
2017-09-11,1858021
2017-09-12,1858021
2017-09-13,1875404
2017-09-14,1875404
2017-09-15,1875404
2017-09-16,1902368
2017-09-17,1902368
2017-09-19,1874924
2017-09-20,1874924
2017-09-21,1874924
2017-09-22,1819278
2017-09-23,1819278
2017-09-24,1819278
2017-09-25,1784827
2017-09-26,1784827
2017-09-27,1784827
2017-09-28,1845665
2017-09-29,1845665
2017-09-30,1916187
2017-10-01,1916187
2017-10-02,1999527
2017-10-03,1999527
2017-10-04,1999527
2017-10-05,2008872
2017-10-06,2008872
2017-10-07,2008872
2017-10-08,1964042
2017-10-09,1964042
2017-10-10,1928346
2017-10-11,1928346
2017-10-12,1928346
2017-10-13,1929219
2017-10-14,1929219
2017-10-15,1929219
2017-10-16,1961118
2017-10-17,1961118
2017-10-18,1961118
2017-10-19,1902767
2017-10-20,1902767
2017-10-21,1902767
2017-10-22,1940723
2017-10-23,1940723
2017-10-24,1940723
2017-10-25,1896660
2017-10-26,1896660
2017-10-27,1896660
2017-10-28,1847610
2017-10-29,1847610
2017-10-30,1854314
2017-10-31,1854314
2017-11-01,1854314
2017-11-02,1820695
2017-11-03,1820695
2017-11-04,1775176
2017-11-05,1775176
2017-11-06,1775176
2017-11-07,1734313
2017-11-08,1734313
2017-11-09,1734313
2017-11-10,1677356
2017-11-11,1677356
2017-11-12,1677356
2017-11-13,1662308
2017-11-14,1662308
2017-11-15,1662308
2017-11-16,1638970
2017-11-17,1638970
2017-11-18,1638970
2017-11-19,1702280
2017-11-20,1702280
2017-11-21,1702280
2017-11-22,1703469
2017-11-23,1703469
2017-11-24,1703469
2017-11-25,1722701
2017-11-26,1722701
2017-11-27,1722701
2017-11-28,1786550
2017-11-29,1786550
2017-11-30,1786550
2017-12-01,1852852
2017-12-02,1852852
2017-12-03,1911085
2017-12-04,1911085
2017-12-05,1911085
2017-12-06,1905455
2017-12-07,1905455
2017-12-08,1905455
2017-12-09,1968072
2017-12-10,1968072
2017-12-11,1952175
2017-12-12,1952175
2017-12-13,1952175
2017-12-14,1880799
2017-12-15,1880799
2017-12-16,1880799
2017-12-17,1803428
2017-12-18,1803428
2017-12-19,1740522
2017-12-20,1740522
2017-12-21,1740522
2017-12-22,1707993
2017-12-23,1707993
2017-12-24,1783877
2017-12-25,1783877
2017-12-26,1783877
2017-12-27,1864197
2017-12-28,1864197
2017-12-29,1942330
2017-12-30,1942330
2017-12-31,2019909
2018-01-01,2019909
2018-01-02,2019909
2018-01-03,1975948
2018-01-04,1975948
2018-01-05,1884677
2018-01-06,1884677
2018-01-07,1799463
2018-01-08,1799463
2018-01-09,1712494
2018-01-10,1712494
2018-01-11,1712494
2018-01-12,1626869
2018-01-13,1626869
2018-01-14,1551964
2018-01-15,1551964
2018-01-16,1579669
2018-01-17,1579669
2018-01-18,1644287
2018-01-19,1644287
2018-01-20,1644287
2018-01-21,1649115
2018-01-22,1649115
2018-01-23,1652929
2018-01-24,1660448
2018-01-25,1660448
2018-01-26,1640665
2018-01-27,1645997
2018-01-28,1624663
2018-01-29,1621221
2018-01-30,1607820
2018-02-01,1617888
2018-02-02,1589154
2018-02-03,1518836
2018-02-04,1448988
2018-02-05,1448988
2018-02-06,1398064
2018-02-07,1332456
2018-02-08,1332456
2018-02-09,1269400
2018-02-10,1269400
2018-02-11,1222036
2018-02-12,1216956
2018-02-13,1264114
2018-02-14,1305270
2018-02-15,1349079
2018-02-16,1382361
2018-02-17,1434651
2018-02-18,1490467
2018-02-19,1561571
2018-02-20,1561571
2018-02-21,1638033
2018-02-22,1638033
2018-02-23,1688662
2018-02-24,1688662
2018-02-25,1685626
2018-02-26,1673077
2018-02-27,1658753
2018-02-28,1658753
2018-03-01,1652268
2018-03-02,1633071
2018-03-03,1625704
2018-03-04,1625704
2018-03-05,1618985
2018-03-06,1649613
2018-03-07,1671899
2018-03-08,1671899
2018-03-09,1660562
2018-03-10,1660562
2018-03-11,1623234
2018-03-12,1580244
2018-03-13,1580244
2018-03-14,1542041
2018-03-15,1542041
2018-03-16,1557888
2018-03-17,1542771
2018-03-18,1500253
2018-03-19,1500253
2018-03-20,1494100
2018-03-21,1494100
2018-03-23,1536287
2018-03-24,1592438
2018-03-26,1649297
2018-03-27,1644660
2018-03-28,1644660
2018-03-29,1608668
2018-03-30,1608668
2018-03-31,1564590
2018-04-01,1569128
2018-04-02,1515378
2018-04-03,1446406
2018-04-04,1389196
2018-04-05,1389196
2018-04-06,1368990
2018-04-08,1374283
2018-04-09,1428841
2018-04-10,1428841
2018-04-11,1434042
2018-04-12,1427477
2018-04-13,1427477
2018-04-14,1426389
2018-04-16,1399847
2018-04-17,1349543
2018-04-18,1349543
2018-04-19,1301034
2018-04-20,1296183
2018-04-21,1298025
2018-04-22,1298025
2018-04-23,1267530
2018-04-24,1267530
2018-04-25,1303203
2018-04-26,1303203
2018-04-27,1363042
2018-04-28,1370619
2018-04-29,1372338
2018-04-30,1348080
2018-05-02,1293600
2018-05-03,1275739
2018-05-04,1275739
2018-05-05,1254839
2018-05-06,1254839
2018-05-07,1290042
2018-05-08,1290042
2018-05-09,1313825
2018-05-10,1359094
2018-05-11,1359094
2018-05-12,1358104
2018-05-13,1358104
2018-05-14,1366064
2018-05-15,1366064
2018-05-16,1380891
2018-05-17,1370183
2018-05-18,1432411
2018-05-19,1471860
2018-05-20,1466821
2018-05-21,1476354
2018-05-22,1476354
2018-05-23,1461457
2018-05-24,1461457
2018-05-25,1523842
2018-05-26,1594462
2018-05-27,1594462
2018-05-28,1646190
2018-05-29,1701763
2018-05-30,1701763
2018-05-31,1705283
2018-06-01,1667770
2018-06-02,1625693
2018-06-03,1625693
2018-06-04,1604486
2018-06-05,1543569
2018-06-06,1479072
2018-06-07,1479072
2018-06-08,1411621
2018-06-09,1411621
2018-06-10,1353612
2018-06-11,1353612
2018-06-12,1296191
2018-06-13,1359300
2018-06-14,1424311
2018-06-15,1424311
2018-06-16,1372424
2018-06-17,1303802
2018-06-18,1239180
2018-06-19,1186045
2018-06-20,1186045
2018-06-21,1166617
2018-06-22,1148908
2018-06-23,1148908
2018-06-24,1131358
2018-06-25,1157604
2018-06-26,1157604
2018-06-27,1162475
2018-06-28,1153343
2018-06-29,1145641
2018-06-30,1140428
2018-07-01,1171298
2018-07-02,1171298
2018-07-03,1173448
2018-07-04,1164705
2018-07-05,1164705
2018-07-06,1189144
2018-07-07,1228736
2018-07-08,1247094
2018-07-09,1301243
2018-07-10,1303703
2018-07-11,1360181
2018-07-12,1353424
2018-07-13,1357778
2018-07-14,1384150
2018-07-15,1384150
2018-07-16,1379666
2018-07-17,1402958
2018-07-18,1389039
2018-07-19,1408356
2018-07-20,1451678
2018-07-21,1485826
2018-07-22,1533680
2018-07-23,1545408
2018-07-24,1547684
2018-07-25,1562940
2018-07-26,1594717
2018-07-27,1651991
2018-07-28,1638759
2018-07-29,1688881
2018-07-30,1709199
2018-07-31,1786275
2018-08-01,1786275
2018-08-02,1785284
2018-08-03,1775531
2018-08-04,1819455
2018-08-05,1823316
2018-08-06,1834046
2018-08-07,1821565
2018-08-08,1788309
2018-08-09,1788309
2018-08-10,1746056
2018-08-11,1729504
2018-08-12,1730244
2018-08-14,1737046
2018-08-16,1742415
2018-08-17,1756298
2018-08-18,1756298
2018-08-19,1793881
2018-08-20,1847999
2018-08-21,1847999
2018-08-22,1873502
2018-08-23,1873502
2018-08-24,1870731
2018-08-25,1903902
2018-08-26,1926729
2018-08-27,1918942
2018-08-28,1902896
2018-08-29,1879206
2018-08-30,1880880
2018-08-31,1892599
2018-09-01,1858697
2018-09-02,1858697
2018-09-03,1833419
2018-09-04,1768682
2018-09-05,1759472
2018-09-06,1759472
2018-09-07,1760117
2018-09-08,1790652
2018-09-09,1759063
2018-09-10,1746204
2018-09-11,1746204
2018-09-12,1749153
2018-09-13,1784337
2018-09-14,1778734
2018-09-15,1798762
2018-09-16,1798762
2018-09-17,1860889
2018-09-18,1932608
2018-09-19,1932608
2018-09-20,1925138
2018-09-21,1925138
2018-09-22,1912686
2018-09-23,1898731
2018-09-24,1868009
2018-09-25,1868009
2018-09-26,1890103
2018-09-27,1890103
2018-09-28,1906914
2018-09-29,1906914
2018-09-30,1868089
2018-10-02,1854714
2018-10-03,1822591
2018-10-04,1822591
2018-10-05,1796734
2018-10-06,1765289
2018-10-07,1765289
2018-10-08,1702355
2018-10-09,1620041
2018-10-10,1546966
2018-10-11,1529655
2018-10-12,1529655
2018-10-13,1507019
2018-10-14,1515612
2018-10-15,1550405
2018-10-16,1586339
2018-10-17,1583549
2018-10-18,1573136
2018-10-19,1583045
2018-10-20,1583045
2018-10-21,1611630
2018-10-22,1622828
2018-10-23,1622828
2018-10-24,1590560
2018-10-25,1562834
2018-10-26,1548097
2018-10-27,1508095
2018-10-28,1484351
2018-10-29,1484351
2018-10-30,1463132
2018-10-31,1441141
2018-11-01,1438259
2018-11-03,1471703
2018-11-04,1491352
2018-11-05,1544686
2018-11-06,1589753
2018-11-07,1660467
2018-11-08,1740703
2018-11-09,1821629
2018-11-10,1889053
2018-11-11,1958268
2018-11-12,2056182
2018-11-13,2156511
2018-11-14,2263613
2018-11-15,2369468
2018-11-16,2424307
2018-11-17,2413419
2018-11-18,2423575
2018-11-19,2386276
2018-11-20,2359027
2018-11-21,2355995
2018-11-22,2357020
2018-11-23,2326340
2018-11-24,2351290
2018-11-25,2421506
