date_obj,Red%20dragonhide%20set price
2019-04-07,11652
2019-04-08,11582
2019-04-09,11494
2019-04-10,11462
2019-04-11,11845
2019-04-12,11646
2019-04-13,11576
2019-04-14,11493
2019-04-15,11739
2019-04-16,11785
2019-04-17,12024
2019-04-18,12201
2019-04-19,12232
2019-04-20,12254
2019-04-21,11861
2019-04-22,11725
2019-04-23,11748
2019-04-24,11816
2019-04-25,11664
2019-04-26,11579
2019-04-27,11485
2019-04-28,11645
2019-04-29,11487
2019-04-30,11644
2019-05-01,11997
2019-05-02,12090
2019-05-03,12384
2019-05-04,12347
2019-05-05,12455
2019-05-06,12502
2019-05-07,12503
2019-05-08,12417
2019-05-09,12092
2019-05-10,11894
2019-05-11,11511
2019-05-12,11549
2019-05-13,11478
2019-05-14,11548
2019-05-15,11982
2019-05-16,12144
2019-05-17,11845
2019-05-18,11743
2019-05-19,11663
2019-05-20,11474
2019-05-21,11410
2019-05-22,11355
2019-05-23,11294
2019-05-24,11241
2019-05-25,11218
2019-05-26,11203
2019-05-27,11407
2019-05-28,11271
2019-05-29,11722
2019-05-30,12304
2019-05-31,12712
2019-06-01,13129
2019-06-02,12955
2019-06-03,12916
2019-06-04,12691
2019-06-05,12154
2019-06-06,11788
2019-06-07,11513
2019-06-08,11874
2019-06-09,12023
2019-06-10,12023
2019-06-11,12146
2019-06-12,11953
2019-06-13,11823
2019-06-14,11784
2019-06-15,11590
2019-06-16,11543
2019-06-17,11514
2019-06-18,11414
2019-06-19,11286
2019-06-20,11249
2019-06-21,11311
2019-06-22,11304
2019-06-23,11301
2019-06-24,11407
2019-06-25,11354
2019-06-26,11476
2019-06-27,11411
2019-06-28,11411
2019-06-29,11542
2019-06-30,11600
2019-07-01,11478
2019-07-02,11712
2019-07-03,11533
2019-07-04,11732
2019-07-05,12254
2019-07-06,12618
2019-07-07,12117
2019-07-08,11878
2019-07-09,12180
2019-07-10,12498
2019-07-11,12078
2019-07-12,11992
2019-07-13,12482
2019-07-14,12864
2019-07-15,12864
2019-07-16,12659
2019-07-17,12467
2019-07-18,12378
2019-07-19,12403
2019-07-20,12253
2019-07-21,12223
2019-07-22,12128
2019-07-23,12011
2019-07-24,11966
2019-07-25,11876
2019-07-26,11848
2019-07-27,11748
2019-07-28,11739
2019-07-29,11647
2019-07-30,11714
2019-07-31,11601
2019-08-01,11432
2019-08-02,11339
2019-08-03,11281
2019-08-04,11611
2019-08-05,12053
2019-08-06,12146
2019-08-07,12168
2019-08-08,12394
2019-08-09,12283
2019-08-10,12410
2019-08-11,12687
2019-08-12,12510
2019-08-13,12426
2019-08-14,12392
2019-08-15,12821
2019-08-16,12969
2019-08-17,12969
2019-08-18,12932
2019-08-19,12719
2019-08-20,12698
2019-08-21,12553
2019-08-22,12245
2019-08-23,12140
2019-08-24,12095
2019-08-24,12095
2019-08-25,12249
2019-08-25,12249
2019-08-26,12418
2019-08-26,12418
2019-08-27,12481
2019-08-27,12481
2019-08-28,12320
2019-08-29,12116
2019-08-30,12003
2019-08-31,12003
2019-09-01,12041
2019-09-02,12041
2019-09-03,12173
2019-09-04,11887
2019-09-05,11983
2019-09-06,11983
2019-09-07,12018
2019-09-08,12083
2019-09-09,11983
2019-09-10,11669
2019-09-11,11384
2019-09-12,11551
2019-09-13,11550
2019-09-14,11635
2019-09-15,12085
2019-09-16,12051
2019-09-17,11633
2019-09-18,11885
2019-09-19,12276
2019-09-20,12276
2019-09-21,12295
2019-09-22,12594
2019-09-23,12783
2019-09-24,12783
2019-09-25,12370
2019-09-26,12638
2019-09-27,12638
2019-09-28,12490
2019-09-29,12490
2019-09-30,12193
2019-10-01,12090
2019-10-02,12090
2019-10-03,11800
2019-10-04,11686
2019-10-05,11363
2019-10-06,11350
2019-10-07,11502
2019-10-08,11712
2019-10-09,11712
2019-10-10,11663
2019-10-11,11663
2019-10-12,11287
2019-10-13,11152
2019-10-14,11058
2019-10-15,11058
2019-10-16,11184
2019-10-17,11184
2019-10-18,11287
2019-10-19,11175
2019-10-20,11090
2019-10-21,11090
2019-10-22,10970
2019-10-23,10815
2019-10-24,10815
2019-10-25,10763
2019-10-26,10615
2019-10-27,10880
2019-10-28,11310
2019-10-29,11310
2019-10-30,11558
2019-10-31,11613
2019-11-01,11974
2019-11-02,11946
2019-11-03,11899
2019-11-04,11845
2019-11-05,11845
2019-11-06,11836
2019-11-07,11708
2019-11-08,11575
2019-11-09,11518
2019-11-10,11391
2019-11-11,11397
2019-11-12,11397
2019-11-13,11355
2019-11-14,11645
2019-11-15,12055
2019-11-16,11899
2019-11-17,11899
2019-11-18,11728
2019-11-19,11728
2019-11-20,11600
2019-11-21,11600
2019-11-22,11591
2019-11-23,11578
2019-11-24,11512
2019-11-25,11362
2019-11-26,11279
2019-11-27,11279
2019-11-28,11256
2019-11-29,11256
2019-11-30,11337
2019-12-01,11196
2019-12-02,11126
2019-12-03,11076
2019-12-04,11004
2019-12-05,11004
2019-12-06,11086
2019-12-07,11093
2019-12-08,11093
2019-12-09,11370
2019-12-10,11868
2019-12-11,12356
2019-12-12,12356
2019-12-13,11920
2019-12-14,11760
2019-12-15,12004
2019-12-16,12142
2019-12-17,12251
2019-12-18,12251
2019-12-19,12426
2019-12-20,12154
2019-12-21,12095
2019-12-22,11811
2019-12-23,11811
2019-12-24,11612
2019-12-25,11215
2019-12-26,11215
2019-12-27,11420
2019-12-28,11568
2019-12-29,11568
2019-12-30,11420
2019-12-31,11368
2020-01-01,11749
2020-01-02,12113
2020-01-03,12113
2020-01-04,12240
2020-01-05,11829
2020-01-06,11615
2020-01-07,11648
2020-01-08,11648
2020-01-09,11432
2020-01-10,11159
2020-01-11,11194
2020-01-12,11445
2020-01-13,11445
2020-01-14,11830
2020-01-15,11724
2020-01-16,11514
2020-01-17,11626
2020-01-18,11626
2020-01-19,11784
2020-01-20,12239
2020-01-21,12239
2020-01-22,12373
2020-01-23,12205
2020-01-24,12117
2020-01-25,12038
2020-01-26,11846
2020-01-27,11741
2020-01-28,11719
2020-01-29,12018
2020-01-30,12306
2020-01-31,12331
2020-02-01,12021
2020-02-02,11915
2020-02-03,11828
2020-02-04,11982
2020-02-05,11899
2020-02-06,11408
2020-02-07,11071
2020-02-08,11149
2020-02-09,11125
2020-02-10,11272
2020-02-11,11687
2020-02-12,11891
2020-02-13,11891
2020-02-14,11796
2020-02-15,12202
2020-02-16,11946
2020-02-17,11976
2020-02-18,12201
2020-02-19,11810
2020-02-20,11584
2020-02-21,11584
2020-02-22,11237
2020-02-23,11033
2020-02-24,11422
2020-02-25,11776
2020-02-26,12159
2020-02-27,12264
2020-02-28,11988
2020-02-29,11988
2020-03-01,11832
2020-03-02,11600
2020-03-03,11608
2020-03-04,11608
2020-03-05,11829
2020-03-06,11672
2020-03-07,11910
2020-03-08,11900
2020-03-09,11999
2020-03-10,11863
2020-03-11,11631
2020-03-12,11832
2020-03-13,11699
2020-03-14,11505
2020-03-15,11538
2020-03-16,11588
2020-03-17,11366
2020-03-18,11373
2020-03-19,11294
2020-03-20,11207
2020-03-21,11079
2020-03-22,11051
2020-03-23,10917
2020-03-24,11248
2020-03-25,11804
2020-03-26,12133
2020-03-27,12465
2020-03-28,12407
2020-03-29,12180
2020-03-30,12179
2020-03-31,12147
2020-04-01,12090
2020-04-02,12004
2020-04-03,12004
2020-04-04,11639
2020-04-05,11701
2020-04-06,11654
2020-04-07,11463
2020-04-08,11396
2020-04-09,11392
2020-04-10,11801
2020-04-11,11827
2020-04-12,11614
2020-04-13,11490
2020-04-14,11377
2020-04-15,11210
2020-04-16,11285
2020-04-17,11206
2020-04-18,11217
2020-04-19,10690
2020-04-20,10568
2020-04-21,10796
2020-04-22,11075
2020-04-23,11348
2020-04-24,11764
2020-04-25,11849
2020-04-26,11742
2020-04-27,11848
2020-04-28,11655
2020-04-29,11629
2020-04-30,11519
2020-05-01,11378
2020-05-02,11310
2020-05-03,11201
2020-05-04,11091
2020-05-05,10704
2020-05-06,10898
2020-05-07,11354
2020-05-08,11816
2020-05-09,12381
2020-05-10,12467
2020-05-11,12233
2020-05-12,12113
2020-05-13,11968
