date_obj,Earth%20impling%20jar price
2019-03-30,1715
2019-03-31,1720
2019-04-01,1737
2019-04-02,1737
2019-04-03,1810
2019-04-04,1876
2019-04-05,1958
2019-04-06,2056
2019-04-07,2141
2019-04-08,2052
2019-04-09,2040
2019-04-10,2098
2019-04-11,2038
2019-04-12,1986
2019-04-13,2013
2019-04-14,2021
2019-04-15,1995
2019-04-16,2026
2019-04-17,2066
2019-04-18,2091
2019-04-19,2137
2019-04-20,2131
2019-04-21,2114
2019-04-22,2173
2019-04-23,2270
2019-04-24,2384
2019-04-25,2476
2019-04-26,2529
2019-04-27,2481
2019-04-28,2363
2019-04-29,2276
2019-04-30,2214
2019-05-01,2112
2019-05-02,2034
2019-05-03,1963
2019-05-04,1921
2019-05-05,1829
2019-05-06,1775
2019-05-07,1697
2019-05-08,1619
2019-05-09,1569
2019-05-10,1628
2019-05-11,1684
2019-05-12,1766
2019-05-13,1838
2019-05-14,1927
2019-05-15,2006
2019-05-16,2076
2019-05-17,2047
2019-05-18,2106
2019-05-19,2134
2019-05-20,2112
2019-05-21,2014
2019-05-22,1977
2019-05-23,1948
2019-05-24,1866
2019-05-25,1879
2019-05-26,1875
2019-05-27,1817
2019-05-28,1762
2019-05-29,1697
2019-05-30,1669
2019-05-31,1632
2019-06-01,1631
2019-06-02,1640
2019-06-03,1585
2019-06-04,1601
2019-06-05,1666
2019-06-06,1664
2019-06-07,1602
2019-06-08,1526
2019-06-09,1541
2019-06-10,1541
2019-06-11,1569
2019-06-12,1556
2019-06-13,1522
2019-06-14,1511
2019-06-15,1508
2019-06-16,1489
2019-06-17,1487
2019-06-18,1501
2019-06-19,1475
2019-06-20,1521
2019-06-21,1525
2019-06-22,1476
2019-06-23,1449
2019-06-24,1500
2019-06-25,1481
2019-06-26,1466
2019-06-27,1442
2019-06-28,1452
2019-06-29,1469
2019-06-30,1444
2019-07-01,1430
2019-07-02,1416
2019-07-03,1421
2019-07-04,1450
2019-07-05,1465
2019-07-06,1523
2019-07-07,1473
2019-07-08,1428
2019-07-09,1413
2019-07-10,1414
2019-07-11,1344
2019-07-12,1309
2019-07-13,1270
2019-07-14,1284
2019-07-15,1284
2019-07-16,1262
2019-07-17,1280
2019-07-18,1327
2019-07-19,1358
2019-07-20,1381
2019-07-21,1426
2019-07-22,1426
2019-07-23,1470
2019-07-24,1498
2019-07-25,1494
2019-07-26,1504
2019-07-27,1557
2019-07-28,1510
2019-07-29,1492
2019-07-30,1506
2019-07-31,1494
2019-08-01,1486
2019-08-02,1453
2019-08-03,1508
2019-08-04,1551
2019-08-05,1549
2019-08-06,1484
2019-08-07,1431
2019-08-08,1431
2019-08-09,1368
2019-08-10,1363
2019-08-11,1363
2019-08-12,1387
2019-08-13,1340
2019-08-14,1287
2019-08-15,1255
2019-08-16,1232
2019-08-17,1232
2019-08-18,1257
2019-08-19,1233
2019-08-20,1200
2019-08-21,1177
2019-08-22,1157
2019-08-23,1157
2019-08-24,1178
2019-08-24,1178
2019-08-25,1178
2019-08-25,1178
2019-08-26,1226
2019-08-27,1206
2019-08-27,1206
2019-08-28,1212
2019-08-29,1212
2019-08-30,1196
2019-08-31,1196
2019-09-01,1205
2019-09-02,1205
2019-09-03,1248
2019-09-04,1299
2019-09-05,1354
2019-09-06,1354
2019-09-07,1371
2019-09-08,1396
2019-09-09,1396
2019-09-10,1379
2019-09-11,1431
2019-09-12,1431
2019-09-13,1480
2019-09-14,1504
2019-09-15,1486
2019-09-16,1448
2019-09-17,1436
2019-09-18,1389
2019-09-19,1389
2019-09-20,1362
2019-09-21,1339
2019-09-22,1326
2019-09-23,1369
2019-09-24,1369
2019-09-25,1382
2019-09-26,1417
2019-09-27,1417
2019-09-28,1419
2019-09-29,1419
2019-09-30,1377
2019-10-01,1371
2019-10-02,1371
2019-10-03,1342
2019-10-04,1353
2019-10-05,1357
2019-10-06,1317
2019-10-07,1308
2019-10-08,1279
2019-10-09,1279
2019-10-10,1249
2019-10-11,1248
2019-10-12,1251
2019-10-13,1230
2019-10-14,1217
2019-10-15,1233
2019-10-16,1239
2019-10-17,1239
2019-10-18,1238
2019-10-19,1186
2019-10-20,1156
2019-10-21,1159
2019-10-22,1188
2019-10-23,1222
2019-10-24,1256
2019-10-25,1312
2019-10-26,1313
2019-10-27,1302
2019-10-28,1314
2019-10-29,1314
2019-10-30,1288
2019-10-31,1254
2019-11-01,1258
2019-11-02,1232
2019-11-03,1212
2019-11-04,1193
2019-11-05,1193
2019-11-06,1236
2019-11-07,1290
2019-11-08,1289
2019-11-09,1307
2019-11-10,1304
2019-11-11,1282
2019-11-12,1282
2019-11-13,1285
2019-11-14,1292
2019-11-15,1342
2019-11-16,1363
2019-11-17,1363
2019-11-18,1383
2019-11-19,1334
2019-11-20,1320
2019-11-21,1320
2019-11-22,1295
2019-11-23,1264
2019-11-24,1289
2019-11-25,1352
2019-11-26,1407
2019-11-27,1407
2019-11-28,1393
2019-11-29,1393
2019-11-30,1352
2019-12-01,1352
2019-12-02,1368
2019-12-03,1408
2019-12-04,1436
2019-12-05,1436
2019-12-06,1444
2019-12-07,1478
2019-12-08,1478
2019-12-09,1497
2019-12-10,1509
2019-12-11,1509
2019-12-12,1554
2019-12-13,1559
2019-12-14,1559
2019-12-15,1559
2019-12-16,1620
2019-12-17,1609
2019-12-18,1609
2019-12-19,1617
2019-12-20,1612
2019-12-21,1626
2019-12-22,1617
2019-12-23,1617
2019-12-24,1604
2019-12-25,1577
2019-12-26,1577
2019-12-27,1549
2019-12-28,1552
2019-12-29,1552
2019-12-30,1538
2019-12-31,1538
2020-01-01,1502
2020-01-02,1506
2020-01-03,1506
2020-01-04,1537
2020-01-05,1515
2020-01-06,1546
2020-01-07,1593
2020-01-08,1593
2020-01-09,1622
2020-01-10,1651
2020-01-11,1601
2020-01-12,1627
2020-01-13,1627
2020-01-14,1665
2020-01-15,1716
2020-01-16,1679
2020-01-17,1622
2020-01-18,1622
2020-01-19,1602
2020-01-20,1646
2020-01-21,1646
2020-01-22,1711
2020-01-23,1763
2020-01-24,1691
2020-01-25,1651
2020-01-26,1604
2020-01-27,1635
2020-01-28,1717
2020-01-29,1706
2020-01-30,1728
2020-01-31,1748
2020-02-01,1778
2020-02-02,1792
2020-02-03,1807
2020-02-04,1795
2020-02-05,1774
2020-02-06,1741
2020-02-07,1681
2020-02-08,1664
2020-02-09,1723
2020-02-10,1740
2020-02-11,1705
2020-02-12,1620
2020-02-13,1595
2020-02-14,1560
2020-02-15,1607
2020-02-16,1543
2020-02-17,1541
2020-02-18,1610
2020-02-19,1598
2020-02-20,1565
2020-02-21,1565
2020-02-22,1535
2020-02-23,1561
2020-02-24,1534
2020-02-25,1581
2020-02-26,1579
2020-02-27,1586
2020-02-28,1570
2020-02-29,1570
2020-03-01,1546
2020-03-02,1518
2020-03-03,1571
2020-03-04,1586
2020-03-05,1564
2020-03-06,1549
2020-03-07,1560
2020-03-08,1517
2020-03-09,1556
2020-03-10,1592
2020-03-11,1647
2020-03-12,1646
2020-03-13,1626
2020-03-14,1649
2020-03-15,1729
2020-03-16,1760
2020-03-17,1710
2020-03-18,1694
2020-03-19,1688
2020-03-20,1662
2020-03-21,1702
2020-03-22,1716
2020-03-23,1673
2020-03-24,1715
2020-03-25,1796
2020-03-26,1825
2020-03-27,1808
2020-03-28,1825
2020-03-29,1838
2020-03-30,1857
2020-03-31,1923
2020-04-01,1951
2020-04-02,1937
2020-04-03,1889
2020-04-04,1856
2020-04-05,1823
2020-04-06,1834
2020-04-07,1881
2020-04-08,1920
2020-04-09,1877
2020-04-10,1883
2020-04-11,1904
2020-04-12,1877
2020-04-13,1859
2020-04-14,1864
2020-04-15,1898
2020-04-16,1882
2020-04-17,1926
2020-04-18,1989
2020-04-19,2071
2020-04-20,2054
2020-04-21,2028
2020-04-22,2092
2020-04-23,2180
2020-04-24,2215
2020-04-25,2290
2020-04-26,2378
2020-04-27,2413
2020-04-28,2385
2020-04-29,2302
2020-04-30,2228
2020-05-01,2143
2020-05-02,2101
2020-05-03,1998
2020-05-04,1942
2020-05-05,1973
2020-05-06,2042
2020-05-07,2123
2020-05-08,2226
2020-05-09,2279
2020-05-10,2373
2020-05-11,2439
2020-05-12,2476
2020-05-13,2503
