date_obj,Bronze%20full%20helm%20(t) price
2019-03-24,9030
2019-03-25,8982
2019-03-26,8982
2019-03-27,8754
2019-03-28,8754
2019-03-29,8601
2019-03-30,8601
2019-03-31,8601
2019-04-01,8741
2019-04-02,8741
2019-04-03,8748
2019-04-04,8748
2019-04-05,8693
2019-04-06,8693
2019-04-07,8693
2019-04-08,8794
2019-04-09,8794
2019-04-10,9050
2019-04-11,8905
2019-04-12,8909
2019-04-13,8673
2019-04-14,8673
2019-04-15,8283
2019-04-16,7927
2019-04-17,7860
2019-04-18,7890
2019-04-19,7890
2019-04-20,7653
2019-04-21,7653
2019-04-22,7436
2019-04-23,7354
2019-04-24,7354
2019-04-25,7407
2019-04-26,7407
2019-04-27,7407
2019-04-28,7199
2019-04-29,7199
2019-04-30,7123
2019-05-01,7123
2019-05-02,7249
2019-05-03,7249
2019-05-04,7403
2019-05-05,7403
2019-05-06,7624
2019-05-07,7624
2019-05-08,7925
2019-05-09,7925
2019-05-10,8083
2019-05-11,8083
2019-05-12,8080
2019-05-13,8080
2019-05-14,7981
2019-05-15,7981
2019-05-16,7928
2019-05-17,7928
2019-05-18,7744
2019-05-19,7744
2019-05-20,7930
2019-05-21,7930
2019-05-22,7930
2019-05-23,8172
2019-05-24,8172
2019-05-25,8269
2019-05-26,8269
2019-05-27,8117
2019-05-28,8117
2019-05-29,8204
2019-05-30,8204
2019-05-31,8204
2019-06-01,8443
2019-06-02,8443
2019-06-03,8634
2019-06-04,8634
2019-06-05,8826
2019-06-06,8826
2019-06-07,9174
2019-06-08,9174
2019-06-09,9474
2019-06-10,9474
2019-06-11,9474
2019-06-12,9670
2019-06-13,9670
2019-06-14,9773
2019-06-15,9773
2019-06-16,10077
2019-06-17,10077
2019-06-18,10077
2019-06-19,10127
2019-06-20,10127
2019-06-21,9975
2019-06-22,9975
2019-06-23,10048
2019-06-24,10048
2019-06-25,10048
2019-06-26,9920
2019-06-27,9920
2019-06-28,9856
2019-06-29,9856
2019-06-30,9426
2019-07-01,9426
2019-07-02,9363
2019-07-03,9363
2019-07-04,8990
2019-07-05,8990
2019-07-06,8785
2019-07-07,8785
2019-07-08,8716
2019-07-09,8716
2019-07-10,8423
2019-07-11,8423
2019-07-12,8399
2019-07-13,8399
2019-07-14,8714
2019-07-15,8714
2019-07-16,8714
2019-07-17,8997
2019-07-18,8997
2019-07-19,8997
2019-07-20,9401
2019-07-21,9401
2019-07-22,9735
2019-07-23,9735
2019-07-24,9735
2019-07-25,10071
2019-07-26,10071
2019-07-27,10071
2019-07-28,9821
2019-07-29,9821
2019-07-30,9821
2019-07-31,10087
2019-08-01,10087
2019-08-02,10087
2019-08-03,10161
2019-08-04,10161
2019-08-05,9708
2019-08-06,9708
2019-08-07,9711
2019-08-08,9711
2019-08-09,9711
2019-08-10,9908
2019-08-11,9908
2019-08-12,9908
2019-08-13,9934
2019-08-14,9934
2019-08-15,9934
2019-08-16,10044
2019-08-17,10044
2019-08-18,10044
2019-08-19,10149
2019-08-20,10149
2019-08-21,10149
2019-08-22,9961
2019-08-23,9961
2019-08-24,9961
2019-08-24,9961
2019-08-25,10278
2019-08-25,10278
2019-08-26,10278
2019-08-27,10278
2019-08-27,10278
2019-08-28,10450
2019-08-29,10450
2019-08-30,10699
2019-08-31,10699
2019-09-01,10699
2019-09-02,10732
2019-09-03,10732
2019-09-04,10732
2019-09-05,10888
2019-09-06,10888
2019-09-07,10888
2019-09-08,11352
2019-09-09,11352
2019-09-10,11352
2019-09-11,11633
2019-09-12,11633
2019-09-13,11633
2019-09-14,11476
2019-09-15,11476
2019-09-16,11476
2019-09-17,11164
2019-09-18,11164
2019-09-19,11164
2019-09-20,11228
2019-09-21,11228
2019-09-22,11228
2019-09-23,11703
2019-09-24,11703
2019-09-25,11703
2019-09-26,12100
2019-09-27,12100
2019-09-28,12100
2019-09-29,12100
2019-09-30,12583
2019-10-01,12583
2019-10-02,12583
2019-10-03,12581
2019-10-04,12581
2019-10-05,12581
2019-10-06,12872
2019-10-07,12872
2019-10-08,12872
2019-10-09,12872
2019-10-10,13513
2019-10-11,13513
2019-10-12,13513
2019-10-13,14167
2019-10-14,14167
2019-10-15,14167
2019-10-16,14777
2019-10-17,14777
2019-10-18,14777
2019-10-19,15149
2019-10-20,15149
2019-10-21,15149
2019-10-22,14792
2019-10-23,14792
2019-10-24,14792
2019-10-25,14178
2019-10-26,14178
2019-10-27,14178
2019-10-28,14632
2019-10-29,14632
2019-10-30,14632
2019-10-31,15171
2019-11-01,15171
2019-11-02,15171
2019-11-03,15742
2019-11-04,15742
2019-11-05,15742
2019-11-06,16017
2019-11-07,16017
2019-11-08,16017
2019-11-09,15360
2019-11-10,15360
2019-11-11,14768
2019-11-12,14768
2019-11-13,14768
2019-11-14,14307
2019-11-15,14307
2019-11-16,14490
2019-11-17,14490
2019-11-18,14606
2019-11-19,14606
2019-11-20,15223
2019-11-21,15223
2019-11-22,15223
2019-11-23,15509
2019-11-24,15509
2019-11-25,15509
2019-11-26,15800
2019-11-27,15800
2019-11-28,15800
2019-11-29,16106
2019-11-30,16106
2019-12-01,16106
2019-12-02,15486
2019-12-03,15486
2019-12-04,15560
2019-12-05,15560
2019-12-06,15560
2019-12-07,16025
2019-12-08,16025
2019-12-09,16025
2019-12-10,15712
2019-12-11,15712
2019-12-12,15712
2019-12-13,15453
2019-12-14,15453
2019-12-15,15452
2019-12-16,15452
2019-12-17,15452
2019-12-18,14721
2019-12-19,14721
2019-12-20,14721
2019-12-21,14618
2019-12-22,14618
2019-12-23,14618
2019-12-24,15199
2019-12-25,15199
2019-12-26,14622
2019-12-27,14622
2019-12-28,14279
2019-12-29,14279
2019-12-30,13618
2019-12-31,13618
2020-01-01,13428
2020-01-02,13428
2020-01-03,13257
2020-01-04,13257
2020-01-05,13304
2020-01-06,13304
2020-01-07,13397
2020-01-08,13397
2020-01-09,13397
2020-01-10,13747
2020-01-11,13747
2020-01-12,13876
2020-01-13,13876
2020-01-14,13876
2020-01-15,13941
2020-01-16,13941
2020-01-17,13941
2020-01-18,14592
2020-01-19,14592
2020-01-20,15252
2020-01-21,15252
2020-01-22,15055
2020-01-23,15055
2020-01-24,14381
2020-01-25,14381
2020-01-26,13946
2020-01-27,13946
2020-01-28,14012
2020-01-29,14012
2020-01-30,13494
2020-01-31,13494
2020-02-01,13428
2020-02-02,13428
2020-02-03,13648
2020-02-04,13648
2020-02-05,14179
2020-02-06,14179
2020-02-07,14355
2020-02-08,14355
2020-02-09,14193
2020-02-10,14193
2020-02-11,14311
2020-02-12,14311
2020-02-13,14311
2020-02-14,14209
2020-02-15,14209
2020-02-16,14209
2020-02-17,13868
2020-02-18,13868
2020-02-19,14088
2020-02-20,14088
2020-02-21,14088
2020-02-22,14198
2020-02-23,14198
2020-02-24,14198
2020-02-25,14726
2020-02-26,14726
2020-02-27,15109
2020-02-28,15109
2020-02-29,15109
2020-03-01,15038
2020-03-02,15038
2020-03-03,14987
2020-03-04,14987
2020-03-05,14987
2020-03-06,14632
2020-03-07,14632
2020-03-08,14658
2020-03-09,14658
2020-03-10,14676
2020-03-11,14676
2020-03-12,14904
2020-03-13,14904
2020-03-14,15451
2020-03-15,15451
2020-03-16,15470
2020-03-17,15855
2020-03-18,16556
2020-03-19,16556
2020-03-20,17342
2020-03-21,17342
2020-03-22,17770
2020-03-23,17770
2020-03-24,18519
2020-03-25,18519
2020-03-26,19434
2020-03-27,19434
2020-03-28,20178
2020-03-29,20200
2020-03-30,20200
2020-03-31,20504
2020-04-01,20027
2020-04-02,19310
2020-04-03,19310
2020-04-04,18854
2020-04-05,18854
2020-04-06,18991
2020-04-07,18991
2020-04-08,19758
2020-04-09,19758
2020-04-10,19115
2020-04-11,18220
2020-04-12,18220
2020-04-13,17323
2020-04-14,16957
2020-04-15,16441
2020-04-16,16441
2020-04-17,15999
2020-04-18,15666
2020-04-19,15503
2020-04-20,15503
2020-04-21,14743
2020-04-22,14817
2020-04-23,14817
2020-04-24,15053
2020-04-25,15053
2020-04-26,15177
2020-04-27,15177
2020-04-28,14627
2020-04-29,14627
2020-04-30,14181
2020-05-01,14181
2020-05-02,13546
2020-05-03,13189
2020-05-04,13189
2020-05-05,12659
2020-05-06,12659
2020-05-07,12503
2020-05-08,12503
2020-05-09,12845
2020-05-10,12845
2020-05-11,13263
2020-05-12,13263
2020-05-13,13196
