date_obj,Enchanted%20top price
2019-04-01,80616
2019-04-02,81055
2019-04-03,80476
2019-04-04,77128
2019-04-05,78689
2019-04-06,80283
2019-04-07,80158
2019-04-08,81351
2019-04-09,81300
2019-04-10,81893
2019-04-11,80603
2019-04-12,80649
2019-04-13,80186
2019-04-14,80077
2019-04-15,79891
2019-04-16,81082
2019-04-17,80881
2019-04-18,79842
2019-04-19,80421
2019-04-20,80892
2019-04-21,80107
2019-04-22,80087
2019-04-23,81171
2019-04-24,80699
2019-04-25,80407
2019-04-26,80541
2019-04-27,81498
2019-04-28,79890
2019-04-29,80642
2019-04-30,80504
2019-05-01,80914
2019-05-02,81052
2019-05-03,79561
2019-05-04,79323
2019-05-05,79477
2019-05-06,79457
2019-05-07,79235
2019-05-08,78589
2019-05-09,79474
2019-05-10,78837
2019-05-11,78136
2019-05-12,77719
2019-05-13,78883
2019-05-14,80127
2019-05-15,79692
2019-05-16,79101
2019-05-17,77895
2019-05-18,79127
2019-05-19,78681
2019-05-20,79349
2019-05-21,80074
2019-05-22,79579
2019-05-23,78996
2019-05-24,79151
2019-05-25,78635
2019-05-26,79414
2019-05-27,79558
2019-05-28,80127
2019-05-29,80022
2019-05-30,79843
2019-05-31,79889
2019-06-01,78303
2019-06-02,78785
2019-06-03,79012
2019-06-04,79945
2019-06-05,80149
2019-06-06,80707
2019-06-07,82190
2019-06-08,81613
2019-06-09,81480
2019-06-10,79988
2019-06-11,80408
2019-06-12,80479
2019-06-13,80313
2019-06-14,80357
2019-06-15,80378
2019-06-16,78285
2019-06-17,79132
2019-06-18,79851
2019-06-19,79948
2019-06-20,80090
2019-06-21,78388
2019-06-22,79374
2019-06-23,79491
2019-06-24,77996
2019-06-25,78004
2019-06-26,77524
2019-06-27,77634
2019-06-28,78851
2019-06-29,79319
2019-06-30,79453
2019-07-01,79422
2019-07-02,79248
2019-07-03,79023
2019-07-04,80415
2019-07-05,81543
2019-07-06,80093
2019-07-07,80274
2019-07-08,79441
2019-07-09,78789
2019-07-10,79291
2019-07-11,78885
2019-07-12,78876
2019-07-13,78230
2019-07-14,78294
2019-07-15,78850
2019-07-16,78802
2019-07-17,78104
2019-07-18,78924
2019-07-19,79073
2019-07-20,79005
2019-07-21,78837
2019-07-22,79270
2019-07-23,78962
2019-07-24,77830
2019-07-25,78469
2019-07-26,77811
2019-07-27,78263
2019-07-28,78616
2019-07-29,77803
2019-07-30,79111
2019-07-31,80206
2019-08-01,80030
2019-08-02,80283
2019-08-03,79770
2019-08-04,79591
2019-08-05,79721
2019-08-06,80046
2019-08-07,80169
2019-08-08,81802
2019-08-09,82659
2019-08-10,84041
2019-08-11,85986
2019-08-12,87433
2019-08-13,87326
2019-08-14,83718
2019-08-15,82112
2019-08-16,82234
2019-08-17,81800
2019-08-18,81253
2019-08-19,80917
2019-08-20,79529
2019-08-21,80045
2019-08-22,80775
2019-08-23,81429
2019-08-24,80386
2019-08-24,80386
2019-08-25,78143
2019-08-25,78143
2019-08-26,79094
2019-08-26,79094
2019-08-27,80396
2019-08-27,80396
2019-08-28,80747
2019-08-29,82754
2019-08-30,84152
2019-08-31,82493
2019-09-01,82715
2019-09-02,82271
2019-09-03,81643
2019-09-04,83146
2019-09-05,85390
2019-09-06,83633
2019-09-07,82034
2019-09-08,81274
2019-09-09,80312
2019-09-10,80973
2019-09-11,81531
2019-09-12,80813
2019-09-13,80542
2019-09-14,80557
2019-09-15,81456
2019-09-16,81759
2019-09-17,82610
2019-09-18,82129
2019-09-19,81877
2019-09-20,81496
2019-09-21,79755
2019-09-22,80738
2019-09-23,81376
2019-09-24,80725
2019-09-25,80813
2019-09-26,79518
2019-09-27,78963
2019-09-28,78841
2019-09-29,79004
2019-09-30,78755
2019-10-01,80352
2019-10-02,79235
2019-10-03,79801
2019-10-04,80754
2019-10-05,80122
2019-10-06,79757
2019-10-07,77848
2019-10-08,77482
2019-10-09,74225
2019-10-10,74122
2019-10-11,75148
2019-10-12,75958
2019-10-13,75600
2019-10-14,75010
2019-10-15,74522
2019-10-16,73830
2019-10-17,72598
2019-10-18,73767
2019-10-19,74254
2019-10-20,74437
2019-10-21,74303
2019-10-22,75301
2019-10-23,76521
2019-10-24,77053
2019-10-25,77679
2019-10-26,78355
2019-10-27,78414
2019-10-28,77562
2019-10-29,78811
2019-10-30,77457
2019-10-31,77191
2019-11-01,79091
2019-11-02,80109
2019-11-03,80802
2019-11-04,81689
2019-11-05,82530
2019-11-06,84077
2019-11-07,85699
2019-11-08,87478
2019-11-09,89740
2019-11-10,88761
2019-11-11,89904
2019-11-12,92634
2019-11-13,94213
2019-11-14,92526
2019-11-15,90855
2019-11-16,88743
2019-11-17,87347
2019-11-18,85149
2019-11-19,83686
2019-11-20,82873
2019-11-21,85963
2019-11-22,86892
2019-11-23,84927
2019-11-24,85865
2019-11-25,86702
2019-11-26,83995
2019-11-27,84969
2019-11-28,85071
2019-11-29,83450
2019-11-30,83009
2019-12-01,81708
2019-12-02,82081
2019-12-03,81175
2019-12-04,78793
2019-12-05,77734
2019-12-06,78928
2019-12-07,79139
2019-12-08,79042
2019-12-09,79429
2019-12-10,80273
2019-12-11,79956
2019-12-12,80403
2019-12-13,81499
2019-12-14,83149
2019-12-15,85301
2019-12-16,84767
2019-12-17,84630
2019-12-18,83877
2019-12-19,84516
2019-12-20,84767
2019-12-21,86403
2019-12-22,87255
2019-12-23,87294
2019-12-24,88636
2019-12-25,89577
2019-12-26,88627
2019-12-27,90358
2019-12-28,90172
2019-12-29,89735
2019-12-30,88667
2019-12-31,88891
2020-01-01,90802
2020-01-02,90684
2020-01-03,90492
2020-01-04,87239
2020-01-05,83812
2020-01-06,83810
2020-01-07,82889
2020-01-08,81640
2020-01-09,82840
2020-01-10,82184
2020-01-11,80924
2020-01-12,79580
2020-01-13,79068
2020-01-14,78120
2020-01-15,77187
2020-01-16,76259
2020-01-17,77660
2020-01-18,76522
2020-01-19,75818
2020-01-20,74889
2020-01-21,75414
2020-01-22,75706
2020-01-23,75973
2020-01-24,76124
2020-01-25,76211
2020-01-26,76133
2020-01-27,75173
2020-01-28,75653
2020-01-29,75750
2020-01-30,76359
2020-01-31,76801
2020-02-01,77017
2020-02-02,77157
2020-02-03,78122
2020-02-04,77294
2020-02-05,76833
2020-02-06,76471
2020-02-07,76591
2020-02-08,76299
2020-02-09,76652
2020-02-10,76618
2020-02-11,76645
2020-02-12,77545
2020-02-13,77188
2020-02-14,76664
2020-02-15,75649
2020-02-16,74643
2020-02-17,75688
2020-02-18,74992
2020-02-19,74656
2020-02-20,74020
2020-02-21,74280
2020-02-22,75022
2020-02-23,75401
2020-02-24,75617
2020-02-25,76494
2020-02-26,75683
2020-02-27,76180
2020-02-28,76439
2020-02-29,76296
2020-03-01,75390
2020-03-02,76073
2020-03-03,76190
2020-03-04,75953
2020-03-05,75584
2020-03-06,76820
2020-03-07,76204
2020-03-08,75879
2020-03-09,76400
2020-03-10,77084
2020-03-11,76774
2020-03-12,75941
2020-03-13,76926
2020-03-14,76457
2020-03-15,76856
2020-03-16,75533
2020-03-17,75466
2020-03-18,75581
2020-03-19,76105
2020-03-20,76830
2020-03-21,77143
2020-03-22,77230
2020-03-23,76838
2020-03-24,76737
2020-03-25,76083
2020-03-26,76382
2020-03-27,76389
2020-03-28,76095
2020-03-29,76971
2020-03-30,76543
2020-03-31,76984
2020-04-01,76154
2020-04-02,76187
2020-04-03,76263
2020-04-04,76519
2020-04-05,76420
2020-04-06,76478
2020-04-07,76091
2020-04-08,75740
2020-04-09,76382
2020-04-10,76227
2020-04-11,76611
2020-04-12,76406
2020-04-13,75859
2020-04-14,76414
2020-04-15,76307
2020-04-16,76424
2020-04-17,76423
2020-04-18,76483
2020-04-19,77271
2020-04-20,77189
2020-04-21,77249
2020-04-22,76894
2020-04-23,77241
2020-04-24,76918
2020-04-25,76682
2020-04-26,75916
2020-04-27,74747
2020-04-28,75160
2020-04-29,75396
2020-04-30,75314
2020-05-01,76129
2020-05-02,76076
2020-05-03,75907
2020-05-04,74952
2020-05-05,74940
2020-05-06,75481
2020-05-07,75903
2020-05-08,75334
2020-05-09,75639
2020-05-10,75828
2020-05-11,73984
2020-05-12,74896
2020-05-13,74654
