date_obj,Cooked%20oomlie%20wrap price
2015-10-09,18938
2015-10-10,18938
2015-10-11,18938
2015-10-12,18010
2015-10-13,18010
2015-10-14,18010
2015-10-15,18010
2015-10-16,18010
2015-10-17,18010
2015-10-18,18010
2015-10-19,18010
2015-10-20,18010
2015-10-22,17189
2015-10-23,17189
2015-10-24,17189
2015-10-25,17189
2015-10-26,17189
2015-10-27,17189
2015-10-29,16340
2015-10-30,16340
2015-10-31,16340
2015-11-01,16340
2015-11-02,16340
2015-11-03,16340
2015-11-04,16340
2015-11-05,16340
2015-11-06,15595
2015-11-07,15595
2015-11-08,15595
2015-11-09,15595
2015-11-10,15595
2015-11-11,15595
2015-11-12,15595
2015-11-13,15595
2015-11-14,14821
2015-11-15,14821
2015-11-16,14821
2015-11-17,14821
2015-11-18,14821
2015-11-19,14821
2015-11-20,14821
2015-11-21,14821
2015-11-22,14079
2015-11-23,14079
2015-11-24,14079
2015-11-25,14079
2015-11-26,14079
2015-11-27,14079
2015-11-28,14079
2015-11-29,14079
2015-11-30,13876
2015-12-01,13876
2015-12-02,13876
2015-12-03,13876
2015-12-04,13876
2015-12-05,13876
2015-12-06,13876
2015-12-07,13876
2015-12-08,13696
2015-12-09,13696
2015-12-10,13696
2015-12-11,13696
2015-12-12,13696
2015-12-13,13696
2015-12-14,13696
2015-12-15,13424
2015-12-16,13424
2015-12-17,13424
2015-12-18,13424
2015-12-19,13424
2015-12-20,13424
2015-12-21,12845
2015-12-22,12845
2015-12-23,12845
2015-12-24,12845
2015-12-25,12845
2015-12-26,12845
2015-12-27,12219
2015-12-28,12219
2015-12-29,12219
2015-12-30,12219
2015-12-31,12219
2016-01-01,11608
2016-01-02,11608
2016-01-03,11608
2016-01-04,11608
2016-01-05,11608
2016-01-06,11214
2016-01-07,11214
2016-01-08,11214
2016-01-09,11214
2016-01-10,11214
2016-01-11,11214
2016-01-12,10975
2016-01-13,10975
2016-01-14,10975
2016-01-15,10975
2016-01-16,10975
2016-01-17,10638
2016-01-18,10638
2016-01-19,10638
2016-01-20,10638
2016-01-21,10638
2016-01-22,10638
2016-01-23,10106
2016-01-24,10106
2016-01-25,10106
2016-01-26,10106
2016-01-27,10106
2016-01-28,9771
2016-01-29,9771
2016-01-30,9771
2016-01-31,9771
2016-02-01,9665
2016-02-02,9665
2016-02-03,9665
2016-02-04,9665
2016-02-05,9584
2016-02-06,9584
2016-02-07,9584
2016-02-08,9112
2016-02-09,9112
2016-02-10,9112
2016-02-11,9112
2016-02-12,9112
2016-02-13,8731
2016-02-14,8731
2016-02-15,8731
2016-02-16,8731
2016-02-17,8823
2016-02-18,8823
2016-02-19,8823
2016-02-20,8823
2016-02-21,8664
2016-02-22,8664
2016-02-23,8664
2016-02-24,8664
2016-02-25,8664
2016-02-26,8230
2016-02-27,8230
2016-02-28,8230
2016-02-29,8230
2016-03-01,8091
2016-03-02,8091
2016-03-03,8091
2016-03-04,8091
2016-03-05,8091
2016-03-06,7738
2016-03-07,7738
2016-03-08,7738
2016-03-09,7738
2016-03-10,7738
2016-03-11,7943
2016-03-12,7943
2016-03-13,7943
2016-03-14,7943
2016-03-15,7943
2016-03-16,8144
2016-03-17,8144
2016-03-18,8144
2016-03-19,8144
2016-03-20,8384
2016-03-21,8384
2016-03-22,8384
2016-03-23,8384
2016-03-24,8297
2016-03-25,8297
2016-03-26,8297
2016-03-27,8297
2016-03-28,8529
2016-03-29,8529
2016-03-30,8529
2016-03-31,8529
2016-04-01,8529
2016-04-02,8645
2016-04-03,8645
2016-04-04,8645
2016-04-05,8645
2016-04-06,8645
2016-04-07,9043
2016-04-08,9043
2016-04-09,9043
2016-04-10,9068
2016-04-11,9068
2016-04-12,9068
2016-04-13,9068
2016-04-14,9068
2016-04-15,9068
2016-04-16,9039
2016-04-17,9039
2016-04-18,9039
2016-04-19,9039
2016-04-20,9254
2016-04-21,9254
2016-04-22,9254
2016-04-23,9254
2016-04-24,9254
2016-04-25,9575
2016-04-26,9575
2016-04-27,9575
2016-04-28,9575
2016-04-29,9575
2016-04-30,9889
2016-05-01,9889
2016-05-02,9889
2016-05-03,9889
2016-05-04,10232
2016-05-05,10232
2016-05-06,10232
2016-05-07,10232
2016-05-08,10232
2016-05-09,10232
2016-05-10,10428
2016-05-11,10428
2016-05-12,10428
2016-05-13,10428
2016-05-14,10601
2016-05-15,10601
2016-05-16,10601
2016-05-17,10601
2016-05-18,10799
2016-05-19,10799
2016-05-22,10728
2016-05-23,10728
2016-05-24,10728
2016-05-25,10659
2016-05-26,10659
2016-05-27,10659
2016-05-28,10659
2016-05-29,10135
2016-05-30,10135
2016-05-31,10135
2016-06-01,10135
2016-06-02,9628
2016-06-03,9628
2016-06-04,9628
2016-06-05,9628
2016-06-06,9373
2016-06-07,9373
2016-06-08,9373
2016-06-09,9373
2016-06-10,8972
2016-06-11,8972
2016-06-12,8972
2016-06-13,8632
2016-06-14,8632
2016-06-15,8632
2016-06-16,8632
2016-06-17,8237
2016-06-18,8237
2016-06-19,8237
2016-06-20,8237
2016-06-21,7825
2016-06-22,7825
2016-06-23,7825
2016-06-24,7450
2016-06-25,7450
2016-06-26,7450
2016-06-27,7450
2016-06-28,7077
2016-06-29,7077
2016-06-30,7077
2016-07-01,7072
2016-07-02,7072
2016-07-03,7072
2016-07-04,6936
2016-07-05,6936
2016-07-06,7028
2016-07-07,7332
2016-07-08,7680
2016-07-09,8044
2016-07-10,8254
2016-07-11,8440
2016-07-12,8440
2016-07-13,8324
2016-07-14,8324
2016-07-15,8286
2016-07-16,8286
2016-07-17,8601
2016-07-18,8601
2016-07-23,9049
2016-07-24,9049
2016-07-25,8971
2016-07-26,8971
2016-07-27,8878
2016-07-28,8878
2016-07-29,8869
2016-07-30,8869
2016-07-31,8869
2016-08-01,8854
2016-08-02,8854
2016-08-03,9103
2016-08-04,9103
2016-08-05,9103
2016-08-06,9383
2016-08-07,9383
2016-08-08,9383
2016-08-09,9796
2016-08-10,9796
2016-08-11,9796
2016-08-12,10119
2016-08-13,10119
2016-08-14,10119
2016-08-15,10279
2016-08-16,10279
2016-08-17,10279
2016-08-18,10416
2016-08-19,10416
2016-08-20,10217
2016-08-21,10217
2016-08-22,10217
2016-08-23,10059
2016-08-24,10059
2016-08-25,10059
2016-08-26,9604
2016-08-28,9123
2016-08-31,8917
2016-09-01,8632
2016-09-02,8632
2016-09-03,8632
2016-09-04,8978
2016-09-05,8978
2016-09-06,8978
2016-09-07,9305
2016-09-08,9305
2016-09-09,9305
2016-09-10,9390
2016-09-11,9390
2016-09-12,9390
2016-09-13,9814
2016-09-14,9814
2016-09-15,9814
2016-09-16,9814
2016-09-17,10185
2016-09-18,10185
2016-09-19,10185
2016-09-20,10185
2016-09-21,10486
2016-09-22,10486
2016-09-23,10788
2016-09-24,10788
2016-09-25,10788
2016-09-26,10788
2016-09-27,11070
2016-09-28,11070
2016-09-29,11070
2016-09-30,11364
2016-10-01,11364
2016-10-02,11364
2016-10-03,11364
2016-10-04,11697
2016-10-05,11697
2016-10-06,11697
2016-10-07,12019
2016-10-08,12019
2016-10-09,12019
2016-10-10,12239
2016-10-11,12239
2016-10-12,12239
2016-10-13,12150
2016-10-14,12150
2016-10-15,12150
2016-10-16,12327
2016-10-17,12327
2016-10-18,12327
2016-10-19,12404
2016-10-20,12404
2016-10-21,12479
2016-10-22,12479
2016-10-23,12479
2016-10-24,12244
2016-10-25,12244
2016-10-26,12244
2016-10-27,12041
2016-10-28,12041
2016-10-29,12041
2016-10-30,11508
2016-10-31,11508
2016-11-01,11508
2016-11-02,11535
2016-11-03,11535
2016-11-04,11535
2016-11-05,11360
2016-11-06,11360
2016-11-07,11360
2016-11-08,11656
2016-11-09,11656
2016-11-10,11656
2016-11-11,12104
2016-11-12,12104
2016-11-13,12405
2016-11-14,12405
2016-11-15,12405
2016-12-07,11352
2016-12-08,11407
2016-12-09,11407
2016-12-10,11407
2016-12-11,11713
2016-12-12,11713
2016-12-13,11225
2016-12-14,11225
2016-12-15,11225
2016-12-16,10663
2016-12-17,10663
2016-12-18,10129
2016-12-19,10129
2016-12-20,10312
2016-12-21,10312
2016-12-22,10599
2016-12-23,10599
2016-12-24,10515
2016-12-25,10515
2016-12-26,10374
2016-12-27,10374
2016-12-28,10086
2016-12-29,10086
2016-12-30,9846
2016-12-31,9846
2017-01-01,9791
2017-01-02,9791
2017-01-03,9638
2017-01-04,9638
2017-01-05,9613
2017-01-06,9613
2017-01-07,9426
2017-01-08,9426
2017-01-09,9085
2017-01-10,9085
2017-01-11,9268
2017-01-12,9268
2017-01-13,8956
2017-01-14,8956
2017-01-15,8953
2017-01-16,8953
2017-01-17,8632
2017-01-18,8632
2017-01-19,8219
2017-01-20,8219
2017-01-21,8281
2017-01-22,8281
2017-01-23,8330
2017-01-27,8184
2017-01-28,8321
2017-01-29,8321
2017-01-30,8517
2017-01-31,8517
2017-02-01,8639
2017-02-02,8639
2017-02-03,8969
2017-02-04,8875
2017-02-05,8875
2017-02-06,9120
2017-02-07,9120
2017-02-08,9262
2017-02-09,9262
2017-02-10,9671
2017-02-11,10074
2017-02-12,10074
2017-02-13,10410
2017-02-14,10410
2017-02-15,10224
2017-02-16,10224
2017-02-18,9712
2017-02-19,9444
2017-02-20,9444
2017-02-21,9374
2017-02-22,9374
2017-02-23,8986
2017-02-24,8986
2017-02-25,8805
2017-02-26,8805
2017-02-27,8970
2017-02-28,8970
2017-03-01,9041
2017-03-02,9041
2017-03-03,9210
2017-03-04,9210
2017-03-05,9590
2017-03-06,9590
2017-03-07,9341
2017-03-08,9341
2017-03-09,9341
2017-03-10,9139
2017-03-11,9139
2017-03-12,9103
2017-03-13,9103
2017-03-14,8985
2017-03-15,8985
2017-03-16,8796
2017-03-17,8796
2017-03-18,8594
2017-03-19,8594
2017-03-20,8557
2017-03-21,8557
2017-03-22,8165
2017-03-23,8165
2017-03-24,7882
2017-03-25,7882
2017-03-26,7942
2017-03-27,7942
2017-03-28,7942
2017-03-29,7619
2017-03-30,7619
2017-03-31,7265
2017-04-01,7265
2017-04-02,7265
2017-04-03,6963
2017-04-04,6963
2017-04-12,6181
2017-04-13,6181
2017-04-14,6316
2017-04-15,6316
2017-04-16,6474
2017-04-17,6474
2017-04-18,6693
2017-04-19,6693
2017-04-20,6775
2017-04-21,6775
2017-04-22,6775
2017-04-23,6486
2017-04-24,6486
2017-04-25,6161
2017-04-26,6161
2017-04-27,6161
2017-04-28,5852
2017-04-29,5966
2017-04-30,5966
2017-05-01,5966
2017-05-02,6230
2017-05-03,6230
2017-05-04,6522
2017-05-05,6522
2017-05-06,6813
2017-05-07,6813
2017-05-08,7070
2017-05-09,7070
2017-05-10,7210
2017-05-11,7210
2017-05-12,7169
2017-05-13,7403
2017-05-14,7403
2017-05-15,7403
2017-05-16,7618
2017-05-17,7618
2017-05-18,7542
2017-05-19,7542
2017-05-20,7623
2017-05-21,7623
2017-05-22,7623
2017-05-23,7766
2017-05-24,7766
2017-05-25,8029
2017-05-26,8029
2017-05-27,8043
2017-05-28,8043
2017-05-29,8043
2017-05-30,7892
2017-05-31,7892
2017-06-01,7539
2017-06-02,7539
2017-06-03,7539
2017-06-04,7531
2017-06-05,7531
2017-06-06,7691
2017-06-07,7691
2017-06-08,7691
2017-06-09,7834
2017-06-10,7834
2017-06-11,7787
2017-06-12,7787
2017-06-13,7787
2017-06-14,7397
2017-06-15,7397
2017-06-16,7171
2017-06-17,7171
2017-06-18,7072
2017-06-19,7072
2017-06-20,7221
2017-06-21,7221
2017-06-22,7462
2017-06-23,7462
2017-06-24,7462
2017-06-25,7385
2017-06-26,7385
2017-06-27,7443
2017-06-28,7443
2017-06-29,7646
2017-06-30,7646
2017-07-01,7646
2017-07-02,7802
2017-07-03,7802
2017-07-04,7793
2017-07-05,7793
2017-07-06,7793
2017-07-07,7674
2017-07-08,7674
2017-07-13,8093
2017-07-14,7712
2017-07-15,7712
2017-07-16,7800
2017-07-17,7800
2017-07-18,7703
2017-07-19,7703
2017-07-20,7908
2017-07-21,7908
2017-07-22,8135
2017-07-23,8135
2017-07-24,8202
2017-07-25,8202
2017-07-26,8331
2017-07-27,8331
2017-07-28,8699
2017-07-29,8699
2017-07-30,8817
2017-07-31,8817
2017-08-01,8817
2017-08-02,8794
2017-08-03,8794
2017-08-04,8794
2017-08-05,8922
2017-08-06,8922
2017-08-09,9276
2017-08-10,9599
2017-08-11,9599
2017-08-12,9119
2017-08-13,9119
2017-08-14,9119
2017-08-15,8663
2017-08-16,8663
2017-08-17,8229
2017-08-18,8229
2017-08-19,8229
2017-08-20,7817
2017-08-21,7817
2017-08-22,7649
2017-08-23,7649
2017-08-24,7649
2017-08-25,7670
2017-08-26,7670
2017-08-27,7887
2017-08-28,7887
2017-08-29,7887
2017-08-30,8048
2017-08-31,8048
2017-09-01,8048
2017-09-03,7645
2017-09-04,7645
2017-09-05,7535
2017-09-06,7535
2017-09-07,7535
2017-09-08,7822
2017-09-09,7822
2017-09-10,7923
2017-09-11,7923
2017-09-12,7923
2017-09-13,8250
2017-09-14,8250
2017-09-15,8250
2017-09-16,8458
2017-09-17,8458
2017-09-18,8680
2017-09-19,8680
2017-09-20,8680
2017-09-21,8902
2017-09-22,8902
2017-09-23,8902
2017-09-24,8721
2017-09-25,8721
2017-09-26,8721
2017-09-27,8738
2017-09-28,8738
2017-09-29,8774
2017-09-30,8774
2017-10-01,8774
2017-10-02,8700
2017-10-03,8700
2017-10-04,8700
2017-10-05,8568
2017-10-06,8568
2017-10-07,8568
2017-10-08,8741
2017-10-09,8741
2017-10-10,8490
2017-10-11,8490
2017-10-12,8490
2017-10-13,8363
2017-10-14,8363
2017-10-15,8363
2017-10-16,8205
2017-10-17,8205
2017-10-18,8082
2017-10-19,8082
2017-10-20,8303
2017-10-21,8303
2017-10-22,8233
2017-10-23,8233
2017-10-24,8233
2017-10-25,8162
2017-10-26,8162
2017-10-27,8405
2017-10-28,8405
2017-10-29,8733
2017-10-30,8733
2017-10-31,8812
2017-11-01,8812
2017-11-02,8812
2017-11-03,8554
2017-11-04,8554
2017-11-05,8384
2017-11-06,8384
2017-11-07,8384
2017-11-08,8246
2017-11-09,8246
2017-11-10,8301
2017-11-11,8301
2017-11-12,8292
2017-11-13,8292
2017-11-14,8040
2017-11-15,8040
2017-11-16,7739
2017-11-17,7739
2017-11-18,7570
2017-11-19,7570
2017-11-20,7191
2017-11-21,7191
2017-11-22,6831
2017-11-23,6831
2017-11-24,6831
2017-11-25,6755
2017-11-26,6755
2017-11-27,6755
2017-11-28,6768
2017-11-29,6768
2017-11-30,6768
2017-12-01,6672
2017-12-02,6672
2017-12-03,6672
2017-12-04,6720
2017-12-05,6720
2017-12-06,6627
2017-12-07,6627
2017-12-08,6627
2017-12-09,6391
2017-12-10,6391
2017-12-11,6122
2017-12-12,6122
2017-12-13,6122
2017-12-14,6061
2017-12-15,6061
2017-12-16,6021
2017-12-17,6021
2017-12-18,6058
2017-12-19,6058
2017-12-20,6058
2017-12-21,6065
2017-12-22,6065
2017-12-23,6068
2017-12-24,6068
2017-12-25,6053
2017-12-26,6053
2017-12-27,6142
2017-12-28,6142
2017-12-29,6142
2017-12-30,6276
2017-12-31,6276
2018-01-01,6510
2018-01-02,6510
2018-01-03,6677
2018-01-04,6677
2018-01-05,6661
2018-01-06,6661
2018-01-07,6833
2018-01-08,6833
2018-01-09,6605
2018-01-10,6605
2018-01-11,6274
2018-01-12,6274
2018-01-13,5989
2018-01-14,5989
2018-01-15,5989
2018-01-16,5700
2018-01-17,5700
2018-01-18,5717
2018-01-19,5717
2018-01-20,5717
2018-01-21,5888
2018-01-22,5888
2018-01-23,5888
2018-01-24,5888
2018-01-25,5842
2018-01-26,5842
2018-01-27,5726
2018-01-28,5726
2018-01-29,5891
2018-01-30,5891
2018-01-31,6134
2018-02-01,6134
2018-02-02,6134
2018-02-03,6324
2018-02-04,6324
2018-02-05,6486
2018-02-06,6486
2018-02-07,6669
2018-02-08,6669
2018-02-09,6872
2018-02-10,6872
2018-02-11,6872
2018-02-12,7080
2018-02-13,7080
2018-02-14,7221
2018-02-15,7221
2018-02-16,6860
2018-02-17,6860
2018-02-18,6517
2018-02-19,6517
2018-02-20,6277
2018-02-21,6277
2018-02-22,6174
2018-02-23,6174
2018-02-24,5915
2018-02-25,5915
2018-02-26,5861
2018-02-27,5861
2018-02-28,5987
2018-03-01,5987
2018-03-02,5689
2018-03-03,5689
2018-03-04,5907
2018-03-05,5907
2018-03-06,6072
2018-03-07,6072
2018-03-08,5768
2018-03-09,5768
2018-03-10,5479
2018-03-11,5479
2018-03-12,5328
2018-03-13,5328
2018-03-14,5446
2018-03-15,5446
2018-03-16,5446
2018-03-17,5492
2018-03-18,5492
2018-03-19,5492
2018-03-20,5432
2018-03-21,5432
2018-03-23,5343
2018-03-24,5343
2018-03-25,5307
2018-03-26,5307
2018-03-27,5276
2018-03-28,5276
2018-03-29,5276
2018-03-30,5095
2018-03-31,5095
2018-04-02,5133
2018-04-03,5133
2018-04-04,5073
2018-04-05,5073
2018-04-06,5046
2018-04-07,5046
2018-04-08,4968
2018-04-09,4968
2018-04-10,4999
2018-04-11,4999
2018-04-12,4938
2018-04-13,4938
2018-04-14,4938
2018-04-15,4888
2018-04-16,4888
2018-04-17,4801
2018-04-18,4801
2018-04-19,4801
2018-04-20,4831
2018-04-21,4831
2018-04-22,4796
2018-04-23,4796
2018-04-24,4906
2018-04-25,4906
2018-04-26,4906
2018-04-27,4842
2018-04-28,4842
2018-04-29,4812
2018-04-30,4812
2018-05-01,4834
2018-05-03,4834
2018-05-04,4858
2018-05-05,4858
2018-05-07,4849
2018-05-08,4835
2018-05-09,4835
2018-05-10,4778
2018-05-11,4778
2018-05-12,4821
2018-05-13,4821
2018-05-14,4838
2018-05-15,4838
2018-05-16,5052
2018-05-17,5052
2018-05-18,5157
2018-05-19,5157
2018-05-20,5085
2018-05-21,5085
2018-05-22,5278
2018-05-23,5371
2018-05-24,5371
2018-05-25,5371
2018-05-26,5600
2018-05-27,5600
2018-05-28,5846
2018-05-29,6125
2018-05-30,6125
2018-05-31,6193
2018-06-01,6193
2018-06-02,6289
2018-06-03,6289
2018-06-04,6289
2018-06-05,6320
2018-06-06,6320
2018-06-07,6434
2018-06-08,6705
2018-06-09,6705
2018-06-10,6846
2018-06-11,6846
2018-06-12,6606
2018-06-13,6740
2018-06-14,6740
2018-06-15,6971
2018-06-16,6971
2018-06-17,6734
2018-06-18,6734
2018-06-19,6871
2018-06-20,6871
2018-06-21,6871
2018-06-22,7020
2018-06-23,7020
2018-06-24,6985
2018-06-25,6985
2018-06-26,6873
2018-06-27,6873
2018-06-28,6844
2018-06-29,6844
2018-06-30,6732
2018-07-01,6732
2018-07-02,6555
2018-07-03,6555
2018-07-04,6623
2018-07-05,6623
2018-07-06,6831
2018-07-07,6831
2018-07-08,7112
2018-07-09,7112
2018-07-10,6944
2018-07-11,6944
2018-07-12,6944
2018-07-13,6726
2018-07-14,6726
2018-07-15,6657
2018-07-16,6657
2018-07-17,6604
2018-07-18,6604
2018-07-19,6434
2018-07-20,6434
2018-07-21,6508
2018-07-22,6714
2018-07-23,6970
2018-07-24,6970
2018-07-25,7162
2018-07-26,7162
2018-07-27,7193
2018-07-28,7193
2018-07-29,7100
2018-07-30,7100
2018-07-31,7102
2018-08-01,7102
2018-08-02,7110
2018-08-03,7110
2018-08-04,7032
2018-08-05,7032
2018-08-06,7018
2018-08-07,7018
2018-08-08,6988
2018-08-09,6988
2018-08-10,7082
2018-08-11,7082
2018-08-12,7174
2018-08-14,7260
2018-08-16,7314
2018-08-17,7500
2018-08-18,7500
2018-08-19,7442
2018-08-20,7370
2018-08-21,7370
2018-08-22,7001
2018-08-23,7001
2018-08-24,6882
2018-08-25,6537
2018-08-26,6537
2018-08-27,6210
2018-08-28,5899
2018-08-29,5899
2018-08-30,5875
2018-08-31,5875
2018-09-01,6054
2018-09-02,6054
2018-09-03,6108
2018-09-04,6315
2018-09-05,6315
2018-09-06,6614
2018-09-07,6774
2018-09-08,6577
2018-09-09,6577
2018-09-10,6685
2018-09-11,6685
2018-09-12,6517
2018-09-13,6517
2018-09-14,6504
2018-09-15,6413
2018-09-16,6413
2018-09-17,6452
2018-09-18,6493
2018-09-19,6493
2018-09-20,6586
2018-09-21,6586
2018-09-22,6651
2018-09-23,6651
2018-09-24,6477
2018-09-25,6477
2018-09-26,6487
2018-09-27,6487
2018-09-28,6672
2018-09-29,6672
2018-09-30,6675
2018-10-01,6675
2018-10-02,6554
2018-10-03,6794
2018-10-04,6794
2018-10-05,6975
2018-10-06,7210
2018-10-07,7210
2018-10-08,7155
2018-10-09,7155
2018-10-10,7328
2018-10-11,7328
2018-10-12,7464
2018-10-13,7717
2018-10-14,7717
2018-10-15,7780
2018-10-16,7780
2018-10-17,7889
2018-10-18,8126
2018-10-19,8126
2018-10-20,8350
2018-10-21,8350
2018-10-22,8685
2018-10-23,8685
2018-10-24,8534
2018-10-25,8534
2018-10-26,8740
2018-10-27,8892
2018-10-28,9189
2018-10-29,9189
2018-10-30,8729
2018-10-31,8729
2018-11-01,8638
2018-11-03,8609
2018-11-04,8609
2018-11-05,8618
2018-11-06,8618
2018-11-07,8794
2018-11-08,8794
2018-11-09,8863
2018-11-10,9071
2018-11-11,9071
2018-11-12,8931
2018-11-13,8565
2018-11-14,8565
2018-11-15,8143
2018-11-16,7794
2018-11-17,7794
2018-11-18,7830
2018-11-19,7830
2018-11-20,7702
2018-11-21,7702
2018-11-22,7591
2018-11-23,7591
2018-11-24,7693
2018-11-25,7502
2018-11-26,7502
2018-11-27,7224
2018-11-28,7224
2018-11-29,6875
2018-12-01,6531
2018-12-02,6253
2018-12-03,6253
2018-12-04,6504
2018-12-05,6772
2018-12-07,6938
2018-12-09,7177
2018-12-10,7249
2018-12-11,7249
2018-12-12,6886
2018-12-13,6541
2018-12-14,6541
2018-12-15,6259
2018-12-16,5966
2018-12-17,5966
2018-12-18,5671
2018-12-19,5477
2018-12-20,5463
2018-12-21,5334
2018-12-22,5334
2018-12-23,5421
2018-12-24,5339
2018-12-25,5339
2018-12-26,5239
2018-12-27,5340
2018-12-28,5340
2018-12-29,5446
2018-12-30,5590
2018-12-31,5770
2019-01-01,5770
2019-01-02,5752
2019-01-03,5818
2019-01-04,5818
2019-01-05,5709
2019-01-06,5479
2019-01-08,5364
2019-01-10,5305
2019-01-11,5306
2019-01-12,5406
2019-01-13,5374
2019-01-14,5353
2019-01-15,5134
2019-01-16,5134
2019-01-17,5206
2019-01-18,5350
2019-01-19,5243
2019-01-20,5318
2019-01-21,5437
2019-01-22,5623
2019-01-23,5738
2019-01-24,5948
2019-01-25,5975
2019-01-26,6098
2019-01-27,5883
2019-01-28,5719
2019-01-29,5570
2019-01-30,5467
2019-01-31,5467
2019-02-01,5420
2019-02-02,5420
2019-02-03,5390
2019-02-04,5390
2019-02-05,5433
2019-02-06,5433
2019-02-07,5515
2019-02-08,5515
2019-02-09,5609
2019-02-10,5591
2019-02-11,5555
2019-02-12,5555
2019-02-13,5553
2019-02-14,5553
2019-02-15,5586
2019-02-16,5348
2019-02-17,5236
2019-02-18,5151
2019-02-19,5001
2019-02-20,5154
2019-02-21,5139
2019-02-22,5139
2019-02-23,5239
2019-02-24,5092
2019-02-25,5192
2019-02-26,5392
2019-02-27,5392
2019-02-28,5392
2019-03-01,5360
2019-03-02,5338
2019-03-03,5554
2019-03-04,5804
2019-03-05,6066
2019-03-06,5955
2019-03-07,5984
2019-03-08,5984
2019-03-09,6001
2019-03-10,6109
2019-03-11,5956
2019-03-12,5872
2019-03-13,5872
2019-03-14,5744
2019-03-15,5744
2019-03-16,5619
2019-03-17,5579
2019-03-18,5579
2019-03-19,5393
2019-03-20,5459
2019-03-21,5617
2019-03-22,5617
2019-03-23,5717
2019-03-24,5951
2019-03-25,5951
2019-03-26,6212
