date_obj,Baked%20potato price
2015-03-26,277
2015-03-27,277
2015-03-28,277
2015-03-29,277
2015-03-30,277
2015-03-31,277
2015-04-01,277
2015-04-02,277
2015-04-03,277
2015-04-04,282
2015-04-05,282
2015-04-06,282
2015-04-07,282
2015-04-08,282
2015-04-09,282
2015-04-10,282
2015-04-11,282
2015-04-12,282
2015-04-13,282
2015-04-14,282
2015-04-15,269
2015-04-16,269
2015-04-17,269
2015-04-18,269
2015-04-19,269
2015-04-20,269
2015-04-21,269
2015-04-22,269
2015-04-23,269
2015-04-24,269
2015-04-25,269
2015-04-26,269
2015-04-27,260
2015-04-28,260
2015-04-29,260
2015-04-30,260
2015-05-01,260
2015-05-02,260
2015-05-03,260
2015-05-04,260
2015-05-05,260
2015-05-06,260
2015-05-07,260
2015-05-08,260
2015-05-09,253
2015-05-10,253
2015-05-11,253
2015-05-12,253
2015-05-13,253
2015-05-14,253
2015-05-15,253
2015-05-16,253
2015-05-17,253
2015-05-18,253
2015-05-19,253
2015-05-20,253
2015-05-21,253
2015-05-22,246
2015-05-23,246
2015-05-24,246
2015-05-25,246
2015-05-26,246
2015-05-27,246
2015-05-28,246
2015-05-29,246
2015-05-30,246
2015-05-31,238
2015-06-01,238
2015-06-02,238
2015-06-03,238
2015-06-04,238
2015-06-05,238
2015-06-06,238
2015-06-07,238
2015-06-08,238
2015-06-09,226
2015-06-10,226
2015-06-11,226
2015-06-12,226
2015-06-13,226
2015-06-14,226
2015-06-15,226
2015-06-16,226
2015-06-17,226
2015-06-18,229
2015-06-19,229
2015-06-20,229
2015-06-21,229
2015-06-22,229
2015-06-23,229
2015-06-24,229
2015-06-25,229
2015-06-26,229
2015-06-27,229
2015-06-28,229
2015-06-29,229
2015-06-30,229
2015-07-01,229
2015-07-02,229
2015-07-03,222
2015-07-04,222
2015-07-05,222
2015-07-06,222
2015-07-07,222
2015-07-08,222
2015-07-09,222
2015-07-10,222
2015-07-11,222
2015-07-12,230
2015-07-13,230
2015-07-14,230
2015-07-15,230
2015-07-16,230
2015-07-17,230
2015-07-18,230
2015-07-19,230
2015-07-20,230
2015-07-21,226
2015-07-22,226
2015-07-23,226
2015-07-24,226
2015-07-25,226
2015-07-26,226
2015-07-27,226
2015-07-28,226
2015-07-29,222
2015-07-30,222
2015-07-31,222
2015-08-01,222
2015-08-02,222
2015-08-03,222
2015-08-04,222
2015-08-05,222
2015-08-06,222
2015-08-07,222
2015-08-08,212
2015-08-09,212
2015-08-10,212
2015-08-11,212
2015-08-12,212
2015-08-13,212
2015-08-14,212
2015-08-15,212
2015-08-16,212
2015-08-17,203
2015-08-18,203
2015-08-19,203
2015-08-20,203
2015-08-21,203
2015-08-22,203
2015-08-23,203
2015-08-24,203
2015-08-25,203
2015-08-26,203
2015-08-27,203
2015-08-28,201
2015-08-29,201
2015-08-30,201
2015-08-31,201
2015-09-01,201
2015-09-02,201
2015-09-03,201
2015-09-04,201
2015-09-05,201
2015-09-06,201
2015-09-07,201
2015-09-08,201
2015-09-09,195
2015-09-10,195
2015-09-11,195
2015-09-12,195
2015-09-13,195
2015-09-14,195
2015-09-15,195
2015-09-16,195
2015-09-17,195
2015-09-18,195
2015-09-19,195
2015-09-20,195
2015-09-21,195
2015-09-22,195
2015-09-23,195
2015-09-24,195
2015-09-25,195
2015-09-27,195
2015-09-28,195
2015-09-29,195
2015-09-30,195
2015-10-05,194
2015-10-06,194
2015-10-07,194
2015-10-08,194
2015-10-09,194
2015-10-10,194
2015-10-11,194
2015-10-12,194
2015-10-13,194
2015-10-14,194
2015-10-15,194
2015-10-16,194
2015-10-17,200
2015-10-18,200
2015-10-19,200
2015-10-20,200
2015-10-22,200
2015-10-23,200
2015-10-24,200
2015-10-25,200
2015-10-26,200
2015-10-27,200
2015-10-28,200
2015-10-29,203
2015-10-30,203
2015-10-31,203
2015-11-01,203
2015-11-02,203
2015-11-03,203
2015-11-04,203
2015-11-05,203
2015-11-06,203
2015-11-07,203
2015-11-08,203
2015-11-09,203
2015-11-10,203
2015-11-11,203
2015-11-12,203
2015-11-13,203
2015-11-14,211
2015-11-15,211
2015-11-16,211
2015-11-17,211
2015-11-18,211
2015-11-19,211
2015-11-20,211
2015-11-21,211
2015-11-22,211
2015-11-23,211
2015-11-24,211
2015-11-25,211
2015-11-26,211
2015-11-27,211
2015-11-28,209
2015-11-29,209
2015-11-30,209
2015-12-01,209
2015-12-02,209
2015-12-03,209
2015-12-04,209
2015-12-05,209
2015-12-06,209
2015-12-07,209
2015-12-08,209
2015-12-09,209
2015-12-10,209
2015-12-11,215
2015-12-12,215
2015-12-13,215
2015-12-14,215
2015-12-15,215
2015-12-16,215
2015-12-17,215
2015-12-18,215
2015-12-19,215
2015-12-20,215
2015-12-21,215
2015-12-22,215
2015-12-23,216
2015-12-24,216
2015-12-25,216
2015-12-26,216
2015-12-27,216
2015-12-28,216
2015-12-29,216
2015-12-30,216
2015-12-31,216
2016-01-01,216
2016-01-02,216
2016-01-03,209
2016-01-04,209
2016-01-05,209
2016-01-06,209
2016-01-07,209
2016-01-08,209
2016-01-09,209
2016-01-10,209
2016-01-11,209
2016-01-12,209
2016-01-13,209
2016-01-14,198
2016-01-15,198
2016-01-16,198
2016-01-17,198
2016-01-18,198
2016-01-19,198
2016-01-20,198
2016-01-21,198
2016-01-22,198
2016-01-23,198
2016-01-24,190
2016-01-25,190
2016-01-26,190
2016-01-27,190
2016-01-28,190
2016-01-29,190
2016-01-30,190
2016-01-31,190
2016-02-01,190
2016-02-02,190
2016-02-03,193
2016-02-04,193
2016-02-05,193
2016-02-06,193
2016-02-07,193
2016-02-08,193
2016-02-09,193
2016-02-10,193
2016-02-11,193
2016-02-12,193
2016-02-13,193
2016-02-14,193
2016-02-15,200
2016-02-16,200
2016-02-17,200
2016-02-18,200
2016-02-19,200
2016-02-20,200
2016-02-21,200
2016-02-22,200
2016-02-23,200
2016-02-24,200
2016-02-25,200
2016-02-26,200
2016-02-27,209
2016-02-28,209
2016-02-29,209
2016-03-01,209
2016-03-02,209
2016-03-03,209
2016-03-04,209
2016-03-05,209
2016-03-06,209
2016-03-07,209
2016-03-08,209
2016-03-09,209
2016-03-10,210
2016-03-11,210
2016-03-12,210
2016-03-13,210
2016-03-14,210
2016-03-15,210
2016-03-16,210
2016-03-17,210
2016-03-18,210
2016-03-19,210
2016-03-20,204
2016-03-21,204
2016-03-22,204
2016-03-23,204
2016-03-24,204
2016-03-25,204
2016-03-26,204
2016-03-27,204
2016-03-28,204
2016-03-29,202
2016-03-30,202
2016-03-31,202
2016-04-01,202
2016-04-02,202
2016-04-03,202
2016-04-04,202
2016-04-05,202
2016-04-06,202
2016-04-07,202
2016-04-08,202
2016-04-09,206
2016-04-10,206
2016-04-11,206
2016-04-12,206
2016-04-13,206
2016-04-14,206
2016-04-15,206
2016-04-16,206
2016-04-17,206
2016-04-18,206
2016-04-19,206
2016-04-20,213
2016-04-21,213
2016-04-22,213
2016-04-23,213
2016-04-24,213
2016-04-25,213
2016-04-26,213
2016-04-27,213
2016-04-28,213
2016-04-29,221
2016-04-30,221
2016-05-01,221
2016-05-02,221
2016-05-03,221
2016-05-04,221
2016-05-05,215
2016-05-06,215
2016-05-07,215
2016-05-08,215
2016-05-09,215
2016-05-10,215
2016-05-11,204
2016-05-12,204
2016-05-13,204
2016-05-14,204
2016-05-15,204
2016-05-16,194
2016-05-17,194
2016-05-18,194
2016-05-19,194
2016-05-22,184
2016-05-23,184
2016-05-24,184
2016-05-25,184
2016-05-26,175
2016-05-27,175
2016-05-28,175
2016-05-29,175
2016-05-30,175
2016-05-31,175
2016-06-01,175
2016-06-02,168
2016-06-03,168
2016-06-04,168
2016-06-05,168
2016-06-06,168
2016-06-07,168
2016-06-08,168
2016-06-09,168
2016-06-10,167
2016-06-11,167
2016-06-12,167
2016-06-13,167
2016-06-14,167
2016-06-15,167
2016-06-16,167
2016-06-17,161
2016-06-18,161
2016-06-19,161
2016-06-20,161
2016-06-21,161
2016-06-22,161
2016-06-23,161
2016-06-24,161
2016-06-25,161
2016-06-26,161
2016-06-27,161
2016-06-28,163
2016-06-29,163
2016-06-30,163
2016-07-01,163
2016-07-02,163
2016-07-03,163
2016-07-04,167
2016-07-05,167
2016-07-06,167
2016-07-07,167
2016-07-08,167
2016-07-09,167
2016-07-10,173
2016-07-11,173
2016-07-12,173
2016-07-13,173
2016-07-14,173
2016-07-15,173
2016-07-16,173
2016-07-17,177
2016-07-18,177
2016-07-23,177
2016-07-24,177
2016-07-25,170
2016-07-26,170
2016-07-27,170
2016-07-28,170
2016-07-29,170
2016-07-30,170
2016-07-31,170
2016-08-01,170
2016-08-02,165
2016-08-03,165
2016-08-04,165
2016-08-05,165
2016-08-06,165
2016-08-07,165
2016-08-08,165
2016-08-09,165
2016-08-10,165
2016-08-11,157
2016-08-12,157
2016-08-13,157
2016-08-14,157
2016-08-15,157
2016-08-16,157
2016-08-17,157
2016-08-18,157
2016-08-19,157
2016-08-20,157
2016-08-21,157
2016-08-22,155
2016-08-23,155
2016-08-24,155
2016-08-25,155
2016-08-26,155
2016-08-28,155
