date_obj,Muddy%20key price
2015-03-26,29006
2015-03-27,29006
2015-03-28,27573
2015-03-29,27573
2015-03-30,27573
2015-03-31,27573
2015-04-01,26232
2015-04-02,26232
2015-04-03,26232
2015-04-04,26232
2015-04-05,26232
2015-04-06,24937
2015-04-07,24937
2015-04-08,24937
2015-04-09,24937
2015-04-10,24937
2015-04-11,23779
2015-04-12,23779
2015-04-13,23779
2015-04-14,23779
2015-04-15,23779
2015-04-16,22617
2015-04-17,22617
2015-04-18,22617
2015-04-19,22617
2015-04-20,22617
2015-04-21,21498
2015-04-22,21498
2015-04-23,21498
2015-04-24,21498
2015-04-25,21498
2015-04-26,21498
2015-04-27,20441
2015-04-28,20441
2015-04-29,20441
2015-04-30,20441
2015-05-01,20441
2015-05-02,19453
2015-05-03,19453
2015-05-04,19453
2015-05-05,19453
2015-05-06,19453
2015-05-07,19453
2015-05-08,18512
2015-05-09,18512
2015-05-10,18512
2015-05-11,18512
2015-05-12,18512
2015-05-13,17611
2015-05-14,17611
2015-05-15,17611
2015-05-16,17611
2015-05-17,16834
2015-05-18,16834
2015-05-19,16834
2015-05-20,16834
2015-05-21,16834
2015-05-22,16008
2015-05-23,16008
2015-05-24,16008
2015-05-25,16008
2015-05-26,15223
2015-05-27,15223
2015-05-28,15223
2015-05-29,14490
2015-05-30,14490
2015-05-31,13780
2015-06-01,13780
2015-06-02,13780
2015-06-03,13104
2015-06-04,13104
2015-06-05,13104
2015-06-06,12465
2015-06-07,12465
2015-06-08,12465
2015-06-09,11855
2015-06-10,11855
2015-06-11,11855
2015-06-12,11855
2015-06-13,11279
2015-06-14,11279
2015-06-15,11279
2015-06-16,10741
2015-06-17,10741
2015-06-18,10741
2015-06-19,10220
2015-06-20,10220
2015-06-21,10220
2015-06-22,9738
2015-06-23,9738
2015-06-24,9738
2015-06-25,9738
2015-06-26,9266
2015-06-27,9266
2015-06-28,9266
2015-06-29,9266
2015-06-30,8816
2015-07-01,8816
2015-07-02,8816
2015-07-03,8396
2015-07-04,8396
2015-07-05,8396
2015-07-06,8396
2015-07-07,7989
2015-07-08,7989
2015-07-09,7989
2015-07-10,7989
2015-07-11,7601
2015-07-12,7601
2015-07-13,7601
2015-07-14,7230
2015-07-15,7230
2015-07-16,7230
2015-07-17,6874
2015-07-18,6874
2015-07-19,6874
2015-07-20,6874
2015-07-21,6547
2015-07-22,6547
2015-07-23,6547
2015-07-24,6234
2015-07-25,6234
2015-07-26,6234
2015-07-27,6234
2015-07-28,5949
2015-07-29,5949
2015-07-30,5949
2015-07-31,5949
2015-08-01,5949
2015-08-02,5666
2015-08-03,5666
2015-08-04,5666
2015-08-05,5666
2015-08-06,5666
2015-08-07,5399
2015-08-08,5399
2015-08-09,5399
2015-08-10,5399
2015-08-11,5137
2015-08-12,5137
2015-08-13,5137
2015-08-14,5137
2015-08-15,4896
2015-08-16,4896
2015-08-17,4896
2015-08-18,4896
2015-08-19,4667
2015-08-20,4667
2015-08-21,4667
2015-08-22,4667
2015-08-23,4667
2015-08-24,4452
2015-08-25,4452
2015-08-26,4452
2015-08-27,4452
2015-08-28,4452
2015-08-29,4243
2015-08-30,4243
2015-08-31,4243
2015-09-01,4243
2015-09-02,4243
2015-09-03,4036
2015-09-04,4036
2015-09-05,4036
2015-09-06,4036
2015-09-07,3851
2015-09-08,3851
2015-09-09,3851
2015-09-10,3851
2015-09-11,3673
2015-09-12,3673
2015-09-13,3673
2015-09-14,3616
2015-09-15,3616
2015-09-16,3616
2015-09-17,3616
2015-09-18,3616
2015-09-19,3441
2015-09-20,3441
2015-09-21,3441
2015-09-22,3441
2015-09-23,3441
2015-09-24,3274
2015-09-25,3274
2015-09-27,3274
2015-09-28,3274
2015-09-29,3114
2015-09-30,3114
2015-10-05,2972
2015-10-06,2972
2015-10-07,2972
2015-10-08,2972
2015-10-09,2828
2015-10-10,2828
2015-10-11,2828
2015-10-12,2828
2015-10-13,2828
2015-10-14,2828
2015-10-15,2694
2015-10-16,2694
2015-10-17,2694
2015-10-18,2694
2015-10-19,2694
2015-10-20,2568
2015-10-22,2568
2015-10-23,2568
2015-10-24,2568
2015-10-25,2568
2015-10-26,2483
2015-10-27,2483
2015-10-29,2483
2015-10-30,2483
2015-10-31,2483
2015-11-01,2375
2015-11-02,2375
2015-11-03,2375
2015-11-04,2375
2015-11-05,2375
2015-11-06,2375
2015-11-07,2360
2015-11-08,2360
2015-11-09,2360
2015-11-10,2360
2015-11-11,2360
2015-11-12,2360
2015-11-13,2360
2015-11-14,2360
2015-11-15,2363
2015-11-16,2363
2015-11-17,2363
2015-11-18,2363
2015-11-19,2363
2015-11-20,2363
2015-11-21,2363
2015-11-22,2418
2015-11-23,2418
2015-11-24,2418
2015-11-25,2418
2015-11-26,2418
2015-11-27,2418
2015-11-28,2418
2015-11-29,2424
2015-11-30,2424
2015-12-01,2424
2015-12-02,2424
2015-12-03,2424
2015-12-04,2424
2015-12-05,2424
2015-12-06,2509
2015-12-07,2509
2015-12-08,2509
2015-12-09,2509
2015-12-10,2509
2015-12-11,2509
2015-12-12,2567
2015-12-13,2567
2015-12-14,2567
2015-12-15,2567
2015-12-16,2567
2015-12-17,2567
2015-12-18,2489
2015-12-19,2489
2015-12-20,2489
2015-12-21,2489
2015-12-22,2489
2015-12-23,2388
2015-12-24,2388
2015-12-25,2388
2015-12-26,2388
2015-12-27,2388
2015-12-28,2388
2015-12-29,2345
2015-12-30,2345
2015-12-31,2345
2016-01-01,2345
2016-01-02,2345
2016-01-03,2345
