date_obj,Bronze%202h%20sword price
2019-08-15,89
2019-08-16,92
2019-08-17,92
2019-08-18,93
2019-08-19,91
2019-08-20,91
2019-08-21,93
2019-08-22,94
2019-08-23,94
2019-08-24,95
2019-08-24,95
2019-08-25,95
2019-08-25,95
2019-08-26,92
2019-08-26,92
2019-08-27,92
2019-08-27,92
2019-08-28,95
2019-08-29,95
2019-08-30,98
2019-08-31,98
2019-09-01,102
2019-09-02,102
2019-09-03,103
2019-09-04,103
2019-09-05,105
2019-09-06,105
2019-09-07,107
2019-09-08,109
2019-09-09,109
2019-09-10,111
2019-09-11,116
2019-09-12,116
2019-09-13,122
2019-09-14,122
2019-09-15,129
2019-09-16,136
2019-09-17,136
2019-09-18,141
2019-09-19,141
2019-09-20,146
2019-09-21,147
2019-09-22,146
2019-09-23,150
2019-09-24,150
2019-09-25,157
2019-09-26,165
2019-09-27,165
2019-09-28,161
2019-09-29,161
2019-09-30,164
2019-10-01,173
2019-10-02,173
2019-10-03,182
2019-10-04,182
2019-10-05,192
2019-10-06,201
2019-10-07,201
2019-10-08,212
2019-10-09,212
2019-10-10,217
2019-10-11,217
2019-10-12,211
2019-10-13,220
2019-10-14,231
2019-10-15,231
2019-10-16,243
2019-10-17,243
2019-10-18,235
2019-10-19,238
2019-10-20,238
2019-10-21,248
2019-10-22,248
2019-10-23,258
2019-10-24,258
2019-10-25,266
2019-10-26,260
2019-10-27,260
2019-10-28,261
2019-10-29,261
2019-10-30,275
2019-10-31,289
2019-11-01,289
2019-11-02,297
2019-11-03,307
2019-11-04,307
2019-11-05,312
2019-11-06,312
2019-11-07,320
2019-11-08,320
2019-11-09,336
2019-11-10,352
2019-11-11,370
2019-11-12,370
2019-11-13,387
2019-11-14,387
2019-11-15,383
2019-11-16,371
2019-11-17,371
2019-11-18,375
2019-11-19,375
2019-11-20,385
2019-11-21,385
2019-11-22,384
2019-11-23,384
2019-11-24,373
2019-11-25,373
2019-11-26,355
2019-11-27,355
2019-11-28,337
2019-11-29,337
2019-11-30,322
2019-12-01,322
2019-12-02,306
2019-12-03,310
2019-12-04,310
2019-12-05,326
2019-12-06,326
2019-12-07,343
2019-12-08,343
2019-12-09,351
2019-12-10,345
2019-12-11,345
2019-12-12,350
2019-12-13,350
2019-12-14,351
2019-12-15,350
2019-12-16,350
2019-12-17,348
2019-12-18,348
2019-12-19,330
2019-12-20,317
2019-12-21,330
2019-12-22,347
2019-12-23,347
2019-12-24,350
2019-12-25,350
2019-12-26,350
2019-12-27,350
2019-12-28,336
2019-12-29,336
2019-12-30,341
2019-12-31,341
2020-01-01,348
2020-01-02,350
2020-01-03,350
2020-01-04,348
2020-01-05,335
2020-01-06,335
2020-01-07,318
2020-01-08,318
2020-01-09,302
2020-01-10,288
2020-01-11,273
2020-01-12,261
2020-01-13,261
2020-01-14,259
2020-01-15,262
2020-01-16,276
2020-01-17,287
2020-01-18,287
2020-01-19,293
2020-01-20,293
2020-01-21,288
2020-01-22,276
2020-01-23,265
2020-01-24,254
2020-01-25,254
2020-01-26,241
2020-01-27,237
2020-01-28,237
2020-01-29,243
2020-01-30,243
2020-01-31,253
2020-02-01,264
2020-02-02,274
2020-02-03,274
2020-02-04,269
2020-02-05,269
2020-02-06,265
2020-02-07,265
2020-02-08,254
2020-02-09,254
2020-02-10,242
2020-02-11,242
2020-02-12,231
2020-02-13,231
2020-02-14,235
2020-02-15,235
2020-02-16,235
2020-02-17,244
2020-02-18,257
2020-02-19,257
2020-02-20,262
2020-02-21,262
2020-02-22,249
2020-02-23,241
2020-02-24,235
2020-02-25,231
2020-02-26,222
2020-02-27,212
2020-02-28,204
2020-02-29,204
2020-03-01,204
2020-03-02,204
2020-03-03,215
2020-03-04,215
2020-03-05,225
2020-03-06,236
2020-03-07,236
2020-03-08,230
2020-03-09,222
2020-03-10,222
2020-03-11,222
2020-03-12,230
2020-03-13,230
2020-03-14,238
2020-03-15,241
2020-03-16,247
2020-03-17,251
2020-03-18,254
2020-03-19,244
2020-03-20,233
2020-03-21,221
2020-03-22,212
2020-03-23,203
2020-03-24,197
2020-03-25,188
2020-03-26,178
2020-03-27,169
2020-03-28,160
2020-03-29,153
2020-03-30,148
2020-03-31,142
2020-04-01,139
2020-04-02,132
2020-04-03,132
2020-04-04,125
2020-04-05,121
2020-04-06,119
2020-04-07,117
2020-04-08,114
2020-04-09,110
2020-04-10,110
2020-04-11,111
2020-04-12,117
2020-04-13,121
2020-04-14,121
2020-04-15,121
2020-04-16,121
2020-04-17,121
2020-04-18,121
2020-04-19,121
2020-04-20,119
2020-04-21,116
2020-04-22,114
2020-04-23,112
2020-04-24,110
2020-04-25,106
2020-04-26,107
2020-04-27,106
2020-04-28,111
2020-04-29,111
2020-04-30,117
2020-05-01,123
2020-05-02,127
2020-05-03,126
2020-05-04,125
2020-05-05,123
2020-05-06,124
2020-05-07,124
2020-05-08,124
2020-05-09,124
2020-05-10,125
2020-05-11,124
2020-05-12,124
2020-05-13,131
