date_obj,Mahogany%20pyre%20log price
2015-08-05,2000
2015-08-06,2000
2015-08-07,2000
2015-08-08,2058
2015-08-09,2058
2015-08-10,2058
2015-08-11,2058
2015-08-12,2058
2015-08-13,2058
2015-08-14,2058
2015-08-15,2058
2015-08-16,2058
2015-08-17,2058
2015-08-18,2058
2015-08-19,2058
2015-08-20,2058
2015-08-21,2058
2015-08-22,2058
2015-08-23,2058
2015-08-24,2058
2015-08-25,2058
2015-08-26,2058
2015-08-27,2058
2015-08-28,2058
2015-08-29,2058
2015-08-30,2058
2015-08-31,2058
2015-09-02,2058
2015-09-07,2058
2015-09-08,2058
2015-09-10,2058
2015-09-14,2058
2015-09-16,2058
2015-09-22,2058
2015-09-23,2058
2015-09-24,2058
2015-09-25,2058
2015-09-27,2058
2015-09-28,2058
2015-09-29,2058
2015-09-30,2058
2015-10-05,2058
2015-10-06,2058
2015-10-07,2058
2015-10-08,2058
2015-10-09,2058
2015-10-10,2058
2015-10-11,2058
2015-10-12,2058
2015-10-13,2058
2015-10-14,2058
2015-10-15,2058
2015-10-16,2058
2015-10-17,2058
2015-10-18,2058
2015-10-19,2058
2015-10-20,2058
2015-10-22,2058
2015-10-23,2058
2015-10-24,2058
2015-10-25,2058
2015-10-26,2058
2015-10-27,2058
2015-10-29,2058
2015-10-30,2058
2015-10-31,2058
2015-11-01,2058
2015-11-02,2058
2015-11-03,2058
2015-11-04,2058
2015-11-05,2058
2015-11-06,2058
2015-11-07,2058
2015-11-08,2058
2015-11-09,2058
2015-11-10,2058
2015-11-11,2058
2015-11-12,2058
2015-11-13,2058
2015-11-14,2058
2015-11-15,2058
2015-11-16,2058
2015-11-17,2058
2015-11-18,2058
2015-11-19,2058
2015-11-20,2058
2015-11-21,2058
2015-11-22,2058
2015-11-23,2058
2015-11-24,2058
2015-11-25,2058
2015-11-26,2058
2015-11-27,2058
2015-11-28,2058
2015-11-29,2058
2015-11-30,2058
2015-12-01,2058
2015-12-02,2058
2015-12-03,2058
2015-12-04,2058
2015-12-05,2058
2015-12-06,2058
2015-12-07,2058
2015-12-08,2058
2015-12-09,2058
2015-12-10,2058
2015-12-11,2058
2015-12-12,2058
2015-12-13,2058
2015-12-14,2058
2015-12-15,2058
2015-12-16,2058
2015-12-17,2058
2015-12-18,2058
2015-12-19,2058
2015-12-20,2058
2015-12-21,2058
2015-12-22,2058
2015-12-23,2058
2015-12-24,2058
2015-12-25,2058
2015-12-26,2058
2015-12-27,2058
2015-12-28,2058
2015-12-29,2058
2015-12-30,2058
2015-12-31,2058
2016-01-01,2058
2016-01-02,2058
2016-01-03,2125
2016-01-04,2125
2016-01-05,2125
2016-01-06,2125
2016-01-07,2125
2016-01-08,2125
2016-01-09,2125
2016-01-10,2125
2016-01-11,2125
2016-01-12,2125
2016-01-13,2125
2016-01-14,2125
2016-01-15,2125
2016-01-16,2125
2016-01-17,2125
2016-01-18,2125
2016-01-19,2125
2016-01-20,2125
2016-01-21,2125
2016-01-22,2125
2016-01-23,2125
2016-01-24,2125
2016-01-25,2125
2016-01-26,2125
2016-01-27,2125
2016-01-28,2125
2016-01-29,2125
2016-01-30,2125
2016-01-31,2125
2016-02-01,2125
2016-02-02,2125
2016-02-03,2125
2016-02-04,2125
2016-02-05,2125
2016-02-06,2125
2016-02-07,2125
2016-02-08,2125
2016-02-09,2125
2016-02-10,2125
2016-02-11,2125
2016-02-12,2125
2016-02-13,2125
2016-02-14,2125
2016-02-15,2125
2016-02-16,2125
2016-02-17,2125
2016-02-18,2125
2016-02-19,2125
2016-02-20,2125
2016-02-21,2125
2016-02-22,2125
2016-02-23,2125
2016-02-24,2125
2016-02-25,2125
2016-02-26,2125
2016-02-27,2125
2016-02-28,2125
2016-02-29,2125
2016-03-01,2125
2016-03-02,2125
2016-03-03,2125
2016-03-04,2125
2016-03-05,2125
2016-03-06,2125
2016-03-07,2125
2016-03-08,2125
2016-03-09,2125
2016-03-10,2125
2016-03-11,2125
2016-03-12,2125
2016-03-13,2125
2016-03-14,2125
2016-03-15,2125
2016-03-16,2125
2016-03-17,2125
2016-03-18,2125
2016-03-19,2125
2016-03-20,2125
2016-03-21,2125
2016-03-22,2125
2016-03-23,2125
2016-03-24,2125
2016-03-25,2125
2016-03-26,2125
2016-03-27,2125
2016-03-28,2125
2016-03-29,2125
2016-03-30,2125
2016-03-31,2125
2016-04-01,2125
2016-04-02,2125
2016-04-03,2125
2016-04-04,2125
2016-04-05,2125
2016-04-06,2125
2016-04-07,2125
2016-04-08,2125
2016-04-09,2125
2016-04-10,2125
2016-04-11,2125
2016-04-12,2125
2016-04-13,2125
2016-04-14,2125
2016-04-15,2125
2016-04-16,2125
2016-04-17,2125
2016-04-18,2125
2016-04-19,2125
2016-04-20,2125
2016-04-21,2125
2016-04-22,2125
2016-04-23,2125
2016-04-24,2125
2016-04-25,2125
2016-04-26,2125
2016-04-27,2125
2016-04-28,2125
2016-04-29,2186
2016-04-30,2186
2016-05-01,2186
2016-05-02,2186
2016-05-03,2186
2016-05-04,2186
2016-05-05,2186
2016-05-06,2186
2016-05-07,2186
2016-05-08,2186
2016-05-09,2186
2016-05-10,2186
2016-05-11,2186
2016-05-12,2186
2016-05-13,2186
2016-05-14,2186
2016-05-15,2186
2016-05-16,2186
2016-05-17,2186
2016-05-18,2186
2016-05-19,2186
2016-05-22,2186
2016-05-23,2186
2016-05-24,2186
2016-05-25,2186
2016-05-26,2186
2016-05-27,2186
2016-05-28,2186
2016-05-29,2186
2016-05-30,2186
2016-05-31,2186
2016-06-01,2186
2016-06-02,2186
2016-06-03,2186
2016-06-04,2186
2016-06-05,2186
2016-06-06,2186
2016-06-07,2186
2016-06-08,2186
2016-06-09,2186
2016-06-10,2186
2016-06-11,2186
2016-06-12,2186
2016-06-13,2186
2016-06-14,2186
2016-06-15,2186
2016-06-16,2186
2016-06-17,2186
2016-06-18,2186
2016-06-19,2186
2016-06-20,2186
2016-06-21,2186
2016-06-22,2186
2016-06-23,2186
2016-06-24,2186
2016-06-25,2186
2016-06-26,2186
2016-06-27,2186
2016-06-28,2186
2016-06-29,2186
2016-06-30,2186
2016-07-01,2186
2016-07-02,2186
2016-07-03,2186
2016-07-04,2186
2016-07-05,2186
2016-07-06,2186
2016-07-07,2186
2016-07-08,2248
2016-07-09,2248
2016-07-10,2248
2016-07-11,2248
2016-07-12,2248
2016-07-13,2248
2016-07-14,2248
2016-07-15,2248
2016-07-16,2248
2016-07-17,2248
2016-07-18,2248
2016-07-23,2248
2016-07-24,2248
2016-07-25,2248
2016-07-26,2248
2016-07-27,2248
2016-07-28,2248
2016-07-29,2248
2016-07-30,2248
2016-07-31,2248
2016-08-01,2248
2016-08-02,2248
2016-08-03,2248
2016-08-04,2248
2016-08-05,2248
2016-08-06,2248
2016-08-07,2248
2016-08-08,2248
2016-08-09,2248
2016-08-10,2248
2016-08-11,2248
2016-08-12,2248
2016-08-13,2248
2016-08-14,2248
2016-08-15,2248
2016-08-16,2248
2016-08-17,2248
2016-08-18,2248
2016-08-19,2248
2016-08-20,2248
2016-08-21,2248
2016-08-22,2248
2016-08-23,2248
2016-08-24,2248
2016-08-25,2248
2016-08-26,2248
2016-08-28,2248
2016-08-31,2248
2016-09-01,2248
2016-09-02,2248
2016-09-03,2248
2016-09-04,2248
2016-09-05,2248
2016-09-06,2248
2016-09-07,2248
2016-09-08,2248
2016-09-09,2248
2016-09-10,2248
2016-09-11,2248
2016-09-12,2248
2016-09-13,2248
2016-09-14,2248
2016-09-15,2248
2016-09-16,2248
2016-09-17,2248
2016-09-18,2248
2016-09-19,2248
2016-09-20,2248
2016-09-21,2248
2016-09-22,2249
2016-09-23,2249
2016-09-24,2249
2016-09-25,2249
2016-09-26,2249
2016-09-27,2249
2016-09-28,2249
2016-09-29,2249
2016-09-30,2249
2016-10-01,2249
2016-10-02,2249
2016-10-03,2249
2016-10-04,2249
2016-10-05,2249
2016-10-06,2249
2016-10-07,2249
2016-10-08,2249
2016-10-09,2249
2016-10-10,2249
2016-10-11,2249
2016-10-12,2249
2016-10-13,2249
2016-10-14,2249
2016-10-15,2249
2016-10-16,2249
2016-10-17,2249
2016-10-18,2249
2016-10-19,2249
2016-10-20,2249
2016-10-21,2249
2016-10-22,2249
2016-10-23,2249
2016-10-24,2249
2016-10-25,2249
2016-10-26,2249
2016-10-27,2249
2016-10-28,2249
2016-10-29,2249
2016-10-30,2249
2016-10-31,2249
2016-11-01,2249
2016-11-02,2249
2016-11-03,2249
2016-11-04,2249
2016-11-05,2249
2016-11-06,2249
2016-11-07,2249
2016-11-08,2249
2016-11-09,2249
2016-11-10,2249
2016-11-11,2249
2016-11-12,2249
2016-11-13,2249
2016-11-14,2249
2016-12-07,2249
2016-12-08,2249
2016-12-09,2249
2016-12-10,2249
2016-12-11,2249
2016-12-12,2249
2016-12-13,2249
2016-12-14,2249
2016-12-15,2249
2016-12-16,2249
2016-12-17,2249
2016-12-18,2249
2016-12-19,2249
2016-12-20,2249
2016-12-21,2249
2016-12-22,2249
2016-12-23,2249
2016-12-24,2249
2016-12-25,2249
2016-12-26,2249
2016-12-27,2249
2016-12-28,2249
2016-12-29,2249
2016-12-30,2249
2016-12-31,2249
2017-01-01,2249
2017-01-02,2249
2017-01-03,2249
2017-01-04,2249
2017-01-05,2249
2017-01-06,2249
2017-01-07,2249
2017-01-08,2249
2017-01-09,2280
2017-01-10,2280
2017-01-11,2280
2017-01-12,2280
2017-01-13,2280
2017-01-14,2280
2017-01-15,2280
2017-01-16,2280
2017-01-17,2280
2017-01-18,2280
2017-01-19,2280
2017-01-20,2280
2017-01-21,2280
2017-01-22,2280
2017-01-27,2280
2017-01-28,2280
2017-01-29,2280
2017-01-30,2280
2017-01-31,2280
2017-02-01,2280
2017-02-02,2280
2017-02-03,2280
2017-02-04,2280
2017-02-05,2280
2017-02-06,2280
2017-02-07,2280
2017-02-08,2280
2017-02-09,2280
2017-02-10,2280
2017-02-11,2280
2017-02-12,2280
2017-02-13,2280
2017-02-14,2280
2017-02-15,2280
2017-02-16,2280
2017-02-18,2280
2017-02-19,2280
2017-02-20,2280
2017-02-21,2280
2017-02-22,2280
2017-02-23,2280
2017-02-24,2280
2017-02-25,2280
2017-02-26,2280
2017-02-27,2280
2017-02-28,2280
2017-03-01,2280
2017-03-02,2280
2017-03-03,2280
2017-03-04,2280
2017-03-05,2280
2017-03-06,2280
2017-03-07,2280
2017-03-08,2280
2017-03-09,2280
2017-03-10,2280
2017-03-11,2280
2017-03-12,2280
2017-03-13,2280
2017-03-14,2280
2017-03-15,2280
2017-03-16,2280
2017-03-17,2280
2017-03-18,2280
2017-03-19,2280
2017-03-20,2280
2017-03-21,2280
2017-03-22,2280
2017-03-23,2280
2017-03-24,2313
2017-03-25,2313
2017-03-26,2313
2017-03-27,2313
2017-03-28,2313
2017-03-29,2313
2017-03-30,2313
2017-03-31,2313
2017-04-01,2313
2017-04-02,2313
2017-04-03,2313
2017-04-04,2313
2017-04-12,2313
2017-04-13,2313
2017-04-14,2313
2017-04-15,2313
2017-04-16,2313
2017-04-17,2313
2017-04-18,2313
2017-04-19,2313
2017-04-20,2313
2017-04-21,2313
2017-04-22,2313
2017-04-23,2313
2017-04-24,2313
2017-04-25,2313
2017-04-26,2313
2017-04-27,2313
2017-04-28,2313
2017-04-29,2313
2017-04-30,2313
2017-05-01,2313
2017-05-02,2313
2017-05-03,2313
2017-05-04,2313
2017-05-05,2313
2017-05-06,2313
2017-05-07,2313
2017-05-08,2313
2017-05-09,2313
2017-05-10,2313
2017-05-11,2313
2017-05-12,2313
2017-05-13,2313
2017-05-14,2313
2017-05-15,2313
2017-05-16,2313
2017-05-17,2313
2017-05-18,2313
2017-05-19,2313
2017-05-20,2313
2017-05-21,2313
2017-05-22,2313
2017-05-23,2313
2017-05-24,2313
2017-05-25,2313
2017-05-26,2313
2017-05-27,2313
2017-05-28,2313
2017-05-29,2313
2017-05-30,2313
2017-05-31,2313
2017-06-01,2313
2017-06-02,2313
2017-06-03,2313
2017-06-06,2313
2017-06-07,2313
2017-06-08,2313
2017-06-09,2313
2017-06-10,2313
2017-06-11,2313
2017-06-12,2313
2017-06-13,2313
2017-06-14,2343
2017-06-15,2343
2017-06-16,2343
2017-06-17,2343
2017-06-18,2343
2017-06-19,2343
2017-06-20,2343
2017-06-21,2343
2017-06-22,2343
2017-06-23,2343
2017-06-24,2343
2017-06-25,2343
2017-06-26,2343
2017-06-27,2343
2017-06-28,2343
2017-06-29,2343
2017-06-30,2343
2017-07-01,2343
2017-07-02,2343
2017-07-03,2343
2017-07-04,2343
2017-07-05,2343
2017-07-06,2343
2017-07-07,2343
2017-07-08,2343
2017-07-13,2343
2017-07-14,2343
2017-07-15,2343
2017-07-16,2343
2017-07-17,2343
2017-07-18,2343
2017-07-19,2343
2017-07-20,2343
2017-07-21,2343
2017-07-22,2343
2017-07-23,2343
2017-07-24,2343
2017-07-25,2343
2017-07-26,2343
2017-07-27,2343
2017-07-28,2343
2017-07-29,2343
2017-07-30,2343
2017-07-31,2343
2017-08-01,2343
2017-08-02,2343
2017-08-03,2343
2017-08-04,2343
2017-08-05,2343
2017-08-06,2343
2017-08-09,2343
2017-08-10,2343
2017-08-11,2343
2017-08-12,2343
2017-08-13,2343
2017-08-14,2343
2017-08-15,2343
2017-08-16,2343
2017-08-17,2343
2017-08-18,2343
2017-08-19,2343
2017-08-20,2343
2017-08-21,2343
2017-08-22,2343
2017-08-23,2343
2017-08-24,2343
2017-08-25,2343
2017-08-26,2343
2017-08-27,2343
2017-08-28,2343
2017-08-29,2343
2017-08-30,2343
2017-08-31,2343
2017-09-01,2343
2017-09-02,2343
2017-09-03,2343
2017-09-04,2343
2017-09-05,2343
2017-09-06,2343
2017-09-07,2343
2017-09-08,2343
2017-09-09,2343
2017-09-10,2343
2017-09-11,2343
2017-09-12,2343
2017-09-13,2343
2017-09-14,2343
2017-09-15,2343
2017-09-16,2343
2017-09-17,2402
2017-09-19,2402
2017-09-20,2402
2017-09-21,2402
2017-09-22,2402
2017-09-23,2402
2017-09-24,2402
2017-09-25,2402
2017-09-26,2402
2017-09-27,2402
2017-09-28,2402
2017-09-29,2402
2017-09-30,2402
2017-10-01,2402
2017-10-02,2402
2017-10-03,2402
2017-10-04,2402
2017-10-05,2402
2017-10-06,2402
2017-10-07,2402
2017-10-08,2402
2017-10-09,2402
2017-10-10,2402
2017-10-11,2402
2017-10-12,2402
2017-10-13,2402
2017-10-14,2402
2017-10-15,2402
2017-10-16,2402
2017-10-17,2402
2017-10-18,2402
2017-10-19,2402
2017-10-20,2402
2017-10-21,2402
2017-10-22,2402
2017-10-23,2402
2017-10-24,2402
2017-10-25,2402
2017-10-26,2402
2017-10-27,2402
2017-10-28,2402
2017-10-29,2402
2017-10-30,2402
2017-10-31,2402
2017-11-01,2402
2017-11-02,2402
2017-11-03,2402
2017-11-04,2402
2017-11-05,2402
2017-11-06,2402
2017-11-07,2402
2017-11-08,2402
2017-11-09,2402
2017-11-10,2402
2017-11-11,2402
2017-11-12,2402
2017-11-13,2402
2017-11-14,2402
2017-11-15,2402
2017-11-16,2402
2017-11-17,2402
2017-11-18,2402
2017-11-19,2402
2017-11-20,2402
2017-11-21,2402
2017-11-22,2402
2017-11-23,2402
2017-11-24,2402
2017-11-25,2362
2017-11-26,2362
2017-11-27,2362
2017-11-28,2362
2017-11-29,2362
2017-11-30,2362
2017-12-01,2362
2017-12-02,2362
2017-12-03,2362
2017-12-04,2362
2017-12-05,2362
2017-12-06,2362
2017-12-07,2362
2017-12-08,2362
2017-12-09,2362
2017-12-10,2362
2017-12-11,2362
2017-12-12,2362
2017-12-14,2362
2017-12-15,2362
2017-12-17,2362
2017-12-18,2362
2017-12-19,2362
2017-12-20,2362
2017-12-21,2362
2017-12-22,2362
2017-12-23,2362
2017-12-24,2362
2017-12-25,2362
2017-12-26,2362
2017-12-27,2362
2017-12-28,2362
2017-12-29,2362
2017-12-30,2362
2017-12-31,2362
2018-01-01,2362
2018-01-02,2362
2018-01-03,2362
2018-01-04,2362
2018-01-05,2362
2018-01-06,2362
2018-01-07,2362
2018-01-08,2362
2018-01-09,2362
2018-01-10,2362
2018-01-11,2362
2018-01-12,2362
2018-01-13,2362
2018-01-14,2362
2018-01-15,2362
2018-01-16,2362
2018-01-17,2362
2018-01-18,2362
2018-01-19,2362
2018-01-20,2362
2018-01-21,2362
2018-01-22,2362
2018-01-23,2362
2018-01-25,2250
2018-01-26,2250
2018-01-27,2250
2018-01-28,2250
2018-01-29,2250
2018-01-31,2250
2018-02-01,2250
2018-02-02,2250
2018-02-03,2250
2018-02-04,2250
2018-02-05,2250
2018-02-06,2250
2018-02-07,2250
2018-02-08,2250
2018-02-09,2250
2018-02-10,2250
2018-02-11,2250
2018-02-12,2250
2018-02-13,2250
2018-02-14,2250
2018-02-15,2250
2018-02-16,2250
2018-02-17,2250
2018-02-18,2250
2018-02-19,2250
2018-02-20,2250
2018-02-21,2250
2018-02-22,2250
2018-02-23,2250
2018-02-24,2250
2018-02-25,2250
2018-02-26,2250
2018-02-27,2264
2018-02-28,2264
2018-03-01,2264
2018-03-02,2264
2018-03-03,2264
2018-03-04,2264
2018-03-05,2264
2018-03-06,2264
2018-03-07,2264
2018-03-08,2264
2018-03-09,2264
2018-03-10,2264
2018-03-11,2264
2018-03-12,2264
2018-03-13,2264
2018-03-14,2264
2018-03-15,2264
2018-03-16,2264
2018-03-17,2264
2018-03-18,2264
2018-03-19,2264
2018-03-20,2264
2018-03-21,2264
2018-03-23,2264
2018-03-24,2264
2018-03-26,2264
2018-03-27,2264
2018-03-28,2264
2018-03-29,2264
2018-03-30,2264
2018-03-31,2264
2018-04-01,2264
2018-04-02,2264
2018-04-03,2264
2018-04-04,2273
2018-04-05,2273
2018-04-06,2273
2018-04-07,2273
2018-04-08,2273
2018-04-09,2273
2018-04-10,2273
2018-04-11,2273
2018-04-12,2273
2018-04-13,2273
2018-04-14,2273
2018-04-15,2273
2018-04-16,2273
2018-04-17,2273
2018-04-18,2273
2018-04-19,2273
2018-04-20,2273
2018-04-21,2273
2018-04-22,2273
2018-04-23,2273
2018-04-24,2273
2018-04-25,2273
2018-04-26,2273
2018-04-27,2273
2018-04-28,2273
2018-04-29,2273
2018-04-30,2273
2018-05-01,2273
2018-05-04,2273
2018-05-05,2273
2018-05-06,2273
2018-05-07,2273
2018-05-08,2273
2018-05-09,2273
2018-05-10,2273
2018-05-11,2273
2018-05-12,2273
2018-05-13,2273
2018-05-14,2273
2018-05-15,2273
2018-05-16,2190
2018-05-17,2190
2018-05-18,2190
2018-05-19,2190
2018-05-20,2190
2018-05-21,2190
2018-05-22,2190
2018-05-23,2190
2018-05-24,2190
2018-05-25,2190
2018-05-26,2190
2018-05-27,2190
2018-05-28,2190
2018-05-29,2190
2018-05-30,2190
2018-05-31,2190
2018-06-01,2190
2018-06-02,2190
2018-06-03,2190
2018-06-04,2190
2018-06-05,2190
2018-06-06,2190
2018-06-07,2190
2018-06-08,2190
2018-06-09,2190
2018-06-10,2190
2018-06-11,2190
2018-06-12,2190
2018-06-13,2190
2018-06-14,2190
2018-06-15,2190
2018-06-16,2254
2018-06-17,2254
2018-06-18,2254
2018-06-19,2254
2018-06-20,2254
2018-06-21,2254
2018-06-22,2254
2018-06-23,2254
2018-06-24,2254
2018-06-25,2254
2018-06-26,2254
2018-06-27,2254
2018-06-28,2254
2018-06-29,2254
2018-06-30,2254
2018-07-01,2254
2018-07-02,2254
2018-07-03,2254
2018-07-04,2254
2018-07-05,2254
2018-07-06,2254
2018-07-07,2254
2018-07-08,2254
2018-07-09,2254
2018-07-10,2254
2018-07-11,2254
2018-07-12,2254
2018-07-13,2254
2018-07-14,2254
2018-07-15,2254
2018-07-16,2254
2018-07-17,2254
2018-07-18,2254
2018-07-19,2254
2018-07-20,2254
2018-07-21,2254
2018-07-22,2254
2018-07-23,2254
2018-07-24,2254
2018-07-25,2254
2018-07-26,2254
2018-07-27,2254
2018-07-28,2254
2018-07-29,2254
2018-07-30,2254
2018-07-31,2254
2018-08-01,2254
2018-08-02,2254
2018-08-03,2254
2018-08-04,2254
2018-08-05,2254
2018-08-06,2254
2018-08-07,2254
2018-08-08,2254
2018-08-09,2254
2018-08-10,2254
2018-08-11,2323
2018-08-12,2323
2018-08-14,2323
2018-08-16,2323
2018-08-17,2323
2018-08-18,2323
2018-08-19,2323
2018-08-20,2323
2018-08-21,2323
2018-08-22,2323
2018-08-23,2323
2018-08-24,2323
2018-08-25,2323
2018-08-26,2323
2018-08-27,2323
2018-08-28,2323
2018-08-29,2323
2018-08-30,2323
2018-08-31,2323
2018-09-01,2323
2018-09-02,2323
2018-09-03,2323
2018-09-04,2323
2018-09-05,2323
2018-09-06,2323
2018-09-07,2247
2018-09-08,2247
2018-09-09,2247
2018-09-10,2247
2018-09-11,2247
2018-09-12,2247
2018-09-13,2247
2018-09-14,2247
2018-09-15,2247
2018-09-16,2247
2018-09-17,2247
2018-09-18,2247
2018-09-19,2247
2018-09-20,2247
2018-09-21,2247
2018-09-22,2247
2018-09-23,2247
2018-09-24,2247
2018-09-25,2247
2018-09-26,2247
2018-09-27,2247
2018-09-28,2247
2018-09-29,2247
2018-09-30,2247
2018-10-02,2247
2018-10-03,2247
2018-10-04,2247
2018-10-05,2247
2018-10-06,2247
2018-10-07,2247
2018-10-08,2247
2018-10-09,2273
2018-10-10,2273
2018-10-11,2273
2018-10-12,2273
2018-10-13,2273
2018-10-14,2273
2018-10-15,2273
2018-10-16,2273
2018-10-17,2273
2018-10-18,2273
2018-10-19,2273
2018-10-20,2273
2018-10-21,2273
2018-10-22,2273
2018-10-23,2273
2018-10-24,2273
2018-10-25,2273
2018-10-26,2273
2018-10-27,2273
2018-10-28,2273
2018-10-29,2273
2018-10-30,2273
2018-10-31,2273
2018-11-01,2273
2018-11-03,2270
2018-11-04,2270
2018-11-05,2270
2018-11-06,2270
2018-11-07,2270
2018-11-08,2270
2018-11-09,2270
2018-11-10,2270
2018-11-11,2270
2018-11-12,2270
2018-11-13,2270
2018-11-14,2270
2018-11-15,2270
2018-11-16,2270
2018-11-17,2270
2018-11-18,2270
2018-11-19,2270
2018-11-20,2161
2018-11-21,2161
2018-11-22,2161
2018-11-23,2161
2018-11-24,2161
2018-11-25,2161
2018-11-26,2161
2018-11-27,2161
2018-11-28,2161
2018-11-29,2161
2018-12-01,2161
2018-12-02,2161
2018-12-03,2161
2018-12-04,2161
2018-12-05,2088
2018-12-07,2088
2018-12-09,2088
2018-12-10,2088
2018-12-11,2088
2018-12-12,2088
2018-12-13,2088
2018-12-14,2088
2018-12-15,2088
2018-12-16,2088
2018-12-17,2088
2018-12-18,2088
2018-12-19,2088
2018-12-20,2088
2018-12-21,2088
2018-12-22,2038
2018-12-23,2038
2018-12-24,2038
2018-12-25,2038
2018-12-26,2038
2018-12-27,2038
2018-12-28,2038
2018-12-29,2038
2018-12-30,2038
2018-12-31,2038
2019-01-01,2038
2019-01-02,2038
2019-01-03,2038
2019-01-04,2038
2019-01-05,2038
2019-01-06,1954
2019-01-08,1954
2019-01-10,1954
2019-01-11,1954
2019-01-12,1954
2019-01-13,1954
2019-01-14,1954
2019-01-15,1954
2019-01-16,1954
2019-01-17,1954
2019-01-18,1954
2019-01-19,1954
2019-01-20,1954
2019-01-21,1970
2019-01-22,1970
2019-01-23,1970
2019-01-25,1970
2019-01-26,1970
2019-01-27,1970
2019-01-28,1970
2019-01-29,1970
2019-01-30,1970
2019-01-31,1970
2019-02-01,1970
2019-02-02,1970
2019-02-03,1970
2019-02-04,1918
2019-02-05,1918
2019-02-06,1918
2019-02-07,1918
2019-02-08,1918
2019-02-09,1918
2019-02-10,1918
2019-02-11,1918
2019-02-12,1918
2019-02-13,1918
2019-02-14,1918
2019-02-15,1918
2019-02-16,1918
2019-02-17,1918
2019-02-18,1918
2019-02-19,1920
2019-02-20,1920
2019-02-21,1920
2019-02-22,1920
2019-02-23,1920
2019-02-24,1920
2019-02-25,1920
2019-02-26,1920
2019-02-27,1920
2019-02-28,1920
2019-03-01,1920
2019-03-02,1920
2019-03-03,1920
2019-03-04,1920
2019-03-05,1920
2019-03-06,1920
2019-03-07,1920
2019-03-08,1920
2019-03-09,1920
2019-03-10,1920
2019-03-11,1920
2019-03-12,1920
2019-03-13,1920
2019-03-14,1920
2019-03-15,1922
2019-03-16,1922
2019-03-17,1922
2019-03-18,1922
2019-03-19,1922
2019-03-20,1922
2019-03-21,1922
2019-03-22,1922
2019-03-23,1922
2019-03-24,1922
2019-03-25,1922
2019-03-26,1922
2019-03-27,1922
2019-03-28,1922
2019-03-29,1922
2019-03-30,1922
2019-03-31,1922
