date_obj,Ensouled%20monkey%20head price
2016-10-28,174
2016-10-29,174
2016-10-30,174
2016-10-31,174
2016-11-01,181
2016-11-02,181
2016-11-03,181
2016-11-04,181
2016-11-05,185
2016-11-06,185
2016-11-07,185
2016-11-08,185
2016-11-09,182
2016-11-10,182
2016-11-11,182
2016-11-12,182
2016-11-13,182
2016-11-14,182
2016-11-15,182
2016-12-07,168
2016-12-08,168
2016-12-09,177
2016-12-10,177
2016-12-11,177
2016-12-12,177
2016-12-13,170
2016-12-14,170
2016-12-15,170
2016-12-16,170
2016-12-17,163
2016-12-18,163
2016-12-19,163
2016-12-20,155
2016-12-21,155
2016-12-22,155
2016-12-23,155
2016-12-24,148
2016-12-25,148
2016-12-26,148
2016-12-27,144
2016-12-28,144
2016-12-29,144
2016-12-30,146
2016-12-31,146
2017-01-01,146
2017-01-02,143
2017-01-03,143
2017-01-04,143
2017-01-05,139
2017-01-06,139
2017-01-07,139
2017-01-08,138
2017-01-09,138
2017-01-10,138
2017-01-11,135
2017-01-12,135
2017-01-13,135
2017-01-14,135
2017-01-15,142
2017-01-16,142
2017-01-17,142
2017-01-18,140
2017-01-19,140
2017-01-20,140
2017-01-21,133
2017-01-22,133
2017-01-23,133
2017-01-27,127
2017-01-28,127
2017-01-29,127
2017-01-30,121
2017-01-31,121
2017-02-01,121
2017-02-02,115
2017-02-03,115
2017-02-04,115
2017-02-05,112
2017-02-06,112
2017-02-07,112
2017-02-08,109
2017-02-09,109
2017-02-10,109
2017-02-11,113
2017-02-12,113
2017-02-13,113
2017-02-14,119
2017-02-15,119
2017-02-16,119
2017-02-18,125
2017-02-19,125
2017-02-20,125
2017-02-21,132
2017-02-22,132
2017-02-23,132
2017-02-24,132
2017-02-25,138
2017-02-26,138
2017-02-27,138
2017-02-28,138
2017-03-01,133
2017-03-02,133
2017-03-03,133
2017-03-04,137
2017-03-05,137
2017-03-06,137
2017-03-07,136
2017-03-08,136
2017-03-09,136
2017-03-10,134
2017-03-11,134
2017-03-12,134
2017-03-13,129
2017-03-14,129
2017-03-15,129
2017-03-16,129
2017-03-17,129
2017-03-18,129
2017-03-19,123
2017-03-20,123
2017-03-21,120
2017-03-22,120
2017-03-23,120
2017-03-24,124
2017-03-25,124
2017-03-26,124
2017-03-27,130
2017-03-28,130
2017-03-29,130
2017-03-30,133
2017-03-31,133
2017-04-01,133
2017-04-02,133
2017-04-03,140
2017-04-04,140
2017-04-12,155
2017-04-13,155
2017-04-14,155
2017-04-15,162
2017-04-16,162
2017-04-17,162
2017-04-18,171
2017-04-19,171
2017-04-20,171
2017-04-21,176
2017-04-22,176
2017-04-23,176
2017-04-24,169
2017-04-25,169
2017-04-26,169
2017-04-27,164
2017-04-28,164
2017-04-29,164
2017-04-30,173
2017-05-01,173
2017-05-02,173
2017-05-03,165
2017-05-04,165
2017-05-05,165
2017-05-06,158
2017-05-07,158
2017-05-08,158
2017-05-09,161
2017-05-10,161
2017-05-11,161
2017-05-12,161
2017-05-13,170
2017-05-14,170
2017-05-15,170
2017-05-16,170
2017-05-17,173
2017-05-18,173
2017-05-19,173
2017-05-20,173
2017-05-21,173
2017-05-22,173
2017-05-23,173
2017-05-24,170
2017-05-25,170
2017-05-26,170
2017-05-27,170
2017-05-28,170
2017-05-29,170
2017-05-30,170
2017-05-31,171
2017-06-01,171
2017-06-02,171
2017-06-03,171
2017-06-04,170
2017-06-05,170
2017-06-06,170
2017-06-07,171
2017-06-08,171
2017-06-09,171
2017-06-10,176
2017-06-11,176
2017-06-12,176
2017-06-13,171
2017-06-14,171
2017-06-15,171
2017-06-16,170
2017-06-17,170
2017-06-18,170
2017-06-19,170
2017-06-20,172
2017-06-21,172
2017-06-22,172
2017-06-23,172
2017-06-24,179
2017-06-25,179
2017-06-26,179
2017-06-27,177
2017-06-28,177
2017-06-29,177
2017-06-30,177
2017-07-01,175
2017-07-02,175
2017-07-03,175
2017-07-04,183
2017-07-05,183
2017-07-06,183
2017-07-07,183
2017-07-08,178
2017-07-13,172
2017-07-14,170
2017-07-15,170
2017-07-16,170
2017-07-17,170
2017-07-18,171
2017-07-19,171
2017-07-20,171
2017-07-21,180
2017-07-22,180
2017-07-23,184
2017-07-24,184
2017-07-25,184
2017-07-26,194
2017-07-27,194
2017-07-28,194
2017-07-29,194
2017-07-30,185
2017-07-31,185
2017-08-01,185
2017-08-02,195
2017-08-03,195
2017-08-04,195
2017-08-05,205
2017-08-06,205
2017-08-09,216
2017-08-10,226
2017-08-11,226
2017-08-12,226
2017-08-13,226
2017-08-14,238
2017-08-15,238
2017-08-16,238
2017-08-17,243
2017-08-18,243
2017-08-19,243
2017-08-20,250
2017-08-21,250
2017-08-22,250
2017-08-23,263
2017-08-24,263
2017-08-25,263
2017-08-26,263
2017-08-27,266
2017-08-28,266
2017-08-29,266
2017-08-30,270
2017-08-31,270
2017-09-01,270
2017-09-02,264
2017-09-03,264
2017-09-04,264
2017-09-05,276
2017-09-06,276
2017-09-07,276
2017-09-08,266
2017-09-09,266
2017-09-10,279
2017-09-11,279
2017-09-12,279
2017-09-13,279
2017-09-14,276
2017-09-15,276
2017-09-16,276
2017-09-17,265
2017-09-18,265
2017-09-19,265
2017-09-20,267
2017-09-21,267
2017-09-22,267
2017-09-23,274
2017-09-24,274
2017-09-25,274
2017-09-26,261
2017-09-27,261
2017-09-28,261
2017-09-29,261
2017-09-30,261
2017-10-01,261
2017-10-02,261
2017-10-03,261
2017-10-04,261
2017-10-05,261
2017-10-06,275
2017-10-07,275
2017-10-08,275
2017-10-09,289
2017-10-10,289
2017-10-11,289
2017-10-12,285
2017-10-13,285
2017-10-14,285
2017-10-15,285
2017-10-16,274
2017-10-17,274
2017-10-18,274
2017-10-19,274
2017-10-20,278
2017-10-21,278
2017-10-22,278
2017-10-23,278
2017-10-24,286
2017-10-25,286
2017-10-26,286
2017-10-27,286
2017-10-28,286
2017-10-29,286
2017-10-30,286
2017-10-31,287
2017-11-01,287
2017-11-02,287
2017-11-03,287
2017-11-04,285
2017-11-05,285
2017-11-06,285
2017-11-07,285
2017-11-08,275
2017-11-09,275
2017-11-10,275
2017-11-11,270
2017-11-12,270
2017-11-13,270
2017-11-14,270
2017-11-15,283
2017-11-16,283
2017-11-17,283
2017-11-18,296
2017-11-19,296
2017-11-20,296
2017-11-21,299
2017-11-22,299
2017-11-23,299
2017-11-24,306
2017-11-25,306
2017-11-26,306
2017-11-27,306
2017-11-28,297
2017-11-29,297
2017-11-30,297
2017-12-01,297
2017-12-02,287
2017-12-03,287
2017-12-04,287
2017-12-05,278
2017-12-06,278
2017-12-07,278
2017-12-08,278
2017-12-09,271
2017-12-10,271
2017-12-11,271
2017-12-12,267
2017-12-13,267
2017-12-14,267
2017-12-15,269
2017-12-16,269
2017-12-17,269
2017-12-18,278
2017-12-19,278
2017-12-20,278
2017-12-21,289
2017-12-22,289
2017-12-23,289
2017-12-24,289
2017-12-25,280
2017-12-26,280
2017-12-27,280
2017-12-28,280
2017-12-29,280
2017-12-30,280
2017-12-31,288
2018-01-01,288
2018-01-02,288
2018-01-03,286
2018-01-04,286
2018-01-05,286
2018-01-06,280
2018-01-07,280
2018-01-08,280
2018-01-09,269
2018-01-10,269
2018-01-11,269
2018-01-12,267
2018-01-13,267
2018-01-14,267
2018-01-15,263
2018-01-16,263
2018-01-17,263
2018-01-18,270
2018-01-19,270
2018-01-20,270
2018-01-21,261
2018-01-22,261
2018-01-23,262
2018-01-25,262
2018-01-26,272
2018-01-27,272
2018-01-28,268
2018-01-29,268
2018-01-30,268
2018-01-31,271
2018-02-01,271
2018-02-02,271
2018-02-03,266
2018-02-04,266
2018-02-05,254
2018-02-06,254
2018-02-07,247
2018-02-08,247
2018-02-09,254
2018-02-10,254
2018-02-11,254
2018-02-12,266
2018-02-13,266
2018-02-14,266
2018-02-15,280
2018-02-16,280
2018-02-17,280
2018-02-18,285
2018-02-19,285
2018-02-20,285
2018-02-21,284
2018-02-22,284
2018-02-23,284
2018-02-24,284
2018-02-25,284
2018-02-26,284
2018-02-27,274
2018-02-28,274
2018-03-01,274
2018-03-02,280
2018-03-03,280
2018-03-04,280
2018-03-05,269
2018-03-06,269
2018-03-07,269
2018-03-08,259
2018-03-09,259
2018-03-10,259
2018-03-11,250
2018-03-12,250
2018-03-13,250
2018-03-14,262
2018-03-15,262
2018-03-16,262
2018-03-17,260
2018-03-18,260
2018-03-20,262
2018-03-21,262
2018-03-23,272
2018-03-24,272
2018-03-25,272
2018-03-26,273
2018-03-27,273
2018-03-28,273
2018-03-29,273
2018-03-30,273
2018-03-31,273
2018-04-01,273
2018-04-02,272
2018-04-03,272
2018-04-04,272
2018-04-05,282
2018-04-06,282
2018-04-07,282
2018-04-08,289
2018-04-09,289
2018-04-10,289
2018-04-11,276
2018-04-12,276
2018-04-13,276
2018-04-14,288
2018-04-15,288
2018-04-16,288
2018-04-17,283
2018-04-18,283
2018-04-19,283
2018-04-20,289
2018-04-21,289
2018-04-22,289
2018-04-23,293
2018-04-24,293
2018-04-25,293
2018-04-26,293
2018-04-27,288
2018-04-28,288
2018-04-29,288
2018-04-30,284
2018-05-01,284
2018-05-03,284
2018-05-04,297
2018-05-05,297
2018-05-07,311
2018-05-08,311
2018-05-09,311
2018-05-10,315
2018-05-11,315
2018-05-12,315
2018-05-13,326
2018-05-14,326
2018-05-15,326
2018-05-16,314
2018-05-17,314
2018-05-18,314
2018-05-19,311
2018-05-20,311
2018-05-21,311
2018-05-22,327
2018-05-23,327
2018-05-24,327
2018-05-25,344
2018-05-26,344
2018-05-27,344
2018-05-28,362
2018-05-29,362
2018-05-30,362
2018-05-31,379
2018-06-01,379
2018-06-02,393
2018-06-03,393
2018-06-04,393
2018-06-05,408
2018-06-06,408
2018-06-07,408
2018-06-08,401
2018-06-09,401
2018-06-10,401
2018-06-11,400
2018-06-12,400
2018-06-13,408
2018-06-14,408
2018-06-15,408
2018-06-16,408
2018-06-17,408
2018-06-18,408
2018-06-19,408
2018-06-20,408
2018-06-21,403
2018-06-22,403
2018-06-23,403
2018-06-24,403
2018-06-25,400
2018-06-26,400
2018-06-27,400
2018-06-28,393
2018-06-29,393
2018-06-30,393
2018-07-01,379
2018-07-02,379
2018-07-03,379
2018-07-04,394
2018-07-05,394
2018-07-06,394
2018-07-07,414
2018-07-08,414
2018-07-09,432
2018-07-10,432
2018-07-11,411
2018-07-12,411
2018-07-13,427
2018-07-14,427
2018-07-15,408
2018-07-16,408
2018-07-17,424
2018-07-18,424
2018-07-19,424
2018-07-20,408
2018-07-21,408
2018-07-22,396
2018-07-23,396
2018-07-24,396
2018-07-25,394
2018-07-26,394
2018-07-27,400
2018-07-28,400
2018-07-29,397
2018-07-30,397
2018-07-31,403
2018-08-01,403
2018-08-02,403
2018-08-03,400
2018-08-04,400
2018-08-05,389
2018-08-06,389
2018-08-07,389
2018-08-08,377
2018-08-09,377
2018-08-10,377
2018-08-11,370
2018-08-12,370
2018-08-14,373
2018-08-16,359
2018-08-17,349
2018-08-18,349
2018-08-19,338
2018-08-20,338
2018-08-21,338
2018-08-22,323
2018-08-23,323
2018-08-24,323
2018-08-25,315
2018-08-26,315
2018-08-27,315
2018-08-28,300
2018-08-29,300
2018-08-30,300
2018-08-31,303
2018-09-01,303
2018-09-02,319
2018-09-03,319
2018-09-04,318
2018-09-05,318
2018-09-06,318
2018-09-07,313
2018-09-08,313
2018-09-09,303
2018-09-10,303
2018-09-11,318
2018-09-12,318
2018-09-13,321
2018-09-14,321
2018-09-15,328
2018-09-16,328
2018-09-17,328
2018-09-18,330
2018-09-19,330
2018-09-20,330
2018-09-21,328
2018-09-22,328
2018-09-23,321
2018-09-24,321
2018-09-25,321
2018-09-26,310
2018-09-27,310
2018-09-28,310
2018-09-29,306
2018-09-30,306
2018-10-01,310
2018-10-02,310
2018-10-03,326
2018-10-04,326
2018-10-05,326
2018-10-06,340
2018-10-07,340
2018-10-08,340
2018-10-09,348
2018-10-10,348
2018-10-11,348
2018-10-12,337
2018-10-13,337
2018-10-14,343
2018-10-15,343
2018-10-16,343
2018-10-17,358
2018-10-18,358
2018-10-19,358
2018-10-20,360
2018-10-21,360
2018-10-22,360
2018-10-23,357
2018-10-24,357
2018-10-25,349
2018-10-26,349
2018-10-27,349
2018-10-28,357
2018-10-29,357
2018-10-30,357
2018-10-31,373
2018-11-01,373
2018-11-03,377
2018-11-04,369
2018-11-05,356
2018-11-06,356
2018-11-07,342
2018-11-08,342
2018-11-09,343
2018-11-10,328
2018-11-11,328
2018-11-12,322
2018-11-13,312
2018-11-14,312
2018-11-15,300
2018-11-16,312
2018-11-17,312
2018-11-18,328
2018-11-19,313
2018-11-20,299
2018-11-21,287
2018-11-22,274
2018-11-23,274
2018-11-24,270
2018-11-25,268
2018-11-26,268
2018-11-27,266
2018-11-28,279
2018-11-29,279
2018-12-01,279
2018-12-02,279
2018-12-03,266
2018-12-04,279
2018-12-05,289
2018-12-07,285
2018-12-09,273
2018-12-10,264
2018-12-11,264
2018-12-12,262
2018-12-13,262
2018-12-14,261
2018-12-15,261
2018-12-16,270
2018-12-17,270
2018-12-18,266
2018-12-19,266
2018-12-20,277
2018-12-21,277
2018-12-22,291
2018-12-23,303
2018-12-24,303
2018-12-25,290
2018-12-26,290
2018-12-27,287
2018-12-28,287
2018-12-29,302
2018-12-30,302
2018-12-31,318
2019-01-01,318
2019-01-02,334
2019-01-03,334
2019-01-04,350
2019-01-05,337
2019-01-06,329
2019-01-08,324
2019-01-10,341
2019-01-11,341
2019-01-12,348
2019-01-13,348
2019-01-14,345
2019-01-15,345
2019-01-16,345
2019-01-17,345
2019-01-18,331
2019-01-19,348
2019-01-20,364
2019-01-21,364
2019-01-22,358
2019-01-23,358
2019-01-24,357
2019-01-25,357
2019-01-26,375
2019-01-27,375
2019-01-28,393
2019-01-29,393
2019-01-30,412
2019-01-31,412
2019-02-01,408
2019-02-02,408
2019-02-03,394
2019-02-04,394
2019-02-05,391
2019-02-06,391
2019-02-07,400
2019-02-08,400
2019-02-09,405
2019-02-10,405
2019-02-11,408
2019-02-12,408
2019-02-13,426
2019-02-14,426
2019-02-15,429
2019-02-16,429
2019-02-17,437
2019-02-18,437
2019-02-19,432
2019-02-20,432
2019-02-21,427
2019-02-22,427
2019-02-23,430
2019-02-24,430
2019-02-25,432
2019-02-26,432
2019-02-27,431
2019-02-28,431
2019-03-01,428
2019-03-02,428
2019-03-03,430
2019-03-04,430
2019-03-05,430
2019-03-06,430
2019-03-07,430
2019-03-08,430
2019-03-09,430
2019-03-10,428
2019-03-11,428
2019-03-12,430
2019-03-13,430
2019-03-14,442
2019-03-15,442
2019-03-16,442
2019-03-17,434
2019-03-18,434
2019-03-19,451
2019-03-20,451
2019-03-21,440
2019-03-22,440
2019-03-23,420
2019-03-24,413
2019-03-25,413
2019-03-26,403
2019-03-27,403
2019-03-28,386
2019-03-29,370
2019-03-30,370
2019-03-31,354
2019-04-01,340
2019-04-02,340
2019-04-03,327
2019-04-04,335
2019-04-05,335
2019-04-06,319
2019-04-07,319
2019-04-08,308
2019-04-09,308
2019-04-10,308
2019-04-11,301
2019-04-12,301
2019-04-13,304
2019-04-14,304
2019-04-15,297
2019-04-16,297
2019-04-17,309
2019-04-18,309
2019-04-19,309
2019-04-20,325
2019-04-21,325
2019-04-22,342
2019-04-23,342
2019-04-24,342
2019-04-25,360
2019-04-26,360
2019-04-27,365
2019-04-28,365
2019-04-29,361
2019-04-30,361
2019-05-01,361
2019-05-02,350
2019-05-03,350
2019-05-04,338
2019-05-05,338
2019-05-06,338
2019-05-07,324
2019-05-08,324
2019-05-09,308
2019-05-10,310
2019-05-11,310
2019-05-12,326
2019-05-13,326
2019-05-14,343
2019-05-15,343
2019-05-16,343
2019-05-17,348
2019-05-18,348
2019-05-19,338
2019-05-20,338
2019-05-21,322
2019-05-22,322
2019-05-23,319
2019-05-24,319
2019-05-25,323
2019-05-26,323
2019-05-27,335
2019-05-28,335
2019-05-29,319
2019-05-30,319
2019-05-31,304
2019-06-01,290
2019-06-02,290
2019-06-03,288
2019-06-04,288
2019-06-05,274
2019-06-06,274
2019-06-07,274
2019-06-08,264
2019-06-09,255
2019-06-10,255
2019-06-11,257
2019-06-12,257
2019-06-13,257
2019-06-14,270
2019-06-15,270
2019-06-16,270
2019-06-17,284
2019-06-18,284
2019-06-19,284
2019-06-20,282
2019-06-21,282
2019-06-22,282
2019-06-23,279
2019-06-24,279
2019-06-25,279
2019-06-26,292
2019-06-27,292
2019-06-28,292
2019-06-29,284
2019-06-30,284
2019-07-01,284
2019-07-02,283
2019-07-03,283
2019-07-04,283
2019-07-05,289
2019-07-06,289
2019-07-07,289
2019-07-08,285
2019-07-09,285
2019-07-10,274
2019-07-11,274
2019-07-12,283
2019-07-13,283
2019-07-14,283
2019-07-15,298
2019-07-16,298
2019-07-17,308
2019-07-18,308
2019-07-19,308
2019-07-20,303
2019-07-21,303
2019-07-22,309
2019-07-23,309
2019-07-24,309
2019-07-25,299
2019-07-26,299
2019-07-27,291
2019-07-28,291
2019-07-29,291
2019-07-30,279
2019-07-31,279
2019-08-01,279
2019-08-02,270
2019-08-03,270
2019-08-04,270
2019-08-05,258
2019-08-06,258
2019-08-07,258
2019-08-08,251
2019-08-09,251
2019-08-10,251
2019-08-11,264
2019-08-12,264
2019-08-13,264
2019-08-14,258
2019-08-15,258
2019-08-16,258
2019-08-17,271
2019-08-18,271
2019-08-19,285
2019-08-20,285
2019-08-21,285
2019-08-22,300
2019-08-23,300
2019-08-24,300
2019-08-24,300
2019-08-25,301
2019-08-25,301
2019-08-26,301
2019-08-27,301
2019-08-27,301
2019-08-28,305
2019-08-29,305
2019-08-30,305
2019-08-31,305
2019-09-01,321
2019-09-02,321
2019-09-03,321
2019-09-04,338
2019-09-05,338
2019-09-06,338
2019-09-07,325
2019-09-08,325
2019-09-09,325
2019-09-10,325
2019-09-11,316
2019-09-12,316
2019-09-13,316
2019-09-14,305
2019-09-15,305
2019-09-16,296
2019-09-17,296
2019-09-18,291
2019-09-19,291
2019-09-20,291
2019-09-21,289
2019-09-22,289
2019-09-23,278
2019-09-24,278
2019-09-25,278
2019-09-26,278
2019-09-27,274
2019-09-28,274
2019-09-29,274
2019-09-30,274
2019-10-01,263
2019-10-02,263
2019-10-03,263
2019-10-04,263
2019-10-05,252
2019-10-06,252
2019-10-07,252
2019-10-08,248
2019-10-09,248
2019-10-10,248
2019-10-11,248
2019-10-12,249
2019-10-13,249
2019-10-14,249
2019-10-15,249
2019-10-16,239
2019-10-17,239
2019-10-18,239
2019-10-19,231
2019-10-20,231
2019-10-21,231
2019-10-22,235
2019-10-23,235
2019-10-24,235
2019-10-25,242
2019-10-26,242
2019-10-27,242
2019-10-28,236
2019-10-29,236
2019-10-30,236
2019-10-31,236
2019-11-01,245
2019-11-02,245
2019-11-03,245
2019-11-04,234
2019-11-05,234
2019-11-06,234
2019-11-07,234
2019-11-08,223
2019-11-09,223
2019-11-10,221
2019-11-11,221
2019-11-12,221
2019-11-13,221
2019-11-14,219
2019-11-15,219
2019-11-16,219
2019-11-17,219
2019-11-18,216
2019-11-19,216
2019-11-20,216
2019-11-21,216
2019-11-22,207
2019-11-23,207
2019-11-24,207
2019-11-25,207
2019-11-26,213
2019-11-27,213
2019-11-28,213
2019-11-29,213
2019-11-30,218
2019-12-01,218
2019-12-02,218
2019-12-03,218
2019-12-04,218
2019-12-05,218
2019-12-06,218
2019-12-07,218
2019-12-08,218
2019-12-09,221
2019-12-10,221
2019-12-11,221
2019-12-12,221
2019-12-13,211
2019-12-14,211
2019-12-15,211
2019-12-16,211
2019-12-17,205
2019-12-18,205
2019-12-19,205
2019-12-20,205
2019-12-21,216
2019-12-22,216
2019-12-23,216
2019-12-24,216
2019-12-25,212
2019-12-26,212
2019-12-27,212
2019-12-28,220
2019-12-29,220
2019-12-30,220
2019-12-31,220
2020-01-01,230
2020-01-02,230
2020-01-03,230
2020-01-04,242
2020-01-05,242
2020-01-06,242
2020-01-07,245
2020-01-08,245
2020-01-09,245
2020-01-10,257
2020-01-11,257
2020-01-12,257
2020-01-13,269
2020-01-14,269
2020-01-15,269
2020-01-16,262
2020-01-17,262
2020-01-18,262
2020-01-19,251
2020-01-20,251
2020-01-21,251
2020-01-22,247
2020-01-23,247
2020-01-24,247
2020-01-25,247
2020-01-26,247
2020-01-27,247
2020-01-28,254
2020-01-29,254
2020-01-30,254
2020-01-31,266
2020-02-01,266
2020-02-02,266
2020-02-03,261
2020-02-04,261
2020-02-05,261
2020-02-06,257
2020-02-07,257
2020-02-08,257
2020-02-09,250
2020-02-10,250
2020-02-11,243
2020-02-12,243
2020-02-13,232
2020-02-14,232
2020-02-15,242
2020-02-16,242
2020-02-17,238
2020-02-18,238
2020-02-19,238
2020-02-20,239
2020-02-21,239
2020-02-22,239
2020-02-23,251
2020-02-24,251
2020-02-25,251
2020-02-26,245
2020-02-27,245
2020-02-28,240
2020-02-29,240
2020-03-01,240
2020-03-02,246
2020-03-03,246
2020-03-04,246
2020-03-05,253
2020-03-06,253
2020-03-07,253
2020-03-08,265
2020-03-09,265
2020-03-10,277
2020-03-11,277
2020-03-12,277
2020-03-13,278
2020-03-14,278
2020-03-15,278
2020-03-16,271
2020-03-17,271
2020-03-18,271
2020-03-19,272
2020-03-20,272
2020-03-21,284
2020-03-22,284
2020-03-23,298
2020-03-24,298
2020-03-25,290
2020-03-26,290
2020-03-27,295
2020-03-28,295
2020-03-29,286
2020-03-30,286
2020-03-31,275
2020-04-01,275
2020-04-02,273
2020-04-03,273
2020-04-04,279
2020-04-05,279
2020-04-06,272
2020-04-07,272
2020-04-08,286
2020-04-09,286
2020-04-10,301
2020-04-11,316
2020-04-12,316
2020-04-13,314
2020-04-14,314
2020-04-15,320
2020-04-16,320
2020-04-17,315
2020-04-18,315
2020-04-19,315
2020-04-20,315
2020-04-21,316
2020-04-22,332
2020-04-23,332
2020-04-24,342
2020-04-25,342
2020-04-26,331
2020-04-27,331
2020-04-28,323
2020-04-29,323
2020-04-30,319
2020-05-01,319
2020-05-02,323
2020-05-03,339
2020-05-04,339
2020-05-05,328
2020-05-06,332
2020-05-07,332
2020-05-08,341
2020-05-09,341
2020-05-10,359
2020-05-11,359
2020-05-12,359
2020-05-13,377
