date_obj,Blue%20boots price
2015-06-26,1330
2015-06-27,1330
2015-06-28,1270
2015-06-29,1270
2015-06-30,1270
2015-07-01,1217
2015-07-02,1217
2015-07-03,1157
2015-07-04,1157
2015-07-05,1157
2015-07-06,1099
2015-07-07,1099
2015-07-08,1062
2015-07-09,1062
2015-07-10,1062
2015-07-11,1077
2015-07-12,1077
2015-07-13,1105
2015-07-14,1105
2015-07-15,1119
2015-07-16,1119
2015-07-17,1098
2015-07-18,1098
2015-07-19,1098
2015-07-20,1087
2015-07-21,1087
2015-07-22,1039
2015-07-23,1039
2015-07-24,1039
2015-07-25,1024
2015-07-26,1024
2015-07-27,1005
2015-07-28,1005
2015-07-29,1011
2015-07-30,1011
2015-07-31,1011
2015-08-01,1021
2015-08-02,1021
2015-08-03,1025
2015-08-04,1025
2015-08-05,991
2015-08-06,991
2015-08-07,966
2015-08-08,966
2015-08-09,970
2015-08-10,970
2015-08-11,986
2015-08-12,986
2015-08-13,986
2015-08-14,991
2015-08-15,991
2015-08-16,991
2015-08-17,982
2015-08-18,982
2015-08-19,965
2015-08-20,965
2015-08-21,971
2015-08-22,971
2015-08-23,971
2015-08-24,934
2015-08-25,934
2015-08-26,934
2015-08-27,920
2015-08-28,920
2015-08-29,927
2015-08-30,927
2015-08-31,927
2015-09-01,652
2015-09-02,944
2015-09-07,977
2015-09-08,977
2015-09-10,1000
2015-09-14,1025
2015-09-16,1025
2015-09-22,1027
2015-09-23,1015
2015-09-24,1015
2015-09-25,1015
2015-09-27,1004
2015-09-28,1004
2015-09-29,1019
2015-09-30,1019
2015-10-05,1054
2015-10-06,1054
2015-10-07,1036
2015-10-08,1036
2015-10-09,997
2015-10-10,997
2015-10-11,997
2015-10-12,1005
2015-10-13,1005
2015-10-14,1005
2015-10-15,1037
2015-10-16,1037
2015-10-17,1037
2015-10-18,1054
2015-10-19,1054
2015-10-20,1064
2015-10-22,1064
2015-10-23,1032
2015-10-24,1032
2015-10-25,1050
2015-10-26,1050
2015-10-27,1050
2015-10-29,1029
2015-10-30,1029
2015-10-31,1041
2015-11-01,1041
2015-11-02,1041
2015-11-03,1039
2015-11-04,1039
2015-11-05,1039
2015-11-06,1059
2015-11-07,1059
2015-11-08,1059
2015-11-09,1073
2015-11-10,1073
2015-11-11,1073
2015-11-12,1057
2015-11-13,1057
2015-11-14,1057
2015-11-15,1004
2015-11-16,1004
2015-11-17,1004
2015-11-18,953
2015-11-19,953
2015-11-20,915
2015-11-21,915
2015-11-22,930
2015-11-23,930
2015-11-24,930
2015-11-25,958
2015-11-26,958
2015-11-27,958
2015-11-28,982
2015-11-29,982
2015-11-30,999
2015-12-01,999
2015-12-02,999
2015-12-03,1027
2015-12-04,1027
2015-12-05,1027
2015-12-06,1020
2015-12-07,1020
2015-12-08,1020
2015-12-09,1016
2015-12-10,1016
2015-12-11,1016
2015-12-12,1014
2015-12-13,1014
2015-12-14,1014
2015-12-15,1012
2015-12-16,1012
2015-12-17,1012
2015-12-18,1021
2015-12-19,1021
2015-12-20,1021
2015-12-21,1031
2015-12-22,1031
2015-12-23,1013
2015-12-24,1013
2015-12-25,1013
2015-12-26,1005
2015-12-27,1005
2015-12-28,969
2015-12-29,969
2015-12-30,951
2015-12-31,951
2016-01-01,951
2016-01-02,903
2016-01-03,903
2016-01-04,879
2016-01-05,879
2016-01-06,890
2016-01-07,890
2016-01-08,890
2016-01-09,894
2016-01-10,894
2016-01-11,899
2016-01-12,899
2016-01-13,910
2016-01-14,910
2016-01-15,869
2016-01-16,869
2016-01-17,833
2016-01-18,833
2016-01-19,843
2016-01-20,843
2016-01-21,830
2016-01-22,830
2016-01-23,837
2016-01-24,837
2016-01-25,861
2016-01-26,861
2016-01-27,841
2016-01-28,841
2016-01-29,844
2016-01-30,844
2016-01-31,874
2016-02-01,874
2016-02-02,902
2016-02-03,902
2016-02-04,919
2016-02-05,919
2016-02-06,932
2016-02-07,932
2016-02-08,974
2016-02-09,974
2016-02-10,992
2016-02-11,992
2016-02-12,992
2016-02-13,999
2016-02-14,999
2016-02-15,997
2016-02-16,997
2016-02-17,1020
2016-02-18,1020
2016-02-19,1020
2016-02-20,1068
2016-02-21,1080
2016-02-22,1080
2016-02-23,1100
2016-02-24,1100
2016-02-25,1103
2016-02-26,1103
2016-02-27,1047
2016-02-28,1047
2016-02-29,1019
2016-03-01,1019
2016-03-02,1004
2016-03-03,1004
2016-03-04,1001
2016-03-05,1001
2016-03-06,975
2016-03-07,975
2016-03-08,979
2016-03-09,979
2016-03-10,972
2016-03-11,972
2016-03-12,994
2016-03-13,994
2016-03-14,986
2016-03-15,986
2016-03-16,992
2016-03-17,992
2016-03-18,971
2016-03-19,971
2016-03-20,1006
2016-03-21,1006
2016-03-22,1043
2016-03-23,1043
2016-03-24,1049
2016-03-25,1049
2016-03-26,1067
2016-03-27,1067
2016-03-28,1099
2016-03-29,1099
2016-03-30,1145
2016-03-31,1145
2016-04-01,1156
2016-04-02,1156
2016-04-03,1114
2016-04-04,1114
2016-04-05,1058
2016-04-06,1058
2016-04-07,1005
2016-04-08,1005
2016-04-09,999
2016-04-10,999
2016-04-11,958
2016-04-12,958
2016-04-13,942
2016-04-14,942
2016-04-15,903
2016-04-16,903
2016-04-17,869
2016-04-18,828
2016-04-19,828
2016-04-20,851
2016-04-21,851
2016-04-22,853
2016-04-23,853
2016-04-24,860
2016-04-25,871
2016-04-26,871
2016-04-27,899
2016-04-28,899
2016-04-29,905
2016-04-30,905
2016-05-01,937
2016-05-02,937
2016-05-03,952
2016-05-04,952
2016-05-05,956
2016-05-06,956
2016-05-07,908
2016-05-08,908
2016-05-09,863
2016-05-10,863
2016-05-11,823
2016-05-12,823
2016-05-13,827
2016-05-14,827
2016-05-15,845
2016-05-16,845
2016-05-17,856
2016-05-18,856
2016-05-19,876
2016-05-22,917
2016-05-23,925
2016-05-24,925
2016-05-25,928
2016-05-26,928
2016-05-27,907
2016-05-28,907
2016-05-29,926
2016-05-30,926
2016-05-31,956
2016-06-01,956
2016-06-02,949
2016-06-03,949
2016-06-04,918
2016-06-05,918
2016-06-06,906
2016-06-07,906
2016-06-08,882
2016-06-09,882
2016-06-10,876
2016-06-11,876
2016-06-12,854
2016-06-13,854
2016-06-14,854
2016-06-15,854
2016-06-16,822
2016-06-17,780
2016-06-18,780
2016-06-19,742
2016-06-20,742
2016-06-21,747
2016-06-22,747
2016-06-23,725
2016-06-24,725
2016-06-25,741
2016-06-26,741
2016-06-27,759
2016-06-28,759
2016-06-29,783
2016-06-30,783
2016-07-01,802
2016-07-02,802
2016-07-03,831
2016-07-04,824
2016-07-05,824
2016-07-06,811
2016-07-07,811
2016-07-08,810
2016-07-09,810
2016-07-10,815
2016-07-11,828
2016-07-12,828
2016-07-13,853
2016-07-14,853
2016-07-15,854
2016-07-16,854
2016-07-17,874
2016-07-18,898
2016-07-23,860
2016-07-24,875
2016-07-25,875
2016-07-26,899
2016-07-27,899
2016-07-28,920
2016-07-29,920
2016-07-30,923
2016-07-31,923
2016-08-01,923
2016-08-02,924
2016-08-03,924
2016-08-04,917
2016-08-05,917
2016-08-06,917
2016-08-07,927
2016-08-08,927
2016-08-09,947
2016-08-10,947
2016-08-11,947
2016-08-12,957
2016-08-13,957
2016-08-14,957
2016-08-15,958
2016-08-16,958
2016-08-17,958
2016-08-18,957
2016-08-19,957
2016-08-20,937
2016-08-21,937
2016-08-22,937
2016-08-23,946
2016-08-24,946
2016-08-25,946
2016-08-26,962
2016-08-28,978
2016-08-31,955
2016-09-01,955
2016-09-02,955
2016-09-03,938
2016-09-04,938
2016-09-05,932
2016-09-06,932
2016-09-07,932
2016-09-08,944
2016-09-09,944
2016-09-10,944
2016-09-11,977
2016-09-12,977
2016-09-13,977
2016-09-14,979
2016-09-15,979
2016-09-16,979
2016-09-17,943
2016-09-18,943
2016-09-19,943
2016-09-20,927
2016-09-21,927
2016-09-22,927
2016-09-23,931
2016-09-24,931
2016-09-25,931
2016-09-26,931
2016-09-27,942
2016-09-28,942
2016-09-29,942
2016-09-30,945
2016-10-01,945
2016-10-02,945
2016-10-03,955
2016-10-04,955
2016-10-05,955
2016-10-06,925
2016-10-07,925
2016-10-08,925
2016-10-09,883
2016-10-10,883
2016-10-11,883
2016-10-12,905
2016-10-13,905
2016-10-14,911
2016-10-15,911
2016-10-16,911
2016-10-17,907
2016-10-18,907
2016-10-19,907
2016-10-20,888
2016-10-21,888
2016-10-22,888
2016-10-23,896
2016-10-24,896
2016-10-25,896
2016-10-26,914
2016-10-27,914
2016-10-28,914
2016-10-29,899
2016-10-30,899
2016-10-31,899
2016-11-01,930
2016-11-02,930
2016-11-03,930
2016-11-04,919
2016-11-05,919
2016-11-06,919
2016-11-07,926
2016-11-08,926
2016-11-09,926
2016-11-10,942
2016-11-11,942
2016-11-12,942
2016-11-13,955
2016-11-14,955
2016-11-15,955
2016-12-07,959
2016-12-08,959
2016-12-09,967
2016-12-10,967
2016-12-11,976
2016-12-12,976
2016-12-13,979
2016-12-14,979
2016-12-15,979
2016-12-16,951
2016-12-17,951
2016-12-18,955
2016-12-19,955
2016-12-20,937
2016-12-21,937
2016-12-22,937
2016-12-23,935
2016-12-24,935
2016-12-25,935
2016-12-26,951
2016-12-27,951
2016-12-28,957
2016-12-29,957
2016-12-30,960
2016-12-31,960
2017-01-01,930
2017-01-02,930
2017-01-03,952
2017-01-04,952
2017-01-05,960
2017-01-06,960
2017-01-07,945
2017-01-08,945
2017-01-09,926
2017-01-10,926
2017-01-11,927
2017-01-12,927
2017-01-13,922
2017-01-14,922
2017-01-15,940
2017-01-16,940
2017-01-17,935
2017-01-18,935
2017-01-19,953
2017-01-20,953
2017-01-21,954
2017-01-22,954
2017-01-23,946
2017-01-27,937
2017-01-28,937
2017-01-29,941
2017-01-30,941
2017-01-31,941
2017-02-01,949
2017-02-02,949
2017-02-03,949
2017-02-04,969
2017-02-05,969
2017-02-06,973
2017-02-07,973
2017-02-08,989
2017-02-09,989
2017-02-10,1005
2017-02-11,1005
2017-02-12,1007
2017-02-13,1007
2017-02-14,1007
2017-02-15,1007
2017-02-16,1025
2017-02-18,973
2017-02-19,924
2017-02-20,924
2017-02-21,945
2017-02-22,945
2017-02-23,938
2017-02-24,938
2017-02-25,959
2017-02-26,959
2017-02-27,933
2017-02-28,933
2017-03-01,929
2017-03-02,929
2017-03-03,942
2017-03-04,942
2017-03-05,946
2017-03-06,946
2017-03-07,973
2017-03-08,973
2017-03-09,973
2017-03-10,980
2017-03-11,980
2017-03-12,985
2017-03-13,985
2017-03-14,975
2017-03-15,975
2017-03-16,977
2017-03-17,977
2017-03-18,941
2017-03-19,941
2017-03-20,911
2017-03-21,911
2017-03-22,865
2017-03-23,865
2017-03-24,821
2017-03-25,821
2017-03-26,784
2017-03-27,784
2017-03-28,804
2017-03-29,804
2017-03-30,809
2017-03-31,809
2017-04-01,780
2017-04-02,780
2017-04-03,752
2017-04-04,752
2017-04-12,640
2017-04-13,651
2017-04-14,651
2017-04-15,677
2017-04-16,677
2017-04-17,680
2017-04-18,680
2017-04-19,652
2017-04-20,652
2017-04-21,625
2017-04-22,625
2017-04-23,624
2017-04-24,624
2017-04-25,637
2017-04-26,637
2017-04-27,641
2017-04-28,641
2017-04-29,641
2017-04-30,641
2017-05-01,634
2017-05-02,634
2017-05-03,607
2017-05-04,607
2017-05-05,611
2017-05-06,611
2017-05-07,621
2017-05-08,621
2017-05-09,627
2017-05-10,627
2017-05-11,650
2017-05-12,650
2017-05-13,674
2017-05-14,674
2017-05-15,679
2017-05-16,679
2017-05-17,693
2017-05-18,693
2017-05-19,714
2017-05-20,738
2017-05-21,738
2017-05-22,738
2017-05-23,771
2017-05-24,771
2017-05-25,789
2017-05-26,789
2017-05-27,803
2017-05-28,803
2017-05-29,785
2017-05-30,785
2017-05-31,750
2017-06-01,750
2017-06-02,722
2017-06-03,722
2017-06-04,712
2017-06-05,712
2017-06-06,746
2017-06-07,746
2017-06-08,775
2017-06-09,775
2017-06-10,777
2017-06-11,777
2017-06-12,745
2017-06-13,745
2017-06-14,721
2017-06-15,721
2017-06-16,699
2017-06-17,699
2017-06-18,677
2017-06-19,677
2017-06-20,675
2017-06-21,675
2017-06-22,675
2017-06-23,667
2017-06-24,667
2017-06-25,679
2017-06-26,679
2017-06-27,687
2017-06-28,687
2017-06-29,690
2017-06-30,690
2017-07-01,690
2017-07-02,687
2017-07-03,687
2017-07-04,692
2017-07-05,692
2017-07-06,658
2017-07-07,658
2017-07-08,658
2017-07-13,678
2017-07-14,697
2017-07-15,697
2017-07-16,697
2017-07-17,713
2017-07-18,713
2017-07-19,742
2017-07-20,742
2017-07-21,742
2017-07-22,742
2017-07-23,750
2017-07-24,750
2017-07-25,750
2017-07-26,755
2017-07-27,755
2017-07-28,775
2017-07-29,775
2017-07-30,791
2017-07-31,791
2017-08-01,791
2017-08-02,800
2017-08-03,800
2017-08-04,800
2017-08-05,818
2017-08-06,818
2017-08-09,840
2017-08-10,837
2017-08-11,837
2017-08-12,820
2017-08-13,820
2017-08-14,820
2017-08-15,839
2017-08-16,839
2017-08-17,845
2017-08-18,845
2017-08-19,845
2017-08-20,854
2017-08-21,854
2017-08-22,838
2017-08-23,838
2017-08-24,806
2017-08-25,806
2017-08-26,765
2017-08-27,765
2017-08-28,749
2017-08-29,749
2017-08-30,749
2017-08-31,749
2017-09-01,749
2017-09-02,773
2017-09-03,773
2017-09-04,773
2017-09-05,806
2017-09-06,806
2017-09-07,808
2017-09-08,808
2017-09-09,820
2017-09-10,820
2017-09-11,826
2017-09-12,826
2017-09-13,855
2017-09-14,855
2017-09-15,866
2017-09-16,866
2017-09-17,841
2017-09-18,841
2017-09-19,841
2017-09-20,838
2017-09-22,828
2017-09-23,828
2017-09-24,828
2017-09-25,822
2017-09-26,822
2017-09-27,822
2017-09-28,819
2017-09-29,819
2017-09-30,783
2017-10-01,783
2017-10-02,744
2017-10-03,744
2017-10-04,744
2017-10-05,730
2017-10-06,730
2017-10-07,694
2017-10-08,694
2017-10-09,684
2017-10-10,684
2017-10-11,694
2017-10-12,694
2017-10-13,709
2017-10-14,709
2017-10-15,709
2017-10-16,703
2017-10-17,703
2017-10-18,671
2017-10-19,671
2017-10-20,655
2017-10-21,655
2017-10-22,650
2017-10-23,650
2017-10-24,660
2017-10-25,660
2017-10-26,643
2017-10-27,643
2017-10-28,643
2017-10-29,634
2017-10-30,634
2017-10-31,644
2017-11-01,644
2017-11-02,644
2017-11-03,635
2017-11-04,635
2017-11-05,610
2017-11-06,610
2017-11-07,610
2017-11-08,585
2017-11-09,585
2017-11-10,597
2017-11-11,597
2017-11-12,577
2017-11-13,577
2017-11-14,577
2017-11-15,548
2017-11-16,548
2017-11-17,556
2017-11-18,556
2017-11-19,529
2017-11-20,529
2017-11-21,522
2017-11-22,522
2017-11-23,522
2017-11-24,522
2017-11-25,534
2017-11-26,534
2017-11-27,534
2017-11-28,538
2017-11-29,538
2017-11-30,538
2017-12-01,548
2017-12-02,548
2017-12-03,572
2017-12-04,572
2017-12-05,576
2017-12-06,576
2017-12-07,561
2017-12-08,561
2017-12-09,561
2017-12-10,541
2017-12-11,541
2017-12-12,544
2017-12-13,544
2017-12-14,551
2017-12-15,551
2017-12-16,565
2017-12-17,565
2017-12-18,555
2017-12-19,555
2017-12-20,555
2017-12-21,549
2017-12-22,549
2017-12-23,543
2017-12-24,543
2017-12-25,543
2017-12-26,554
2017-12-27,554
2017-12-28,536
2017-12-29,536
2017-12-30,546
2017-12-31,546
2018-01-01,550
2018-01-02,550
2018-01-03,551
2018-01-04,551
2018-01-05,531
2018-01-06,531
2018-01-07,532
2018-01-08,532
2018-01-09,535
2018-01-10,535
2018-01-11,512
2018-01-12,512
2018-01-13,501
2018-01-14,501
2018-01-15,482
2018-01-16,482
2018-01-17,461
2018-01-18,461
2018-01-19,473
2018-01-20,473
2018-01-21,469
2018-01-22,469
2018-01-23,477
2018-01-24,482
2018-01-25,482
2018-01-26,492
2018-01-27,502
2018-01-28,506
2018-01-29,525
2018-01-30,533
2018-01-31,542
2018-02-01,542
2018-02-02,560
2018-02-03,555
2018-02-04,559
2018-02-05,557
2018-02-06,561
2018-02-07,546
2018-02-08,546
2018-02-09,551
2018-02-10,551
2018-02-11,557
2018-02-12,564
2018-02-13,564
2018-02-14,557
2018-02-15,566
2018-02-16,567
2018-02-17,570
2018-02-18,560
2018-02-19,569
2018-02-20,570
2018-02-21,551
2018-02-22,551
2018-02-23,545
2018-02-24,545
2018-02-25,520
2018-02-26,507
2018-02-27,508
2018-02-28,508
2018-03-01,490
2018-03-02,490
2018-03-03,500
2018-03-04,500
2018-03-05,501
2018-03-06,482
2018-03-07,466
2018-03-08,466
2018-03-09,455
2018-03-10,462
2018-03-11,467
2018-03-12,491
2018-03-13,511
2018-03-14,503
2018-03-15,503
2018-03-16,477
2018-03-17,472
2018-03-18,473
2018-03-20,485
2018-03-21,485
2018-03-22,486
2018-03-23,486
2018-03-24,467
2018-03-25,478
2018-03-26,478
2018-03-27,493
2018-03-28,493
2018-03-29,503
2018-03-30,512
2018-03-31,538
2018-04-01,538
2018-04-02,556
2018-04-03,560
2018-04-04,572
2018-04-05,572
2018-04-06,584
2018-04-07,584
2018-04-08,581
2018-04-09,593
2018-04-10,589
2018-04-11,592
2018-04-12,579
2018-04-13,579
2018-04-14,571
2018-04-15,556
2018-04-16,556
2018-04-17,551
2018-04-18,551
2018-04-19,557
2018-04-20,542
2018-04-21,563
2018-04-22,563
2018-04-23,572
2018-04-24,572
2018-04-25,555
2018-04-26,555
2018-04-27,544
2018-04-28,523
2018-04-29,516
2018-04-30,541
2018-05-01,545
2018-05-02,545
2018-05-03,541
2018-05-04,541
2018-05-05,542
2018-05-06,542
2018-05-07,515
2018-05-08,515
2018-05-09,502
2018-05-10,501
2018-05-11,501
2018-05-12,478
2018-05-13,478
2018-05-14,454
2018-05-15,454
2018-05-16,445
2018-05-17,448
2018-05-18,459
2018-05-19,464
2018-05-20,464
2018-05-21,473
2018-05-22,473
2018-05-23,492
2018-05-24,492
2018-05-25,515
2018-05-26,531
2018-05-27,531
2018-05-28,543
2018-05-29,542
2018-05-30,563
2018-05-31,577
2018-06-01,591
2018-06-02,590
2018-06-03,576
2018-06-04,579
2018-06-05,583
2018-06-06,597
2018-06-07,597
2018-06-08,600
2018-06-09,600
2018-06-10,601
2018-06-11,620
2018-06-12,631
2018-06-13,639
2018-06-14,661
2018-06-15,661
2018-06-16,671
2018-06-17,692
2018-06-18,702
2018-06-19,708
2018-06-20,708
2018-06-21,707
2018-06-22,698
2018-06-23,698
2018-06-24,690
2018-06-25,655
2018-06-26,655
2018-06-27,622
2018-06-28,590
2018-06-29,563
2018-06-30,539
2018-07-01,540
2018-07-02,540
2018-07-03,538
2018-07-04,541
2018-07-05,541
2018-07-06,550
2018-07-07,555
2018-07-08,567
2018-07-09,582
2018-07-10,596
2018-07-11,614
2018-07-12,614
2018-07-13,623
2018-07-14,638
2018-07-15,638
2018-07-16,642
2018-07-17,651
2018-07-18,651
2018-07-19,675
2018-07-20,644
2018-07-21,637
2018-07-22,645
2018-07-23,648
2018-07-24,643
2018-07-25,632
2018-07-26,635
2018-07-27,650
2018-07-28,660
2018-07-29,670
2018-07-30,684
2018-07-31,700
2018-08-01,700
2018-08-02,713
2018-08-03,719
2018-08-04,746
2018-08-05,769
2018-08-06,779
2018-08-07,743
2018-08-08,705
2018-08-09,669
2018-08-10,650
2018-08-11,640
2018-08-12,636
2018-08-14,587
2018-08-16,580
2018-08-17,584
2018-08-18,611
2018-08-19,637
2018-08-20,629
2018-08-21,659
2018-08-22,674
2018-08-23,691
2018-08-24,677
2018-08-25,646
2018-08-26,636
2018-08-27,621
2018-08-28,633
2018-08-29,608
2018-08-30,585
2018-08-31,596
2018-09-01,616
2018-09-02,631
2018-09-03,605
2018-09-04,622
2018-09-05,614
2018-09-06,614
2018-09-07,604
2018-09-08,624
2018-09-09,597
2018-09-10,606
2018-09-11,606
2018-09-12,605
2018-09-13,606
2018-09-14,600
2018-09-15,604
2018-09-16,604
2018-09-17,633
2018-09-18,644
2018-09-19,674
2018-09-20,699
2018-09-21,714
2018-09-22,707
2018-09-23,707
2018-09-24,718
2018-09-25,739
2018-09-26,745
2018-09-27,745
2018-09-28,744
2018-09-29,753
2018-09-30,745
2018-10-01,731
2018-10-02,729
2018-10-03,744
2018-10-04,744
2018-10-05,718
2018-10-06,718
2018-10-07,718
2018-10-08,728
2018-10-09,694
2018-10-10,659
2018-10-11,626
2018-10-12,595
2018-10-13,565
2018-10-14,536
2018-10-15,509
2018-10-16,484
2018-10-17,474
2018-10-18,476
2018-10-19,474
2018-10-20,474
2018-10-21,482
2018-10-22,477
2018-10-23,477
2018-10-24,478
2018-10-25,490
2018-10-26,513
2018-10-27,531
2018-10-28,551
2018-10-29,551
2018-10-30,536
2018-10-31,521
2018-11-01,520
2018-11-03,518
2018-11-04,536
2018-11-05,562
2018-11-06,575
2018-11-07,602
2018-11-08,612
2018-11-09,606
2018-11-10,622
2018-11-11,643
2018-11-12,657
2018-11-13,641
2018-11-15,667
2018-11-16,676
2018-11-17,691
2018-11-18,716
2018-11-19,728
2018-11-20,699
2018-11-21,665
2018-11-22,631
2018-11-23,645
2018-11-24,670
2018-11-25,674
2018-11-26,643
2018-11-27,625
2018-11-28,596
2018-11-29,566
2018-12-01,528
2018-12-02,540
2018-12-03,558
2018-12-04,573
2018-12-05,587
2018-12-07,556
2018-12-09,533
2018-12-10,512
2018-12-11,508
2018-12-12,495
2018-12-13,482
2018-12-14,472
2018-12-15,471
2018-12-16,464
2018-12-17,442
2018-12-18,448
2018-12-19,463
2018-12-20,477
2018-12-21,488
2018-12-22,498
2018-12-23,508
2018-12-24,520
2018-12-25,525
2018-12-26,539
2018-12-27,541
2018-12-28,529
2018-12-29,504
2018-12-30,479
2018-12-31,481
2019-01-01,456
2019-01-02,434
2019-01-03,444
2019-01-04,445
2019-01-05,448
2019-01-06,466
2019-01-08,463
2019-01-10,476
2019-01-11,452
2019-01-12,447
2019-01-13,432
2019-01-14,430
2019-01-15,432
2019-01-16,437
2019-01-17,448
2019-01-18,452
2019-01-19,462
2019-01-20,472
2019-01-21,475
2019-01-22,468
2019-01-23,456
2019-01-24,452
2019-01-25,462
2019-01-26,468
2019-01-27,475
2019-01-28,464
2019-01-29,440
2019-01-30,430
2019-01-31,408
2019-02-01,395
2019-02-02,395
2019-02-03,408
2019-02-04,425
2019-02-05,432
2019-02-06,444
2019-02-07,457
2019-02-08,480
2019-02-09,503
2019-02-10,529
2019-02-11,554
2019-02-12,554
2019-02-13,532
2019-02-14,516
2019-02-15,518
2019-02-16,530
2019-02-17,547
2019-02-18,543
2019-02-19,532
2019-02-20,548
2019-02-21,549
2019-02-22,569
2019-02-23,581
2019-02-24,569
2019-02-25,567
2019-02-26,552
2019-02-27,536
2019-02-28,523
2019-03-01,515
2019-03-02,523
2019-03-03,531
2019-03-04,536
2019-03-05,540
2019-03-06,542
2019-03-07,552
2019-03-08,552
2019-03-09,555
2019-03-10,553
2019-03-11,550
2019-03-12,550
2019-03-13,545
2019-03-14,552
2019-03-15,573
2019-03-16,582
2019-03-17,572
2019-03-18,572
2019-03-19,579
2019-03-20,558
2019-03-21,540
2019-03-22,552
2019-03-23,564
2019-03-24,582
2019-03-25,588
2019-03-26,577
2019-03-27,577
2019-03-28,579
2019-03-29,579
2019-03-30,579
2019-03-31,589
2019-04-01,600
2019-04-02,591
2019-04-03,561
2019-04-04,560
2019-04-05,557
2019-04-06,557
2019-04-07,570
2019-04-08,578
2019-04-09,586
2019-04-10,605
2019-04-11,625
2019-04-12,625
2019-04-13,623
2019-04-14,613
2019-04-15,588
2019-04-16,570
2019-04-17,574
2019-04-18,598
2019-04-19,628
2019-04-20,647
2019-04-21,649
2019-04-22,668
2019-04-23,665
2019-04-24,635
2019-04-25,641
2019-04-26,647
2019-04-27,650
2019-04-28,669
2019-04-29,682
2019-04-30,674
2019-05-01,682
2019-05-02,689
2019-05-03,696
2019-05-04,690
2019-05-05,656
2019-05-06,634
2019-05-07,635
2019-05-08,603
2019-05-09,598
2019-05-10,603
2019-05-11,600
2019-05-12,602
2019-05-13,598
2019-05-14,576
2019-05-15,576
2019-05-16,581
2019-05-17,581
2019-05-18,586
2019-05-19,592
2019-05-20,594
2019-05-21,595
2019-05-22,583
2019-05-23,562
2019-05-24,553
2019-05-25,554
2019-05-26,567
2019-05-27,579
2019-05-28,570
2019-05-29,544
2019-05-30,534
2019-05-31,560
2019-06-01,584
2019-06-02,586
2019-06-03,562
2019-06-04,570
2019-06-05,569
2019-06-06,560
2019-06-07,573
2019-06-08,580
2019-06-09,595
2019-06-10,595
2019-06-11,589
2019-06-12,588
2019-06-13,607
2019-06-14,606
2019-06-15,606
2019-06-16,594
2019-06-17,586
2019-06-18,581
2019-06-19,594
2019-06-20,587
2019-06-21,566
2019-06-22,566
2019-06-23,565
2019-06-24,571
2019-06-25,582
2019-06-26,577
2019-06-27,564
2019-06-28,564
2019-06-29,554
2019-06-30,558
2019-07-01,558
2019-07-02,572
2019-07-03,571
2019-07-04,571
2019-07-05,582
2019-07-06,569
2019-07-07,570
2019-07-08,545
2019-07-09,518
2019-07-10,499
2019-07-11,504
2019-07-12,522
2019-07-13,522
2019-07-14,528
2019-07-15,528
2019-07-16,529
2019-07-17,528
2019-07-18,528
2019-07-19,529
2019-07-20,508
2019-07-21,508
