date_obj,Adamant%20shield%20(h1) price
2015-03-26,6280
2015-03-27,6280
2015-03-28,6280
2015-03-29,5966
2015-03-30,5966
2015-03-31,5715
2015-04-01,5715
2015-04-02,5715
2015-04-03,5441
2015-04-04,5441
2015-04-05,5239
2015-04-06,5239
2015-04-07,5239
2015-04-08,5034
2015-04-09,5034
2015-04-10,5034
2015-04-11,4802
2015-04-12,4802
2015-04-13,4635
2015-04-14,4635
2015-04-15,4449
2015-04-16,4449
2015-04-17,4424
2015-04-18,4424
2015-04-19,4275
2015-04-20,4275
2015-04-21,4171
2015-04-22,4171
2015-04-23,4171
2015-04-24,3982
2015-04-25,3982
2015-04-26,3982
2015-04-27,3789
2015-04-28,3789
2015-04-29,3789
2015-04-30,3622
2015-05-01,3622
2015-05-02,3462
2015-05-03,3462
2015-05-04,3301
2015-05-05,3301
2015-05-06,3162
2015-05-07,3162
2015-05-08,3089
2015-05-09,3089
2015-05-10,3089
2015-05-11,2999
2015-05-12,2999
2015-05-13,2933
2015-05-14,2933
2015-05-15,2933
2015-05-16,2801
2015-05-17,2801
2015-05-18,2767
2015-05-19,2767
2015-05-20,2767
2015-05-21,2767
2015-05-22,2659
2015-05-23,2659
2015-05-24,2752
2015-05-25,2752
2015-05-26,2752
2015-05-27,2657
2015-05-28,2657
2015-05-29,2657
2015-05-30,2598
2015-05-31,2598
2015-06-01,2598
2015-06-02,2697
2015-06-03,2697
2015-06-04,2697
2015-06-05,2740
2015-06-06,2740
2015-06-07,2740
2015-06-08,2814
2015-06-09,2814
2015-06-10,2814
2015-06-11,2814
2015-06-12,2918
2015-06-13,2918
2015-06-14,2918
2015-06-15,2915
2015-06-16,2915
2015-06-17,2915
2015-06-18,2905
2015-06-19,2905
2015-06-20,2905
2015-06-21,2905
2015-06-22,2905
2015-06-23,2905
2015-06-24,2905
2015-06-25,2905
2015-06-26,2908
2015-06-27,2908
2015-06-28,2908
2015-06-29,2908
2015-06-30,2937
2015-07-01,2937
2015-07-02,2937
2015-07-03,2957
2015-07-04,2957
2015-07-05,2957
2015-07-06,2967
2015-07-07,2967
2015-07-08,2967
2015-07-09,3050
2015-07-10,3050
2015-07-11,3050
2015-07-12,3050
2015-07-13,3088
2015-07-14,3088
2015-07-15,3088
2015-07-16,3088
2015-07-17,3008
2015-07-18,3008
2015-07-19,3008
2015-07-20,3098
2015-07-21,3098
2015-07-22,3098
2015-07-23,3126
2015-07-24,3126
2015-07-25,3126
2015-07-26,3122
2015-07-27,3122
2015-07-28,3122
2015-07-29,3078
2015-07-30,3078
2015-07-31,3078
2015-08-01,3078
2015-08-02,3092
2015-08-03,3092
2015-08-04,3092
2015-08-05,3033
2015-08-06,3033
2015-08-07,3033
2015-08-08,3033
2015-08-09,2913
2015-08-10,2913
2015-08-11,2977
2015-08-12,2977
2015-08-13,2977
2015-08-14,2963
2015-08-15,2963
2015-08-16,2963
2015-08-17,2948
2015-08-18,2948
2015-08-19,2948
2015-08-20,2948
2015-08-21,2821
2015-08-22,2821
2015-08-23,2821
2015-08-24,2872
2015-08-25,2872
2015-08-26,2872
2015-08-27,2872
2015-08-28,2967
2015-08-29,2967
2015-08-30,2967
2015-08-31,2967
