date_obj,Sagacious%20spectacles price
2015-07-05,1253231
2015-07-06,1253231
2015-07-07,1306757
2015-07-08,1306757
2015-07-09,1306757
2015-07-10,1306757
2015-07-11,1306757
2015-07-12,1306757
2015-07-13,1348204
2015-07-14,1348204
2015-07-15,1348204
2015-07-16,1348204
2015-07-17,1348204
2015-07-18,1306808
2015-07-19,1306808
2015-07-20,1306808
2015-07-21,1306808
2015-07-22,1339314
2015-07-23,1339314
2015-07-24,1339314
2015-07-25,1339314
2015-07-26,1398214
2015-07-27,1398214
2015-07-28,1398214
2015-07-29,1398214
2015-07-30,1456876
2015-07-31,1456876
2015-08-01,1456876
2015-08-02,1520799
2015-08-03,1520799
2015-08-04,1520799
2015-08-05,1520799
2015-08-06,1585542
2015-08-07,1585542
2015-08-08,1585542
2015-08-09,1655053
2015-08-10,1655053
2015-08-11,1725932
2015-08-12,1725932
2015-08-13,1725932
2015-08-14,1803032
2015-08-15,1803032
2015-08-16,1803032
2015-08-17,1884043
2015-08-18,1884043
2015-08-19,1884043
2015-08-20,1968224
2015-08-21,1968224
2015-08-22,2052522
2015-08-23,2052522
2015-08-24,2142941
2015-08-25,2142941
2015-08-26,2240741
2015-08-27,2336318
2015-08-28,2336318
2015-08-29,2435055
2015-08-30,2435055
2015-08-31,2540934
2015-09-01,2540934
2015-09-02,2644497
2015-09-03,2644497
2015-09-04,2748175
2015-09-05,2748175
2015-09-06,2880246
2015-09-07,2880246
2015-09-08,3005086
2015-09-09,3143548
2015-09-10,3277341
2015-09-11,3423917
2015-09-12,3423917
2015-09-13,3579663
2015-09-14,3579663
2015-09-15,3737130
2015-09-16,3737130
2015-09-17,3737130
2015-09-18,3737130
2015-09-19,3899622
2015-09-20,3899622
2015-09-21,3899622
2015-09-22,3899622
2015-09-23,3899622
2015-09-24,3899622
2015-09-25,3875589
2015-09-27,3875589
2015-09-28,3875589
2015-09-29,3875589
2015-09-30,3875589
2015-10-05,3715636
2015-10-06,3715636
2015-10-07,3715636
2015-10-08,3715636
2015-10-09,3715636
2015-10-10,3612139
2015-10-11,3612139
2015-10-12,3612139
2015-10-13,3612139
2015-10-14,3612139
2015-10-15,3612139
2015-10-16,3612139
2015-10-17,3612139
2015-10-18,3612139
2015-10-19,3440059
2015-10-20,3440059
2015-10-22,3440059
2015-10-23,3440059
2015-10-24,3440059
2015-10-25,3440059
2015-10-26,3274074
2015-10-27,3274074
2015-10-29,3274074
2015-10-30,3274074
2015-10-31,3274074
2015-11-01,3313764
2015-11-02,3313764
2015-11-03,3313764
2015-11-04,3313764
2015-11-05,3313764
2015-11-06,3313764
2015-11-07,3445086
2015-11-08,3445086
2015-11-09,3445086
2015-11-10,3445086
2015-11-11,3445086
2015-11-12,3445086
2015-11-13,3445086
2015-11-14,3445086
2015-11-15,3445086
2015-11-16,3557396
2015-11-17,3557396
2015-11-18,3557396
2015-11-19,3557396
2015-11-20,3557396
2015-11-21,3557396
2015-11-22,3557396
2015-11-23,3557396
2015-11-24,3557396
2015-11-25,3492585
2015-11-26,3492585
2015-11-27,3492585
2015-11-28,3492585
2015-11-29,3492585
2015-11-30,3492585
2015-12-01,3492585
2015-12-02,3492585
2015-12-03,3476179
2015-12-04,3476179
2015-12-05,3476179
2015-12-06,3476179
2015-12-07,3476179
2015-12-08,3476179
2015-12-09,3476179
2015-12-10,3476179
2015-12-11,3464256
2015-12-12,3464256
2015-12-13,3464256
2015-12-14,3464256
2015-12-15,3464256
2015-12-16,3509086
2015-12-17,3509086
2015-12-18,3509086
2015-12-19,3509086
2015-12-20,3509086
2015-12-21,3657684
2015-12-22,3657684
2015-12-23,3657684
2015-12-24,3657684
2015-12-25,3657684
2015-12-26,3657684
2015-12-27,3516012
2015-12-28,3516012
2015-12-29,3516012
2015-12-30,3516012
2015-12-31,3516012
2016-01-01,3516012
2016-01-02,3516012
2016-01-03,3374886
2016-01-04,3374886
2016-01-05,3374886
2016-01-06,3374886
2016-01-07,3374886
2016-01-08,3374886
2016-01-09,3374886
2016-01-10,3374886
2016-01-11,3230064
2016-01-12,3230064
2016-01-13,3230064
2016-01-14,3230064
2016-01-15,3230064
2016-01-16,3230064
2016-01-17,3230064
2016-01-18,3084703
2016-01-19,3084703
2016-01-20,3084703
2016-01-21,3084703
2016-01-22,3084703
2016-01-23,3084703
2016-01-24,3049511
2016-01-25,3049511
2016-01-26,3049511
2016-01-27,3049511
2016-01-28,3049511
2016-01-29,2954478
2016-01-30,2954478
2016-01-31,2954478
2016-02-01,2954478
2016-02-02,2954478
2016-02-03,2954478
2016-02-04,2954478
2016-02-05,2954478
2016-02-06,2920095
2016-02-07,2920095
2016-02-08,2920095
2016-02-09,2920095
2016-02-10,2920095
2016-02-11,2920095
2016-02-12,2920095
2016-02-13,2837164
2016-02-14,2837164
2016-02-15,2837164
2016-02-16,2837164
2016-02-17,2837164
2016-02-18,2837164
2016-02-19,2837164
2016-02-20,2716402
2016-02-21,2716402
2016-02-22,2716402
2016-02-23,2716402
2016-02-24,2716402
2016-02-25,2594098
2016-02-26,2594098
2016-02-27,2594098
2016-02-28,2594098
2016-02-29,2470598
2016-03-01,2470598
2016-03-02,2470598
2016-03-03,2470598
2016-03-04,2470598
2016-03-05,2352799
2016-03-06,2352799
2016-03-07,2352799
2016-03-08,2352799
2016-03-09,2352799
2016-03-10,2277514
2016-03-11,2277514
2016-03-12,2277514
2016-03-13,2277514
2016-03-14,2277514
2016-03-15,2166192
2016-03-16,2166192
2016-03-17,2166192
2016-03-18,2166192
2016-03-19,2166192
2016-03-20,2058860
2016-03-21,2058860
2016-03-22,2058860
2016-03-23,2058860
2016-03-24,2058860
2016-03-25,2058860
2016-03-26,1964167
2016-03-27,1964167
2016-03-28,1964167
2016-03-29,1964167
2016-03-30,1964167
2016-03-31,1873335
2016-04-01,1873335
2016-04-02,1873335
2016-04-03,1873335
2016-04-04,1873335
2016-04-05,1786419
2016-04-06,1786419
2016-04-07,1786419
2016-04-08,1786419
2016-04-09,1786419
2016-04-10,1773589
2016-04-11,1773589
2016-04-12,1773589
2016-04-13,1773589
2016-04-14,1773589
2016-04-15,1773589
2016-04-16,1751926
2016-04-17,1751926
2016-04-18,1751926
2016-04-19,1751926
2016-04-20,1751926
2016-04-21,1795102
2016-04-22,1795102
2016-04-23,1795102
2016-04-24,1795102
2016-04-25,1795102
2016-04-26,1795102
2016-04-27,1747152
2016-04-28,1747152
2016-04-29,1747152
2016-04-30,1747152
2016-05-01,1747152
2016-05-02,1730882
2016-05-03,1730882
2016-05-04,1730882
2016-05-05,1730882
2016-05-06,1730882
2016-05-07,1774050
2016-05-08,1774050
2016-05-09,1774050
2016-05-10,1774050
2016-05-11,1774050
2016-05-12,1718007
2016-05-13,1718007
2016-05-14,1718007
2016-05-15,1718007
2016-05-16,1718007
2016-05-17,1639407
2016-05-18,1639407
2016-05-19,1639407
2016-05-22,1583435
2016-05-23,1583435
2016-05-24,1583435
2016-05-25,1583435
2016-05-26,1583435
2016-05-27,1520411
2016-05-28,1520411
2016-05-29,1520411
2016-05-30,1520411
2016-05-31,1520411
2016-06-01,1490320
2016-06-02,1490320
2016-06-03,1490320
2016-06-04,1490320
2016-06-05,1490320
2016-06-06,1532269
2016-06-07,1532269
2016-06-08,1532269
2016-06-09,1532269
2016-06-10,1532269
2016-06-11,1558221
2016-06-12,1558221
2016-06-13,1558221
2016-06-14,1558221
2016-06-15,1558221
2016-06-16,1558221
2016-06-17,1555031
2016-06-18,1555031
2016-06-19,1555031
2016-06-20,1555031
2016-06-21,1555031
2016-06-22,1555031
2016-06-23,1521552
2016-06-24,1521552
2016-06-25,1521552
2016-06-26,1521552
2016-06-27,1521552
2016-06-28,1521552
2016-06-29,1458709
2016-06-30,1458709
2016-07-01,1458709
2016-07-02,1458709
2016-07-03,1458709
2016-07-04,1407584
2016-07-05,1407584
2016-07-06,1407584
2016-07-07,1407584
2016-07-08,1407584
2016-07-09,1339399
2016-07-10,1339399
2016-07-11,1339399
2016-07-12,1339399
2016-07-13,1339399
2016-07-14,1274551
2016-07-15,1274551
2016-07-16,1274551
2016-07-17,1274551
2016-07-18,1274551
2016-07-23,1212336
2016-07-24,1212336
2016-07-25,1212336
2016-07-26,1212336
2016-07-27,1212336
2016-07-28,1212336
2016-07-29,1212336
2016-07-30,1153372
2016-07-31,1153372
2016-08-01,1153372
2016-08-02,1153372
2016-08-03,1153372
2016-08-04,1153372
2016-08-05,1153372
2016-08-06,1153372
2016-08-07,1103982
2016-08-08,1103982
2016-08-09,1103982
2016-08-10,1103982
2016-08-11,1103982
2016-08-12,1103982
2016-08-13,1103982
2016-08-14,1103982
2016-08-15,1058664
2016-08-16,1058664
2016-08-17,1058664
2016-08-18,1058664
2016-08-19,1058664
2016-08-20,1058664
2016-08-21,1058664
2016-08-22,1007826
2016-08-23,1007826
2016-08-24,1007826
2016-08-25,1007826
2016-08-26,1007826
2016-08-28,958666
2016-08-31,958666
2016-09-01,958666
2016-09-02,958666
2016-09-03,958666
2016-09-04,958666
2016-09-05,928001
2016-09-06,928001
2016-09-07,928001
2016-09-08,928001
2016-09-09,928001
2016-09-10,928001
2016-09-11,928001
2016-09-12,928001
2016-09-13,928001
2016-09-14,917873
2016-09-15,917873
2016-09-16,917873
2016-09-17,917873
2016-09-18,917873
2016-09-19,917873
2016-09-20,926372
2016-09-21,926372
2016-09-22,926372
2016-09-23,926372
2016-09-24,926372
2016-09-25,926372
2016-09-26,926372
2016-09-27,926372
2016-09-28,951326
2016-09-29,951326
2016-09-30,951326
2016-10-01,951326
2016-10-02,951326
2016-10-03,951326
2016-10-04,951326
2016-10-05,951326
2016-10-06,951326
2016-10-07,951326
2016-10-08,968870
2016-10-09,968870
2016-10-10,968870
2016-10-11,968870
2016-10-12,968870
2016-10-13,968870
2016-10-14,968870
2016-10-15,968870
2016-10-16,968870
2016-10-17,968870
2016-10-18,948281
2016-10-19,948281
2016-10-20,948281
2016-10-21,948281
2016-10-22,948281
2016-10-23,948281
2016-10-24,948281
2016-10-25,948281
2016-10-26,948281
2016-10-27,936894
2016-10-28,936894
2016-10-29,936894
2016-10-30,936894
2016-10-31,936894
2016-11-01,936894
2016-11-02,936894
2016-11-03,936894
2016-11-04,914798
2016-11-05,914798
2016-11-06,914798
2016-11-07,914798
2016-11-08,914798
2016-11-09,914798
2016-11-10,914798
2016-11-11,914798
2016-11-12,922258
2016-11-13,922258
2016-11-14,922258
2016-12-08,1104894
2016-12-09,1104894
2016-12-10,1104894
2016-12-11,1104894
2016-12-12,1104894
2016-12-13,1104894
2016-12-14,1104894
2016-12-15,1104894
2016-12-16,1127851
2016-12-17,1127851
2016-12-18,1127851
2016-12-19,1127851
2016-12-20,1127851
2016-12-21,1127851
2016-12-22,1127851
2016-12-23,1141854
2016-12-24,1141854
2016-12-25,1141854
2016-12-26,1141854
2016-12-27,1141854
2016-12-28,1141854
2016-12-29,1141854
2016-12-30,1184969
2016-12-31,1184969
2017-01-01,1184969
2017-01-02,1184969
2017-01-03,1184969
2017-01-04,1184969
2017-01-05,1194025
2017-01-06,1194025
2017-01-07,1194025
2017-01-08,1194025
2017-01-09,1194025
2017-01-10,1135158
2017-01-11,1135158
2017-01-12,1135158
2017-01-13,1135158
2017-01-14,1135158
2017-01-15,1135158
2017-01-16,1135158
2017-01-17,1087417
2017-01-18,1087417
2017-01-19,1087417
2017-01-20,1087417
2017-01-21,1087417
2017-01-22,1087417
2017-01-27,1051058
2017-01-28,1051058
2017-01-29,1085746
2017-01-30,1085746
2017-01-31,1085746
2017-02-01,1085746
2017-02-02,1085746
2017-02-03,1085746
2017-02-04,1085746
2017-02-05,1129113
2017-02-06,1129113
2017-02-07,1129113
2017-02-08,1129113
2017-02-09,1129113
2017-02-10,1129113
2017-02-11,1159773
2017-02-12,1159773
2017-02-13,1159773
2017-02-14,1159773
2017-02-15,1159773
2017-02-16,1159773
2017-02-18,1204706
2017-02-19,1204706
2017-02-20,1204706
2017-02-21,1204706
2017-02-22,1204706
2017-02-23,1249508
2017-02-24,1249508
2017-02-25,1249508
2017-02-26,1249508
2017-02-27,1249508
2017-02-28,1249508
2017-03-01,1249508
2017-03-02,1229928
2017-03-03,1229928
2017-03-04,1229928
2017-03-05,1229928
2017-03-06,1229928
2017-03-07,1229928
2017-03-08,1229928
2017-03-09,1208106
2017-03-10,1208106
2017-03-11,1208106
2017-03-12,1208106
2017-03-13,1208106
2017-03-14,1208106
2017-03-15,1208106
2017-03-16,1161223
2017-03-17,1161223
2017-03-18,1161223
2017-03-19,1161223
2017-03-20,1161223
2017-03-21,1161223
2017-03-22,1143543
2017-03-23,1143543
2017-03-24,1143543
2017-03-25,1143543
2017-03-26,1143543
2017-03-27,1143543
2017-03-28,1143543
2017-03-29,1097597
2017-03-30,1097597
2017-03-31,1097597
2017-04-01,1097597
2017-04-02,1097597
2017-04-03,1097597
2017-04-04,1097597
2017-04-12,1046495
2017-04-13,1046495
2017-04-14,1046495
2017-04-15,1046495
2017-04-16,1068242
2017-04-17,1068242
2017-04-18,1068242
2017-04-19,1068242
2017-04-20,1068242
2017-04-21,1114199
2017-04-22,1114199
2017-04-23,1114199
2017-04-24,1114199
2017-04-25,1114199
2017-04-26,1159298
2017-04-27,1159298
2017-04-28,1159298
2017-04-29,1159298
2017-04-30,1159298
2017-05-01,1213580
2017-05-02,1213580
2017-05-03,1213580
2017-05-04,1213580
2017-05-05,1213580
2017-05-06,1213580
2017-05-07,1257831
2017-05-08,1257831
2017-05-09,1257831
2017-05-10,1257831
2017-05-11,1257831
2017-05-12,1288710
2017-05-13,1288710
2017-05-14,1288710
2017-05-15,1288710
2017-05-16,1288710
2017-05-17,1288710
2017-05-18,1288710
2017-05-19,1288710
2017-05-20,1287488
2017-05-21,1287488
2017-05-22,1287488
2017-05-23,1287488
2017-05-24,1287488
2017-05-25,1287488
2017-05-26,1287488
2017-05-27,1290826
2017-05-28,1290826
2017-05-29,1290826
2017-05-30,1290826
2017-05-31,1290826
2017-06-01,1290826
2017-06-02,1290826
2017-06-03,1266038
2017-06-06,1266038
2017-06-07,1266038
2017-06-08,1266038
2017-06-09,1266038
2017-06-10,1224739
2017-06-11,1224739
2017-06-12,1224739
2017-06-13,1224739
2017-06-14,1224739
2017-06-15,1224739
2017-06-16,1224739
2017-06-17,1186398
2017-06-18,1186398
2017-06-19,1186398
2017-06-20,1186398
2017-06-21,1186398
2017-06-22,1186398
2017-06-23,1186398
2017-06-24,1162450
2017-06-25,1162450
2017-06-26,1162450
2017-06-27,1162450
2017-06-28,1162450
2017-06-29,1162450
2017-06-30,1162450
2017-07-01,1153830
2017-07-02,1153830
2017-07-03,1153830
2017-07-04,1153830
2017-07-05,1153830
2017-07-06,1153830
2017-07-07,1153830
2017-07-08,1153830
2017-07-13,1128905
2017-07-14,1128905
2017-07-15,1124268
2017-07-16,1124268
2017-07-17,1124268
2017-07-18,1124268
2017-07-19,1124268
2017-07-20,1124268
2017-07-21,1131768
2017-07-22,1131768
2017-07-23,1131768
2017-07-24,1131768
2017-07-25,1131768
2017-07-26,1131768
2017-07-27,1098066
2017-07-28,1098066
2017-07-29,1098066
2017-07-30,1098066
2017-07-31,1098066
2017-08-01,1099980
2017-08-02,1099980
2017-08-03,1099980
2017-08-04,1099980
2017-08-05,1099980
2017-08-06,1099980
2017-08-09,1085189
2017-08-10,1085189
2017-08-11,1085189
2017-08-12,1047632
2017-08-13,1047632
2017-08-14,1047632
2017-08-15,1047632
2017-08-17,1063741
2017-08-18,1063741
2017-08-19,1063741
2017-08-20,1063741
2017-08-21,1063741
2017-08-22,1063741
2017-08-23,1051544
2017-08-24,1051544
2017-08-25,1051544
2017-08-26,1051544
2017-08-27,1051544
2017-08-28,1051544
2017-08-29,1005826
2017-08-30,1005826
2017-08-31,1005826
2017-09-01,1005826
2017-09-02,1005826
2017-09-03,1005826
2017-09-04,957894
2017-09-05,957894
2017-09-06,957894
2017-09-07,957894
2017-09-08,957894
2017-09-09,914697
2017-09-10,914697
2017-09-11,914697
2017-09-12,914697
2017-09-13,914697
2017-09-14,877104
2017-09-15,877104
2017-09-16,877104
2017-09-17,877104
2017-09-19,877104
2017-09-20,843857
2017-09-21,843857
2017-09-22,843857
2017-09-23,843857
2017-09-24,843857
2017-09-25,843727
2017-09-26,843727
2017-09-27,843727
2017-09-28,843727
2017-09-29,867814
2017-09-30,867814
2017-10-01,867814
2017-10-02,867814
2017-10-03,867814
2017-10-04,867814
2017-10-05,908152
2017-10-06,908152
2017-10-07,908152
2017-10-08,908152
2017-10-09,908152
2017-10-10,887586
2017-10-11,887586
2017-10-12,887586
2017-10-13,887586
2017-10-14,887586
2017-10-15,873685
2017-10-16,873685
2017-10-17,873685
2017-10-18,873685
2017-10-19,893439
2017-10-20,893439
2017-10-21,893439
2017-10-22,893439
2017-10-23,900903
2017-10-24,900903
2017-10-25,900903
2017-10-26,900903
2017-10-27,917130
2017-10-28,917130
2017-10-29,917130
2017-10-30,917130
2017-10-31,917130
2017-11-01,917130
2017-11-02,908189
2017-11-03,908189
2017-11-04,951953
2017-11-05,951953
2017-11-06,951953
2017-11-07,951953
2017-11-08,998930
2017-11-09,998930
2017-11-10,998930
2017-11-11,1043674
2017-11-12,1043674
2017-11-13,1043674
2017-11-14,1091749
2017-11-15,1091749
2017-11-16,1091749
2017-11-17,1141790
2017-11-18,1141790
2017-11-19,1141790
2017-11-20,1192739
2017-11-21,1192739
2017-11-22,1192739
2017-11-23,1246239
2017-11-24,1246239
2017-11-25,1246239
2017-11-26,1246239
2017-11-27,1246239
2017-11-28,1305550
2017-11-29,1305550
2017-11-30,1305550
2017-12-01,1305550
2017-12-02,1365195
2017-12-03,1365195
2017-12-04,1365195
2017-12-05,1365195
2017-12-06,1424926
2017-12-07,1424926
2017-12-08,1424926
2017-12-09,1424926
2017-12-10,1496173
2017-12-11,1496173
2017-12-12,1496173
2017-12-13,1496173
2017-12-14,1496173
2017-12-15,1547269
2017-12-16,1547269
2017-12-17,1547269
2017-12-18,1547269
2017-12-19,1550010
2017-12-20,1550010
2017-12-21,1550010
2017-12-22,1550010
2017-12-23,1573549
2017-12-24,1573549
2017-12-25,1573549
2017-12-26,1616941
2017-12-27,1616941
2017-12-28,1616941
2017-12-29,1616941
2017-12-30,1603445
2017-12-31,1603445
2018-01-01,1603445
2018-01-02,1603445
2018-01-03,1603445
2018-01-04,1569468
2018-01-05,1569468
2018-01-06,1569468
2018-01-07,1569468
2018-01-08,1521210
2018-01-09,1521210
2018-01-10,1521210
2018-01-11,1521210
2018-01-12,1449237
2018-01-13,1449237
2018-01-14,1449237
2018-01-15,1449237
2018-01-16,1376775
2018-01-17,1376775
2018-01-18,1376775
2018-01-19,1376775
2018-01-20,1376775
2018-01-21,1307936
2018-01-22,1307936
2018-01-23,1307936
2018-01-24,1245910
2018-01-25,1245910
2018-01-26,1245910
2018-01-27,1245910
2018-01-28,1192594
2018-01-29,1192594
2018-01-30,1192594
2018-02-01,1157733
2018-02-02,1157733
2018-02-03,1157733
2018-02-04,1158129
2018-02-05,1158129
2018-02-06,1158129
2018-02-07,1173949
2018-02-08,1173949
2018-02-09,1173949
2018-02-10,1173949
2018-02-11,1219716
2018-02-12,1219716
2018-02-13,1219716
2018-02-14,1219716
2018-02-15,1219716
2018-02-16,1252642
2018-02-17,1252642
2018-02-18,1252642
2018-02-19,1276746
2018-02-20,1276746
2018-02-21,1276746
2018-02-22,1276746
2018-02-23,1276746
2018-02-24,1290876
2018-02-25,1290876
2018-02-26,1290876
2018-02-27,1340351
2018-02-28,1340351
2018-03-01,1340351
2018-03-02,1340351
2018-03-03,1366744
2018-03-04,1366744
2018-03-05,1366744
2018-03-06,1366744
2018-03-07,1416595
2018-03-08,1416595
2018-03-09,1416595
2018-03-10,1416595
2018-03-11,1407374
2018-03-12,1407374
2018-03-13,1407374
2018-03-14,1407374
2018-03-15,1354396
2018-03-16,1354396
2018-03-17,1354396
2018-03-18,1354396
2018-03-19,1293565
2018-03-20,1293565
2018-03-21,1293565
2018-03-23,1293565
2018-03-24,1233119
2018-03-26,1233119
2018-03-27,1233119
2018-03-28,1233119
2018-03-29,1212915
2018-03-30,1212915
2018-03-31,1212915
2018-04-01,1212915
2018-04-02,1193470
2018-04-03,1193470
2018-04-04,1193470
2018-04-05,1193470
2018-04-06,1179575
2018-04-08,1179575
2018-04-09,1179575
2018-04-10,1179575
2018-04-11,1177233
2018-04-12,1177233
2018-04-13,1177233
2018-04-14,1177233
2018-04-15,1160133
2018-04-16,1160133
2018-04-17,1160133
2018-04-18,1160133
2018-04-19,1160133
2018-04-20,1180135
2018-04-21,1180135
2018-04-22,1180135
2018-04-23,1180135
2018-04-24,1180135
2018-04-25,1219688
2018-04-26,1219688
2018-04-27,1219688
2018-04-28,1219688
2018-04-29,1250945
2018-04-30,1250945
2018-05-01,1250945
2018-05-02,1250945
2018-05-03,1299919
2018-05-04,1299919
2018-05-05,1299919
2018-05-06,1348424
2018-05-07,1348424
2018-05-08,1348424
2018-05-09,1345794
2018-05-10,1345794
2018-05-11,1345794
2018-05-12,1372672
2018-05-13,1372672
2018-05-14,1372672
2018-05-15,1372672
2018-05-16,1372672
2018-05-17,1366119
2018-05-18,1366119
2018-05-19,1366119
2018-05-20,1366119
2018-05-21,1325598
2018-05-22,1325598
2018-05-23,1325598
2018-05-24,1325598
2018-05-25,1325598
2018-05-26,1298141
2018-05-27,1298141
2018-05-28,1298141
2018-05-29,1298141
2018-05-30,1298141
2018-05-31,1323703
2018-06-01,1323703
2018-06-02,1323703
2018-06-03,1323703
2018-06-04,1323703
2018-06-05,1325347
2018-06-06,1325347
2018-06-07,1325347
2018-06-08,1325347
2018-06-09,1325347
2018-06-10,1272071
2018-06-11,1272071
2018-06-12,1272071
2018-06-13,1272071
2018-06-14,1210443
2018-06-15,1210443
2018-06-16,1210443
2018-06-17,1210443
2018-06-18,1153148
2018-06-19,1153148
2018-06-20,1153148
2018-06-21,1153148
2018-06-22,1101238
2018-06-23,1101238
2018-06-24,1101238
2018-06-25,1101238
2018-06-26,1047039
2018-06-27,1047039
2018-06-28,1047039
2018-06-29,1047039
2018-06-30,1034292
2018-07-01,1034292
2018-07-02,1034292
2018-07-03,1034292
2018-07-04,1002499
2018-07-05,1002499
2018-07-06,1002499
2018-07-07,1002499
2018-07-08,1016086
2018-07-09,1016086
2018-07-10,1016086
2018-07-11,1040586
2018-07-12,1040586
2018-07-13,1040586
2018-07-14,1040586
2018-07-15,1025386
2018-07-16,1025386
2018-07-17,1025386
2018-07-18,1050090
2018-07-19,1050090
2018-07-20,1050090
2018-07-21,1050090
2018-07-22,1059410
2018-07-23,1059410
2018-07-24,1059410
2018-07-25,1059410
2018-07-26,1036368
2018-07-27,1036368
2018-07-28,1036368
2018-07-29,1036368
2018-07-30,1032464
2018-07-31,1032464
2018-08-01,1032464
2018-08-02,1015616
2018-08-03,1015616
2018-08-04,1015616
2018-08-05,1042878
2018-08-06,1042878
2018-08-07,1042878
2018-08-08,1085233
2018-08-09,1085233
2018-08-10,1085233
2018-08-11,1085233
2018-08-12,1109288
2018-08-14,1109288
2018-08-16,1102912
2018-08-17,1102912
2018-08-18,1102912
2018-08-19,1068387
2018-08-20,1068387
2018-08-21,1068387
2018-08-22,1027501
2018-08-23,1027501
2018-08-24,1027501
2018-08-25,1027501
2018-08-26,1034258
2018-08-27,1034258
2018-08-28,1034258
2018-08-29,1057641
2018-08-30,1057641
2018-08-31,1057641
2018-09-01,1103182
2018-09-02,1103182
2018-09-03,1155874
2018-09-04,1209973
2018-09-05,1209973
2018-09-06,1209973
2018-09-07,1262849
2018-09-08,1262849
2018-09-09,1320814
2018-09-10,1320814
2018-09-11,1382644
2018-09-12,1382644
2018-09-13,1446038
2018-09-14,1446038
2018-09-15,1512741
2018-09-16,1512741
2018-09-17,1577501
2018-09-18,1645643
2018-09-20,1798392
2018-09-21,1882458
2018-09-22,1967928
2018-09-23,2053090
2018-09-24,2150863
2018-09-25,2246129
2018-09-26,2346487
2018-09-27,2453990
2018-09-28,2571479
2018-09-29,2691294
2018-09-30,2809415
2018-10-02,3069227
2018-10-03,3203621
2018-10-04,3342301
2018-10-05,3501617
2018-10-06,3666496
2018-10-07,3666496
2018-10-08,3836723
2018-10-09,3988932
2018-10-10,4136267
2018-10-11,4136267
2018-10-12,4262870
2018-10-13,4262870
2018-10-14,4205341
2018-10-15,4205341
2018-10-16,4205341
2018-10-17,4004694
2018-10-18,4004694
2018-10-19,4004694
2018-10-20,4004694
2018-10-21,3806849
2018-10-22,3806849
2018-10-23,3806849
2018-10-24,3634853
2018-10-25,3634853
2018-10-26,3634853
2018-10-27,3458974
2018-10-28,3458974
2018-10-29,3458974
2018-10-30,3458974
2018-10-31,3294088
2018-11-01,3294088
2018-11-03,3294088
2018-11-04,3141396
2018-11-05,3141396
2018-11-06,2997043
2018-11-07,2997043
2018-11-08,2997043
2018-11-09,2861944
2018-11-10,2861944
2018-11-11,2861944
2018-11-12,2729037
2018-11-13,2729037
2018-11-14,2729037
2018-11-15,2788104
2018-11-16,2788104
2018-11-17,2898110
2018-11-18,2898110
2018-11-19,3026603
2018-11-20,3026603
2018-11-21,3155997
2018-11-22,3155997
2018-11-23,3298772
2018-11-24,3298772
2018-11-25,3415831
2018-11-26,3415831
2018-11-27,3415831
2018-11-28,3259702
2018-11-29,3259702
2018-12-01,3096826
2018-12-02,3096826
2018-12-03,3096826
2018-12-04,2954102
2018-12-05,2954102
2018-12-07,2813804
2018-12-09,2683569
