date_obj,Green%20partyhat price
2015-09-01,43907
2015-09-02,45357
2015-09-03,45357
2015-09-04,46873
2015-09-05,46873
2015-09-06,46272
2015-09-07,46272
2015-09-08,46417
2015-09-09,46417
2015-09-10,47192
2015-09-11,47192
2015-09-12,48767
2015-09-13,50290
2015-09-14,50290
2015-09-15,52135
2015-09-16,52135
2015-09-17,52326
2015-09-18,52326
2015-09-19,50707
2015-09-20,50707
2015-09-21,48708
2015-09-22,48708
2015-09-23,46700
2015-09-24,46700
2015-09-25,46700
2015-09-27,44478
2015-09-28,42503
2015-09-29,42503
2015-09-30,41584
2015-10-05,38918
2015-10-06,38918
2015-10-07,38918
2015-10-08,37500
2015-10-09,37500
2015-10-10,37500
2015-10-11,36470
2015-10-12,36470
2015-10-13,36470
2015-10-14,35868
2015-10-15,35868
2015-10-16,34654
2015-10-17,34654
2015-10-18,34654
2015-10-19,34218
2015-10-20,34218
2015-10-22,34436
2015-10-23,34436
2015-10-24,34552
2015-10-25,34552
2015-10-26,33456
2015-10-27,33456
2015-10-29,33000
2015-10-30,33000
2015-10-31,32919
2015-11-01,32919
2015-11-02,32919
2015-11-03,32000
2015-11-04,32000
2015-11-05,32000
2015-11-06,30676
2015-11-07,30676
2015-11-08,30676
2015-11-09,29639
2015-11-10,29639
2015-11-11,29639
2015-11-12,28790
2015-11-13,28790
2015-11-14,28790
2015-11-15,28294
2015-11-16,28294
2015-11-17,28294
2015-11-18,28134
2015-11-19,28134
2015-11-20,27670
2015-11-21,27670
2015-11-22,27670
2015-11-23,27318
2015-11-24,27318
2015-11-25,27088
2015-11-26,27088
2015-11-27,27088
2015-11-28,27506
2015-11-29,27506
2015-11-30,27506
2015-12-01,27278
2015-12-02,27278
2015-12-03,27278
2015-12-04,27091
2015-12-05,27091
2015-12-06,26577
2015-12-07,26577
2015-12-08,26577
2015-12-09,26151
2015-12-10,26151
2015-12-11,26151
2015-12-12,25892
2015-12-13,25892
2015-12-14,25892
2015-12-15,24715
2015-12-16,23479
2015-12-17,22305
2015-12-18,21189
2015-12-19,20129
2015-12-20,19122
2015-12-21,18165
2015-12-22,17256
2015-12-23,16393
2015-12-24,15573
2015-12-25,14794
2015-12-26,14054
2015-12-27,13352
2015-12-28,12713
2015-12-29,12077
2015-12-30,11473
2015-12-31,10926
2016-01-01,10926
2016-01-02,10379
2016-01-03,9860
2016-01-04,9368
2016-01-05,8933
2016-01-06,8516
2016-01-07,8516
2016-01-08,8093
2016-01-09,8093
2016-01-10,7721
2016-01-11,7721
2016-01-12,7540
2016-01-13,7540
2016-01-14,7420
2016-01-15,7420
2016-01-16,7292
2016-01-17,7292
2016-01-18,7139
2016-01-19,7139
2016-01-20,7097
2016-01-21,7097
2016-01-22,6934
2016-01-23,6934
2016-01-24,6714
2016-01-25,6429
2016-01-26,6429
2016-01-27,6159
2016-01-28,6159
2016-01-29,5970
2016-01-30,5970
2016-01-31,5996
2016-02-01,5996
2016-02-02,6101
2016-02-03,6101
2016-02-04,6276
2016-02-05,6276
2016-02-06,6245
2016-02-07,6245
2016-02-08,6252
2016-02-09,6252
2016-02-10,6423
2016-02-11,6423
2016-02-12,6572
2016-02-13,6637
2016-02-14,6637
2016-02-15,6657
2016-02-16,6657
2016-02-17,6605
2016-02-18,6605
2016-02-19,6688
2016-02-20,6688
2016-02-21,6437
2016-02-22,6437
2016-02-23,6290
2016-02-24,6290
2016-02-25,6183
2016-02-26,6183
2016-02-27,6032
2016-02-28,6032
2016-02-29,6170
2016-03-01,6170
2016-03-02,6145
2016-03-03,6145
2016-03-04,6071
2016-03-05,6071
2016-03-06,6046
2016-03-07,6046
2016-03-08,6046
2016-03-09,6148
2016-03-10,6148
2016-03-11,6327
2016-03-12,6327
2016-03-13,6349
2016-03-14,6349
2016-03-15,6292
2016-03-16,6292
2016-03-17,6356
2016-03-18,6356
2016-03-19,6363
2016-03-20,6363
2016-03-21,6363
2016-03-22,6421
2016-03-23,6421
2016-03-24,6430
2016-03-25,6430
2016-03-26,6244
2016-03-27,6244
2016-03-28,6171
2016-03-29,6171
2016-03-30,6171
2016-03-31,5999
2016-04-01,5999
2016-04-02,5848
2016-04-03,5848
2016-04-04,5757
2016-04-05,5757
2016-04-06,5640
2016-04-07,5640
2016-04-08,5433
2016-04-09,5433
2016-04-10,5322
2016-04-11,5322
2016-04-12,5322
2016-04-13,5217
2016-04-14,5217
2016-04-15,5157
2016-04-16,5157
2016-04-17,5116
2016-04-18,5116
2016-04-19,4860
2016-04-20,4860
2016-04-21,4860
2016-04-22,4872
2016-04-23,4872
2016-04-24,4982
2016-04-25,4982
2016-04-26,4891
2016-04-27,4891
2016-04-28,4776
2016-04-29,4776
2016-04-30,4663
2016-05-01,4663
2016-05-02,4663
2016-05-03,4555
2016-05-04,4555
2016-05-05,4569
2016-05-06,4569
2016-05-07,4569
2016-05-08,4440
2016-05-09,4440
2016-05-10,4388
2016-05-11,4388
2016-05-12,4388
2016-05-13,4415
2016-05-14,4415
2016-05-15,4357
2016-05-16,4357
2016-05-17,4178
2016-05-18,4178
2016-05-19,4178
2016-05-22,4020
2016-05-23,3820
2016-05-24,3820
2016-05-25,3637
2016-05-26,3637
2016-05-27,3506
2016-05-28,3506
2016-05-29,3580
2016-05-30,3580
2016-05-31,3580
2016-06-01,3667
2016-06-02,3667
2016-06-03,3697
2016-06-04,3810
2016-06-05,3810
2016-06-06,3815
2016-06-07,3815
2016-06-08,3872
2016-06-09,3893
2016-06-10,3923
2016-06-11,3923
2016-06-12,3914
2016-06-13,3914
2016-06-14,3780
2016-06-15,3780
2016-06-16,3653
2016-06-17,3525
2016-06-18,3525
2016-06-19,3420
2016-06-20,3420
2016-06-21,3342
2016-06-22,3184
2016-06-23,3184
2016-06-24,3096
2016-06-25,3096
2016-06-26,3105
2016-06-27,3105
2016-06-28,3113
2016-06-29,3113
2016-06-30,3176
2016-07-01,3176
2016-07-02,3227
2016-07-03,3227
2016-07-04,3186
2016-07-05,3186
2016-07-06,3186
2016-07-07,3162
2016-07-08,3162
2016-07-09,3179
2016-07-10,3179
2016-07-11,3210
2016-07-12,3210
2016-07-13,3210
2016-07-14,3169
2016-07-15,3169
2016-07-16,3169
2016-07-17,3099
2016-07-18,3099
2016-07-23,2976
2016-07-24,2976
2016-07-25,2976
2016-07-26,3023
2016-07-27,3023
2016-07-28,3023
2016-07-29,2994
2016-07-30,2994
2016-07-31,2994
2016-08-01,2994
2016-08-02,3046
2016-08-03,3046
2016-08-04,3046
2016-08-05,3046
2016-08-06,3134
2016-08-07,3134
2016-08-08,3134
2016-08-09,3129
2016-08-10,3129
2016-08-11,3129
2016-08-12,3129
2016-08-13,3069
2016-08-14,3069
2016-08-15,3069
2016-08-16,3005
2016-08-17,3005
2016-08-18,3005
2016-08-19,3005
2016-08-20,2991
2016-08-21,2991
2016-08-22,2991
2016-08-23,2964
2016-08-24,2964
2016-08-25,2964
2016-08-26,2964
2016-08-28,2882
2016-08-31,2791
2016-09-01,2791
2016-09-02,2791
2016-09-03,2791
2016-09-04,2754
2016-09-05,2754
2016-09-06,2754
2016-09-07,2754
2016-09-08,2739
2016-09-09,2739
2016-09-10,2739
2016-09-11,2739
2016-09-12,2797
2016-09-13,2797
2016-09-14,2797
2016-09-15,2840
2016-09-16,2840
2016-09-17,2840
2016-09-18,2840
2016-09-19,2821
2016-09-20,2821
2016-09-21,2821
2016-09-22,2821
2016-09-23,2847
2016-09-24,2847
2016-09-25,2847
2016-09-26,2847
2016-09-27,2891
2016-09-28,2891
2016-09-29,2891
2016-09-30,2971
2016-10-01,2971
2016-10-02,2971
2016-10-03,2971
2016-10-04,2939
2016-10-05,2939
2016-10-06,2939
2016-10-07,2939
2016-10-08,2853
2016-10-09,2853
2016-10-10,2853
2016-10-11,2853
2016-10-12,2815
2016-10-13,2815
2016-10-14,2815
2016-10-15,2810
2016-10-16,2810
2016-10-17,2810
2016-10-18,2780
2016-10-19,2780
2016-10-20,2780
2016-10-21,2732
2016-10-22,2732
2016-10-23,2732
2016-10-24,2721
2016-10-25,2721
2016-10-26,2721
2016-10-27,2721
2016-10-28,2645
2016-10-29,2645
2016-10-30,2645
2016-10-31,2633
2016-11-01,2633
2016-11-02,2633
2016-11-03,2633
2016-11-04,2585
2016-11-05,2585
2016-11-06,2585
2016-11-07,2585
2016-11-08,2517
2016-11-09,2517
2016-11-10,2517
2016-11-11,2517
2016-11-12,2496
2016-11-13,2496
2016-11-14,2496
2016-11-15,2496
2016-12-07,2534
2016-12-08,2534
2016-12-09,2534
2016-12-10,2534
2016-12-11,2438
2016-12-12,2438
2016-12-13,2400
2016-12-14,2303
2016-12-15,2303
2016-12-16,2246
2016-12-17,2217
2016-12-18,2217
2016-12-19,2231
2016-12-20,2231
2016-12-21,2161
2016-12-22,2161
2016-12-23,2088
2016-12-24,2088
2016-12-25,2032
2016-12-26,2032
2016-12-27,2019
2016-12-28,2019
2016-12-29,1999
2016-12-30,1999
2016-12-31,1999
2017-01-01,1965
2017-01-02,1965
2017-01-03,1947
2017-01-04,1947
2017-01-05,1917
2017-01-06,1917
2017-01-07,1837
2017-01-08,1837
2017-01-09,1787
2017-01-10,1787
2017-01-11,1787
2017-01-12,1776
2017-01-13,1776
2017-01-14,1776
2017-01-15,1797
2017-01-16,1797
2017-01-17,1816
2017-01-18,1816
2017-01-19,1816
2017-01-20,1858
2017-01-21,1858
2017-01-22,1858
2017-01-23,1905
2017-01-27,1989
2017-01-28,1989
2017-01-29,2011
2017-01-30,2011
2017-01-31,2011
2017-02-01,2063
2017-02-02,2063
2017-02-03,2063
2017-02-04,2048
2017-02-05,2048
2017-02-06,2048
2017-02-07,2048
2017-02-08,2051
2017-02-09,2051
2017-02-10,2051
2017-02-11,2043
2017-02-12,2043
2017-02-13,2043
2017-02-14,2091
2017-02-15,2091
2017-02-16,2091
2017-02-18,2093
2017-02-19,2093
2017-02-20,2101
2017-02-21,2101
2017-02-22,2101
2017-02-23,2101
2017-02-24,2103
2017-02-25,2103
2017-02-26,2103
2017-02-27,2127
2017-02-28,2127
2017-03-01,2127
2017-03-02,2116
2017-03-03,2116
2017-03-04,2116
2017-03-05,2093
2017-03-06,2093
2017-03-07,2093
2017-03-08,2098
2017-03-09,2098
2017-03-10,2098
2017-03-11,2119
2017-03-12,2119
2017-03-13,2119
2017-03-14,2136
2017-03-15,2136
2017-03-16,2067
2017-03-17,2067
2017-03-18,2067
2017-03-19,2034
2017-03-20,2034
2017-03-21,2034
2017-03-22,2033
2017-03-23,2033
2017-03-24,2033
2017-03-25,2033
2017-03-26,2005
2017-03-27,2005
2017-03-28,2005
2017-03-29,2022
2017-03-30,2022
2017-03-31,2022
2017-04-01,2062
2017-04-02,2062
2017-04-03,2062
2017-04-04,2059
2017-04-12,1984
2017-04-13,1984
2017-04-14,1984
2017-04-15,2024
2017-04-16,2024
2017-04-17,2024
2017-04-18,2050
2017-04-19,2050
2017-04-20,2050
2017-04-21,2105
2017-04-22,2105
2017-04-23,2105
2017-04-24,2105
2017-04-25,2107
2017-04-26,2107
2017-04-27,2107
2017-04-28,2107
2017-04-29,2118
2017-04-30,2118
2017-05-01,2118
2017-05-02,2118
2017-05-03,2181
2017-05-04,2181
2017-05-05,2181
2017-05-06,2181
2017-05-07,2256
2017-05-08,2256
2017-05-09,2256
2017-05-10,2322
2017-05-11,2322
2017-05-12,2322
2017-05-13,2394
2017-05-14,2394
2017-05-15,2394
2017-05-16,2394
2017-05-17,2410
2017-05-18,2410
2017-05-19,2410
2017-05-20,2410
2017-05-21,2494
2017-05-22,2494
2017-05-23,2494
2017-05-24,2494
2017-05-25,2569
2017-05-26,2569
2017-05-27,2569
2017-05-28,2569
2017-05-29,2639
2017-05-30,2639
2017-05-31,2639
2017-06-01,2639
2017-06-02,2666
2017-06-03,2666
2017-06-04,2666
2017-06-05,2666
2017-06-06,2676
2017-06-07,2676
2017-06-08,2676
2017-06-09,2676
2017-06-10,2674
2017-06-11,2674
2017-06-12,2674
2017-06-13,2674
2017-06-14,2696
2017-06-15,2696
2017-06-16,2696
2017-06-17,2696
2017-06-18,2765
2017-06-19,2765
2017-06-20,2765
2017-06-21,2765
2017-06-22,2826
2017-06-23,2826
2017-06-24,2826
2017-06-25,2826
2017-06-26,2783
2017-06-27,2783
2017-06-28,2783
2017-06-29,2783
2017-06-30,2827
2017-07-01,2827
2017-07-02,2827
2017-07-03,2827
2017-07-04,2907
2017-07-05,2907
2017-07-06,2907
2017-07-07,2907
2017-07-08,2907
2017-07-13,2981
2017-07-14,2957
2017-07-15,2957
2017-07-16,2957
2017-07-17,2957
2017-07-18,3046
2017-07-19,3046
2017-07-20,3046
2017-07-21,3094
2017-07-22,3094
2017-07-23,3094
2017-07-24,3158
2017-07-25,3158
2017-07-26,3158
2017-07-27,3133
2017-07-28,3133
2017-07-29,3133
2017-07-30,3200
2017-07-31,3200
2017-08-01,3200
2017-08-02,3200
2017-08-03,3268
2017-08-04,3268
2017-08-05,3268
2017-08-06,3268
2017-08-09,3376
2017-08-10,3415
2017-08-11,3415
2017-08-12,3415
2017-08-13,3415
2017-08-14,3526
2017-08-15,3526
2017-08-16,3526
2017-08-17,3599
2017-08-18,3599
2017-08-19,3599
2017-08-20,3599
2017-08-21,3670
2017-08-22,3670
2017-08-23,3670
2017-08-24,3744
2017-08-25,3744
2017-08-26,3744
2017-08-27,3788
2017-08-28,3788
2017-08-29,3788
2017-08-30,3788
2017-08-31,3924
2017-09-01,3924
2017-09-02,3924
2017-09-03,3952
2017-09-04,3952
2017-09-05,3952
2017-09-06,4139
2017-09-07,4139
2017-09-08,4139
2017-09-09,4326
2017-09-10,4326
2017-09-11,4326
2017-09-12,4326
2017-09-13,4446
2017-09-14,4446
2017-09-15,4446
2017-09-16,4446
2017-09-17,4526
2017-09-18,4526
2017-09-19,4526
2017-09-20,4526
2017-09-21,4519
2017-09-22,4519
2017-09-23,4519
2017-09-24,4519
2017-09-25,4397
2017-09-26,4397
2017-09-27,4397
2017-09-28,4397
2017-09-29,4213
2017-09-30,4213
2017-10-01,4213
2017-10-02,4009
2017-10-03,4009
2017-10-04,4009
2017-10-05,4009
2017-10-06,3877
2017-10-07,3877
2017-10-08,3877
2017-10-09,3877
2017-10-10,3849
2017-10-11,3849
2017-10-12,3849
2017-10-13,3849
2017-10-14,3742
2017-10-15,3742
2017-10-16,3742
2017-10-17,3742
2017-10-18,3749
2017-10-19,3749
2017-10-20,3749
2017-10-21,3749
2017-10-22,3693
2017-10-23,3693
2017-10-24,3693
2017-10-25,3693
2017-10-26,3768
2017-10-27,3768
2017-10-28,3768
2017-10-29,3768
2017-10-30,3808
2017-10-31,3808
2017-11-01,3808
2017-11-02,3808
2017-11-03,3808
2017-11-04,3828
2017-11-05,3828
2017-11-06,3828
2017-11-07,3828
2017-11-08,3828
2017-11-09,3965
2017-11-10,3965
2017-11-11,3965
2017-11-12,3965
2017-11-13,4014
2017-11-14,4014
2017-11-15,4014
2017-11-16,4014
2017-11-17,4014
2017-11-18,4176
2017-11-19,4176
2017-11-20,4176
2017-11-21,4176
2017-11-22,4180
2017-11-23,4180
2017-11-24,4180
2017-11-25,4180
2017-11-26,4173
2017-11-27,4173
2017-11-28,4173
2017-11-29,4173
2017-11-30,4173
2017-12-01,4252
2017-12-02,4252
2017-12-03,4252
2017-12-04,4252
2017-12-05,4387
2017-12-06,4387
2017-12-07,4387
2017-12-08,4387
2017-12-09,4307
2017-12-10,4108
2017-12-11,3904
2017-12-12,3904
2017-12-13,3715
2017-12-14,3715
2017-12-15,3543
2017-12-16,3543
2017-12-17,3543
2017-12-18,3399
2017-12-19,3399
2017-12-20,3399
2017-12-21,3278
2017-12-22,3278
2017-12-23,3126
2017-12-24,3126
2017-12-25,3029
2017-12-26,3029
2017-12-27,2890
2017-12-28,2890
2017-12-29,2890
2017-12-30,2843
2017-12-31,2843
2018-01-01,2730
2018-01-02,2730
2018-01-03,2730
2018-01-04,2702
2018-01-05,2702
2018-01-06,2730
2018-01-07,2730
2018-01-08,2730
2018-01-09,2739
2018-01-10,2739
2018-01-11,2739
2018-01-12,2759
2018-01-13,2759
2018-01-14,2759
2018-01-15,2702
2018-01-16,2702
2018-01-17,2702
2018-01-18,2662
2018-01-19,2662
2018-01-20,2662
2018-01-21,2662
2018-01-22,2639
2018-01-23,2639
2018-01-25,2673
2018-01-26,2673
2018-01-27,2698
2018-01-28,2698
2018-01-29,2720
2018-01-30,2720
2018-01-31,2720
2018-02-01,2795
2018-02-02,2795
2018-02-03,2795
2018-02-04,2878
2018-02-05,2878
2018-02-06,2878
2018-02-07,2891
2018-02-08,2891
2018-02-09,2891
2018-02-10,2891
2018-02-11,2824
2018-02-12,2824
2018-02-13,2824
2018-02-14,2791
2018-02-15,2791
2018-02-16,2791
2018-02-17,2796
2018-02-18,2796
2018-02-19,2796
2018-02-20,2776
2018-02-21,2776
2018-02-22,2776
2018-02-23,2801
2018-02-24,2801
2018-02-25,2741
2018-02-26,2741
2018-02-27,2669
2018-02-28,2669
2018-03-01,2669
2018-03-02,2571
2018-03-03,2571
2018-03-04,2571
2018-03-05,2522
2018-03-06,2522
2018-03-07,2421
2018-03-08,2421
2018-03-09,2356
2018-03-10,2356
2018-03-11,2320
2018-03-12,2320
2018-03-13,2299
2018-03-14,2299
2018-03-15,2299
2018-03-16,2282
2018-03-17,2282
2018-03-18,2282
2018-03-19,2340
2018-03-20,2340
2018-03-21,2340
2018-03-23,2375
2018-03-24,2375
2018-03-25,2375
2018-03-26,2375
2018-03-27,2402
2018-03-28,2402
2018-03-29,2402
2018-03-30,2402
2018-03-31,2427
2018-04-01,2427
2018-04-02,2427
2018-04-03,2487
2018-04-04,2487
2018-04-05,2487
2018-04-06,2548
2018-04-07,2548
2018-04-08,2548
2018-04-09,2548
2018-04-10,2619
2018-04-11,2619
2018-04-12,2619
2018-04-13,2619
2018-04-14,2606
2018-04-15,2606
2018-04-16,2606
2018-04-17,2689
2018-04-18,2689
2018-04-19,2689
2018-04-20,2689
2018-04-21,2759
2018-04-22,2759
2018-04-23,2759
2018-04-24,2759
2018-04-25,2875
2018-04-26,2875
2018-04-27,2875
2018-04-28,2875
2018-04-29,2911
2018-04-30,2911
2018-05-01,2911
2018-05-03,3001
2018-05-04,3001
2018-05-05,3001
2018-05-06,3001
2018-05-07,3126
2018-05-08,3126
2018-05-09,3126
2018-05-10,3126
2018-05-11,3194
2018-05-12,3194
2018-05-13,3194
2018-05-14,3194
2018-05-15,3296
2018-05-16,3296
2018-05-17,3296
2018-05-18,3398
2018-05-19,3398
2018-05-20,3398
2018-05-21,3522
2018-05-22,3522
2018-05-23,3522
2018-05-24,3522
2018-05-25,3617
2018-05-26,3617
2018-05-27,3617
2018-05-28,3726
2018-05-29,3726
2018-05-30,3726
2018-05-31,3726
2018-06-01,3812
2018-06-02,3812
2018-06-03,3812
2018-06-04,3812
2018-06-05,3807
2018-06-06,3807
2018-06-07,3807
2018-06-08,3946
2018-06-09,3946
2018-06-10,3946
2018-06-11,3946
2018-06-12,3963
2018-06-13,3963
2018-06-14,3963
2018-06-15,4022
2018-06-16,4022
2018-06-17,4022
2018-06-18,4022
2018-06-19,4057
2018-06-20,4057
2018-06-21,4057
2018-06-22,4057
2018-06-23,4057
2018-06-24,4152
2018-06-25,4152
2018-06-26,4152
2018-06-27,4152
2018-06-28,4201
2018-06-29,4201
2018-06-30,4201
2018-07-01,4201
2018-07-02,4333
2018-07-03,4333
2018-07-04,4333
2018-07-05,4333
2018-07-06,4478
2018-07-07,4478
2018-07-08,4478
2018-07-09,4478
2018-07-10,4537
2018-07-11,4537
2018-07-12,4537
2018-07-13,4537
2018-07-14,4569
2018-07-15,4569
2018-07-16,4569
2018-07-17,4655
2018-07-18,4655
2018-07-19,4655
2018-07-20,4655
2018-07-21,4684
2018-07-22,4684
2018-07-23,4684
2018-07-24,4666
2018-07-25,4666
2018-07-26,4666
2018-07-27,4664
2018-07-28,4664
2018-07-29,4664
2018-07-30,4664
2018-07-31,4734
2018-08-01,4734
2018-08-02,4734
2018-08-03,4734
2018-08-04,4888
2018-08-05,4888
2018-08-06,4888
2018-08-07,4888
2018-08-08,5020
2018-08-09,5020
2018-08-10,5020
2018-08-11,5020
2018-08-12,5086
2018-08-14,5086
2018-08-16,5230
2018-08-17,5230
2018-08-18,5290
2018-08-19,5290
2018-08-20,5290
2018-08-21,5337
2018-08-22,5337
2018-08-23,5337
2018-08-24,5326
2018-08-25,5326
2018-08-26,5326
2018-08-27,5475
2018-08-28,5475
2018-08-29,5475
2018-08-30,5656
2018-08-31,5656
2018-09-01,5935
2018-09-02,5935
2018-09-03,6232
2018-09-04,6538
2018-09-05,6865
2018-09-06,6865
2018-09-07,7203
2018-09-08,7203
2018-09-09,7544
2018-09-10,7774
2018-09-11,7774
2018-09-12,8128
2018-09-13,8128
2018-09-14,8489
2018-09-15,8899
2018-09-16,8899
2018-09-17,9325
2018-09-18,9325
2018-09-19,9776
2018-09-20,9776
2018-09-21,10222
2018-09-22,10711
2018-09-23,10711
2018-09-24,11247
2018-09-25,11247
2018-09-26,11810
2018-09-27,11810
2018-09-28,12392
2018-09-29,12392
2018-09-30,13012
2018-10-01,13640
2018-10-02,14299
2018-10-03,15014
2018-10-04,15014
2018-10-05,15765
2018-10-06,16366
2018-10-07,16366
2018-10-08,17055
2018-10-09,17055
2018-10-10,17272
2018-10-11,17272
2018-10-12,17724
2018-10-13,17683
2018-10-14,17683
2018-10-15,17461
2018-10-16,17461
2018-10-17,17023
2018-10-18,17023
2018-10-19,16363
2018-10-20,16363
2018-10-21,16363
2018-10-22,15544
2018-10-23,15544
2018-10-24,15544
2018-10-25,15024
2018-10-26,15024
2018-10-27,14538
2018-10-28,14538
2018-10-29,14538
2018-10-30,14107
2018-10-31,14031
2018-11-01,13989
2018-11-03,14229
2018-11-04,14616
2018-11-05,14593
2018-11-06,14852
2018-11-07,14943
2018-11-08,15349
2018-11-09,15896
2018-11-10,16515
2018-11-11,17246
2018-11-12,17971
2018-11-13,18796
2018-11-14,19338
2018-11-15,20229
2018-11-16,20983
2018-11-17,21476
2018-11-18,21729
2018-11-19,21817
2018-11-20,21521
2018-11-21,21521
2018-11-22,22247
2018-11-23,22283
2018-11-24,21357
2018-11-25,20305
2018-11-26,19389
2018-11-27,18424
2018-11-28,17505
2018-11-29,16733
2018-12-01,15958
2018-12-02,15383
2018-12-03,15383
2018-12-04,14629
2018-12-05,14218
2018-12-07,13719
2018-12-09,13280
2018-12-10,12744
2018-12-11,12744
2018-12-12,12265
2018-12-13,11651
2018-12-14,11068
2018-12-15,10514
2018-12-16,9988
2018-12-17,9488
2018-12-18,9013
2018-12-19,8562
2018-12-20,8134
2018-12-21,7732
2018-12-22,7345
2018-12-23,6982
2018-12-24,6664
2018-12-25,6383
2018-12-26,6087
2018-12-27,5856
2018-12-28,5650
2018-12-29,5464
2018-12-30,5252
2018-12-31,5257
2019-01-01,5089
2019-01-02,4973
2019-01-03,4806
2019-01-04,4673
2019-01-05,4669
2019-01-06,4575
2019-01-08,4244
2019-01-10,3979
2019-01-11,4085
2019-01-12,4183
2019-01-13,4186
2019-01-14,4151
2019-01-15,4298
2019-01-16,4384
2019-01-17,4545
2019-01-18,4686
2019-01-19,4802
2019-01-20,4846
2019-01-21,4846
2019-01-22,4934
2019-01-23,5026
2019-01-24,5026
2019-01-25,5086
2019-01-26,5086
2019-01-27,4966
2019-01-28,4733
2019-01-29,4642
2019-01-30,4752
2019-01-31,4752
2019-02-01,4749
2019-02-02,4749
2019-02-03,4793
2019-02-04,4793
2019-02-05,4782
2019-02-06,4782
2019-02-07,4808
2019-02-08,4808
2019-02-09,4741
2019-02-10,4741
2019-02-11,4729
2019-02-12,4729
2019-02-13,4751
2019-02-14,4751
2019-02-15,4778
2019-02-16,4778
2019-02-17,4725
2019-02-18,4725
2019-02-19,4723
2019-02-20,4723
2019-02-21,4653
2019-02-22,4653
2019-02-23,4762
2019-02-24,4762
2019-02-25,4764
2019-02-26,4764
2019-02-27,4764
2019-02-28,4764
2019-03-01,4634
2019-03-02,4634
2019-03-03,4605
2019-03-04,4605
2019-03-05,4388
2019-03-06,4388
2019-03-07,4183
2019-03-08,4183
2019-03-09,4183
2019-03-10,4126
2019-03-11,4126
2019-03-12,4052
2019-03-13,4052
2019-03-14,4057
2019-03-15,4057
2019-03-16,4057
2019-03-17,4022
2019-03-18,4022
2019-03-19,4022
2019-03-20,4045
2019-03-21,4045
2019-03-22,4045
2019-03-23,4108
2019-03-24,4108
2019-03-25,4108
2019-03-26,4210
