date_obj,Ensouled%20kalphite%20head price
2017-01-27,2639
2017-01-28,2710
2017-01-29,2834
2017-01-30,2976
2017-01-31,3125
2017-02-01,3120
2017-02-02,2990
2017-02-03,2844
2017-02-04,2701
2017-02-05,2645
2017-02-06,2778
2017-02-07,2855
2017-02-08,2783
2017-02-09,2658
2017-02-10,2620
2017-02-11,2751
2017-02-12,2889
2017-02-13,3015
2017-02-14,3030
2017-02-15,3081
2017-02-16,3113
2017-02-18,3346
2017-02-19,3246
2017-02-20,3355
2017-02-21,3470
2017-02-22,3373
2017-02-23,3204
2017-02-24,3048
2017-02-25,2985
2017-02-26,3030
2017-02-27,2959
2017-02-28,2886
2017-03-01,2978
2017-03-02,3084
2017-03-03,3130
2017-03-04,3152
2017-03-05,3163
2017-03-06,3247
2017-03-07,3257
2017-03-08,3094
2017-03-09,2948
2017-03-10,2861
2017-03-11,2911
2017-03-12,3033
2017-03-13,3098
2017-03-14,3140
2017-03-15,3076
2017-03-16,2946
2017-03-17,2855
2017-03-18,2741
2017-03-19,2622
2017-03-20,2569
2017-03-21,2630
2017-03-22,2646
2017-03-23,2752
2017-03-24,2799
2017-03-25,2695
2017-03-26,2656
2017-03-27,2528
2017-03-28,2526
2017-03-29,2503
2017-03-30,2430
2017-03-31,2416
2017-04-01,2501
2017-04-02,2627
2017-04-03,2712
2017-04-04,2623
2017-04-12,2596
2017-04-13,2651
2017-04-14,2784
2017-04-15,2892
2017-04-16,2754
2017-04-17,2621
2017-04-18,2521
2017-04-19,2600
2017-04-20,2713
2017-04-21,2700
2017-04-22,2606
2017-04-23,2619
2017-04-24,2750
2017-04-25,2831
2017-04-26,2730
2017-04-27,2655
2017-04-28,2752
2017-04-29,2887
2017-04-30,2840
2017-05-01,2744
2017-05-02,2714
2017-05-03,2631
2017-05-04,2572
2017-05-05,2609
2017-05-06,2740
2017-05-07,2812
2017-05-08,2787
2017-05-09,2716
2017-05-10,2639
2017-05-11,2584
2017-05-12,2709
2017-05-13,2782
2017-05-14,2918
2017-05-15,2864
2017-05-16,2763
2017-05-17,2801
2017-05-18,2942
2017-05-19,3062
2017-05-20,3075
2017-05-21,3221
2017-05-22,3111
2017-05-23,3036
2017-05-24,2938
2017-05-25,3026
2017-05-26,2898
2017-05-27,2781
2017-05-28,2815
2017-05-29,2941
2017-05-30,2992
2017-05-31,2923
2017-06-01,2837
2017-06-02,2820
2017-06-03,2872
2017-06-04,2946
2017-06-05,2992
2017-06-06,3012
2017-06-07,2944
2017-06-08,2875
2017-06-09,2932
2017-06-10,2997
2017-06-11,3010
2017-06-12,3045
2017-06-13,3086
2017-06-14,2990
2017-06-15,3015
2017-06-16,3023
2017-06-17,2881
2017-06-18,2787
2017-06-19,2734
2017-06-20,2770
2017-06-21,2806
2017-06-22,2810
2017-06-23,2856
2017-06-24,2842
2017-06-25,2809
2017-06-26,2689
2017-06-27,2734
2017-06-28,2798
2017-06-29,2723
2017-06-30,2627
2017-07-01,2715
2017-07-02,2784
2017-07-03,2861
2017-07-04,2832
2017-07-05,2878
2017-07-06,2755
2017-07-07,2700
2017-07-08,2722
2017-07-13,3021
2017-07-14,2932
2017-07-15,2797
2017-07-16,2713
2017-07-17,2754
2017-07-18,2813
2017-07-19,2858
2017-07-20,2997
2017-07-21,3147
2017-07-22,3305
2017-07-23,3438
2017-07-24,3610
2017-07-25,3791
2017-07-26,3981
2017-07-27,4100
2017-07-28,4013
2017-07-29,4036
2017-07-30,4051
2017-07-31,4041
2017-08-01,4021
2017-08-02,4109
2017-08-03,4241
2017-08-04,4255
2017-08-05,4198
2017-08-06,4039
2017-08-09,3529
2017-08-10,3414
2017-08-11,3403
2017-08-12,3354
2017-08-13,3240
2017-08-14,3095
2017-08-15,3215
2017-08-16,3376
2017-08-17,3532
2017-08-18,3530
2017-08-19,3623
2017-08-20,3799
2017-08-21,3782
2017-08-22,3641
2017-08-23,3463
2017-08-24,3289
2017-08-25,3126
2017-08-26,3045
2017-08-27,2948
2017-08-28,2936
2017-08-29,2797
2017-08-30,2731
2017-08-31,2733
2017-09-01,2740
2017-09-02,2841
2017-09-03,2984
2017-09-04,3078
2017-09-05,3111
2017-09-06,3107
2017-09-07,3031
2017-09-08,2895
2017-09-09,2869
2017-09-10,3013
2017-09-11,2950
2017-09-12,2860
2017-09-13,2876
2017-09-14,2865
2017-09-15,2952
2017-09-16,2923
2017-09-17,2850
2017-09-18,2843
2017-09-19,2770
2017-09-20,2791
2017-09-21,2828
2017-09-22,2814
2017-09-23,2875
2017-09-24,2878
2017-09-25,2821
2017-09-26,2824
2017-09-27,2910
2017-09-28,2907
2017-09-29,2835
2017-09-30,2867
2017-10-01,2869
2017-10-02,2897
2017-10-03,2869
2017-10-04,2874
2017-10-05,2882
2017-10-06,2847
2017-10-07,2758
2017-10-08,2643
2017-10-09,2644
2017-10-10,2726
2017-10-11,2640
2017-10-12,2563
2017-10-13,2632
2017-10-14,2675
2017-10-15,2545
2017-10-16,2550
2017-10-17,2634
2017-10-18,2707
2017-10-19,2674
2017-10-20,2600
2017-10-21,2519
2017-10-22,2457
2017-10-23,2504
2017-10-24,2601
2017-10-25,2599
2017-10-26,2697
2017-10-27,2825
2017-10-28,2820
2017-10-29,2866
2017-10-30,2741
2017-10-31,2644
2017-11-01,2650
2017-11-02,2763
2017-11-03,2841
2017-11-04,2809
2017-11-05,2776
2017-11-06,2692
2017-11-07,2669
2017-11-08,2603
2017-11-09,2674
2017-11-10,2780
2017-11-11,2811
2017-11-12,2775
2017-11-13,2741
2017-11-14,2706
2017-11-15,2693
2017-11-16,2731
2017-11-17,2769
2017-11-18,2667
2017-11-19,2706
2017-11-20,2605
2017-11-21,2728
2017-11-22,2801
2017-11-23,2726
2017-11-24,2698
2017-11-25,2641
2017-11-26,2646
2017-11-27,2586
2017-11-28,2587
2017-11-29,2612
2017-11-30,2630
2017-12-01,2668
2017-12-02,2688
2017-12-03,2657
2017-12-04,2671
2017-12-05,2722
2017-12-06,2750
2017-12-07,2703
2017-12-08,2633
2017-12-09,2673
2017-12-10,2760
2017-12-11,2898
2017-12-12,3043
2017-12-13,3196
2017-12-14,3349
2017-12-15,3378
2017-12-16,3398
2017-12-17,3228
2017-12-18,3105
2017-12-19,3083
2017-12-20,3011
2017-12-21,2952
2017-12-22,2854
2017-12-23,2787
2017-12-24,2738
2017-12-25,2722
2017-12-26,2691
2017-12-27,2628
2017-12-28,2496
2017-12-29,2371
2017-12-30,2286
2017-12-31,2223
2018-01-01,2167
2018-01-02,2157
2018-01-03,2124
2018-01-04,2194
2018-01-05,2143
2018-01-06,2096
2018-01-07,2128
2018-01-08,2109
2018-01-09,2177
2018-01-10,2262
2018-01-11,2183
2018-01-12,2116
2018-01-13,2088
2018-01-14,2173
2018-01-15,2228
2018-01-16,2183
2018-01-17,2258
2018-01-18,2298
2018-01-19,2233
2018-01-20,2252
2018-01-21,2271
2018-01-22,2342
2018-01-23,2460
2018-01-25,2486
2018-01-26,2588
2018-01-27,2686
2018-01-28,2612
2018-01-29,2651
2018-01-30,2702
2018-01-31,2632
2018-02-01,2639
2018-02-02,2754
2018-02-03,2886
2018-02-04,2918
2018-02-05,2839
2018-02-06,2749
2018-02-07,2769
2018-02-08,2682
2018-02-09,2808
2018-02-10,2949
2018-02-11,2918
2018-02-12,2967
2018-02-13,2982
2018-02-14,2931
2018-02-15,3013
2018-02-16,2945
2018-02-17,3093
2018-02-18,3062
2018-02-19,2931
2018-02-20,2970
2018-02-21,3024
2018-02-22,3072
2018-02-23,3040
2018-02-24,3192
2018-02-25,3352
2018-02-26,3520
2018-02-27,3657
2018-02-28,3700
2018-03-01,3639
2018-03-02,3675
2018-03-03,3615
2018-03-04,3608
2018-03-05,3543
2018-03-06,3371
2018-03-07,3318
2018-03-08,3310
2018-03-09,3354
2018-03-10,3379
2018-03-11,3524
2018-03-12,3608
2018-03-13,3696
2018-03-14,3690
2018-03-15,3534
2018-03-16,3378
2018-03-17,3252
2018-03-18,3203
2018-03-20,3428
2018-03-21,3441
2018-03-23,3407
2018-03-24,3365
2018-03-25,3408
2018-03-26,3407
2018-03-27,3394
2018-03-28,3401
2018-03-29,3391
2018-03-30,3393
2018-03-31,3381
2018-04-01,3423
2018-04-02,3257
2018-04-03,3109
2018-04-04,3041
2018-04-05,3091
2018-04-06,3226
2018-04-07,3375
2018-04-08,3393
2018-04-09,3445
2018-04-10,3618
2018-04-11,3590
2018-04-12,3410
2018-04-13,3242
2018-04-14,3079
2018-04-15,2936
2018-04-16,2952
2018-04-17,2903
2018-04-18,3017
2018-04-19,3156
2018-04-20,3221
2018-04-21,3251
2018-04-22,3310
2018-04-23,3321
2018-04-24,3413
2018-04-25,3267
2018-04-26,3227
2018-04-27,3239
2018-04-28,3272
2018-04-29,3270
2018-04-30,3346
2018-05-01,3431
2018-05-03,3313
2018-05-04,3214
2018-05-05,3167
2018-05-07,3047
2018-05-08,3084
2018-05-09,3022
2018-05-10,3164
2018-05-11,3075
2018-05-12,3065
2018-05-13,2941
2018-05-14,2977
2018-05-15,3107
2018-05-16,3134
2018-05-17,3109
2018-05-18,3060
2018-05-19,3177
2018-05-20,3268
2018-05-21,3353
2018-05-22,3345
2018-05-23,3317
2018-05-24,3310
2018-05-25,3224
2018-05-26,3089
2018-05-27,2965
2018-05-28,2942
2018-05-29,2918
2018-05-30,3007
2018-05-31,3064
2018-06-01,2979
2018-06-02,3048
2018-06-03,3052
2018-06-04,2982
2018-06-05,2950
2018-06-06,2883
2018-06-07,2789
2018-06-08,2701
2018-06-09,2654
2018-06-10,2705
2018-06-11,2772
2018-06-12,2839
2018-06-13,2818
2018-06-14,2796
2018-06-15,2840
2018-06-16,2850
2018-06-17,2934
2018-06-18,2839
2018-06-19,2849
2018-06-20,2982
2018-06-21,2885
2018-06-22,2780
2018-06-23,2838
2018-06-24,2858
2018-06-25,2809
2018-06-26,2941
2018-06-27,3026
2018-06-28,3019
2018-06-29,3036
2018-06-30,3063
2018-07-01,3110
2018-07-02,3264
2018-07-03,3428
2018-07-04,3600
2018-07-05,3780
2018-07-06,3626
2018-07-07,3590
2018-07-08,3413
2018-07-09,3347
2018-07-10,3196
2018-07-11,3070
2018-07-12,2975
2018-07-13,2905
2018-07-14,2832
2018-07-15,2924
2018-07-16,2955
2018-07-17,2822
2018-07-18,2723
2018-07-19,2741
2018-07-20,2731
2018-07-21,2652
2018-07-22,2769
2018-07-23,2908
2018-07-24,3030
2018-07-25,3102
2018-07-26,3055
2018-07-27,2987
2018-07-28,2886
2018-07-29,2867
2018-07-30,2794
2018-07-31,2903
2018-08-01,2959
2018-08-02,3060
2018-08-03,3109
2018-08-04,3103
2018-08-05,2948
2018-08-06,2981
2018-08-07,2900
2018-08-08,2868
2018-08-09,2883
2018-08-10,2865
2018-08-11,2806
2018-08-12,2782
2018-08-14,2807
2018-08-16,2885
2018-08-17,2917
2018-08-18,2978
2018-08-19,2991
2018-08-20,2941
2018-08-21,2925
2018-08-22,2884
2018-08-23,2831
2018-08-24,2826
2018-08-25,2853
2018-08-26,2738
2018-08-27,2846
2018-08-28,2989
2018-08-29,3125
2018-08-30,3147
2018-08-31,3060
2018-09-01,3061
2018-09-02,3106
2018-09-03,3073
2018-09-04,3100
2018-09-05,3105
2018-09-06,3261
2018-09-07,3258
2018-09-08,3169
2018-09-09,3143
2018-09-10,3170
2018-09-11,3038
2018-09-12,2915
2018-09-13,3018
2018-09-14,3111
2018-09-15,3224
2018-09-16,3136
2018-09-17,3010
2018-09-18,3071
2018-09-19,3064
2018-09-20,3031
2018-09-21,3104
2018-09-22,3149
2018-09-23,3215
2018-09-24,3291
2018-09-25,3241
2018-09-26,3250
2018-09-27,3273
2018-09-28,3272
2018-09-29,3290
2018-09-30,3221
2018-10-01,3173
2018-10-02,3143
2018-10-03,3142
2018-10-04,3061
2018-10-05,3044
2018-10-06,3029
2018-10-07,2999
2018-10-08,3018
2018-10-09,3150
2018-10-10,3015
2018-10-11,3017
2018-10-12,3029
2018-10-13,2985
2018-10-14,3040
2018-10-15,3062
2018-10-16,3087
2018-10-17,3020
2018-10-18,3022
2018-10-19,2950
2018-10-20,2876
2018-10-21,2827
2018-10-22,2910
2018-10-23,2913
2018-10-24,2952
2018-10-25,2956
2018-10-26,3005
2018-10-27,2954
2018-10-28,2926
2018-10-29,2879
2018-10-30,2918
2018-10-31,2964
2018-11-01,2890
2018-11-03,2826
2018-11-04,2825
2018-11-05,2807
2018-11-06,2735
2018-11-07,2726
2018-11-08,2645
2018-11-09,2720
2018-11-10,2696
2018-11-11,2695
2018-11-12,2785
2018-11-13,2815
2018-11-14,2906
2018-11-15,2928
2018-11-16,3075
2018-11-17,3112
2018-11-18,3180
2018-11-19,3274
2018-11-20,3421
2018-11-21,3372
2018-11-22,3333
2018-11-23,3212
2018-11-24,3145
2018-11-25,3180
2018-11-26,3275
2018-11-27,3422
2018-11-28,3449
2018-11-29,3437
2018-12-01,3203
2018-12-02,3062
2018-12-03,3075
2018-12-04,3063
2018-12-05,3011
2018-12-07,3074
2018-12-09,3082
2018-12-10,3040
2018-12-11,2888
2018-12-12,2776
2018-12-13,2671
2018-12-14,2697
2018-12-15,2780
2018-12-16,2912
2018-12-17,3051
2018-12-18,3077
2018-12-19,2973
2018-12-20,2990
2018-12-21,2999
2018-12-22,2864
2018-12-23,2756
2018-12-24,2687
2018-12-25,2612
2018-12-26,2620
2018-12-27,2690
2018-12-28,2666
2018-12-29,2672
2018-12-30,2722
2018-12-31,2685
2019-01-01,2678
2019-01-02,2736
2019-01-03,2815
2019-01-04,2853
2019-01-05,2740
2019-01-06,2740
2019-01-08,2773
2019-01-10,2723
2019-01-11,2644
2019-01-12,2559
2019-01-13,2567
2019-01-14,2523
2019-01-15,2507
2019-01-16,2502
2019-01-17,2521
2019-01-18,2503
2019-01-19,2402
2019-01-20,2368
2019-01-21,2343
2019-01-22,2452
2019-01-23,2470
2019-01-24,2383
2019-01-25,2391
2019-01-26,2371
2019-01-27,2342
2019-01-28,2363
2019-01-29,2349
2019-01-30,2358
2019-01-31,2380
2019-02-01,2397
2019-02-02,2493
2019-02-03,2487
2019-02-04,2543
2019-02-05,2476
2019-02-06,2460
2019-02-07,2442
2019-02-08,2516
2019-02-09,2490
2019-02-10,2524
2019-02-11,2481
2019-02-12,2477
2019-02-13,2457
2019-02-14,2574
2019-02-15,2644
2019-02-16,2606
2019-02-17,2630
2019-02-18,2578
2019-02-19,2546
2019-02-20,2550
2019-02-21,2615
2019-02-22,2688
2019-02-23,2818
2019-02-24,2800
2019-02-25,2733
2019-02-26,2706
2019-02-27,2837
2019-02-28,2907
2019-03-01,2939
2019-03-02,2991
2019-03-03,3106
2019-03-04,3007
2019-03-05,2909
2019-03-06,2863
2019-03-07,2849
2019-03-08,2801
2019-03-09,2735
2019-03-10,2628
2019-03-11,2551
2019-03-12,2500
2019-03-13,2560
2019-03-14,2542
2019-03-15,2548
2019-03-16,2495
2019-03-17,2545
2019-03-18,2512
2019-03-19,2545
2019-03-20,2541
2019-03-21,2578
2019-03-22,2689
2019-03-23,2648
2019-03-24,2632
2019-03-25,2742
2019-03-26,2691
2019-03-27,2713
2019-03-28,2749
2019-03-29,2760
2019-03-30,2689
2019-03-31,2722
2019-04-01,2717
2019-04-02,2645
2019-04-03,2648
2019-04-04,2638
2019-04-05,2675
2019-04-06,2641
2019-04-07,2637
2019-04-08,2647
2019-04-09,2654
2019-04-10,2690
2019-04-11,2718
2019-04-12,2695
2019-04-13,2642
2019-04-14,2701
2019-04-15,2735
2019-04-16,2744
2019-04-17,2736
2019-04-18,2706
2019-04-19,2751
2019-04-20,2640
2019-04-21,2665
2019-04-22,2743
2019-04-23,2710
2019-04-24,2816
2019-04-25,2880
2019-04-26,2849
2019-04-27,2766
2019-04-28,2734
2019-04-29,2672
2019-04-30,2560
2019-05-01,2467
2019-05-02,2456
2019-05-03,2437
2019-05-04,2511
2019-05-05,2555
2019-05-06,2469
2019-05-07,2492
2019-05-08,2472
2019-05-09,2401
2019-05-10,2412
2019-05-11,2333
2019-05-12,2391
2019-05-13,2453
2019-05-14,2502
2019-05-15,2402
2019-05-16,2464
2019-05-17,2474
2019-05-18,2437
2019-05-19,2424
2019-05-20,2546
2019-05-21,2526
2019-05-22,2545
2019-05-23,2594
2019-05-24,2657
2019-05-25,2551
2019-05-26,2512
2019-05-27,2407
2019-05-28,2422
2019-05-29,2499
2019-05-30,2609
2019-05-31,2717
2019-06-01,2706
2019-06-02,2676
2019-06-03,2643
2019-06-04,2541
2019-06-05,2540
2019-06-06,2543
2019-06-07,2618
2019-06-08,2594
2019-06-09,2692
2019-06-10,2613
2019-06-11,2571
2019-06-12,2540
2019-06-13,2502
2019-06-14,2628
2019-06-15,2601
2019-06-16,2641
2019-06-17,2595
2019-06-18,2465
2019-06-19,2342
2019-06-20,2393
2019-06-21,2422
2019-06-22,2520
2019-06-23,2435
2019-06-24,2528
2019-06-25,2479
2019-06-26,2407
2019-06-27,2327
2019-06-28,2366
2019-06-29,2363
2019-06-30,2382
2019-07-01,2389
2019-07-02,2446
2019-07-03,2569
2019-07-04,2692
2019-07-05,2627
2019-07-06,2505
2019-07-07,2487
2019-07-08,2455
2019-07-09,2479
2019-07-10,2505
2019-07-11,2484
2019-07-12,2534
2019-07-13,2509
2019-07-14,2528
2019-07-15,2481
2019-07-16,2493
2019-07-17,2547
2019-07-18,2529
2019-07-19,2515
2019-07-20,2538
2019-07-21,2517
2019-07-22,2606
2019-07-23,2634
2019-07-24,2602
2019-07-25,2549
2019-07-26,2439
2019-07-27,2535
2019-07-28,2605
2019-07-29,2602
2019-07-30,2581
2019-07-31,2573
2019-08-01,2649
2019-08-02,2603
2019-08-03,2595
2019-08-04,2716
2019-08-05,2774
2019-08-06,2769
2019-08-07,2748
2019-08-08,2799
2019-08-09,2765
2019-08-10,2692
2019-08-11,2634
2019-08-12,2502
2019-08-13,2500
2019-08-14,2473
2019-08-15,2503
2019-08-16,2488
2019-08-17,2553
2019-08-18,2476
2019-08-19,2416
2019-08-20,2458
2019-08-21,2403
2019-08-22,2457
2019-08-23,2471
2019-08-24,2521
2019-08-24,2521
2019-08-25,2606
2019-08-25,2606
2019-08-26,2537
2019-08-27,2490
2019-08-27,2490
2019-08-28,2449
2019-08-29,2533
2019-08-30,2554
2019-08-31,2493
2019-09-01,2607
2019-09-02,2689
2019-09-03,2752
2019-09-04,2742
2019-09-05,2674
2019-09-06,2611
2019-09-07,2506
2019-09-08,2464
2019-09-09,2582
2019-09-10,2712
2019-09-11,2822
2019-09-12,2758
2019-09-13,2761
2019-09-14,2691
2019-09-15,2599
2019-09-16,2595
2019-09-17,2626
2019-09-18,2561
2019-09-19,2545
2019-09-20,2525
2019-09-21,2569
2019-09-22,2505
2019-09-23,2600
2019-09-24,2620
2019-09-25,2624
2019-09-26,2564
2019-09-27,2463
2019-09-28,2492
2019-09-29,2406
2019-09-30,2309
2019-10-01,2354
2019-10-02,2408
2019-10-03,2471
2019-10-04,2468
2019-10-05,2418
2019-10-06,2349
2019-10-07,2410
2019-10-08,2381
2019-10-09,2433
2019-10-10,2413
2019-10-11,2341
2019-10-12,2236
2019-10-13,2155
2019-10-14,2099
2019-10-15,2026
2019-10-16,2108
2019-10-17,2132
2019-10-18,2120
2019-10-19,2124
2019-10-20,2123
2019-10-21,2215
2019-10-22,2200
2019-10-23,2228
2019-10-24,2241
2019-10-25,2296
2019-10-26,2411
2019-10-27,2519
2019-10-28,2475
2019-10-29,2424
2019-10-30,2386
2019-10-31,2271
2019-11-01,2208
2019-11-02,2244
2019-11-03,2321
2019-11-04,2275
2019-11-05,2318
2019-11-06,2320
2019-11-07,2353
2019-11-08,2451
2019-11-09,2473
2019-11-10,2488
2019-11-11,2503
2019-11-12,2478
2019-11-13,2430
2019-11-14,2441
2019-11-15,2454
2019-11-16,2523
2019-11-17,2522
2019-11-18,2539
2019-11-19,2566
2019-11-20,2559
2019-11-21,2687
2019-11-22,2822
2019-11-23,2888
2019-11-24,2896
2019-11-25,2828
2019-11-26,2742
2019-11-27,2824
2019-11-28,2817
2019-11-29,2727
2019-11-30,2843
2019-12-01,2810
2019-12-02,2839
2019-12-03,2850
2019-12-04,2874
2019-12-05,2926
2019-12-06,2969
2019-12-07,2991
2019-12-08,2945
2019-12-09,2898
2019-12-10,2835
2019-12-11,2799
2019-12-12,2789
2019-12-13,2855
2019-12-14,2867
2019-12-15,2974
2019-12-16,3079
2019-12-17,3070
2019-12-18,2980
2019-12-19,2969
2019-12-20,3034
2019-12-21,2995
2019-12-22,2957
2019-12-23,3022
2019-12-24,3060
2019-12-25,2935
2019-12-26,2937
2019-12-27,2826
2019-12-28,2751
