date_obj,Blue%20elegant%20blouse price
2015-11-16,16306
2015-11-17,16016
2015-11-18,16016
2015-11-19,16016
2015-11-20,16016
2015-11-21,16016
2015-11-22,16137
2015-11-23,16137
2015-11-24,16137
2015-11-25,16137
2015-11-26,16137
2015-11-27,16137
2015-11-28,16233
2015-11-29,16233
2015-11-30,16233
2015-12-01,16233
2015-12-02,16233
2015-12-03,16513
2015-12-04,16513
2015-12-05,16513
2015-12-06,16513
2015-12-07,16513
2015-12-08,16513
2015-12-09,16439
2015-12-10,16439
2015-12-11,16439
2015-12-12,16439
2015-12-13,16439
2015-12-14,16439
2015-12-15,16118
2015-12-16,16118
2015-12-17,16118
2015-12-18,16118
2015-12-19,16118
2015-12-20,16005
2015-12-21,16005
2015-12-22,16005
2015-12-23,16005
2015-12-24,16005
2015-12-25,15234
2015-12-26,15234
2015-12-27,15234
2015-12-28,15234
2015-12-29,14528
2015-12-30,14528
2015-12-31,14528
2016-01-01,14528
2016-01-02,14528
2016-01-03,13801
2016-01-04,13801
2016-01-05,13801
2016-01-06,13801
2016-01-07,13139
2016-01-08,13139
2016-01-09,13139
2016-01-10,13139
2016-01-11,12620
2016-01-12,12620
2016-01-13,12620
2016-01-14,12082
2016-01-15,12082
2016-01-16,12082
2016-01-17,12082
2016-01-18,11679
2016-01-19,11679
2016-01-20,11679
2016-01-21,11679
2016-01-22,11529
2016-01-23,11529
2016-01-24,11529
2016-01-25,11529
2016-01-26,11955
2016-01-27,11955
2016-01-28,11955
2016-01-29,11955
2016-01-30,11955
2016-01-31,11820
2016-02-01,11820
2016-02-02,11820
2016-02-03,11820
2016-02-04,11784
2016-02-05,11784
2016-02-06,11784
2016-02-07,11784
2016-02-08,11784
2016-02-09,12212
2016-02-10,12212
2016-02-11,12212
2016-02-12,12212
2016-02-13,12785
2016-02-14,12785
2016-02-15,12785
2016-02-16,12785
2016-02-17,12785
2016-02-18,12785
2016-02-19,13064
2016-02-20,13064
2016-02-21,13064
2016-02-22,13064
2016-02-23,12952
2016-02-24,12952
2016-02-25,12952
2016-02-26,12952
2016-02-27,12939
2016-02-28,12939
2016-02-29,12939
2016-03-01,12939
2016-03-02,12939
2016-03-03,13152
2016-03-04,13152
2016-03-05,13152
2016-03-06,13152
2016-03-07,12794
2016-03-08,12794
2016-03-09,12794
2016-03-10,12794
2016-03-11,12462
2016-03-12,12462
2016-03-13,12462
2016-03-14,12462
2016-03-15,12462
2016-03-16,12337
2016-03-17,12337
2016-03-18,12337
2016-03-19,12337
2016-03-20,12630
2016-03-21,12630
2016-03-22,12630
2016-03-23,12630
2016-03-24,12630
2016-03-25,12774
2016-03-26,12774
2016-03-27,12774
2016-03-28,12430
2016-03-29,12430
2016-03-30,12430
2016-03-31,12430
2016-04-01,12430
2016-04-02,12430
2016-04-03,12710
2016-04-04,12710
2016-04-05,12710
2016-04-06,12710
2016-04-07,12710
2016-04-08,12593
2016-04-09,12593
2016-04-10,12593
2016-04-11,12593
2016-04-12,12593
2016-04-13,12652
2016-04-14,12652
2016-04-15,12652
2016-04-16,12652
2016-04-17,13048
2016-04-18,13048
2016-04-19,13048
2016-04-20,13048
2016-04-21,13077
2016-04-22,13077
2016-04-23,13077
2016-04-24,13077
2016-04-25,13077
2016-04-26,13079
2016-04-27,13079
2016-04-28,13079
2016-04-29,13079
2016-04-30,13079
2016-05-01,12910
2016-05-02,12910
2016-05-03,12910
2016-05-04,12910
2016-05-05,13020
2016-05-06,13020
2016-05-07,13020
2016-05-08,13020
2016-05-09,13020
2016-05-10,12483
2016-05-11,12483
2016-05-12,12483
2016-05-13,12483
2016-05-14,12601
2016-05-15,12601
2016-05-16,12601
2016-05-17,12601
2016-05-18,13052
2016-05-19,13052
2016-05-22,12824
2016-05-23,12824
2016-05-24,12824
2016-05-25,12824
2016-05-26,12182
2016-05-27,12182
2016-05-28,12182
2016-05-29,11591
2016-05-30,11591
2016-05-31,11591
2016-06-01,11591
2016-06-02,11405
2016-06-03,11405
2016-06-04,11405
2016-06-05,11405
2016-06-06,10834
2016-06-07,10834
2016-06-08,10834
2016-06-09,10834
2016-06-10,10534
2016-06-11,10534
2016-06-12,10534
2016-06-13,10534
2016-06-14,10296
2016-06-15,10296
2016-06-16,10296
2016-06-17,10039
2016-06-18,10039
2016-06-19,10039
2016-06-20,10039
2016-06-21,9685
2016-06-22,9685
2016-06-23,9685
2016-06-24,9685
2016-06-25,9622
2016-06-26,9622
2016-06-27,9622
2016-06-28,9622
2016-06-29,9594
2016-06-30,9594
2016-07-01,9594
2016-07-02,9594
2016-07-03,10008
2016-07-04,10008
2016-07-05,10008
2016-07-06,10103
2016-07-07,10103
2016-07-08,10103
2016-07-09,9694
2016-07-10,9694
2016-07-11,9694
2016-07-12,9248
2016-07-13,9248
2016-07-14,9248
2016-07-15,9354
2016-07-16,9354
2016-07-17,9354
2016-07-18,9447
2016-07-23,9400
2016-07-24,9400
2016-07-25,9400
2016-07-26,9186
2016-07-27,9186
2016-07-28,9186
2016-07-29,9186
2016-07-30,9113
2016-07-31,9113
2016-08-01,9113
2016-08-02,9113
2016-08-03,9113
2016-08-04,8910
2016-08-05,8910
2016-08-06,8910
2016-08-07,8910
2016-08-08,8910
2016-08-09,8700
2016-08-10,8700
2016-08-11,8700
2016-08-12,8700
2016-08-13,8700
2016-08-14,8537
2016-08-15,8537
2016-08-16,8537
2016-08-17,8537
2016-08-18,8537
2016-08-19,8285
2016-08-20,8285
2016-08-21,8285
2016-08-22,8285
2016-08-23,8285
2016-08-24,8470
2016-08-25,8470
2016-08-26,8470
2016-08-28,8470
2016-08-31,8514
2016-09-01,8514
2016-09-02,8514
2016-09-03,8514
2016-09-04,8700
2016-09-05,8700
2016-09-06,8700
2016-09-07,8700
2016-09-08,8700
2016-09-09,8758
2016-09-10,8758
2016-09-11,8758
2016-09-12,8758
2016-09-13,8758
2016-09-14,8758
2016-09-15,8839
2016-09-16,8839
2016-09-17,8839
2016-09-18,8839
2016-09-19,8839
2016-09-20,8844
2016-09-21,8844
2016-09-22,8844
2016-09-23,8844
2016-09-24,8844
2016-09-25,8542
2016-09-26,8542
2016-09-27,8542
2016-09-28,8542
2016-09-29,8542
2016-09-30,8394
2016-10-01,8394
2016-10-02,8394
2016-10-03,8394
2016-10-04,8394
2016-10-05,8182
2016-10-06,8182
2016-10-07,8182
2016-10-08,8182
2016-10-09,8182
2016-10-10,7937
2016-10-11,7937
2016-10-12,7937
2016-10-13,7937
2016-10-14,7937
2016-10-15,7971
2016-10-16,7971
2016-10-17,7971
2016-10-18,7971
2016-10-19,7971
2016-10-20,7971
2016-10-21,7956
2016-10-22,7956
2016-10-23,7956
2016-10-24,7956
2016-10-25,7956
2016-10-26,7912
2016-10-27,7912
2016-10-28,7912
2016-10-29,7912
2016-10-30,7912
2016-10-31,7912
2016-11-01,7912
2016-11-02,7607
2016-11-03,7607
2016-11-04,7607
2016-11-05,7607
2016-11-06,7607
2016-11-07,7607
2016-11-08,7613
2016-11-09,7613
2016-11-10,7613
2016-11-11,7613
2016-11-12,7613
2016-11-13,7613
2016-11-14,7764
2016-11-15,7764
2016-12-07,7738
2016-12-08,7738
2016-12-09,7838
2016-12-10,7838
2016-12-11,7838
2016-12-12,7838
2016-12-13,7838
2016-12-14,7813
2016-12-15,7813
2016-12-16,7813
2016-12-17,7813
2016-12-18,7813
2016-12-19,7813
2016-12-20,7757
2016-12-21,7757
2016-12-22,7757
2016-12-23,7757
2016-12-24,7757
2016-12-25,7757
2016-12-26,7696
2016-12-27,7696
2016-12-28,7696
2016-12-29,7696
2016-12-30,7696
2016-12-31,7588
2017-01-01,7588
2017-01-02,7588
2017-01-03,7588
2017-01-04,7588
2017-01-05,7933
2017-01-06,7933
2017-01-07,7933
2017-01-08,7933
2017-01-09,7887
2017-01-10,7887
2017-01-11,7887
2017-01-12,7887
2017-01-13,7887
2017-01-14,8120
2017-01-15,8120
2017-01-16,8120
2017-01-17,8120
2017-01-18,8345
2017-01-19,8345
2017-01-20,8345
2017-01-21,8345
2017-01-22,8345
2017-01-23,8506
2017-01-27,8760
2017-01-28,8760
2017-01-29,8760
2017-01-30,8760
2017-01-31,8760
2017-02-01,8743
2017-02-02,8743
2017-02-03,8743
2017-02-04,8743
2017-02-05,8737
2017-02-06,8737
2017-02-07,8737
2017-02-08,8737
2017-02-09,8737
2017-02-10,8737
2017-02-11,8737
2017-02-12,8737
2017-02-13,8737
2017-02-14,8665
2017-02-15,8665
2017-02-16,8665
2017-02-18,8665
2017-02-19,8581
2017-02-20,8581
2017-02-21,8581
2017-02-22,8581
2017-02-23,8581
2017-02-24,8746
2017-02-25,8746
2017-02-26,8746
2017-02-27,8746
2017-02-28,8732
2017-03-01,8732
2017-03-02,8732
2017-03-03,8732
2017-03-04,8718
2017-03-05,8718
2017-03-06,8718
2017-03-07,8718
2017-03-08,8713
2017-03-09,8713
2017-03-10,8713
2017-03-11,8713
2017-03-12,8688
2017-03-13,8688
2017-03-14,8688
2017-03-15,8688
2017-03-16,8644
2017-03-17,8644
2017-03-18,8644
2017-03-19,8644
2017-03-20,8723
2017-03-21,8723
2017-03-22,8723
2017-03-23,8723
2017-03-24,8708
2017-03-25,8708
2017-03-26,8708
2017-03-27,8708
2017-03-28,8708
2017-03-29,8953
2017-03-30,8953
2017-03-31,8953
2017-04-01,8953
2017-04-02,9212
2017-04-03,9212
2017-04-04,9212
2017-04-12,9640
2017-04-13,9942
2017-04-14,9942
2017-04-15,9942
2017-04-16,9942
2017-04-17,10402
2017-04-18,10402
2017-04-19,10402
2017-04-20,10402
2017-04-21,10402
2017-04-22,10629
2017-04-23,10629
2017-04-24,10629
2017-04-25,10629
2017-04-26,10983
2017-04-27,10983
2017-04-28,10983
2017-04-29,10983
2017-04-30,11117
2017-05-01,11117
2017-05-02,11117
2017-05-03,11117
2017-05-04,11186
2017-05-05,11186
2017-05-06,11186
2017-05-07,11186
2017-05-08,11186
2017-05-09,11521
2017-05-10,11521
2017-05-11,11521
2017-05-12,11521
2017-05-13,11852
2017-05-14,11852
2017-05-15,11852
2017-05-16,11852
2017-05-17,11852
2017-05-18,12207
2017-05-19,12207
2017-05-20,12207
2017-05-21,12207
2017-05-22,12207
2017-05-23,12787
2017-05-24,12787
2017-05-25,12787
2017-05-26,12787
2017-05-27,12787
2017-05-28,13112
2017-05-29,13112
2017-05-30,13112
2017-05-31,13112
2017-06-01,13112
2017-06-02,13112
2017-06-03,13213
2017-06-04,13213
2017-06-05,13213
2017-06-06,13589
2017-06-07,13589
2017-06-08,13589
2017-06-09,13589
2017-06-10,14009
2017-06-11,14009
2017-06-12,14009
2017-06-13,14009
2017-06-14,13908
2017-06-15,13908
2017-06-16,13908
2017-06-17,13908
2017-06-18,13908
2017-06-19,14212
2017-06-20,14212
2017-06-21,14212
2017-06-22,14212
2017-06-23,14212
2017-06-24,14608
2017-06-25,14608
2017-06-26,14608
2017-06-27,14608
2017-06-28,14503
2017-06-29,14503
2017-06-30,14503
2017-07-01,14503
2017-07-02,14503
2017-07-03,14223
2017-07-04,14223
2017-07-05,14223
2017-07-06,14223
2017-07-07,14223
2017-07-08,14063
2017-07-13,14053
2017-07-14,14053
2017-07-15,14053
2017-07-16,14053
2017-07-17,13409
2017-07-18,13409
2017-07-19,13409
2017-07-20,13409
2017-07-21,13409
2017-07-22,13100
2017-07-23,13100
2017-07-24,13100
2017-07-25,13100
2017-07-26,13100
2017-07-27,13276
2017-07-28,13276
2017-07-29,13276
2017-07-30,13276
2017-07-31,13276
2017-08-01,13276
2017-08-02,13253
2017-08-03,13253
2017-08-04,13253
2017-08-05,13253
2017-08-06,13022
2017-08-09,13022
2017-08-10,13022
2017-08-11,12868
2017-08-12,12868
2017-08-13,12868
2017-08-14,12868
2017-08-15,12868
2017-08-16,12809
2017-08-17,12809
2017-08-18,12809
2017-08-19,12809
2017-08-20,12664
2017-08-21,12664
2017-08-22,12664
2017-08-23,12664
2017-08-24,12664
2017-08-25,12664
2017-08-26,12454
2017-08-27,12454
2017-08-28,12454
2017-08-29,12454
2017-08-30,12454
2017-08-31,12622
2017-09-01,12622
2017-09-02,12622
2017-09-03,12622
2017-09-04,12622
2017-09-05,12497
2017-09-06,12497
2017-09-07,12497
2017-09-08,12497
2017-09-09,12497
2017-09-10,12475
2017-09-11,12475
2017-09-12,12475
2017-09-13,12475
2017-09-14,12475
2017-09-15,12475
2017-09-16,12280
2017-09-17,12280
2017-09-18,12280
2017-09-19,12280
2017-09-20,12171
2017-09-22,12171
2017-09-23,12171
2017-09-24,12171
2017-09-25,12095
2017-09-26,12095
2017-09-27,12095
2017-09-28,12095
2017-09-29,12095
2017-09-30,12095
2017-10-01,12679
2017-10-02,12679
2017-10-03,12679
2017-10-04,12679
2017-10-05,12679
2017-10-06,12679
2017-10-07,13144
2017-10-08,13144
2017-10-09,13144
2017-10-10,13144
2017-10-11,13144
2017-10-12,13144
2017-10-13,13020
2017-10-14,13020
2017-10-15,13020
2017-10-16,13020
2017-10-17,13020
2017-10-18,13061
2017-10-19,13061
2017-10-20,13061
2017-10-21,13061
2017-10-22,13316
2017-10-23,13316
2017-10-24,13316
2017-10-25,13316
2017-10-26,13316
2017-10-27,13294
2017-10-28,13294
2017-10-29,13294
2017-10-30,13294
2017-10-31,12771
2017-11-01,12771
2017-11-02,12771
2017-11-03,12771
2017-11-04,12771
2017-11-05,12686
2017-11-06,12686
2017-11-07,12686
2017-11-08,12686
2017-11-09,12686
2017-11-10,12644
2017-11-11,12644
2017-11-12,12644
2017-11-13,12644
2017-11-14,12644
2017-11-15,12644
2017-11-16,12373
2017-11-17,12373
2017-11-18,12373
2017-11-19,12373
2017-11-20,12373
2017-11-21,12057
2017-11-22,12057
2017-11-23,12057
2017-11-24,12057
2017-11-25,11696
2017-11-26,11696
2017-11-27,11696
2017-11-28,11696
2017-11-29,11696
2017-11-30,11696
2017-12-01,11561
2017-12-02,11561
2017-12-03,11561
2017-12-04,11561
2017-12-05,11561
2017-12-06,11444
2017-12-07,11444
2017-12-08,11444
2017-12-09,11444
2017-12-10,11444
2017-12-11,11444
2017-12-12,11045
2017-12-13,11045
2017-12-14,11045
2017-12-15,11045
2017-12-16,11045
2017-12-17,11137
2017-12-18,11137
2017-12-19,11137
2017-12-20,11137
2017-12-21,11137
2017-12-22,11300
2017-12-23,11300
2017-12-24,11300
2017-12-25,11300
2017-12-26,11300
2017-12-27,11700
2017-12-28,11700
2017-12-29,11700
2017-12-30,11700
2017-12-31,11700
2018-01-01,11965
2018-01-02,11965
2018-01-03,11965
2018-01-04,11965
2018-01-05,11965
2018-01-06,12119
2018-01-07,12119
2018-01-08,12119
2018-01-09,12119
2018-01-10,12119
2018-01-11,12459
2018-01-12,12459
2018-01-13,12459
2018-01-14,12459
2018-01-15,12915
2018-01-16,12915
2018-01-17,12915
2018-01-18,12915
2018-01-19,12628
2018-01-20,12628
2018-01-21,12628
2018-01-22,12628
2018-01-23,12417
2018-01-24,12417
2018-01-25,12417
2018-01-26,12417
2018-01-27,12417
2018-01-28,12591
2018-01-29,12591
2018-01-30,12591
2018-01-31,12462
2018-02-01,12462
2018-02-02,12462
2018-02-03,12462
2018-02-04,12370
2018-02-05,12370
2018-02-06,12370
2018-02-07,12370
2018-02-08,12092
2018-02-09,12092
2018-02-10,12092
2018-02-11,12092
2018-02-12,12248
2018-02-13,12248
2018-02-14,12248
2018-02-15,12248
2018-02-16,12248
2018-02-17,12027
2018-02-18,12027
2018-02-19,12027
2018-02-20,12027
2018-02-21,11942
2018-02-22,11942
2018-02-23,11942
2018-02-24,11942
2018-02-25,11981
2018-02-26,11981
2018-02-27,11981
2018-02-28,11981
2018-03-01,11607
2018-03-02,11607
2018-03-03,11607
2018-03-04,11607
2018-03-05,11220
2018-03-06,11220
2018-03-07,11220
2018-03-08,11220
2018-03-09,11220
2018-03-10,11082
2018-03-11,11082
2018-03-12,11082
2018-03-13,11082
2018-03-14,11082
2018-03-15,11082
2018-03-16,11294
2018-03-17,11294
2018-03-18,11294
2018-03-20,11279
2018-03-21,11279
2018-03-22,11279
2018-03-23,11279
2018-03-24,11279
2018-03-25,11145
2018-03-26,11145
2018-03-27,11145
2018-03-28,11145
2018-03-29,11334
2018-03-30,11334
2018-03-31,11334
2018-04-01,11334
2018-04-02,11334
2018-04-03,11334
2018-04-04,11334
2018-04-05,11334
2018-04-06,10790
2018-04-07,10790
2018-04-08,10790
2018-04-09,10790
2018-04-10,10284
2018-04-11,10284
2018-04-12,10284
2018-04-13,10284
2018-04-14,10284
2018-04-15,9841
2018-04-16,9841
2018-04-17,9841
2018-04-18,9841
2018-04-19,9841
2018-04-20,9735
2018-04-21,9735
2018-04-22,9735
2018-04-23,9735
2018-04-24,9735
2018-04-25,9735
2018-04-26,9709
2018-04-27,9709
2018-04-28,9709
2018-04-29,9709
2018-04-30,9709
2018-05-01,10000
2018-05-02,10000
2018-05-03,10000
2018-05-04,10000
2018-05-05,10000
2018-05-06,10000
2018-05-07,10086
2018-05-08,10086
2018-05-09,10086
2018-05-10,10086
2018-05-11,10086
2018-05-12,10107
2018-05-13,10107
2018-05-14,10107
2018-05-15,10107
2018-05-16,10107
2018-05-17,10107
2018-05-18,10107
2018-05-19,10107
2018-05-20,10107
2018-05-21,10111
2018-05-22,10111
2018-05-23,10111
2018-05-24,10111
2018-05-25,10111
2018-05-26,9944
2018-05-27,9944
2018-05-28,9944
2018-05-29,9944
2018-05-30,9944
2018-05-31,9963
2018-06-01,9963
2018-06-02,9963
2018-06-03,9963
2018-06-04,9723
2018-06-05,9723
2018-06-06,9723
2018-06-07,9723
2018-06-08,9545
2018-06-09,9545
2018-06-10,9545
2018-06-11,9545
2018-06-12,9545
2018-06-13,9676
2018-06-14,9676
2018-06-15,9676
2018-06-16,9676
2018-06-17,9676
2018-06-18,9820
2018-06-19,9820
2018-06-20,9820
2018-06-21,9820
2018-06-22,10182
2018-06-23,10182
2018-06-24,10182
2018-06-25,10182
2018-06-26,10494
2018-06-27,10494
2018-06-28,10494
2018-06-29,10494
2018-06-30,10527
2018-07-01,10527
2018-07-02,10527
2018-07-03,10527
2018-07-04,10527
2018-07-05,10633
2018-07-06,10633
2018-07-07,10633
2018-07-08,10633
2018-07-09,10482
2018-07-10,10482
2018-07-11,10482
2018-07-12,10482
2018-07-13,10482
2018-07-14,10482
2018-07-15,10534
2018-07-16,10534
2018-07-17,10534
2018-07-18,10534
2018-07-19,10922
2018-07-20,10922
2018-07-21,10922
2018-07-22,10922
2018-07-23,10787
2018-07-24,10787
2018-07-25,10787
2018-07-26,10787
2018-07-27,10810
2018-07-28,10810
2018-07-29,10810
2018-07-30,10810
2018-07-31,10863
2018-08-01,10863
2018-08-02,10863
2018-08-03,10863
2018-08-04,11376
2018-08-05,11376
2018-08-06,11376
2018-08-07,11376
2018-08-08,11909
2018-08-09,11909
2018-08-10,11909
2018-08-11,11909
2018-08-12,12468
2018-08-14,12468
2018-08-16,12468
2018-08-17,13069
2018-08-18,13069
2018-08-19,13069
2018-08-20,13069
2018-08-21,13651
2018-08-22,13651
2018-08-23,13651
2018-08-24,13651
2018-08-25,14293
2018-08-26,14293
2018-08-27,14293
2018-08-28,14293
2018-08-29,14841
2018-08-30,14841
2018-08-31,14841
2018-09-01,14841
2018-09-02,15358
2018-09-03,15358
2018-09-04,15358
2018-09-05,15850
2018-09-06,15850
2018-09-07,15850
2018-09-08,15850
2018-09-09,16541
2018-09-10,16541
2018-09-11,16541
2018-09-12,16541
2018-09-13,17199
2018-09-14,17199
2018-09-15,17199
2018-09-16,17199
2018-09-17,17987
2018-09-18,17987
2018-09-19,17987
2018-09-20,17987
2018-09-21,17987
2018-09-22,18796
2018-09-23,18796
2018-09-24,18796
2018-09-25,18796
2018-09-26,18796
2018-09-27,19467
2018-09-28,19467
2018-09-29,19467
2018-09-30,19467
2018-10-01,19823
2018-10-02,19823
2018-10-03,19823
2018-10-04,19823
2018-10-05,19823
2018-10-06,20365
2018-10-07,20365
2018-10-08,20365
2018-10-09,20365
2018-10-10,20270
2018-10-11,20270
2018-10-12,20270
2018-10-13,20270
2018-10-14,19626
2018-10-15,19626
2018-10-16,19626
2018-10-17,19626
2018-10-18,18935
2018-10-19,18935
2018-10-20,18935
2018-10-21,18935
2018-10-22,18606
2018-10-23,18606
2018-10-24,18606
2018-10-25,18606
2018-10-26,18606
2018-10-27,18039
2018-10-28,18039
2018-10-29,18039
2018-10-30,18039
2018-10-31,17909
2018-11-01,17909
2018-11-03,18443
2018-11-04,18443
2018-11-05,18535
2018-11-06,18535
2018-11-07,18168
2018-11-08,18168
2018-11-09,18168
2018-11-10,17676
2018-11-11,17676
2018-11-12,18184
2018-11-13,18184
2018-11-15,17815
2018-11-16,17815
2018-11-17,17963
2018-11-18,17963
2018-11-19,17963
2018-11-20,17669
2018-11-21,17669
2018-11-22,17669
2018-11-23,17560
2018-11-24,17560
2018-11-25,17253
2018-11-26,17253
2018-11-27,17253
2018-11-28,17075
2018-11-29,17075
2018-12-01,17137
2018-12-02,17137
2018-12-03,17137
2018-12-04,17023
2018-12-05,17023
2018-12-07,17130
2018-12-09,16712
2018-12-10,16712
2018-12-11,16712
2018-12-12,16432
2018-12-13,16432
2018-12-14,16432
2018-12-15,16031
2018-12-16,16031
2018-12-17,16031
2018-12-18,15549
2018-12-19,15549
2018-12-20,15549
2018-12-21,15428
2018-12-22,15428
2018-12-23,15428
2018-12-24,15171
2018-12-25,15171
2018-12-26,15171
2018-12-27,15562
2018-12-28,15562
2018-12-29,15562
2018-12-30,16201
2018-12-31,16201
2019-01-01,16201
2019-01-02,16568
2019-01-03,16568
2019-01-04,16568
2019-01-05,16285
2019-01-06,16285
2019-01-08,16182
2019-01-10,16182
2019-01-11,15746
2019-01-12,15746
2019-01-13,15746
2019-01-14,15216
2019-01-15,15216
2019-01-16,15216
2019-01-17,15026
2019-01-18,15026
2019-01-19,15026
2019-01-20,14953
2019-01-21,14953
2019-01-22,14953
2019-01-23,14821
2019-01-24,14821
2019-01-25,14821
2019-01-26,14758
2019-01-27,14758
2019-01-28,14758
2019-01-29,14649
2019-01-30,14649
2019-01-31,14649
2019-02-01,14364
2019-02-02,14364
2019-02-03,14364
2019-02-04,14315
2019-02-05,14315
2019-02-06,14315
2019-02-07,13951
2019-02-08,13951
2019-02-09,13951
2019-02-10,13590
2019-02-11,13590
2019-02-12,13590
2019-02-13,13142
2019-02-14,13142
2019-02-15,13142
2019-02-16,12851
2019-02-17,12851
2019-02-18,12851
2019-02-19,12569
2019-02-20,12569
2019-02-21,12377
2019-02-22,12377
2019-02-23,12377
2019-02-24,12058
2019-02-25,12058
2019-02-26,12058
2019-02-27,12058
2019-02-28,12058
2019-03-01,12058
2019-03-02,11559
2019-03-03,11559
2019-03-04,11559
2019-03-05,11067
2019-03-06,11067
2019-03-07,11067
2019-03-08,10797
2019-03-09,10797
2019-03-10,10797
2019-03-11,10797
2019-03-12,10289
2019-03-13,10289
2019-03-14,10289
2019-03-15,9840
2019-03-16,9840
2019-03-17,9564
2019-03-18,9564
2019-03-19,9564
2019-03-20,9564
2019-03-21,9142
2019-03-22,9142
2019-03-23,9142
2019-03-24,9077
2019-03-25,9077
