date_obj,Mummy's%20head price
2017-06-18,1369933
2017-06-19,1369933
2017-06-20,1369933
2017-06-21,1369933
2017-06-22,1369933
2017-06-23,1369933
2017-06-24,1369933
2017-06-25,1369933
2017-06-26,1369933
2017-06-27,1369933
2017-06-28,1369933
2017-06-29,1369933
2017-06-30,1369933
2017-07-01,1369933
2017-07-02,1369933
2017-07-03,1369933
2017-07-04,1369933
2017-07-05,1369933
2017-07-06,1369933
2017-07-07,1369933
2017-07-08,1369933
2017-07-13,1369933
2017-07-14,1369933
2017-07-15,1369933
2017-07-16,1369933
2017-07-17,1369933
2017-07-18,1369933
2017-07-19,1369933
2017-07-20,1302352
2017-07-21,1302352
2017-07-22,1302352
2017-07-23,1302352
2017-07-24,1302352
2017-07-25,1302352
2017-07-26,1302352
2017-07-27,1302352
2017-07-28,1302352
2017-07-29,1302352
2017-07-30,1302352
2017-07-31,1302352
2017-08-01,1302352
2017-08-02,1302352
2017-08-03,1302352
2017-08-04,1302352
2017-08-05,1302352
2017-08-06,1302352
2017-08-09,1302352
2017-08-10,1302352
2017-08-11,1302352
2017-08-12,1302352
2017-08-13,1302352
2017-08-14,1302352
2017-08-15,1302352
2017-08-16,1302352
2017-08-17,1302352
2017-08-18,1302352
2017-08-19,1302352
2017-08-20,1302352
2017-08-22,1266521
2017-08-23,1266521
2017-08-24,1266521
2017-08-25,1266521
2017-08-26,1266521
2017-08-27,1266521
2017-08-28,1266521
2017-08-29,1266521
2017-08-30,1266521
2017-08-31,1266521
2017-09-01,1266521
2017-09-02,1266521
2017-09-03,1266521
2017-09-04,1266521
2017-09-05,1266521
2017-09-06,1266521
2017-09-07,1266521
2017-09-08,1266521
2017-09-09,1266521
2017-09-10,1266521
2017-09-11,1266521
2017-09-12,1266521
2017-09-13,1266521
2017-09-14,1266521
2017-09-15,1266521
2017-09-16,1266521
2017-09-17,1266521
2017-09-19,1266521
2017-09-20,1266521
2017-09-21,1266521
2017-09-22,1266521
2017-09-23,1266521
2017-09-24,1266521
2017-09-25,1266521
2017-09-26,1266521
2017-09-27,1266521
2017-09-28,1266521
2017-09-29,1266521
2017-09-30,1266521
2017-10-01,1266521
2017-10-02,1266521
2017-10-03,1266521
2017-10-04,1266521
2017-10-05,1266521
2017-10-06,1324525
2017-10-07,1324525
2017-10-08,1324525
2017-10-09,1324525
2017-10-10,1324525
2017-10-11,1324525
2017-10-12,1324525
2017-10-13,1324525
2017-10-14,1324525
2017-10-15,1324525
2017-10-16,1324525
2017-10-17,1324525
2017-10-18,1324525
2017-10-19,1324525
2017-10-20,1324525
2017-10-21,1324525
2017-10-22,1324525
2017-10-23,1324525
2017-10-24,1324525
2017-10-25,1324525
2017-10-26,1324525
2017-10-27,1324525
2017-10-28,1324525
2017-10-29,1324525
2017-10-30,1324525
2017-10-31,1324525
2017-11-01,1324525
2017-11-02,1324525
2017-11-03,1324525
2017-11-04,1324525
2017-11-05,1324525
2017-11-06,1324525
2017-11-07,1324525
2017-11-08,1324525
2017-11-09,1324525
2017-11-10,1324525
2017-11-11,1324525
2017-11-12,1324525
2017-11-13,1324525
2017-11-14,1324525
2017-11-15,1324525
2017-11-16,1324525
2017-11-17,1324525
2017-11-18,1324525
2017-11-19,1324525
2017-11-20,1324525
2017-11-21,1384139
2017-11-22,1384139
2017-11-23,1384139
2017-11-24,1384139
2017-11-25,1384139
2017-11-26,1384139
2017-11-27,1384139
2017-11-28,1384139
2017-11-29,1384139
2017-11-30,1384139
2017-12-01,1384139
2017-12-02,1384139
2017-12-03,1384139
2017-12-04,1384139
2017-12-05,1384139
2017-12-06,1384139
2017-12-07,1384139
2017-12-08,1384139
2017-12-09,1384139
2017-12-10,1384139
2017-12-11,1384139
2017-12-12,1384139
2017-12-14,1384139
2017-12-15,1384139
2017-12-17,1384139
2017-12-18,1384139
2017-12-19,1384139
2017-12-20,1384139
2017-12-21,1384139
2017-12-22,1384139
2017-12-23,1384139
2017-12-24,1384139
2017-12-25,1384139
2017-12-26,1384139
2017-12-27,1384139
2017-12-28,1384139
2017-12-29,1384139
2017-12-30,1384139
2017-12-31,1384139
2018-01-01,1384139
2018-01-02,1384139
2018-01-03,1446776
2018-01-04,1446776
2018-01-05,1446776
2018-01-06,1446776
2018-01-07,1446776
2018-01-08,1446776
2018-01-09,1446776
2018-01-10,1446776
2018-01-11,1446776
2018-01-12,1446776
2018-01-13,1446776
2018-01-14,1446776
2018-01-15,1446776
2018-01-16,1446776
2018-01-17,1446776
2018-01-18,1446776
2018-01-19,1446776
2018-01-20,1446776
2018-01-21,1446776
2018-01-22,1446776
2018-01-23,1446776
2018-01-25,1513077
2018-01-26,1513077
2018-01-27,1513077
2018-01-28,1513077
2018-01-29,1513077
2018-01-31,1513077
2018-02-01,1513077
2018-02-02,1513077
2018-02-03,1513077
2018-02-04,1513077
2018-02-05,1513077
2018-02-06,1513077
2018-02-07,1513077
2018-02-08,1513077
2018-02-09,1513077
2018-02-10,1513077
2018-02-11,1573155
2018-02-12,1573155
2018-02-13,1573155
2018-02-14,1573155
2018-02-15,1573155
2018-02-16,1573155
2018-02-17,1573155
2018-02-18,1573155
2018-02-19,1573155
2018-02-20,1573155
2018-02-21,1573155
2018-02-22,1573155
2018-02-23,1573155
2018-02-24,1573155
2018-02-25,1573155
2018-02-26,1508659
2018-02-27,1508659
2018-03-01,1508659
2018-03-02,1508659
2018-03-03,1508659
2018-03-04,1508659
2018-03-05,1508659
2018-03-06,1508659
2018-03-07,1508659
2018-03-08,1508659
2018-03-09,1508659
2018-03-10,1508659
2018-03-11,1508659
2018-03-12,1508659
2018-03-13,1508659
2018-03-14,1508659
2018-03-15,1508659
2018-03-16,1436145
2018-03-17,1436145
2018-03-18,1436145
2018-03-19,1436145
2018-03-20,1436145
2018-03-21,1436145
2018-03-23,1436145
2018-03-24,1436145
2018-03-26,1436145
2018-03-27,1436145
2018-03-28,1436145
2018-03-29,1436145
2018-03-30,1436145
2018-03-31,1436145
2018-04-01,1436145
2018-04-02,1436145
2018-04-03,1365062
2018-04-04,1365062
2018-04-05,1365062
2018-04-06,1365062
2018-04-07,1365062
2018-04-08,1365062
2018-04-09,1365062
2018-04-10,1365062
2018-04-11,1365062
2018-04-12,1365062
2018-04-13,1365062
2018-04-14,1365062
2018-04-15,1365062
2018-04-16,1365062
2018-04-17,1365062
2018-04-18,1365062
2018-04-19,1365062
2018-04-20,1365062
2018-04-21,1365062
2018-04-22,1365062
2018-04-23,1298335
2018-04-24,1298335
2018-04-25,1298335
2018-04-26,1298335
2018-04-27,1298335
2018-04-28,1298335
2018-04-29,1298335
2018-04-30,1298335
2018-05-01,1298335
2018-05-04,1298335
2018-05-05,1298335
2018-05-06,1298335
2018-05-07,1298335
2018-05-08,1298335
2018-05-09,1308577
2018-05-10,1308577
2018-05-11,1308577
2018-05-12,1308577
2018-05-13,1308577
2018-05-14,1308577
2018-05-15,1308577
2018-05-16,1308577
2018-05-17,1308577
2018-05-18,1308577
2018-05-19,1308577
2018-05-20,1308577
2018-05-21,1308577
2018-05-22,1308577
2018-05-23,1308577
2018-05-24,1308577
2018-05-25,1308577
2018-05-26,1308577
2018-05-27,1309342
2018-05-28,1309342
2018-05-29,1309342
2018-05-30,1309342
2018-05-31,1309342
2018-06-01,1309342
2018-06-02,1309342
2018-06-03,1309342
2018-06-04,1357210
2018-06-05,1357210
2018-06-06,1357210
2018-06-07,1357210
2018-06-08,1357210
2018-06-09,1357210
2018-06-10,1357210
2018-06-11,1357210
2018-06-12,1357210
2018-06-13,1357210
2018-06-14,1357210
2018-06-15,1357210
2018-06-16,1357210
2018-06-17,1357210
2018-06-18,1357210
2018-06-19,1357210
2018-06-20,1302084
2018-06-21,1302084
2018-06-22,1302084
2018-06-23,1302084
2018-06-24,1302084
2018-06-25,1302084
2018-06-26,1302084
2018-06-27,1302084
2018-06-28,1302084
2018-06-29,1302084
2018-06-30,1302084
2018-07-01,1302084
2018-07-02,1302084
2018-07-03,1302084
2018-07-04,1302084
2018-07-05,1302084
2018-07-06,1302084
2018-07-07,1302084
2018-07-08,1241750
2018-07-09,1241750
2018-07-10,1241750
2018-07-11,1241750
2018-07-12,1241750
2018-07-13,1241750
2018-07-14,1241750
2018-07-15,1241750
2018-07-16,1241750
2018-07-17,1241750
2018-07-18,1241750
2018-07-19,1241750
2018-07-20,1241750
2018-07-21,1241750
2018-07-22,1241750
2018-07-23,1241750
2018-07-24,1241750
2018-07-25,1241750
2018-07-26,1241750
2018-07-27,1208352
2018-07-28,1208352
2018-07-29,1208352
2018-07-30,1208352
2018-07-31,1208352
2018-08-01,1208352
2018-08-02,1208352
2018-08-03,1208352
2018-08-04,1208352
2018-08-05,1208352
2018-08-06,1208352
2018-08-07,1208352
2018-08-08,1208352
2018-08-09,1208352
2018-08-10,1208352
2018-08-11,1208352
2018-08-12,1208352
2018-08-14,1159181
2018-08-16,1159181
2018-08-17,1159181
2018-08-18,1159181
2018-08-19,1159181
2018-08-20,1159181
2018-08-21,1159181
2018-08-22,1159181
2018-08-23,1159181
2018-08-24,1159181
2018-08-25,1159181
2018-08-26,1159181
2018-08-27,1159181
2018-08-28,1159181
2018-08-29,1159181
2018-08-30,1143674
2018-08-31,1143674
2018-09-01,1143674
2018-09-02,1143674
2018-09-03,1143674
2018-09-04,1143674
2018-09-05,1143674
2018-09-06,1143674
2018-09-07,1143674
2018-09-08,1143674
2018-09-09,1143674
2018-09-10,1143674
2018-09-11,1196225
2018-09-12,1196225
2018-09-13,1196225
2018-09-14,1196225
2018-09-15,1196225
2018-09-16,1196225
2018-09-17,1196225
2018-09-18,1196225
2018-09-19,1196225
2018-09-20,1196225
2018-09-21,1196225
2018-09-22,1196225
2018-09-23,1196225
2018-09-24,1196225
2018-09-25,1196225
2018-09-26,1251512
2018-09-27,1251512
2018-09-28,1251512
2018-09-29,1251512
2018-09-30,1251512
2018-10-02,1251512
2018-10-03,1251512
2018-10-04,1251512
2018-10-05,1251512
2018-10-06,1251512
2018-10-07,1251512
2018-10-08,1251512
2018-10-09,1251512
2018-10-10,1310716
2018-10-11,1310716
2018-10-12,1310716
2018-10-13,1310716
2018-10-14,1310716
2018-10-15,1310716
2018-10-16,1310716
2018-10-17,1310716
2018-10-18,1310716
2018-10-19,1310716
2018-10-20,1310716
2018-10-21,1310716
2018-10-22,1310716
2018-10-23,1310716
2018-10-24,1373339
2018-10-25,1373339
2018-10-26,1373339
2018-10-27,1373339
2018-10-28,1373339
2018-10-29,1373339
2018-10-30,1373339
2018-10-31,1373339
2018-11-01,1373339
2018-11-03,1373339
2018-11-04,1373339
2018-11-05,1435735
2018-11-06,1435735
2018-11-07,1435735
2018-11-08,1435735
2018-11-09,1435735
2018-11-10,1435735
2018-11-11,1435735
2018-11-12,1435735
2018-11-13,1435735
2018-11-15,1435735
2018-11-16,1435735
2018-11-17,1502255
2018-11-18,1502255
2018-11-19,1502255
2018-11-20,1502255
2018-11-21,1502255
2018-11-22,1502255
2018-11-23,1502255
2018-11-24,1502255
2018-11-25,1502255
2018-11-26,1502255
2018-11-27,1502255
2018-11-28,1502255
2018-11-29,1487800
2018-12-01,1487800
2018-12-02,1487800
2018-12-03,1487800
2018-12-04,1487800
2018-12-05,1487800
2018-12-07,1487800
2018-12-09,1417413
2018-12-10,1417413
2018-12-11,1417413
2018-12-12,1417413
2018-12-13,1417413
2018-12-14,1417413
2018-12-15,1417413
2018-12-16,1417413
2018-12-17,1417413
2018-12-18,1417413
2018-12-19,1417413
2018-12-20,1417413
2018-12-21,1351100
2018-12-22,1351100
2018-12-23,1351100
2018-12-24,1351100
2018-12-25,1351100
2018-12-26,1351100
2018-12-27,1351100
2018-12-28,1351100
2018-12-29,1351100
2018-12-30,1351100
2018-12-31,1351100
2019-01-01,1351100
2019-01-02,1304519
2019-01-03,1304519
2019-01-04,1304519
2019-01-05,1304519
2019-01-06,1304519
2019-01-08,1304519
2019-01-10,1304519
2019-01-11,1304519
2019-01-12,1304519
2019-01-13,1304519
2019-01-14,1262030
2019-01-15,1262030
2019-01-16,1262030
2019-01-17,1262030
2019-01-18,1262030
2019-01-19,1262030
2019-01-20,1262030
2019-01-21,1262030
2019-01-22,1262030
2019-01-23,1199651
2019-01-24,1199651
2019-01-25,1199651
2019-01-26,1199651
2019-01-27,1199651
2019-01-28,1199651
2019-01-29,1199651
2019-01-30,1199651
2019-01-31,1199651
2019-02-01,1142189
2019-02-02,1142189
2019-02-03,1142189
2019-02-04,1142189
2019-02-05,1142189
2019-02-06,1142189
2019-02-07,1142189
2019-02-08,1142189
2019-02-09,1142189
2019-02-10,1087577
2019-02-11,1087577
2019-02-12,1087577
2019-02-13,1087577
2019-02-14,1087577
2019-02-15,1087577
2019-02-16,1087577
2019-02-17,1087577
2019-02-18,1087577
2019-02-19,1037629
2019-02-20,1037629
2019-02-21,1037629
2019-02-22,1037629
2019-02-23,1037629
2019-02-24,985747
2019-02-25,985747
2019-02-26,985747
2019-02-27,985747
2019-02-28,985747
2019-03-01,985747
2019-03-02,985747
2019-03-03,985747
2019-03-04,985747
2019-03-05,985747
2019-03-06,938379
2019-03-07,938379
2019-03-08,938379
2019-03-09,938379
2019-03-10,938379
2019-03-11,938379
2019-03-12,938379
2019-03-13,938379
2019-03-14,897360
2019-03-15,897360
2019-03-16,897360
2019-03-17,897360
2019-03-18,897360
2019-03-19,897360
2019-03-20,897360
2019-03-21,897360
2019-03-22,897360
2019-03-23,897360
2019-03-24,897360
2019-03-25,868929
2019-03-26,868929
2019-03-27,868929
2019-03-28,868929
2019-03-29,868929
2019-03-30,868929
2019-03-31,868929
2019-04-01,868929
2019-04-02,868929
2019-04-03,848604
2019-04-04,848604
2019-04-05,848604
2019-04-06,848604
2019-04-07,848604
2019-04-08,848604
2019-04-09,848604
2019-04-10,848604
2019-04-11,848604
2019-04-12,848604
2019-04-13,840995
2019-04-14,840995
2019-04-15,840995
2019-04-16,840995
2019-04-17,840995
2019-04-18,840995
2019-04-19,840995
2019-04-20,840995
2019-04-21,822764
2019-04-22,822764
2019-04-23,822764
2019-04-24,822764
2019-04-25,822764
2019-04-26,822764
2019-04-27,822764
2019-04-28,822764
2019-04-29,793055
2019-04-30,793055
2019-05-01,793055
2019-05-02,793055
2019-05-03,793055
2019-05-04,793055
2019-05-05,793055
2019-05-06,771220
2019-05-07,771220
2019-05-08,771220
2019-05-09,771220
2019-05-10,771220
2019-05-11,771220
2019-05-12,771220
2019-05-13,771220
2019-05-14,752615
2019-05-15,752615
2019-05-16,752615
2019-05-17,752615
2019-05-18,752615
2019-05-19,752615
2019-05-20,752615
2019-05-21,752615
2019-05-22,752615
2019-05-23,752615
2019-05-24,752615
2019-05-25,725071
2019-05-26,725071
2019-05-27,725071
2019-05-28,725071
2019-05-29,725071
2019-05-30,725071
2019-05-31,725071
2019-06-01,725071
2019-06-02,725071
2019-06-03,705783
2019-06-04,705783
2019-06-05,705783
2019-06-06,705783
2019-06-07,705783
2019-06-08,705783
2019-06-09,705783
2019-06-10,705783
2019-06-11,694371
2019-06-12,694371
2019-06-13,694371
2019-06-14,694371
2019-06-15,694371
2019-06-16,694371
2019-06-17,694371
2019-06-18,694371
2019-06-19,694371
2019-06-20,673657
2019-06-21,673657
2019-06-22,673657
2019-06-23,673657
2019-06-24,673657
2019-06-25,673657
2019-06-26,673657
2019-06-27,673657
2019-06-28,673657
2019-06-29,658862
2019-06-30,658862
2019-07-01,658862
2019-07-02,658862
2019-07-03,658862
2019-07-04,658862
2019-07-05,658862
2019-07-06,658862
2019-07-07,658862
2019-07-08,658862
2019-07-09,639551
2019-07-10,639551
2019-07-11,639551
2019-07-12,639551
2019-07-13,639551
2019-07-14,639551
2019-07-15,639551
2019-07-16,639551
2019-07-17,639551
2019-07-18,639551
2019-07-19,639551
2019-07-20,654457
2019-07-21,654457
2019-07-22,654457
2019-07-23,654457
2019-07-24,654457
2019-07-25,654457
2019-07-26,654457
2019-07-27,654457
2019-07-28,654457
2019-07-29,654457
2019-07-30,683240
2019-07-31,683240
2019-08-01,683240
2019-08-02,683240
2019-08-03,683240
2019-08-04,683240
2019-08-05,683240
2019-08-06,683240
2019-08-07,683240
2019-08-08,683240
2019-08-09,683240
2019-08-10,683240
2019-08-11,702178
2019-08-12,702178
2019-08-13,702178
2019-08-14,702178
2019-08-15,702178
2019-08-16,702178
2019-08-17,702178
2019-08-18,702178
2019-08-19,702178
2019-08-20,702178
2019-08-21,696517
2019-08-22,696517
2019-08-23,696517
2019-08-24,696517
2019-08-24,696517
2019-08-25,696517
2019-08-25,696517
2019-08-26,696517
2019-08-26,696517
2019-08-27,696517
2019-08-27,696517
2019-08-28,696517
2019-08-29,696517
2019-08-30,689037
2019-08-31,689037
2019-09-01,689037
2019-09-02,689037
2019-09-03,689037
2019-09-04,689037
2019-09-05,689037
2019-09-06,689037
2019-09-07,689037
2019-09-08,710305
2019-09-09,710305
2019-09-10,710305
2019-09-11,710305
2019-09-12,710305
2019-09-13,710305
2019-09-14,742229
2019-09-15,742229
2019-09-16,742229
2019-09-17,742229
2019-09-18,742229
2019-09-19,742229
2019-09-20,742229
2019-09-21,742229
2019-09-22,775884
2019-09-23,775884
2019-09-24,775884
2019-09-25,775884
2019-09-26,775884
2019-09-27,775884
2019-09-28,775884
2019-09-29,775884
2019-09-30,775884
2019-10-01,811101
2019-10-02,811101
2019-10-03,811101
2019-10-04,811101
2019-10-05,811101
2019-10-06,811101
2019-10-07,811101
2019-10-08,811101
2019-10-09,811101
2019-10-10,811101
2019-10-11,811101
2019-10-12,844820
2019-10-13,844820
2019-10-14,844820
2019-10-15,844820
2019-10-16,844820
2019-10-17,844820
2019-10-18,844820
2019-10-19,844820
2019-10-20,844820
2019-10-21,873651
2019-10-22,873651
2019-10-23,873651
2019-10-24,873651
2019-10-25,873651
2019-10-26,873651
2019-10-27,873651
2019-10-28,888863
2019-10-29,888863
2019-10-30,888863
2019-10-31,888863
2019-11-01,888863
2019-11-02,888863
2019-11-03,888863
2019-11-04,888863
2019-11-05,888863
2019-11-06,888863
2019-11-07,888863
2019-11-08,888863
2019-11-09,888863
2019-11-10,874304
2019-11-11,874304
2019-11-12,874304
2019-11-13,874304
2019-11-14,874304
2019-11-15,874304
2019-11-16,874304
2019-11-17,874304
2019-11-18,874304
2019-11-19,833306
2019-11-20,833306
2019-11-21,833306
2019-11-22,833306
2019-11-23,833306
2019-11-24,833306
2019-11-25,833306
2019-11-26,833306
2019-11-27,833306
2019-11-28,792359
2019-11-29,792359
2019-11-30,792359
2019-12-01,792359
2019-12-02,792359
2019-12-03,792359
2019-12-04,792359
2019-12-05,792359
2019-12-06,754489
2019-12-07,754489
2019-12-08,754489
2019-12-09,754489
2019-12-10,754489
2019-12-11,754489
2019-12-12,754489
2019-12-13,754489
2019-12-14,754489
2019-12-15,754489
2019-12-16,754489
2019-12-17,726139
2019-12-18,726139
2019-12-19,726139
2019-12-20,726139
2019-12-21,726139
2019-12-22,726139
2019-12-23,726139
2019-12-24,726139
2019-12-25,726139
2019-12-26,694044
2019-12-27,694044
2019-12-28,694044
2019-12-29,694044
2019-12-30,694044
2019-12-31,694044
2020-01-01,694044
2020-01-02,671125
2020-01-03,671125
2020-01-04,671125
2020-01-05,671125
2020-01-06,671125
2020-01-07,671125
2020-01-08,671125
2020-01-09,671125
2020-01-10,671125
2020-01-11,644610
2020-01-12,644610
2020-01-13,644610
2020-01-14,644610
2020-01-15,644610
2020-01-16,644610
2020-01-17,644610
2020-01-18,644610
2020-01-19,616262
2020-01-20,616262
2020-01-21,616262
2020-01-22,616262
2020-01-23,616262
2020-01-24,616262
2020-01-25,616262
2020-01-26,616262
2020-01-27,587340
2020-01-28,587340
2020-01-29,587340
2020-01-30,587340
2020-01-31,587340
2020-02-01,587340
2020-02-02,587340
2020-02-03,587340
2020-02-04,565091
2020-02-05,565091
2020-02-06,565091
2020-02-07,565091
2020-02-08,565091
2020-02-09,565091
2020-02-10,565091
2020-02-11,565091
2020-02-12,544346
2020-02-13,544346
2020-02-14,544346
2020-02-15,544346
2020-02-16,544346
2020-02-17,544346
2020-02-18,544346
2020-02-19,544346
2020-02-20,544346
2020-02-21,544346
2020-02-22,528581
2020-02-23,528581
2020-02-24,528581
2020-02-25,528581
2020-02-26,528581
2020-02-27,528581
2020-02-28,528581
2020-02-29,528581
2020-03-01,528581
2020-03-02,503355
2020-03-03,503355
2020-03-04,503355
2020-03-05,503355
2020-03-06,503355
2020-03-07,503355
2020-03-08,503355
2020-03-09,479766
2020-03-10,479766
2020-03-11,479766
2020-03-12,479766
2020-03-13,479766
2020-03-14,479766
2020-03-15,479766
2020-03-16,466142
2020-03-17,466142
2020-03-18,466142
2020-03-19,466142
2020-03-20,466142
2020-03-21,466142
2020-03-22,466142
2020-03-23,466142
2020-03-24,466142
2020-03-25,447871
2020-03-26,447871
2020-03-27,447871
2020-03-28,447871
2020-03-29,447871
2020-03-30,447871
2020-03-31,447871
2020-04-01,432223
2020-04-02,432223
2020-04-03,432223
2020-04-04,432223
2020-04-05,432223
2020-04-06,432223
2020-04-07,432223
2020-04-08,414843
