date_obj,Spiny%20helmet price
2015-03-26,575
2015-03-27,575
2015-03-28,597
2015-03-29,597
2015-03-30,597
2015-03-31,622
2015-04-01,622
2015-04-02,622
2015-04-03,622
2015-04-04,644
2015-04-05,644
2015-04-06,644
2015-04-07,664
2015-04-08,664
2015-04-09,664
2015-04-10,664
2015-04-11,690
2015-04-12,690
2015-04-13,690
2015-04-14,690
2015-04-15,712
2015-04-16,712
2015-04-17,712
2015-04-18,732
2015-04-19,732
2015-04-20,732
2015-04-21,732
2015-04-22,753
2015-04-23,753
2015-04-24,753
2015-04-25,782
2015-04-26,782
2015-04-27,782
2015-04-28,803
2015-04-29,803
2015-04-30,803
2015-05-01,825
2015-05-02,825
2015-05-03,825
2015-05-04,825
2015-05-05,835
2015-05-06,835
2015-05-07,835
2015-05-08,841
2015-05-09,841
2015-05-10,841
2015-05-11,841
2015-05-12,843
2015-05-13,843
2015-05-14,843
2015-05-15,843
2015-05-16,856
2015-05-17,856
2015-05-18,856
2015-05-19,878
2015-05-20,878
2015-05-21,878
2015-05-22,878
2015-05-23,878
2015-05-24,890
2015-05-25,890
2015-05-26,890
2015-05-27,890
2015-05-28,898
2015-05-29,898
2015-05-30,898
2015-05-31,915
2015-06-01,915
2015-06-02,915
2015-06-03,897
2015-06-04,897
2015-06-05,897
2015-06-06,898
2015-06-07,898
2015-06-08,898
2015-06-09,918
2015-06-10,918
2015-06-11,918
2015-06-12,918
2015-06-13,945
2015-06-14,945
2015-06-15,945
2015-06-16,945
2015-06-17,971
2015-06-18,971
2015-06-19,971
2015-06-20,932
2015-06-21,932
2015-06-22,932
2015-06-23,932
2015-06-24,885
2015-06-25,885
2015-06-26,885
2015-06-27,885
2015-06-28,889
2015-06-29,889
2015-06-30,889
2015-07-01,889
2015-07-02,923
2015-07-03,923
2015-07-04,923
2015-07-05,935
2015-07-06,935
2015-07-07,935
2015-07-08,945
2015-07-09,945
2015-07-10,945
2015-07-11,945
2015-07-12,966
2015-07-13,966
2015-07-14,966
2015-07-15,992
2015-07-16,992
2015-07-17,992
2015-07-18,992
2015-07-19,989
2015-07-20,989
2015-07-21,989
2015-07-22,989
2015-07-23,988
2015-07-24,988
2015-07-25,988
2015-07-26,988
2015-07-27,964
2015-07-28,964
2015-07-29,964
2015-07-30,964
2015-07-31,990
2015-08-01,990
2015-08-02,990
2015-08-03,990
2015-08-04,1020
2015-08-05,1020
2015-08-06,1020
2015-08-07,1020
2015-08-08,993
2015-08-09,993
2015-08-10,993
2015-08-11,1014
2015-08-12,1014
2015-08-13,1014
2015-08-14,1014
2015-08-15,1014
2015-08-16,1014
2015-08-17,968
2015-08-18,968
2015-08-19,968
2015-08-20,968
2015-08-21,968
2015-08-22,946
2015-08-23,946
2015-08-24,946
2015-08-25,946
2015-08-26,946
2015-08-27,946
2015-08-28,948
2015-08-29,948
2015-08-30,948
2015-08-31,948
2015-09-01,948
2015-09-02,948
2015-09-03,958
2015-09-04,958
2015-09-05,958
2015-09-06,958
2015-09-07,958
2015-09-08,958
2015-09-09,965
2015-09-10,965
2015-09-11,965
2015-09-12,965
2015-09-13,965
2015-09-14,965
2015-09-15,975
2015-09-16,975
2015-09-17,975
2015-09-18,975
2015-09-19,975
2015-09-20,975
2015-09-21,975
2015-09-22,982
2015-09-23,982
2015-09-24,982
2015-09-25,982
2015-09-27,982
2015-09-28,982
2015-09-29,1004
2015-09-30,1004
2015-10-05,1028
2015-10-06,1028
2015-10-07,1028
2015-10-08,1028
2015-10-09,1028
2015-10-10,1028
2015-10-11,1022
2015-10-12,1022
2015-10-13,1022
2015-10-14,1022
2015-10-15,1022
2015-10-16,1022
2015-10-17,1022
2015-10-18,1004
2015-10-19,1004
2015-10-20,1004
2015-10-22,1004
2015-10-23,1004
2015-10-24,1032
2015-10-25,1032
2015-10-26,1032
2015-10-27,1032
2015-10-29,1032
2015-10-30,1023
2015-10-31,1023
2015-11-01,1023
2015-11-02,1023
2015-11-03,1023
2015-11-04,1023
2015-11-05,1010
2015-11-06,1010
2015-11-07,1010
2015-11-08,1010
2015-11-09,1010
2015-11-10,1010
2015-11-11,1010
2015-11-12,1023
2015-11-13,1023
2015-11-14,1023
2015-11-15,1023
2015-11-16,1023
2015-11-17,1023
2015-11-18,1023
2015-11-19,1035
2015-11-20,1035
2015-11-21,1035
2015-11-22,1035
2015-11-23,1035
2015-11-24,1035
2015-11-25,1066
2015-11-26,1066
2015-11-27,1066
2015-11-28,1066
2015-11-29,1066
2015-11-30,1066
2015-12-01,1071
2015-12-02,1071
2015-12-03,1071
2015-12-04,1071
2015-12-05,1071
2015-12-06,1071
2015-12-07,1076
2015-12-08,1076
2015-12-09,1076
2015-12-10,1076
2015-12-11,1076
2015-12-12,1076
2015-12-13,1076
2015-12-14,1076
2015-12-15,1076
2015-12-16,1076
2015-12-17,1076
2015-12-18,1046
2015-12-19,1046
2015-12-20,1046
2015-12-21,1046
2015-12-22,1046
2015-12-23,1067
2015-12-24,1067
2015-12-25,1067
2015-12-26,1067
2015-12-27,1067
2015-12-28,1067
2015-12-29,1102
2015-12-30,1102
2015-12-31,1102
2016-01-01,1102
2016-01-02,1102
2016-01-03,1078
2016-01-04,1078
2016-01-05,1078
2016-01-06,1078
2016-01-07,1078
2016-01-08,1045
2016-01-09,1045
2016-01-10,1045
2016-01-11,1045
2016-01-12,1045
2016-01-13,1045
2016-01-14,1030
2016-01-15,1030
2016-01-16,1030
2016-01-17,1030
2016-01-18,1030
2016-01-19,1028
2016-01-20,1028
2016-01-21,1028
2016-01-22,1028
2016-01-23,1028
2016-01-24,1024
2016-01-25,1024
2016-01-26,1024
2016-01-27,1024
2016-01-28,1024
2016-01-29,1002
2016-01-30,1002
2016-01-31,1002
2016-02-01,1002
2016-02-02,1002
2016-02-03,995
2016-02-04,995
2016-02-05,995
2016-02-06,995
2016-02-07,995
2016-02-08,995
2016-02-09,1009
2016-02-10,1009
2016-02-11,1009
2016-02-12,1009
2016-02-13,1009
2016-02-14,1003
2016-02-15,1003
2016-02-16,1003
2016-02-17,1003
2016-02-18,1003
2016-02-19,1014
2016-02-20,1014
2016-02-21,1014
2016-02-22,1014
2016-02-23,1019
2016-02-24,1019
2016-02-25,1019
2016-02-26,1019
2016-02-27,1019
2016-02-28,1023
2016-02-29,1023
2016-03-01,1023
2016-03-02,1023
2016-03-03,1023
2016-03-04,978
2016-03-05,978
2016-03-06,978
2016-03-07,978
2016-03-08,978
2016-03-09,973
2016-03-10,973
2016-03-11,973
2016-03-12,973
2016-03-13,973
2016-03-14,975
2016-03-15,975
2016-03-16,975
2016-03-17,975
2016-03-18,975
2016-03-19,994
2016-03-20,994
2016-03-21,994
2016-03-22,994
2016-03-23,994
2016-03-24,1019
2016-03-25,1019
2016-03-26,1019
2016-03-27,1019
2016-03-28,985
2016-03-29,985
2016-03-30,985
2016-03-31,985
2016-04-01,985
2016-04-02,985
2016-04-03,998
2016-04-04,998
2016-04-05,998
2016-04-06,998
2016-04-07,998
2016-04-08,995
2016-04-09,995
2016-04-10,995
2016-04-11,995
2016-04-12,995
2016-04-13,1011
2016-04-14,1011
2016-04-15,1011
2016-04-16,1011
2016-04-17,1022
2016-04-18,1022
2016-04-19,1022
2016-04-20,1022
2016-04-21,1022
2016-04-22,980
2016-04-23,980
2016-04-24,980
2016-04-25,980
2016-04-26,965
2016-04-27,965
2016-04-28,965
2016-04-29,965
2016-04-30,991
2016-05-01,991
2016-05-02,991
2016-05-03,991
2016-05-04,998
2016-05-05,998
2016-05-06,998
2016-05-07,998
2016-05-08,1008
2016-05-09,1008
2016-05-10,1008
2016-05-11,1008
2016-05-12,996
2016-05-13,996
2016-05-14,996
2016-05-15,1006
2016-05-16,1006
2016-05-17,1006
2016-05-18,1006
2016-05-19,1001
2016-05-22,1001
2016-05-23,978
2016-05-24,978
2016-05-25,978
2016-05-26,978
2016-05-27,991
2016-05-28,991
2016-05-29,991
2016-05-30,991
2016-05-31,967
2016-06-01,967
2016-06-02,967
2016-06-03,967
2016-06-04,953
2016-06-05,953
2016-06-06,953
2016-06-07,953
2016-06-08,951
2016-06-09,951
2016-06-10,951
2016-06-11,951
2016-06-12,962
2016-06-13,962
2016-06-14,962
2016-06-15,962
2016-06-16,962
2016-06-17,957
2016-06-18,957
2016-06-19,957
2016-06-20,957
2016-06-21,943
2016-06-22,943
2016-06-23,943
2016-06-24,943
2016-06-25,952
2016-06-26,952
2016-06-27,952
2016-06-28,952
2016-06-29,964
2016-06-30,964
2016-07-01,964
2016-07-02,964
2016-07-03,947
2016-07-04,947
2016-07-05,947
2016-07-06,947
2016-07-07,934
2016-07-08,934
2016-07-09,934
2016-07-10,934
2016-07-11,940
2016-07-12,940
2016-07-13,940
2016-07-14,940
2016-07-15,940
2016-07-16,938
2016-07-17,938
2016-07-18,938
2016-07-24,911
2016-07-25,911
2016-07-26,873
2016-07-27,873
2016-07-28,873
2016-07-29,873
2016-07-30,873
2016-07-31,844
2016-08-01,844
2016-08-02,844
2016-08-03,844
2016-08-04,844
2016-08-05,844
2016-08-06,840
2016-08-07,840
2016-08-08,840
2016-08-09,840
2016-08-10,840
2016-08-11,846
2016-08-12,846
2016-08-13,846
2016-08-14,846
2016-08-15,846
2016-08-16,846
2016-08-17,839
2016-08-18,839
2016-08-19,839
2016-08-20,839
2016-08-21,839
2016-08-22,820
2016-08-23,820
2016-08-24,820
2016-08-25,820
2016-08-26,820
2016-08-28,821
2016-08-31,821
2016-09-01,821
2016-09-02,821
2016-09-03,813
2016-09-04,813
2016-09-05,813
2016-09-06,813
2016-09-07,813
