date_obj,Black%20unicorn%20mask price
2017-02-28,88351
2017-03-01,87128
2017-03-02,87128
2017-03-03,87128
2017-03-04,87128
2017-03-05,85794
2017-03-06,85794
2017-03-07,85794
2017-03-08,85794
2017-03-09,83272
2017-03-10,83272
2017-03-11,83272
2017-03-12,82157
2017-03-13,82157
2017-03-14,82157
2017-03-15,80835
2017-03-16,80835
2017-03-17,80835
2017-03-18,80835
2017-03-19,79250
2017-03-20,79250
2017-03-21,79250
2017-03-22,79250
2017-03-23,77283
2017-03-24,77283
2017-03-25,77283
2017-03-26,77283
2017-03-27,74538
2017-03-28,74538
2017-03-29,74538
2017-03-30,73330
2017-03-31,73330
2017-04-01,73330
2017-04-02,72593
2017-04-03,72593
2017-04-04,72593
2017-04-12,73407
2017-04-13,72337
2017-04-14,72337
2017-04-15,72337
2017-04-16,72801
2017-04-17,72801
2017-04-18,72801
2017-04-19,76138
2017-04-20,76138
2017-04-21,76138
2017-04-22,76138
2017-04-23,79035
2017-04-24,79035
2017-04-25,79035
2017-04-26,79035
2017-04-27,80538
2017-04-28,80538
2017-04-29,80538
2017-04-30,81623
2017-05-01,81623
2017-05-02,81623
2017-05-03,81623
2017-05-04,81573
2017-05-05,81573
2017-05-06,81573
2017-05-07,81713
2017-05-08,81713
2017-05-09,80229
2017-05-10,80229
2017-05-11,80229
2017-05-12,80229
2017-05-13,78003
2017-05-14,78003
2017-05-15,78003
2017-05-16,78003
2017-05-17,75702
2017-05-18,75702
2017-05-19,75702
2017-05-20,72720
2017-05-21,72720
2017-05-22,72720
2017-05-23,72720
2017-05-24,69621
2017-05-25,69621
2017-05-26,69621
2017-05-27,69621
2017-05-28,66221
2017-05-29,66221
2017-05-30,66221
2017-05-31,66221
2017-06-01,63120
2017-06-02,63120
2017-06-03,63120
2017-06-04,60865
2017-06-05,60865
2017-06-06,60865
2017-06-07,59857
2017-06-08,59857
2017-06-09,59857
2017-06-10,59895
2017-06-11,59895
2017-06-12,59895
2017-06-13,60883
2017-06-14,60883
2017-06-15,60883
2017-06-16,60883
2017-06-17,61039
2017-06-18,61039
2017-06-19,61039
2017-06-20,62080
2017-06-21,62080
2017-06-22,62080
2017-06-23,62080
2017-06-24,65029
2017-06-25,65029
2017-06-26,65029
2017-06-27,66720
2017-06-28,66720
2017-06-29,66720
2017-06-30,66720
2017-07-01,65009
2017-07-02,65009
2017-07-03,65009
2017-07-04,65009
2017-07-05,61941
2017-07-06,61941
2017-07-07,61941
2017-07-08,61941
2017-07-13,62192
2017-07-14,62192
2017-07-15,62192
2017-07-16,62192
2017-07-17,61963
2017-07-18,61963
2017-07-19,61963
2017-07-20,61963
2017-07-21,60153
2017-07-22,60153
2017-07-23,60153
2017-07-24,59566
2017-07-25,59566
2017-07-26,59566
2017-07-27,61199
2017-07-28,61199
2017-07-29,61199
2017-07-30,63582
2017-07-31,63582
2017-08-01,63582
2017-08-02,63582
2017-08-03,66503
2017-08-04,66503
2017-08-05,66503
2017-08-06,66503
2017-08-07,69384
2017-08-08,69384
2017-08-09,69384
2017-08-10,69384
2017-08-11,69602
2017-08-12,69602
2017-08-13,69602
2017-08-14,69602
2017-08-15,68741
2017-08-16,68741
2017-08-17,68741
2017-08-18,68741
2017-08-19,68214
2017-08-20,68214
2017-08-21,68214
2017-08-22,67099
2017-08-23,67099
2017-08-24,67099
2017-08-25,67099
2017-08-26,66938
2017-08-27,66938
2017-08-28,66938
2017-08-29,67937
2017-08-30,67937
2017-08-31,67937
2017-09-01,67937
2017-09-02,69557
2017-09-03,69557
2017-09-04,69557
2017-09-05,69557
2017-09-06,69984
2017-09-07,69984
2017-09-08,69984
2017-09-09,69950
2017-09-10,69950
2017-09-11,69950
2017-09-12,67637
2017-09-13,67637
2017-09-14,67637
2017-09-15,67637
2017-09-16,66135
2017-09-17,66135
2017-09-18,66135
2017-09-19,64985
2017-09-20,64985
2017-09-22,64654
2017-09-23,64654
2017-09-24,64654
2017-09-25,64654
2017-09-26,62859
2017-09-27,62859
2017-09-28,62859
2017-09-29,62441
2017-09-30,62441
2017-10-01,62441
2017-10-02,62565
2017-10-03,62565
2017-10-04,62565
2017-10-05,62565
2017-10-06,64264
2017-10-07,64264
2017-10-08,64264
2017-10-09,64264
2017-10-10,65885
2017-10-11,65885
2017-10-12,65885
2017-10-13,67700
2017-10-14,67700
2017-10-15,67700
2017-10-16,67700
2017-10-17,69722
2017-10-18,69722
2017-10-19,69722
2017-10-20,69722
2017-10-21,70494
2017-10-22,70494
2017-10-23,70494
2017-10-24,68280
2017-10-25,68280
2017-10-26,68280
2017-10-27,67707
2017-10-28,67707
2017-10-29,67707
2017-10-30,67707
2017-10-31,69566
2017-11-01,69566
2017-11-02,69566
2017-11-03,69566
2017-11-04,67878
2017-11-05,67878
2017-11-06,67878
2017-11-07,67878
2017-11-08,64636
2017-11-09,64636
2017-11-10,64636
2017-11-11,64636
2017-11-12,62880
2017-11-13,62880
2017-11-14,62880
2017-11-15,62880
2017-11-16,61528
2017-11-17,61528
2017-11-18,61528
2017-11-19,61528
2017-11-20,60135
2017-11-21,60135
2017-11-22,60135
2017-11-23,60135
2017-11-24,58632
2017-11-25,58632
2017-11-26,58632
2017-11-27,58632
2017-11-28,56509
2017-11-29,56509
2017-11-30,56509
2017-12-01,56693
2017-12-02,56693
2017-12-03,56693
2017-12-04,56693
2017-12-05,55100
2017-12-06,55100
2017-12-07,55100
2017-12-08,55100
2017-12-09,52950
2017-12-10,52950
2017-12-11,52950
2017-12-12,52950
2017-12-13,50394
2017-12-14,50394
2017-12-15,50394
2017-12-16,50394
2017-12-17,48421
2017-12-18,48421
2017-12-19,48421
2017-12-20,48421
2017-12-21,46517
2017-12-22,46517
2017-12-23,46517
2017-12-24,46517
2017-12-25,45153
2017-12-26,45153
2017-12-27,45153
2017-12-28,45153
2017-12-29,45099
2017-12-30,45099
2017-12-31,45099
2018-01-01,45099
2018-01-02,45064
2018-01-03,45064
2018-01-04,45064
2018-01-05,45836
2018-01-06,45836
2018-01-07,45836
2018-01-08,46291
2018-01-09,46291
2018-01-10,46291
2018-01-11,46291
2018-01-12,46096
2018-01-13,46096
2018-01-14,46096
2018-01-15,45090
2018-01-16,45090
2018-01-17,45090
2018-01-18,43814
2018-01-19,43814
2018-01-20,43814
2018-01-21,43814
2018-01-22,44128
2018-01-23,44128
2018-01-24,42790
2018-01-25,42790
2018-01-26,41839
2018-01-27,41839
2018-01-28,40475
2018-01-29,40475
2018-01-30,39983
2018-01-31,39983
2018-02-01,39467
2018-02-02,39467
2018-02-03,38339
2018-02-04,38339
2018-02-05,37801
2018-02-06,37801
2018-02-07,37602
2018-02-08,37602
2018-02-09,37138
2018-02-10,37138
2018-02-11,36712
2018-02-12,36712
2018-02-13,35470
2018-02-14,35470
2018-02-15,35674
2018-02-16,35674
2018-02-17,35401
2018-02-18,35401
2018-02-19,35733
2018-02-20,35733
2018-02-21,35819
2018-02-22,35819
2018-02-23,35664
2018-02-24,35664
2018-02-25,35897
2018-02-26,35897
2018-02-27,35616
2018-02-28,35616
2018-03-01,35789
2018-03-02,36559
2018-03-03,37011
2018-03-04,37011
2018-03-05,38159
2018-03-06,38159
2018-03-07,38894
2018-03-08,38894
2018-03-09,40167
2018-03-10,40167
2018-03-11,40457
2018-03-12,40457
2018-03-13,40112
2018-03-14,40112
2018-03-15,39804
2018-03-16,39804
2018-03-17,39399
2018-03-18,39399
2018-03-20,39149
2018-03-21,38843
2018-03-22,38843
2018-03-23,40021
2018-03-24,40021
2018-03-25,40619
2018-03-26,40619
2018-03-27,40494
2018-03-28,40494
2018-03-29,40448
2018-03-30,40448
2018-03-31,40226
2018-04-01,40226
2018-04-02,40486
2018-04-03,40486
2018-04-04,40014
2018-04-05,40014
2018-04-06,40055
2018-04-07,40055
2018-04-08,40151
2018-04-09,40151
2018-04-10,39498
2018-04-11,39498
2018-04-12,40054
2018-04-13,40054
2018-04-14,40054
2018-04-15,41226
2018-04-16,41226
2018-04-17,41586
2018-04-18,41586
2018-04-19,41586
2018-04-20,41389
2018-04-21,41389
2018-04-22,41215
2018-04-23,41215
2018-04-24,41979
2018-04-25,41979
2018-04-26,41771
2018-04-27,41771
2018-04-28,41281
2018-04-29,41281
2018-04-30,40627
2018-05-01,40627
2018-05-02,40897
2018-05-03,40897
2018-05-04,40259
2018-05-05,40480
2018-05-06,40480
2018-05-07,40517
2018-05-08,40517
2018-05-09,40297
2018-05-10,40297
2018-05-11,38664
2018-05-12,37901
2018-05-13,37901
2018-05-14,36051
2018-05-15,36051
2018-05-16,34984
2018-05-17,34984
2018-05-18,33918
2018-05-19,33918
2018-05-20,33545
2018-05-21,33545
2018-05-22,33860
2018-05-23,34211
2018-05-24,34211
2018-05-25,34942
2018-05-26,34942
2018-05-27,34909
2018-05-28,35189
2018-05-29,35189
2018-05-30,35343
2018-05-31,35343
2018-06-01,35354
2018-06-02,34882
2018-06-03,34882
2018-06-04,34902
2018-06-05,34681
2018-06-06,33408
2018-06-07,33408
2018-06-08,33279
2018-06-09,33279
2018-06-10,33219
2018-06-11,33219
2018-06-12,34068
2018-06-13,34053
2018-06-14,34053
2018-06-15,33061
2018-06-16,33061
2018-06-17,33223
2018-06-18,33223
2018-06-19,33129
2018-06-20,33129
2018-06-21,33724
2018-06-22,33724
2018-06-23,33172
2018-06-24,33172
2018-06-25,32666
2018-06-26,32666
2018-06-27,32278
2018-06-28,32278
2018-06-29,31029
2018-06-30,31029
2018-07-01,31317
2018-07-02,31317
2018-07-03,32718
2018-07-04,32718
2018-07-05,32700
2018-07-06,32553
2018-07-07,32553
2018-07-08,32166
2018-07-09,32166
2018-07-10,31865
2018-07-11,31865
2018-07-12,31865
2018-07-13,33155
2018-07-14,33109
2018-07-15,33109
2018-07-16,33300
2018-07-17,33542
2018-07-18,33542
2018-07-19,33956
2018-07-20,33956
2018-07-21,34894
2018-07-22,35658
2018-07-23,36791
2018-07-24,36791
2018-07-25,36855
2018-07-26,38309
2018-07-27,39413
2018-07-28,39413
2018-07-29,40514
2018-07-30,40514
2018-07-31,40276
2018-08-01,40276
2018-08-02,39771
2018-08-03,39771
2018-08-04,39504
2018-08-05,39504
2018-08-06,39943
2018-08-07,39943
2018-08-08,39157
2018-08-09,39157
2018-08-10,39535
2018-08-11,39584
2018-08-12,39051
2018-08-14,38838
2018-08-16,39179
2018-08-17,39595
2018-08-18,39595
2018-08-19,39597
2018-08-20,39554
2018-08-21,39554
2018-08-22,40326
2018-08-23,40326
2018-08-24,39815
2018-08-25,40069
2018-08-26,40069
2018-08-27,40242
2018-08-28,40730
2018-08-29,40730
2018-08-30,39697
2018-08-31,38807
2018-09-01,37314
2018-09-02,37314
2018-09-03,36286
2018-09-04,35828
2018-09-05,35828
2018-09-06,34987
2018-09-07,34767
2018-09-08,35316
2018-09-09,35316
2018-09-10,34996
2018-09-11,34996
2018-09-12,34707
2018-09-13,34707
2018-09-14,34146
2018-09-15,34268
2018-09-16,34268
2018-09-17,34266
2018-09-18,34145
2018-09-19,34145
2018-09-20,33569
2018-09-21,33569
2018-09-22,33527
2018-09-23,33527
2018-09-24,33586
2018-09-25,33586
2018-09-26,33905
2018-09-27,33905
2018-09-28,33991
2018-09-29,33991
2018-09-30,35111
2018-10-01,36753
2018-10-02,36753
2018-10-03,38234
2018-10-04,38234
2018-10-05,39845
2018-10-06,41696
2018-10-07,41696
2018-10-08,43486
2018-10-09,43486
2018-10-10,45173
2018-10-11,45173
2018-10-12,44945
2018-10-13,45574
2018-10-14,45574
2018-10-15,46481
2018-10-16,46481
2018-10-17,45321
2018-10-18,45321
2018-10-19,44392
2018-10-20,44392
2018-10-21,43823
2018-10-22,42582
2018-10-23,42582
2018-10-24,40570
2018-10-25,39113
2018-10-26,39113
2018-10-27,37615
2018-10-28,36167
2018-10-29,36167
2018-10-30,34719
2018-10-31,33431
2018-11-01,32217
2018-11-03,31684
2018-11-04,31769
2018-11-05,31074
2018-11-06,30755
2018-11-07,30755
2018-11-08,30949
2018-11-09,30949
2018-11-10,31080
2018-11-11,31080
2018-11-12,31279
2018-11-13,31481
2018-11-15,32036
2018-11-16,32505
2018-11-17,32505
2018-11-18,32916
2018-11-19,32916
2018-11-20,34037
2018-11-21,34216
2018-11-22,35175
2018-11-23,35981
2018-11-24,37359
2018-11-25,37441
2018-11-26,37441
2018-11-27,38276
2018-11-28,37814
2018-11-29,38833
2018-12-01,39319
2018-12-02,39571
2018-12-03,39571
2018-12-04,39232
2018-12-05,39708
2018-12-07,39903
2018-12-09,40750
2018-12-10,40300
2018-12-11,40300
2018-12-12,40186
2018-12-13,39913
2018-12-14,39911
2018-12-15,39911
2018-12-16,39137
2018-12-17,39137
2018-12-18,38457
2018-12-19,38457
2018-12-20,38100
2018-12-21,37962
2018-12-22,37962
2018-12-23,37201
2018-12-24,37379
2018-12-25,37379
2018-12-26,36834
2018-12-27,36220
2018-12-28,36220
2018-12-29,35689
2018-12-30,35689
2018-12-31,36650
2019-01-01,36650
2019-01-02,37237
2019-01-03,36859
2019-01-04,36859
2019-01-05,36675
2019-01-06,36722
2019-01-08,36961
2019-01-10,36754
2019-01-11,36754
2019-01-12,37081
2019-01-13,37950
2019-01-14,38206
2019-01-15,38638
2019-01-16,38638
2019-01-17,39071
2019-01-18,39698
2019-01-19,40383
2019-01-20,40880
2019-01-21,40880
2019-01-22,41173
2019-01-23,42400
2019-01-24,42400
2019-01-25,42776
2019-01-26,43460
2019-01-27,44278
2019-01-28,45024
2019-01-29,46546
2019-01-30,48272
2019-01-31,48272
2019-02-01,48135
2019-02-02,48135
2019-02-03,47117
2019-02-04,47117
2019-02-05,45875
2019-02-06,45875
2019-02-07,45236
2019-02-08,44917
2019-02-09,44917
2019-02-10,45201
2019-02-11,45076
2019-02-12,45076
2019-02-13,46185
2019-02-14,46185
2019-02-15,46839
2019-02-16,46839
2019-02-17,47514
2019-02-18,47514
2019-02-19,47953
2019-02-20,47953
2019-02-21,47852
2019-02-22,47852
2019-02-23,47671
2019-02-24,47727
2019-02-25,47471
2019-02-26,47471
2019-02-27,46505
2019-02-28,46505
2019-03-01,45015
2019-03-02,45015
2019-03-03,43584
2019-03-04,42574
2019-03-05,40445
2019-03-06,38468
2019-03-07,37001
2019-03-08,37001
2019-03-09,36360
2019-03-10,36160
2019-03-11,37112
2019-03-12,36929
2019-03-13,36929
2019-03-14,37281
2019-03-15,37281
2019-03-16,37285
2019-03-17,36991
2019-03-18,36991
2019-03-19,37218
2019-03-20,37682
2019-03-21,37682
2019-03-22,38283
2019-03-23,37171
2019-03-24,36961
2019-03-25,36961
2019-03-26,36308
2019-03-27,36308
2019-03-28,34942
2019-03-29,34076
2019-03-30,34076
2019-03-31,33703
2019-04-01,33253
2019-04-02,33253
2019-04-03,32447
2019-04-04,32447
2019-04-05,31462
2019-04-06,31462
2019-04-07,30767
2019-04-08,30767
2019-04-09,30174
2019-04-10,30174
2019-04-11,28725
2019-04-12,27295
2019-04-13,25930
2019-04-14,24633
2019-04-15,23401
2019-04-16,22248
2019-04-17,21201
2019-04-18,20203
2019-04-19,19760
2019-04-20,18938
2019-04-21,18938
2019-04-22,18489
2019-04-23,18380
2019-04-24,18380
2019-04-25,18032
2019-04-26,17523
2019-04-27,17523
2019-04-28,16807
2019-04-29,16807
2019-04-30,16622
2019-05-01,16622
2019-05-02,16052
2019-05-03,15661
2019-05-04,15789
2019-05-05,15789
2019-05-06,16044
2019-05-07,16189
2019-05-08,16189
2019-05-09,16116
2019-05-10,15569
2019-05-11,15569
2019-05-12,15792
2019-05-13,15656
2019-05-14,15656
2019-05-15,15736
2019-05-16,15611
2019-05-17,15611
2019-05-18,15432
2019-05-19,15432
2019-05-20,15510
2019-05-21,15510
2019-05-22,15462
2019-05-23,15462
2019-05-24,16059
2019-05-25,16798
2019-05-26,16798
2019-05-27,16873
2019-05-28,16873
2019-05-29,17494
2019-05-30,17494
2019-05-31,18349
2019-06-01,18349
2019-06-02,19267
2019-06-03,19148
2019-06-04,19375
2019-06-05,19375
2019-06-06,19568
2019-06-07,19568
2019-06-08,19821
2019-06-09,20577
2019-06-10,20577
2019-06-11,19942
2019-06-12,19942
2019-06-13,19767
2019-06-14,19767
2019-06-15,20029
2019-06-16,20494
2019-06-17,20494
2019-06-18,20288
2019-06-19,20288
2019-06-20,20159
2019-06-21,20159
2019-06-22,19638
2019-06-23,18704
2019-06-24,18704
2019-06-25,18014
2019-06-26,18014
2019-06-27,17987
2019-06-28,17987
2019-06-29,18340
2019-06-30,18100
2019-07-01,18100
2019-07-02,17605
2019-07-03,17061
2019-07-04,17061
2019-07-05,16866
2019-07-06,16866
2019-07-07,16748
2019-07-08,16748
2019-07-09,16408
2019-07-10,16408
2019-07-11,15733
2019-07-12,15214
2019-07-13,15214
2019-07-14,15088
2019-07-15,15088
2019-07-16,15088
2019-07-17,15055
2019-07-18,15055
2019-07-19,15057
2019-07-20,15057
2019-07-21,14742
2019-07-22,14742
2019-07-23,14826
2019-07-24,14826
2019-07-25,14789
2019-07-26,14789
2019-07-27,14997
2019-07-28,14997
2019-07-29,14653
2019-07-30,14653
2019-07-31,14573
2019-08-01,14573
2019-08-02,14489
2019-08-03,14418
2019-08-04,14418
2019-08-05,14581
2019-08-06,14581
2019-08-07,14756
2019-08-08,14756
2019-08-09,14629
2019-08-10,14478
2019-08-11,14478
2019-08-12,14638
2019-08-13,14638
2019-08-14,14782
2019-08-15,14782
2019-08-16,15279
2019-08-17,15279
2019-08-18,15665
2019-08-19,15665
2019-08-20,15374
2019-08-21,15374
2019-08-22,15836
2019-08-23,15836
2019-08-24,16163
2019-08-24,16163
2019-08-25,16163
2019-08-25,16163
2019-08-26,15787
2019-08-27,15787
2019-08-27,15787
2019-08-28,15855
2019-08-29,15855
2019-08-30,15952
2019-08-31,15952
2019-09-01,15996
2019-09-02,15996
2019-09-03,15721
2019-09-04,15721
2019-09-05,15458
2019-09-06,15458
2019-09-07,15278
2019-09-08,15278
2019-09-09,15120
2019-09-10,15120
2019-09-11,15204
2019-09-12,15204
2019-09-13,15139
2019-09-14,15139
2019-09-15,15335
2019-09-16,15335
2019-09-17,15623
2019-09-18,14893
2019-09-19,14893
2019-09-20,14663
2019-09-21,14663
2019-09-22,14722
2019-09-23,14722
2019-09-24,14435
2019-09-25,14435
2019-09-26,14159
2019-09-27,14159
2019-09-28,13958
2019-09-29,13958
2019-09-30,13933
2019-10-01,13933
2019-10-02,14239
2019-10-03,14239
2019-10-04,14086
2019-10-05,14086
2019-10-06,13994
2019-10-07,13994
2019-10-08,13523
2019-10-09,13523
2019-10-10,12899
2019-10-11,12899
2019-10-12,12508
2019-10-13,12413
2019-10-14,12413
2019-10-15,12466
2019-10-16,12466
2019-10-17,12882
2019-10-18,12882
2019-10-19,12412
2019-10-20,12412
2019-10-21,12073
2019-10-22,12073
2019-10-23,11724
2019-10-24,11724
2019-10-25,11802
2019-10-26,11802
2019-10-27,11884
2019-10-28,11884
2019-10-29,12151
2019-10-30,12151
2019-10-31,12152
2019-11-01,12152
2019-11-02,12200
2019-11-03,12200
2019-11-04,12236
2019-11-05,12236
2019-11-06,12054
2019-11-07,12054
2019-11-08,11747
2019-11-09,11747
2019-11-10,11554
2019-11-11,11554
2019-11-12,11432
2019-11-13,11432
2019-11-14,11201
2019-11-15,11201
2019-11-16,11309
2019-11-17,11309
2019-11-18,11030
2019-11-19,11030
2019-11-20,11065
2019-11-21,11065
2019-11-22,11151
2019-11-23,11151
2019-11-24,11004
2019-11-25,11004
2019-11-26,10929
2019-11-27,10929
2019-11-28,11093
2019-11-29,11093
2019-11-30,10569
2019-12-01,10569
2019-12-02,10364
2019-12-03,10364
2019-12-04,10320
2019-12-05,10320
2019-12-06,10320
2019-12-07,10362
2019-12-08,10362
2019-12-09,10470
2019-12-10,10470
2019-12-11,10148
2019-12-12,10148
2019-12-13,10239
2019-12-14,10239
2019-12-15,10072
2019-12-16,10072
2019-12-17,9811
2019-12-18,9811
2019-12-19,9811
2019-12-20,9995
2019-12-21,9995
2019-12-22,10200
2019-12-23,10200
2019-12-24,10652
2019-12-25,10652
2019-12-26,10652
2019-12-27,11141
2019-12-28,11141
2019-12-29,11141
2019-12-30,11517
2019-12-31,11517
2020-01-01,12074
2020-01-02,12074
2020-01-03,12624
2020-01-04,12624
2020-01-05,13104
2020-01-06,13104
2020-01-07,13633
2020-01-08,13633
2020-01-09,13633
2020-01-10,14251
2020-01-11,14251
2020-01-12,14863
2020-01-13,14863
2020-01-14,14863
2020-01-15,15607
2020-01-16,15607
2020-01-17,16106
2020-01-18,16106
2020-01-19,16465
2020-01-20,16465
2020-01-21,16465
2020-01-22,16633
2020-01-23,16633
2020-01-24,16962
2020-01-25,16962
2020-01-26,16872
2020-01-27,16872
2020-01-28,16594
2020-01-29,16594
2020-01-30,17106
2020-01-31,17106
2020-02-01,17235
2020-02-02,17235
2020-02-03,17247
2020-02-04,17247
2020-02-05,16763
2020-02-06,16763
2020-02-07,16696
2020-02-08,16696
2020-02-09,16283
2020-02-10,16283
2020-02-11,16595
2020-02-12,16595
2020-02-13,16890
2020-02-14,16890
2020-02-15,16912
2020-02-16,16912
2020-02-17,16379
2020-02-18,16379
2020-02-19,16417
2020-02-20,16417
2020-02-21,16885
2020-02-22,17186
2020-02-23,17186
2020-02-24,16783
2020-02-25,16783
2020-02-26,16774
2020-02-27,16774
2020-02-28,17239
2020-02-29,17239
2020-03-01,18093
2020-03-02,18093
2020-03-03,18998
2020-03-04,18998
2020-03-05,19896
2020-03-06,19896
2020-03-07,20757
2020-03-08,20757
2020-03-09,21706
2020-03-10,21706
2020-03-11,22704
2020-03-12,22704
2020-03-13,23417
2020-03-14,23417
2020-03-15,24402
2020-03-16,24402
2020-03-17,25225
2020-03-18,25225
2020-03-19,26331
2020-03-20,26331
2020-03-21,27453
2020-03-22,28613
2020-03-23,28613
2020-03-24,29466
2020-03-25,29466
2020-03-26,29821
2020-03-27,29821
2020-03-28,30590
2020-03-29,30458
2020-03-30,29269
2020-03-31,29269
2020-04-01,27865
2020-04-02,26817
2020-04-03,26817
2020-04-04,25525
2020-04-05,25525
2020-04-06,24632
2020-04-07,24632
2020-04-08,23444
2020-04-09,22592
2020-04-10,22592
2020-04-11,21794
2020-04-12,21794
2020-04-13,20954
2020-04-14,20054
2020-04-15,19150
2020-04-16,19150
2020-04-17,18725
2020-04-18,19009
2020-04-19,19596
2020-04-20,19596
2020-04-21,20085
2020-04-22,20254
2020-04-23,20254
2020-04-24,20151
2020-04-25,20151
2020-04-26,19883
2020-04-27,19887
2020-04-28,19026
2020-04-29,19026
2020-04-30,18290
2020-05-01,18290
2020-05-02,18134
2020-05-03,18841
2020-05-04,18841
2020-05-05,19208
2020-05-06,18648
2020-05-07,18648
2020-05-08,19177
2020-05-09,19758
2020-05-10,19758
2020-05-11,20186
2020-05-12,20186
2020-05-13,19849
