date_obj,Farseer%20helm price
2019-03-29,40866
2019-03-30,40878
2019-03-31,41119
2019-04-01,40409
2019-04-02,41135
2019-04-03,41173
2019-04-04,42046
2019-04-05,42942
2019-04-06,42896
2019-04-07,41075
2019-04-08,41921
2019-04-09,41910
2019-04-10,42668
2019-04-11,43090
2019-04-12,42375
2019-04-13,42781
2019-04-14,41623
2019-04-15,41858
2019-04-16,42019
2019-04-17,42742
2019-04-18,42061
2019-04-19,41847
2019-04-20,42321
2019-04-21,42533
2019-04-22,41952
2019-04-23,41908
2019-04-24,42559
2019-04-25,41785
2019-04-26,41966
2019-04-27,42137
2019-04-28,41203
2019-04-29,41156
2019-04-30,41619
2019-05-01,41753
2019-05-02,42181
2019-05-03,41556
2019-05-04,41831
2019-05-05,42414
2019-05-06,42477
2019-05-07,41081
2019-05-08,41187
2019-05-09,42281
2019-05-10,41578
2019-05-11,41848
2019-05-12,41789
2019-05-13,41893
2019-05-14,41673
2019-05-15,41649
2019-05-16,41419
2019-05-17,41298
2019-05-18,41377
2019-05-19,41445
2019-05-20,41380
2019-05-21,41370
2019-05-22,41193
2019-05-23,41769
2019-05-24,43326
2019-05-25,42536
2019-05-26,41165
2019-05-27,41096
2019-05-28,41197
2019-05-29,40780
2019-05-30,39908
2019-05-31,40750
2019-06-01,40577
2019-06-02,40390
2019-06-03,40687
2019-06-04,40841
2019-06-05,40796
2019-06-06,40900
2019-06-07,40908
2019-06-08,40933
2019-06-09,40727
2019-06-10,40566
2019-06-11,40915
2019-06-12,41225
2019-06-13,41911
2019-06-14,41499
2019-06-15,40686
2019-06-16,41212
2019-06-17,41056
2019-06-18,40713
2019-06-19,39037
2019-06-20,39732
2019-06-21,38873
2019-06-22,39055
2019-06-23,39932
2019-06-24,40634
2019-06-25,39232
2019-06-26,38758
2019-06-27,39428
2019-06-28,39863
2019-06-29,41321
2019-06-30,42315
2019-07-01,44090
2019-07-02,43114
2019-07-03,41361
2019-07-04,41038
2019-07-05,41568
2019-07-06,42049
2019-07-07,41719
2019-07-08,42015
2019-07-09,41730
2019-07-10,41884
2019-07-11,41581
2019-07-12,41662
2019-07-13,39906
2019-07-14,40922
2019-07-15,41310
2019-07-16,41595
2019-07-17,41645
2019-07-18,41182
2019-07-19,41670
2019-07-20,41807
2019-07-21,41173
2019-07-22,41475
2019-07-23,41532
2019-07-24,41175
2019-07-25,41194
2019-07-26,41278
2019-07-27,41428
2019-07-28,41393
2019-07-29,42153
2019-07-30,42653
2019-07-31,42674
2019-08-01,42895
2019-08-02,43205
2019-08-03,43419
2019-08-04,44748
2019-08-05,43305
2019-08-06,42659
2019-08-07,41918
2019-08-08,42386
2019-08-09,42974
2019-08-10,42750
2019-08-11,43478
2019-08-12,42986
2019-08-13,42628
2019-08-14,43263
2019-08-15,43765
2019-08-16,42860
2019-08-17,43526
2019-08-18,43354
2019-08-19,42894
2019-08-20,42640
2019-08-21,42857
2019-08-22,43775
2019-08-23,41986
2019-08-24,40823
2019-08-24,40823
2019-08-25,40987
2019-08-25,40987
2019-08-26,41064
2019-08-26,41064
2019-08-27,42041
2019-08-27,42041
2019-08-28,43570
2019-08-29,42119
2019-08-30,41704
2019-08-31,39970
2019-09-01,38538
2019-09-02,37825
2019-09-03,38459
2019-09-04,39138
2019-09-05,39966
2019-09-06,40491
2019-09-07,40580
2019-09-08,41011
2019-09-09,40554
2019-09-10,41361
2019-09-11,41633
2019-09-12,41630
2019-09-13,41456
2019-09-14,41440
2019-09-15,41566
2019-09-16,41731
2019-09-17,40781
2019-09-18,40773
2019-09-19,40752
2019-09-20,40551
2019-09-21,40992
2019-09-22,40713
2019-09-23,40805
2019-09-24,40533
2019-09-25,40687
2019-09-26,40845
2019-09-27,40790
2019-09-28,40613
2019-09-29,39096
2019-09-30,38022
2019-10-01,37785
2019-10-02,37956
2019-10-03,37968
2019-10-04,38709
2019-10-05,39774
2019-10-06,39877
2019-10-07,40023
2019-10-08,41285
2019-10-09,42713
2019-10-10,42798
2019-10-11,42179
2019-10-12,42618
2019-10-13,42474
2019-10-14,41220
2019-10-15,41719
2019-10-16,41859
2019-10-17,42156
2019-10-18,42666
2019-10-19,41376
2019-10-20,39672
2019-10-21,38756
2019-10-22,38596
2019-10-23,39221
2019-10-24,39751
2019-10-25,39760
2019-10-26,39796
2019-10-27,38409
2019-10-28,38902
2019-10-29,39003
2019-10-30,39058
2019-10-31,38692
2019-11-01,38844
2019-11-02,39019
2019-11-03,39418
2019-11-04,40081
2019-11-05,41358
2019-11-06,41629
2019-11-07,41249
2019-11-08,41327
2019-11-09,41352
2019-11-10,41466
2019-11-11,41112
2019-11-12,41068
2019-11-13,41015
2019-11-14,40947
2019-11-15,40873
2019-11-16,40645
2019-11-17,40537
2019-11-18,40502
2019-11-19,40513
2019-11-20,39824
2019-11-21,38237
2019-11-22,37719
2019-11-23,38714
2019-11-24,39722
2019-11-25,40360
2019-11-26,41298
2019-11-27,40899
2019-11-28,40718
2019-11-29,40666
2019-11-30,40245
2019-12-01,40226
2019-12-02,40291
2019-12-03,40597
2019-12-04,40544
2019-12-05,40544
2019-12-06,41009
2019-12-07,40792
2019-12-08,39271
2019-12-09,39657
2019-12-10,39053
2019-12-11,37589
2019-12-12,36937
2019-12-13,37231
2019-12-14,37761
2019-12-15,38804
2019-12-16,39202
2019-12-17,39653
2019-12-18,40257
2019-12-19,41016
2019-12-20,40666
2019-12-21,38882
2019-12-22,37897
2019-12-23,38656
2019-12-24,39253
2019-12-25,39267
2019-12-26,39874
2019-12-27,40632
2019-12-28,41053
2019-12-29,40598
2019-12-30,40225
2019-12-31,40800
2020-01-01,41197
2020-01-02,40402
2020-01-03,39545
2020-01-04,38853
2020-01-05,38765
2020-01-06,38877
2020-01-07,39423
2020-01-08,39913
2020-01-09,40588
2020-01-10,40286
2020-01-11,39139
2020-01-12,39993
2020-01-13,39142
2020-01-14,39799
2020-01-15,39909
2020-01-16,39898
2020-01-17,39783
2020-01-18,38303
2020-01-19,39160
2020-01-20,38692
2020-01-21,37701
2020-01-22,38983
2020-01-23,39040
2020-01-24,39020
2020-01-25,38237
2020-01-26,37800
2020-01-27,38493
2020-01-28,39003
2020-01-29,39228
2020-01-30,38769
2020-01-31,39034
2020-02-01,38872
2020-02-02,38625
2020-02-03,39132
2020-02-04,39171
2020-02-05,38902
2020-02-06,38824
2020-02-07,38271
2020-02-08,38235
2020-02-09,38016
2020-02-10,39288
2020-02-11,39738
2020-02-12,39197
2020-02-13,38806
2020-02-14,39443
2020-02-15,40488
2020-02-16,41467
2020-02-17,41512
2020-02-18,41577
2020-02-19,40861
2020-02-20,40411
2020-02-21,40085
2020-02-22,40584
2020-02-23,39309
2020-02-24,38749
2020-02-25,39040
2020-02-26,37621
2020-02-27,36078
2020-02-28,36403
2020-02-29,36748
2020-03-01,38301
2020-03-02,39198
2020-03-03,40262
2020-03-04,41155
2020-03-05,41695
2020-03-06,40725
2020-03-07,40280
2020-03-08,40669
2020-03-09,40118
2020-03-10,40683
2020-03-11,41159
2020-03-12,40080
2020-03-13,41196
2020-03-14,41411
2020-03-15,39924
2020-03-16,39420
2020-03-17,39412
2020-03-18,39660
2020-03-19,39661
2020-03-20,40038
2020-03-21,40538
2020-03-22,40091
2020-03-23,40655
2020-03-24,40462
2020-03-25,39961
2020-03-26,40636
2020-03-27,40621
2020-03-28,39896
2020-03-29,39373
2020-03-30,39515
2020-03-31,39022
2020-04-01,38930
2020-04-02,38483
2020-04-03,38011
2020-04-04,37133
2020-04-05,37376
2020-04-06,36749
2020-04-07,37586
2020-04-08,38249
2020-04-09,39134
2020-04-10,39288
2020-04-11,38718
2020-04-12,37145
2020-04-13,37662
2020-04-14,38294
2020-04-15,38772
2020-04-16,39270
2020-04-17,39415
2020-04-18,40187
2020-04-19,40683
2020-04-20,40946
2020-04-21,41173
2020-04-22,40978
2020-04-23,40707
2020-04-24,40971
2020-04-25,41839
2020-04-26,41073
2020-04-27,40502
2020-04-28,42276
2020-04-29,42343
2020-04-30,41109
2020-05-01,40217
2020-05-02,39224
2020-05-03,40458
2020-05-04,40671
2020-05-05,41466
2020-05-06,41927
2020-05-07,41410
2020-05-08,40688
2020-05-09,41036
2020-05-10,41019
2020-05-11,40691
2020-05-12,40879
2020-05-13,40501
