date_obj,Bagged%20daffodils price
2015-07-13,10250
2015-07-14,10250
2015-07-15,10250
2015-07-16,10250
2015-07-17,10250
2015-07-18,10250
2015-07-19,10250
2015-07-20,10250
2015-07-21,10250
2015-07-22,10250
2015-07-23,10250
2015-07-24,10250
2015-07-25,10250
2015-07-26,10250
2015-07-27,10250
2015-07-28,10250
2015-07-29,10250
2015-07-30,10250
2015-07-31,10250
2015-08-01,10250
2015-08-02,10250
2015-08-03,10250
2015-08-04,10250
2015-08-05,10250
2015-08-06,10250
2015-08-07,10250
2015-08-08,10250
2015-08-09,10250
2015-08-10,10250
2015-08-11,10250
2015-08-12,10250
2015-08-13,10250
2015-08-14,10250
2015-08-15,10250
2015-08-16,10250
2015-08-17,10250
2015-08-18,10250
2015-08-19,10250
2015-08-20,10250
2015-08-21,10250
2015-08-22,10250
2015-08-23,10250
2015-08-24,10250
2015-08-25,10250
2015-08-26,10250
2015-08-27,10250
2015-08-28,10250
2015-08-29,10250
2015-08-30,10250
2015-08-31,10250
2015-09-02,10250
2015-09-07,10250
2015-09-08,10250
2015-09-10,10250
2015-09-14,10250
2015-09-16,10250
2015-09-22,10250
2015-09-23,10250
2015-09-24,10250
2015-09-25,10250
2015-09-27,10250
2015-09-28,10250
2015-09-29,10250
2015-09-30,10250
2015-10-05,10250
2015-10-06,10250
2015-10-07,10250
2015-10-08,10250
2015-10-09,10250
2015-10-10,10250
2015-10-11,10250
2015-10-12,10250
2015-10-13,10250
2015-10-14,10250
2015-10-15,10250
2015-10-16,10250
2015-10-17,10250
2015-10-18,10250
2015-10-19,10250
2015-10-20,10250
2015-10-22,10250
2015-10-23,10250
2015-10-24,10250
2015-10-25,10250
2015-10-26,10250
2015-10-27,10250
2015-10-28,10250
2015-10-29,10250
2015-10-30,10250
2015-10-31,10250
2015-11-01,10250
2015-11-02,10250
2015-11-03,10250
2015-11-04,10250
2015-11-05,10250
2015-11-06,10250
2015-11-07,10250
2015-11-08,10250
2015-11-09,10250
2015-11-10,10250
2015-11-11,10250
2015-11-12,10250
2015-11-13,10250
2015-11-14,10250
2015-11-15,10250
2015-11-16,10250
2015-11-17,10250
2015-11-18,10250
2015-11-19,10250
2015-11-20,10250
2015-11-21,10250
2015-11-22,10250
2015-11-23,10250
2015-11-24,10250
2015-11-25,10250
2015-11-26,10250
2015-11-27,10250
2015-11-28,10250
2015-11-29,10250
2015-11-30,10250
2015-12-01,10250
2015-12-02,10250
2015-12-03,10250
2015-12-04,10250
2015-12-05,10250
2015-12-06,10250
2015-12-07,10250
2015-12-08,10250
2015-12-09,10250
2015-12-10,10250
2015-12-11,10250
2015-12-12,10250
2015-12-13,10250
2015-12-14,10250
2015-12-15,10250
2015-12-16,10250
2015-12-17,10250
2015-12-18,10250
2015-12-19,10250
2015-12-20,10250
2015-12-21,10250
2015-12-22,10250
2015-12-23,10250
2015-12-24,10250
2015-12-25,10250
2015-12-26,10250
2015-12-27,10250
2015-12-28,10250
2015-12-29,10250
2015-12-30,10250
2015-12-31,10250
2016-01-01,10250
2016-01-02,10250
2016-01-03,10250
2016-01-04,10250
2016-01-05,10250
2016-01-06,10250
2016-01-07,10250
2016-01-08,10250
2016-01-09,10250
2016-01-10,10250
2016-01-11,10250
2016-01-12,10250
2016-01-13,10250
2016-01-14,10250
2016-01-15,10250
2016-01-16,10250
2016-01-17,10250
2016-01-18,10250
2016-01-19,10250
2016-01-20,10250
2016-01-21,10250
2016-01-22,10250
2016-01-23,10250
2016-01-24,10250
2016-01-25,10250
2016-01-26,10250
2016-01-27,10250
2016-01-28,10250
2016-01-29,10250
2016-01-30,10250
2016-01-31,10250
2016-02-01,10250
2016-02-02,10250
2016-02-03,10250
2016-02-04,10250
2016-02-05,10250
2016-02-06,10250
2016-02-07,10250
2016-02-08,10250
2016-02-09,10250
2016-02-10,10250
2016-02-11,10250
2016-02-12,10250
2016-02-13,10250
2016-02-14,10250
2016-02-15,10250
2016-02-16,10250
2016-02-17,10250
2016-02-18,10250
2016-02-19,10250
2016-02-20,10250
2016-02-21,10250
2016-02-22,10250
2016-02-23,10250
2016-02-24,10250
2016-02-25,10250
2016-02-26,10250
2016-02-27,10250
2016-02-28,10250
2016-02-29,10250
2016-03-01,10250
2016-03-02,10250
2016-03-03,10250
2016-03-04,10250
2016-03-05,10250
2016-03-06,10250
2016-03-07,10250
2016-03-08,10250
2016-03-09,10250
2016-03-10,10250
2016-03-11,10250
2016-03-12,10250
2016-03-13,10250
2016-03-14,10250
2016-03-15,10250
2016-03-16,10250
2016-03-17,10250
2016-03-18,10250
2016-03-19,10250
2016-03-20,10432
2016-03-21,10432
2016-03-22,10432
2016-03-23,10432
2016-03-24,10432
2016-03-25,10432
2016-03-26,10432
2016-03-27,10432
2016-03-28,10432
2016-03-29,10432
2016-03-30,10432
2016-03-31,10432
2016-04-01,10432
2016-04-02,10432
2016-04-03,10432
2016-04-04,10432
2016-04-05,10432
2016-04-06,10432
2016-04-07,10432
2016-04-08,10432
2016-04-09,10432
2016-04-10,10432
2016-04-11,10432
2016-04-12,10432
2016-04-13,10432
2016-04-14,10432
2016-04-15,10432
2016-04-16,10432
2016-04-17,10432
2016-04-18,10432
2016-04-19,10432
2016-04-20,10432
2016-04-21,10432
2016-04-22,10432
2016-04-23,10432
2016-04-24,10432
2016-04-25,10432
2016-04-26,10432
2016-04-27,10432
2016-04-28,10432
2016-04-29,10432
2016-04-30,10432
2016-05-01,10432
2016-05-02,10432
2016-05-03,10432
2016-05-04,10432
2016-05-05,10432
2016-05-06,10432
2016-05-07,10432
2016-05-08,10432
2016-05-09,10432
2016-05-10,10432
2016-05-11,10432
2016-05-12,10432
2016-05-13,10432
2016-05-14,10432
2016-05-15,10432
2016-05-16,10432
2016-05-17,10432
2016-05-18,10432
2016-05-19,10432
2016-05-22,10432
2016-05-23,10432
2016-05-24,10432
2016-05-25,10432
2016-05-26,10432
2016-05-27,10432
2016-05-28,10432
2016-05-29,10432
2016-05-30,10432
2016-05-31,10432
2016-06-01,10432
2016-06-02,10432
2016-06-03,10432
2016-06-04,10432
2016-06-05,10432
2016-06-06,10432
2016-06-07,10432
2016-06-08,10432
2016-06-09,10432
2016-06-10,10432
2016-06-11,10432
2016-06-12,10432
2016-06-13,10432
2016-06-14,10432
2016-06-15,10432
2016-06-16,10432
2016-06-17,10432
2016-06-18,10432
2016-06-19,10432
2016-06-20,10432
2016-06-21,10432
2016-06-22,10432
2016-06-23,10432
2016-06-24,10432
2016-06-25,10432
2016-06-26,10432
2016-06-27,10432
2016-06-28,10432
2016-06-29,10432
2016-06-30,10432
2016-07-01,10432
2016-07-02,10432
2016-07-03,10432
2016-07-04,10432
2016-07-05,10432
2016-07-06,10432
2016-07-07,10432
2016-07-08,10432
2016-07-09,10432
2016-07-10,10432
2016-07-11,10432
2016-07-12,10432
2016-07-13,10432
2016-07-14,10432
2016-07-15,10432
2016-07-16,10432
2016-07-17,10432
2016-07-18,10432
2016-07-23,10432
2016-07-24,10432
2016-07-25,10432
2016-07-26,10432
2016-07-27,10432
2016-07-28,10432
2016-07-29,10432
2016-07-30,10432
2016-07-31,10432
2016-08-01,10432
2016-08-02,10432
2016-08-03,10432
2016-08-04,10432
2016-08-05,10432
2016-08-06,10432
2016-08-07,10432
2016-08-08,10432
2016-08-09,10432
2016-08-10,10432
2016-08-11,10432
2016-08-12,10432
2016-08-13,10432
2016-08-14,10432
2016-08-15,10432
2016-08-16,10432
2016-08-17,10432
2016-08-18,10432
2016-08-19,10432
2016-08-20,10432
2016-08-21,10432
2016-08-22,10432
2016-08-23,10432
2016-08-24,10432
2016-08-25,10432
2016-08-26,10432
2016-08-28,10432
2016-08-31,10432
2016-09-01,10432
2016-09-02,10432
2016-09-03,10432
2016-09-04,10432
2016-09-05,10432
2016-09-06,10432
2016-09-07,10432
2016-09-08,10432
2016-09-09,10432
2016-09-10,10432
2016-09-11,10432
2016-09-12,10432
2016-09-13,10432
2016-09-14,10432
2016-09-15,10432
2016-09-16,10432
2016-09-17,10432
2016-09-18,10432
2016-09-19,10432
2016-09-20,10432
2016-09-21,10432
2016-09-22,10432
2016-09-23,10432
2016-09-24,10432
2016-09-25,10432
2016-09-26,10432
2016-09-27,10432
2016-09-28,10432
2016-09-29,10432
2016-09-30,10432
2016-10-01,10432
2016-10-02,10432
2016-10-03,10432
2016-10-04,10432
2016-10-05,10432
2016-10-06,10432
2016-10-07,10432
2016-10-08,10718
2016-10-09,10718
2016-10-10,10718
2016-10-11,10718
2016-10-12,10718
2016-10-13,10718
2016-10-14,10718
2016-10-15,10718
2016-10-16,10718
2016-10-17,10718
2016-10-18,10718
2016-10-19,10718
2016-10-20,10718
2016-10-21,10718
2016-10-22,10718
2016-10-23,10718
2016-10-24,10718
2016-10-25,10718
2016-10-26,10718
2016-10-27,10718
2016-10-28,10718
2016-10-29,10718
2016-10-30,10718
2016-10-31,10718
2016-11-01,10718
2016-11-02,10718
2016-11-03,10718
2016-11-04,10718
2016-11-05,10718
2016-11-06,10718
2016-11-07,10718
2016-11-08,10718
2016-11-09,10718
2016-11-10,10718
2016-11-11,10718
2016-11-12,10718
2016-11-13,10718
2016-11-14,10718
2016-11-15,10718
2016-12-07,10718
2016-12-08,10718
2016-12-09,10718
2016-12-10,10718
2016-12-11,10718
2016-12-12,10718
2016-12-13,10718
2016-12-14,10718
2016-12-15,10718
2016-12-16,10718
2016-12-17,10718
2016-12-18,10718
2016-12-19,10718
2016-12-20,10718
2016-12-21,10718
2016-12-22,10718
2016-12-23,10718
2016-12-24,10718
2016-12-25,10718
2016-12-26,10718
2016-12-27,10718
2016-12-28,10718
2016-12-29,10718
2016-12-30,10718
2016-12-31,10718
2017-01-01,10718
2017-01-02,10718
2017-01-03,10718
2017-01-04,10718
2017-01-05,10718
2017-01-06,10718
2017-01-07,10718
2017-01-08,10718
2017-01-09,10718
2017-01-10,10718
2017-01-11,10718
2017-01-12,10718
2017-01-13,10718
2017-01-14,10718
2017-01-15,10718
2017-01-16,10718
2017-01-17,10718
2017-01-18,10718
2017-01-19,10718
2017-01-20,10718
2017-01-21,10718
2017-01-22,10718
2017-01-23,10718
2017-01-27,10718
2017-01-28,10718
2017-01-29,10718
2017-01-30,10718
2017-01-31,10718
2017-02-01,10718
2017-02-02,10718
2017-02-03,10718
2017-02-04,10718
2017-02-05,10718
2017-02-06,10718
2017-02-07,10718
2017-02-08,10718
2017-02-09,10718
2017-02-10,10718
2017-02-11,10718
2017-02-12,10718
2017-02-13,10718
2017-02-14,10718
2017-02-15,10718
2017-02-16,10718
2017-02-18,10718
2017-02-19,10718
2017-02-20,10718
2017-02-21,10718
2017-02-22,10718
2017-02-23,10882
2017-02-24,10882
2017-02-25,10882
2017-02-26,10882
2017-02-27,10882
2017-02-28,10882
2017-03-01,10882
2017-03-02,10882
2017-03-03,10882
2017-03-04,10882
2017-03-05,10882
2017-03-06,10882
2017-03-07,10882
2017-03-08,10882
2017-03-09,10882
2017-03-10,10882
2017-03-11,10882
2017-03-12,10882
2017-03-13,10882
2017-03-14,10882
2017-03-15,10882
2017-03-16,10882
2017-03-17,10882
2017-03-18,10882
2017-03-19,10882
2017-03-20,10882
2017-03-21,10882
2017-03-22,10882
2017-03-23,10882
2017-03-24,10882
2017-03-25,10882
2017-03-26,10882
2017-03-27,10882
2017-03-28,10882
2017-03-29,10882
2017-03-30,10882
2017-03-31,10882
2017-04-01,10882
2017-04-02,10882
2017-04-03,10882
2017-04-04,10882
2017-04-05,10882
2017-04-12,10882
2017-04-13,10882
2017-04-14,10882
2017-04-15,10882
2017-04-16,10882
2017-04-17,10882
2017-04-18,10882
2017-04-19,10882
2017-04-20,10882
2017-04-21,10882
2017-04-22,10882
2017-04-23,10882
2017-04-24,10882
2017-04-25,10882
2017-04-26,10882
2017-04-27,10882
2017-04-28,10882
2017-04-29,10882
2017-04-30,10882
2017-05-01,10882
2017-05-02,10882
2017-05-03,10882
2017-05-04,10882
2017-05-05,10882
2017-05-06,10882
2017-05-07,10882
2017-05-08,10882
2017-05-09,10882
2017-05-10,10882
2017-05-11,10882
2017-05-12,10882
2017-05-13,10882
2017-05-14,10882
2017-05-15,10882
2017-05-16,10882
2017-05-17,10882
2017-05-18,10882
2017-05-19,10882
2017-05-20,10882
2017-05-21,10882
2017-05-22,10882
2017-05-23,10882
2017-05-24,10882
2017-05-25,10882
2017-05-26,10882
2017-05-27,10882
2017-05-28,10882
2017-05-29,10882
2017-05-30,10882
2017-05-31,10882
2017-06-01,10882
2017-06-02,10882
2017-06-03,10882
2017-06-04,10882
2017-06-05,10882
2017-06-06,10882
2017-06-07,10882
2017-06-08,10882
2017-06-09,10882
2017-06-10,10882
2017-06-11,10882
2017-06-12,10882
2017-06-13,10882
2017-06-14,10882
2017-06-15,10882
2017-06-16,10882
2017-06-17,10882
2017-06-18,11074
2017-06-19,11074
2017-06-20,11074
2017-06-21,11074
2017-06-22,11074
2017-06-23,11074
2017-06-24,11074
2017-06-25,11074
2017-06-26,11074
2017-06-27,11074
2017-06-28,11074
2017-06-29,11074
2017-06-30,11074
2017-07-01,11074
2017-07-02,11074
2017-07-03,11074
2017-07-04,11074
2017-07-05,11074
2017-07-06,11074
2017-07-07,11074
2017-07-08,11074
2017-07-09,11074
2017-07-13,11074
2017-07-14,11074
2017-07-15,11074
2017-07-16,11074
2017-07-17,11074
2017-07-18,11074
2017-07-19,11074
2017-07-20,11074
2017-07-21,11074
2017-07-22,11074
2017-07-23,11074
2017-07-24,11074
2017-07-25,11074
2017-07-26,11074
2017-07-27,11074
2017-07-28,11074
2017-07-29,11074
2017-07-30,11074
2017-07-31,11074
2017-08-01,11074
2017-08-02,11074
2017-08-03,11074
2017-08-04,11074
2017-08-05,11074
2017-08-06,11074
2017-08-07,11074
2017-08-08,11074
2017-08-09,11074
2017-08-10,11074
2017-08-11,11074
2017-08-12,11074
2017-08-13,11074
2017-08-14,11074
2017-08-15,11074
2017-08-16,11074
2017-08-17,11074
2017-08-18,11074
2017-08-19,11074
2017-08-20,11074
2017-08-21,11074
2017-08-22,11074
2017-08-23,11074
2017-08-24,11074
2017-08-25,11074
2017-08-26,11074
2017-08-27,11074
2017-08-28,11074
2017-08-29,11074
2017-08-30,11074
2017-08-31,11074
2017-09-01,11074
2017-09-02,11074
2017-09-03,11074
2017-09-04,11074
2017-09-05,11074
2017-09-06,11074
2017-09-07,11074
2017-09-08,11074
2017-09-09,11074
2017-09-10,11074
2017-09-11,11074
2017-09-12,11074
2017-09-13,11074
2017-09-14,11074
2017-09-15,11074
2017-09-16,11074
2017-09-17,11074
2017-09-18,11074
2017-09-19,11074
2017-09-20,11074
2017-09-22,11074
2017-09-23,11074
2017-09-24,11074
2017-09-25,11074
2017-09-26,11074
2017-09-27,11074
2017-09-28,11074
2017-09-29,11074
2017-09-30,11074
2017-10-01,11074
2017-10-02,11074
2017-10-03,11074
2017-10-04,11074
2017-10-05,11074
2017-10-06,11074
2017-10-07,11074
2017-10-08,11074
2017-10-09,11074
2017-10-10,11074
2017-10-11,11074
2017-10-12,11074
2017-10-13,11074
2017-10-14,11320
2017-10-15,11320
2017-10-16,11320
2017-10-17,11320
2017-10-18,11320
2017-10-19,11320
2017-10-20,11320
2017-10-21,11320
2017-10-22,11320
2017-10-23,11320
2017-10-24,11320
2017-10-25,11320
2017-10-26,11320
2017-10-27,11320
2017-10-28,11320
2017-10-29,11320
2017-10-30,11320
2017-10-31,11320
2017-11-01,11320
2017-11-02,11320
2017-11-03,11320
2017-11-04,11320
2017-11-05,11320
2017-11-06,11320
2017-11-07,11320
2017-11-08,11320
2017-11-09,11320
2017-11-10,11320
2017-11-11,11320
2017-11-12,11320
2017-11-13,11320
2017-11-14,11320
2017-11-15,11320
2017-11-16,11320
2017-11-17,11320
2017-11-18,11320
2017-11-19,11320
2017-11-20,11320
2017-11-21,11320
2017-11-22,11320
2017-11-23,11320
2017-11-24,11320
2017-11-25,11320
2017-11-26,11320
2017-11-27,11320
2017-11-28,11320
2017-11-29,11320
2017-11-30,11320
2017-12-01,11320
2017-12-02,11320
2017-12-03,11320
2017-12-04,11320
2017-12-05,11320
2017-12-06,11320
2017-12-07,11320
2017-12-08,11320
2017-12-09,11320
2017-12-10,11320
2017-12-11,11320
2017-12-12,11320
2017-12-13,11320
2017-12-14,11320
2017-12-15,11320
2017-12-16,11320
2017-12-17,11320
2017-12-18,11320
2017-12-19,11320
2017-12-20,11320
2017-12-21,11320
2017-12-22,11320
2017-12-23,11320
2017-12-24,11320
2017-12-25,11320
2017-12-26,11320
2017-12-27,11320
2017-12-28,11320
2017-12-29,11320
2017-12-30,11320
2017-12-31,11320
2018-01-01,11320
2018-01-02,11320
2018-01-03,11320
2018-01-04,11320
2018-01-05,11320
2018-01-06,11320
2018-01-07,11320
2018-01-08,11320
2018-01-09,11320
2018-01-10,11320
2018-01-11,11320
2018-01-12,11320
2018-01-13,11320
2018-01-14,11320
2018-01-15,11320
2018-01-16,11320
2018-01-17,11320
2018-01-18,11320
2018-01-19,11320
2018-01-20,11320
2018-01-21,11320
2018-01-22,11320
2018-01-23,11320
2018-01-24,11320
2018-01-25,11320
2018-01-26,11320
2018-01-27,11368
2018-01-28,11368
2018-01-29,11368
2018-01-30,11368
2018-01-31,11368
2018-02-01,11368
2018-02-02,11368
2018-02-03,11368
2018-02-04,11368
2018-02-05,11368
2018-02-06,11368
2018-02-07,11368
2018-02-08,11368
2018-02-09,11368
2018-02-10,11368
2018-02-11,11368
2018-02-12,11368
2018-02-13,11368
2018-02-14,11368
2018-02-15,11368
2018-02-16,11368
2018-02-17,11368
2018-02-18,11368
2018-02-19,11368
2018-02-20,11368
2018-02-21,11368
2018-02-22,11368
2018-02-23,11368
2018-02-24,11368
2018-02-25,11368
2018-02-26,11368
2018-02-27,11368
2018-02-28,11368
2018-03-01,11368
2018-03-02,11368
2018-03-03,11368
2018-03-04,11368
2018-03-05,11368
2018-03-06,11368
2018-03-07,11368
2018-03-08,11368
2018-03-09,11368
2018-03-10,11368
2018-03-11,11368
2018-03-12,11368
2018-03-13,11368
2018-03-14,11368
2018-03-15,11368
2018-03-16,11368
2018-03-17,11368
2018-03-18,11368
2018-03-20,11368
2018-03-22,11368
2018-03-23,11368
2018-03-24,11368
2018-03-25,11368
2018-03-26,11368
2018-03-27,11368
2018-03-28,11368
2018-03-29,11368
2018-03-30,11368
2018-03-31,11368
2018-04-01,11368
2018-04-02,11368
2018-04-03,11368
2018-04-04,11368
2018-04-05,11368
2018-04-06,11368
2018-04-07,11368
2018-04-08,11368
2018-04-09,11368
2018-04-10,11368
2018-04-11,11368
2018-04-12,11368
2018-04-13,11368
2018-04-14,11368
2018-04-15,11368
2018-04-16,11368
2018-04-17,11368
2018-04-18,11407
2018-04-19,11407
2018-04-20,11407
2018-04-21,11407
2018-04-22,11407
2018-04-23,11407
2018-04-24,11407
2018-04-25,11407
2018-04-26,11407
2018-04-27,11407
2018-04-28,11407
2018-04-29,11407
2018-04-30,11407
2018-05-01,11407
2018-05-02,11407
2018-05-03,11407
2018-05-04,11407
2018-05-05,11407
2018-05-06,11407
2018-05-07,11407
2018-05-08,11407
2018-05-09,11407
2018-05-10,11407
2018-05-11,11407
2018-05-12,11407
2018-05-13,11407
2018-05-14,11407
2018-05-15,11407
2018-05-16,11407
2018-05-17,11407
2018-05-18,11407
2018-05-19,11407
2018-05-20,11407
2018-05-21,11407
2018-05-22,11407
2018-05-23,11407
2018-05-24,11407
2018-05-25,11407
2018-05-26,11407
2018-05-27,11407
2018-05-28,11407
2018-05-29,11407
2018-05-30,11407
2018-05-31,11407
2018-06-01,11407
2018-06-02,11407
2018-06-03,11407
2018-06-04,11407
2018-06-05,11407
2018-06-06,11407
2018-06-07,11407
2018-06-08,11407
2018-06-09,11407
2018-06-10,11407
2018-06-11,11407
2018-06-12,11407
2018-06-13,11407
2018-06-14,11407
2018-06-15,11407
2018-06-16,11407
2018-06-17,11407
2018-06-18,11407
2018-06-19,11407
2018-06-20,11407
2018-06-21,11407
2018-06-22,11407
2018-06-23,11407
2018-06-24,11407
2018-06-25,11407
2018-06-26,11407
2018-06-27,11407
2018-06-28,11407
2018-06-29,11407
2018-06-30,11407
2018-07-01,11407
2018-07-02,11407
2018-07-03,11407
2018-07-04,11407
2018-07-05,11407
2018-07-06,11407
2018-07-07,11407
2018-07-08,11407
2018-07-09,11407
2018-07-10,11407
2018-07-11,11407
2018-07-12,11407
2018-07-13,11407
2018-07-14,11407
2018-07-15,11407
2018-07-16,11407
2018-07-17,11407
2018-07-18,11407
2018-07-19,11407
2018-07-20,11407
2018-07-21,11407
2018-07-22,11407
2018-07-23,11407
2018-07-24,11407
2018-07-25,11407
2018-07-26,11407
2018-07-27,11407
2018-07-28,11407
2018-07-29,11407
2018-07-30,11407
2018-07-31,11407
2018-08-01,11407
2018-08-02,11407
2018-08-03,11407
2018-08-04,11407
2018-08-05,11407
2018-08-06,11407
2018-08-07,11407
2018-08-08,11407
2018-08-09,11407
2018-08-10,11407
2018-08-11,11407
2018-08-12,11407
2018-08-14,11407
2018-08-16,11407
2018-08-17,11407
2018-08-18,11407
2018-08-19,11407
2018-08-20,11407
2018-08-21,11407
2018-08-22,11407
2018-08-23,11407
2018-08-24,11407
2018-08-25,11407
2018-08-26,11407
2018-08-27,11407
2018-08-28,11407
2018-08-29,11407
2018-08-30,11407
2018-08-31,11407
2018-09-01,11407
2018-09-02,11407
2018-09-03,11407
2018-09-04,11407
2018-09-05,11407
2018-09-06,11407
2018-09-07,11407
2018-09-08,11407
2018-09-09,11407
2018-09-10,11407
2018-09-11,11407
2018-09-12,11407
2018-09-13,11407
2018-09-14,11407
2018-09-15,11407
2018-09-16,11407
2018-09-17,11407
2018-09-18,11407
2018-09-19,11407
2018-09-20,11407
2018-09-21,11407
2018-09-22,11407
2018-09-23,11407
2018-09-24,11407
2018-09-25,11407
2018-09-26,11407
2018-09-27,11407
2018-09-28,11407
2018-09-29,11721
2018-09-30,11721
2018-10-01,11721
2018-10-02,11721
2018-10-03,11721
2018-10-04,11721
2018-10-05,11721
2018-10-06,11721
2018-10-07,11721
2018-10-08,11721
2018-10-09,11721
2018-10-10,11721
2018-10-11,11721
2018-10-12,11721
2018-10-13,11721
2018-10-14,11721
2018-10-15,11721
2018-10-16,11721
2018-10-17,11721
2018-10-18,11721
2018-10-19,11721
2018-10-20,11721
2018-10-21,11721
2018-10-22,11721
2018-10-23,11721
2018-10-24,11721
2018-10-25,11721
2018-10-26,11721
2018-10-27,11721
2018-10-28,11721
2018-10-29,11721
2018-10-30,11721
2018-10-31,11721
2018-11-01,11721
2018-11-03,11721
2018-11-04,11721
2018-11-05,11721
2018-11-06,11721
2018-11-07,11721
2018-11-08,11721
2018-11-09,11721
2018-11-10,11721
2018-11-11,11721
2018-11-12,11721
2018-11-13,11721
2018-11-14,11721
2018-11-15,11721
2018-11-16,11721
2018-11-17,11721
2018-11-18,11721
2018-11-19,11721
2018-11-20,11721
2018-11-21,11721
2018-11-22,11721
2018-11-23,11721
2018-11-24,11721
2018-11-25,11721
2018-11-26,11721
2018-11-27,11721
2018-11-28,11721
2018-11-29,11721
2018-12-01,11721
2018-12-02,11721
2018-12-03,11721
2018-12-04,11721
2018-12-05,11721
2018-12-07,11902
2018-12-09,11902
2018-12-10,11902
2018-12-11,11902
2018-12-12,11902
2018-12-13,11902
2018-12-14,11902
2018-12-15,11902
2018-12-16,11902
2018-12-17,11902
2018-12-18,11902
2018-12-19,11902
2018-12-20,11902
2018-12-21,11902
2018-12-22,11902
2018-12-23,11902
2018-12-24,11902
2018-12-25,11902
2018-12-26,11902
2018-12-27,11902
2018-12-28,11902
2018-12-29,11902
2018-12-30,11902
2018-12-31,11902
2019-01-01,11902
2019-01-02,11902
2019-01-03,11902
2019-01-04,11902
2019-01-05,11902
2019-01-06,11902
2019-01-08,11902
2019-01-10,11902
2019-01-11,11902
2019-01-12,11902
2019-01-13,11902
2019-01-14,11902
2019-01-15,11902
2019-01-16,11902
2019-01-17,11902
2019-01-18,11902
2019-01-19,11902
2019-01-20,11902
2019-01-21,11902
2019-01-22,11514
2019-01-23,11514
2019-01-24,11514
2019-01-25,11514
2019-01-26,11514
2019-01-27,11514
2019-01-28,11514
2019-01-29,11514
2019-01-30,11514
2019-01-31,11514
2019-02-01,11514
2019-02-02,11514
2019-02-03,11514
2019-02-04,11514
2019-02-05,11514
2019-02-06,11514
2019-02-07,11514
2019-02-08,11514
2019-02-09,11514
2019-02-10,11514
2019-02-11,11514
2019-02-12,11514
2019-02-13,11514
2019-02-14,11514
2019-02-15,11514
2019-02-16,11514
2019-02-17,11514
2019-02-18,11514
2019-02-19,11514
2019-02-20,11514
2019-02-21,11514
2019-02-22,11514
2019-02-23,11514
2019-02-24,11514
2019-02-25,11514
2019-02-26,11514
2019-02-27,11514
2019-02-28,11514
2019-03-01,11514
2019-03-02,11514
2019-03-03,11514
2019-03-04,11514
2019-03-05,11514
2019-03-06,11514
2019-03-07,11514
2019-03-08,11514
2019-03-09,11514
2019-03-10,11514
2019-03-11,11514
2019-03-12,11514
2019-03-13,11514
2019-03-14,11514
