date_obj,Spirit%20shield price
2019-04-09,138127
2019-04-10,139302
2019-04-11,139381
2019-04-12,142630
2019-04-13,147941
2019-04-14,151036
2019-04-15,155984
2019-04-16,159238
2019-04-17,161051
2019-04-18,160465
2019-04-19,159806
2019-04-20,163146
2019-04-21,167531
2019-04-22,170067
2019-04-23,174365
2019-04-24,181328
2019-04-25,177298
2019-04-26,182328
2019-04-27,186324
2019-04-28,184080
2019-04-29,186525
2019-04-30,191906
2019-05-01,186072
2019-05-02,189988
2019-05-03,184092
2019-05-04,180400
2019-05-05,175542
2019-05-06,172595
2019-05-07,172990
2019-05-08,171237
2019-05-09,175190
2019-05-10,177908
2019-05-11,180735
2019-05-12,182345
2019-05-13,181463
2019-05-14,179720
2019-05-15,178320
2019-05-16,175732
2019-05-17,172448
2019-05-18,172971
2019-05-19,175044
2019-05-20,173787
2019-05-21,170844
2019-05-22,172842
2019-05-23,173593
2019-05-24,178114
2019-05-25,182500
2019-05-26,184067
2019-05-27,185129
2019-05-28,186343
2019-05-29,186904
2019-05-30,190057
2019-05-31,197558
2019-06-01,199462
2019-06-02,198873
2019-06-03,194444
2019-06-04,189449
2019-06-05,181547
2019-06-06,176712
2019-06-07,172924
2019-06-08,168160
2019-06-09,163857
2019-06-10,161893
2019-06-11,166393
2019-06-12,164842
2019-06-13,167731
2019-06-14,175253
2019-06-15,180713
2019-06-16,176655
2019-06-17,171907
2019-06-18,164456
2019-06-19,161622
2019-06-20,164899
2019-06-21,167474
2019-06-22,169733
2019-06-23,169156
2019-06-24,166480
2019-06-25,168687
2019-06-26,170601
2019-06-27,175692
2019-06-28,181302
2019-06-29,184745
2019-06-30,185339
2019-07-01,184996
2019-07-02,188284
2019-07-03,190845
2019-07-04,195779
2019-07-05,201358
2019-07-06,197338
2019-07-07,197762
2019-07-08,201725
2019-07-09,208648
2019-07-10,219028
2019-07-11,221165
2019-07-12,225042
2019-07-13,233950
2019-07-14,232552
2019-07-15,230376
2019-07-16,224655
2019-07-17,216809
2019-07-18,207270
2019-07-19,198608
2019-07-20,190529
2019-07-21,181923
2019-07-22,177302
2019-07-23,169110
2019-07-24,163173
2019-07-25,160302
2019-07-26,167007
2019-07-27,175271
2019-07-28,181479
2019-07-29,182018
2019-07-30,177858
2019-07-31,175896
2019-08-01,178829
2019-08-02,185208
2019-08-03,185354
2019-08-04,190445
2019-08-05,187669
2019-08-06,189332
2019-08-07,194292
2019-08-08,196296
2019-08-09,199221
2019-08-10,205667
2019-08-11,204636
2019-08-12,204742
2019-08-13,199733
2019-08-14,193421
2019-08-15,188254
2019-08-16,184722
2019-08-17,179364
2019-08-18,184060
2019-08-19,182721
2019-08-20,183576
2019-08-21,186226
2019-08-22,190027
2019-08-23,194814
2019-08-24,195271
2019-08-24,195271
2019-08-25,195138
2019-08-25,195138
2019-08-26,193871
2019-08-26,193871
2019-08-27,194430
2019-08-27,194430
2019-08-28,195502
2019-08-29,194748
2019-08-30,193404
2019-08-31,193667
2019-09-01,193028
2019-09-02,194445
2019-09-03,192069
2019-09-04,188029
2019-09-05,187180
2019-09-06,186708
2019-09-07,184197
2019-09-08,182468
2019-09-09,184745
2019-09-10,181192
2019-09-11,183301
2019-09-12,186481
2019-09-13,185707
2019-09-14,186893
2019-09-15,179388
2019-09-16,178003
2019-09-17,180319
2019-09-18,178937
2019-09-19,180756
2019-09-20,179722
2019-09-21,179538
2019-09-22,181668
2019-09-23,182020
2019-09-24,181485
2019-09-25,179505
2019-09-26,178098
2019-09-27,176127
2019-09-28,176777
2019-09-29,177183
2019-09-30,175227
2019-10-01,177184
2019-10-02,177410
2019-10-03,175398
2019-10-04,175259
2019-10-05,174458
2019-10-06,173845
2019-10-07,175635
2019-10-08,176043
2019-10-09,173971
2019-10-10,175260
2019-10-11,171942
2019-10-12,168763
2019-10-13,163884
2019-10-14,159762
2019-10-15,157763
2019-10-16,157444
2019-10-17,155445
2019-10-18,154503
2019-10-19,150758
2019-10-20,149696
2019-10-21,145874
2019-10-22,142243
2019-10-23,141525
2019-10-24,142446
2019-10-25,144594
2019-10-26,143075
2019-10-27,143978
2019-10-28,145137
2019-10-29,148108
2019-10-30,149428
2019-10-31,150053
2019-11-01,156349
2019-11-02,161975
2019-11-03,161726
2019-11-04,159659
2019-11-05,159325
2019-11-06,161200
2019-11-07,162522
2019-11-08,158529
2019-11-09,154853
2019-11-10,154745
2019-11-11,158431
2019-11-12,159486
2019-11-13,159909
2019-11-14,158674
2019-11-15,159137
2019-11-16,161319
2019-11-17,161259
2019-11-18,161117
2019-11-19,159732
2019-11-20,159121
2019-11-21,160857
2019-11-22,158918
2019-11-23,155124
2019-11-24,152570
2019-11-25,150530
2019-11-26,147990
2019-11-27,149068
2019-11-28,148781
2019-11-29,148321
2019-11-30,148321
2019-12-01,147174
2019-12-02,147621
2019-12-03,147973
2019-12-04,145465
2019-12-05,142976
2019-12-06,142152
2019-12-07,140428
2019-12-08,140833
2019-12-09,138315
2019-12-10,138638
2019-12-11,139451
2019-12-12,135528
2019-12-13,134568
2019-12-14,135733
2019-12-15,136966
2019-12-16,137075
2019-12-17,138184
2019-12-18,136629
2019-12-19,134140
2019-12-20,131872
2019-12-21,135016
2019-12-22,136015
2019-12-23,134973
2019-12-24,136476
2019-12-25,134871
2019-12-26,131740
2019-12-27,135137
2019-12-28,138457
2019-12-29,135504
2019-12-30,132116
2019-12-31,133549
2020-01-01,135652
2020-01-02,133937
2020-01-03,129856
2020-01-04,129545
2020-01-05,125961
2020-01-06,121181
2020-01-07,117641
2020-01-08,113254
2020-01-09,113467
2020-01-10,115496
2020-01-11,115967
2020-01-12,116278
2020-01-13,116622
2020-01-14,120536
2020-01-15,121150
2020-01-16,121813
2020-01-17,120370
2020-01-18,117785
2020-01-19,115019
2020-01-20,113642
2020-01-21,109226
2020-01-22,105486
2020-01-23,101950
2020-01-24,101557
2020-01-25,100893
2020-01-26,99981
2020-01-27,103095
2020-01-28,105073
2020-01-29,107022
2020-01-30,109395
2020-01-31,112022
2020-02-01,113320
2020-02-02,112271
2020-02-03,111660
2020-02-04,111797
2020-02-05,113289
2020-02-06,111666
2020-02-07,109127
2020-02-08,108855
2020-02-09,106990
2020-02-10,108395
2020-02-11,107172
2020-02-12,106370
2020-02-13,104956
2020-02-14,105090
2020-02-15,104875
2020-02-16,105295
2020-02-17,105191
2020-02-18,107604
2020-02-19,107707
2020-02-20,107223
2020-02-21,108716
2020-02-22,109982
2020-02-23,112413
2020-02-24,114108
2020-02-25,115615
2020-02-26,119582
2020-02-27,120555
2020-02-28,122020
2020-02-29,121472
2020-03-01,122774
2020-03-02,120541
2020-03-03,116874
2020-03-04,115880
2020-03-05,112961
2020-03-06,112297
2020-03-07,111508
2020-03-08,109806
2020-03-09,109054
2020-03-10,110486
2020-03-11,111990
2020-03-12,112894
2020-03-13,115582
2020-03-14,115427
2020-03-15,116002
2020-03-16,116224
2020-03-17,115477
2020-03-18,119354
2020-03-19,121762
2020-03-20,122389
2020-03-21,123107
2020-03-22,126231
2020-03-23,126533
2020-03-24,124284
2020-03-25,121233
2020-03-26,116825
2020-03-27,114340
2020-03-28,112331
2020-03-29,113547
2020-03-30,110526
2020-03-31,110640
2020-04-01,110084
2020-04-02,106155
2020-04-03,103003
2020-04-04,103027
2020-04-05,103667
2020-04-06,104736
2020-04-07,106748
2020-04-08,107606
2020-04-09,104633
2020-04-10,102748
2020-04-11,102023
2020-04-12,102190
2020-04-13,102181
2020-04-14,104158
2020-04-15,105927
2020-04-16,106715
2020-04-17,107881
2020-04-18,111389
2020-04-19,113917
2020-04-20,112846
2020-04-21,110839
2020-04-22,111542
2020-04-23,113208
2020-04-24,113331
2020-04-25,111970
2020-04-26,110882
2020-04-27,109798
2020-04-28,107216
2020-04-29,107854
2020-04-30,107431
2020-05-01,106540
2020-05-02,107410
2020-05-03,106481
2020-05-04,104627
2020-05-05,104723
2020-05-06,103295
2020-05-07,102935
2020-05-08,104716
2020-05-09,105642
2020-05-10,105484
2020-05-11,104969
2020-05-12,106887
2020-05-13,107781
