date_obj,White%20elegant%20blouse price
2016-07-14,14164
2016-07-15,14164
2016-07-16,13455
2016-07-17,12831
2016-07-18,12726
2016-07-24,11381
2016-07-25,11381
2016-07-26,10900
2016-07-27,10900
2016-07-28,10925
2016-07-29,10771
2016-07-30,10771
2016-07-31,10607
2016-08-01,10607
2016-08-02,10541
2016-08-03,10541
2016-08-04,10681
2016-08-05,10681
2016-08-06,10898
2016-08-07,10898
2016-08-08,11204
2016-08-09,11204
2016-08-10,11208
2016-08-11,11208
2016-08-12,11208
2016-08-13,11463
2016-08-14,11463
2016-08-15,11557
2016-08-16,11557
2016-08-17,11648
2016-08-18,11648
2016-08-19,11754
2016-08-20,11754
2016-08-21,11725
2016-08-22,11725
2016-08-23,11881
2016-08-24,11881
2016-08-25,11927
2016-08-26,11927
2016-08-28,12003
2016-08-31,12204
2016-09-01,12204
2016-09-02,12496
2016-09-03,12496
2016-09-04,12407
2016-09-05,12407
2016-09-06,12332
2016-09-07,12332
2016-09-08,12332
2016-09-09,12392
2016-09-10,12392
2016-09-11,12392
2016-09-12,12704
2016-09-13,12704
2016-09-14,13249
2016-09-15,13249
2016-09-16,13792
2016-09-17,13792
2016-09-18,14421
2016-09-19,14421
2016-09-20,14421
2016-09-21,15125
2016-09-22,15125
2016-09-23,15859
2016-09-24,15859
2016-09-25,15859
2016-09-26,16581
2016-09-27,16581
2016-09-28,17339
2016-09-29,17339
2016-09-30,17339
2016-10-01,18170
2016-10-02,18170
2016-10-03,18170
2016-10-04,19065
2016-10-05,19065
2016-10-06,19975
2016-10-07,19975
2016-10-08,20958
2016-10-09,20958
2016-10-10,20958
2016-10-11,20913
2016-10-12,20913
2016-10-13,21522
2016-10-14,21522
2016-10-15,22358
2016-10-16,22358
2016-10-17,23308
2016-10-18,23308
2016-10-19,23308
2016-10-20,24138
2016-10-21,24138
2016-10-22,24343
2016-10-23,24343
2016-10-24,24220
2016-10-25,24220
2016-10-26,24049
2016-10-27,24049
2016-10-28,24049
2016-10-29,23910
2016-10-30,23910
2016-10-31,23910
2016-11-01,23494
2016-11-02,23494
2016-11-03,23470
2016-11-04,23470
2016-11-05,23411
2016-11-06,23411
2016-11-07,23389
2016-11-08,23389
2016-11-09,23389
2016-11-10,22935
2016-11-11,22935
2016-11-12,23220
2016-11-13,23220
2016-11-14,23220
2016-12-08,21821
2016-12-09,21821
2016-12-10,21821
2016-12-11,21644
2016-12-12,21644
2016-12-13,21756
2016-12-14,21972
2016-12-15,21972
2016-12-16,21972
2016-12-17,21871
2016-12-18,21871
2016-12-19,21871
2016-12-20,21995
2016-12-21,21995
2016-12-22,22769
2016-12-23,22769
2016-12-24,22770
2016-12-25,22770
2016-12-26,23595
2016-12-27,23595
2016-12-28,23562
2016-12-29,23562
2016-12-30,23324
2016-12-31,23324
2017-01-01,23205
2017-01-02,23194
2017-01-03,23194
2017-01-04,23329
2017-01-05,23329
2017-01-06,22879
2017-01-07,22879
2017-01-08,22399
2017-01-09,22399
2017-01-10,22125
2017-01-11,22125
2017-01-12,21644
2017-01-13,21644
2017-01-14,21518
2017-01-15,21078
2017-01-16,21078
2017-01-17,20687
2017-01-18,20687
2017-01-19,20279
2017-01-20,20279
2017-01-21,20237
2017-01-22,20237
2017-01-27,18920
2017-01-28,18920
2017-01-29,18848
2017-01-30,18848
2017-01-31,19203
2017-02-01,18907
2017-02-02,18907
2017-02-03,18763
2017-02-04,18763
2017-02-05,18305
2017-02-06,18305
2017-02-07,17679
2017-02-08,17382
2017-02-09,17382
2017-02-10,17599
2017-02-11,17599
2017-02-12,17568
2017-02-13,17568
2017-02-14,17494
2017-02-15,17494
2017-02-16,16985
2017-02-18,16985
2017-02-19,16397
2017-02-20,16397
2017-02-21,16208
2017-02-22,16208
2017-02-23,15726
2017-02-24,15726
2017-02-25,15514
2017-02-26,15514
2017-02-27,14937
2017-02-28,14680
2017-03-01,14680
2017-03-02,14594
2017-03-03,14594
2017-03-04,14871
2017-03-05,14871
2017-03-06,14770
2017-03-07,14770
2017-03-08,14317
2017-03-09,14317
2017-03-10,14054
2017-03-11,14054
2017-03-12,13779
2017-03-13,14047
2017-03-14,14047
2017-03-15,13820
2017-03-16,13820
2017-03-17,13466
2017-03-18,13466
2017-03-19,13119
2017-03-20,13156
2017-03-21,13041
2017-03-22,13041
2017-03-23,12388
2017-03-24,12388
2017-03-25,12064
2017-03-26,12064
2017-03-27,11622
2017-03-28,11622
2017-03-29,11213
2017-03-30,11213
2017-03-31,10773
2017-04-01,10773
2017-04-02,10368
2017-04-03,9861
2017-04-04,9861
2017-04-12,8940
2017-04-13,9161
2017-04-14,9161
2017-04-15,9062
2017-04-16,8975
2017-04-17,9117
2017-04-18,9117
2017-04-19,8842
2017-04-20,8842
2017-04-21,8573
2017-04-22,8573
2017-04-23,8266
2017-04-24,8266
2017-04-25,8129
2017-04-26,8129
2017-04-27,8254
2017-04-28,8254
2017-04-29,7987
2017-04-30,7987
2017-05-01,7733
2017-05-02,7733
2017-05-03,7649
2017-05-04,7649
2017-05-05,7737
2017-05-06,7737
2017-05-07,7627
2017-05-08,7627
2017-05-09,7684
2017-05-10,7684
2017-05-11,7809
2017-05-12,7704
2017-05-13,7734
2017-05-14,7734
2017-05-15,7644
2017-05-16,7574
2017-05-17,7574
2017-05-18,7602
2017-05-19,7602
2017-05-20,7532
2017-05-21,7532
2017-05-22,7570
2017-05-23,7570
2017-05-24,7574
2017-05-25,7574
2017-05-26,7582
2017-05-27,7582
2017-05-28,7549
2017-05-29,7549
2017-05-30,7482
2017-05-31,7482
2017-06-01,7486
2017-06-02,7486
2017-06-03,7335
2017-06-06,7558
2017-06-07,7771
2017-06-08,7771
2017-06-09,8069
2017-06-10,8114
2017-06-11,8132
2017-06-12,8132
2017-06-13,8038
2017-06-14,8038
2017-06-15,8045
2017-06-16,8293
2017-06-17,8293
2017-06-18,8500
2017-06-19,8500
2017-06-20,8388
2017-06-21,8388
2017-06-22,8561
2017-06-23,8561
2017-06-24,8502
2017-06-25,8502
2017-06-26,8873
2017-06-27,8873
2017-06-28,9317
2017-06-29,9317
2017-06-30,9783
2017-07-01,9783
2017-07-02,9783
2017-07-03,10145
2017-07-04,10145
2017-07-05,10412
2017-07-06,10412
2017-07-07,10520
2017-07-08,10520
2017-07-13,10932
2017-07-14,11020
2017-07-15,11020
2017-07-16,10962
2017-07-17,10962
2017-07-18,11071
2017-07-19,11071
2017-07-20,11181
2017-07-21,11181
2017-07-22,11174
2017-07-23,11174
2017-07-24,11383
2017-07-25,11383
2017-07-26,11383
2017-07-27,11383
2017-07-28,11444
2017-07-29,11444
2017-07-30,11421
2017-07-31,11421
2017-08-01,11421
2017-08-02,11290
2017-08-03,11290
2017-08-04,11290
2017-08-05,11178
2017-08-06,11178
2017-08-09,10869
2017-08-10,10869
2017-08-11,10686
2017-08-12,10686
2017-08-13,10611
2017-08-14,10611
2017-08-15,10710
2017-08-16,10710
2017-08-17,10650
2017-08-18,10650
2017-08-19,10759
2017-08-20,10759
2017-08-21,10469
2017-08-22,10469
2017-08-23,10393
2017-08-24,10393
2017-08-25,10393
2017-08-26,10233
2017-08-27,10233
2017-08-28,10106
2017-08-29,10106
2017-08-30,10323
2017-08-31,10323
2017-09-01,10323
2017-09-02,10643
2017-09-03,10643
2017-09-04,10815
2017-09-05,10815
2017-09-06,10841
2017-09-07,10841
2017-09-08,11033
2017-09-09,11033
2017-09-10,10908
2017-09-11,10908
2017-09-12,10393
2017-09-13,10393
2017-09-14,10207
2017-09-15,10207
2017-09-16,10207
2017-09-17,9926
2017-09-18,9926
2017-09-19,10044
2017-09-20,10439
2017-09-21,10439
2017-09-22,10910
2017-09-23,10910
2017-09-24,11138
2017-09-25,11138
2017-09-26,11110
2017-09-27,11110
2017-09-28,11052
2017-09-29,11052
2017-09-30,10983
2017-10-01,10983
2017-10-02,10936
2017-10-03,10936
2017-10-04,10936
2017-10-05,10528
2017-10-06,10528
2017-10-07,10363
2017-10-08,10363
2017-10-09,10075
2017-10-10,10075
2017-10-11,9953
2017-10-12,9953
2017-10-13,9769
2017-10-14,9769
2017-10-15,9555
2017-10-16,9555
2017-10-17,9169
2017-10-18,8833
2017-10-19,8833
2017-10-20,8681
2017-10-21,8681
2017-10-22,8490
2017-10-23,8490
2017-10-24,8228
2017-10-25,8228
2017-10-26,7891
2017-10-27,7891
2017-10-28,7891
2017-10-29,7676
2017-10-30,7676
2017-10-31,7512
2017-11-01,7512
2017-11-02,7512
2017-11-03,7336
2017-11-04,6983
2017-11-05,6983
2017-11-06,6767
2017-11-07,6767
2017-11-08,6843
2017-11-09,6843
2017-11-10,6926
2017-11-11,6926
2017-11-12,6945
2017-11-13,6945
2017-11-14,6973
2017-11-15,6973
2017-11-16,6901
2017-11-17,6901
2017-11-18,6845
2017-11-19,6845
2017-11-20,6863
2017-11-21,6863
2017-11-22,6739
2017-11-23,6739
2017-11-24,6705
2017-11-25,6705
2017-11-26,6671
2017-11-27,6671
2017-11-28,6581
2017-11-29,6581
2017-11-30,6477
2017-12-01,6557
2017-12-02,6557
2017-12-03,6825
2017-12-04,6825
2017-12-05,6808
2017-12-06,6808
2017-12-07,6659
2017-12-08,6659
2017-12-09,6659
2017-12-10,6393
2017-12-11,6393
2017-12-12,6179
2017-12-13,6179
2017-12-14,6363
2017-12-15,6363
2017-12-16,6534
2017-12-17,6534
2017-12-18,6746
2017-12-19,6746
2017-12-20,7036
2017-12-21,7036
2017-12-22,7372
2017-12-23,7372
2017-12-24,7557
2017-12-25,7557
2017-12-26,7662
2017-12-27,7992
2017-12-28,7992
2017-12-29,7912
2017-12-30,7801
2017-12-31,7801
2018-01-01,7854
2018-01-02,7854
2018-01-03,7643
2018-01-04,7643
2018-01-05,7401
2018-01-06,7401
2018-01-07,7313
2018-01-08,7313
2018-01-09,7127
2018-01-10,7127
2018-01-11,6909
2018-01-12,6909
2018-01-13,6628
2018-01-14,6628
2018-01-15,6668
2018-01-16,6668
2018-01-17,6641
2018-01-18,6641
2018-01-19,6449
2018-01-20,6243
2018-01-21,6243
2018-01-22,6252
2018-01-23,6252
2018-01-24,6250
2018-01-25,6250
2018-01-26,6166
2018-01-27,6166
2018-01-28,6148
2018-01-29,5878
2018-01-30,5878
2018-02-01,5872
2018-02-02,5790
2018-02-03,5630
2018-02-04,5630
2018-02-05,5800
2018-02-06,5915
2018-02-07,5869
2018-02-08,5869
2018-02-09,5981
2018-02-10,5981
2018-02-11,5961
2018-02-12,5961
2018-02-13,5780
2018-02-14,5780
2018-02-15,5570
2018-02-16,5570
2018-02-17,5343
2018-02-18,5343
2018-02-19,5140
2018-02-20,5140
2018-02-21,4966
2018-02-22,4966
2018-02-23,4980
2018-02-24,4980
2018-02-25,5042
2018-02-26,5042
2018-02-27,5044
2018-02-28,5044
2018-03-01,4874
2018-03-02,4725
2018-03-03,4577
2018-03-04,4577
2018-03-05,4520
2018-03-06,4520
2018-03-07,4520
2018-03-08,4520
2018-03-09,4563
2018-03-10,4563
2018-03-11,4486
2018-03-12,4486
2018-03-13,4402
2018-03-14,4402
2018-03-15,4473
2018-03-16,4473
2018-03-17,4447
2018-03-18,4447
2018-03-19,4462
2018-03-20,4363
2018-03-21,4363
2018-03-23,4380
2018-03-24,4317
2018-03-26,4180
2018-03-27,4131
2018-03-28,4131
2018-03-29,4114
2018-03-30,4114
2018-03-31,3998
2018-04-01,3998
2018-04-02,3998
2018-04-03,3998
2018-04-04,3992
2018-04-05,3992
2018-04-06,4020
2018-04-08,3932
2018-04-09,3834
2018-04-10,3834
2018-04-11,3801
2018-04-12,3801
2018-04-13,3692
2018-04-14,3692
2018-04-16,3638
2018-04-17,3780
2018-04-18,3780
2018-04-19,3620
2018-04-20,3620
2018-04-21,3538
2018-04-22,3538
2018-04-23,3633
2018-04-24,3633
2018-04-25,3662
2018-04-26,3662
2018-04-27,3724
2018-04-28,3724
2018-04-29,3663
2018-04-30,3663
2018-05-02,3589
2018-05-03,3530
2018-05-04,3530
2018-05-05,3440
2018-05-06,3440
2018-05-07,3344
2018-05-08,3344
2018-05-09,3449
2018-05-10,3449
2018-05-11,3543
2018-05-12,3651
2018-05-13,3651
2018-05-14,3807
2018-05-15,3807
2018-05-16,3921
2018-05-17,3921
2018-05-18,4025
2018-05-19,3975
2018-05-20,3975
2018-05-21,3956
2018-05-22,3956
2018-05-23,4052
2018-05-24,4052
2018-05-25,4072
2018-05-26,4130
2018-05-27,4130
2018-05-28,4099
2018-05-29,4099
2018-05-30,4051
2018-05-31,4051
2018-06-01,4065
2018-06-02,3964
2018-06-03,3964
2018-06-04,4073
2018-06-05,4188
2018-06-06,4319
2018-06-07,4319
2018-06-08,4270
2018-06-09,4270
2018-06-10,4346
2018-06-11,4346
2018-06-12,4358
2018-06-13,4373
2018-06-14,4373
2018-06-15,4447
2018-06-16,4447
2018-06-17,4458
2018-06-18,4458
2018-06-19,4484
2018-06-20,4484
2018-06-21,4544
2018-06-22,4544
2018-06-23,4571
2018-06-24,4571
2018-06-25,4623
2018-06-26,4623
2018-06-27,4559
2018-06-28,4559
2018-06-29,4542
2018-06-30,4542
2018-07-01,4477
2018-07-02,4477
2018-07-03,4379
2018-07-04,4379
2018-07-05,4400
2018-07-06,4334
2018-07-07,4334
2018-07-08,4323
2018-07-09,4323
2018-07-10,4244
2018-07-11,4244
2018-07-12,4244
2018-07-13,4235
2018-07-14,4209
2018-07-15,4209
2018-07-16,4293
2018-07-17,4378
2018-07-18,4378
2018-07-19,4459
2018-07-20,4459
2018-07-21,4496
2018-07-22,4509
2018-07-23,4530
2018-07-24,4530
2018-07-25,4520
2018-07-26,4520
2018-07-27,4425
2018-07-28,4425
2018-07-29,4418
2018-07-30,4418
2018-07-31,4335
2018-08-01,4335
2018-08-02,4210
2018-08-03,4210
2018-08-04,4188
2018-08-05,4188
2018-08-06,4281
2018-08-07,4281
2018-08-08,4233
2018-08-09,4233
2018-08-10,4153
2018-08-11,3984
2018-08-12,3831
2018-08-14,3581
2018-08-16,3541
2018-08-17,3462
2018-08-18,3462
2018-08-19,3469
2018-08-20,3445
2018-08-21,3445
2018-08-22,3363
2018-08-23,3363
2018-08-24,3335
2018-08-25,3374
2018-08-26,3374
2018-08-27,3352
2018-08-28,3460
2018-08-29,3460
2018-08-30,3584
2018-08-31,3729
2018-09-01,3886
2018-09-02,3886
2018-09-03,4044
2018-09-04,4230
2018-09-05,4350
2018-09-06,4350
2018-09-07,4439
2018-09-08,4352
2018-09-09,4352
2018-09-10,4373
2018-09-11,4373
2018-09-12,4446
2018-09-13,4446
2018-09-14,4584
2018-09-15,4788
2018-09-16,4788
2018-09-17,4885
2018-09-18,5101
2018-09-19,5101
2018-09-20,5355
2018-09-21,5355
2018-09-22,5608
2018-09-23,5608
2018-09-24,5889
2018-09-25,5889
2018-09-26,6169
2018-09-27,6169
2018-09-28,6428
2018-09-29,6428
2018-09-30,6742
2018-10-02,7061
2018-10-03,7152
2018-10-04,7152
2018-10-05,7152
2018-10-06,7428
2018-10-07,7428
2018-10-08,7490
2018-10-09,7679
2018-10-10,7793
2018-10-11,7793
2018-10-12,7809
2018-10-13,7754
2018-10-14,7754
2018-10-15,7841
2018-10-16,7841
2018-10-17,7963
2018-10-18,7963
2018-10-19,8147
2018-10-20,8147
2018-10-21,8410
2018-10-22,8588
2018-10-23,8588
2018-10-24,8913
2018-10-25,9057
2018-10-26,9057
2018-10-27,9138
2018-10-28,9106
2018-10-29,9106
2018-10-30,8979
2018-10-31,8910
2018-11-01,8924
2018-11-03,8961
2018-11-04,8929
2018-11-05,9148
2018-11-06,9038
2018-11-07,9063
2018-11-08,9351
2018-11-09,9289
2018-11-10,9216
2018-11-11,9383
2018-11-12,9414
2018-11-13,9428
2018-11-14,9428
2018-11-15,9588
2018-11-16,9555
2018-11-17,9316
2018-11-18,9300
2018-11-19,9092
2018-11-20,9171
2018-11-21,9160
2018-11-22,9500
2018-11-23,9839
2018-11-24,10147
2018-11-25,10596
2018-11-26,10882
2018-11-27,11421
2018-11-28,11993
2018-11-29,12590
2018-12-01,13282
2018-12-02,13814
2018-12-03,13814
2018-12-04,14071
2018-12-05,14130
2018-12-07,14103
2018-12-09,13842
2018-12-10,13778
2018-12-11,13775
2018-12-12,13823
2018-12-13,14042
2018-12-14,13941
2018-12-15,13626
2018-12-16,13519
2018-12-17,13519
2018-12-18,13708
2018-12-19,13701
2018-12-20,13938
2018-12-21,13834
2018-12-22,14278
2018-12-23,14702
2018-12-24,15066
2018-12-25,15066
2018-12-26,15093
2018-12-27,15226
2018-12-28,15026
2018-12-29,14745
2018-12-30,14216
2018-12-31,13519
2019-01-01,12908
2019-01-02,12268
2019-01-03,11856
2019-01-04,11304
2019-01-05,10957
2019-01-06,10653
2019-01-08,10202
2019-01-10,9259
2019-01-11,8796
2019-01-12,8373
2019-01-13,7954
2019-01-14,7556
2019-01-15,7178
2019-01-16,6842
2019-01-17,6499
2019-01-18,6205
2019-01-19,5916
2019-01-20,5672
2019-01-21,5672
2019-01-22,5475
2019-01-23,5215
2019-01-24,5050
2019-01-25,4878
2019-01-26,4740
2019-01-27,4679
2019-01-28,4605
2019-01-29,4448
2019-01-30,4346
2019-01-31,4346
2019-02-01,4416
2019-02-02,4458
2019-02-03,4331
2019-02-04,4331
2019-02-05,4126
2019-02-06,4126
2019-02-07,3979
2019-02-08,3860
2019-02-09,3729
2019-02-10,3558
2019-02-11,3444
2019-02-12,3453
2019-02-13,3567
2019-02-14,3567
2019-02-15,3674
2019-02-16,3695
2019-02-17,3639
2019-02-18,3708
2019-02-19,3607
2019-02-20,3582
2019-02-21,3579
2019-02-22,3624
2019-02-23,3719
2019-02-24,3770
2019-02-25,3774
2019-02-26,3820
2019-02-27,3820
2019-02-28,3820
2019-03-01,3802
2019-03-02,3811
2019-03-03,3747
2019-03-04,3727
2019-03-05,3707
2019-03-06,3708
2019-03-07,3663
2019-03-08,3663
2019-03-09,3583
2019-03-10,3564
2019-03-11,3609
2019-03-12,3533
2019-03-13,3533
2019-03-14,3434
2019-03-15,3434
2019-03-16,3507
2019-03-17,3571
2019-03-18,3571
2019-03-19,3511
2019-03-20,3597
2019-03-21,3627
2019-03-22,3627
2019-03-23,3540
2019-03-24,3469
2019-03-25,3469
2019-03-26,3351
2019-03-27,3351
2019-03-28,3319
2019-03-29,3355
2019-03-30,3355
2019-03-31,3440
2019-04-01,3465
2019-04-02,3465
2019-04-03,3534
2019-04-04,3534
2019-04-05,3534
