date_obj,Villager%20sandals%20(brown) price
2018-11-25,4229
2018-11-26,4360
2018-11-27,4360
2018-11-28,4360
2018-11-29,4304
2018-12-01,4304
2018-12-02,4304
2018-12-03,4304
2018-12-04,4088
2018-12-05,4088
2018-12-07,3987
2018-12-09,3987
2018-12-10,3945
2018-12-11,3945
2018-12-12,3945
2018-12-13,3945
2018-12-14,3955
2018-12-15,3955
2018-12-16,3955
2018-12-17,3955
2018-12-18,4004
2018-12-19,4004
2018-12-20,4004
2018-12-21,4004
2018-12-22,4156
2018-12-23,4156
2018-12-24,4156
2018-12-25,4236
2018-12-26,4236
2018-12-27,4236
2018-12-28,4236
2018-12-29,4132
2018-12-30,4132
2018-12-31,4132
2019-01-01,4132
2019-01-02,3952
2019-01-03,3952
2019-01-04,3952
2019-01-05,3763
2019-01-06,3763
2019-01-08,3760
2019-01-10,3760
2019-01-11,3890
2019-01-12,3890
2019-01-13,3890
2019-01-14,3923
2019-01-15,3923
2019-01-16,3923
2019-01-17,3923
2019-01-18,3978
2019-01-19,3978
2019-01-20,3978
2019-01-22,4137
2019-01-23,4137
2019-01-24,4137
2019-01-25,4137
2019-01-26,4097
2019-01-27,4097
2019-01-28,4097
2019-01-29,4067
2019-01-30,4067
2019-01-31,4067
2019-02-01,4067
2019-02-02,4127
2019-02-03,4127
2019-02-04,4127
2019-02-05,4076
2019-02-06,4076
2019-02-07,4076
2019-02-08,4132
2019-02-09,4132
2019-02-10,4132
2019-02-11,4132
2019-02-12,4071
2019-02-13,4071
2019-02-14,4071
2019-02-15,3903
2019-02-16,3903
2019-02-17,3903
2019-02-18,3903
2019-02-19,3790
2019-02-20,3790
2019-02-21,3790
2019-02-22,3905
2019-02-23,3905
2019-02-24,3905
2019-02-25,3848
2019-02-26,3848
2019-02-27,3848
2019-02-28,3848
2019-03-01,3848
2019-03-02,3848
2019-03-03,3779
2019-03-04,3779
2019-03-05,3779
2019-03-06,3707
2019-03-07,3707
2019-03-08,3707
2019-03-09,3707
2019-03-10,3791
2019-03-11,3791
2019-03-12,3791
2019-03-13,3791
2019-03-14,3791
2019-03-15,3692
2019-03-16,3692
2019-03-17,3692
2019-03-18,3778
2019-03-19,3778
2019-03-20,3778
2019-03-21,3778
2019-03-22,3720
2019-03-23,3720
2019-03-24,3720
2019-03-25,3720
2019-03-26,3768
2019-03-27,3768
2019-03-28,3768
2019-03-29,3768
2019-03-30,3828
2019-03-31,3828
2019-04-01,3828
2019-04-02,3828
2019-04-03,3696
2019-04-04,3696
2019-04-05,3696
2019-04-06,3696
2019-04-07,3682
2019-04-08,3682
2019-04-09,3682
2019-04-10,3682
2019-04-11,3530
2019-04-12,3530
2019-04-13,3530
2019-04-14,3531
2019-04-15,3531
2019-04-16,3531
2019-04-17,3531
2019-04-18,3531
2019-04-19,3558
2019-04-20,3558
2019-04-21,3558
2019-04-22,3558
2019-04-23,3598
2019-04-24,3598
2019-04-25,3598
2019-04-26,3598
2019-04-27,3479
2019-04-28,3479
2019-04-29,3479
2019-04-30,3479
2019-05-01,3506
2019-05-02,3506
2019-05-03,3506
2019-05-04,3492
2019-05-05,3492
2019-05-06,3492
2019-05-07,3492
2019-05-08,3412
2019-05-09,3412
2019-05-10,3412
2019-05-11,3426
2019-05-12,3426
2019-05-13,3426
2019-05-14,3504
2019-05-15,3504
2019-05-16,3504
2019-05-17,3504
2019-05-18,3386
2019-05-19,3386
2019-05-20,3386
2019-05-21,3386
2019-05-22,3318
2019-05-23,3318
2019-05-24,3318
2019-05-25,3318
2019-05-26,3339
2019-05-27,3339
2019-05-28,3339
2019-05-29,3339
2019-05-30,3356
2019-05-31,3356
2019-06-01,3356
2019-06-02,3356
2019-06-03,3356
2019-06-04,3464
2019-06-05,3464
2019-06-06,3464
2019-06-07,3464
2019-06-08,3525
2019-06-09,3525
2019-06-10,3525
2019-06-11,3525
2019-06-12,3549
2019-06-13,3549
2019-06-14,3549
2019-06-15,3549
2019-06-16,3652
2019-06-17,3652
2019-06-18,3652
2019-06-19,3652
2019-06-20,3724
2019-06-21,3724
2019-06-22,3724
2019-06-23,3724
2019-06-24,3724
2019-06-25,3639
2019-06-26,3639
2019-06-27,3639
2019-06-28,3639
2019-06-29,3715
2019-06-30,3715
2019-07-01,3715
2019-07-02,3715
2019-07-03,3747
2019-07-04,3747
2019-07-05,3747
2019-07-06,3747
2019-07-07,3755
2019-07-08,3755
2019-07-09,3755
2019-07-10,3755
2019-07-11,3802
2019-07-12,3802
2019-07-13,3802
2019-07-14,3802
2019-07-15,3802
2019-07-16,3650
2019-07-17,3650
2019-07-18,3650
2019-07-19,3650
2019-07-20,3650
2019-07-21,3482
2019-07-22,3482
2019-07-23,3482
2019-07-24,3482
2019-07-25,3482
2019-07-26,3538
2019-07-27,3538
2019-07-28,3538
2019-07-29,3538
2019-07-30,3474
2019-07-31,3474
2019-08-01,3474
2019-08-02,3474
2019-08-03,3463
2019-08-04,3463
2019-08-05,3463
2019-08-06,3463
2019-08-07,3463
2019-08-08,3463
2019-08-09,3463
2019-08-10,3379
2019-08-11,3379
2019-08-12,3379
2019-08-13,3379
2019-08-14,3234
2019-08-15,3234
2019-08-16,3234
2019-08-17,3234
2019-08-18,3155
2019-08-19,3155
2019-08-20,3155
2019-08-21,3155
2019-08-22,2997
2019-08-23,2997
2019-08-24,2997
2019-08-24,2997
2019-08-25,2997
2019-08-25,2997
2019-08-26,2999
2019-08-26,2999
2019-08-27,2999
2019-08-27,2999
2019-08-28,2999
2019-08-29,2999
2019-08-30,3048
2019-08-31,3048
2019-09-01,3048
2019-09-02,3048
2019-09-03,3048
2019-09-04,2969
2019-09-05,2969
2019-09-06,2969
2019-09-07,2969
2019-09-08,3108
2019-09-09,3108
2019-09-10,3108
2019-09-11,3108
2019-09-12,3250
2019-09-13,3250
2019-09-14,3250
2019-09-15,3250
2019-09-16,3266
2019-09-17,3266
2019-09-18,3266
2019-09-19,3266
2019-09-20,3266
2019-09-21,3385
2019-09-22,3385
2019-09-23,3385
2019-09-24,3385
2019-09-25,3385
2019-09-26,3218
2019-09-27,3218
2019-09-28,3218
2019-09-29,3218
2019-09-30,3218
2019-10-01,3145
2019-10-02,3145
2019-10-03,3145
2019-10-04,3145
2019-10-05,3145
2019-10-06,2997
2019-10-07,2997
2019-10-08,2997
2019-10-09,2997
2019-10-10,2997
2019-10-11,2930
2019-10-12,2930
2019-10-13,2930
2019-10-14,2930
2019-10-15,2930
2019-10-16,2920
2019-10-17,2920
2019-10-18,2920
2019-10-19,2920
2019-10-20,2920
2019-10-21,2809
2019-10-22,2809
2019-10-23,2809
2019-10-24,2809
2019-10-25,2776
2019-10-26,2776
2019-10-27,2776
2019-10-28,2776
2019-10-29,2776
2019-10-30,2744
2019-10-31,2744
2019-11-01,2744
2019-11-02,2744
2019-11-03,2744
2019-11-04,2803
2019-11-05,2803
2019-11-06,2803
2019-11-07,2803
2019-11-08,2803
2019-11-09,2803
2019-11-10,2849
2019-11-11,2849
2019-11-12,2849
2019-11-13,2849
2019-11-14,2849
2019-11-15,2849
2019-11-16,2976
2019-11-17,2976
2019-11-18,2976
2019-11-19,2976
2019-11-20,2976
2019-11-21,2976
2019-11-22,3085
2019-11-23,3085
2019-11-24,3085
2019-11-25,3085
2019-11-26,3085
2019-11-27,3085
2019-11-28,3085
2019-11-29,3085
2019-11-30,3085
2019-12-01,3085
2019-12-02,3085
2019-12-03,3155
2019-12-04,3155
2019-12-05,3155
2019-12-06,3155
2019-12-07,3155
2019-12-08,3155
2019-12-09,3284
2019-12-10,3284
2019-12-11,3284
2019-12-12,3284
2019-12-13,3284
2019-12-14,3370
2019-12-15,3370
2019-12-16,3370
2019-12-17,3370
2019-12-18,3370
2019-12-19,3370
2019-12-20,3470
2019-12-21,3470
2019-12-22,3470
2019-12-23,3470
2019-12-24,3470
2019-12-25,3385
2019-12-26,3385
2019-12-27,3385
2019-12-28,3385
2019-12-29,3385
2019-12-30,3356
2019-12-31,3356
2020-01-01,3356
2020-01-02,3356
2020-01-03,3356
2020-01-04,3427
2020-01-05,3427
2020-01-06,3427
2020-01-07,3427
2020-01-08,3427
2020-01-09,3303
2020-01-10,3303
2020-01-11,3303
2020-01-12,3303
2020-01-13,3303
2020-01-14,3294
2020-01-15,3294
2020-01-16,3294
2020-01-17,3226
2020-01-18,3226
2020-01-19,3226
2020-01-20,3226
2020-01-21,3226
2020-01-22,3275
2020-01-23,3275
2020-01-24,3275
2020-01-25,3275
2020-01-26,3275
2020-01-27,3224
2020-01-28,3224
2020-01-29,3224
2020-01-30,3224
2020-01-31,3100
2020-02-01,3100
2020-02-02,3100
2020-02-03,3100
2020-02-04,3100
2020-02-05,3186
2020-02-06,3186
2020-02-07,3186
2020-02-08,3186
2020-02-09,3186
2020-02-10,3115
2020-02-11,3115
2020-02-12,3115
2020-02-13,3115
2020-02-14,3110
2020-02-15,3110
2020-02-16,3110
2020-02-17,3110
2020-02-18,3089
2020-02-19,3089
2020-02-20,3089
2020-02-21,3089
2020-02-22,3089
2020-02-23,3062
2020-02-24,3062
2020-02-25,3062
2020-02-26,3062
2020-02-27,3062
2020-02-28,3021
2020-02-29,3021
2020-03-01,3021
2020-03-02,3021
2020-03-03,3021
2020-03-04,3074
2020-03-05,3074
2020-03-06,3074
2020-03-07,3074
2020-03-08,3074
2020-03-09,3228
2020-03-10,3228
2020-03-11,3228
2020-03-12,3228
2020-03-13,3274
2020-03-14,3274
2020-03-15,3274
2020-03-16,3274
2020-03-17,3274
2020-03-18,3225
2020-03-19,3225
2020-03-20,3225
2020-03-21,3225
2020-03-22,3237
2020-03-23,3237
2020-03-24,3237
2020-03-25,3237
2020-03-26,3224
2020-03-27,3224
2020-03-28,3224
2020-03-29,3175
2020-03-30,3175
2020-03-31,3175
2020-04-01,3232
2020-04-02,3232
2020-04-03,3232
2020-04-04,3232
2020-04-05,3236
2020-04-06,3236
2020-04-07,3236
2020-04-08,3256
2020-04-09,3256
2020-04-10,3256
2020-04-11,3256
2020-04-12,3230
2020-04-13,3230
2020-04-14,3230
2020-04-15,3110
2020-04-16,3110
2020-04-17,3110
2020-04-18,3110
2020-04-19,3163
2020-04-20,3163
2020-04-21,3163
2020-04-22,3228
2020-04-23,3228
2020-04-24,3228
2020-04-25,3273
2020-04-26,3273
2020-04-27,3273
2020-04-28,3316
2020-04-29,3316
2020-04-30,3316
2020-05-01,3312
2020-05-02,3312
2020-05-03,3312
2020-05-04,3235
2020-05-05,3235
2020-05-06,3218
2020-05-07,3218
2020-05-08,3218
2020-05-09,3168
2020-05-10,3168
2020-05-11,3168
2020-05-12,3168
2020-05-13,3086
