date_obj,Rune%20warhammer price
2019-04-04,24607
2019-04-05,24617
2019-04-06,24794
2019-04-07,24793
2019-04-08,24824
2019-04-09,24825
2019-04-10,24722
2019-04-11,24677
2019-04-12,24602
2019-04-13,24658
2019-04-14,24675
2019-04-15,24775
2019-04-16,24644
2019-04-17,24544
2019-04-18,24574
2019-04-19,24575
2019-04-20,24608
2019-04-21,24678
2019-04-22,24608
2019-04-23,24747
2019-04-24,24842
2019-04-25,24881
2019-04-26,24915
2019-04-27,24870
2019-04-28,24747
2019-04-29,24678
2019-04-30,24636
2019-05-01,24673
2019-05-02,24681
2019-05-03,24645
2019-05-04,24684
2019-05-05,24740
2019-05-06,24723
2019-05-07,24738
2019-05-08,24661
2019-05-09,24645
2019-05-10,24610
2019-05-11,24580
2019-05-12,24563
2019-05-13,24636
2019-05-14,24692
2019-05-15,24666
2019-05-16,24728
2019-05-17,24743
2019-05-18,24703
2019-05-19,24728
2019-05-20,24752
2019-05-21,24783
2019-05-22,24819
2019-05-23,24641
2019-05-24,24566
2019-05-25,24661
2019-05-26,24729
2019-05-27,24775
2019-05-28,24868
2019-05-29,24913
2019-05-30,24775
2019-05-31,24682
2019-06-01,24710
2019-06-02,24635
2019-06-03,24679
2019-06-04,24697
2019-06-05,24584
2019-06-06,24559
2019-06-07,24630
2019-06-08,24573
2019-06-09,24627
2019-06-10,24734
2019-06-11,24781
2019-06-12,24788
2019-06-13,24697
2019-06-14,24666
2019-06-15,24672
2019-06-16,24718
2019-06-17,24756
2019-06-18,24758
2019-06-19,24896
2019-06-20,24772
2019-06-21,24702
2019-06-22,24682
2019-06-23,24692
2019-06-24,24714
2019-06-25,24769
2019-06-26,24886
2019-06-27,24906
2019-06-28,24980
2019-06-29,24953
2019-06-30,24740
2019-07-01,24830
2019-07-02,24804
2019-07-03,24803
2019-07-04,24925
2019-07-05,24973
2019-07-06,24846
2019-07-07,24839
2019-07-08,24961
2019-07-09,25092
2019-07-10,25018
2019-07-11,25085
2019-07-12,25058
2019-07-13,25027
2019-07-14,25056
2019-07-15,25096
2019-07-16,25158
2019-07-17,25205
2019-07-18,25274
2019-07-19,25263
2019-07-20,25273
2019-07-21,25287
2019-07-22,25262
2019-07-23,25283
2019-07-24,25267
2019-07-25,25342
2019-07-26,25086
2019-07-27,24514
2019-07-28,24184
2019-07-29,24890
2019-07-30,24987
2019-07-31,24725
2019-08-01,24656
2019-08-02,24563
2019-08-03,24471
2019-08-04,24490
2019-08-05,24682
2019-08-06,24694
2019-08-07,24660
2019-08-08,24670
2019-08-09,24577
2019-08-10,24671
2019-08-11,24609
2019-08-12,24570
2019-08-13,24700
2019-08-14,24747
2019-08-15,24736
2019-08-16,24797
2019-08-17,24624
2019-08-18,24715
2019-08-19,24901
2019-08-20,24967
2019-08-21,25073
2019-08-22,25273
2019-08-23,25355
2019-08-24,25328
2019-08-24,25328
2019-08-25,25417
2019-08-25,25417
2019-08-26,25401
2019-08-26,25401
2019-08-27,25454
2019-08-27,25454
2019-08-28,25476
2019-08-29,25459
2019-08-30,25488
2019-08-31,25524
2019-09-01,25487
2019-09-02,25321
2019-09-03,25403
2019-09-04,25431
2019-09-05,25501
2019-09-06,25257
2019-09-07,25267
2019-09-08,25193
2019-09-09,25307
2019-09-10,25453
2019-09-11,25441
2019-09-12,25516
2019-09-13,25532
2019-09-14,25554
2019-09-15,25588
2019-09-16,25702
2019-09-17,25562
2019-09-18,25561
2019-09-19,25571
2019-09-20,25378
2019-09-21,25526
2019-09-22,25129
2019-09-23,25307
2019-09-24,25334
2019-09-25,25620
2019-09-26,25473
2019-09-27,25480
2019-09-28,25130
2019-09-29,24933
2019-09-30,25210
2019-10-01,25597
2019-10-02,25697
2019-10-03,25335
2019-10-04,24887
2019-10-05,24858
2019-10-06,25122
2019-10-07,25104
2019-10-08,24999
2019-10-09,24933
2019-10-10,24833
2019-10-11,24476
2019-10-12,24459
2019-10-13,24764
2019-10-14,24785
2019-10-15,25047
2019-10-16,25026
2019-10-17,24957
2019-10-18,24917
2019-10-19,24644
2019-10-20,24750
2019-10-21,24657
2019-10-22,24728
2019-10-23,24680
2019-10-24,24704
2019-10-25,24634
2019-10-26,24513
2019-10-27,24546
2019-10-28,24557
2019-10-29,24572
2019-10-30,24657
2019-10-31,24699
2019-11-01,24655
2019-11-02,24678
2019-11-03,24692
2019-11-04,24756
2019-11-05,24778
2019-11-06,24802
2019-11-07,24891
2019-11-08,25073
2019-11-09,25058
2019-11-10,25080
2019-11-11,25120
2019-11-12,25353
2019-11-13,25363
2019-11-14,25410
2019-11-15,25281
2019-11-16,25291
2019-11-17,25305
2019-11-18,25327
2019-11-19,25373
2019-11-20,25334
2019-11-21,25387
2019-11-22,25419
2019-11-23,25067
2019-11-24,25085
2019-11-25,24851
2019-11-26,25068
2019-11-27,25194
2019-11-28,25122
2019-11-29,25278
2019-11-30,25248
2019-12-01,25195
2019-12-02,25242
2019-12-03,25199
2019-12-04,25161
2019-12-05,25157
2019-12-06,25255
2019-12-07,25184
2019-12-08,25174
2019-12-09,25141
2019-12-10,25217
2019-12-11,25257
2019-12-12,25289
2019-12-13,25312
2019-12-14,25275
2019-12-15,25265
2019-12-16,25339
2019-12-17,25303
2019-12-18,25272
2019-12-19,25223
2019-12-20,24895
2019-12-21,24819
2019-12-22,24678
2019-12-23,24710
2019-12-24,24943
2019-12-25,25034
2019-12-26,25058
2019-12-27,25039
2019-12-28,24865
2019-12-29,24951
2019-12-30,24836
2019-12-31,24622
2020-01-01,24607
2020-01-02,24592
2020-01-03,24452
2020-01-04,24529
2020-01-05,24560
2020-01-06,24660
2020-01-07,24832
2020-01-08,25195
2020-01-09,25159
2020-01-10,25283
2020-01-11,25151
2020-01-12,24900
2020-01-13,24777
2020-01-14,24834
2020-01-15,24901
2020-01-16,25015
2020-01-17,25025
2020-01-18,25059
2020-01-19,25109
2020-01-20,25112
2020-01-21,25357
2020-01-22,25202
2020-01-23,25247
2020-01-24,25140
2020-01-25,25105
2020-01-26,25171
2020-01-27,25116
2020-01-28,25021
2020-01-29,25197
2020-01-30,25229
2020-01-31,25276
2020-02-01,25250
2020-02-02,25367
2020-02-03,25362
2020-02-04,25406
2020-02-05,25342
2020-02-06,25300
2020-02-07,24957
2020-02-08,24798
2020-02-09,24897
2020-02-10,25009
2020-02-11,25087
2020-02-12,25018
2020-02-13,25033
2020-02-14,25108
2020-02-15,24981
2020-02-16,24948
2020-02-17,25047
2020-02-18,25086
2020-02-19,25086
2020-02-20,25124
2020-02-21,25016
2020-02-22,25070
2020-02-23,25006
2020-02-24,25028
2020-02-25,25011
2020-02-26,25073
2020-02-27,24962
2020-02-28,24789
2020-02-29,24822
2020-03-01,24894
2020-03-02,24967
2020-03-03,24979
2020-03-04,24981
2020-03-05,24965
2020-03-06,25009
2020-03-07,24960
2020-03-08,24924
2020-03-09,25047
2020-03-10,25043
2020-03-11,24958
2020-03-12,24890
2020-03-13,25000
2020-03-14,24831
2020-03-15,24733
2020-03-16,24969
2020-03-17,24947
2020-03-18,24933
2020-03-19,24884
2020-03-20,24957
2020-03-21,24868
2020-03-22,25074
2020-03-23,25271
2020-03-24,25177
2020-03-25,25076
2020-03-26,25151
2020-03-27,24707
2020-03-28,24402
2020-03-29,24558
2020-03-30,24646
2020-03-31,24712
2020-04-01,24636
2020-04-02,24412
2020-04-03,24519
2020-04-04,24567
2020-04-05,24523
2020-04-06,24621
2020-04-07,24608
2020-04-08,24621
2020-04-09,24638
2020-04-10,24580
2020-04-11,24701
2020-04-12,24709
2020-04-13,24717
2020-04-14,24560
2020-04-15,24646
2020-04-16,24609
2020-04-17,24599
2020-04-18,24657
2020-04-19,24840
2020-04-20,24733
2020-04-21,24794
2020-04-22,24789
2020-04-23,24791
2020-04-24,24596
2020-04-25,24650
2020-04-26,24575
2020-04-27,24631
2020-04-28,24653
2020-04-29,24811
2020-04-30,24847
2020-05-01,24722
2020-05-02,24576
2020-05-03,24591
2020-05-04,24631
2020-05-05,24666
2020-05-06,24708
2020-05-07,24730
2020-05-08,24634
2020-05-09,24585
2020-05-10,24699
2020-05-11,24708
2020-05-12,24790
2020-05-13,24822
